, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - NEAR POTLATCH, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-03-11,3152.0,18492.0,818.0,1308.0,2595.0,8272.0,250.0,815.0,208.0,605.0,1622.0,1218.0,2840.0,430.0,3725.0,11672.0,15492.0,17360.0,1472.0,22988.0,9402.0,5750.0,9528.0,1082.0,90712.0,540.0,101232.0,132060.0,1010.0,518.0,133760.0,1175.0,136390.0,185.0,1885.0,146915.0,146862.0,580.0,480.0,578.0,1078.0,815.0,2140.0,435.0,1432.0,852.0,2238.0,3742.0,4038.0,382.0,425.0,1592.0,438.0,1640.0,482.0,1328.0,1565.0,2498.0,2480.0,58.0,3395.0,3710.0,3520.0,3112.0,285.0,6072.0,4600.0,255.0,11560.0,70.0,140.0,145.0,258.0,60.0,4572.0,632.0,1890.0,250.0,1170.0,1740.0,440.0,465.0,428.0,1302.0,70.0,2022.0,3630.0,19175.0,20700.0,4558.0,3490.0,32698.0,7108.0,5010.0,25138.0,57838.0,57838.0,61302.0,61302.0,3070.0,202410.0,828.0,2438.0,1030.0,2025.0,5325.0,5582.0,200628.0,8038.0,205515.0,5385.0,2930.0,3698.0,214862.0
2011-03-12,3170.0,19140.0,975.0,1575.0,2938.0,9065.0,270.0,1148.0,258.0,690.0,1995.0,1918.0,3912.0,555.0,4802.0,13285.0,16898.0,18888.0,1450.0,21618.0,12758.0,6490.0,11325.0,1368.0,91455.0,625.0,103695.0,125632.0,1028.0,505.0,128375.0,1158.0,132170.0,185.0,1918.0,143890.0,144250.0,408.0,368.0,580.0,802.0,672.0,2760.0,335.0,1438.0,582.0,2248.0,5262.0,5162.0,388.0,425.0,1635.0,438.0,1708.0,528.0,1345.0,1578.0,2512.0,2498.0,62.0,3445.0,3732.0,3520.0,3130.0,308.0,6150.0,4590.0,398.0,11965.0,70.0,140.0,150.0,285.0,60.0,8345.0,725.0,2122.0,310.0,1045.0,1955.0,430.0,515.0,725.0,732.0,60.0,2848.0,2912.0,19845.0,22060.0,5085.0,4088.0,40088.0,11810.0,7682.0,32370.0,72460.0,72460.0,78600.0,78600.0,3935.0,228192.0,825.0,2742.0,955.0,3735.0,7875.0,11092.0,231892.0,8625.0,235622.0,5570.0,3058.0,3380.0,245260.0
2011-03-13,3198.0,19160.0,940.0,1405.0,2080.0,8845.0,262.0,1035.0,208.0,815.0,2265.0,1512.0,3775.0,475.0,5200.0,12765.0,17425.0,19495.0,1435.0,21515.0,12138.0,7460.0,10648.0,785.0,94685.0,622.0,105550.0,115000.0,1118.0,492.0,116540.0,968.0,119275.0,150.0,1615.0,129770.0,130170.0,310.0,258.0,445.0,538.0,428.0,2382.0,278.0,1145.0,482.0,1795.0,4628.0,6040.0,380.0,418.0,1600.0,430.0,1725.0,495.0,1330.0,1558.0,2475.0,2500.0,60.0,3522.0,3792.0,3568.0,3192.0,302.0,6202.0,4590.0,400.0,12090.0,70.0,140.0,140.0,270.0,52.0,8438.0,485.0,1790.0,422.0,1090.0,1482.0,342.0,695.0,778.0,508.0,60.0,2635.0,2490.0,19725.0,22102.0,5420.0,3792.0,38582.0,12192.0,6435.0,32162.0,70745.0,70745.0,76705.0,76705.0,2960.0,224822.0,668.0,1982.0,798.0,2795.0,6670.0,9305.0,235270.0,8442.0,240490.0,4285.0,3085.0,2798.0,252778.0
2011-03-14,3190.0,18630.0,878.0,1378.0,2038.0,9585.0,260.0,940.0,190.0,875.0,2175.0,1285.0,3458.0,465.0,4935.0,12422.0,17418.0,19495.0,1510.0,22518.0,12205.0,8000.0,10722.0,868.0,95548.0,672.0,107485.0,115000.0,1172.0,482.0,116608.0,1028.0,119112.0,132.0,1578.0,128412.0,128420.0,362.0,262.0,468.0,472.0,538.0,2178.0,330.0,1148.0,665.0,1812.0,4018.0,5948.0,380.0,415.0,1590.0,430.0,1688.0,480.0,1312.0,1530.0,2445.0,2500.0,60.0,3522.0,3792.0,3608.0,3265.0,300.0,6305.0,4590.0,380.0,12075.0,70.0,140.0,140.0,262.0,50.0,6740.0,632.0,2188.0,532.0,1450.0,1848.0,572.0,1150.0,1295.0,630.0,60.0,2700.0,3055.0,20408.0,22582.0,5528.0,4660.0,39355.0,13358.0,7872.0,33060.0,72415.0,72415.0,78792.0,78792.0,2675.0,214805.0,708.0,2250.0,825.0,2628.0,6650.0,8532.0,220960.0,8832.0,226298.0,4845.0,4238.0,2922.0,237278.0
2011-03-15,3202.0,18405.0,860.0,1378.0,2138.0,10680.0,260.0,980.0,208.0,898.0,2138.0,1535.0,3675.0,530.0,5108.0,14165.0,17488.0,19575.0,1762.0,24360.0,16290.0,8702.0,12668.0,1310.0,95275.0,795.0,109405.0,115000.0,1190.0,470.0,116655.0,1345.0,119152.0,125.0,1870.0,128385.0,128388.0,475.0,332.0,608.0,535.0,788.0,2580.0,368.0,1400.0,765.0,2230.0,4478.0,5550.0,388.0,432.0,1645.0,442.0,1688.0,480.0,1322.0,1528.0,2482.0,2500.0,72.0,3488.0,3738.0,3585.0,3270.0,332.0,6550.0,4590.0,482.0,12165.0,70.0,140.0,140.0,278.0,50.0,7065.0,888.0,3148.0,642.0,1622.0,2395.0,725.0,1365.0,1665.0,730.0,60.0,3462.0,3860.0,22950.0,25435.0,5650.0,5685.0,41500.0,17142.0,11990.0,37578.0,79080.0,79080.0,87292.0,87292.0,3118.0,220342.0,790.0,2580.0,835.0,3102.0,7445.0,9432.0,225818.0,9368.0,231140.0,5908.0,4768.0,3298.0,243498.0
2011-03-16,3235.0,18532.0,845.0,1440.0,2245.0,10758.0,270.0,1070.0,220.0,928.0,2275.0,1898.0,4175.0,560.0,5638.0,15085.0,18058.0,20220.0,1830.0,24142.0,18335.0,9880.0,13828.0,1460.0,95142.0,845.0,110515.0,115000.0,1240.0,460.0,116662.0,1170.0,118540.0,120.0,2028.0,127798.0,127850.0,468.0,342.0,605.0,532.0,810.0,2952.0,370.0,1452.0,652.0,2370.0,5165.0,5770.0,400.0,450.0,1738.0,462.0,1768.0,480.0,1362.0,1565.0,2628.0,2508.0,78.0,3515.0,3738.0,3558.0,3260.0,360.0,6570.0,4590.0,640.0,12350.0,70.0,140.0,142.0,318.0,50.0,8452.0,985.0,3448.0,780.0,1850.0,2885.0,840.0,2055.0,1938.0,658.0,60.0,4032.0,4098.0,24155.0,27600.0,5810.0,6168.0,42515.0,20788.0,13232.0,42168.0,84678.0,84678.0,92825.0,92825.0,2865.0,227102.0,832.0,2592.0,852.0,3232.0,8070.0,9865.0,234225.0,10040.0,240330.0,5498.0,4465.0,3182.0,253362.0
2011-03-17,3275.0,18685.0,835.0,1505.0,2218.0,10802.0,270.0,1012.0,205.0,975.0,2335.0,1835.0,4170.0,570.0,6030.0,15442.0,18852.0,21115.0,1935.0,25308.0,20255.0,11258.0,15845.0,1428.0,95178.0,918.0,112670.0,115000.0,1325.0,448.0,116695.0,1030.0,118108.0,120.0,2000.0,126870.0,126888.0,458.0,338.0,588.0,530.0,838.0,2978.0,380.0,1435.0,735.0,2380.0,5152.0,6378.0,402.0,465.0,1835.0,488.0,1902.0,485.0,1545.0,1830.0,2960.0,2528.0,80.0,3625.0,3830.0,3588.0,3300.0,360.0,6775.0,4590.0,772.0,12495.0,70.0,132.0,150.0,462.0,50.0,10195.0,1062.0,4165.0,950.0,2052.0,3708.0,1070.0,1712.0,3528.0,632.0,60.0,4278.0,4508.0,26860.0,30505.0,5985.0,7568.0,45768.0,22522.0,13788.0,44642.0,90410.0,90410.0,100402.0,100402.0,3145.0,233240.0,868.0,2820.0,975.0,3660.0,9850.0,12875.0,242525.0,10932.0,249378.0,5762.0,4172.0,3150.0,261660.0
2011-03-18,3350.0,18872.0,842.0,1578.0,2325.0,10948.0,270.0,988.0,190.0,1000.0,2300.0,1738.0,4038.0,548.0,5910.0,15742.0,19308.0,21635.0,1880.0,24870.0,20190.0,12712.0,17115.0,1325.0,95242.0,898.0,114005.0,113875.0,1375.0,438.0,115848.0,1022.0,117472.0,112.0,2310.0,126398.0,126448.0,435.0,350.0,608.0,662.0,800.0,3000.0,392.0,1672.0,770.0,2700.0,5258.0,6590.0,405.0,458.0,1842.0,495.0,2022.0,490.0,1508.0,1838.0,3078.0,2540.0,80.0,3792.0,3982.0,3695.0,3412.0,345.0,6730.0,4582.0,882.0,12628.0,70.0,130.0,150.0,605.0,50.0,10182.0,982.0,3868.0,1118.0,1905.0,2502.0,782.0,1122.0,2460.0,478.0,60.0,4255.0,3598.0,27172.0,32170.0,6105.0,6982.0,45968.0,22428.0,14172.0,45332.0,91298.0,91298.0,99810.0,99810.0,2968.0,237970.0,752.0,2248.0,825.0,3292.0,9280.0,13235.0,250682.0,10610.0,257478.0,5650.0,3608.0,2930.0,269908.0
2011-03-19,3425.0,18695.0,832.0,1548.0,2152.0,10908.0,270.0,902.0,188.0,1010.0,2245.0,1615.0,3858.0,502.0,5528.0,15408.0,19088.0,21398.0,1818.0,24482.0,16895.0,13755.0,17278.0,1168.0,95700.0,880.0,114445.0,112000.0,1398.0,428.0,113800.0,1115.0,115245.0,110.0,2792.0,124250.0,124308.0,412.0,350.0,588.0,740.0,875.0,3108.0,402.0,1892.0,750.0,3068.0,5678.0,6885.0,400.0,440.0,1745.0,472.0,2025.0,482.0,1408.0,1650.0,2745.0,2540.0,75.0,3908.0,4115.0,3830.0,3575.0,320.0,6790.0,4580.0,795.0,12572.0,70.0,130.0,145.0,535.0,50.0,7615.0,922.0,3420.0,1180.0,1970.0,1620.0,600.0,878.0,1750.0,395.0,60.0,3728.0,2805.0,24802.0,29708.0,6108.0,6398.0,43648.0,19162.0,12278.0,40778.0,84428.0,84428.0,91225.0,91225.0,2582.0,229995.0,712.0,1975.0,735.0,2660.0,8328.0,10950.0,242012.0,10918.0,249655.0,5818.0,3330.0,2888.0,262728.0
2011-03-20,3482.0,18530.0,882.0,1582.0,2228.0,10970.0,270.0,892.0,215.0,990.0,2170.0,1868.0,4038.0,535.0,5642.0,15632.0,19202.0,21528.0,1770.0,24582.0,15940.0,14185.0,17540.0,1460.0,95815.0,898.0,114938.0,112000.0,1385.0,418.0,113810.0,1080.0,115230.0,120.0,2795.0,123855.0,123872.0,398.0,338.0,538.0,718.0,755.0,3010.0,365.0,1755.0,675.0,2902.0,5625.0,7140.0,400.0,435.0,1712.0,472.0,1932.0,480.0,1380.0,1600.0,2610.0,2555.0,78.0,3872.0,4100.0,3885.0,3672.0,310.0,6888.0,4588.0,738.0,12460.0,70.0,130.0,145.0,515.0,52.0,5865.0,1050.0,3345.0,1175.0,1938.0,1345.0,550.0,700.0,1268.0,412.0,60.0,3392.0,2428.0,23372.0,27602.0,6040.0,8830.0,47262.0,18892.0,12718.0,39195.0,86458.0,86458.0,92975.0,92975.0,2682.0,224738.0,748.0,2398.0,812.0,2995.0,9365.0,11462.0,234185.0,11635.0,242122.0,5165.0,2788.0,2698.0,253890.0
