, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-04-05,5275.0,11422.0,1748.0,2880.0,4700.0,14072.0,310.0,918.0,332.0,3032.0,4590.0,2672.0,7262.0,1632.0,11628.0,20828.0,28610.0,32198.0,2835.0,37920.0,30730.0,22555.0,24532.0,1740.0,87282.0,2122.0,114050.0,145000.0,1400.0,1400.0,148072.0,1702.0,148132.0,302.0,4880.0,153220.0,154702.0,902.0,902.0,2380.0,1755.0,1298.0,6938.0,470.0,1875.0,1062.0,4128.0,10195.0,13850.0,525.0,485.0,1618.0,950.0,2322.0,625.0,1852.0,2360.0,4110.0,10860.0,155.0,11920.0,11460.0,11468.0,10292.0,520.0,13280.0,5425.0,1045.0,14872.0,100.0,142.0,280.0,1020.0,238.0,6778.0,1182.0,4048.0,3332.0,3418.0,1162.0,702.0,885.0,2528.0,1010.0,110.0,5588.0,3632.0,41460.0,44982.0,13790.0,11150.0,66420.0,28182.0,21455.0,55635.0,122765.0,120280.0,124678.0,118808.0,3522.0,325185.0,1008.0,3642.0,1038.0,4260.0,6342.0,9900.0,351088.0,12052.0,359902.0,3698.0,2508.0,1902.0,368550.0
2011-04-06,5252.0,13572.0,1598.0,3225.0,5085.0,14698.0,310.0,912.0,368.0,2820.0,4232.0,2798.0,7032.0,1625.0,10952.0,21608.0,27172.0,30642.0,2905.0,37052.0,29522.0,23338.0,26692.0,1905.0,89715.0,2328.0,119515.0,145000.0,1288.0,1410.0,147840.0,1738.0,148862.0,275.0,5235.0,153912.0,154472.0,848.0,815.0,2322.0,1578.0,1142.0,6988.0,438.0,1990.0,870.0,3978.0,10085.0,11360.0,542.0,512.0,1650.0,982.0,2210.0,618.0,1960.0,2452.0,4082.0,10908.0,188.0,11835.0,11448.0,11510.0,10432.0,495.0,13485.0,5465.0,1055.0,14620.0,100.0,140.0,268.0,990.0,225.0,4648.0,1660.0,4915.0,4612.0,4515.0,1202.0,668.0,795.0,2455.0,1452.0,110.0,5760.0,3492.0,39822.0,42992.0,14610.0,13760.0,68912.0,34430.0,27805.0,66518.0,135430.0,135430.0,144565.0,144565.0,5500.0,321220.0,1270.0,4318.0,1135.0,5652.0,9158.0,11125.0,344640.0,12880.0,353782.0,4148.0,3035.0,2225.0,362860.0
2011-04-07,5272.0,19082.0,1540.0,3092.0,4558.0,14638.0,302.0,888.0,385.0,2642.0,4092.0,2682.0,6775.0,1438.0,10362.0,21570.0,25458.0,28695.0,2895.0,34722.0,28592.0,23910.0,27530.0,1500.0,90182.0,2435.0,121270.0,145000.0,1185.0,1395.0,147725.0,1462.0,150160.0,225.0,4728.0,154860.0,154945.0,655.0,628.0,2108.0,1192.0,702.0,6130.0,375.0,1790.0,715.0,3480.0,9135.0,10190.0,588.0,535.0,1758.0,1055.0,2235.0,662.0,1962.0,2485.0,4282.0,10985.0,160.0,11798.0,11448.0,11455.0,10452.0,475.0,13468.0,5505.0,1305.0,14678.0,100.0,140.0,258.0,1018.0,212.0,4972.0,1478.0,4822.0,4720.0,5152.0,1100.0,578.0,652.0,2400.0,1365.0,108.0,6205.0,3222.0,37498.0,40475.0,14560.0,12472.0,69388.0,33385.0,22555.0,67215.0,136602.0,136602.0,145488.0,145488.0,4755.0,317375.0,1052.0,3372.0,1035.0,5618.0,9298.0,12690.0,343800.0,12165.0,352250.0,3738.0,2582.0,2162.0,361620.0
2011-04-08,5320.0,20062.0,1495.0,2875.0,4065.0,14375.0,300.0,835.0,375.0,2480.0,3878.0,2438.0,6318.0,1255.0,9575.0,20580.0,25222.0,28438.0,2845.0,33535.0,24228.0,24208.0,27928.0,1062.0,90248.0,2398.0,121880.0,145000.0,1152.0,1345.0,147580.0,1150.0,150272.0,195.0,3795.0,154205.0,154252.0,540.0,510.0,1985.0,988.0,532.0,5350.0,342.0,1630.0,605.0,3052.0,7842.0,9220.0,562.0,542.0,1775.0,980.0,2382.0,615.0,1890.0,2312.0,4085.0,11025.0,145.0,11972.0,11638.0,11525.0,10568.0,462.0,13505.0,5545.0,1228.0,14380.0,100.0,140.0,250.0,848.0,200.0,5722.0,1200.0,4650.0,4678.0,5095.0,925.0,488.0,512.0,2380.0,1018.0,100.0,5892.0,2918.0,37125.0,39942.0,14100.0,9732.0,65485.0,30028.0,19938.0,63318.0,128805.0,128805.0,136360.0,136360.0,3902.0,309342.0,845.0,2815.0,952.0,5525.0,8152.0,11422.0,334502.0,11560.0,342580.0,3398.0,2095.0,1992.0,351680.0
2011-04-09,5318.0,19392.0,1445.0,2655.0,3795.0,14095.0,300.0,795.0,348.0,2330.0,3650.0,2168.0,5812.0,1110.0,8812.0,19525.0,24815.0,27988.0,2750.0,32665.0,19408.0,24005.0,27165.0,878.0,89155.0,2282.0,120352.0,143125.0,1120.0,1278.0,145945.0,998.0,148975.0,180.0,3218.0,152670.0,152800.0,475.0,445.0,1942.0,878.0,465.0,4885.0,308.0,1500.0,532.0,2695.0,6745.0,7785.0,528.0,512.0,1670.0,935.0,2330.0,592.0,1835.0,2210.0,3845.0,11052.0,138.0,12122.0,11815.0,11708.0,10818.0,448.0,13638.0,5585.0,1010.0,13860.0,100.0,132.0,242.0,698.0,190.0,5138.0,1020.0,4440.0,4605.0,4968.0,748.0,435.0,465.0,2270.0,835.0,100.0,5435.0,2598.0,36075.0,38908.0,13632.0,8238.0,62038.0,25115.0,16502.0,56735.0,118775.0,118775.0,124398.0,124398.0,3088.0,295052.0,628.0,2000.0,810.0,4610.0,6525.0,9415.0,317750.0,11075.0,325550.0,3008.0,1680.0,1745.0,334075.0
2011-04-10,5302.0,18740.0,1405.0,2525.0,3608.0,13918.0,300.0,768.0,332.0,2190.0,3448.0,2030.0,5475.0,998.0,8170.0,18768.0,24355.0,27480.0,2672.0,32062.0,15842.0,23378.0,26190.0,808.0,86835.0,2222.0,116848.0,140000.0,1105.0,1210.0,142365.0,920.0,145085.0,170.0,2975.0,148315.0,148440.0,440.0,412.0,1928.0,828.0,425.0,4635.0,280.0,1385.0,488.0,2380.0,5895.0,6762.0,508.0,475.0,1595.0,902.0,2162.0,585.0,1812.0,2150.0,3735.0,11078.0,130.0,12058.0,11790.0,11742.0,10952.0,428.0,13742.0,5625.0,870.0,13408.0,100.0,130.0,240.0,600.0,185.0,4040.0,965.0,4402.0,4515.0,4815.0,652.0,400.0,400.0,2100.0,970.0,100.0,5190.0,2335.0,34268.0,37042.0,13125.0,7632.0,59960.0,20950.0,13848.0,50955.0,110915.0,110915.0,115290.0,115290.0,2455.0,279508.0,480.0,1515.0,678.0,3758.0,5275.0,7572.0,298965.0,10692.0,306385.0,2758.0,1372.0,1610.0,313972.0
2011-04-11,5350.0,18325.0,1365.0,2418.0,3455.0,13788.0,300.0,760.0,340.0,2065.0,3288.0,2038.0,5322.0,912.0,7790.0,18245.0,24035.0,27122.0,2630.0,31700.0,13648.0,22488.0,25125.0,855.0,86720.0,2222.0,115135.0,138760.0,1092.0,1188.0,141322.0,888.0,144220.0,165.0,2995.0,147468.0,147530.0,422.0,392.0,1912.0,832.0,392.0,4482.0,255.0,1318.0,458.0,2115.0,5208.0,6118.0,500.0,448.0,1568.0,878.0,2040.0,580.0,1845.0,2158.0,3718.0,11110.0,135.0,11935.0,11690.0,11622.0,10915.0,425.0,13712.0,5665.0,885.0,13210.0,100.0,128.0,230.0,535.0,178.0,3915.0,1002.0,4488.0,4425.0,4685.0,610.0,378.0,408.0,1930.0,1185.0,92.0,4935.0,2140.0,32220.0,34628.0,12590.0,7100.0,58415.0,18155.0,12248.0,47090.0,105505.0,105505.0,109192.0,109192.0,2042.0,268250.0,412.0,1250.0,562.0,3228.0,4305.0,6215.0,284308.0,10468.0,291288.0,2580.0,1148.0,1548.0,297772.0
2011-04-12,5425.0,18262.0,1362.0,2420.0,3535.0,13782.0,300.0,798.0,372.0,1945.0,3205.0,2182.0,5382.0,838.0,7668.0,17912.0,24022.0,27110.0,2620.0,31628.0,12522.0,21480.0,23988.0,1120.0,87065.0,2225.0,114312.0,134640.0,1092.0,1205.0,137098.0,960.0,139992.0,198.0,3152.0,143555.0,143712.0,410.0,375.0,1915.0,862.0,372.0,4405.0,232.0,1340.0,440.0,1985.0,4720.0,5590.0,492.0,430.0,1560.0,865.0,1968.0,570.0,1885.0,2190.0,3738.0,11140.0,138.0,11865.0,11625.0,11510.0,10870.0,440.0,13622.0,5715.0,875.0,13190.0,90.0,120.0,230.0,512.0,170.0,3825.0,1055.0,4615.0,4332.0,4582.0,662.0,370.0,405.0,1768.0,1232.0,90.0,4765.0,2062.0,31300.0,33370.0,12080.0,6650.0,57142.0,16570.0,11525.0,44792.0,101935.0,101935.0,105238.0,105238.0,1752.0,260530.0,392.0,1090.0,478.0,2792.0,3670.0,5325.0,274975.0,10348.0,281768.0,2428.0,970.0,1528.0,287655.0
2011-04-13,5502.0,18445.0,1598.0,2558.0,3760.0,14140.0,300.0,792.0,445.0,1838.0,3172.0,2262.0,5432.0,820.0,7680.0,17912.0,24188.0,27305.0,2655.0,32010.0,12142.0,20492.0,22888.0,1168.0,87410.0,2365.0,113655.0,133855.0,1100.0,1255.0,136238.0,965.0,138978.0,218.0,3302.0,142332.0,142350.0,435.0,385.0,1980.0,895.0,430.0,4385.0,228.0,1492.0,455.0,2050.0,4405.0,5292.0,490.0,430.0,1602.0,855.0,1912.0,575.0,1942.0,2245.0,3768.0,11168.0,152.0,11830.0,11600.0,11440.0,10865.0,455.0,13542.0,5755.0,810.0,13128.0,90.0,120.0,225.0,558.0,170.0,3140.0,1055.0,4722.0,4242.0,4445.0,742.0,380.0,400.0,1595.0,1355.0,90.0,4695.0,1970.0,30725.0,32675.0,11592.0,6328.0,56228.0,15725.0,11222.0,43445.0,99675.0,99675.0,102752.0,102752.0,1550.0,253652.0,398.0,1008.0,418.0,2592.0,3292.0,4770.0,266530.0,10258.0,273145.0,2325.0,928.0,1555.0,278548.0
2011-04-14,5600.0,17345.0,1768.0,2698.0,3855.0,14538.0,292.0,768.0,520.0,1735.0,3135.0,2270.0,5410.0,840.0,7775.0,18270.0,24440.0,27595.0,2688.0,32212.0,12095.0,19618.0,21890.0,1160.0,87778.0,2445.0,113120.0,133325.0,1100.0,1310.0,135762.0,975.0,138508.0,230.0,3402.0,141958.0,141972.0,420.0,370.0,2010.0,882.0,490.0,4510.0,212.0,1650.0,460.0,2185.0,4420.0,5292.0,500.0,458.0,1538.0,875.0,1955.0,595.0,2050.0,2355.0,3888.0,11205.0,185.0,11835.0,11608.0,11395.0,10890.0,482.0,13570.0,5795.0,758.0,13062.0,90.0,112.0,230.0,675.0,168.0,2618.0,1075.0,4845.0,4152.0,4328.0,852.0,402.0,408.0,1488.0,1380.0,92.0,4682.0,1915.0,30272.0,32242.0,11148.0,6248.0,55620.0,15390.0,11165.0,42765.0,98382.0,98382.0,101328.0,101328.0,1412.0,250798.0,432.0,975.0,375.0,2472.0,3428.0,4675.0,262668.0,10202.0,269082.0,2275.0,990.0,1602.0,274162.0
