, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2005-05-09,23374.0,10007.0,7655.0,6846.0,11026.0,21317.0,156.0,778.0,797.0,3722.0,5288.0,3586.0,8874.0,1347.0,13001.0,24645.0,28699.0,30817.0,3196.0,36382.0,9121.0,8281.0,358.0,99508.0,13667.0,118685.0,124271.0,4990.0,3314.0,129746.0,5755.0,128085.0,1063.0,5053.0,126809.0,125301.0,331.0,298.0,273.0,1591.0,1049.0,419.0,1494.0,392.0,918.0,484.0,1100.0,253.0,966.0,995.0,1720.0,2753.0,1373.0,3070.0,3765.0,2556.0,4254.0,8416.0,6659.0,302.0,5501.0,5127.0,3524.0,3047.0,559.0,5504.0,224.0,1631.0,7271.0,515.0,393.0,750.0,741.0,388.0,5980.0,2082.0,3862.0,754.0,1579.0,889.0,761.0,255.0,631.0,3192.0,709.0,3852.0,2150.0,16097.0,18413.0,22798.0,7718.0,48394.0,20562.0,13485.0,35553.0,83947.0,83947.0,84152.0,84152.0,417.0,199624.0,421.0,656.0,283.0,136.0,4427.0,6330.0,212973.0,6104.0,205632.0,1405.0,877.0,951.0,208541.0
2005-05-10,24525.0,11457.0,7984.0,6851.0,11584.0,21493.0,283.0,1024.0,1415.0,4200.0,6727.0,5497.0,12224.0,1974.0,15909.0,25585.0,31275.0,34057.0,3810.0,42516.0,10922.0,8409.0,814.0,106608.0,13868.0,127778.0,130000.0,5062.0,4585.0,139700.0,5890.0,142566.0,1107.0,6192.0,148598.0,148427.0,367.0,395.0,304.0,2304.0,1115.0,480.0,1694.0,499.0,1079.0,537.0,1453.0,602.0,1143.0,1007.0,1822.0,2970.0,1236.0,3168.0,3630.0,2492.0,3915.0,8176.0,6893.0,260.0,6056.0,5601.0,3898.0,3402.0,581.0,6104.0,215.0,1870.0,7157.0,621.0,463.0,862.0,966.0,378.0,7009.0,3220.0,4096.0,733.0,1289.0,1026.0,1012.0,635.0,778.0,3389.0,769.0,4893.0,3451.0,17887.0,19351.0,29967.0,9918.0,62166.0,25052.0,16677.0,39934.0,102100.0,102100.0,102352.0,102352.0,885.0,233842.0,699.0,1413.0,382.0,354.0,4785.0,6421.0,238820.0,6539.0,230741.0,1691.0,1454.0,1161.0,230828.0
2005-05-11,24754.0,12224.0,7477.0,6538.0,11525.0,21189.0,376.0,1243.0,1605.0,4617.0,7936.0,7246.0,15182.0,2103.0,20463.0,25793.0,38002.0,40404.0,4444.0,48052.0,12997.0,9554.0,743.0,111094.0,15128.0,135502.0,130000.0,5679.0,5319.0,140634.0,4827.0,143498.0,900.0,6383.0,149807.0,149772.0,289.0,331.0,275.0,1890.0,1062.0,436.0,1669.0,420.0,1096.0,469.0,1505.0,935.0,1433.0,937.0,1620.0,2886.0,1108.0,3278.0,3124.0,2408.0,3729.0,7816.0,7054.0,255.0,6553.0,6139.0,4591.0,3973.0,606.0,6663.0,206.0,2058.0,7060.0,463.0,337.0,821.0,1010.0,327.0,8974.0,3156.0,4111.0,713.0,1132.0,1240.0,1144.0,360.0,821.0,2822.0,677.0,4807.0,3518.0,18762.0,20874.0,32839.0,10413.0,70258.0,29282.0,17010.0,44762.0,115020.0,115020.0,115464.0,115464.0,777.0,262499.0,488.0,1375.0,202.0,1035.0,5019.0,7506.0,273588.0,6541.0,266102.0,1563.0,1443.0,1204.0,268763.0
2005-05-12,24311.0,11150.0,5788.0,5440.0,10383.0,18482.0,358.0,1247.0,1255.0,4559.0,7701.0,6421.0,14121.0,1769.0,21160.0,23449.0,42764.0,44991.0,4428.0,52629.0,12407.0,11192.0,450.0,116029.0,15668.0,142253.0,128750.0,6953.0,4803.0,139972.0,4201.0,143155.0,747.0,5590.0,149089.0,149178.0,237.0,267.0,261.0,1494.0,998.0,380.0,1516.0,394.0,1119.0,426.0,1466.0,716.0,1624.0,836.0,1249.0,2537.0,936.0,3139.0,2724.0,2368.0,3611.0,7427.0,7204.0,261.0,6598.0,6213.0,4864.0,4494.0,627.0,7255.0,197.0,1997.0,6920.0,299.0,212.0,758.0,864.0,287.0,8820.0,2575.0,3945.0,693.0,985.0,765.0,773.0,192.0,427.0,2106.0,579.0,3692.0,2671.0,17147.0,19746.0,29391.0,9246.0,65598.0,28165.0,15010.0,43838.0,109437.0,109437.0,109750.0,109750.0,507.0,265283.0,310.0,866.0,130.0,859.0,4202.0,7077.0,280818.0,6101.0,273575.0,1319.0,1044.0,1034.0,277669.0
2005-05-13,25180.0,10237.0,5032.0,4516.0,8991.0,16502.0,316.0,1188.0,1078.0,4289.0,7124.0,5154.0,12278.0,1529.0,18634.0,20502.0,41855.0,43997.0,4381.0,52022.0,10294.0,12236.0,342.0,119603.0,15825.0,147804.0,121250.0,7539.0,4310.0,133627.0,4066.0,137406.0,712.0,4878.0,143443.0,143781.0,228.0,266.0,263.0,1521.0,966.0,344.0,1412.0,401.0,1265.0,394.0,1622.0,614.0,1552.0,792.0,889.0,2094.0,835.0,2618.0,2419.0,2295.0,3516.0,6930.0,7383.0,203.0,5680.0,5334.0,4277.0,4386.0,632.0,7254.0,188.0,1860.0,6787.0,256.0,177.0,759.0,734.0,273.0,7378.0,2373.0,3808.0,673.0,820.0,494.0,545.0,108.0,182.0,1738.0,564.0,2697.0,1979.0,14603.0,16890.0,25916.0,8012.0,59260.0,25676.0,13522.0,38183.0,97442.0,97442.0,97684.0,97684.0,371.0,252951.0,241.0,647.0,105.0,405.0,3445.0,5886.0,268913.0,5805.0,261662.0,1223.0,841.0,1003.0,266202.0
2005-05-14,26757.0,9850.0,5391.0,4285.0,8355.0,16303.0,290.0,1212.0,1154.0,4217.0,7024.0,4661.0,11685.0,1534.0,16696.0,19129.0,39382.0,41561.0,4429.0,49714.0,9390.0,11780.0,316.0,119985.0,16193.0,148143.0,107500.0,7543.0,4398.0,120186.0,4170.0,124048.0,742.0,4838.0,130428.0,130969.0,247.0,304.0,273.0,1754.0,961.0,319.0,1368.0,403.0,1420.0,374.0,1906.0,775.0,1452.0,808.0,1057.0,2087.0,881.0,2142.0,2403.0,2233.0,3385.0,6712.0,7662.0,157.0,4787.0,4305.0,3098.0,3457.0,636.0,6522.0,179.0,1746.0,6612.0,389.0,260.0,862.0,746.0,280.0,6122.0,2315.0,3720.0,653.0,716.0,450.0,418.0,62.0,114.0,1747.0,612.0,2318.0,1553.0,12817.0,14441.0,23860.0,7112.0,53739.0,24017.0,13401.0,34568.0,88307.0,88307.0,88528.0,88528.0,305.0,232910.0,211.0,552.0,101.0,196.0,2940.0,4899.0,248318.0,5616.0,240926.0,1228.0,744.0,1001.0,245678.0
2005-05-15,28540.0,9769.0,5844.0,4398.0,8443.0,16860.0,287.0,1228.0,1227.0,4410.0,7332.0,4833.0,12165.0,1652.0,16544.0,19542.0,38285.0,40452.0,4542.0,48495.0,9765.0,11168.0,304.0,123278.0,16909.0,151130.0,111250.0,7655.0,4546.0,121142.0,4002.0,122032.0,712.0,5031.0,125360.0,125068.0,220.0,281.0,264.0,1668.0,945.0,295.0,1336.0,373.0,1420.0,344.0,2020.0,987.0,1501.0,851.0,1424.0,2419.0,1037.0,2079.0,2662.0,2239.0,3303.0,6783.0,7963.0,132.0,4427.0,3795.0,2251.0,2431.0,632.0,5449.0,169.0,1710.0,6484.0,495.0,322.0,1004.0,848.0,307.0,5190.0,2469.0,3687.0,633.0,659.0,514.0,346.0,37.0,110.0,2069.0,688.0,2553.0,1490.0,12096.0,13098.0,24704.0,7140.0,50370.0,24470.0,14079.0,34593.0,84963.0,84963.0,85361.0,85361.0,270.0,214721.0,207.0,507.0,99.0,111.0,2705.0,4304.0,228078.0,5469.0,220203.0,1222.0,666.0,994.0,224500.0
2005-05-16,29112.0,9436.0,5906.0,4511.0,8364.0,17079.0,295.0,1260.0,1314.0,4703.0,7776.0,5375.0,13150.0,1678.0,17428.0,19991.0,38765.0,40823.0,4564.0,48537.0,10023.0,10544.0,290.0,122213.0,17314.0,150593.0,145000.0,7903.0,4203.0,156196.0,3629.0,157487.0,634.0,4811.0,159156.0,157880.0,192.0,240.0,248.0,1413.0,909.0,277.0,1307.0,350.0,1330.0,325.0,1907.0,918.0,1636.0,871.0,1722.0,2730.0,1195.0,2405.0,2795.0,2417.0,3430.0,7225.0,8335.0,132.0,4755.0,3972.0,2030.0,1841.0,615.0,4625.0,160.0,1733.0,6401.0,591.0,374.0,1136.0,982.0,320.0,4604.0,2596.0,3705.0,611.0,627.0,501.0,305.0,23.0,105.0,2238.0,709.0,2970.0,1582.0,12297.0,12920.0,27224.0,7219.0,51790.0,25558.0,13606.0,35749.0,87539.0,87539.0,88043.0,88043.0,249.0,225567.0,238.0,477.0,97.0,76.0,2511.0,3974.0,231360.0,5411.0,221910.0,1154.0,607.0,954.0,223227.0
2005-05-17,29156.0,9141.0,5710.0,4382.0,8041.0,16780.0,292.0,1240.0,1310.0,4869.0,7965.0,5641.0,13606.0,1625.0,18170.0,19940.0,39606.0,41657.0,4563.0,49406.0,9806.0,9941.0,282.0,122705.0,17316.0,149907.0,145000.0,7803.0,3863.0,156794.0,3386.0,159445.0,560.0,4313.0,163865.0,163896.0,191.0,235.0,242.0,1316.0,888.0,261.0,1271.0,330.0,1294.0,313.0,1887.0,815.0,1667.0,875.0,1880.0,2917.0,1281.0,2842.0,2916.0,2714.0,3755.0,7908.0,8678.0,159.0,5568.0,4733.0,2542.0,1896.0,599.0,4436.0,151.0,1844.0,6486.0,680.0,434.0,1213.0,1075.0,338.0,4263.0,2711.0,3727.0,611.0,634.0,497.0,280.0,16.0,101.0,2188.0,717.0,3151.0,1619.0,12607.0,13146.0,28109.0,7168.0,53419.0,25779.0,13071.0,36107.0,89526.0,89526.0,90736.0,90736.0,235.0,253982.0,258.0,533.0,93.0,59.0,2432.0,3779.0,261885.0,5390.0,252423.0,1151.0,573.0,947.0,253387.0
2005-05-18,29439.0,14674.0,5609.0,4241.0,7796.0,16498.0,283.0,1221.0,1360.0,4894.0,7995.0,5889.0,13884.0,1616.0,18532.0,19571.0,40099.0,42145.0,4592.0,49889.0,9813.0,9339.0,272.0,124248.0,17550.0,151147.0,145000.0,7521.0,4035.0,156737.0,3281.0,159287.0,514.0,3894.0,163242.0,163261.0,177.0,220.0,233.0,1252.0,870.0,243.0,1241.0,303.0,1264.0,285.0,1899.0,791.0,1599.0,871.0,1785.0,2872.0,1288.0,3158.0,3063.0,2964.0,4031.0,8408.0,8941.0,177.0,6447.0,5652.0,3482.0,2594.0,580.0,4939.0,142.0,2073.0,6605.0,710.0,459.0,1254.0,1132.0,323.0,4213.0,2893.0,3727.0,614.0,640.0,449.0,264.0,11.0,96.0,2180.0,732.0,3186.0,1614.0,12666.0,13193.0,28839.0,6787.0,53843.0,25812.0,12821.0,36082.0,89925.0,89925.0,91414.0,91414.0,224.0,256698.0,224.0,481.0,87.0,95.0,2203.0,3585.0,266853.0,5359.0,258072.0,1112.0,548.0,940.0,260689.0
