, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-07-17, 38012, 18925, 13350, 9378, 12118, 28188, 1072, 1915, 1775, 4952, 9020, 5135, 14155, 1408, 18360, 36938, 58398, 64828, 2492, 64298, 4885, 5290, 6295, 252, 151478, 6890, 219130, 200000, 9102, 4800, 215190, 7355, 222980, 1342, 7340, 231595, 232098, 450, 365, 755, 1328, 112, 3880, 488, 1490, 1168, 2618, 2132, 3042, 982, 1542, 2650, 3780, 4732, 4712, 14785, 16922, 21955, 23618, 145, 21928, 20788, 19160, 18410, 270, 20590, 1500, 815, 6698, 1025, 825, 1180, 892, 290, 1012, 1365, 4430, 1530, 1278, 170, 230, 20, 32, 1150, 370, 4918, 692, 14080, 15455, 33715, 7108, 63510, 18562, 8760, 33860, 97368, 97588, 102735, 104678, 88, 350618, 70, 90, 12, 140, 1098, 1680, 356940, 5340, 358885, 1565, 565, 1140, 363742
2011-07-18, 35345, 18742, 12895, 8652, 11345, 26950, 1018, 1855, 1680, 4795, 8732, 4532, 13265, 1355, 17470, 35240, 56678, 62925, 2240, 62120, 4358, 4715, 5690, 248, 149260, 6552, 221748, 207500, 9020, 4460, 220888, 6980, 227030, 1338, 7055, 232545, 232172, 365, 355, 730, 1392, 102, 3840, 485, 1410, 1078, 2402, 1918, 3032, 968, 1502, 2595, 3712, 4635, 4502, 14772, 16752, 21628, 23335, 140, 21320, 20185, 18545, 17850, 275, 20110, 1500, 775, 6690, 985, 1185, 1135, 865, 278, 980, 1275, 4410, 1450, 1230, 165, 230, 20, 0, 1112, 350, 4858, 645, 13748, 15058, 31195, 6260, 59885, 16815, 8118, 32205, 92085, 92290, 96952, 98515, 75, 334918, 68, 85, 10, 122, 1050, 1615, 338902, 5325, 340602, 1492, 578, 1155, 344775
2011-07-19, 33762, 18595, 12225, 7932, 10400, 25600, 975, 1780, 1570, 4625, 8365, 4018, 12380, 1305, 16432, 33642, 53980, 59935, 1992, 59018, 3938, 4278, 5215, 240, 146860, 6068, 217780, 220000, 8698, 4175, 234210, 7468, 241590, 1375, 7242, 247985, 247565, 290, 365, 710, 1545, 100, 3870, 480, 1360, 1052, 2262, 1772, 2920, 950, 1395, 2468, 3598, 5195, 4398, 14532, 16425, 21340, 23060, 135, 21332, 20098, 18120, 17408, 280, 19598, 1500, 735, 6708, 952, 1145, 1090, 825, 265, 960, 1190, 4395, 1370, 1165, 155, 222, 20, 0, 1075, 335, 5055, 610, 13828, 14995, 29052, 5518, 56282, 15182, 7708, 30532, 86818, 87008, 91180, 92365, 68, 337530, 60, 80, 10, 110, 1005, 1560, 338145, 5318, 339305, 1472, 580, 1160, 342095
2011-07-20, 32752, 18458, 11570, 7352, 9668, 24300, 942, 1718, 1480, 4450, 8015, 3548, 11565, 1260, 15462, 31868, 51275, 56930, 1742, 55885, 3682, 4022, 4895, 232, 144075, 5650, 212650, 220000, 8385, 3962, 233488, 8040, 241142, 1398, 7328, 248558, 248588, 258, 370, 690, 1592, 95, 3900, 468, 1308, 1022, 2138, 1682, 2802, 932, 1312, 2360, 3448, 4968, 4180, 13978, 15790, 20668, 22785, 130, 21435, 20282, 18405, 17695, 290, 19632, 1500, 700, 6752, 920, 1105, 1045, 782, 255, 940, 1118, 4380, 1298, 1100, 150, 220, 20, 0, 1032, 318, 4895, 582, 13738, 14992, 27385, 5008, 53790, 13838, 7308, 29115, 82902, 82848, 86532, 87335, 60, 341062, 60, 80, 10, 100, 965, 1515, 343688, 5308, 345085, 1442, 572, 1155, 348252
2011-07-21, 32102, 18335, 11028, 7048, 9072, 23380, 918, 1678, 1400, 4310, 7728, 3150, 10875, 1215, 14592, 30398, 48568, 53930, 1498, 52702, 3490, 3880, 4728, 225, 141122, 5278, 207602, 220000, 8242, 3748, 232855, 8132, 240500, 1392, 7228, 247822, 247850, 230, 370, 668, 1582, 90, 3922, 442, 1248, 990, 2010, 1588, 2725, 918, 1272, 2315, 3325, 4768, 3982, 13485, 15240, 20028, 22512, 125, 21028, 19890, 18120, 17532, 290, 19765, 1500, 672, 6802, 888, 1065, 1005, 745, 242, 918, 1045, 4358, 1220, 1020, 140, 218, 20, 0, 952, 302, 4745, 548, 13538, 14768, 25962, 4662, 51580, 12640, 6888, 27902, 79482, 78705, 81905, 82332, 60, 335428, 60, 80, 10, 100, 925, 1468, 338640, 5300, 340245, 1412, 565, 1148, 343832
2011-07-22, 31298, 18215, 10528, 6758, 8512, 22602, 890, 1630, 1322, 4168, 7455, 2828, 10282, 1172, 13852, 29285, 46298, 51400, 1255, 49910, 3322, 3768, 4602, 218, 139748, 4950, 202838, 212500, 8175, 3555, 226305, 8062, 235348, 1372, 6960, 244008, 244442, 210, 360, 645, 1532, 90, 3950, 412, 1182, 950, 1880, 1492, 2660, 905, 1228, 2248, 3218, 4602, 3792, 13058, 14762, 19482, 22242, 120, 20655, 19515, 17725, 17178, 290, 19480, 1500, 650, 6855, 860, 1032, 972, 712, 235, 890, 982, 4340, 1140, 940, 135, 210, 15, 0, 930, 288, 4505, 520, 13330, 14548, 24668, 4395, 49612, 11538, 6558, 26775, 76390, 75600, 78315, 78388, 58, 330128, 60, 72, 10, 90, 885, 1432, 333222, 5290, 334832, 1372, 558, 1128, 338318
2011-07-23, 30285, 18108, 10025, 6435, 8022, 21758, 862, 1585, 1255, 4020, 7180, 2530, 9710, 1132, 13162, 28265, 44422, 49320, 1088, 47590, 3172, 3678, 4502, 210, 137505, 4640, 198438, 196250, 8015, 3355, 208922, 7895, 217455, 1332, 6622, 225875, 226545, 190, 350, 640, 1482, 80, 3955, 382, 1128, 900, 1780, 1400, 2592, 892, 1175, 2158, 3108, 4425, 3595, 12568, 14240, 18940, 21972, 115, 20305, 19172, 17352, 16855, 290, 19160, 1500, 630, 6912, 830, 995, 935, 682, 222, 875, 928, 4325, 1110, 885, 130, 210, 10, 0, 892, 275, 4238, 498, 13038, 14248, 23465, 4210, 47828, 10638, 6205, 25820, 73648, 73780, 76005, 76005, 50, 316222, 60, 70, 10, 80, 852, 1395, 321702, 5285, 323720, 1332, 552, 1110, 327982
2011-07-24, 29195, 18010, 9440, 6148, 7498, 20885, 832, 1535, 1188, 3878, 6918, 2262, 9180, 1090, 12515, 27248, 42645, 47345, 1035, 45520, 3038, 3602, 4415, 210, 133528, 4352, 194310, 190000, 7745, 3148, 201408, 7702, 209078, 1292, 6265, 215910, 216170, 172, 340, 640, 1450, 80, 3942, 355, 1080, 862, 1710, 1330, 2528, 875, 1120, 2065, 3000, 4232, 3375, 12050, 13680, 18288, 21710, 110, 19940, 18820, 16990, 16538, 288, 18850, 1500, 610, 6972, 800, 962, 902, 650, 215, 855, 882, 4310, 1110, 868, 120, 202, 10, 0, 855, 262, 4070, 475, 12825, 13978, 22338, 4012, 46082, 9810, 5745, 24988, 71065, 71182, 72925, 72925, 50, 298155, 60, 70, 10, 80, 815, 1355, 302820, 5278, 304862, 1310, 545, 1092, 309078
2011-07-25, 28672, 17930, 8915, 5892, 7070, 20075, 805, 1490, 1132, 3735, 6652, 2032, 8688, 1055, 11910, 26185, 40930, 45442, 988, 43545, 2910, 3540, 4342, 200, 130972, 4085, 190468, 191098, 7512, 2955, 201685, 7492, 209112, 1248, 5950, 214900, 214868, 158, 330, 642, 1422, 72, 3930, 330, 1045, 825, 1645, 1268, 2485, 858, 1080, 2012, 2902, 4065, 3198, 11678, 13260, 17682, 21445, 110, 19575, 18462, 16615, 16210, 282, 18560, 1500, 588, 7030, 772, 930, 870, 625, 208, 832, 832, 4292, 1102, 870, 120, 200, 10, 0, 822, 252, 3940, 455, 12758, 13868, 21300, 3868, 44578, 9095, 5325, 24230, 68808, 68912, 70168, 70168, 50, 289080, 60, 70, 10, 78, 785, 1320, 292052, 5270, 293830, 1295, 540, 1075, 297298
2011-07-26, 28528, 17858, 8455, 5765, 6742, 19448, 785, 1460, 1082, 3602, 6422, 1845, 8270, 1015, 11362, 25268, 39278, 43608, 938, 41488, 2790, 3485, 4280, 195, 125622, 3840, 186925, 190590, 7440, 2790, 201155, 7205, 209425, 1195, 5712, 215435, 215498, 148, 322, 650, 1395, 70, 3915, 302, 1000, 790, 1580, 1208, 2452, 848, 1045, 1975, 2780, 3928, 3032, 11365, 12910, 17210, 21180, 100, 19240, 18132, 16260, 15890, 280, 18262, 1500, 560, 7100, 748, 895, 838, 598, 198, 800, 785, 4275, 1100, 865, 112, 200, 10, 0, 790, 238, 3812, 435, 12718, 13808, 20338, 3725, 43288, 8535, 5082, 23635, 66922, 67008, 67778, 67778, 48, 286810, 55, 70, 10, 70, 752, 1288, 289078, 5262, 290718, 1280, 528, 1068, 293738
2011-07-27, 27692, 17782, 7960, 5585, 6335, 18805, 760, 1425, 1035, 3475, 6212, 1685, 7898, 978, 10882, 24528, 37822, 41990, 890, 39630, 2678, 3435, 4222, 190, 124150, 3610, 183518, 187175, 7282, 2635, 197500, 7045, 205762, 1155, 5550, 211792, 211950, 135, 320, 650, 1382, 70, 3900, 280, 958, 770, 1512, 1138, 2425, 835, 1012, 1935, 2670, 3802, 2855, 10898, 12415, 16645, 20920, 100, 18932, 17842, 15935, 15612, 275, 17980, 1500, 538, 7188, 720, 865, 805, 568, 190, 780, 752, 4258, 1100, 848, 105, 195, 10, 0, 745, 228, 3695, 422, 12662, 13722, 19430, 3575, 41900, 8000, 4750, 23110, 65010, 65082, 65370, 65370, 40, 283030, 50, 60, 10, 62, 722, 1255, 285990, 5258, 287772, 1275, 532, 1070, 290998
2011-07-28, 26408, 17715, 7422, 5288, 5962, 17962, 738, 1385, 995, 3365, 6005, 1548, 7548, 945, 10442, 23615, 36548, 40575, 842, 37995, 2575, 3390, 4168, 182, 121810, 3390, 180245, 183892, 7025, 2495, 193868, 6955, 202095, 1112, 5335, 207920, 208082, 128, 312, 650, 1352, 68, 3890, 255, 925, 742, 1452, 1082, 2392, 825, 958, 1842, 2555, 3650, 2690, 10402, 11880, 15992, 20662, 98, 18625, 17550, 15630, 15352, 270, 17732, 1500, 518, 7288, 700, 838, 778, 540, 180, 760, 715, 4245, 1090, 835, 98, 190, 10, 0, 695, 220, 3590, 405, 12638, 13665, 18575, 3438, 40685, 7450, 4388, 22540, 63228, 63285, 63388, 63388, 30, 276958, 50, 60, 10, 60, 695, 1228, 279948, 5250, 281805, 1270, 528, 1072, 285130
