, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-12-20,4926.0,23036.0,2152.0,2049.0,2336.0,5916.0,174.0,403.0,219.0,644.0,1278.0,971.0,2274.0,386.0,3459.0,7315.0,16379.0,17844.0,1368.0,20723.0,7487.0,12343.0,434.0,105733.0,1536.0,121787.0,125809.0,2310.0,532.0,126327.0,2036.0,125443.0,163.0,3219.0,124140.0,123478.0,337.0,349.0,311.0,911.0,743.0,362.0,1136.0,299.0,487.0,328.0,681.0,2012.0,2348.0,382.0,480.0,1382.0,402.0,1623.0,434.0,1108.0,1374.0,2248.0,1359.0,29.0,2335.0,2289.0,1961.0,1894.0,165.0,4639.0,726.0,105.0,7029.0,97.0,125.0,119.0,44.0,43.0,674.0,224.0,831.0,275.0,764.0,109.0,76.0,96.0,72.0,528.0,75.0,977.0,295.0,9572.0,10201.0,4194.0,1365.0,18517.0,5566.0,5461.0,7285.0,25803.0,25803.0,26108.0,26108.0,685.0,141888.0,159.0,293.0,45.0,320.0,481.0,801.0,144471.0,5186.0,144007.0,807.0,577.0,743.0,154879.0
2004-12-21,4604.0,22825.0,1949.0,2072.0,2317.0,5765.0,172.0,402.0,218.0,632.0,1274.0,952.0,2227.0,372.0,3380.0,7033.0,16717.0,18127.0,1347.0,21886.0,7016.0,12017.0,423.0,96638.0,1492.0,112219.0,130000.0,2425.0,525.0,132879.0,1674.0,135244.0,156.0,3137.0,138298.0,138195.0,285.0,300.0,299.0,821.0,706.0,300.0,1104.0,272.0,487.0,303.0,665.0,1979.0,2324.0,381.0,478.0,1372.0,403.0,1626.0,433.0,1096.0,1350.0,2230.0,1354.0,29.0,2333.0,2285.0,1943.0,1863.0,164.0,4611.0,726.0,101.0,7051.0,96.0,124.0,118.0,46.0,44.0,626.0,215.0,823.0,274.0,763.0,108.0,74.0,63.0,71.0,513.0,74.0,968.0,282.0,9486.0,10186.0,4212.0,1285.0,20214.0,5376.0,5036.0,7143.0,27357.0,27357.0,27655.0,27655.0,598.0,162425.0,145.0,277.0,41.0,293.0,469.0,757.0,163834.0,5001.0,162189.0,779.0,541.0,699.0,162387.0
2004-12-22,4492.0,22586.0,1813.0,1918.0,2157.0,5460.0,170.0,400.0,217.0,618.0,1266.0,927.0,2193.0,355.0,3279.0,6720.0,16716.0,18040.0,1326.0,21752.0,6514.0,11476.0,405.0,93454.0,1398.0,106981.0,128750.0,2779.0,516.0,131962.0,1557.0,134551.0,149.0,2919.0,137752.0,137820.0,270.0,257.0,291.0,730.0,677.0,249.0,1034.0,248.0,473.0,281.0,643.0,1889.0,2285.0,381.0,481.0,1363.0,397.0,1630.0,433.0,1093.0,1344.0,2214.0,1350.0,29.0,2326.0,2275.0,1935.0,1852.0,164.0,4589.0,726.0,95.0,7051.0,96.0,124.0,118.0,46.0,44.0,591.0,211.0,815.0,272.0,762.0,107.0,72.0,57.0,71.0,498.0,73.0,958.0,269.0,9464.0,10137.0,4203.0,1212.0,18947.0,5080.0,4646.0,6893.0,25840.0,25840.0,26131.0,26131.0,501.0,167546.0,137.0,256.0,37.0,274.0,455.0,726.0,172454.0,4987.0,171659.0,765.0,514.0,669.0,173603.0
2004-12-23,4417.0,26075.0,1733.0,1781.0,2026.0,5217.0,168.0,397.0,216.0,605.0,1252.0,911.0,2163.0,343.0,3201.0,6406.0,16462.0,17715.0,1305.0,21386.0,6048.0,10898.0,388.0,93277.0,1329.0,105484.0,118750.0,3079.0,508.0,123426.0,1503.0,127172.0,144.0,2725.0,131572.0,132028.0,265.0,231.0,283.0,664.0,653.0,218.0,974.0,227.0,452.0,262.0,618.0,1783.0,2208.0,380.0,489.0,1362.0,392.0,1627.0,432.0,1090.0,1339.0,2205.0,1346.0,29.0,2320.0,2268.0,1929.0,1848.0,165.0,4581.0,726.0,89.0,7016.0,95.0,123.0,117.0,46.0,44.0,565.0,210.0,808.0,270.0,761.0,107.0,72.0,57.0,71.0,485.0,71.0,949.0,257.0,9456.0,10122.0,4161.0,1159.0,18846.0,4793.0,4333.0,6602.0,25448.0,25448.0,25734.0,25734.0,430.0,164956.0,132.0,244.0,35.0,257.0,436.0,702.0,170350.0,4981.0,169634.0,751.0,492.0,650.0,171831.0
2004-12-24,4351.0,27205.0,1667.0,1692.0,1930.0,5046.0,166.0,395.0,215.0,593.0,1237.0,897.0,2134.0,334.0,3132.0,6163.0,15619.0,16813.0,1283.0,20503.0,5680.0,10339.0,374.0,92004.0,1274.0,104473.0,93750.0,3167.0,500.0,99073.0,1458.0,103478.0,139.0,2591.0,109182.0,110216.0,250.0,213.0,276.0,617.0,631.0,199.0,932.0,208.0,432.0,246.0,590.0,1688.0,2110.0,380.0,492.0,1358.0,387.0,1624.0,431.0,1086.0,1335.0,2197.0,1343.0,29.0,2308.0,2256.0,1921.0,1845.0,165.0,4576.0,726.0,83.0,7003.0,95.0,123.0,117.0,46.0,44.0,544.0,210.0,802.0,268.0,760.0,107.0,72.0,57.0,70.0,473.0,70.0,940.0,245.0,9413.0,10085.0,4116.0,1119.0,17042.0,4543.0,4071.0,6333.0,23375.0,23375.0,23655.0,23655.0,399.0,152424.0,126.0,232.0,34.0,248.0,419.0,679.0,160183.0,4975.0,159922.0,735.0,474.0,636.0,163079.0
2004-12-25,4288.0,23376.0,1605.0,1631.0,1851.0,4914.0,164.0,392.0,215.0,583.0,1223.0,885.0,2108.0,324.0,3070.0,5989.0,14452.0,15588.0,1262.0,19217.0,5374.0,9808.0,361.0,89262.0,1225.0,100944.0,77500.0,3102.0,492.0,81059.0,1414.0,83702.0,135.0,2491.0,87460.0,88059.0,231.0,200.0,270.0,575.0,613.0,185.0,903.0,192.0,414.0,234.0,567.0,1615.0,2014.0,379.0,493.0,1350.0,384.0,1621.0,431.0,1083.0,1330.0,2189.0,1339.0,29.0,2296.0,2242.0,1910.0,1840.0,166.0,4571.0,726.0,79.0,6990.0,95.0,123.0,117.0,46.0,44.0,525.0,210.0,796.0,266.0,759.0,106.0,72.0,57.0,70.0,462.0,69.0,933.0,234.0,9364.0,10029.0,4073.0,1083.0,14356.0,4329.0,3847.0,6104.0,20460.0,20460.0,20735.0,20735.0,382.0,125443.0,120.0,221.0,33.0,239.0,404.0,658.0,134332.0,4969.0,134493.0,722.0,461.0,626.0,138622.0
2004-12-26,4235.0,22058.0,1547.0,1580.0,1781.0,4800.0,162.0,390.0,214.0,573.0,1210.0,873.0,2083.0,312.0,3025.0,5848.0,14106.0,15183.0,1241.0,18557.0,5121.0,9315.0,351.0,88188.0,1180.0,99000.0,88809.0,2977.0,485.0,91410.0,1373.0,92652.0,131.0,2407.0,93554.0,93079.0,216.0,193.0,265.0,544.0,597.0,175.0,886.0,178.0,400.0,228.0,547.0,1567.0,1943.0,379.0,492.0,1342.0,380.0,1614.0,430.0,1080.0,1326.0,2181.0,1335.0,29.0,2283.0,2228.0,1898.0,1832.0,166.0,4564.0,726.0,76.0,6954.0,94.0,122.0,116.0,46.0,44.0,510.0,210.0,791.0,264.0,759.0,106.0,71.0,57.0,73.0,451.0,68.0,926.0,224.0,9329.0,9988.0,4032.0,1048.0,14267.0,4143.0,3689.0,5945.0,20212.0,20212.0,20747.0,20747.0,398.0,111310.0,131.0,212.0,33.0,232.0,393.0,643.0,116374.0,4967.0,115651.0,718.0,506.0,622.0,118165.0
2004-12-27,4193.0,19642.0,1492.0,1534.0,1717.0,4696.0,160.0,388.0,213.0,564.0,1197.0,861.0,2059.0,301.0,2983.0,5719.0,14470.0,15507.0,1219.0,18832.0,4907.0,8869.0,341.0,91970.0,1137.0,100606.0,101760.0,2842.0,479.0,104708.0,1334.0,106299.0,128.0,2330.0,107270.0,106759.0,202.0,183.0,262.0,514.0,582.0,166.0,871.0,165.0,388.0,220.0,531.0,1534.0,1896.0,378.0,491.0,1334.0,377.0,1607.0,430.0,1077.0,1322.0,2174.0,1332.0,29.0,2269.0,2212.0,1885.0,1823.0,167.0,4555.0,726.0,72.0,6933.0,94.0,122.0,116.0,46.0,44.0,498.0,211.0,787.0,262.0,765.0,106.0,71.0,57.0,104.0,442.0,67.0,922.0,214.0,9295.0,9950.0,3994.0,1023.0,15570.0,3989.0,3728.0,5843.0,21413.0,21413.0,22662.0,22662.0,604.0,122261.0,154.0,245.0,32.0,236.0,403.0,670.0,124759.0,4965.0,123118.0,709.0,551.0,656.0,123892.0
2004-12-28,4145.0,15115.0,1441.0,1491.0,1658.0,4600.0,159.0,386.0,212.0,555.0,1185.0,851.0,2036.0,291.0,2943.0,5604.0,14322.0,15317.0,1198.0,18636.0,4724.0,8447.0,326.0,95574.0,1097.0,104896.0,106299.0,2707.0,473.0,109398.0,1297.0,111434.0,125.0,2257.0,113201.0,113023.0,187.0,169.0,257.0,479.0,569.0,154.0,858.0,154.0,376.0,211.0,516.0,1502.0,1854.0,378.0,490.0,1325.0,374.0,1600.0,429.0,1074.0,1317.0,2167.0,1328.0,29.0,2253.0,2194.0,1870.0,1813.0,167.0,4545.0,726.0,70.0,6913.0,93.0,122.0,116.0,46.0,44.0,487.0,211.0,784.0,260.0,765.0,106.0,71.0,57.0,120.0,434.0,66.0,917.0,204.0,9274.0,9921.0,3958.0,1005.0,15859.0,3857.0,3519.0,5635.0,21494.0,21494.0,22139.0,22139.0,530.0,134426.0,126.0,225.0,31.0,266.0,389.0,668.0,138128.0,4958.0,136617.0,694.0,489.0,620.0,137668.0
2004-12-29,4096.0,15007.0,1392.0,1451.0,1604.0,4510.0,157.0,383.0,211.0,546.0,1173.0,841.0,2014.0,281.0,2904.0,5498.0,14136.0,15091.0,1177.0,18356.0,4548.0,8063.0,314.0,95496.0,1059.0,104822.0,106589.0,2575.0,467.0,109811.0,1262.0,112184.0,122.0,2187.0,114433.0,114444.0,174.0,158.0,254.0,449.0,556.0,144.0,846.0,144.0,366.0,205.0,502.0,1475.0,1818.0,377.0,489.0,1317.0,371.0,1592.0,428.0,1071.0,1313.0,2161.0,1324.0,29.0,2237.0,2176.0,1854.0,1802.0,167.0,4533.0,726.0,68.0,6867.0,93.0,121.0,115.0,46.0,44.0,476.0,211.0,782.0,258.0,764.0,107.0,71.0,57.0,117.0,427.0,65.0,914.0,195.0,9260.0,9904.0,3924.0,987.0,15769.0,3735.0,3344.0,5498.0,21267.0,21267.0,21708.0,21708.0,418.0,138059.0,114.0,202.0,30.0,264.0,374.0,640.0,142657.0,4953.0,141371.0,684.0,457.0,602.0,142929.0
