, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2019-11-07,4562.0,6020.0,768.0,1139.0,1402.0,3843.0,281.0,663.0,278.0,899.0,1913.0,929.0,2842.0,96.0,3462.0,4428.0,11108.0,12183.0,1466.0,14110.0,2125.0,3164.0,3975.0,74.0,76178.0,2279.0,82608.0,84999.0,1288.0,724.0,86950.0,1650.0,90203.0,153.0,1297.0,91486.0,91484.0,490.0,265.0,222.0,852.0,137.0,850.0,338.0,424.0,381.0,466.0,1760.0,2563.0,558.0,577.0,1780.0,545.0,2349.0,613.0,1494.0,1882.0,3153.0,2762.0,46.0,4407.0,4339.0,3947.0,4073.0,268.0,6933.0,0.0,159.0,8096.0,124.0,188.0,212.0,156.0,88.0,375.0,378.0,88.0,212.0,829.0,68.0,54.0,10.0,579.0,85.0,969.0,151.0,11598.0,12314.0,4459.0,994.0,13907.0,3703.0,2018.0,5539.0,19445.0,19445.0,19557.0,19557.0,119.0,113631.0,44.0,77.0,10.0,260.0,172.0,435.0,116917.0,5217.0,120286.0,700.0,796.0,827.0,122587.0
2019-11-08,4570.0,10761.0,761.0,1120.0,1415.0,3817.0,281.0,664.0,276.0,902.0,1916.0,934.0,2850.0,93.0,3474.0,4483.0,11184.0,12273.0,1448.0,14218.0,2061.0,3054.0,3801.0,72.0,77015.0,2192.0,82676.0,84999.0,1325.0,719.0,87001.0,1741.0,90326.0,158.0,1575.0,91836.0,91817.0,508.0,290.0,232.0,888.0,127.0,914.0,329.0,424.0,296.0,453.0,1777.0,2586.0,556.0,577.0,1763.0,540.0,2336.0,608.0,1490.0,1878.0,3147.0,2728.0,45.0,4414.0,4351.0,3985.0,4107.0,272.0,6968.0,0.0,159.0,8070.0,122.0,187.0,209.0,156.0,87.0,374.0,380.0,88.0,219.0,836.0,68.0,53.0,11.0,583.0,86.0,983.0,156.0,11594.0,12308.0,4459.0,1023.0,13957.0,3819.0,2030.0,5639.0,19596.0,19596.0,19713.0,19713.0,174.0,113946.0,46.0,78.0,10.0,261.0,174.0,438.0,117219.0,5226.0,120580.0,711.0,833.0,849.0,122896.0
2019-11-09,4578.0,10781.0,751.0,1093.0,1424.0,3781.0,281.0,664.0,276.0,893.0,1905.0,934.0,2839.0,93.0,3474.0,4454.0,11189.0,12282.0,1426.0,14178.0,2051.0,3027.0,3764.0,70.0,80360.0,2094.0,85608.0,84999.0,1354.0,713.0,87036.0,1756.0,90425.0,157.0,1548.0,91979.0,91980.0,498.0,284.0,223.0,832.0,112.0,946.0,304.0,459.0,276.0,482.0,1842.0,2602.0,555.0,577.0,1750.0,538.0,2323.0,604.0,1483.0,1869.0,3141.0,2694.0,46.0,4416.0,4358.0,4016.0,4134.0,278.0,6996.0,0.0,160.0,8045.0,121.0,185.0,208.0,156.0,87.0,389.0,381.0,91.0,227.0,844.0,71.0,54.0,12.0,617.0,88.0,1002.0,162.0,11594.0,12304.0,4449.0,1052.0,14005.0,3795.0,1998.0,5663.0,19668.0,19668.0,19787.0,19787.0,246.0,114527.0,44.0,80.0,11.0,264.0,176.0,441.0,117828.0,5250.0,121194.0,722.0,793.0,850.0,123514.0
2019-11-10,4579.0,10789.0,745.0,1069.0,1439.0,3747.0,281.0,664.0,275.0,877.0,1889.0,934.0,2823.0,93.0,3462.0,4415.0,11183.0,12278.0,1406.0,14271.0,2197.0,3081.0,3769.0,72.0,80921.0,2000.0,86823.0,84999.0,1377.0,706.0,87058.0,1789.0,90455.0,157.0,1804.0,92204.0,92189.0,520.0,303.0,248.0,868.0,98.0,941.0,328.0,465.0,277.0,483.0,1880.0,2647.0,554.0,577.0,1732.0,532.0,2308.0,596.0,1476.0,1859.0,3120.0,2657.0,46.0,4416.0,4364.0,4044.0,4157.0,279.0,7019.0,0.0,161.0,8020.0,120.0,184.0,208.0,159.0,88.0,401.0,388.0,92.0,234.0,851.0,72.0,55.0,12.0,638.0,90.0,1027.0,170.0,11609.0,12314.0,4456.0,1066.0,14017.0,3697.0,1933.0,5575.0,19593.0,19593.0,19712.0,19712.0,276.0,114670.0,44.0,80.0,11.0,266.0,176.0,448.0,118054.0,5274.0,121452.0,731.0,896.0,862.0,123838.0
2019-11-11,4551.0,10791.0,740.0,1046.0,1426.0,3718.0,281.0,664.0,275.0,853.0,1863.0,932.0,2795.0,90.0,3440.0,4381.0,11166.0,12264.0,1379.0,14246.0,2392.0,3356.0,4042.0,73.0,80823.0,1911.0,86959.0,84999.0,1378.0,700.0,87074.0,1788.0,90491.0,151.0,1816.0,92319.0,92322.0,498.0,290.0,233.0,770.0,84.0,932.0,331.0,489.0,277.0,499.0,1880.0,2680.0,551.0,577.0,1715.0,531.0,2292.0,590.0,1476.0,1859.0,3107.0,2620.0,46.0,4413.0,4366.0,4069.0,4177.0,281.0,7039.0,0.0,161.0,7995.0,120.0,184.0,207.0,163.0,86.0,398.0,375.0,90.0,241.0,858.0,72.0,56.0,12.0,604.0,90.0,1046.0,172.0,11636.0,12339.0,4452.0,1100.0,14059.0,3590.0,1911.0,5466.0,19525.0,19525.0,19644.0,19644.0,275.0,114896.0,43.0,80.0,11.0,266.0,175.0,456.0,118295.0,5279.0,121680.0,739.0,883.0,888.0,124164.0
2019-11-12,4563.0,10800.0,735.0,1017.0,1396.0,3683.0,281.0,663.0,272.0,828.0,1835.0,925.0,2760.0,88.0,3407.0,4345.0,11137.0,12236.0,1355.0,14277.0,2325.0,3316.0,4077.0,70.0,80673.0,1828.0,86762.0,84999.0,1370.0,696.0,87074.0,1804.0,90488.0,149.0,1881.0,92345.0,92340.0,520.0,316.0,261.0,825.0,89.0,918.0,349.0,508.0,375.0,511.0,1890.0,2688.0,548.0,576.0,1694.0,528.0,2275.0,584.0,1469.0,1851.0,3094.0,2584.0,45.0,4410.0,4367.0,4092.0,4195.0,281.0,7054.0,0.0,160.0,7968.0,120.0,185.0,207.0,164.0,87.0,392.0,380.0,90.0,250.0,867.0,73.0,56.0,14.0,615.0,92.0,1060.0,174.0,11631.0,12340.0,4430.0,1101.0,14060.0,3448.0,1997.0,5336.0,19396.0,19396.0,19515.0,19515.0,260.0,114843.0,45.0,80.0,11.0,265.0,177.0,460.0,118320.0,5372.0,121802.0,744.0,1003.0,927.0,124344.0
2019-11-13,4533.0,11568.0,730.0,989.0,1384.0,3729.0,282.0,664.0,270.0,805.0,1809.0,924.0,2733.0,88.0,3374.0,4305.0,11105.0,12204.0,1331.0,14364.0,2266.0,3216.0,3971.0,73.0,80660.0,1747.0,86518.0,84999.0,1375.0,691.0,87063.0,1802.0,90494.0,149.0,2106.0,92570.0,92561.0,516.0,320.0,272.0,812.0,104.0,923.0,322.0,509.0,339.0,509.0,1900.0,2693.0,547.0,575.0,1675.0,525.0,2257.0,580.0,1465.0,1847.0,3088.0,2559.0,46.0,4406.0,4368.0,4115.0,4213.0,284.0,7069.0,0.0,159.0,7942.0,120.0,185.0,207.0,168.0,88.0,409.0,384.0,92.0,250.0,870.0,74.0,58.0,14.0,620.0,92.0,1083.0,182.0,11641.0,12344.0,4415.0,1125.0,14054.0,3350.0,2217.0,5212.0,19266.0,19266.0,19385.0,19385.0,273.0,114817.0,44.0,82.0,12.0,265.0,177.0,468.0,118289.0,5410.0,121791.0,755.0,1033.0,948.0,124508.0
2019-11-14,4527.0,13026.0,723.0,960.0,1354.0,3810.0,280.0,661.0,269.0,784.0,1786.0,926.0,2712.0,87.0,3348.0,4373.0,11074.0,12173.0,1312.0,14307.0,2337.0,3257.0,3972.0,74.0,81603.0,1675.0,87016.0,84999.0,1371.0,684.0,87059.0,1761.0,90458.0,154.0,2222.0,92671.0,92668.0,527.0,322.0,289.0,787.0,104.0,945.0,299.0,482.0,321.0,475.0,1904.0,2696.0,545.0,573.0,1656.0,525.0,2240.0,575.0,1461.0,1840.0,3076.0,2550.0,46.0,4417.0,4380.0,4140.0,4232.0,286.0,7084.0,0.0,161.0,7917.0,119.0,183.0,207.0,174.0,87.0,421.0,382.0,92.0,250.0,867.0,74.0,58.0,15.0,603.0,91.0,1097.0,185.0,11658.0,12386.0,4393.0,1137.0,14054.0,3331.0,2296.0,5178.0,19232.0,19232.0,19351.0,19351.0,279.0,114950.0,54.0,82.0,12.0,266.0,176.0,475.0,118447.0,5355.0,121879.0,759.0,1028.0,966.0,124603.0
2019-11-15,4521.0,12995.0,718.0,934.0,1318.0,3778.0,279.0,653.0,268.0,768.0,1762.0,925.0,2688.0,85.0,3325.0,4409.0,11042.0,12142.0,1296.0,14237.0,2436.0,3392.0,4101.0,77.0,82571.0,1606.0,88387.0,84999.0,1354.0,675.0,87048.0,1622.0,90358.0,146.0,2017.0,92438.0,92455.0,476.0,286.0,255.0,682.0,78.0,949.0,268.0,450.0,301.0,437.0,1884.0,2686.0,543.0,573.0,1652.0,520.0,2226.0,571.0,1453.0,1830.0,3054.0,2539.0,46.0,4439.0,4406.0,4182.0,4265.0,287.0,7107.0,0.0,161.0,7891.0,118.0,190.0,205.0,178.0,85.0,422.0,373.0,90.0,250.0,866.0,75.0,59.0,15.0,562.0,90.0,1104.0,181.0,11644.0,12426.0,4363.0,1119.0,14022.0,3284.0,2068.0,5147.0,19169.0,19169.0,19288.0,19288.0,262.0,114921.0,85.0,87.0,12.0,267.0,174.0,476.0,118484.0,5333.0,121891.0,756.0,924.0,941.0,124625.0
2019-11-16,4483.0,12937.0,715.0,909.0,1279.0,3748.0,280.0,649.0,267.0,755.0,1740.0,921.0,2662.0,84.0,3297.0,4370.0,11001.0,12101.0,1272.0,13937.0,2322.0,3300.0,4081.0,73.0,80458.0,1538.0,87005.0,84999.0,1338.0,663.0,87021.0,1562.0,90204.0,138.0,2018.0,92224.0,92226.0,454.0,288.0,267.0,611.0,67.0,909.0,253.0,418.0,288.0,401.0,1829.0,2653.0,539.0,568.0,1634.0,516.0,2218.0,568.0,1441.0,1817.0,3030.0,2530.0,45.0,4467.0,4435.0,4230.0,4307.0,284.0,7141.0,0.0,158.0,7855.0,118.0,211.0,203.0,181.0,84.0,397.0,367.0,87.0,250.0,866.0,74.0,59.0,15.0,516.0,89.0,1110.0,177.0,11611.0,12430.0,4328.0,1067.0,13944.0,3152.0,1771.0,5042.0,18986.0,18986.0,19105.0,19105.0,239.0,114461.0,96.0,113.0,21.0,277.0,174.0,474.0,118105.0,5321.0,121506.0,751.0,898.0,877.0,124114.0
2019-11-17,4432.0,12708.0,713.0,885.0,1244.0,3722.0,280.0,649.0,267.0,736.0,1718.0,919.0,2638.0,83.0,3267.0,4336.0,10967.0,12061.0,1251.0,14121.0,2175.0,3120.0,3913.0,78.0,78668.0,1469.0,84499.0,84999.0,1321.0,650.0,86991.0,1533.0,90152.0,136.0,2024.0,92182.0,92184.0,438.0,278.0,272.0,569.0,65.0,880.0,240.0,390.0,278.0,369.0,1754.0,2594.0,535.0,559.0,1585.0,512.0,2195.0,566.0,1430.0,1803.0,3007.0,2520.0,45.0,4449.0,4432.0,4252.0,4336.0,279.0,7176.0,0.0,156.0,7812.0,118.0,212.0,201.0,180.0,84.0,375.0,367.0,87.0,250.0,866.0,71.0,60.0,16.0,505.0,88.0,1110.0,178.0,11567.0,12388.0,4310.0,1046.0,13860.0,3002.0,1733.0,4883.0,18743.0,18743.0,18864.0,18864.0,229.0,114049.0,104.0,150.0,36.0,295.0,176.0,471.0,117704.0,5322.0,121075.0,746.0,978.0,868.0,123649.0
2019-11-18,4406.0,12437.0,706.0,862.0,1215.0,3691.0,280.0,649.0,265.0,723.0,1703.0,913.0,2616.0,81.0,3241.0,4310.0,10944.0,12032.0,1228.0,14042.0,2155.0,3054.0,3816.0,83.0,78255.0,1411.0,83764.0,84999.0,1298.0,634.0,86959.0,1494.0,90075.0,133.0,2015.0,92102.0,92106.0,424.0,278.0,285.0,522.0,66.0,877.0,228.0,372.0,295.0,348.0,1713.0,2516.0,534.0,552.0,1531.0,509.0,2142.0,564.0,1422.0,1792.0,2986.0,2511.0,45.0,4393.0,4381.0,4215.0,4306.0,274.0,7171.0,0.0,157.0,7776.0,118.0,211.0,201.0,177.0,84.0,371.0,367.0,86.0,250.0,866.0,70.0,60.0,16.0,492.0,87.0,1111.0,181.0,11520.0,12321.0,4296.0,1060.0,13849.0,2934.0,1752.0,4793.0,18642.0,18642.0,18766.0,18766.0,236.0,113758.0,111.0,172.0,52.0,330.0,182.0,475.0,117451.0,5336.0,120801.0,741.0,1052.0,869.0,123446.0
2019-11-19,4354.0,12376.0,701.0,840.0,1188.0,3663.0,280.0,647.0,263.0,714.0,1692.0,915.0,2606.0,81.0,3222.0,4282.0,10918.0,12000.0,1205.0,14010.0,2227.0,3110.0,3853.0,85.0,77887.0,1356.0,83363.0,84999.0,1262.0,620.0,86921.0,1484.0,90012.0,132.0,2023.0,92039.0,92040.0,411.0,274.0,293.0,487.0,70.0,881.0,228.0,378.0,294.0,349.0,1702.0,2456.0,531.0,544.0,1488.0,506.0,2086.0,560.0,1413.0,1783.0,2969.0,2502.0,47.0,4315.0,4307.0,4146.0,4241.0,271.0,7119.0,0.0,159.0,7748.0,117.0,209.0,201.0,176.0,83.0,378.0,366.0,85.0,250.0,866.0,70.0,60.0,16.0,488.0,87.0,1117.0,184.0,11483.0,12262.0,4287.0,1041.0,13825.0,2894.0,1769.0,4750.0,18575.0,18575.0,18699.0,18699.0,241.0,113537.0,107.0,184.0,55.0,354.0,182.0,481.0,117292.0,5347.0,120622.0,737.0,1050.0,873.0,123303.0
2019-11-20,4321.0,12321.0,697.0,818.0,1165.0,3718.0,280.0,643.0,263.0,705.0,1678.0,919.0,2597.0,81.0,3213.0,4259.0,10901.0,11978.0,1185.0,14058.0,2258.0,3158.0,3931.0,87.0,77691.0,1303.0,83156.0,84999.0,1229.0,605.0,86873.0,1475.0,89961.0,131.0,2030.0,91997.0,92000.0,407.0,271.0,300.0,461.0,82.0,895.0,219.0,369.0,285.0,349.0,1719.0,2426.0,528.0,538.0,1456.0,502.0,2039.0,557.0,1408.0,1777.0,2953.0,2494.0,47.0,4239.0,4230.0,4063.0,4158.0,269.0,7040.0,0.0,159.0,7719.0,116.0,208.0,201.0,176.0,83.0,381.0,366.0,85.0,250.0,866.0,75.0,60.0,16.0,498.0,86.0,1123.0,191.0,11457.0,12213.0,4272.0,1064.0,13810.0,2848.0,1782.0,4733.0,18543.0,18543.0,18668.0,18668.0,236.0,113373.0,142.0,190.0,61.0,368.0,184.0,478.0,117166.0,5368.0,120485.0,741.0,1105.0,898.0,123181.0
2019-11-21,4306.0,12299.0,695.0,799.0,1142.0,3812.0,280.0,643.0,263.0,699.0,1669.0,925.0,2593.0,81.0,3204.0,4345.0,10886.0,11957.0,1173.0,14161.0,2284.0,3156.0,3936.0,154.0,77628.0,1254.0,83014.0,84999.0,1203.0,590.0,86825.0,1452.0,89894.0,128.0,2023.0,91927.0,91930.0,391.0,262.0,299.0,434.0,90.0,909.0,194.0,352.0,251.0,331.0,1725.0,2418.0,525.0,534.0,1449.0,498.0,2006.0,555.0,1405.0,1773.0,2940.0,2489.0,47.0,4172.0,4162.0,3983.0,4076.0,268.0,6954.0,0.0,159.0,7689.0,116.0,208.0,201.0,176.0,83.0,383.0,361.0,84.0,250.0,866.0,78.0,60.0,16.0,496.0,85.0,1135.0,198.0,11438.0,12181.0,4250.0,1082.0,13828.0,2805.0,1770.0,4853.0,18681.0,18681.0,18805.0,18805.0,284.0,113404.0,140.0,215.0,59.0,375.0,187.0,484.0,117205.0,5392.0,120510.0,772.0,1109.0,904.0,123262.0
2019-11-22,4279.0,12281.0,693.0,780.0,1123.0,3792.0,281.0,644.0,263.0,691.0,1661.0,928.0,2589.0,81.0,3203.0,4402.0,10873.0,11939.0,1155.0,13972.0,2307.0,3189.0,3986.0,144.0,77566.0,1198.0,82976.0,84999.0,1181.0,577.0,86785.0,1408.0,89813.0,123.0,1937.0,91777.0,91785.0,361.0,237.0,284.0,386.0,87.0,913.0,179.0,330.0,238.0,306.0,1717.0,2410.0,523.0,529.0,1448.0,495.0,1990.0,552.0,1396.0,1760.0,2925.0,2485.0,47.0,4125.0,4112.0,3917.0,4005.0,265.0,6873.0,0.0,158.0,7660.0,116.0,208.0,201.0,177.0,81.0,377.0,357.0,81.0,250.0,866.0,77.0,58.0,17.0,458.0,85.0,1145.0,197.0,11416.0,12158.0,4235.0,1037.0,13778.0,2763.0,1668.0,4909.0,18687.0,18687.0,18812.0,18812.0,275.0,113417.0,126.0,223.0,52.0,388.0,190.0,488.0,117290.0,5383.0,120562.0,802.0,1052.0,883.0,123313.0
2019-11-23,4231.0,12211.0,687.0,761.0,1101.0,3767.0,280.0,643.0,263.0,683.0,1653.0,922.0,2575.0,81.0,3193.0,4385.0,10867.0,11929.0,1139.0,13929.0,2305.0,3182.0,3989.0,98.0,77334.0,1145.0,82723.0,84999.0,1160.0,563.0,86748.0,1376.0,89725.0,120.0,1907.0,91640.0,91644.0,358.0,244.0,296.0,392.0,93.0,907.0,166.0,311.0,242.0,283.0,1694.0,2394.0,520.0,525.0,1446.0,492.0,1984.0,549.0,1388.0,1750.0,2904.0,2482.0,47.0,4095.0,4080.0,3869.0,3953.0,262.0,6803.0,0.0,157.0,7634.0,116.0,208.0,201.0,175.0,81.0,362.0,355.0,79.0,250.0,866.0,79.0,59.0,17.0,438.0,84.0,1153.0,202.0,11389.0,12124.0,4230.0,1006.0,13722.0,2692.0,1605.0,4813.0,18535.0,18535.0,18661.0,18661.0,237.0,113101.0,150.0,203.0,64.0,401.0,191.0,493.0,117065.0,5355.0,120292.0,898.0,1123.0,878.0,123069.0
2019-11-24,4161.0,12142.0,682.0,743.0,1077.0,3742.0,279.0,638.0,263.0,675.0,1643.0,918.0,2560.0,81.0,3180.0,4358.0,10850.0,11907.0,1121.0,13713.0,2207.0,3092.0,3940.0,93.0,77101.0,1103.0,82401.0,84999.0,1137.0,551.0,86714.0,1367.0,89681.0,119.0,1887.0,91578.0,91581.0,351.0,238.0,298.0,378.0,99.0,907.0,158.0,300.0,246.0,267.0,1670.0,2368.0,518.0,518.0,1426.0,488.0,1972.0,547.0,1383.0,1744.0,2890.0,2476.0,47.0,4070.0,4057.0,3835.0,3916.0,260.0,6754.0,0.0,156.0,7616.0,115.0,206.0,201.0,173.0,81.0,366.0,355.0,78.0,250.0,867.0,81.0,60.0,16.0,423.0,83.0,1162.0,202.0,11387.0,12111.0,4223.0,998.0,13703.0,2636.0,1588.0,4757.0,18460.0,18460.0,18587.0,18587.0,222.0,112850.0,158.0,214.0,74.0,388.0,188.0,498.0,116822.0,5376.0,120035.0,939.0,1146.0,891.0,122937.0
2019-11-25,4122.0,12064.0,679.0,727.0,1059.0,3723.0,277.0,635.0,263.0,671.0,1634.0,909.0,2543.0,81.0,3159.0,4332.0,10832.0,11884.0,1103.0,13691.0,2105.0,2962.0,3808.0,93.0,76806.0,1060.0,81941.0,84999.0,1114.0,540.0,86681.0,1355.0,89631.0,118.0,1879.0,91516.0,91517.0,340.0,234.0,302.0,366.0,103.0,917.0,149.0,298.0,245.0,261.0,1664.0,2338.0,517.0,514.0,1419.0,483.0,1951.0,545.0,1378.0,1737.0,2876.0,2470.0,47.0,4035.0,4025.0,3802.0,3883.0,260.0,6717.0,0.0,156.0,7605.0,114.0,205.0,201.0,172.0,81.0,377.0,357.0,78.0,250.0,872.0,83.0,61.0,17.0,441.0,83.0,1172.0,205.0,11393.0,12107.0,4211.0,1011.0,13697.0,2590.0,1608.0,4722.0,18419.0,18419.0,18546.0,18546.0,218.0,112689.0,173.0,233.0,85.0,392.0,188.0,497.0,116677.0,5421.0,119903.0,908.0,1215.0,898.0,122894.0
2019-11-26,4122.0,12055.0,676.0,711.0,1042.0,3702.0,277.0,633.0,263.0,667.0,1627.0,911.0,2537.0,81.0,3145.0,4316.0,10813.0,11859.0,1087.0,13798.0,2071.0,2892.0,3720.0,151.0,76655.0,1020.0,81608.0,84999.0,1103.0,528.0,86647.0,1344.0,89590.0,117.0,1873.0,91470.0,91473.0,344.0,234.0,309.0,363.0,108.0,923.0,143.0,299.0,244.0,261.0,1670.0,2317.0,515.0,511.0,1418.0,479.0,1937.0,544.0,1372.0,1729.0,2859.0,2465.0,47.0,3996.0,3987.0,3760.0,3841.0,260.0,6680.0,0.0,157.0,7598.0,114.0,205.0,200.0,171.0,81.0,394.0,355.0,77.0,250.0,876.0,85.0,62.0,16.0,442.0,82.0,1184.0,212.0,11408.0,12112.0,4197.0,1037.0,13705.0,2623.0,1796.0,4794.0,18499.0,18499.0,18626.0,18626.0,230.0,112621.0,223.0,253.0,92.0,411.0,189.0,497.0,116630.0,5463.0,119863.0,980.0,1331.0,909.0,122963.0
2019-11-27,4099.0,12049.0,673.0,696.0,1028.0,3684.0,276.0,633.0,263.0,662.0,1620.0,910.0,2530.0,81.0,3140.0,4299.0,10798.0,11840.0,1068.0,13465.0,2091.0,2911.0,3726.0,143.0,76599.0,983.0,81532.0,84999.0,1096.0,516.0,86622.0,1313.0,89539.0,114.0,1817.0,91375.0,91380.0,314.0,213.0,293.0,319.0,110.0,926.0,124.0,292.0,218.0,256.0,1675.0,2301.0,512.0,509.0,1428.0,477.0,1930.0,542.0,1367.0,1722.0,2844.0,2459.0,47.0,3963.0,3954.0,3717.0,3797.0,260.0,6638.0,0.0,157.0,7590.0,114.0,205.0,198.0,169.0,81.0,391.0,350.0,76.0,250.0,881.0,84.0,62.0,16.0,416.0,82.0,1191.0,211.0,11422.0,12132.0,4163.0,1021.0,13692.0,2679.0,1642.0,4904.0,18596.0,18596.0,18723.0,18723.0,250.0,112714.0,207.0,296.0,92.0,428.0,197.0,498.0,116758.0,5448.0,119941.0,959.0,1201.0,906.0,123100.0
2019-11-28,4058.0,12003.0,666.0,681.0,1014.0,3745.0,276.0,624.0,263.0,656.0,1612.0,897.0,2508.0,80.0,3123.0,4280.0,10783.0,11819.0,1048.0,13260.0,2018.0,2858.0,3706.0,97.0,76280.0,950.0,81216.0,84999.0,1083.0,508.0,86606.0,1274.0,89479.0,111.0,1737.0,91236.0,91242.0,292.0,197.0,276.0,285.0,106.0,913.0,115.0,276.0,210.0,240.0,1663.0,2286.0,509.0,506.0,1436.0,474.0,1933.0,540.0,1364.0,1719.0,2832.0,2454.0,48.0,3940.0,3931.0,3682.0,3759.0,260.0,6595.0,0.0,156.0,7582.0,114.0,205.0,198.0,165.0,81.0,371.0,349.0,76.0,250.0,885.0,83.0,62.0,16.0,397.0,81.0,1194.0,206.0,11417.0,12182.0,4142.0,997.0,13630.0,2611.0,1441.0,4768.0,18397.0,18397.0,18524.0,18524.0,241.0,112507.0,165.0,298.0,83.0,465.0,211.0,503.0,116670.0,5385.0,119777.0,943.0,1062.0,864.0,122811.0
