, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-02-10,9708.0,14398.0,4343.0,4519.0,5808.0,13972.0,476.0,1269.0,537.0,1786.0,3848.0,3027.0,6863.0,1622.0,9733.0,17212.0,26802.0,29664.0,3638.0,52986.0,33961.0,15260.0,16948.0,1936.0,99681.0,4377.0,124123.0,122196.0,3789.0,1259.0,128186.0,3668.0,128962.0,616.0,6777.0,148546.0,149538.0,1100.0,1016.0,773.0,2620.0,1097.0,3978.0,1109.0,3414.0,2066.0,5372.0,9145.0,10194.0,427.0,626.0,1862.0,793.0,2395.0,573.0,1742.0,2494.0,3742.0,2229.0,112.0,3638.0,3470.0,2984.0,3003.0,345.0,6112.0,1536.0,238.0,8840.0,74.0,165.0,331.0,825.0,197.0,1482.0,1642.0,5277.0,287.0,1009.0,1264.0,594.0,427.0,102.0,2967.0,416.0,6152.0,6755.0,23006.0,26316.0,15225.0,10028.0,48193.0,21642.0,21754.0,36057.0,84250.0,81785.0,83327.0,83327.0,1656.0,243521.0,1004.0,2145.0,462.0,1571.0,4768.0,5958.0,230409.0,8162.0,234140.0,6004.0,2168.0,2103.0,243082.0
2015-02-11,8923.0,13226.0,4492.0,4738.0,7331.0,14799.0,526.0,1230.0,584.0,2059.0,4085.0,4035.0,8111.0,1804.0,10970.0,19240.0,27780.0,30782.0,3333.0,49683.0,32585.0,17610.0,19836.0,2365.0,99670.0,4518.0,125937.0,124165.0,3836.0,1316.0,129050.0,3575.0,128805.0,574.0,6021.0,144274.0,144191.0,1067.0,1035.0,787.0,2790.0,1216.0,4229.0,939.0,3578.0,1756.0,6040.0,10830.0,10986.0,438.0,618.0,1995.0,752.0,2659.0,664.0,1716.0,2459.0,3882.0,2284.0,89.0,4032.0,3880.0,3334.0,3328.0,391.0,6448.0,1536.0,290.0,8752.0,72.0,156.0,328.0,1130.0,181.0,1488.0,1298.0,5118.0,286.0,887.0,1045.0,453.0,339.0,118.0,1786.0,354.0,6340.0,5965.0,24147.0,29440.0,15928.0,11248.0,52161.0,28434.0,23836.0,40720.0,92881.0,91576.0,95285.0,95285.0,2386.0,248620.0,1050.0,2594.0,599.0,2522.0,5878.0,7642.0,242597.0,8752.0,247307.0,5882.0,2468.0,2387.0,257555.0
2015-02-12,8663.0,12183.0,3281.0,4068.0,5585.0,13062.0,478.0,1104.0,529.0,2117.0,4016.0,4112.0,8122.0,1600.0,11436.0,18792.0,27930.0,30966.0,2950.0,44450.0,28544.0,19114.0,20898.0,1514.0,98599.0,4389.0,124999.0,124373.0,4023.0,1312.0,129748.0,2892.0,130270.0,490.0,4739.0,143951.0,144053.0,765.0,770.0,599.0,1982.0,895.0,3738.0,712.0,3094.0,1364.0,4989.0,9885.0,11801.0,416.0,620.0,1858.0,689.0,2739.0,625.0,1670.0,2246.0,3536.0,2290.0,86.0,4233.0,4108.0,3662.0,3680.0,393.0,6780.0,1536.0,312.0,8796.0,71.0,152.0,281.0,904.0,172.0,1377.0,900.0,4492.0,284.0,827.0,602.0,330.0,229.0,104.0,1190.0,286.0,4610.0,4372.0,21302.0,27379.0,15709.0,9082.0,49168.0,28341.0,19072.0,39731.0,88900.0,88682.0,92805.0,92805.0,1976.0,253908.0,806.0,1858.0,474.0,2186.0,4909.0,6859.0,251898.0,8245.0,256192.0,4744.0,1864.0,1942.0,265881.0
2015-02-13,8304.0,11032.0,2652.0,3649.0,4457.0,11814.0,476.0,1034.0,429.0,1990.0,3661.0,3709.0,7366.0,1401.0,10431.0,16599.0,27413.0,30404.0,2594.0,39296.0,22218.0,19867.0,21553.0,1027.0,97421.0,4351.0,124379.0,122655.0,4116.0,1273.0,127852.0,2492.0,128424.0,424.0,3993.0,140016.0,140130.0,643.0,624.0,510.0,1620.0,762.0,3168.0,614.0,2850.0,1225.0,4641.0,8601.0,11520.0,405.0,626.0,1782.0,665.0,2600.0,578.0,1656.0,2195.0,3400.0,2286.0,90.0,4218.0,4136.0,3812.0,3867.0,384.0,7074.0,1536.0,348.0,8818.0,71.0,149.0,274.0,728.0,174.0,1219.0,890.0,4247.0,283.0,818.0,353.0,253.0,161.0,81.0,1094.0,275.0,3534.0,3672.0,18724.0,24000.0,14962.0,7421.0,47212.0,23314.0,14389.0,33059.0,80271.0,80271.0,82161.0,82161.0,1469.0,242928.0,626.0,1396.0,377.0,1530.0,3819.0,5444.0,243718.0,7745.0,248112.0,4182.0,1466.0,1657.0,257292.0
2015-02-14,8216.0,10192.0,2496.0,3476.0,4295.0,11386.0,494.0,1050.0,411.0,1934.0,3520.0,3532.0,7051.0,1282.0,9512.0,15494.0,26567.0,29476.0,2347.0,34288.0,18297.0,19951.0,21694.0,905.0,97632.0,4480.0,124022.0,128842.0,4071.0,1242.0,133852.0,2420.0,134381.0,402.0,3751.0,143680.0,143452.0,591.0,570.0,495.0,1567.0,819.0,2950.0,558.0,2723.0,1154.0,4944.0,8378.0,10478.0,401.0,636.0,1762.0,653.0,2505.0,566.0,1662.0,2203.0,3382.0,2287.0,96.0,4079.0,3999.0,3752.0,3842.0,375.0,7171.0,1536.0,448.0,8896.0,74.0,152.0,285.0,712.0,186.0,1310.0,1012.0,4180.0,282.0,813.0,263.0,237.0,118.0,69.0,1083.0,274.0,3170.0,3437.0,17683.0,21875.0,14256.0,6877.0,45255.0,19582.0,11655.0,27548.0,72802.0,72802.0,73826.0,73826.0,1201.0,230094.0,515.0,1136.0,314.0,1176.0,3374.0,4737.0,230783.0,7491.0,234775.0,3892.0,1237.0,1506.0,242668.0
2015-02-15,8336.0,9682.0,2466.0,3374.0,4265.0,11220.0,509.0,1079.0,427.0,1984.0,3605.0,3563.0,7168.0,1206.0,9298.0,15149.0,26099.0,28961.0,2150.0,32604.0,15723.0,19649.0,21422.0,880.0,100304.0,4706.0,126948.0,135998.0,4079.0,1246.0,140758.0,2442.0,141481.0,414.0,3676.0,149340.0,149069.0,554.0,539.0,499.0,1554.0,854.0,2946.0,517.0,2678.0,1108.0,5057.0,8573.0,10006.0,400.0,647.0,1766.0,647.0,2477.0,575.0,1671.0,2235.0,3426.0,2295.0,103.0,4006.0,3910.0,3636.0,3725.0,379.0,7101.0,1536.0,574.0,9021.0,81.0,160.0,297.0,764.0,196.0,1453.0,1082.0,4144.0,280.0,810.0,241.0,249.0,89.0,68.0,1064.0,276.0,3008.0,3290.0,17297.0,20678.0,13948.0,6852.0,44434.0,17855.0,10167.0,25050.0,69485.0,69485.0,70290.0,70290.0,1058.0,228412.0,442.0,993.0,272.0,974.0,3285.0,4576.0,229438.0,7342.0,232854.0,3674.0,1088.0,1411.0,239241.0
2015-02-16,8301.0,9325.0,2413.0,3245.0,4111.0,11050.0,516.0,1087.0,422.0,2042.0,3697.0,3576.0,7273.0,1132.0,9355.0,15004.0,26088.0,28955.0,2038.0,32284.0,13980.0,19123.0,20899.0,842.0,99016.0,4857.0,125731.0,144373.0,4163.0,1297.0,149325.0,2398.0,150499.0,402.0,3570.0,157096.0,156798.0,508.0,495.0,486.0,1413.0,767.0,2900.0,459.0,2608.0,1041.0,4843.0,8442.0,10072.0,402.0,660.0,1776.0,642.0,2482.0,587.0,1680.0,2264.0,3475.0,2305.0,106.0,3997.0,3890.0,3581.0,3660.0,392.0,7022.0,1536.0,690.0,9150.0,85.0,164.0,304.0,799.0,200.0,1488.0,1095.0,4063.0,279.0,804.0,238.0,255.0,70.0,68.0,1022.0,274.0,2906.0,3123.0,17079.0,19973.0,13866.0,6822.0,44332.0,16902.0,9122.0,23840.0,68172.0,68172.0,68907.0,68907.0,964.0,232612.0,386.0,899.0,244.0,865.0,3184.0,4499.0,235007.0,7215.0,238081.0,3464.0,964.0,1343.0,243600.0
2015-02-17,8064.0,8951.0,2308.0,3071.0,3788.0,10764.0,509.0,1039.0,370.0,2003.0,3603.0,3391.0,6995.0,1044.0,9168.0,14691.0,26017.0,28888.0,1942.0,31990.0,12751.0,18502.0,20259.0,842.0,98326.0,4777.0,124170.0,144998.0,4196.0,1309.0,150484.0,2278.0,152531.0,364.0,3407.0,158716.0,158748.0,456.0,442.0,462.0,1218.0,625.0,2698.0,398.0,2466.0,936.0,4494.0,7941.0,9935.0,400.0,665.0,1774.0,636.0,2510.0,588.0,1690.0,2307.0,3517.0,2314.0,102.0,4020.0,3904.0,3582.0,3652.0,405.0,7000.0,1536.0,776.0,9250.0,84.0,160.0,303.0,800.0,194.0,1434.0,1008.0,3953.0,278.0,798.0,229.0,235.0,59.0,67.0,945.0,265.0,2874.0,2838.0,16892.0,19526.0,13710.0,6398.0,45698.0,15858.0,8729.0,24443.0,70142.0,70142.0,70847.0,70847.0,874.0,238561.0,342.0,806.0,239.0,778.0,2934.0,4281.0,243364.0,7092.0,246318.0,3238.0,866.0,1286.0,251433.0
2015-02-18,7856.0,8498.0,2224.0,2926.0,3471.0,10512.0,488.0,972.0,324.0,1898.0,3382.0,3026.0,6408.0,936.0,8549.0,14212.0,25486.0,28311.0,1842.0,30996.0,11546.0,17816.0,19560.0,797.0,97414.0,4518.0,122397.0,144998.0,4032.0,1243.0,150438.0,2127.0,152819.0,321.0,3212.0,157658.0,157706.0,402.0,388.0,433.0,998.0,493.0,2439.0,346.0,2282.0,810.0,4106.0,7282.0,9348.0,396.0,659.0,1743.0,628.0,2513.0,576.0,1708.0,2349.0,3569.0,2328.0,102.0,4056.0,3934.0,3610.0,3672.0,416.0,7019.0,1536.0,832.0,9312.0,82.0,154.0,295.0,778.0,184.0,1750.0,852.0,3946.0,276.0,849.0,219.0,206.0,72.0,70.0,892.0,246.0,2793.0,2570.0,16666.0,19111.0,13296.0,5663.0,44705.0,14426.0,7782.0,26034.0,70739.0,70739.0,71425.0,71425.0,775.0,240736.0,293.0,718.0,230.0,690.0,2529.0,3841.0,248271.0,6954.0,251250.0,3000.0,777.0,1232.0,256330.0
2015-02-19,7660.0,8049.0,2157.0,2805.0,3277.0,10305.0,476.0,924.0,304.0,1782.0,3168.0,2684.0,5852.0,847.0,7814.0,13810.0,24689.0,27435.0,1753.0,30199.0,10328.0,16953.0,18696.0,696.0,96095.0,4231.0,119944.0,144998.0,3790.0,1158.0,150172.0,2010.0,152868.0,291.0,3056.0,156394.0,156450.0,363.0,350.0,418.0,846.0,427.0,2227.0,305.0,2104.0,716.0,3778.0,6654.0,8595.0,398.0,679.0,1826.0,632.0,2519.0,574.0,1754.0,2526.0,3708.0,2359.0,124.0,4072.0,3946.0,3636.0,3698.0,444.0,7126.0,1536.0,900.0,9378.0,82.0,149.0,316.0,852.0,217.0,3162.0,799.0,4062.0,275.0,892.0,418.0,242.0,202.0,242.0,1263.0,235.0,2879.0,3515.0,17302.0,19277.0,12775.0,5594.0,43805.0,12763.0,7592.0,24435.0,68240.0,68240.0,68907.0,68907.0,703.0,236744.0,318.0,704.0,397.0,618.0,2876.0,3824.0,246913.0,6964.0,250118.0,2784.0,794.0,1187.0,255295.0
