, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2018-02-27, 2928, 14481, 675, 739, 1252, , 218, 593, 224, , , , , 350, 4398, 11288, 18913, , 961, , , 9573, 10943, 313, 108242, 440, 119908, , 1451, 690, 145573, , 147831, , 1762, 148893, 148655, 106, 149, 406, , 212, 1607, , , 268, 1286, 3295, 4528, 510, , , 388, 1870, 561, 1619, , 2881, 4250, 54, 4904, 5001, 4453, , 273, , 5400, 109, 11361, 92, 185, 144, 124, 63, 298, , 1193, , 887, 110, , , 73, , 90, 1948, 414, 15794, , 5080, 2464, , 5777, 3377, 26916, 51402, 51402, 52525, 52525, 879, 208188, 196, 583, 111, 445, 446, 864, 219461, 5855, 221097, 1820, 966, 1316, 
2018-02-28, 2902, 15009, 674, 722, 1219, , 218, 574, 220, , , , , 333, 4259, 11178, 18446, , 938, , , 8938, 10326, 304, 106583, 437, 118629, , 1424, 659, 145437, , 148198, , 1691, 150028, 150066, 100, 137, 404, , 196, 1595, , , 261, 1217, 3199, 4381, 508, , , 385, 1854, 559, 1609, , 2860, 4229, 54, 4864, 4959, 4414, , 271, , 5400, 111, 11524, 92, 184, 144, 121, 62, 292, , 1189, , 886, 107, , , 73, , 89, 1909, 406, 15354, , 5040, 2380, , 5655, 3254, 26685, 51708, 51708, 52857, 52857, 760, 208113, 203, 544, 114, 459, 404, 773, 217858, 5959, 220142, 1831, 983, 1307, 
2018-03-01, 2893, 14862, 668, 707, 1188, , 218, 560, 218, , , , , 318, 4107, 11045, 18189, , 919, , , 8334, 9693, 295, 103426, 432, 114208, , 1402, 638, 144256, , 147054, , 1628, 148861, 148916, 101, 137, 424, , 181, 1642, , , 256, 1122, 3114, 4283, 508, , , 382, 1830, 557, 1600, , 2832, 4212, 54, 4846, 4938, 4384, , 270, , 5400, 112, 11553, 91, 184, 144, 119, 62, 288, , 1185, , 886, 106, , , 74, , 89, 1890, 402, 15503, , 5001, 2303, , 5521, 3137, 26299, 51204, 51204, 52704, 52704, 726, 207419, 308, 892, 135, 461, 472, 791, 214912, 6111, 217334, 2193, 1335, 1489, 
2018-03-02, 2890, 14715, 663, 689, 1160, , 218, 544, 217, , , , , 307, 3997, 9805, 17588, , 917, , , 7747, 9675, 287, 101434, 423, 112621, , 1380, 618, 141722, , 144596, , 1579, 146511, 146622, 101, 147, 451, , 168, 1689, , , 251, 1056, 3124, 4244, 505, , , 380, 1786, 553, 1589, , 2805, 4474, 54, 4839, 4923, 4366, , 267, , 5400, 117, 11583, 91, 183, 144, 118, 62, 319, , 1201, , 918, 106, , , 74, , 88, 1875, 1288, 16173, , 4937, 2254, , 5400, 3177, 24376, 49165, 49165, 52563, 52563, 1128, 205934, 474, 2011, 290, 1192, 804, 1268, 213400, 6735, 216368, 2962, 1616, 1757, 
2018-03-03, 2864, 11862, 662, 673, 1132, , 218, 527, 213, , , , , 298, 3915, 8939, 16882, , 931, , , 7062, 9398, 280, 92614, 417, 107371, , 1354, 599, 137920, , 141129, , 1534, 143341, 143532, 94, 127, 410, , 156, 1649, , , 247, 960, 3039, 4187, 503, , , 377, 1756, 550, 1578, , 2779, 5089, 54, 5183, 5187, 4451, , 264, , 5400, 122, 11615, 90, 181, 143, 114, 61, 346, , 1243, , 953, 106, , , 74, , 88, 1875, 1527, 17278, , 4892, 2219, , 5270, 3659, 23705, 48408, 48408, 52551, 52551, 1422, 204394, 392, 1816, 276, 2040, 717, 1311, 213391, 6655, 216257, 2423, 1342, 1527, 
2018-03-04, 2854, 10037, 662, 659, 1104, , 219, 514, 211, , , , , 288, 3835, 8202, 16179, , 927, , , 6488, 8287, 273, 67538, 416, 81156, , 1331, 584, 114932, , 119946, , 1491, 124948, 126071, 89, 116, 383, , 146, 1565, , , 244, 865, 2879, 4078, 503, , , 373, 1747, 548, 1566, , 2756, 5716, 54, 5781, 5777, 4907, , 263, , 5400, 122, 11644, 90, 181, 141, 111, 61, 308, , 1207, , 919, 106, , , 74, , 87, 1867, 976, 16818, , 4857, 2123, , 5213, 3725, 21690, 46266, 46266, 49681, 49681, 1132, 194854, 310, 999, 198, 1273, 514, 1028, 205972, 6448, 209134, 2092, 1128, 1392, 
2018-03-05, 2833, 10020, 660, 646, 1074, , 218, 502, 210, , , , , 279, 3755, 7705, 15530, , 911, , , 5914, 7359, 266, 63493, 407, 72429, , 1318, 567, 101386, , 104548, , 1449, 106973, 107370, 85, 108, 370, , 136, 1512, , , 241, 819, 2723, 3905, 501, , , 368, 1733, 546, 1556, , 2728, 6343, 54, 6398, 6404, 5528, , 261, , 5400, 122, 11673, 90, 181, 141, 111, 61, 287, , 1260, , 908, 106, , , 74, , 86, 1843, 724, 16539, , 4807, 2041, , 5108, 3307, 21335, 45783, 45783, 48483, 48483, 893, 171015, 268, 728, 157, 780, 425, 861, 182330, 6332, 185852, 2048, 1035, 1365, 
2018-03-06,2817.0,10005.0,656.0,631.0,1051.0,9885.0,218.0,488.0,210.0,756.0,1593.0,1037.0,2816.0,271.0,3659.0,7301.0,15231.0,18579.0,905.0,19634.0,4020.0,5347.0,6674.0,259.0,61349.0,404.0,69204.0,123720.0,1302.0,551.0,97553.0,742.0,100434.0,158.0,1409.0,102247.0,102390.0,82.0,101.0,361.0,223.0,127.0,1479.0,108.0,509.0,239.0,800.0,2636.0,3738.0,501.0,460.0,1627.0,366.0,1720.0,544.0,1546.0,1902.0,2701.0,6969.0,54.0,7015.0,7031.0,6164.0,5352.0,260.0,6845.0,5400.0,122.0,11702.0,89.0,180.0,141.0,109.0,61.0,286.0,312.0,1337.0,262.0,930.0,106.0,60.0,48.0,75.0,436.0,86.0,1791.0,615.0,16462.0,17067.0,4774.0,1977.0,27775.0,4952.0,3006.0,20967.0,45301.0,45301.0,47606.0,47606.0,788.0,157781.0,256.0,669.0,134.0,599.0,398.0,797.0,166149.0,6257.0,169009.0,2038.0,995.0,1358.0,208150.0
2018-03-07,2817.0,9992.0,652.0,620.0,1026.0,9872.0,215.0,480.0,208.0,747.0,1566.0,987.0,2731.0,263.0,3583.0,6840.0,15114.0,18389.0,901.0,19119.0,3817.0,5095.0,6259.0,256.0,59359.0,402.0,66814.0,119999.0,1278.0,537.0,95058.0,727.0,97886.0,155.0,1372.0,99568.0,99672.0,78.0,95.0,354.0,205.0,119.0,1444.0,102.0,493.0,237.0,784.0,2561.0,3618.0,499.0,453.0,1612.0,362.0,1688.0,542.0,1534.0,1886.0,2673.0,7597.0,54.0,7626.0,7658.0,6803.0,5659.0,259.0,6948.0,5400.0,123.0,11733.0,88.0,179.0,141.0,107.0,61.0,286.0,309.0,1415.0,265.0,964.0,106.0,59.0,36.0,75.0,431.0,85.0,1735.0,553.0,16398.0,17030.0,4737.0,1917.0,22966.0,4790.0,2809.0,20676.0,44917.0,44917.0,46941.0,46941.0,735.0,152988.0,245.0,615.0,121.0,536.0,382.0,773.0,160589.0,6212.0,163197.0,1978.0,920.0,1320.0,193766.0
2018-03-08,2809.0,9978.0,644.0,605.0,1005.0,9850.0,214.0,477.0,206.0,738.0,1553.0,948.0,2672.0,254.0,3515.0,6578.0,15027.0,18246.0,898.0,19142.0,4089.0,5028.0,6150.0,315.0,58545.0,393.0,65504.0,117141.0,1259.0,524.0,93427.0,712.0,96137.0,152.0,1334.0,97630.0,97689.0,76.0,90.0,346.0,191.0,112.0,1417.0,97.0,479.0,235.0,770.0,2490.0,3523.0,497.0,443.0,1581.0,360.0,1620.0,538.0,1523.0,1869.0,2647.0,8223.0,54.0,8215.0,8263.0,7429.0,6615.0,258.0,7606.0,5400.0,128.0,11767.0,88.0,175.0,141.0,107.0,61.0,286.0,304.0,1493.0,264.0,1004.0,106.0,61.0,31.0,75.0,427.0,85.0,1684.0,526.0,16411.0,17610.0,4695.0,1859.0,26927.0,4636.0,2673.0,20439.0,44710.0,44710.0,46629.0,46629.0,699.0,149799.0,257.0,555.0,120.0,475.0,380.0,755.0,157183.0,6191.0,159732.0,1943.0,897.0,1294.0,192159.0
