, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-03-22,3518.0,20045.0,870.0,820.0,1718.0,9642.0,242.0,782.0,200.0,828.0,1910.0,1142.0,3055.0,382.0,4205.0,13350.0,16582.0,18660.0,1830.0,22545.0,13660.0,11760.0,14472.0,960.0,99168.0,820.0,114990.0,120000.0,977.0,647.0,120173.0,700.0,117850.0,140.0,1603.0,119783.0,117420.0,197.0,237.0,667.0,440.0,387.0,2603.0,140.0,620.0,357.0,1217.0,3263.0,4840.0,502.0,465.0,1640.0,578.0,1858.0,598.0,1460.0,1698.0,2955.0,2882.0,92.0,3695.0,4100.0,3662.0,3350.0,332.0,6438.0,4678.0,605.0,13195.0,70.0,120.0,182.0,502.0,90.0,4500.0,668.0,3025.0,460.0,1290.0,1802.0,660.0,1145.0,2660.0,1295.0,60.0,3772.0,6115.0,26830.0,28342.0,6262.0,6748.0,51012.0,8425.0,7400.0,20355.0,72455.0,71992.0,77718.0,80250.0,2280.0,189890.0,490.0,1463.0,757.0,1957.0,4310.0,5800.0,199430.0,9560.0,205357.0,3260.0,1423.0,1743.0,211563.0
2011-03-23,3508.0,20288.0,850.0,800.0,1740.0,9592.0,255.0,1032.0,210.0,800.0,2012.0,1262.0,3270.0,355.0,4332.0,13252.0,16972.0,19032.0,1838.0,22465.0,15138.0,12155.0,15850.0,998.0,99448.0,950.0,117348.0,120000.0,1032.0,650.0,121785.0,715.0,124280.0,140.0,1608.0,132948.0,132908.0,188.0,215.0,660.0,405.0,355.0,2525.0,135.0,595.0,340.0,1185.0,2988.0,4458.0,550.0,455.0,1868.0,598.0,2082.0,598.0,1448.0,1680.0,2920.0,3782.0,88.0,4282.0,4528.0,3815.0,3468.0,335.0,6508.0,4645.0,618.0,13288.0,70.0,120.0,185.0,615.0,90.0,6098.0,680.0,3238.0,902.0,1472.0,1708.0,455.0,585.0,2452.0,915.0,60.0,4510.0,5738.0,29458.0,32272.0,6370.0,7312.0,48345.0,10938.0,10638.0,29170.0,78510.0,74620.0,82248.0,82248.0,3135.0,216172.0,465.0,1750.0,775.0,2632.0,5565.0,8058.0,222710.0,9340.0,227322.0,3188.0,1350.0,1698.0,231638.0
2011-03-24,3492.0,20098.0,832.0,780.0,1702.0,9580.0,265.0,1070.0,210.0,778.0,2178.0,1255.0,3430.0,328.0,4475.0,13088.0,17655.0,19815.0,1768.0,22640.0,13442.0,12550.0,15660.0,792.0,99058.0,952.0,116765.0,120000.0,1118.0,638.0,121828.0,650.0,124318.0,132.0,1500.0,132250.0,132280.0,172.0,185.0,625.0,338.0,285.0,2380.0,128.0,565.0,332.0,1108.0,2652.0,4082.0,525.0,432.0,1682.0,572.0,2242.0,582.0,1422.0,1652.0,2798.0,4662.0,80.0,5495.0,5668.0,4598.0,4132.0,330.0,6765.0,4608.0,598.0,13205.0,70.0,120.0,180.0,478.0,90.0,5698.0,540.0,2985.0,948.0,1575.0,1155.0,360.0,1180.0,2732.0,882.0,60.0,3952.0,5242.0,28445.0,31948.0,6450.0,5995.0,47585.0,11070.0,10125.0,31905.0,80392.0,75858.0,81190.0,81190.0,2385.0,217742.0,362.0,1242.0,678.0,2255.0,5485.0,7730.0,230340.0,8860.0,235685.0,3015.0,1598.0,1622.0,242348.0
2011-03-25,3500.0,18918.0,820.0,758.0,1730.0,9570.0,270.0,1060.0,222.0,755.0,2158.0,1328.0,3485.0,312.0,4555.0,12945.0,17795.0,19978.0,1732.0,23080.0,10852.0,12580.0,15290.0,862.0,98702.0,1100.0,116112.0,120000.0,1190.0,622.0,121882.0,620.0,124368.0,130.0,1632.0,131738.0,131755.0,180.0,185.0,635.0,338.0,275.0,2298.0,120.0,550.0,352.0,1050.0,2350.0,3832.0,505.0,422.0,1565.0,565.0,2088.0,570.0,1400.0,1628.0,2765.0,5055.0,88.0,6250.0,6582.0,5745.0,5282.0,328.0,7692.0,4575.0,615.0,13105.0,70.0,120.0,172.0,422.0,88.0,5232.0,562.0,3140.0,1030.0,1620.0,1408.0,345.0,1298.0,3122.0,880.0,60.0,3725.0,4975.0,28378.0,31360.0,6468.0,5208.0,50112.0,10898.0,9798.0,31080.0,82002.0,82002.0,85972.0,85972.0,1845.0,223315.0,340.0,1028.0,578.0,1755.0,5168.0,7170.0,233075.0,8628.0,237728.0,3250.0,1992.0,1672.0,243735.0
2011-03-26,3490.0,14468.0,828.0,738.0,1805.0,9580.0,292.0,1128.0,260.0,735.0,2182.0,1682.0,3865.0,392.0,4788.0,13012.0,18048.0,20265.0,1728.0,23535.0,9800.0,12225.0,15030.0,1168.0,96028.0,1288.0,114992.0,112500.0,1202.0,610.0,115848.0,628.0,119760.0,130.0,1815.0,128260.0,128672.0,202.0,200.0,680.0,380.0,312.0,2248.0,132.0,682.0,450.0,1120.0,2202.0,3750.0,510.0,425.0,1568.0,570.0,1995.0,568.0,1382.0,1602.0,2722.0,6292.0,82.0,6700.0,6935.0,6240.0,5892.0,330.0,8635.0,4552.0,670.0,13065.0,70.0,112.0,170.0,442.0,80.0,5940.0,588.0,3320.0,1045.0,1762.0,1775.0,345.0,1010.0,2955.0,845.0,60.0,3682.0,4930.0,28145.0,30828.0,6508.0,5780.0,51358.0,11810.0,10810.0,32150.0,84218.0,84218.0,89098.0,89098.0,1922.0,223468.0,410.0,1332.0,822.0,1942.0,5080.0,6560.0,232782.0,8730.0,237760.0,3540.0,2120.0,1778.0,244900.0
2011-03-27,3498.0,14685.0,828.0,715.0,1765.0,9590.0,312.0,1272.0,295.0,718.0,2325.0,2138.0,4462.0,538.0,5695.0,13120.0,19005.0,21342.0,1752.0,24440.0,12780.0,11980.0,15458.0,1592.0,87498.0,1222.0,106372.0,100000.0,1212.0,612.0,101940.0,585.0,104665.0,130.0,1915.0,111960.0,112422.0,205.0,202.0,695.0,410.0,335.0,2322.0,138.0,805.0,402.0,1315.0,2420.0,3610.0,502.0,418.0,1542.0,565.0,1970.0,568.0,1365.0,1580.0,2692.0,7690.0,80.0,7922.0,8080.0,7020.0,6562.0,320.0,9188.0,4562.0,665.0,12990.0,70.0,110.0,170.0,388.0,80.0,6015.0,552.0,3328.0,1025.0,1655.0,1425.0,298.0,710.0,2100.0,840.0,60.0,3750.0,4348.0,27278.0,30155.0,6615.0,6072.0,49700.0,14598.0,13855.0,36282.0,86602.0,86602.0,93065.0,93065.0,2192.0,219222.0,388.0,1362.0,780.0,2260.0,5245.0,6975.0,231390.0,8660.0,236538.0,3285.0,1838.0,1858.0,244322.0
2011-03-28,3518.0,14835.0,820.0,700.0,1762.0,9590.0,310.0,1272.0,258.0,700.0,2378.0,1895.0,4272.0,518.0,5942.0,13068.0,19840.0,22292.0,1818.0,25642.0,13742.0,12155.0,15358.0,1478.0,87118.0,1382.0,104908.0,103750.0,1225.0,632.0,104990.0,662.0,106760.0,132.0,2058.0,111778.0,111592.0,285.0,260.0,770.0,525.0,525.0,2422.0,130.0,800.0,385.0,1278.0,2515.0,3690.0,495.0,405.0,1485.0,542.0,1922.0,558.0,1348.0,1560.0,2648.0,9170.0,85.0,9315.0,9460.0,8312.0,7818.0,310.0,10192.0,4572.0,658.0,12895.0,70.0,110.0,170.0,362.0,80.0,5745.0,562.0,3370.0,998.0,1708.0,1570.0,325.0,1375.0,1988.0,955.0,60.0,3652.0,4372.0,26005.0,28718.0,6710.0,6038.0,47260.0,15160.0,14542.0,37540.0,85330.0,85330.0,91415.0,91415.0,2075.0,207425.0,482.0,1635.0,990.0,2522.0,5338.0,6468.0,218328.0,8908.0,223800.0,3692.0,2178.0,2070.0,231788.0
2011-03-29,3550.0,14972.0,855.0,688.0,1815.0,9628.0,310.0,1222.0,248.0,685.0,2298.0,1745.0,4042.0,538.0,5668.0,13038.0,19952.0,22428.0,1908.0,26220.0,13642.0,12408.0,15552.0,1505.0,87140.0,1552.0,105272.0,110000.0,1242.0,660.0,111975.0,688.0,114342.0,135.0,2462.0,119468.0,119258.0,312.0,285.0,795.0,612.0,572.0,2682.0,128.0,870.0,398.0,1325.0,2715.0,3785.0,488.0,408.0,1430.0,535.0,1840.0,548.0,1332.0,1540.0,2612.0,10325.0,88.0,10745.0,10892.0,9735.0,9235.0,312.0,11515.0,4582.0,772.0,12925.0,70.0,110.0,170.0,462.0,80.0,7192.0,675.0,3795.0,975.0,1705.0,2258.0,470.0,980.0,3328.0,1045.0,60.0,3790.0,4482.0,27108.0,29552.0,6800.0,7172.0,49550.0,17372.0,16752.0,40418.0,90398.0,90398.0,96532.0,96532.0,2538.0,213850.0,538.0,1992.0,1072.0,3452.0,8255.0,10445.0,224888.0,9042.0,229565.0,3508.0,1992.0,2012.0,236282.0
2011-03-30,3632.0,15202.0,980.0,758.0,1930.0,9825.0,310.0,1168.0,255.0,672.0,2238.0,1832.0,4070.0,540.0,5688.0,13192.0,19905.0,22382.0,1942.0,25985.0,13115.0,12580.0,15428.0,1280.0,87242.0,1528.0,105238.0,106250.0,1292.0,695.0,108972.0,625.0,112170.0,140.0,2558.0,118072.0,118302.0,300.0,275.0,732.0,645.0,522.0,2685.0,130.0,948.0,408.0,1432.0,2850.0,3962.0,480.0,405.0,1385.0,530.0,1765.0,540.0,1320.0,1525.0,2592.0,10450.0,90.0,11562.0,11832.0,10988.0,10560.0,320.0,12898.0,4592.0,892.0,13022.0,70.0,110.0,160.0,628.0,78.0,9420.0,752.0,3695.0,952.0,1530.0,2018.0,448.0,700.0,2110.0,732.0,60.0,3830.0,3728.0,26580.0,30050.0,6860.0,6365.0,49852.0,17695.0,16415.0,40555.0,90748.0,90748.0,95622.0,95622.0,2180.0,221472.0,445.0,1525.0,802.0,2922.0,7378.0,10662.0,237120.0,8762.0,241980.0,3155.0,1600.0,1842.0,248895.0
2011-03-31,3705.0,15368.0,1095.0,832.0,1945.0,10058.0,310.0,1080.0,250.0,670.0,2150.0,1770.0,3922.0,518.0,5582.0,13335.0,19785.0,22255.0,1958.0,25818.0,12080.0,12625.0,15145.0,1092.0,87070.0,1510.0,104792.0,100000.0,1360.0,735.0,102085.0,618.0,104682.0,140.0,2458.0,109422.0,109660.0,295.0,278.0,705.0,675.0,545.0,2528.0,148.0,1078.0,450.0,1590.0,2760.0,4112.0,482.0,388.0,1330.0,530.0,1688.0,530.0,1310.0,1512.0,2560.0,10475.0,95.0,11580.0,11892.0,11370.0,11072.0,325.0,13800.0,4602.0,888.0,13005.0,70.0,102.0,160.0,722.0,70.0,8332.0,782.0,3582.0,925.0,1470.0,1718.0,458.0,562.0,1330.0,602.0,60.0,3438.0,3075.0,24472.0,27980.0,6828.0,5660.0,46118.0,16032.0,14345.0,37915.0,84280.0,84280.0,88085.0,88085.0,1765.0,211052.0,395.0,1228.0,622.0,2262.0,5760.0,8245.0,226580.0,8558.0,231950.0,2952.0,1305.0,1735.0,239660.0
