, LIBBY DAM, KOOTENAI R AT BONNERS FERRY, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK NR DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, CLARK FORK AT ST REGIS, KERR DAM, CLARK FORK AT ST REGIS, NOXON RAPIDS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER AT UMTANUM, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, RIRIE DAM, HENRYS FORK NEAR REXBURG, SNAKE RIVER NR HEISE, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, SNAKE RIVER BELOW SWAN FALLS, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, DWORSHAK DAM, CLEARWATER R AT OROFINO, CLEARWATER R AT SPALDING, SNAKE RIVER NR ANATONE, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, YAKIMA RIVER AT KIONA, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R AT PENDLETON, MCKAY CR NR PENDLETON, UMATILLA RIVER NEAR UMATILLA, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-02-17,2076.0,5562.0,437.0,3736.0,196.0,388.0,129.0,426.0,985.0,643.0,1628.0,2137.0,4385.0,2137.0,9850.0,12907.0,4842.0,52574.0,245.0,60088.0,67000.0,887.0,257.0,68143.0,418.0,70407.0,957.0,71697.0,71701.0,207.0,214.0,299.0,408.0,611.0,152.0,1065.0,133.0,342.0,253.0,393.0,1065.0,393.0,2642.0,3880.0,327.0,405.0,1101.0,335.0,1328.0,361.0,1140.0,1894.0,1442.0,22.0,0.0,1328.0,1442.0,2114.0,1968.0,1671.0,1541.0,4127.0,523.0,138.0,7987.0,669.0,108.0,167.0,165.0,17.0,476.0,334.0,60.0,1233.0,7987.0,10.0,108.0,1233.0,1700.0,12333.0,14437.0,4271.0,1563.0,22804.0,3228.0,5108.0,7631.0,22804.0,7631.0,30435.0,30435.0,32205.0,32205.0,3880.0,1008.0,108549.0,452.0,10.0,519.0,1788.0,116052.0,5579.0,114326.0,2683.0,1392.0,1837.0,119947.0
2003-02-18,2060.0,5540.0,432.0,3718.0,194.0,385.0,128.0,423.0,979.0,639.0,1617.0,2125.0,4359.0,2125.0,9824.0,12917.0,4966.0,52611.0,242.0,60139.0,67000.0,886.0,255.0,68142.0,408.0,70405.0,964.0,71606.0,71610.0,209.0,224.0,297.0,435.0,614.0,162.0,1081.0,133.0,341.0,256.0,396.0,1081.0,396.0,2647.0,3858.0,327.0,403.0,1095.0,333.0,1318.0,361.0,1136.0,1887.0,1441.0,22.0,0.0,1318.0,1441.0,2107.0,1955.0,1656.0,1525.0,4111.0,506.0,143.0,8021.0,674.0,107.0,180.0,181.0,17.0,715.0,325.0,58.0,1267.0,8021.0,10.0,107.0,1267.0,1742.0,12775.0,14965.0,4248.0,1559.0,23359.0,3293.0,5199.0,7700.0,23359.0,7700.0,31058.0,31058.0,32871.0,32871.0,3858.0,1047.0,109099.0,485.0,10.0,543.0,1895.0,116715.0,5669.0,115022.0,2837.0,1510.0,1893.0,120991.0
2003-02-19,2045.0,5519.0,428.0,3700.0,192.0,383.0,128.0,420.0,973.0,634.0,1607.0,2112.0,4334.0,2112.0,9779.0,12837.0,5119.0,52603.0,238.0,60117.0,67000.0,885.0,254.0,68141.0,399.0,70404.0,981.0,71525.0,71528.0,206.0,223.0,297.0,464.0,618.0,167.0,1089.0,135.0,358.0,263.0,422.0,1089.0,422.0,2668.0,3897.0,326.0,402.0,1090.0,331.0,1309.0,360.0,1132.0,1879.0,1440.0,22.0,0.0,1309.0,1440.0,2099.0,1941.0,1643.0,1512.0,4097.0,489.0,144.0,8053.0,709.0,105.0,187.0,184.0,17.0,777.0,317.0,57.0,1254.0,8053.0,10.0,105.0,1254.0,1669.0,12998.0,15342.0,4234.0,1557.0,23939.0,3223.0,5308.0,7753.0,23939.0,7753.0,31692.0,31692.0,33529.0,33529.0,3897.0,1084.0,109734.0,564.0,10.0,599.0,1964.0,117479.0,5731.0,115792.0,2733.0,1541.0,1869.0,121933.0
2003-02-20,2030.0,5499.0,423.0,3681.0,190.0,380.0,128.0,417.0,967.0,630.0,1597.0,2103.0,4310.0,2103.0,9742.0,12853.0,5255.0,52541.0,235.0,60147.0,67000.0,886.0,253.0,68138.0,392.0,70400.0,1009.0,71453.0,71456.0,203.0,222.0,296.0,459.0,623.0,172.0,1108.0,133.0,378.0,263.0,457.0,1108.0,457.0,2706.0,3946.0,326.0,400.0,1088.0,330.0,1300.0,360.0,1128.0,1872.0,1439.0,22.0,0.0,1300.0,1439.0,2091.0,1928.0,1629.0,1498.0,4083.0,473.0,144.0,8049.0,858.0,104.0,205.0,191.0,17.0,836.0,309.0,56.0,1251.0,8049.0,10.0,104.0,1251.0,1808.0,13169.0,15558.0,4222.0,1532.0,24237.0,3178.0,5325.0,7838.0,24237.0,7838.0,32075.0,32075.0,33963.0,33963.0,3946.0,1070.0,110267.0,546.0,10.0,681.0,1963.0,118167.0,5690.0,116399.0,2716.0,1452.0,1769.0,122455.0
2003-02-21,2016.0,5479.0,419.0,3665.0,188.0,378.0,127.0,415.0,961.0,626.0,1588.0,2093.0,4288.0,2093.0,9706.0,12811.0,5280.0,52525.0,232.0,60144.0,67000.0,887.0,252.0,68138.0,388.0,70399.0,997.0,71402.0,71403.0,190.0,196.0,294.0,397.0,623.0,170.0,1116.0,129.0,389.0,259.0,482.0,1116.0,482.0,2740.0,3965.0,325.0,399.0,1083.0,328.0,1293.0,359.0,1124.0,1864.0,1437.0,22.0,0.0,1293.0,1437.0,2085.0,1915.0,1616.0,1485.0,4070.0,455.0,143.0,8018.0,1092.0,103.0,249.0,214.0,18.0,947.0,302.0,54.0,1248.0,8018.0,10.0,103.0,1248.0,1780.0,13323.0,15817.0,4215.0,1510.0,24548.0,3084.0,5275.0,7793.0,24548.0,7793.0,32341.0,32341.0,34243.0,34243.0,3965.0,984.0,110468.0,497.0,10.0,655.0,1914.0,118454.0,5620.0,116584.0,2601.0,1388.0,1671.0,122422.0
2003-02-22,2002.0,5457.0,415.0,3653.0,187.0,376.0,127.0,412.0,956.0,623.0,1579.0,2083.0,4275.0,2083.0,9676.0,12815.0,5404.0,52489.0,229.0,60108.0,67000.0,890.0,251.0,68138.0,384.0,70398.0,969.0,71371.0,71372.0,195.0,203.0,295.0,444.0,627.0,170.0,1118.0,128.0,388.0,254.0,495.0,1118.0,495.0,2743.0,3976.0,325.0,397.0,1078.0,326.0,1285.0,359.0,1120.0,1857.0,1436.0,22.0,0.0,1285.0,1436.0,2079.0,1904.0,1604.0,1473.0,4057.0,437.0,142.0,7966.0,1201.0,102.0,294.0,231.0,58.0,985.0,295.0,53.0,1246.0,7966.0,10.0,102.0,1246.0,1757.0,13359.0,15885.0,4203.0,1534.0,24759.0,3047.0,5199.0,7830.0,24759.0,7830.0,32589.0,32589.0,34525.0,34525.0,3976.0,984.0,110740.0,511.0,10.0,613.0,1923.0,118618.0,5567.0,116638.0,2551.0,1378.0,1679.0,122277.0
2003-02-23,1988.0,5437.0,412.0,3645.0,185.0,374.0,126.0,410.0,951.0,619.0,1570.0,2075.0,4279.0,2075.0,9654.0,12794.0,5549.0,52472.0,226.0,60005.0,67000.0,892.0,250.0,68139.0,376.0,70399.0,962.0,71361.0,71361.0,196.0,193.0,296.0,465.0,635.0,176.0,1132.0,123.0,387.0,259.0,507.0,1132.0,507.0,2731.0,3940.0,324.0,396.0,1072.0,324.0,1277.0,358.0,1116.0,1850.0,1435.0,22.0,0.0,1277.0,1435.0,2074.0,1893.0,1594.0,1462.0,4045.0,421.0,139.0,7939.0,1205.0,101.0,306.0,226.0,91.0,902.0,289.0,52.0,1243.0,7939.0,10.0,101.0,1243.0,1741.0,13327.0,15878.0,4195.0,1593.0,24901.0,3056.0,5161.0,7934.0,24901.0,7934.0,32836.0,32836.0,34711.0,34711.0,3940.0,1103.0,111048.0,541.0,10.0,623.0,2023.0,119011.0,5588.0,116996.0,2493.0,1357.0,1682.0,122565.0
2003-02-24,1974.0,5417.0,408.0,3638.0,183.0,372.0,126.0,408.0,946.0,616.0,1562.0,2065.0,4260.0,2065.0,9641.0,12741.0,5615.0,52444.0,224.0,59990.0,67000.0,894.0,249.0,68140.0,384.0,70400.0,981.0,71377.0,71376.0,210.0,205.0,294.0,414.0,640.0,185.0,1155.0,130.0,391.0,292.0,526.0,1155.0,526.0,2736.0,3925.0,324.0,394.0,1069.0,323.0,1268.0,358.0,1112.0,1842.0,1434.0,22.0,0.0,1268.0,1434.0,2069.0,1882.0,1584.0,1452.0,4034.0,398.0,140.0,7959.0,1191.0,100.0,315.0,228.0,114.0,910.0,283.0,51.0,1257.0,7959.0,10.0,100.0,1257.0,1743.0,13206.0,15727.0,4189.0,1652.0,24849.0,3074.0,5170.0,8088.0,24849.0,8088.0,32938.0,32938.0,34847.0,34847.0,3925.0,1089.0,111170.0,566.0,10.0,653.0,2057.0,119270.0,5570.0,117196.0,2511.0,1326.0,1704.0,122718.0
2003-02-25,1961.0,5406.0,405.0,3630.0,182.0,370.0,126.0,406.0,942.0,612.0,1554.0,2057.0,4285.0,2057.0,9628.0,12777.0,5631.0,52438.0,221.0,60016.0,67000.0,899.0,248.0,68141.0,384.0,70400.0,993.0,71392.0,71392.0,216.0,196.0,295.0,382.0,644.0,189.0,1175.0,138.0,404.0,296.0,553.0,1175.0,553.0,2766.0,3949.0,323.0,393.0,1067.0,321.0,1261.0,357.0,1108.0,1835.0,1433.0,22.0,0.0,1261.0,1433.0,2064.0,1871.0,1575.0,1443.0,4025.0,380.0,140.0,7930.0,1162.0,99.0,345.0,231.0,124.0,922.0,277.0,50.0,1270.0,7930.0,10.0,99.0,1270.0,1754.0,13256.0,15745.0,4186.0,1704.0,24839.0,3065.0,5187.0,8209.0,24839.0,8209.0,33048.0,33048.0,34982.0,34982.0,3949.0,1055.0,111270.0,562.0,10.0,675.0,2069.0,119415.0,5523.0,117244.0,2544.0,1424.0,1672.0,122821.0
2003-02-26,1949.0,5404.0,402.0,3626.0,181.0,368.0,125.0,404.0,937.0,610.0,1547.0,2052.0,4301.0,2052.0,9629.0,12760.0,5598.0,52515.0,219.0,60049.0,67000.0,902.0,247.0,68145.0,379.0,70403.0,993.0,71395.0,71395.0,217.0,205.0,296.0,444.0,647.0,188.0,1180.0,140.0,411.0,277.0,567.0,1180.0,567.0,2783.0,3972.0,322.0,392.0,1064.0,320.0,1255.0,357.0,1104.0,1828.0,1431.0,22.0,0.0,1255.0,1431.0,2060.0,1861.0,1566.0,1434.0,4015.0,366.0,142.0,7864.0,1135.0,98.0,338.0,216.0,110.0,795.0,272.0,49.0,1261.0,7864.0,10.0,98.0,1261.0,1664.0,13183.0,15714.0,4196.0,1717.0,24954.0,3055.0,5201.0,8255.0,24954.0,8255.0,33209.0,33209.0,35077.0,35077.0,3972.0,1018.0,111434.0,554.0,10.0,662.0,2034.0,119611.0,5430.0,117298.0,2472.0,1417.0,1600.0,122899.0
2003-02-27,1937.0,5379.0,399.0,3621.0,179.0,366.0,125.0,402.0,933.0,606.0,1539.0,2045.0,4314.0,2045.0,9649.0,12738.0,5488.0,52557.0,217.0,60038.0,67000.0,899.0,246.0,68147.0,368.0,70405.0,982.0,71389.0,71389.0,203.0,188.0,294.0,386.0,646.0,183.0,1176.0,142.0,413.0,272.0,570.0,1176.0,570.0,2769.0,3964.0,322.0,390.0,1062.0,318.0,1249.0,356.0,1100.0,1821.0,1430.0,22.0,0.0,1249.0,1430.0,2056.0,1852.0,1557.0,1426.0,4007.0,352.0,140.0,7826.0,1141.0,97.0,328.0,213.0,96.0,642.0,267.0,48.0,1248.0,7826.0,10.0,97.0,1248.0,1546.0,12874.0,15364.0,4204.0,1648.0,24673.0,3061.0,5208.0,8224.0,24673.0,8224.0,32897.0,32897.0,34644.0,34644.0,3964.0,970.0,111257.0,517.0,10.0,646.0,1931.0,119426.0,5340.0,116995.0,2408.0,1309.0,1494.0,122442.0
2003-02-28,1926.0,5359.0,396.0,3617.0,178.0,365.0,124.0,400.0,929.0,606.0,1535.0,2040.0,4331.0,2040.0,9691.0,12800.0,5494.0,52292.0,215.0,59964.0,67000.0,894.0,245.0,68145.0,368.0,70403.0,984.0,71385.0,71385.0,205.0,199.0,293.0,442.0,650.0,193.0,1187.0,146.0,413.0,278.0,570.0,1187.0,570.0,2749.0,3931.0,321.0,389.0,1057.0,317.0,1243.0,356.0,1096.0,1814.0,1429.0,22.0,0.0,1243.0,1429.0,2052.0,1842.0,1548.0,1418.0,4000.0,324.0,134.0,7778.0,1065.0,96.0,340.0,209.0,88.0,524.0,263.0,47.0,1233.0,7778.0,10.0,96.0,1233.0,1396.0,12510.0,14884.0,4200.0,1580.0,24043.0,3020.0,5188.0,8231.0,24043.0,8231.0,32274.0,32274.0,33965.0,33965.0,3931.0,924.0,110575.0,482.0,10.0,602.0,1863.0,118697.0,5274.0,116166.0,2382.0,1222.0,1471.0,121404.0
2003-03-01,1915.0,5349.0,393.0,3615.0,177.0,363.0,124.0,398.0,925.0,605.0,1530.0,2038.0,4305.0,2038.0,9742.0,12853.0,5660.0,49865.0,213.0,58388.0,67000.0,891.0,244.0,68141.0,372.0,70398.0,994.0,71392.0,71391.0,204.0,188.0,292.0,470.0,652.0,199.0,1199.0,148.0,413.0,269.0,573.0,1199.0,573.0,2748.0,3897.0,320.0,388.0,1057.0,315.0,1237.0,355.0,1092.0,1807.0,1428.0,22.0,0.0,1237.0,1428.0,2050.0,1833.0,1541.0,1410.0,3993.0,297.0,133.0,7795.0,991.0,95.0,360.0,215.0,84.0,453.0,259.0,46.0,1237.0,7795.0,10.0,95.0,1237.0,1279.0,12240.0,14479.0,4195.0,1582.0,22644.0,3039.0,5156.0,8298.0,22644.0,8298.0,30943.0,30943.0,32608.0,32608.0,3897.0,951.0,109748.0,485.0,10.0,567.0,1887.0,117900.0,5256.0,115315.0,2352.0,1243.0,1489.0,120495.0
2003-03-02,1905.0,5328.0,391.0,3610.0,176.0,362.0,124.0,396.0,921.0,600.0,1521.0,2035.0,4238.0,2035.0,9751.0,12811.0,5684.0,48764.0,212.0,56368.0,67000.0,884.0,243.0,68136.0,358.0,70392.0,978.0,71376.0,71377.0,201.0,193.0,294.0,469.0,650.0,191.0,1196.0,143.0,411.0,259.0,572.0,1196.0,572.0,2741.0,3871.0,320.0,386.0,1056.0,314.0,1232.0,355.0,1088.0,1800.0,1427.0,22.0,0.0,1232.0,1427.0,2047.0,1825.0,1532.0,1402.0,3985.0,285.0,134.0,7805.0,1011.0,94.0,374.0,222.0,79.0,404.0,254.0,45.0,1276.0,7805.0,10.0,94.0,1276.0,1259.0,12098.0,14167.0,4206.0,1550.0,21428.0,3097.0,5131.0,8300.0,21428.0,8300.0,29728.0,29728.0,31398.0,31398.0,3871.0,983.0,108169.0,461.0,10.0,563.0,1950.0,116402.0,5223.0,113747.0,2343.0,1266.0,1505.0,118995.0
2003-03-03,1895.0,5306.0,388.0,3603.0,175.0,360.0,123.0,395.0,917.0,596.0,1513.0,2023.0,4205.0,2023.0,9697.0,12680.0,5501.0,48732.0,210.0,56207.0,67000.0,878.0,242.0,68129.0,348.0,70385.0,952.0,71342.0,71344.0,197.0,197.0,298.0,462.0,650.0,185.0,1183.0,143.0,409.0,259.0,570.0,1183.0,570.0,2711.0,3842.0,319.0,385.0,1051.0,312.0,1228.0,354.0,1085.0,1793.0,1426.0,21.0,0.0,1228.0,1426.0,2043.0,1815.0,1522.0,1393.0,3977.0,276.0,132.0,7775.0,1062.0,93.0,355.0,209.0,62.0,325.0,250.0,44.0,1285.0,7775.0,10.0,93.0,1285.0,1148.0,12026.0,14025.0,4226.0,1486.0,21071.0,3044.0,5151.0,8273.0,21071.0,8273.0,29344.0,29344.0,30889.0,30889.0,3842.0,975.0,107334.0,437.0,10.0,533.0,1939.0,115469.0,5227.0,112734.0,2309.0,1273.0,1501.0,117901.0
2003-03-04,1886.0,5289.0,386.0,3594.0,174.0,359.0,123.0,393.0,914.0,593.0,1507.0,2011.0,4191.0,2011.0,9639.0,12554.0,5238.0,48624.0,209.0,56088.0,67000.0,876.0,241.0,68121.0,341.0,70377.0,934.0,71314.0,71315.0,193.0,195.0,296.0,392.0,651.0,180.0,1183.0,140.0,415.0,254.0,574.0,1183.0,574.0,2687.0,3802.0,318.0,384.0,1046.0,311.0,1221.0,354.0,1082.0,1787.0,1424.0,21.0,0.0,1221.0,1424.0,2037.0,1804.0,1511.0,1384.0,3968.0,245.0,125.0,7735.0,1073.0,92.0,341.0,197.0,59.0,285.0,247.0,43.0,1288.0,7735.0,10.0,92.0,1288.0,1082.0,11859.0,13776.0,4225.0,1489.0,20749.0,3003.0,5117.0,8278.0,20749.0,8278.0,29027.0,29027.0,30534.0,30534.0,3802.0,1012.0,106885.0,485.0,10.0,511.0,1930.0,114952.0,5265.0,112195.0,2281.0,1248.0,1520.0,117316.0
2003-03-05,1876.0,5274.0,384.0,3586.0,174.0,358.0,123.0,391.0,910.0,591.0,1501.0,2005.0,4178.0,2005.0,9609.0,12499.0,5116.0,48518.0,207.0,55994.0,67000.0,874.0,241.0,68117.0,342.0,70372.0,933.0,71305.0,71305.0,195.0,206.0,294.0,382.0,651.0,185.0,1186.0,132.0,406.0,247.0,562.0,1186.0,562.0,2666.0,3766.0,318.0,383.0,1041.0,310.0,1214.0,353.0,1079.0,1781.0,1423.0,21.0,0.0,1214.0,1423.0,2029.0,1791.0,1498.0,1372.0,3958.0,215.0,126.0,7740.0,1072.0,91.0,361.0,191.0,54.0,284.0,243.0,43.0,1308.0,7740.0,10.0,91.0,1308.0,1050.0,11761.0,13571.0,4208.0,1552.0,20456.0,2981.0,5032.0,8237.0,20456.0,8237.0,28693.0,28693.0,30260.0,30260.0,3766.0,1008.0,106494.0,516.0,10.0,557.0,1950.0,114583.0,5291.0,111796.0,2286.0,1237.0,1562.0,116883.0
2003-03-06,1868.0,5259.0,382.0,3579.0,173.0,356.0,122.0,390.0,907.0,592.0,1499.0,1998.0,4182.0,1998.0,9602.0,12479.0,5063.0,48452.0,206.0,55891.0,67000.0,876.0,240.0,68114.0,344.0,70369.0,940.0,71308.0,71307.0,200.0,214.0,292.0,476.0,655.0,192.0,1202.0,128.0,397.0,262.0,555.0,1202.0,555.0,2652.0,3745.0,317.0,382.0,1036.0,308.0,1206.0,353.0,1076.0,1775.0,1422.0,21.0,0.0,1206.0,1422.0,2021.0,1777.0,1484.0,1359.0,3946.0,187.0,129.0,7755.0,1169.0,90.0,413.0,209.0,70.0,332.0,240.0,42.0,1359.0,7755.0,10.0,90.0,1359.0,1077.0,11772.0,13475.0,4203.0,1624.0,20286.0,3050.0,4980.0,8243.0,20286.0,8243.0,28529.0,28529.0,30140.0,30140.0,3745.0,1033.0,106268.0,523.0,10.0,573.0,1989.0,114415.0,5303.0,111580.0,2335.0,1275.0,1634.0,116733.0
2003-03-07,1872.0,5251.0,380.0,3577.0,174.0,355.0,122.0,388.0,904.0,590.0,1494.0,2000.0,4238.0,2000.0,9634.0,12553.0,5131.0,48449.0,204.0,55891.0,67000.0,878.0,239.0,68115.0,353.0,70368.0,952.0,71317.0,71317.0,211.0,204.0,293.0,437.0,663.0,209.0,1234.0,129.0,401.0,280.0,566.0,1234.0,566.0,2673.0,3743.0,316.0,381.0,1036.0,309.0,1199.0,352.0,1072.0,1769.0,1421.0,21.0,0.0,1199.0,1421.0,2015.0,1765.0,1471.0,1346.0,3933.0,159.0,138.0,7777.0,1324.0,88.0,430.0,221.0,92.0,337.0,236.0,41.0,1427.0,7777.0,10.0,88.0,1427.0,1081.0,11904.0,13567.0,4232.0,1675.0,20350.0,3264.0,5014.0,8368.0,20350.0,8368.0,28718.0,28718.0,30323.0,30323.0,3743.0,1117.0,106373.0,544.0,10.0,574.0,2134.0,114567.0,5283.0,111644.0,2351.0,1263.0,1607.0,116855.0
2003-03-08,1937.0,5272.0,378.0,3582.0,179.0,357.0,121.0,387.0,901.0,590.0,1490.0,2003.0,4291.0,2003.0,9733.0,12722.0,5276.0,48595.0,203.0,56014.0,67000.0,879.0,238.0,68116.0,352.0,70369.0,968.0,71334.0,71334.0,209.0,209.0,299.0,416.0,672.0,229.0,1278.0,123.0,414.0,265.0,588.0,1278.0,588.0,2723.0,3748.0,315.0,379.0,1035.0,313.0,1195.0,352.0,1069.0,1763.0,1420.0,21.0,0.0,1195.0,1420.0,2012.0,1755.0,1462.0,1335.0,3922.0,125.0,142.0,7797.0,1443.0,87.0,452.0,221.0,98.0,310.0,233.0,41.0,1491.0,7797.0,10.0,87.0,1491.0,1055.0,11979.0,13648.0,4283.0,1690.0,20561.0,3420.0,5082.0,8474.0,20561.0,8474.0,29035.0,29035.0,30623.0,30623.0,3748.0,1137.0,106671.0,507.0,10.0,584.0,2253.0,115050.0,5201.0,111989.0,2300.0,1150.0,1531.0,117111.0
2003-03-09,1999.0,5306.0,376.0,3591.0,185.0,362.0,121.0,387.0,903.0,589.0,1491.0,2006.0,4320.0,2006.0,9850.0,12934.0,5596.0,48878.0,202.0,56371.0,67000.0,888.0,237.0,68117.0,375.0,70369.0,1006.0,71367.0,71365.0,248.0,271.0,338.0,619.0,713.0,261.0,1351.0,128.0,430.0,277.0,613.0,1351.0,613.0,2789.0,3791.0,315.0,378.0,1040.0,316.0,1195.0,351.0,1065.0,1757.0,1419.0,21.0,0.0,1195.0,1419.0,2019.0,1754.0,1458.0,1327.0,3913.0,95.0,143.0,7848.0,1500.0,86.0,505.0,227.0,103.0,313.0,230.0,40.0,1590.0,7848.0,10.0,86.0,1590.0,1081.0,12049.0,13679.0,4357.0,1717.0,20684.0,3482.0,5190.0,8655.0,20684.0,8655.0,29339.0,29339.0,31060.0,31060.0,3791.0,1170.0,107081.0,500.0,10.0,542.0,2287.0,115486.0,5185.0,112358.0,2327.0,1202.0,1595.0,117316.0
2003-03-10,2063.0,5354.0,374.0,3602.0,191.0,367.0,121.0,387.0,907.0,588.0,1495.0,2016.0,4370.0,2016.0,9997.0,13385.0,6148.0,49265.0,201.0,56859.0,67000.0,894.0,237.0,68122.0,373.0,70373.0,1054.0,71419.0,71417.0,277.0,313.0,363.0,714.0,767.0,290.0,1469.0,139.0,463.0,307.0,660.0,1469.0,660.0,2923.0,3889.0,314.0,377.0,1047.0,320.0,1199.0,351.0,1062.0,1750.0,1417.0,21.0,0.0,1199.0,1417.0,2032.0,1760.0,1462.0,1326.0,3910.0,72.0,140.0,7881.0,1557.0,85.0,522.0,227.0,102.0,283.0,227.0,39.0,1680.0,7881.0,10.0,85.0,1680.0,1116.0,12220.0,13808.0,4448.0,1753.0,20884.0,3698.0,5367.0,8920.0,20884.0,8920.0,29803.0,29803.0,31770.0,31770.0,3889.0,1244.0,107853.0,526.0,10.0,527.0,2336.0,116218.0,5213.0,113051.0,2350.0,1293.0,1614.0,118170.0
2003-03-11,2090.0,5405.0,373.0,3615.0,196.0,373.0,120.0,385.0,910.0,585.0,1496.0,2024.0,4371.0,2024.0,10104.0,13375.0,6609.0,49735.0,200.0,57476.0,67000.0,891.0,236.0,68129.0,379.0,70380.0,1075.0,71452.0,71452.0,277.0,310.0,371.0,694.0,779.0,296.0,1539.0,147.0,490.0,310.0,703.0,1539.0,703.0,3068.0,4008.0,313.0,376.0,1054.0,324.0,1208.0,350.0,1058.0,1744.0,1416.0,21.0,0.0,1208.0,1416.0,2049.0,1770.0,1472.0,1333.0,3914.0,68.0,134.0,7866.0,1555.0,84.0,550.0,229.0,111.0,247.0,225.0,39.0,1776.0,7866.0,10.0,84.0,1776.0,1123.0,12343.0,13901.0,4548.0,1758.0,21103.0,3845.0,5529.0,9086.0,21103.0,9086.0,30188.0,30188.0,32127.0,32127.0,4008.0,1249.0,108635.0,551.0,10.0,547.0,2408.0,117132.0,5219.0,113925.0,2298.0,1344.0,1556.0,119120.0
2003-03-12,2064.0,5408.0,371.0,3623.0,197.0,376.0,120.0,382.0,913.0,583.0,1496.0,2030.0,4356.0,2030.0,10155.0,13379.0,6686.0,49897.0,202.0,57786.0,67000.0,889.0,235.0,68128.0,374.0,70379.0,1070.0,71450.0,71450.0,268.0,276.0,354.0,538.0,765.0,286.0,1545.0,146.0,502.0,290.0,724.0,1545.0,724.0,3118.0,4121.0,312.0,375.0,1055.0,330.0,1219.0,350.0,1054.0,1738.0,1415.0,21.0,0.0,1219.0,1415.0,2064.0,1781.0,1484.0,1344.0,3923.0,55.0,128.0,7832.0,1530.0,83.0,544.0,229.0,106.0,230.0,222.0,38.0,1816.0,7832.0,10.0,83.0,1816.0,1090.0,12385.0,13920.0,4642.0,1684.0,21105.0,3833.0,5612.0,9045.0,21105.0,9045.0,30150.0,30150.0,31957.0,31957.0,4121.0,1203.0,108789.0,550.0,10.0,563.0,2405.0,117457.0,5223.0,114234.0,2249.0,1313.0,1513.0,119388.0
