, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-12-27, 4260, 14230, 680, 450, 1180, 3760, 320, 660, 180, 630, 1650, 910, 2550, 80, 3050, 4650, , , , , 840, 2410, 3400, 90, 290, 97330, 99600, 930, 380, 87250, 300, 100370, 70, 690, 110260, 125010, 150, 90, 240, 190, 80, 880, 60, 320, 210, 440, 1470, 2190, 490, 2520, 3340, 510, 2390, 490, 1530, 1790, 3010, 3520, 60, 5030, 5020, 4810, 4930, 270, 7250, 5990, 90, 12730, 150, 280, 160, 120, 60, 340, 290, 310, 270, 830, 0, 70, 40, 120, 210, 110, 1010, 290, 16060, 16310, 4380, 830, 17480, 1540, 1500, 3570, 21040, 31500, 32010, 34200, 290, 148360, 50, 80, 30, 170, 250, 440, 138050, 5330, 147360, 800, 420, 1370, 165060
2011-12-28, 3515, 17288, 675, 445, 1280, 3748, 318, 668, 180, 630, 1632, 910, 2540, 95, 3045, 4638, , , , , 1208, 2408, 3238, 248, 290, 99908, 94530, 862, 388, 95230, 305, 97305, 72, 702, 105890, 105422, 265, 205, 360, 490, 275, 920, 272, 480, 632, 728, 1490, 2208, 490, 548, 2442, 505, 2640, 490, 1530, 1788, 2970, 3530, 60, 5130, 5072, 4692, 4748, 270, 7128, 5992, 95, 12718, 150, 280, 160, 120, 60, 355, 290, 140, 270, 830, 2, 70, 40, 120, 288, 60, 998, 190, 14948, 16058, 4370, 1070, 21125, 1575, 1280, 3565, 24690, 24690, 24798, 24798, 465, 141300, 278, 140, 125, 170, 418, 465, 145612, 5538, 148298, 1085, 1285, 1638, 154040
2011-12-29, 3490, 13845, 672, 560, 2725, 3745, 315, 670, 182, 630, 1630, 972, 2595, 158, 3232, 4635, , , , , 3612, 2455, 3322, 885, 290, 101362, 91250, 855, 390, 92655, 755, 94275, 130, 1510, 100862, 100195, 655, 580, 725, 1750, 1190, 1745, 730, 1448, 1518, 2722, 2928, 2475, 490, 540, 2160, 500, 2560, 490, 1520, 1780, 2968, 3540, 60, 5478, 5422, 4875, 4858, 272, 7040, 6000, 105, 12752, 150, 280, 160, 120, 60, 445, 360, 215, 270, 830, 32, 85, 40, 120, 1375, 68, 1058, 528, 14848, 15578, 4382, 3068, 23692, 2508, 4210, 4815, 28502, 28502, 28620, 28620, 1265, 131490, 742, 830, 360, 230, 2055, 1645, 137450, 6572, 141370, 2422, 3982, 3290, 147682
2011-12-30, 3470, 12970, 700, 945, 4795, 3968, 320, 680, 202, 632, 1640, 1155, 2795, 190, 3450, 4820, , , , , 6842, 2598, 3828, 998, 290, 101538, 90000, 848, 390, 91242, 952, 92788, 182, 2278, 98720, 98755, 702, 660, 768, 2400, 1400, 3208, 858, 1950, 1332, 3658, 6552, 3968, 490, 552, 2178, 510, 2370, 490, 1515, 1770, 3082, 3552, 75, 5292, 5318, 5035, 5075, 285, 7280, 6000, 122, 12770, 160, 290, 182, 148, 70, 518, 752, 855, 270, 865, 68, 90, 40, 120, 2230, 165, 2020, 2570, 17012, 17938, 4892, 5780, 30228, 6285, 5815, 9298, 39528, 39528, 40118, 40118, 1762, 139072, 788, 1370, 332, 1142, 2718, 3292, 144240, 7792, 148592, 3012, 5518, 4765, 159000
2011-12-31, 3450, 10682, 715, 1058, 4232, 4072, 320, 680, 200, 650, 1668, 1228, 2892, 250, 3670, 5238, , , , , 9235, 2588, 4035, 838, 290, 99412, 86250, 840, 395, 88200, 662, 90360, 128, 1845, 95218, 95512, 592, 588, 738, 2000, 1110, 3280, 765, 1715, 1112, 2960, 6770, 6525, 490, 558, 2245, 512, 2385, 490, 1535, 1788, 3070, 3588, 75, 5188, 5162, 4855, 4918, 300, 7390, 6008, 130, 12790, 180, 320, 178, 212, 78, 470, 780, 745, 270, 872, 72, 90, 40, 120, 1440, 105, 2592, 2615, 18942, 21422, 5885, 5410, 31615, 10295, 6138, 14380, 45992, 45992, 47655, 47655, 1730, 149548, 712, 1188, 320, 1385, 2242, 2982, 144900, 7718, 149720, 2888, 5710, 5178, 163622
2012-01-01, 3430, 8660, 690, 1138, 3295, 4150, 320, 680, 188, 675, 1678, 1218, 2898, 188, 3678, 5455, , , , , 8630, 2578, 4150, 398, 290, 98445, 80000, 832, 400, 81240, 575, 82758, 95, 1342, 85178, 85478, 448, 435, 522, 1260, 515, 2578, 610, 1418, 888, 2040, 5375, 7270, 490, 560, 2272, 490, 2452, 490, 1540, 1795, 3042, 3608, 75, 5252, 5215, 4818, 4845, 310, 7282, 6010, 120, 12782, 175, 315, 165, 228, 75, 398, 525, 445, 270, 870, 60, 90, 40, 120, 742, 90, 1975, 1630, 18002, 21520, 5882, 3648, 28470, 9230, 4278, 13740, 42210, 42210, 43298, 43298, 1650, 147142, 490, 900, 188, 1242, 1622, 2410, 144320, 7052, 148525, 2042, 4328, 4700, 161890
2012-01-02, 3412, 6962, 678, 1115, 2682, 4130, 320, 680, 180, 682, 1668, 1100, 2765, 128, 3490, 5438, , , , , 6405, 2625, 3818, 168, 290, 96200, 83750, 828, 400, 84278, 545, 84948, 85, 1172, 85338, 85145, 410, 400, 535, 1128, 415, 1932, 548, 1255, 848, 1812, 4105, 6322, 490, 560, 2242, 480, 2468, 490, 1522, 1775, 2998, 3610, 70, 5322, 5290, 4888, 4908, 310, 7312, 6010, 120, 12780, 165, 295, 160, 212, 70, 355, 380, 340, 268, 870, 45, 88, 40, 120, 582, 82, 1398, 975, 16490, 19702, 5552, 2055, 25185, 6302, 2370, 9705, 34892, 34892, 35480, 35480, 1122, 131735, 315, 578, 110, 925, 1075, 1600, 138172, 6522, 141808, 1670, 3218, 3950, 152330
2012-01-03,3390.0,5692.0,670.0,1078.0,2558.0,4080.0,320.0,680.0,180.0,682.0,1655.0,1065.0,2718.0,110.0,3362.0,5330.0,13470.0,14400.0,500.0,11240.0,4675.0,2770.0,3948.0,172.0,280.0,94448.0,90000.0,820.0,400.0,91228.0,562.0,92492.0,80.0,1125.0,93178.0,92960.0,408.0,412.0,580.0,1160.0,452.0,1868.0,528.0,1168.0,815.0,1768.0,3815.0,5200.0,480.0,560.0,2200.0,472.0,2435.0,490.0,1520.0,1770.0,2978.0,3605.0,70.0,5322.0,5298.0,4928.0,4958.0,295.0,7392.0,6010.0,120.0,12780.0,160.0,290.0,160.0,198.0,70.0,332.0,372.0,358.0,262.0,870.0,40.0,80.0,40.0,128.0,775.0,80.0,1248.0,775.0,15772.0,18120.0,5322.0,1852.0,24102.0,4640.0,2135.0,7410.0,31512.0,31512.0,32110.0,32110.0,872.0,128110.0,292.0,452.0,110.0,682.0,945.0,1322.0,139810.0,6302.0,142978.0,1658.0,2868.0,3558.0,151232.0
2012-01-04,3370.0,5445.0,670.0,1102.0,2665.0,4082.0,318.0,678.0,180.0,680.0,1638.0,1048.0,2688.0,100.0,3315.0,5240.0,13350.0,14632.0,498.0,15532.0,3998.0,2762.0,3992.0,190.0,280.0,93802.0,90000.0,812.0,400.0,91220.0,602.0,92600.0,80.0,1102.0,93708.0,93710.0,368.0,352.0,490.0,960.0,355.0,1830.0,485.0,1110.0,708.0,1705.0,3785.0,4670.0,480.0,560.0,2172.0,465.0,2398.0,490.0,1520.0,1762.0,2970.0,3600.0,70.0,5280.0,5258.0,4915.0,4945.0,282.0,7420.0,6010.0,120.0,12780.0,160.0,290.0,160.0,188.0,70.0,330.0,375.0,388.0,295.0,878.0,40.0,80.0,40.0,130.0,615.0,80.0,1265.0,658.0,15650.0,17355.0,5202.0,1842.0,25782.0,4055.0,2172.0,6662.0,32445.0,32445.0,33015.0,33015.0,770.0,131682.0,240.0,408.0,92.0,562.0,930.0,1308.0,143095.0,6238.0,146182.0,1605.0,2380.0,3218.0,153710.0
2012-01-05,3355.0,5342.0,665.0,1085.0,2455.0,4065.0,310.0,670.0,180.0,672.0,1622.0,1035.0,2658.0,105.0,3282.0,5212.0,13232.0,14505.0,490.0,15450.0,3740.0,2755.0,3868.0,200.0,280.0,92962.0,90000.0,805.0,400.0,91212.0,598.0,92592.0,80.0,1142.0,93718.0,93715.0,365.0,350.0,512.0,925.0,365.0,1678.0,490.0,1140.0,892.0,1822.0,3598.0,4480.0,480.0,560.0,2148.0,460.0,2370.0,490.0,1510.0,1760.0,2960.0,3600.0,70.0,5242.0,5215.0,4875.0,4905.0,280.0,7402.0,6010.0,120.0,12780.0,160.0,290.0,160.0,178.0,70.0,330.0,362.0,415.0,335.0,915.0,40.0,80.0,40.0,130.0,575.0,80.0,1188.0,558.0,15532.0,16908.0,5110.0,1698.0,25532.0,3658.0,2062.0,6065.0,31595.0,31595.0,32000.0,32000.0,628.0,131388.0,188.0,362.0,92.0,515.0,890.0,1240.0,143348.0,6342.0,146682.0,1632.0,2395.0,2965.0,153680.0
