, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2005-03-28,6627.0,7236.0,2595.0,1755.0,4205.0,4656.0,145.0,367.0,224.0,927.0,1676.0,1253.0,2946.0,858.0,4103.0,7327.0,9706.0,11663.0,3701.0,22380.0,30624.0,8405.0,2903.0,59453.0,3159.0,70347.0,76888.0,2108.0,688.0,75400.0,2355.0,71848.0,204.0,1850.0,69013.0,68751.0,301.0,300.0,261.0,646.0,625.0,269.0,1069.0,265.0,429.0,526.0,726.0,757.0,1507.0,380.0,440.0,1442.0,426.0,1624.0,438.0,1236.0,1430.0,2410.0,1452.0,75.0,1887.0,2123.0,1886.0,1615.0,401.0,4487.0,439.0,273.0,7408.0,69.0,112.0,188.0,351.0,144.0,1743.0,833.0,1172.0,285.0,493.0,824.0,827.0,79.0,45.0,5672.0,192.0,4173.0,9522.0,18344.0,17371.0,7380.0,8355.0,29173.0,13099.0,21598.0,17418.0,46591.0,46591.0,47101.0,47101.0,1724.0,104296.0,1249.0,2581.0,75.0,852.0,3852.0,2233.0,108429.0,5723.0,104076.0,1719.0,1897.0,2142.0,108988.0
2005-03-29,6205.0,8562.0,2971.0,2054.0,5399.0,5759.0,161.0,406.0,286.0,1054.0,2086.0,1792.0,3894.0,684.0,4846.0,7734.0,10604.0,12452.0,4064.0,22666.0,25475.0,14461.0,1926.0,67499.0,3834.0,82276.0,95815.0,2144.0,767.0,97770.0,2310.0,97018.0,222.0,2014.0,97224.0,96519.0,297.0,330.0,274.0,764.0,676.0,337.0,1232.0,240.0,372.0,465.0,485.0,857.0,1521.0,420.0,616.0,1682.0,506.0,1708.0,484.0,1217.0,1449.0,2628.0,1528.0,123.0,2094.0,2285.0,1960.0,1584.0,422.0,4491.0,439.0,348.0,7583.0,69.0,110.0,200.0,445.0,136.0,2270.0,1367.0,1402.0,277.0,514.0,1111.0,443.0,232.0,43.0,3944.0,130.0,6041.0,9563.0,22865.0,24578.0,10074.0,9135.0,42096.0,16929.0,22313.0,20155.0,62250.0,62250.0,63332.0,63332.0,1600.0,139609.0,755.0,1715.0,109.0,2316.0,3227.0,3942.0,143033.0,6077.0,138445.0,1178.0,1595.0,1559.0,139823.0
2005-03-30,5928.0,8816.0,2650.0,1691.0,4324.0,5427.0,162.0,429.0,313.0,1084.0,2287.0,1874.0,4176.0,559.0,5578.0,8256.0,11338.0,13113.0,3983.0,22694.0,19127.0,15804.0,1466.0,71994.0,4511.0,90732.0,105203.0,2273.0,853.0,107742.0,2239.0,107486.0,228.0,2108.0,108588.0,108218.0,280.0,316.0,288.0,782.0,695.0,333.0,1336.0,217.0,368.0,429.0,429.0,881.0,1530.0,382.0,549.0,1562.0,488.0,1864.0,466.0,1205.0,1445.0,2627.0,1492.0,67.0,2324.0,2517.0,2142.0,1692.0,441.0,4587.0,439.0,483.0,7631.0,69.0,109.0,200.0,427.0,131.0,3774.0,1651.0,1530.0,267.0,497.0,1608.0,433.0,229.0,41.0,2829.0,121.0,5482.0,7988.0,22907.0,26140.0,10152.0,8674.0,44314.0,18423.0,20508.0,21908.0,66222.0,66222.0,67636.0,67636.0,1451.0,171310.0,541.0,1193.0,66.0,1597.0,2488.0,4050.0,179636.0,5922.0,175850.0,1085.0,1197.0,1361.0,178100.0
2005-03-31,5681.0,8324.0,2269.0,1332.0,3397.0,4699.0,159.0,427.0,311.0,1053.0,2261.0,1501.0,3776.0,514.0,5703.0,7622.0,12041.0,13696.0,3801.0,22610.0,14449.0,15933.0,932.0,72269.0,4666.0,92270.0,107383.0,2412.0,903.0,110498.0,2053.0,110736.0,215.0,2007.0,112590.0,112518.0,249.0,261.0,284.0,647.0,689.0,296.0,1303.0,202.0,398.0,403.0,491.0,856.0,1467.0,356.0,461.0,1426.0,419.0,1822.0,446.0,1190.0,1412.0,2472.0,1524.0,50.0,2508.0,2701.0,2316.0,1873.0,456.0,4734.0,439.0,526.0,7127.0,69.0,107.0,196.0,345.0,125.0,4663.0,1189.0,1229.0,257.0,446.0,1050.0,247.0,135.0,39.0,2193.0,117.0,3982.0,5771.0,19899.0,23972.0,10002.0,7538.0,42040.0,17520.0,16810.0,20426.0,62466.0,62466.0,63211.0,63211.0,887.0,178279.0,368.0,775.0,42.0,1108.0,1815.0,3323.0,188343.0,5624.0,185076.0,1021.0,903.0,1114.0,188287.0
2005-04-01,5554.0,7926.0,2199.0,1146.0,2930.0,4397.0,161.0,421.0,298.0,995.0,2178.0,1270.0,3462.0,508.0,5322.0,6872.0,13651.0,15223.0,3796.0,23903.0,11910.0,15336.0,707.0,69095.0,4710.0,89436.0,105271.0,2523.0,960.0,108930.0,1967.0,109565.0,199.0,1892.0,111867.0,111975.0,240.0,246.0,290.0,522.0,728.0,292.0,1297.0,194.0,462.0,377.0,612.0,870.0,1402.0,349.0,430.0,1358.0,388.0,1632.0,436.0,1165.0,1380.0,2361.0,1556.0,48.0,2560.0,2773.0,2394.0,2001.0,469.0,4815.0,439.0,476.0,6939.0,68.0,105.0,198.0,301.0,126.0,3846.0,782.0,1076.0,246.0,380.0,1203.0,203.0,89.0,37.0,1913.0,113.0,2982.0,3618.0,16293.0,20139.0,9550.0,6395.0,40042.0,15648.0,13769.0,18506.0,58548.0,58548.0,59396.0,59396.0,628.0,176251.0,300.0,604.0,36.0,755.0,1559.0,2620.0,185915.0,5454.0,182713.0,1006.0,868.0,1046.0,186087.0
2005-04-02,5383.0,7822.0,2475.0,1098.0,2686.0,4556.0,161.0,430.0,325.0,943.0,2166.0,1314.0,3494.0,515.0,5045.0,6633.0,14412.0,15966.0,3918.0,24976.0,10588.0,13561.0,700.0,69512.0,4930.0,86725.0,101434.0,2701.0,1014.0,105135.0,1898.0,105653.0,197.0,1859.0,107897.0,108039.0,231.0,236.0,295.0,477.0,730.0,263.0,1307.0,185.0,533.0,345.0,710.0,960.0,1381.0,356.0,425.0,1334.0,382.0,1464.0,428.0,1142.0,1350.0,2297.0,1591.0,78.0,2464.0,2703.0,2369.0,2046.0,479.0,4861.0,439.0,458.0,6901.0,68.0,104.0,232.0,405.0,143.0,2931.0,747.0,1147.0,235.0,346.0,1515.0,193.0,85.0,35.0,1809.0,113.0,2728.0,2595.0,13612.0,16158.0,9155.0,5702.0,37850.0,13983.0,12195.0,16570.0,54420.0,54420.0,55399.0,55399.0,499.0,169628.0,272.0,523.0,32.0,590.0,1680.0,2441.0,179169.0,5412.0,176045.0,1020.0,806.0,1036.0,179612.0
2005-04-03,5153.0,7690.0,2478.0,1116.0,2537.0,4680.0,160.0,434.0,318.0,895.0,2153.0,1317.0,3483.0,496.0,5030.0,6765.0,14103.0,15575.0,3850.0,24263.0,10037.0,12677.0,665.0,70194.0,4905.0,86969.0,98646.0,2827.0,999.0,102728.0,1820.0,103395.0,186.0,1822.0,105655.0,105774.0,219.0,214.0,296.0,445.0,725.0,227.0,1280.0,171.0,559.0,320.0,740.0,981.0,1406.0,370.0,457.0,1386.0,375.0,1364.0,424.0,1123.0,1335.0,2297.0,1645.0,140.0,2343.0,2562.0,2223.0,1974.0,487.0,4856.0,439.0,513.0,6868.0,68.0,102.0,242.0,517.0,165.0,2278.0,805.0,1254.0,224.0,330.0,1522.0,177.0,103.0,34.0,1788.0,117.0,2937.0,2339.0,12969.0,14641.0,8821.0,5381.0,36396.0,12959.0,11169.0,15395.0,51790.0,51790.0,52576.0,52576.0,423.0,162870.0,278.0,485.0,29.0,472.0,1792.0,2500.0,171788.0,5323.0,168486.0,996.0,688.0,1014.0,171786.0
2005-04-04,4982.0,7475.0,2311.0,1102.0,2370.0,4514.0,158.0,429.0,296.0,853.0,2095.0,1305.0,3411.0,475.0,4988.0,6794.0,14110.0,15545.0,3729.0,24007.0,9424.0,12122.0,657.0,70206.0,4765.0,87549.0,90688.0,2924.0,995.0,94828.0,1805.0,95577.0,180.0,1811.0,98253.0,98574.0,228.0,228.0,298.0,460.0,726.0,225.0,1254.0,163.0,574.0,301.0,739.0,905.0,1425.0,373.0,484.0,1414.0,364.0,1349.0,421.0,1110.0,1337.0,2361.0,1677.0,155.0,2301.0,2495.0,2076.0,1825.0,491.0,4712.0,434.0,591.0,6897.0,68.0,100.0,240.0,544.0,173.0,1890.0,893.0,1381.0,213.0,296.0,1443.0,228.0,119.0,32.0,1793.0,119.0,3018.0,2316.0,13043.0,14324.0,8527.0,5268.0,32527.0,12301.0,10442.0,14623.0,47150.0,47150.0,48373.0,48373.0,470.0,155764.0,331.0,485.0,28.0,413.0,1856.0,2543.0,165323.0,5276.0,162068.0,988.0,709.0,1056.0,165437.0
2005-04-05,4870.0,7334.0,2386.0,1090.0,2231.0,4534.0,156.0,421.0,278.0,816.0,2038.0,1316.0,3365.0,460.0,4915.0,6668.0,14045.0,15471.0,3783.0,24058.0,9071.0,11723.0,699.0,70964.0,4788.0,87840.0,90636.0,3046.0,998.0,94518.0,1788.0,94749.0,177.0,1800.0,96499.0,96488.0,233.0,242.0,304.0,467.0,733.0,236.0,1250.0,163.0,614.0,285.0,763.0,853.0,1404.0,375.0,490.0,1410.0,388.0,1333.0,417.0,1101.0,1372.0,2451.0,1704.0,180.0,2309.0,2489.0,2009.0,1710.0,493.0,4558.0,284.0,642.0,6964.0,68.0,98.0,245.0,566.0,199.0,1679.0,1003.0,1536.0,202.0,256.0,1556.0,324.0,192.0,30.0,1906.0,124.0,3150.0,2411.0,13111.0,14253.0,8301.0,5722.0,31980.0,12082.0,10252.0,14316.0,46296.0,46296.0,48337.0,48337.0,631.0,147364.0,430.0,578.0,29.0,405.0,2030.0,2655.0,156004.0,5279.0,152643.0,998.0,825.0,1100.0,156019.0
2005-04-06,4716.0,7386.0,2602.0,1132.0,2291.0,4807.0,153.0,412.0,261.0,784.0,2002.0,1370.0,3383.0,469.0,4913.0,6768.0,13916.0,15363.0,3945.0,24246.0,9480.0,11847.0,762.0,71994.0,4889.0,89087.0,91741.0,3141.0,994.0,95664.0,1783.0,95809.0,177.0,1761.0,97398.0,97345.0,231.0,247.0,310.0,455.0,741.0,238.0,1256.0,163.0,657.0,272.0,797.0,850.0,1388.0,381.0,504.0,1410.0,416.0,1331.0,422.0,1097.0,1410.0,2594.0,1751.0,245.0,2327.0,2495.0,1991.0,1662.0,492.0,4465.0,195.0,714.0,7087.0,68.0,97.0,253.0,627.0,239.0,1617.0,1123.0,1740.0,191.0,236.0,1714.0,401.0,333.0,28.0,2081.0,137.0,3507.0,2654.0,13540.0,14630.0,8185.0,6575.0,32839.0,12480.0,10484.0,14745.0,47584.0,47584.0,50467.0,50467.0,814.0,148025.0,513.0,775.0,61.0,486.0,2477.0,3005.0,155869.0,5310.0,152205.0,1024.0,831.0,1155.0,155005.0
