, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-03-08,3165.0,4942.0,547.0,407.0,821.0,3679.0,219.0,400.0,195.0,445.0,1105.0,741.0,1923.0,148.0,2457.0,5089.0,11404.0,12783.0,697.0,15670.0,4289.0,6845.0,320.0,58099.0,381.0,64066.0,75638.0,646.0,439.0,72799.0,1355.0,70823.0,134.0,1609.0,73309.0,72600.0,445.0,452.0,286.0,701.0,814.0,448.0,1693.0,145.0,425.0,292.0,677.0,2371.0,3019.0,350.0,357.0,1197.0,334.0,1341.0,437.0,995.0,1247.0,1906.0,1284.0,22.0,2160.0,1901.0,1663.0,1656.0,157.0,4218.0,659.0,128.0,8121.0,49.0,79.0,121.0,154.0,79.0,1148.0,509.0,279.0,275.0,793.0,189.0,200.0,610.0,269.0,246.0,55.0,1724.0,2336.0,12151.0,13669.0,3618.0,3587.0,25147.0,3807.0,3015.0,6791.0,31938.0,31938.0,33098.0,33098.0,935.0,104821.0,419.0,803.0,303.0,638.0,2724.0,2748.0,112169.0,6416.0,111424.0,1466.0,1238.0,1185.0,114984.0
2004-03-09,2868.0,5097.0,680.0,461.0,1111.0,3877.0,268.0,455.0,231.0,550.0,1272.0,817.0,2159.0,169.0,2537.0,5050.0,11730.0,13170.0,717.0,16777.0,5202.0,7196.0,387.0,58371.0,439.0,65684.0,80156.0,761.0,488.0,81542.0,1051.0,84150.0,162.0,1826.0,92525.0,92476.0,458.0,450.0,311.0,791.0,1008.0,688.0,2145.0,191.0,731.0,410.0,985.0,2991.0,3159.0,350.0,356.0,1196.0,342.0,1345.0,437.0,998.0,1237.0,1887.0,1280.0,22.0,2139.0,1876.0,1593.0,1583.0,157.0,4147.0,657.0,179.0,8279.0,49.0,79.0,120.0,167.0,79.0,1348.0,533.0,295.0,288.0,795.0,715.0,417.0,795.0,1291.0,247.0,54.0,2107.0,2932.0,13773.0,15936.0,3779.0,4346.0,30663.0,3883.0,3288.0,6742.0,37405.0,37405.0,38325.0,38325.0,1428.0,124593.0,658.0,1091.0,634.0,676.0,3641.0,5133.0,130526.0,6154.0,127154.0,1599.0,1271.0,1179.0,128651.0
2004-03-10,2791.0,5290.0,664.0,488.0,1014.0,3948.0,270.0,489.0,273.0,624.0,1435.0,869.0,2368.0,171.0,2767.0,5058.0,12133.0,13531.0,737.0,17039.0,6045.0,7230.0,421.0,59958.0,524.0,67609.0,80000.0,757.0,503.0,81308.0,957.0,83657.0,154.0,1751.0,91515.0,91530.0,462.0,427.0,302.0,720.0,1044.0,820.0,2383.0,212.0,878.0,361.0,1233.0,3757.0,3671.0,349.0,354.0,1190.0,343.0,1356.0,436.0,999.0,1238.0,1884.0,1278.0,22.0,2124.0,1849.0,1556.0,1537.0,157.0,4093.0,656.0,229.0,8404.0,49.0,79.0,120.0,181.0,82.0,1217.0,452.0,299.0,301.0,807.0,1103.0,476.0,678.0,1570.0,251.0,54.0,2460.0,3334.0,16396.0,20758.0,3940.0,4876.0,33282.0,4312.0,3956.0,7245.0,40527.0,40527.0,41412.0,41412.0,1833.0,136881.0,745.0,1848.0,714.0,1073.0,3765.0,6774.0,149080.0,6050.0,146487.0,1600.0,1168.0,1099.0,149773.0
2004-03-11,2728.0,5324.0,609.0,459.0,824.0,3864.0,266.0,486.0,301.0,650.0,1516.0,845.0,2418.0,166.0,2968.0,5003.0,12422.0,13745.0,733.0,16982.0,6115.0,7047.0,379.0,60355.0,571.0,68159.0,80000.0,694.0,479.0,81325.0,911.0,83669.0,139.0,1506.0,91038.0,91061.0,360.0,303.0,269.0,488.0,903.0,693.0,2193.0,192.0,807.0,334.0,1055.0,3632.0,4259.0,348.0,353.0,1181.0,338.0,1359.0,436.0,1001.0,1238.0,1881.0,1277.0,22.0,2120.0,1838.0,1538.0,1517.0,157.0,4071.0,654.0,242.0,8468.0,48.0,79.0,120.0,190.0,84.0,941.0,394.0,306.0,313.0,816.0,1002.0,413.0,504.0,1218.0,227.0,53.0,2564.0,3206.0,17022.0,24036.0,4073.0,4736.0,35548.0,4771.0,4005.0,7511.0,43059.0,43059.0,43888.0,43888.0,1687.0,139812.0,546.0,1573.0,535.0,1677.0,3236.0,6539.0,153248.0,5924.0,150650.0,1523.0,1049.0,1024.0,154155.0
2004-03-12,2697.0,5225.0,571.0,419.0,749.0,3750.0,260.0,478.0,312.0,637.0,1518.0,814.0,2383.0,168.0,3022.0,4900.0,12597.0,13914.0,716.0,17198.0,5980.0,6952.0,369.0,60297.0,572.0,68046.0,77656.0,674.0,473.0,79457.0,907.0,82292.0,138.0,1357.0,89721.0,89855.0,340.0,280.0,266.0,431.0,891.0,650.0,2035.0,190.0,799.0,330.0,1027.0,3318.0,4327.0,348.0,352.0,1172.0,330.0,1355.0,435.0,1010.0,1243.0,1879.0,1275.0,21.0,2109.0,1822.0,1525.0,1512.0,157.0,4076.0,652.0,229.0,8475.0,48.0,79.0,123.0,199.0,86.0,723.0,366.0,317.0,326.0,827.0,989.0,383.0,418.0,838.0,215.0,52.0,2601.0,2952.0,16582.0,24783.0,4167.0,4353.0,37067.0,4944.0,3727.0,7632.0,44699.0,44699.0,45481.0,45481.0,1528.0,141369.0,507.0,1271.0,478.0,1352.0,2584.0,5629.0,154481.0,5843.0,151878.0,1476.0,993.0,1006.0,155440.0
2004-03-13,2670.0,5176.0,554.0,397.0,720.0,3676.0,258.0,475.0,322.0,630.0,1514.0,809.0,2369.0,167.0,2992.0,4759.0,12610.0,13898.0,710.0,17180.0,5589.0,6970.0,351.0,60308.0,569.0,68072.0,65469.0,692.0,476.0,67237.0,890.0,70335.0,139.0,1323.0,78317.0,78833.0,322.0,270.0,265.0,410.0,870.0,609.0,1967.0,182.0,795.0,318.0,1017.0,3224.0,4119.0,347.0,351.0,1161.0,326.0,1346.0,434.0,1021.0,1253.0,1882.0,1273.0,21.0,2091.0,1799.0,1508.0,1509.0,158.0,4092.0,651.0,219.0,8466.0,48.0,79.0,129.0,205.0,85.0,581.0,360.0,330.0,338.0,841.0,943.0,317.0,295.0,543.0,208.0,52.0,2583.0,2612.0,16071.0,24221.0,4242.0,4057.0,42286.0,4995.0,3586.0,7646.0,49932.0,49932.0,50686.0,50686.0,1452.0,140347.0,437.0,1184.0,420.0,1119.0,2162.0,4787.0,152880.0,5786.0,150294.0,1434.0,944.0,984.0,153995.0
2004-03-14,2592.0,5157.0,542.0,387.0,704.0,3624.0,253.0,470.0,329.0,618.0,1510.0,804.0,2352.0,165.0,2968.0,4639.0,12458.0,13697.0,700.0,16839.0,5158.0,6860.0,328.0,59945.0,566.0,67542.0,65000.0,694.0,470.0,66231.0,865.0,68564.0,131.0,1293.0,74874.0,74894.0,300.0,243.0,260.0,370.0,832.0,532.0,1835.0,171.0,765.0,307.0,972.0,3066.0,3956.0,347.0,349.0,1148.0,323.0,1333.0,434.0,1032.0,1264.0,1890.0,1272.0,21.0,2069.0,1771.0,1483.0,1500.0,158.0,4101.0,649.0,195.0,8418.0,48.0,79.0,134.0,207.0,85.0,501.0,360.0,343.0,351.0,857.0,778.0,253.0,216.0,341.0,203.0,51.0,2462.0,2105.0,15267.0,22617.0,4261.0,3688.0,40568.0,4951.0,3402.0,7585.0,48152.0,48152.0,48887.0,48887.0,1308.0,132117.0,353.0,1003.0,358.0,1007.0,1868.0,4061.0,144518.0,5744.0,142106.0,1365.0,911.0,959.0,146247.0
2004-03-15,2588.0,5136.0,534.0,380.0,692.0,3590.0,245.0,460.0,332.0,597.0,1496.0,807.0,2335.0,169.0,2950.0,4585.0,12322.0,13577.0,697.0,16808.0,5180.0,6793.0,357.0,59714.0,561.0,65971.0,65000.0,688.0,480.0,66240.0,871.0,68566.0,125.0,1290.0,74589.0,74600.0,347.0,285.0,277.0,459.0,855.0,542.0,1800.0,178.0,745.0,306.0,941.0,2931.0,3806.0,346.0,348.0,1141.0,321.0,1322.0,433.0,1043.0,1274.0,1900.0,1270.0,21.0,2043.0,1739.0,1453.0,1485.0,159.0,4107.0,647.0,188.0,8410.0,48.0,79.0,138.0,217.0,87.0,560.0,363.0,358.0,364.0,874.0,944.0,280.0,231.0,254.0,198.0,50.0,2502.0,1947.0,14730.0,20833.0,4264.0,3439.0,37335.0,4893.0,3496.0,7464.0,44800.0,44800.0,45541.0,45541.0,1250.0,127148.0,395.0,954.0,362.0,837.0,1798.0,3772.0,138238.0,5724.0,135550.0,1378.0,896.0,1005.0,139184.0
2004-03-16,2650.0,5197.0,528.0,382.0,683.0,3580.0,240.0,453.0,339.0,578.0,1492.0,836.0,2354.0,172.0,2938.0,4626.0,12220.0,13494.0,808.0,16941.0,5332.0,6827.0,392.0,60361.0,579.0,66480.0,65000.0,707.0,496.0,66254.0,853.0,68573.0,119.0,1304.0,74344.0,74355.0,364.0,315.0,292.0,597.0,886.0,553.0,1854.0,184.0,767.0,297.0,960.0,2952.0,3703.0,345.0,347.0,1138.0,322.0,1307.0,433.0,1049.0,1282.0,1910.0,1268.0,21.0,2019.0,1708.0,1416.0,1464.0,159.0,4103.0,646.0,204.0,8485.0,48.0,79.0,143.0,234.0,91.0,968.0,363.0,376.0,376.0,878.0,1135.0,298.0,250.0,221.0,193.0,50.0,2721.0,2015.0,14768.0,19724.0,4311.0,3421.0,34918.0,5045.0,4007.0,7573.0,42491.0,42491.0,44010.0,44010.0,1398.0,124197.0,481.0,1065.0,391.0,805.0,2014.0,4001.0,134947.0,5741.0,132133.0,1479.0,901.0,1103.0,135685.0
2004-03-17,2598.0,5267.0,523.0,386.0,673.0,3573.0,234.0,448.0,341.0,556.0,1480.0,843.0,2342.0,168.0,2943.0,4616.0,12117.0,13378.0,917.0,16844.0,5233.0,6859.0,361.0,60726.0,608.0,67023.0,65000.0,736.0,486.0,66253.0,832.0,68568.0,114.0,1252.0,74027.0,74041.0,324.0,279.0,285.0,537.0,845.0,509.0,1815.0,172.0,752.0,284.0,936.0,2945.0,3684.0,345.0,346.0,1128.0,332.0,1298.0,432.0,1048.0,1282.0,1916.0,1267.0,21.0,1994.0,1681.0,1383.0,1434.0,159.0,4083.0,644.0,189.0,8455.0,48.0,79.0,149.0,239.0,90.0,1412.0,370.0,400.0,383.0,891.0,876.0,240.0,195.0,206.0,181.0,49.0,2795.0,1940.0,14967.0,19073.0,4361.0,3420.0,33236.0,5279.0,4241.0,7873.0,41109.0,41109.0,43859.0,43859.0,1494.0,123266.0,490.0,1132.0,490.0,913.0,2104.0,4081.0,134007.0,5723.0,131089.0,1610.0,903.0,1108.0,134573.0
