, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-04-09, 5780, 28989, 1780, 2131, 3182, 10855, 332, 981, 483, 2275, 4005, 2403, 6343, 728, 8925, 15298, 22133, 24808, 2676, 23596, 10537, 21950, 24013, 841, 939, 116525, 171127, 1007, 585, 161879, 872, 161122, 109, 1536, 171781, 173956, 309, 366, 461, 683, 455, 2197, 212, 791, 412, 1756, 2857, 4831, 981, 892, 2413, 669, 2404, 969, 1943, 3056, 5433, 11490, 401, 12057, 12047, 11430, 11013, 395, 13325, 9187, 333, 17161, 157, 212, 514, 1314, 275, 2302, 2090, 8043, 6106, 6649, 584, 277, 104, 41, 2432, 345, 5589, 1733, 32186, 34409, 10116, 5062, 60423, 10544, 7473, 32408, 92831, 90200, 82139, 80925, 1706, 275559, 483, 1013, 387, 1095, 2644, 3354, 283936, 8836, 265966, 3116, 1322, 1223, 289614
2012-04-10, 5850, 29186, 1909, 2138, 3232, 10953, 329, 976, 484, 2202, 3909, 2305, 6156, 704, 8727, 15039, 22127, 24958, 2679, 30472, 10639, 21114, 23191, 1020, 929, 116168, 167187, 1016, 599, 168910, 940, 169724, 112, 1600, 182364, 184862, 318, 382, 502, 795, 639, 2354, 249, 895, 539, 1914, 2973, 4876, 972, 1063, 2780, 714, 2412, 1083, 2040, 3315, 5789, 12339, 664, 12138, 11987, 11458, 11111, 421, 13446, 9176, 328, 17080, 190, 254, 565, 1510, 300, 1696, 2357, 8059, 6101, 6308, 788, 370, 102, 44, 2571, 372, 6048, 1726, 31180, 33460, 10144, 5863, 62537, 10837, 8707, 32186, 94723, 94639, 95916, 93622, 1704, 275159, 497, 1056, 350, 1077, 3293, 3978, 277105, 8909, 265410, 3110, 1340, 1237, 271973
2012-04-11, 6009, 29793, 2449, 2291, 3532, 12272, 326, 975, 566, 2113, 3834, 2165, 5951, 821, 8684, 15295, 22440, 25314, 3004, 31357, 12694, 19999, 22207, 1558, 1137, 116542, 163998, 1030, 647, 165698, 1262, 166743, 143, 1835, 179930, 181650, 410, 517, 661, 1074, 993, 3130, 339, 1281, 811, 2455, 3852, 5352, 1121, 1462, 3726, 847, 2846, 1592, 2372, 3998, 6959, 13504, 985, 13477, 12980, 11846, 11436, 449, 13665, 9157, 317, 16978, 342, 450, 800, 1965, 388, 1401, 3031, 8128, 6071, 6191, 794, 436, 98, 40, 3147, 470, 6847, 1747, 31210, 33486, 10813, 7911, 66351, 13853, 11857, 35376, 101727, 101727, 103893, 103892, 1701, 290791, 558, 1198, 297, 1133, 4492, 5240, 292443, 8978, 281219, 3308, 1429, 1304, 285795
2012-04-12, 6437, 31134, 3885, 2769, 4634, 14130, 356, 1014, 855, 2125, 4088, 2390, 6442, 1092, 9210, 16854, 23424, 26426, 3471, 33659, 16064, 19252, 21612, 2067, 1857, 118592, 163998, 1090, 736, 165788, 1832, 166930, 216, 2665, 180378, 180806, 568, 676, 973, 1233, 1176, 4104, 444, 1820, 1566, 3321, 5534, 6519, 1387, 1942, 5066, 1102, 3971, 2437, 2920, 4882, 8416, 13559, 1044, 15038, 14591, 13388, 12936, 464, 14771, 9139, 309, 16670, 498, 645, 1019, 2475, 439, 1384, 3626, 8240, 6040, 6197, 680, 426, 94, 39, 3884, 556, 7796, 1868, 32227, 34922, 12570, 9005, 70512, 18251, 14580, 39855, 110368, 114584, 116726, 116726, 1772, 298175, 646, 1466, 277, 1318, 5797, 6812, 301044, 9079, 290719, 3566, 1690, 1564, 296156
2012-04-13, 8802, 34062, 5299, 3812, 6201, 16882, 399, 1243, 1032, 2373, 4716, 3178, 7867, 1300, 10927, 20134, 26114, 29459, 4450, 38429, 21700, 18999, 22346, 2608, 2441, 122437, 163998, 1227, 847, 165941, 2125, 167153, 240, 3218, 180829, 180824, 610, 650, 926, 1197, 1097, 4336, 439, 1975, 1356, 3412, 6556, 8045, 1620, 2093, 5813, 1264, 5508, 2861, 3258, 5274, 9261, 13560, 920, 16520, 16035, 14803, 14435, 470, 16392, 9120, 307, 16425, 431, 548, 942, 2438, 399, 1478, 3583, 8308, 6010, 6159, 594, 387, 91, 38, 3132, 521, 8481, 2044, 33059, 36321, 15103, 9722, 76747, 24912, 18188, 45974, 122722, 122722, 125176, 125176, 2119, 313112, 702, 1693, 298, 1615, 6344, 7982, 317794, 8865, 307801, 3464, 1552, 1700, 313464
2012-04-14, 9478, 36438, 5050, 4024, 5488, 19252, 366, 1224, 998, 2612, 5127, 3263, 8373, 1147, 11998, 23500, 27676, 31248, 4153, 38720, 26710, 19365, 22484, 1941, 2512, 128218, 163998, 1614, 951, 166185, 1796, 167411, 218, 2982, 180521, 180547, 604, 607, 817, 1149, 1012, 3945, 437, 2006, 1186, 3283, 6029, 8880, 1495, 1954, 5185, 1142, 6214, 2352, 3050, 4676, 8472, 13485, 852, 18079, 17636, 16412, 16070, 451, 17865, 9094, 307, 16290, 377, 471, 850, 2123, 368, 1497, 2971, 8110, 5980, 6085, 494, 326, 86, 35, 2547, 428, 8049, 1946, 33011, 36824, 15952, 9296, 76453, 27116, 18208, 49570, 126023, 126023, 128303, 128303, 2130, 319828, 641, 1490, 244, 1594, 5707, 7486, 326419, 8485, 317026, 3243, 1398, 1674, 323191
2012-04-15, 8728, 36208, 4788, 4103, 5478, 19211, 366, 1247, 1054, 2736, 5207, 2817, 8017, 1049, 11590, 24408, 27969, 31593, 4210, 39184, 23460, 19975, 22434, 1359, 2527, 133446, 163998, 2209, 1028, 166650, 1464, 167857, 207, 2570, 180020, 180026, 589, 582, 743, 1116, 1008, 3706, 438, 2046, 1152, 3239, 5610, 8608, 1382, 1973, 4858, 1144, 5804, 2044, 2862, 4327, 7831, 13426, 853, 18492, 18187, 17467, 17262, 438, 19322, 8980, 300, 16230, 358, 440, 852, 2119, 359, 1415, 2709, 7976, 5949, 6008, 414, 279, 83, 34, 2448, 419, 7406, 1854, 32014, 35878, 15774, 8464, 73703, 25604, 16554, 48034, 121738, 121738, 123804, 123804, 1886, 316939, 580, 1246, 198, 1304, 4840, 6398, 324331, 7932, 315419, 3141, 1228, 1636, 322042
2012-04-16, 8503, 35590, 4918, 4200, 5596, 19325, 367, 1376, 1224, 2899, 5663, 2756, 8419, 1110, 11586, 24032, 28301, 31974, 4255, 39337, 20372, 20219, 22544, 1114, 2821, 135859, 168123, 2344, 1083, 170633, 1245, 171303, 246, 2774, 182210, 181956, 591, 556, 660, 1163, 868, 3549, 411, 2098, 1092, 3170, 5264, 8113, 1322, 1921, 4601, 1134, 5431, 1990, 2976, 4370, 7759, 13361, 819, 18142, 17861, 17384, 17294, 422, 19766, 8842, 288, 16173, 346, 417, 858, 2136, 342, 1264, 2532, 7700, 5919, 5938, 362, 254, 80, 30, 2385, 413, 7112, 1790, 31381, 34920, 15354, 8031, 69265, 25053, 15526, 47416, 116681, 112465, 114390, 114390, 1691, 308930, 550, 1111, 164, 1070, 4276, 5576, 316167, 7430, 307569, 3075, 1124, 1611, 314214
2012-04-17, 8581, 35312, 5258, 4654, 5559, 20019, 355, 1234, 1136, 2893, 5634, 2791, 8425, 1233, 12000, 24048, 29392, 33189, 4324, 40656, 19769, 20224, 22456, 1068, 3568, 138227, 174998, 2394, 1131, 178482, 1018, 180926, 268, 3422, 192366, 192063, 653, 571, 643, 1189, 859, 3404, 445, 2204, 1263, 3215, 4942, 7749, 1292, 1882, 4391, 1097, 5140, 1849, 3091, 4413, 7772, 13288, 781, 17747, 17453, 16968, 16892, 410, 19470, 8704, 278, 16069, 335, 397, 851, 1966, 322, 1138, 2434, 7413, 5891, 5929, 402, 285, 78, 29, 2524, 421, 6858, 1775, 31080, 34346, 14832, 8103, 67514, 22832, 14850, 45446, 112960, 112960, 114788, 114788, 1594, 310467, 572, 1110, 137, 982, 4272, 5329, 313773, 7263, 305122, 3088, 1158, 1620, 310396
2012-04-18, 8886, 35394, 5847, 5250, 5909, 21269, 347, 1094, 1027, 2814, 5265, 2495, 7760, 1421, 11786, 24804, 30702, 34650, 4348, 42166, 20866, 20205, 22404, 1225, 4610, 141210, 174998, 2589, 1170, 178581, 1071, 181209, 290, 4071, 193573, 193574, 654, 550, 580, 1110, 772, 3328, 442, 2270, 1175, 3362, 4968, 7479, 1287, 1885, 4390, 1081, 4968, 1760, 3189, 4436, 7704, 13209, 812, 17371, 17055, 16495, 16416, 440, 19068, 8567, 283, 15972, 324, 378, 849, 1816, 307, 1070, 2473, 7220, 5863, 5933, 536, 374, 74, 46, 3198, 459, 6884, 1916, 31027, 34134, 14510, 8885, 67557, 21571, 15753, 43628, 111184, 111184, 112937, 112937, 1752, 315933, 646, 1297, 114, 1092, 4976, 6082, 321709, 7324, 313872, 3114, 1266, 1728, 319543
