, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-01-09,2490.0,5260.0,650.0,560.0,450.0,3720.0,310.0,670.0,190.0,650.0,1540.0,970.0,2510.0,140.0,3150.0,4720.0,13020.0,13980.0,470.0,10920.0,1730.0,2970.0,3880.0,100.0,270.0,93930.0,104070.0,1220.0,360.0,98500.0,680.0,96110.0,80.0,1410.0,103560.0,105960.0,270.0,190.0,370.0,580.0,190.0,1210.0,220.0,480.0,370.0,630.0,2120.0,2910.0,480.0,590.0,1890.0,500.0,2470.0,480.0,1560.0,1800.0,3040.0,3480.0,70.0,5270.0,5110.0,4420.0,4670.0,220.0,7720.0,5300.0,120.0,12820.0,190.0,340.0,180.0,160.0,50.0,330.0,350.0,190.0,270.0,850.0,0.0,80.0,40.0,150.0,320.0,80.0,1130.0,280.0,15420.0,15820.0,4360.0,1040.0,22430.0,2370.0,1760.0,4160.0,26590.0,41000.0,41990.0,42300.0,430.0,138490.0,110.0,200.0,70.0,330.0,300.0,610.0,131610.0,5930.0,130310.0,1240.0,1000.0,1150.0,150380.0
2012-01-10,2505.0,5218.0,650.0,555.0,468.0,3702.0,310.0,670.0,190.0,650.0,1555.0,965.0,2518.0,130.0,3142.0,4702.0,12935.0,14202.0,472.0,14930.0,1780.0,2950.0,3870.0,125.0,270.0,92898.0,107605.0,1218.0,360.0,109152.0,682.0,110020.0,82.0,1425.0,116852.0,116315.0,312.0,238.0,445.0,768.0,278.0,1222.0,248.0,508.0,542.0,692.0,2085.0,2842.0,480.0,590.0,1888.0,500.0,2445.0,480.0,1560.0,1800.0,3020.0,3485.0,70.0,5248.0,4980.0,4330.0,4582.0,220.0,7562.0,5100.0,120.0,13002.0,190.0,340.0,180.0,155.0,50.0,330.0,350.0,182.0,270.0,842.0,0.0,80.0,40.0,150.0,320.0,80.0,1130.0,262.0,15892.0,16620.0,4245.0,1038.0,21362.0,2340.0,1760.0,4110.0,25470.0,25470.0,25662.0,25662.0,435.0,141782.0,120.0,198.0,75.0,318.0,368.0,562.0,146330.0,5990.0,145698.0,1245.0,1148.0,1160.0,151938.0
2012-01-11,2535.0,5188.0,642.0,548.0,610.0,3690.0,310.0,670.0,188.0,642.0,1560.0,958.0,2515.0,130.0,3138.0,4680.0,12922.0,14198.0,470.0,14852.0,2132.0,2875.0,3848.0,152.0,270.0,91940.0,105000.0,1205.0,360.0,106595.0,690.0,107682.0,90.0,1442.0,114498.0,114615.0,290.0,230.0,445.0,738.0,285.0,1348.0,240.0,548.0,465.0,730.0,2198.0,2778.0,480.0,590.0,1888.0,495.0,2415.0,480.0,1552.0,1792.0,3005.0,3498.0,70.0,5160.0,4908.0,4212.0,4435.0,220.0,7380.0,4500.0,120.0,12978.0,190.0,335.0,180.0,150.0,50.0,330.0,348.0,180.0,270.0,840.0,8.0,80.0,40.0,150.0,320.0,80.0,1122.0,250.0,15978.0,16825.0,4205.0,1105.0,20552.0,2422.0,2162.0,4132.0,24685.0,24685.0,24872.0,24872.0,598.0,144812.0,130.0,212.0,118.0,320.0,395.0,612.0,150385.0,6172.0,144438.0,1242.0,1275.0,1190.0,148165.0
2012-01-12,2565.0,5155.0,640.0,535.0,590.0,3690.0,310.0,670.0,180.0,638.0,1550.0,948.0,2498.0,130.0,3120.0,4675.0,12905.0,14182.0,458.0,14652.0,2160.0,2680.0,3630.0,112.0,270.0,91922.0,105000.0,1185.0,360.0,106580.0,668.0,107208.0,80.0,1372.0,112252.0,112345.0,252.0,190.0,385.0,545.0,195.0,1332.0,218.0,540.0,408.0,695.0,2240.0,2795.0,480.0,590.0,1890.0,490.0,2410.0,480.0,1550.0,1785.0,2992.0,3500.0,70.0,5142.0,4905.0,4195.0,4375.0,220.0,7265.0,4500.0,120.0,12630.0,180.0,330.0,180.0,150.0,50.0,330.0,340.0,180.0,270.0,840.0,10.0,80.0,40.0,150.0,308.0,80.0,1122.0,240.0,15882.0,16772.0,4155.0,1045.0,20502.0,2515.0,1822.0,4268.0,24770.0,24770.0,24955.0,24955.0,508.0,141998.0,105.0,208.0,80.0,330.0,385.0,638.0,147950.0,6085.0,145018.0,1172.0,1070.0,1092.0,148542.0
2012-01-13,2585.0,5118.0,640.0,522.0,580.0,3680.0,310.0,662.0,180.0,630.0,1540.0,940.0,2480.0,130.0,3100.0,4665.0,12872.0,14145.0,448.0,14570.0,2008.0,2572.0,3568.0,100.0,270.0,91845.0,103125.0,1165.0,360.0,105038.0,650.0,105690.0,80.0,1315.0,109352.0,109535.0,230.0,172.0,368.0,468.0,165.0,1208.0,202.0,512.0,365.0,655.0,2105.0,2798.0,480.0,590.0,1875.0,490.0,2408.0,480.0,1540.0,1780.0,2982.0,3505.0,70.0,5150.0,4930.0,4225.0,4375.0,220.0,7230.0,4500.0,120.0,12148.0,180.0,330.0,180.0,150.0,50.0,330.0,340.0,190.0,270.0,832.0,10.0,80.0,40.0,150.0,300.0,80.0,1115.0,232.0,15545.0,16510.0,4110.0,980.0,19558.0,2415.0,1598.0,4215.0,23778.0,23778.0,23960.0,23960.0,422.0,139280.0,92.0,188.0,70.0,320.0,370.0,625.0,145402.0,6020.0,146070.0,1125.0,910.0,1045.0,149212.0
2012-01-14,2608.0,5090.0,632.0,510.0,575.0,3670.0,310.0,660.0,180.0,630.0,1532.0,930.0,2465.0,122.0,3078.0,4645.0,12842.0,14118.0,440.0,14490.0,1840.0,2292.0,3245.0,100.0,270.0,91782.0,92500.0,1150.0,360.0,95458.0,632.0,97198.0,80.0,1278.0,100632.0,101192.0,212.0,162.0,362.0,415.0,148.0,1135.0,188.0,490.0,330.0,622.0,1975.0,2688.0,480.0,582.0,1860.0,480.0,2395.0,480.0,1540.0,1770.0,2970.0,3510.0,70.0,5138.0,4945.0,4260.0,4388.0,220.0,7230.0,4500.0,120.0,12068.0,180.0,325.0,180.0,150.0,50.0,330.0,340.0,202.0,270.0,830.0,10.0,70.0,40.0,150.0,295.0,80.0,1110.0,228.0,14852.0,15842.0,4062.0,950.0,19888.0,2318.0,1520.0,4110.0,24000.0,24000.0,24180.0,24180.0,390.0,134522.0,88.0,168.0,60.0,302.0,365.0,620.0,141060.0,5998.0,148785.0,1092.0,802.0,1008.0,151558.0
2012-01-15,2630.0,5072.0,630.0,498.0,572.0,3660.0,310.0,660.0,180.0,622.0,1525.0,925.0,2450.0,120.0,3060.0,4632.0,12812.0,14090.0,430.0,14420.0,1745.0,2290.0,3208.0,100.0,270.0,94792.0,78125.0,1130.0,360.0,80000.0,615.0,80828.0,80.0,1245.0,83380.0,83918.0,198.0,152.0,370.0,378.0,138.0,1100.0,178.0,472.0,302.0,595.0,1898.0,2540.0,470.0,580.0,1850.0,480.0,2378.0,480.0,1530.0,1765.0,2960.0,3512.0,70.0,5125.0,4952.0,4290.0,4398.0,220.0,7230.0,4500.0,115.0,12038.0,180.0,320.0,180.0,142.0,50.0,330.0,330.0,212.0,270.0,830.0,18.0,70.0,40.0,150.0,290.0,80.0,1100.0,220.0,14500.0,15378.0,4015.0,930.0,19818.0,2255.0,1462.0,4040.0,23865.0,23865.0,24045.0,24045.0,372.0,121658.0,88.0,158.0,60.0,280.0,355.0,612.0,129865.0,6000.0,143262.0,1062.0,730.0,975.0,147210.0
2012-01-16,2650.0,5058.0,630.0,485.0,580.0,3652.0,310.0,660.0,180.0,620.0,1520.0,920.0,2438.0,120.0,3042.0,4618.0,12780.0,14058.0,422.0,14352.0,1688.0,2210.0,3185.0,98.0,270.0,95025.0,83625.0,1110.0,360.0,83498.0,600.0,82128.0,80.0,1212.0,81732.0,81385.0,185.0,150.0,365.0,352.0,125.0,1085.0,168.0,462.0,288.0,578.0,1858.0,2432.0,470.0,580.0,1842.0,475.0,2365.0,480.0,1530.0,1760.0,2950.0,3520.0,70.0,5112.0,4962.0,4312.0,4400.0,220.0,7228.0,4500.0,110.0,12010.0,180.0,320.0,180.0,140.0,58.0,330.0,330.0,225.0,270.0,822.0,20.0,70.0,40.0,150.0,288.0,75.0,1100.0,218.0,14330.0,15182.0,3975.0,910.0,19990.0,2218.0,1415.0,3995.0,23990.0,23990.0,24165.0,24165.0,362.0,108430.0,85.0,150.0,60.0,265.0,350.0,605.0,115258.0,6035.0,128530.0,1035.0,678.0,942.0,132150.0
2012-01-17,2675.0,5048.0,628.0,475.0,580.0,3645.0,310.0,655.0,180.0,620.0,1510.0,910.0,2425.0,120.0,3025.0,4605.0,12420.0,13668.0,418.0,14038.0,1652.0,2002.0,2945.0,90.0,270.0,93832.0,98000.0,1092.0,360.0,99485.0,585.0,99412.0,80.0,1182.0,99568.0,99070.0,180.0,150.0,362.0,342.0,120.0,1072.0,160.0,460.0,278.0,562.0,1835.0,2355.0,470.0,580.0,1832.0,470.0,2352.0,480.0,1520.0,1752.0,2940.0,3520.0,70.0,5105.0,4975.0,4342.0,4405.0,220.0,7220.0,4500.0,110.0,11992.0,180.0,320.0,180.0,140.0,60.0,330.0,330.0,235.0,260.0,820.0,20.0,70.0,40.0,150.0,280.0,70.0,1100.0,210.0,14170.0,15015.0,3935.0,890.0,25202.0,2195.0,1370.0,3968.0,29170.0,29170.0,29340.0,29340.0,352.0,117472.0,85.0,150.0,60.0,258.0,345.0,600.0,120012.0,6070.0,129978.0,1010.0,635.0,910.0,131848.0
2012-01-18,2700.0,5040.0,620.0,462.0,590.0,3640.0,310.0,650.0,180.0,612.0,1508.0,905.0,2412.0,120.0,3010.0,4595.0,11975.0,13182.0,410.0,13512.0,1632.0,1992.0,2905.0,90.0,270.0,93600.0,98000.0,1075.0,360.0,99465.0,568.0,99645.0,80.0,1150.0,100805.0,100810.0,170.0,145.0,360.0,318.0,108.0,1058.0,150.0,452.0,265.0,552.0,1818.0,2300.0,470.0,580.0,1815.0,470.0,2330.0,480.0,1520.0,1748.0,2930.0,3530.0,70.0,5095.0,4988.0,4372.0,4415.0,220.0,7225.0,4500.0,110.0,11978.0,170.0,310.0,180.0,140.0,60.0,330.0,330.0,248.0,260.0,820.0,20.0,70.0,40.0,142.0,280.0,70.0,1092.0,210.0,14018.0,14860.0,3895.0,872.0,25330.0,2175.0,1325.0,3942.0,29275.0,29275.0,29450.0,29450.0,342.0,132322.0,80.0,150.0,52.0,250.0,340.0,590.0,137165.0,6082.0,135118.0,985.0,600.0,882.0,137788.0
