, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-05-05,12082.0,9572.0,4997.0,5595.0,7435.0,16169.0,467.0,1368.0,1196.0,3950.0,7082.0,4719.0,11984.0,1085.0,14576.0,21066.0,31844.0,33569.0,3761.0,39972.0,8774.0,11117.0,468.0,81149.0,9157.0,106397.0,125474.0,4308.0,2422.0,130574.0,3089.0,131581.0,471.0,4781.0,139369.0,139988.0,592.0,560.0,237.0,1491.0,674.0,524.0,2295.0,371.0,1677.0,630.0,2636.0,3009.0,4358.0,898.0,1360.0,2624.0,842.0,2726.0,1722.0,2085.0,2997.0,5473.0,5321.0,174.0,4638.0,4615.0,2349.0,1746.0,149.0,4289.0,168.0,683.0,6016.0,133.0,127.0,586.0,940.0,246.0,503.0,874.0,976.0,229.0,163.0,26.0,29.0,2530.0,448.0,5253.0,3748.0,16942.0,18443.0,14883.0,5624.0,34822.0,20646.0,12505.0,35789.0,69911.0,69911.0,70418.0,70418.0,881.0,212161.0,460.0,1038.0,93.0,690.0,3595.0,4619.0,220919.0,4850.0,213415.0,2029.0,874.0,1434.0,220602.0
2003-05-06,11350.0,9431.0,4460.0,5221.0,6404.0,15664.0,464.0,1416.0,1129.0,4142.0,7396.0,4455.0,12031.0,960.0,15432.0,19873.0,33297.0,34958.0,3734.0,41853.0,8142.0,11524.0,412.0,85212.0,9216.0,107790.0,125227.0,4329.0,2210.0,132321.0,2810.0,135371.0,394.0,4275.0,145533.0,145714.0,463.0,418.0,201.0,1167.0,646.0,436.0,2044.0,330.0,1529.0,566.0,2296.0,2541.0,4153.0,753.0,949.0,2152.0,706.0,2765.0,1290.0,2056.0,2939.0,5204.0,5539.0,159.0,4944.0,4953.0,2864.0,2297.0,142.0,4692.0,155.0,705.0,5942.0,118.0,111.0,556.0,839.0,224.0,522.0,866.0,906.0,218.0,145.0,24.0,44.0,1822.0,390.0,4930.0,2815.0,15786.0,18203.0,14673.0,5277.0,39431.0,19515.0,11039.0,36492.0,75892.0,75892.0,76383.0,76383.0,787.0,224421.0,374.0,838.0,87.0,800.0,3316.0,4455.0,233267.0,4888.0,225219.0,1868.0,790.0,1396.0,228339.0
2003-05-07,10672.0,9040.0,4218.0,4701.0,5225.0,15044.0,434.0,1376.0,1018.0,3868.0,6969.0,3967.0,11113.0,841.0,14912.0,18688.0,34168.0,35733.0,3626.0,42427.0,7146.0,11314.0,347.0,86512.0,8788.0,107631.0,125000.0,4158.0,2042.0,131632.0,2592.0,134215.0,356.0,3766.0,143040.0,143083.0,387.0,328.0,176.0,969.0,605.0,365.0,1840.0,298.0,1376.0,513.0,2016.0,2030.0,3719.0,708.0,792.0,1866.0,635.0,2372.0,1081.0,1920.0,2787.0,4899.0,5796.0,104.0,4801.0,4838.0,2966.0,2655.0,139.0,5127.0,150.0,742.0,5975.0,104.0,97.0,530.0,700.0,211.0,580.0,867.0,845.0,207.0,140.0,22.0,47.0,1351.0,365.0,4352.0,2127.0,14380.0,16696.0,13972.0,4871.0,38660.0,17653.0,9414.0,34626.0,73287.0,73287.0,73760.0,73760.0,704.0,224055.0,323.0,698.0,81.0,636.0,2935.0,4065.0,235939.0,4819.0,228376.0,1771.0,747.0,1346.0,232795.0
2003-05-08,10210.0,8628.0,3964.0,4305.0,4689.0,14366.0,425.0,1360.0,950.0,3485.0,6426.0,3657.0,10256.0,778.0,13862.0,17808.0,33369.0,34927.0,3507.0,41692.0,6501.0,10917.0,340.0,85322.0,8208.0,105408.0,125000.0,3949.0,1909.0,131324.0,2467.0,133889.0,332.0,3334.0,142055.0,142095.0,348.0,287.0,117.0,864.0,558.0,321.0,1679.0,274.0,1246.0,475.0,1787.0,1365.0,3182.0,703.0,801.0,1815.0,673.0,1999.0,1010.0,1772.0,2606.0,4618.0,6067.0,86.0,4434.0,4431.0,2697.0,2588.0,145.0,5248.0,150.0,816.0,6101.0,99.0,91.0,509.0,612.0,207.0,749.0,867.0,844.0,203.0,139.0,22.0,25.0,1124.0,348.0,3869.0,1693.0,13098.0,15241.0,13264.0,4470.0,37400.0,15980.0,8394.0,32817.0,70218.0,70218.0,70674.0,70674.0,649.0,218867.0,334.0,624.0,81.0,488.0,2617.0,3673.0,230027.0,4787.0,222262.0,1712.0,699.0,1307.0,226526.0
2003-05-09,9952.0,8536.0,3850.0,4169.0,5744.0,14051.0,463.0,1419.0,918.0,3169.0,6275.0,3542.0,9988.0,897.0,13841.0,17502.0,32769.0,34524.0,3542.0,41710.0,6476.0,10763.0,698.0,84935.0,7897.0,104206.0,122656.0,3798.0,1802.0,129194.0,2465.0,132229.0,315.0,3053.0,140371.0,140520.0,347.0,292.0,107.0,829.0,518.0,297.0,1559.0,258.0,1137.0,448.0,1599.0,804.0,2590.0,704.0,965.0,1975.0,719.0,1917.0,959.0,1671.0,2478.0,4514.0,6354.0,80.0,4373.0,4270.0,2449.0,2310.0,153.0,5060.0,150.0,995.0,6344.0,96.0,88.0,491.0,558.0,204.0,1169.0,868.0,874.0,280.0,224.0,25.0,3.0,1520.0,341.0,4060.0,1593.0,12654.0,14466.0,12769.0,4396.0,39314.0,16547.0,9829.0,32585.0,71899.0,71899.0,72344.0,72344.0,651.0,216007.0,761.0,901.0,188.0,412.0,2433.0,3412.0,226138.0,4775.0,218076.0,1670.0,749.0,1277.0,221990.0
2003-05-10,9551.0,8822.0,3917.0,4296.0,7083.0,14285.0,514.0,1533.0,894.0,3073.0,6410.0,3642.0,10218.0,1040.0,14386.0,17632.0,33390.0,35101.0,3718.0,41927.0,7093.0,10563.0,596.0,85369.0,7934.0,104384.0,107344.0,3683.0,1789.0,114400.0,2826.0,118345.0,322.0,2887.0,127600.0,128279.0,454.0,406.0,169.0,1103.0,585.0,337.0,1559.0,251.0,1049.0,429.0,1454.0,537.0,2306.0,699.0,951.0,2025.0,721.0,2003.0,899.0,1601.0,2383.0,4422.0,6674.0,78.0,4470.0,4299.0,2364.0,2133.0,149.0,4783.0,182.0,1212.0,6473.0,95.0,86.0,474.0,500.0,194.0,1721.0,869.0,840.0,515.0,421.0,29.0,11.0,1593.0,348.0,4678.0,1666.0,13408.0,15062.0,12291.0,5409.0,40999.0,19381.0,10587.0,35410.0,76409.0,76409.0,76845.0,76845.0,735.0,214714.0,866.0,1555.0,243.0,757.0,2509.0,3349.0,225444.0,4757.0,217214.0,1639.0,803.0,1253.0,221117.0
2003-05-11,9222.0,9027.0,3743.0,4365.0,7191.0,14269.0,548.0,1568.0,874.0,3196.0,6518.0,3748.0,10430.0,1066.0,14826.0,17581.0,33934.0,35552.0,3743.0,42203.0,7642.0,10113.0,398.0,85565.0,7909.0,104123.0,96875.0,3656.0,1803.0,101878.0,2872.0,104105.0,329.0,2901.0,111578.0,111955.0,450.0,431.0,171.0,1249.0,655.0,396.0,1687.0,250.0,974.0,384.0,1314.0,305.0,2152.0,690.0,914.0,1967.0,730.0,2033.0,861.0,1554.0,2330.0,4334.0,7079.0,83.0,4539.0,4295.0,2310.0,2062.0,140.0,4587.0,143.0,1342.0,6661.0,93.0,84.0,459.0,435.0,186.0,2257.0,867.0,741.0,600.0,418.0,29.0,1.0,1234.0,341.0,4478.0,1533.0,13777.0,15848.0,11695.0,5486.0,40841.0,19099.0,9720.0,35684.0,76525.0,76525.0,76946.0,76946.0,693.0,201450.0,650.0,1274.0,178.0,1251.0,2354.0,3327.0,214762.0,4717.0,206768.0,1652.0,845.0,1232.0,211641.0
2003-05-12,9345.0,9202.0,3449.0,4303.0,5789.0,13913.0,534.0,1480.0,851.0,3072.0,6214.0,3628.0,10003.0,1090.0,14861.0,17103.0,34173.0,35828.0,3748.0,42650.0,7534.0,9883.0,348.0,86130.0,8138.0,104546.0,127187.0,3815.0,1991.0,131955.0,2993.0,132822.0,398.0,3151.0,136421.0,135153.0,464.0,439.0,184.0,1295.0,668.0,435.0,1789.0,263.0,956.0,370.0,1239.0,306.0,1895.0,695.0,993.0,1979.0,877.0,1965.0,866.0,1518.0,2314.0,4412.0,7569.0,111.0,4558.0,4229.0,2197.0,1974.0,127.0,4419.0,144.0,1279.0,6735.0,94.0,84.0,458.0,385.0,191.0,2423.0,842.0,649.0,588.0,307.0,27.0,0.0,1176.0,399.0,4274.0,1398.0,13359.0,15520.0,11366.0,5058.0,39460.0,17863.0,9445.0,34383.0,73842.0,73842.0,74248.0,74248.0,634.0,196385.0,552.0,972.0,147.0,955.0,2125.0,3150.0,205299.0,4707.0,196489.0,1721.0,918.0,1215.0,200158.0
2003-05-13,10237.0,9786.0,3314.0,4165.0,4838.0,13586.0,513.0,1390.0,1011.0,2816.0,5870.0,3802.0,9830.0,1207.0,14677.0,16698.0,33969.0,35760.0,3910.0,43111.0,7742.0,9767.0,373.0,85560.0,8988.0,105153.0,120313.0,4161.0,2273.0,126947.0,3095.0,130016.0,405.0,3416.0,137882.0,138179.0,477.0,450.0,174.0,1369.0,705.0,466.0,1887.0,271.0,964.0,350.0,1210.0,396.0,1863.0,696.0,1132.0,2094.0,982.0,2041.0,863.0,1502.0,2302.0,4478.0,8027.0,96.0,4743.0,4319.0,2151.0,1871.0,114.0,4234.0,181.0,1138.0,6720.0,108.0,97.0,511.0,391.0,196.0,2344.0,812.0,601.0,394.0,235.0,25.0,0.0,1289.0,455.0,4508.0,1426.0,13364.0,15283.0,12042.0,4890.0,38518.0,17785.0,10225.0,33914.0,72432.0,72432.0,72829.0,72829.0,603.0,214962.0,548.0,894.0,126.0,715.0,1945.0,2948.0,223675.0,4697.0,214252.0,1830.0,1057.0,1201.0,216957.0
2003-05-14,11069.0,10449.0,3391.0,4064.0,4505.0,13518.0,488.0,1387.0,1243.0,2539.0,5718.0,4537.0,10409.0,1263.0,14692.0,16340.0,33831.0,35590.0,4166.0,42910.0,8591.0,9676.0,363.0,85707.0,9891.0,105613.0,120000.0,4656.0,2241.0,126685.0,3006.0,129253.0,393.0,3489.0,136114.0,136112.0,435.0,403.0,136.0,1283.0,666.0,416.0,1825.0,262.0,953.0,344.0,1155.0,252.0,1827.0,693.0,1245.0,2205.0,979.0,2187.0,988.0,1517.0,2290.0,4426.0,8447.0,83.0,5021.0,4524.0,2282.0,1895.0,103.0,4147.0,229.0,1004.0,6616.0,170.0,158.0,595.0,450.0,197.0,2210.0,797.0,559.0,282.0,189.0,23.0,14.0,1262.0,467.0,4824.0,1439.0,13718.0,15467.0,13421.0,4841.0,39334.0,18824.0,10928.0,34810.0,74144.0,74144.0,74535.0,74535.0,585.0,212735.0,496.0,806.0,110.0,669.0,1791.0,2750.0,222958.0,4652.0,213964.0,1830.0,1026.0,1188.0,218310.0
