, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-06-14,30181.0,18371.0,5833.0,6209.0,9009.0,18558.0,126.0,921.0,896.0,2821.0,4872.0,5253.0,10324.0,687.0,13845.0,18966.0,30995.0,32525.0,2900.0,39288.0,5729.0,7219.0,333.0,133266.0,9202.0,149623.0,138350.0,6749.0,2913.0,148697.0,3446.0,149253.0,642.0,5041.0,153839.0,153484.0,513.0,434.0,314.0,1255.0,1397.0,130.0,1893.0,480.0,1378.0,831.0,2393.0,728.0,2309.0,529.0,1253.0,2531.0,1363.0,3539.0,3605.0,10560.0,12127.0,15078.0,9739.0,114.0,8378.0,6988.0,5638.0,5359.0,56.0,8363.0,253.0,467.0,5353.0,603.0,599.0,713.0,392.0,139.0,321.0,1036.0,3347.0,839.0,662.0,42.0,131.0,10.0,102.0,1887.0,481.0,4139.0,849.0,12245.0,13627.0,23126.0,4992.0,47167.0,20171.0,9903.0,28107.0,75275.0,75275.0,75571.0,75571.0,1199.0,229586.0,336.0,829.0,233.0,1046.0,1880.0,2672.0,241095.0,5512.0,232677.0,1386.0,858.0,1127.0,235874.0
2004-06-15,26903.0,18259.0,5352.0,5976.0,9399.0,18331.0,115.0,867.0,849.0,2664.0,4614.0,4748.0,9483.0,647.0,13113.0,21243.0,30526.0,31956.0,2900.0,37661.0,5509.0,6172.0,319.0,133425.0,8528.0,148886.0,125000.0,6157.0,2717.0,135385.0,3246.0,138292.0,583.0,4743.0,146910.0,147564.0,382.0,356.0,306.0,994.0,1463.0,118.0,1911.0,438.0,1333.0,659.0,2295.0,841.0,2369.0,596.0,1205.0,2444.0,1326.0,3059.0,4465.0,10739.0,12078.0,14743.0,9848.0,92.0,8491.0,7116.0,5507.0,5146.0,55.0,8217.0,253.0,441.0,6042.0,465.0,461.0,683.0,392.0,132.0,289.0,1031.0,3366.0,856.0,691.0,40.0,130.0,8.0,120.0,1667.0,457.0,3318.0,784.0,11121.0,12458.0,21571.0,4436.0,39327.0,18921.0,8796.0,24393.0,63720.0,63720.0,63997.0,63997.0,1020.0,225498.0,293.0,717.0,193.0,783.0,1706.0,2458.0,235655.0,5110.0,226924.0,1280.0,741.0,1072.0,230826.0
2004-06-16,23712.0,17971.0,4747.0,5647.0,9486.0,17382.0,91.0,811.0,804.0,2531.0,4378.0,4179.0,8598.0,611.0,12018.0,20314.0,31345.0,32700.0,2900.0,38200.0,5137.0,5885.0,308.0,130080.0,7663.0,144850.0,125000.0,5577.0,2550.0,134111.0,3831.0,136207.0,525.0,4030.0,142412.0,142484.0,354.0,346.0,300.0,967.0,1468.0,110.0,1849.0,460.0,1249.0,694.0,2095.0,582.0,2439.0,590.0,1110.0,2299.0,1192.0,2613.0,4148.0,10512.0,11829.0,14489.0,9909.0,79.0,7969.0,6656.0,5296.0,5014.0,55.0,8049.0,253.0,417.0,6716.0,435.0,431.0,650.0,342.0,125.0,266.0,990.0,3385.0,880.0,665.0,26.0,127.0,6.0,81.0,1480.0,427.0,3442.0,727.0,10723.0,11746.0,20345.0,4017.0,38476.0,17344.0,7826.0,22806.0,61282.0,61282.0,61540.0,61540.0,882.0,210057.0,264.0,632.0,159.0,571.0,1556.0,2260.0,219458.0,4825.0,210662.0,1202.0,687.0,1013.0,214866.0
2004-06-17,21314.0,17755.0,4401.0,5431.0,9889.0,16702.0,71.0,759.0,767.0,2365.0,4107.0,3777.0,7884.0,584.0,11065.0,19127.0,29828.0,31140.0,2900.0,36800.0,4811.0,6274.0,297.0,126491.0,6932.0,140469.0,125000.0,5176.0,2478.0,133440.0,4575.0,135548.0,579.0,3592.0,141127.0,141167.0,363.0,385.0,302.0,1144.0,1487.0,107.0,1807.0,517.0,1293.0,957.0,2070.0,399.0,2318.0,584.0,975.0,2110.0,1041.0,2236.0,3566.0,9893.0,11218.0,13849.0,9964.0,71.0,7123.0,5769.0,4541.0,4508.0,54.0,7618.0,253.0,397.0,6659.0,413.0,410.0,620.0,284.0,121.0,251.0,940.0,3405.0,881.0,613.0,13.0,124.0,6.0,29.0,1330.0,404.0,3217.0,680.0,11349.0,12246.0,19346.0,3753.0,38086.0,15863.0,7041.0,20651.0,58737.0,58737.0,58976.0,58976.0,781.0,205721.0,244.0,568.0,132.0,434.0,1441.0,2088.0,213558.0,4809.0,204574.0,1156.0,673.0,976.0,207758.0
2004-06-18,19673.0,17582.0,4320.0,5474.0,10217.0,16582.0,58.0,715.0,733.0,2200.0,3849.0,3441.0,7289.0,560.0,10293.0,18474.0,27815.0,29061.0,2900.0,34545.0,4579.0,6275.0,286.0,125951.0,6306.0,138723.0,116250.0,4978.0,2679.0,126297.0,5176.0,130200.0,633.0,3625.0,137477.0,137925.0,368.0,414.0,305.0,1320.0,1514.0,131.0,1815.0,561.0,1447.0,1105.0,2192.0,461.0,2155.0,599.0,868.0,1955.0,1003.0,1923.0,3425.0,9306.0,10548.0,13025.0,10036.0,66.0,6732.0,5300.0,3771.0,3684.0,54.0,6829.0,253.0,379.0,6581.0,396.0,393.0,592.0,245.0,122.0,240.0,887.0,3426.0,857.0,560.0,8.0,120.0,5.0,5.0,1196.0,391.0,3093.0,640.0,11349.0,12376.0,18434.0,3715.0,37358.0,14706.0,6572.0,17471.0,54829.0,54829.0,55050.0,55050.0,707.0,200398.0,230.0,517.0,113.0,344.0,1351.0,1951.0,208132.0,4798.0,199427.0,1137.0,685.0,972.0,202687.0
2004-06-19,18502.0,17436.0,4191.0,5677.0,10140.0,16620.0,38.0,663.0,700.0,2054.0,3614.0,3161.0,6775.0,538.0,9630.0,18280.0,26416.0,27606.0,2900.0,32867.0,4388.0,6057.0,276.0,126071.0,5760.0,138032.0,89905.0,4942.0,2983.0,98851.0,5412.0,102144.0,645.0,3831.0,110164.0,111168.0,357.0,415.0,310.0,1406.0,1544.0,152.0,1858.0,560.0,1510.0,1119.0,2269.0,623.0,2121.0,589.0,779.0,1813.0,1014.0,1655.0,3475.0,8802.0,10003.0,12367.0,10103.0,63.0,6231.0,4795.0,3262.0,3072.0,54.0,6059.0,253.0,364.0,6530.0,381.0,378.0,565.0,215.0,122.0,231.0,832.0,3473.0,832.0,525.0,8.0,117.0,5.0,10.0,1076.0,378.0,3146.0,606.0,11116.0,12110.0,17587.0,3897.0,36366.0,13823.0,6252.0,16518.0,52884.0,52884.0,53090.0,53090.0,651.0,184940.0,218.0,475.0,99.0,275.0,1270.0,1841.0,195436.0,4786.0,187509.0,1139.0,700.0,977.0,191900.0
2004-06-20,18318.0,17860.0,4086.0,5972.0,9840.0,16775.0,37.0,608.0,669.0,1922.0,3389.0,2930.0,6319.0,518.0,9048.0,18266.0,25559.0,26703.0,2900.0,31772.0,4222.0,5871.0,266.0,128759.0,5280.0,139219.0,100047.0,4924.0,3137.0,106330.0,5388.0,106379.0,618.0,3937.0,109733.0,109211.0,331.0,388.0,317.0,1393.0,1594.0,146.0,1914.0,524.0,1501.0,1008.0,2248.0,670.0,2200.0,588.0,715.0,1703.0,1035.0,1480.0,3518.0,8531.0,9656.0,11856.0,10174.0,60.0,5916.0,4426.0,2734.0,2523.0,55.0,5440.0,253.0,351.0,6491.0,367.0,365.0,540.0,184.0,121.0,221.0,775.0,3536.0,807.0,486.0,8.0,114.0,4.0,20.0,972.0,361.0,3277.0,577.0,11051.0,11970.0,16797.0,4088.0,35410.0,13069.0,5990.0,15621.0,51031.0,51031.0,51221.0,51221.0,605.0,162759.0,208.0,437.0,89.0,220.0,1185.0,1737.0,170856.0,4775.0,163007.0,1124.0,694.0,987.0,167289.0
2004-06-21,17965.0,18189.0,3988.0,6011.0,9238.0,16759.0,37.0,567.0,641.0,1802.0,3184.0,2726.0,5910.0,498.0,8522.0,18348.0,26190.0,27278.0,2900.0,31886.0,4071.0,5703.0,256.0,128653.0,4858.0,139565.0,128750.0,4804.0,3122.0,136733.0,5122.0,137793.0,563.0,3884.0,140677.0,139605.0,304.0,352.0,321.0,1332.0,1690.0,129.0,2015.0,474.0,1483.0,926.0,2215.0,732.0,2272.0,571.0,671.0,1618.0,1070.0,1375.0,3611.0,8310.0,9427.0,11554.0,10250.0,57.0,5830.0,4317.0,2430.0,2080.0,54.0,4905.0,253.0,339.0,6456.0,355.0,353.0,516.0,162.0,118.0,209.0,724.0,3599.0,783.0,460.0,8.0,111.0,4.0,34.0,881.0,344.0,3365.0,553.0,11061.0,11942.0,16057.0,4194.0,34607.0,12422.0,5748.0,14537.0,49144.0,49144.0,49319.0,49319.0,570.0,173470.0,199.0,405.0,81.0,177.0,1108.0,1637.0,175565.0,4764.0,166546.0,1097.0,662.0,985.0,167918.0
2004-06-22,17530.0,18082.0,3887.0,5747.0,8444.0,16411.0,36.0,532.0,613.0,1695.0,3002.0,2540.0,5542.0,479.0,8046.0,18185.0,27994.0,29068.0,2900.0,33678.0,3936.0,5550.0,246.0,131183.0,4482.0,140601.0,126497.0,4591.0,3030.0,134445.0,4738.0,136337.0,492.0,3695.0,141592.0,141685.0,275.0,314.0,326.0,1230.0,1787.0,109.0,2103.0,422.0,1451.0,855.0,2176.0,783.0,2328.0,565.0,707.0,1613.0,1085.0,1315.0,3661.0,8058.0,9188.0,11285.0,10329.0,55.0,5809.0,4293.0,2346.0,1859.0,54.0,4550.0,253.0,328.0,6438.0,343.0,341.0,493.0,140.0,113.0,199.0,681.0,3662.0,758.0,434.0,8.0,108.0,4.0,35.0,801.0,330.0,3412.0,533.0,11048.0,11904.0,15366.0,4188.0,33794.0,11833.0,5435.0,13921.0,47715.0,47715.0,47875.0,47875.0,539.0,193497.0,191.0,377.0,76.0,135.0,1042.0,1547.0,198094.0,4756.0,189522.0,1063.0,631.0,974.0,191090.0
2004-06-23,16926.0,17994.0,3754.0,5328.0,7667.0,15865.0,36.0,501.0,588.0,1598.0,2841.0,2373.0,5214.0,462.0,7612.0,17723.0,27558.0,28634.0,2900.0,33343.0,3833.0,5420.0,238.0,132258.0,4143.0,141967.0,131399.0,4337.0,2891.0,139093.0,4357.0,140845.0,430.0,3435.0,145249.0,145091.0,254.0,287.0,332.0,1171.0,1885.0,97.0,2192.0,380.0,1410.0,816.0,2125.0,815.0,2380.0,566.0,743.0,1618.0,1084.0,1303.0,3624.0,7739.0,8883.0,10955.0,10385.0,53.0,5824.0,4276.0,2297.0,1773.0,54.0,4367.0,253.0,319.0,6430.0,332.0,331.0,472.0,128.0,110.0,194.0,644.0,3725.0,733.0,420.0,8.0,105.0,3.0,53.0,735.0,316.0,3405.0,515.0,11008.0,11838.0,14719.0,4173.0,32948.0,11252.0,5127.0,13319.0,46267.0,46267.0,46413.0,46413.0,514.0,192653.0,184.0,358.0,76.0,102.0,1021.0,1514.0,198024.0,4769.0,190194.0,1071.0,686.0,983.0,192946.0
