, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-07-28,7258.0,8319.0,1153.0,810.0,771.0,4204.0,149.0,374.0,378.0,585.0,1078.0,594.0,1828.0,106.0,2169.0,4049.0,7354.0,8162.0,206.0,8536.0,536.0,739.0,1372.0,43.0,98127.0,548.0,99601.0,103209.0,718.0,424.0,102894.0,706.0,104056.0,144.0,606.0,107905.0,108328.0,58.0,9.0,583.0,99.0,14.0,3228.0,44.0,246.0,180.0,362.0,572.0,2652.0,476.0,190.0,1287.0,680.0,818.0,600.0,3713.0,4068.0,5576.0,9614.0,8.0,5891.0,5310.0,2523.0,2431.0,41.0,4687.0,600.0,77.0,7594.0,160.0,191.0,183.0,38.0,34.0,32.0,307.0,3590.0,832.0,539.0,8.0,17.0,0.0,4.0,282.0,85.0,1667.0,223.0,8557.0,8776.0,4657.0,424.0,15447.0,1529.0,984.0,11855.0,27302.0,27302.0,27314.0,27314.0,0.0,142532.0,38.0,60.0,0.0,40.0,89.0,97.0,134569.0,4558.0,134933.0,707.0,266.0,528.0,134665.0
2015-07-29,7024.0,8260.0,1120.0,804.0,760.0,4152.0,158.0,442.0,312.0,586.0,1152.0,790.0,2092.0,89.0,2322.0,4026.0,7173.0,7965.0,198.0,8269.0,521.0,741.0,1369.0,34.0,98684.0,550.0,100622.0,104999.0,731.0,419.0,106132.0,679.0,107972.0,139.0,594.0,112592.0,112577.0,55.0,9.0,589.0,98.0,12.0,3171.0,44.0,241.0,226.0,385.0,478.0,2579.0,470.0,173.0,1222.0,677.0,849.0,603.0,3639.0,4012.0,5542.0,9615.0,4.0,5854.0,5232.0,2350.0,2223.0,40.0,4394.0,600.0,68.0,7430.0,149.0,178.0,172.0,33.0,32.0,16.0,290.0,3590.0,827.0,548.0,7.0,17.0,0.0,4.0,214.0,81.0,1652.0,222.0,8881.0,9170.0,4537.0,411.0,15774.0,1600.0,860.0,11867.0,27640.0,27640.0,27651.0,27651.0,1.0,150774.0,38.0,59.0,0.0,40.0,83.0,93.0,143226.0,4662.0,144194.0,714.0,282.0,525.0,145338.0
2015-07-30,6678.0,8244.0,1088.0,798.0,752.0,4101.0,124.0,420.0,264.0,580.0,1128.0,630.0,1902.0,87.0,2456.0,3949.0,6983.0,7752.0,194.0,8000.0,504.0,742.0,1368.0,29.0,98250.0,518.0,100387.0,104999.0,733.0,412.0,106136.0,662.0,107972.0,134.0,583.0,112414.0,112421.0,53.0,9.0,595.0,97.0,12.0,3137.0,44.0,236.0,274.0,408.0,347.0,2482.0,456.0,170.0,1121.0,656.0,824.0,575.0,3534.0,3918.0,5390.0,9622.0,4.0,5916.0,5282.0,2370.0,2218.0,36.0,4192.0,600.0,62.0,7373.0,140.0,167.0,167.0,34.0,31.0,2.0,282.0,3589.0,822.0,541.0,8.0,17.0,0.0,4.0,198.0,78.0,1626.0,221.0,8671.0,8992.0,4387.0,399.0,15692.0,1613.0,818.0,11886.0,27578.0,27578.0,27589.0,27589.0,1.0,149716.0,38.0,58.0,0.0,40.0,78.0,83.0,143302.0,4646.0,144519.0,753.0,316.0,524.0,146201.0
2015-07-31,6412.0,8236.0,1058.0,792.0,743.0,4048.0,104.0,364.0,259.0,568.0,1075.0,568.0,1780.0,87.0,2266.0,3884.0,6732.0,7476.0,190.0,7790.0,483.0,744.0,1367.0,28.0,97189.0,487.0,99330.0,104999.0,732.0,406.0,106136.0,648.0,107968.0,132.0,573.0,112227.0,112235.0,52.0,9.0,605.0,96.0,11.0,3134.0,44.0,232.0,302.0,432.0,280.0,2348.0,458.0,164.0,1057.0,634.0,737.0,560.0,3452.0,3849.0,5254.0,9627.0,2.0,5895.0,5270.0,2425.0,2283.0,32.0,4168.0,600.0,60.0,7368.0,134.0,162.0,166.0,35.0,30.0,0.0,276.0,3587.0,816.0,473.0,8.0,17.0,0.0,4.0,195.0,76.0,1611.0,221.0,8494.0,8769.0,4272.0,393.0,15633.0,1538.0,809.0,11800.0,27433.0,27433.0,27443.0,27443.0,0.0,145936.0,38.0,56.0,0.0,39.0,76.0,75.0,139973.0,4631.0,141268.0,784.0,342.0,525.0,143144.0
2015-08-01,6211.0,8202.0,1028.0,788.0,738.0,4001.0,92.0,328.0,258.0,552.0,1010.0,569.0,1709.0,87.0,2163.0,3827.0,6340.0,7042.0,187.0,7414.0,464.0,746.0,1366.0,28.0,96592.0,450.0,98575.0,103124.0,740.0,403.0,104610.0,633.0,106797.0,129.0,562.0,111272.0,111379.0,50.0,9.0,631.0,95.0,11.0,3164.0,43.0,228.0,302.0,456.0,302.0,2239.0,458.0,158.0,1024.0,622.0,675.0,553.0,3384.0,3795.0,5154.0,9632.0,2.0,5844.0,5211.0,2409.0,2284.0,32.0,4190.0,550.0,54.0,7361.0,130.0,156.0,164.0,35.0,29.0,0.0,270.0,3587.0,810.0,422.0,8.0,17.0,0.0,4.0,189.0,73.0,1598.0,222.0,8430.0,8657.0,4191.0,380.0,16492.0,1478.0,805.0,11698.0,28190.0,28190.0,28201.0,28201.0,1.0,143309.0,38.0,55.0,0.0,39.0,69.0,70.0,137343.0,4616.0,138588.0,792.0,335.0,524.0,140368.0
2015-08-02,6042.0,7730.0,1006.0,782.0,731.0,3960.0,86.0,310.0,256.0,540.0,967.0,573.0,1664.0,86.0,2091.0,3771.0,6098.0,6770.0,184.0,7144.0,450.0,747.0,1365.0,27.0,96247.0,417.0,98152.0,99999.0,743.0,400.0,101134.0,619.0,103020.0,127.0,554.0,107133.0,107250.0,48.0,9.0,658.0,95.0,11.0,3201.0,43.0,224.0,298.0,479.0,330.0,2190.0,458.0,152.0,966.0,612.0,640.0,546.0,3320.0,3731.0,5063.0,9637.0,1.0,5822.0,5176.0,2387.0,2263.0,32.0,4188.0,50.0,50.0,7352.0,126.0,151.0,161.0,35.0,29.0,0.0,264.0,3587.0,804.0,408.0,8.0,17.0,0.0,4.0,186.0,71.0,1585.0,224.0,8434.0,8640.0,4132.0,364.0,18136.0,1434.0,792.0,11622.0,29758.0,29758.0,29769.0,29769.0,1.0,141233.0,38.0,54.0,0.0,38.0,66.0,64.0,135703.0,4601.0,136970.0,778.0,320.0,524.0,138736.0
2015-08-03,5876.0,7728.0,992.0,769.0,725.0,3933.0,82.0,298.0,254.0,529.0,940.0,571.0,1628.0,86.0,2045.0,3728.0,6004.0,6665.0,181.0,7021.0,431.0,748.0,1364.0,26.0,96090.0,394.0,97882.0,101874.0,736.0,398.0,102658.0,605.0,103734.0,124.0,543.0,107154.0,107094.0,48.0,9.0,686.0,94.0,10.0,3240.0,42.0,220.0,296.0,503.0,356.0,2176.0,459.0,146.0,922.0,606.0,600.0,540.0,3260.0,3666.0,4971.0,9642.0,0.0,5815.0,5162.0,2391.0,2268.0,32.0,4197.0,0.0,50.0,7317.0,124.0,149.0,161.0,35.0,28.0,3.0,260.0,3587.0,799.0,421.0,8.0,18.0,0.0,4.0,182.0,68.0,1574.0,224.0,8498.0,8690.0,4071.0,362.0,19466.0,1398.0,778.0,10268.0,29733.0,29733.0,29741.0,29741.0,1.0,139016.0,38.0,54.0,0.0,38.0,64.0,60.0,133690.0,4586.0,134972.0,766.0,316.0,524.0,136707.0
2015-08-04,5749.0,7720.0,976.0,758.0,715.0,3904.0,82.0,290.0,252.0,520.0,920.0,564.0,1596.0,85.0,2007.0,3691.0,5962.0,6618.0,178.0,6961.0,415.0,744.0,1360.0,25.0,96201.0,366.0,97982.0,104999.0,734.0,394.0,106129.0,592.0,106796.0,122.0,533.0,110116.0,110030.0,48.0,9.0,713.0,94.0,10.0,3282.0,42.0,215.0,326.0,528.0,401.0,2175.0,458.0,139.0,888.0,602.0,576.0,535.0,3201.0,3600.0,4893.0,9647.0,0.0,5808.0,5147.0,2402.0,2283.0,32.0,4232.0,0.0,50.0,7111.0,121.0,146.0,159.0,35.0,28.0,12.0,256.0,3587.0,794.0,421.0,8.0,18.0,0.0,2.0,178.0,66.0,1562.0,226.0,8551.0,8751.0,4000.0,355.0,18567.0,1366.0,772.0,7990.0,26557.0,26557.0,26559.0,26559.0,1.0,137995.0,37.0,52.0,0.0,38.0,57.0,58.0,133136.0,4571.0,134440.0,748.0,306.0,523.0,136132.0
2015-08-05,5630.0,7714.0,962.0,748.0,708.0,3878.0,77.0,288.0,253.0,508.0,905.0,562.0,1571.0,85.0,1978.0,3662.0,5924.0,6576.0,175.0,6913.0,402.0,735.0,1348.0,24.0,95960.0,341.0,97750.0,104999.0,722.0,390.0,106122.0,580.0,106843.0,120.0,525.0,110182.0,110190.0,48.0,9.0,740.0,94.0,10.0,3327.0,42.0,210.0,340.0,551.0,471.0,2188.0,458.0,133.0,887.0,602.0,582.0,531.0,3176.0,3564.0,4824.0,9653.0,0.0,5822.0,5150.0,2420.0,2304.0,32.0,4286.0,0.0,46.0,6830.0,118.0,141.0,158.0,35.0,27.0,20.0,250.0,3587.0,788.0,436.0,8.0,18.0,0.0,2.0,175.0,65.0,1549.0,229.0,8514.0,8750.0,3947.0,348.0,18684.0,1339.0,760.0,7935.0,26619.0,26619.0,26620.0,26620.0,2.0,139026.0,37.0,50.0,0.0,38.0,54.0,49.0,134190.0,4556.0,135407.0,724.0,292.0,521.0,136844.0
2015-08-06,5522.0,7712.0,948.0,738.0,694.0,3854.0,74.0,282.0,252.0,495.0,892.0,563.0,1554.0,88.0,1953.0,3631.0,5895.0,6544.0,175.0,6950.0,391.0,726.0,1337.0,26.0,95725.0,322.0,97483.0,104999.0,722.0,390.0,106112.0,578.0,106830.0,118.0,517.0,109988.0,109996.0,48.0,10.0,768.0,94.0,11.0,3377.0,42.0,206.0,328.0,574.0,580.0,2228.0,459.0,129.0,888.0,606.0,612.0,528.0,3223.0,3599.0,4820.0,9658.0,0.0,5868.0,5184.0,2465.0,2347.0,32.0,4362.0,0.0,40.0,6559.0,114.0,136.0,157.0,35.0,27.0,11.0,250.0,3586.0,782.0,468.0,8.0,18.0,0.0,2.0,188.0,64.0,1541.0,232.0,8334.0,8609.0,3899.0,347.0,18554.0,1312.0,763.0,7878.0,26433.0,26433.0,26433.0,26433.0,2.0,138866.0,37.0,50.0,0.0,38.0,53.0,40.0,134558.0,4540.0,135862.0,724.0,278.0,519.0,137390.0
