, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2018-05-08, 45814, 30579, 18864, 20306, 28075, 45410, 865, 3682, 4145, 18706, , 16144, 42814, 3017, 49734, 51224, 86140, 96012, 6319, 103679, 40632, 23765, 24830, 1602, 172248, 29918, 226424, 207499, 21589, 14108, 242355, 10933, 246923, 2234, 13376, 273532, 273050, 1307, 1245, 2156, 4843, 1962, 7161, 1313, 3699, 1682, 6890, 10765, 10474, 1937, 3268, 6059, 2049, 6252, 6318, 10884, 15983, 22398, 15109, 322, 17391, 17734, 14135, 14342, 727, 16565, 8266, 531, 13484, 1275, 748, 1789, 1523, 363, 439, 3851, 6515, 3898, 2749, 20, 123, 9, 51, 3556, 1359, 7408, 2220, 26151, 28556, 55040, 9262, 83625, 57322, 30411, 61982, 134403, 130394, 131205, 131205, 830, 396264, 372, 625, 51, 383, 2621, 2906, 395150, 5107, 393633, 3068, 1155, 1999, 396463
2018-05-09, 50425, 30235, 19452, 20309, 28156, 46477, 797, 3713, 4443, 20395, , 17300, 46427, 2825, 55639, 56255, 95397, 106313, 6038, 114129, 47440, 25154, 26445, 1225, 181096, 32205, 239215, 185382, 24107, 15112, 225925, 11809, 232937, 2503, 13641, 254953, 256187, 1838, 1590, 2446, 4978, 2372, 7796, 1599, 4464, 2464, 7111, 11421, 11266, 1921, 3532, 6318, 2267, 6849, 7698, 12280, 16867, 23546, 15037, 309, 17902, 18168, 14523, 14639, 682, 16629, 8242, 540, 13489, 1604, 1096, 1984, 1604, 329, 433, 4123, 6486, 3964, 2809, 17, 121, 9, 57, 3835, 1417, 7281, 2297, 25920, 28468, 60264, 9969, 90675, 58554, 25270, 61659, 148025, 144621, 145402, 145402, 878, 420040, 408, 627, 52, 383, 2500, 2659, 428682, 5202, 428539, 3349, 1358, 2029, 434007
2018-05-10, 53534, 36131, 20138, 20483, 28372, 47151, 980, 4054, 4817, 20717, , 17661, 47563, 2846, 56542, 57298, 99110, 110408, 6009, 119481, 40418, 25148, 26638, 997, 191423, 34991, 252124, 181534, 26502, 16536, 224052, 16349, 229506, 3027, 15928, 244807, 244706, 1778, 1499, 2430, 5151, 2450, 8940, 1859, 5732, 2649, 9091, 14606, 12190, 1980, 3971, 6665, 2554, 7262, 8895, 13400, 17794, 24342, 15107, 297, 18267, 18489, 14950, 15030, 651, 16974, 8217, 544, 13597, 2005, 1478, 2174, 1763, 322, 410, 4467, 6486, 3951, 2872, 18, 120, 8, 59, 4353, 1520, 7703, 2525, 26395, 28591, 66779, 11443, 98210, 64030, 29067, 66521, 164731, 161932, 162681, 162681, 1150, 415298, 486, 671, 52, 455, 3238, 3219, 424271, 5688, 424887, 3868, 1739, 2369, 432263
2018-05-11, 57872, 30681, 20141, 19592, 27700, 46854, 1018, 4655, 5231, 20620, , 19011, 49962, 2613, 58427, 58953, 102480, 114093, 5819, 122605, 35318, 25057, 26518, 853, 202025, 37373, 265090, 180811, 29891, 16849, 226574, 14058, 231904, 2618, 13846, 245964, 246017, 1224, 1175, 2221, 3925, 1790, 7889, 1471, 4851, 2100, 7859, 13819, 13859, 1997, 4074, 6847, 2649, 7912, 9668, 14172, 18488, 25560, 15158, 286, 18551, 18691, 15195, 15243, 641, 17344, 8193, 533, 13685, 1963, 1433, 2121, 1776, 313, 358, 4343, 6448, 3938, 2935, 19, 119, 7, 41, 4220, 1432, 7881, 2516, 27289, 29344, 66488, 11475, 102268, 63390, 25299, 67496, 169764, 167571, 168287, 168287, 1119, 429137, 425, 711, 52, 537, 2950, 3337, 437310, 5587, 437343, 3665, 1550, 2386, 444262
2018-05-12, 52667, 25452, 17519, 18180, 24036, 42966, 866, 4510, 5256, 19917, , 18190, 48662, 2402, 57912, 56457, 104527, 116317, 5646, 124820, 31263, 24955, 26404, 723, 214715, 36851, 275506, 180133, 32344, 15262, 227840, 9778, 232773, 2140, 10364, 243473, 243586, 1019, 970, 2043, 3076, 1256, 6582, 1197, 4540, 1812, 7742, 11759, 14509, 1867, 4099, 6922, 2756, 8308, 9141, 13738, 17777, 24935, 15181, 279, 18968, 19039, 15541, 15520, 640, 17640, 7599, 510, 13720, 1695, 1205, 1921, 1573, 332, 340, 4039, 6394, 3925, 2996, 19, 118, 5, 21, 3867, 1291, 7491, 2243, 27201, 29287, 59853, 9883, 95719, 58034, 22301, 62368, 158086, 156498, 157185, 157185, 990, 422715, 360, 655, 53, 553, 2361, 2687, 434764, 5451, 435230, 3334, 1305, 2236, 443329
2018-05-13, 46350, 23858, 15202, 16560, 20381, 38790, 791, 4090, 5040, 18873, , 16406, 45266, 2242, 54413, 51749, 103057, 114630, 5479, 123315, 26557, 24540, 26046, 659, 232123, 34524, 291685, 187498, 31480, 13798, 233155, 8016, 236588, 1975, 8909, 244138, 243826, 1011, 936, 2025, 3294, 1311, 5929, 1207, 4469, 1816, 7510, 10465, 13579, 1715, 3889, 6615, 2787, 8426, 8728, 13372, 17437, 24602, 15199, 270, 19110, 19149, 15815, 15777, 638, 17882, 6664, 486, 13666, 1559, 1079, 1811, 1477, 315, 352, 3733, 6367, 3912, 3060, 15, 117, 5, 3, 3529, 1195, 7147, 2008, 26719, 28685, 52538, 8326, 86709, 51839, 20771, 56194, 142902, 141919, 142582, 142582, 913, 406148, 302, 591, 53, 457, 1957, 2174, 418480, 5440, 419068, 3343, 1217, 2119, 427019
2018-05-14, 47063, 23148, 15245, 16403, 19310, 38088, 764, 3672, 4759, 17627, , 14771, 41708, 2167, 50229, 48626, 99984, 111151, 5354, 120107, 23675, 24040, 25520, 628, 237201, 32445, 295411, 199998, 28957, 13585, 244769, 9266, 249558, 2121, 9675, 258464, 258076, 1097, 992, 2121, 3938, 1535, 6156, 1373, 4674, 1981, 8038, 10730, 12297, 1584, 3659, 6078, 2702, 8137, 7845, 12676, 16370, 23409, 15168, 255, 18994, 18987, 15786, 15735, 626, 17938, 5729, 463, 13206, 1367, 920, 1697, 1365, 293, 345, 3617, 6574, 3899, 3124, 13, 115, 3, 0, 3439, 1191, 7147, 1929, 26552, 28333, 48337, 7788, 79377, 47814, 20656, 51629, 131007, 130628, 131272, 131272, 808, 399862, 267, 537, 53, 370, 1738, 1887, 408350, 5450, 408495, 3651, 1331, 2158, 415439
2018-05-15,51618.0,23222.0,17064.0,17203.0,21053.0,40486.0,796.0,3523.0,4764.0,16919.0,24088.0,14184.0,40411.0,2122.0,47865.0,49588.0,97448.0,108258.0,5269.0,117293.0,22181.0,23540.0,24993.0,606.0,241617.0,30901.0,297758.0,199998.0,27448.0,14144.0,242932.0,10879.0,248514.0,2310.0,10965.0,259378.0,259354.0,1104.0,1007.0,2193.0,4241.0,1625.0,6480.0,1469.0,4765.0,2117.0,8069.0,11239.0,11821.0,1525.0,3641.0,5833.0,2700.0,7606.0,7514.0,12414.0,15653.0,21982.0,15178.0,244.0,18414.0,18386.0,15422.0,15380.0,599.0,17666.0,4793.0,448.0,12496.0,1297.0,848.0,1667.0,1326.0,282.0,334.0,3639.0,6853.0,3886.0,3188.0,11.0,114.0,2.0,0.0,3478.0,1236.0,7251.0,1917.0,26433.0,28179.0,49540.0,7593.0,77627.0,46927.0,21382.0,50268.0,127895.0,127895.0,128522.0,128522.0,719.0,400453.0,267.0,495.0,54.0,322.0,1614.0,1731.0,409302.0,5370.0,409293.0,3814.0,1390.0,2224.0,416588.0
2018-05-16,54356.0,25921.0,19035.0,18069.0,23450.0,43376.0,828.0,3526.0,5046.0,16761.0,25138.0,14362.0,40632.0,2071.0,47530.0,52525.0,97070.0,107762.0,5194.0,116812.0,21249.0,23040.0,24466.0,583.0,245976.0,29352.0,300016.0,218060.0,27462.0,14492.0,259046.0,10690.0,263507.0,2290.0,11125.0,272095.0,271271.0,1012.0,927.0,2189.0,3915.0,1445.0,6436.0,1370.0,4573.0,1984.0,7861.0,11187.0,11992.0,1516.0,3780.0,5809.0,2786.0,7261.0,7943.0,12773.0,15831.0,21517.0,15208.0,233.0,17658.0,17559.0,14684.0,14626.0,569.0,17012.0,3858.0,435.0,11659.0,1284.0,815.0,1667.0,1334.0,279.0,333.0,3709.0,7129.0,3873.0,3252.0,11.0,113.0,0.0,0.0,3526.0,1272.0,7395.0,1916.0,26065.0,27786.0,52677.0,7107.0,79698.0,47552.0,22042.0,50737.0,130435.0,130435.0,131045.0,131045.0,652.0,405330.0,262.0,479.0,54.0,308.0,1523.0,1620.0,411734.0,5293.0,411372.0,3652.0,1271.0,2206.0,418261.0
2018-05-17,53201.0,25832.0,19876.0,18239.0,24896.0,44839.0,833.0,3536.0,5296.0,16757.0,27726.0,14496.0,41048.0,2012.0,47948.0,55171.0,97996.0,108698.0,5133.0,117675.0,20257.0,22556.0,23950.0,565.0,249811.0,27614.0,301699.0,222497.0,27663.0,14176.0,264778.0,9155.0,270694.0,2125.0,10200.0,280799.0,280741.0,919.0,829.0,2093.0,3452.0,1224.0,6034.0,1261.0,4278.0,1893.0,7271.0,10259.0,12040.0,1551.0,4022.0,6111.0,2915.0,7314.0,8674.0,13455.0,16563.0,22149.0,15277.0,224.0,17301.0,17080.0,14083.0,13930.0,554.0,16280.0,2923.0,419.0,10756.0,1263.0,804.0,1653.0,1339.0,273.0,334.0,3664.0,8331.0,3870.0,3677.0,11.0,112.0,0.0,0.0,3488.0,1254.0,7462.0,1879.0,25708.0,27352.0,54825.0,6459.0,81365.0,47888.0,22375.0,51188.0,132553.0,132553.0,133146.0,133146.0,602.0,423189.0,245.0,473.0,54.0,297.0,1445.0,1628.0,428909.0,5221.0,428264.0,3409.0,1161.0,2115.0,434086.0
