, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2005-03-14,5366.0,5792.0,1617.0,1133.0,1752.0,3517.0,133.0,332.0,182.0,802.0,1493.0,1060.0,2598.0,341.0,3784.0,5092.0,8726.0,9685.0,1155.0,10098.0,3243.0,4109.0,163.0,53467.0,3614.0,60518.0,93232.0,2662.0,774.0,91672.0,2170.0,87449.0,231.0,2189.0,81571.0,80618.0,153.0,198.0,219.0,696.0,431.0,95.0,907.0,111.0,381.0,278.0,528.0,1399.0,1835.0,328.0,427.0,1353.0,407.0,1600.0,469.0,1165.0,1437.0,2297.0,1400.0,26.0,2292.0,2126.0,1945.0,2031.0,355.0,4771.0,621.0,427.0,7029.0,51.0,96.0,178.0,287.0,103.0,815.0,425.0,627.0,245.0,651.0,416.0,165.0,123.0,52.0,479.0,94.0,1512.0,670.0,10626.0,11188.0,4707.0,1362.0,16093.0,5324.0,4354.0,7059.0,23152.0,23152.0,23314.0,23314.0,114.0,99315.0,103.0,172.0,45.0,195.0,1072.0,1301.0,109939.0,4413.0,107480.0,795.0,328.0,705.0,116816.0
2005-03-15,5143.0,5670.0,1536.0,1007.0,1545.0,3392.0,133.0,330.0,189.0,804.0,1513.0,1005.0,2561.0,335.0,3774.0,5009.0,8694.0,9624.0,1144.0,11019.0,3102.0,4211.0,157.0,57409.0,3552.0,64110.0,100078.0,2611.0,815.0,103657.0,2056.0,105496.0,238.0,2044.0,107665.0,107551.0,156.0,185.0,224.0,754.0,445.0,141.0,920.0,111.0,377.0,279.0,515.0,1345.0,1799.0,325.0,422.0,1336.0,366.0,1590.0,456.0,1148.0,1394.0,2201.0,1385.0,26.0,2275.0,2111.0,1942.0,2027.0,360.0,4943.0,603.0,322.0,7091.0,50.0,94.0,175.0,254.0,99.0,675.0,325.0,600.0,243.0,641.0,473.0,125.0,100.0,51.0,432.0,92.0,1276.0,558.0,10171.0,10768.0,4627.0,1284.0,17184.0,5011.0,3708.0,6829.0,24012.0,24012.0,24172.0,24172.0,112.0,121033.0,99.0,165.0,45.0,166.0,927.0,1213.0,123376.0,4501.0,118042.0,828.0,323.0,714.0,117460.0
2005-03-16,4959.0,5588.0,1506.0,930.0,1424.0,3367.0,132.0,329.0,184.0,772.0,1490.0,952.0,2484.0,323.0,3727.0,4941.0,8615.0,9520.0,1121.0,11137.0,3035.0,4327.0,157.0,60792.0,3468.0,68259.0,100000.0,2471.0,804.0,103420.0,1946.0,105054.0,221.0,1841.0,106941.0,106954.0,161.0,187.0,227.0,747.0,460.0,149.0,950.0,111.0,403.0,286.0,535.0,1310.0,1747.0,324.0,416.0,1315.0,343.0,1548.0,446.0,1125.0,1355.0,2137.0,1388.0,25.0,2244.0,2074.0,1905.0,2009.0,371.0,4922.0,575.0,268.0,7136.0,50.0,94.0,172.0,235.0,97.0,616.0,307.0,582.0,242.0,621.0,595.0,107.0,84.0,47.0,408.0,89.0,1153.0,455.0,9676.0,10184.0,4531.0,1220.0,17015.0,4693.0,3247.0,6574.0,23589.0,23589.0,23747.0,23747.0,110.0,133031.0,95.0,159.0,45.0,172.0,913.0,1200.0,140033.0,4487.0,135732.0,828.0,330.0,734.0,137211.0
2005-03-17,4777.0,5536.0,1469.0,888.0,1343.0,3405.0,132.0,327.0,180.0,742.0,1444.0,912.0,2395.0,311.0,3639.0,4840.0,8496.0,9345.0,1111.0,10970.0,3032.0,4455.0,159.0,60512.0,3423.0,69381.0,98984.0,2331.0,759.0,102461.0,1823.0,104284.0,193.0,1636.0,106195.0,106263.0,152.0,170.0,231.0,637.0,462.0,119.0,947.0,103.0,400.0,274.0,539.0,1288.0,1697.0,323.0,410.0,1295.0,334.0,1509.0,437.0,1106.0,1317.0,2086.0,1394.0,25.0,2206.0,2034.0,1857.0,1961.0,381.0,4887.0,547.0,229.0,7092.0,50.0,93.0,169.0,224.0,95.0,583.0,304.0,572.0,235.0,609.0,533.0,99.0,64.0,42.0,381.0,87.0,1102.0,474.0,9551.0,9888.0,4451.0,1172.0,16861.0,4439.0,2952.0,6327.0,23188.0,23188.0,23344.0,23344.0,109.0,132190.0,92.0,154.0,44.0,176.0,928.0,1208.0,139427.0,4474.0,135274.0,811.0,337.0,733.0,137253.0
2005-03-18,4632.0,5460.0,1425.0,856.0,1281.0,3479.0,131.0,326.0,176.0,717.0,1399.0,886.0,2324.0,300.0,3541.0,4788.0,8346.0,9152.0,1073.0,10615.0,2974.0,4567.0,150.0,59135.0,3245.0,68579.0,90000.0,2202.0,719.0,94313.0,1732.0,97156.0,173.0,1480.0,100173.0,100599.0,138.0,143.0,229.0,501.0,456.0,95.0,917.0,99.0,376.0,257.0,504.0,1210.0,1641.0,321.0,405.0,1275.0,330.0,1479.0,429.0,1092.0,1284.0,2042.0,1400.0,25.0,2172.0,1995.0,1807.0,1906.0,386.0,4833.0,519.0,200.0,6992.0,50.0,92.0,165.0,206.0,93.0,562.0,310.0,558.0,227.0,591.0,414.0,94.0,51.0,38.0,356.0,84.0,1054.0,486.0,9555.0,9876.0,4322.0,1134.0,16718.0,4211.0,2607.0,6091.0,22809.0,22809.0,22964.0,22964.0,107.0,129780.0,90.0,149.0,44.0,157.0,857.0,1185.0,137444.0,4458.0,133362.0,794.0,321.0,697.0,135485.0
2005-03-19,4503.0,5402.0,1385.0,829.0,1227.0,3468.0,131.0,324.0,172.0,694.0,1360.0,871.0,2267.0,291.0,3449.0,4786.0,8202.0,8975.0,1019.0,10411.0,2900.0,4590.0,143.0,57890.0,3017.0,67229.0,67344.0,2082.0,692.0,71587.0,1670.0,74831.0,163.0,1391.0,78944.0,79888.0,129.0,131.0,227.0,445.0,450.0,85.0,884.0,95.0,355.0,242.0,465.0,1094.0,1553.0,320.0,398.0,1251.0,328.0,1449.0,422.0,1080.0,1263.0,2005.0,1406.0,25.0,2146.0,1965.0,1757.0,1849.0,386.0,4760.0,491.0,178.0,6902.0,49.0,90.0,162.0,187.0,91.0,536.0,290.0,542.0,219.0,568.0,352.0,92.0,43.0,33.0,331.0,82.0,1014.0,430.0,9390.0,9748.0,4189.0,1102.0,16539.0,3996.0,2381.0,5873.0,22412.0,22412.0,22565.0,22565.0,105.0,118428.0,87.0,145.0,43.0,126.0,775.0,1114.0,127975.0,4453.0,124350.0,781.0,312.0,678.0,127332.0
2005-03-20,4386.0,5355.0,1347.0,805.0,1179.0,3449.0,130.0,323.0,169.0,673.0,1325.0,860.0,2219.0,281.0,3359.0,4733.0,8068.0,8806.0,965.0,10270.0,2759.0,4579.0,140.0,56633.0,2818.0,65841.0,65164.0,1973.0,672.0,66187.0,1617.0,66351.0,162.0,1339.0,66822.0,66803.0,124.0,126.0,225.0,438.0,446.0,79.0,859.0,93.0,337.0,230.0,430.0,983.0,1432.0,318.0,392.0,1227.0,326.0,1418.0,416.0,1070.0,1252.0,1983.0,1412.0,25.0,2121.0,1937.0,1713.0,1795.0,383.0,4681.0,463.0,162.0,6839.0,49.0,89.0,160.0,176.0,89.0,508.0,274.0,526.0,211.0,544.0,389.0,91.0,37.0,26.0,309.0,80.0,982.0,388.0,9190.0,9564.0,4072.0,1074.0,16374.0,3798.0,2219.0,5669.0,22043.0,22043.0,22194.0,22194.0,103.0,97702.0,84.0,141.0,43.0,106.0,726.0,1039.0,107253.0,4456.0,103846.0,770.0,307.0,672.0,107315.0
2005-03-21,4273.0,5312.0,1311.0,781.0,1137.0,3436.0,130.0,322.0,167.0,657.0,1296.0,853.0,2182.0,272.0,3278.0,4678.0,7949.0,8670.0,916.0,10217.0,2659.0,4529.0,140.0,55114.0,2645.0,64042.0,99793.0,1874.0,653.0,101437.0,1583.0,101322.0,161.0,1301.0,99155.0,97796.0,130.0,133.0,226.0,489.0,452.0,78.0,850.0,98.0,327.0,226.0,401.0,886.0,1319.0,317.0,385.0,1203.0,323.0,1376.0,411.0,1061.0,1242.0,1965.0,1419.0,25.0,2094.0,1908.0,1668.0,1744.0,377.0,4603.0,434.0,150.0,6773.0,49.0,88.0,157.0,176.0,88.0,492.0,269.0,511.0,204.0,519.0,543.0,90.0,32.0,21.0,287.0,78.0,955.0,360.0,9027.0,9413.0,3972.0,1051.0,16228.0,3633.0,2093.0,5490.0,21719.0,21719.0,21868.0,21868.0,101.0,99279.0,82.0,138.0,43.0,95.0,714.0,998.0,102949.0,4467.0,98207.0,773.0,306.0,677.0,99128.0
2005-03-22,4227.0,5273.0,1277.0,758.0,1098.0,3429.0,130.0,321.0,164.0,639.0,1268.0,847.0,2145.0,264.0,3210.0,4696.0,7853.0,8598.0,914.0,10497.0,2682.0,4462.0,149.0,54548.0,2516.0,62948.0,98885.0,1783.0,635.0,101471.0,1536.0,103111.0,152.0,1268.0,104539.0,104591.0,139.0,152.0,232.0,608.0,464.0,79.0,851.0,93.0,324.0,221.0,380.0,813.0,1234.0,316.0,379.0,1180.0,321.0,1332.0,407.0,1052.0,1233.0,1948.0,1425.0,25.0,2058.0,1871.0,1623.0,1692.0,372.0,4527.0,406.0,150.0,6775.0,49.0,87.0,155.0,185.0,90.0,499.0,280.0,507.0,196.0,494.0,794.0,96.0,31.0,14.0,266.0,76.0,946.0,402.0,8926.0,9317.0,3907.0,1030.0,16109.0,3544.0,2086.0,5376.0,21484.0,21484.0,21634.0,21634.0,100.0,125428.0,80.0,135.0,43.0,91.0,837.0,1046.0,129745.0,4481.0,124637.0,774.0,335.0,714.0,124522.0
2005-03-23,4179.0,5244.0,1245.0,737.0,1063.0,3427.0,129.0,320.0,170.0,627.0,1257.0,846.0,2132.0,256.0,3147.0,4667.0,7763.0,8476.0,1101.0,10772.0,2683.0,4390.0,207.0,54975.0,2530.0,63133.0,98889.0,1714.0,619.0,101294.0,1493.0,102830.0,146.0,1237.0,104061.0,104062.0,136.0,146.0,235.0,520.0,469.0,75.0,851.0,91.0,323.0,216.0,363.0,754.0,1157.0,315.0,374.0,1159.0,320.0,1289.0,403.0,1045.0,1224.0,1935.0,1434.0,26.0,2020.0,1830.0,1570.0,1636.0,365.0,4448.0,378.0,179.0,6721.0,49.0,85.0,156.0,193.0,92.0,520.0,317.0,501.0,188.0,472.0,956.0,125.0,31.0,10.0,250.0,74.0,936.0,520.0,8958.0,9343.0,3837.0,1012.0,16020.0,3559.0,2038.0,5358.0,21379.0,21379.0,21530.0,21530.0,99.0,127147.0,78.0,132.0,42.0,88.0,954.0,1190.0,133977.0,4475.0,129742.0,758.0,352.0,732.0,131622.0
