, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIVER AT SPOKANE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-06-28,30423.0,19794.0,8764.0,8773.0,8240.0,26457.0,788.0,1451.0,2968.0,6517.0,5625.0,12362.0,675.0,15450.0,34182.0,52823.0,57085.0,3192.0,62949.0,9025.0,8066.54,9097.0,348.0,144559.0,7021.0,164545.0,181929.0,9072.0,5936.0,197099.0,6199.0,204805.0,1499.0,8712.0,225020.0,224813.0,445.0,439.0,301.0,1989.0,2364.0,293.0,3292.0,787.0,2312.0,1054.0,3539.0,3250.0,5203.0,460.0,1028.0,2184.0,2345.0,2658.0,3244.0,9477.0,12148.0,16192.0,16768.0,114.0,12140.0,11136.0,7069.0,7245.0,123.0,9488.0,235.0,807.0,6000.0,1914.0,1952.0,1521.0,930.0,297.0,698.0,1657.0,4455.0,1520.0,1276.0,94.0,158.0,0.0,54.0,1216.0,415.0,5318.0,866.0,13398.0,14929.0,31615.0,5636.0,58496.0,14939.0,6664.0,22430.0,80925.0,80925.0,81226.0,81226.0,180.0,316070.0,112.0,148.0,34.0,207.0,1400.0,2031.0,325039.0,5130.0,326442.0,1906.0,747.0,1172.0,335253.0
2010-06-29,27336.0,19073.0,8532.0,8186.0,7430.0,24286.0,757.0,1351.0,2820.0,6037.0,5295.0,11506.0,649.0,14371.0,32320.0,48720.0,53270.0,3000.0,59026.0,8315.0,8178.43,9173.0,333.0,137344.0,6642.0,154409.0,177500.0,8708.0,5405.0,192868.0,5582.0,200536.0,1315.0,9008.0,222118.0,222454.0,361.0,396.0,325.0,1855.0,2296.0,272.0,3291.0,735.0,2158.0,974.0,3265.0,2888.0,4551.0,462.0,925.0,1849.0,2146.0,2597.0,3157.0,9238.0,11789.0,15741.0,16528.0,112.0,12128.0,11072.0,7155.0,7346.0,119.0,9586.0,235.0,807.0,5914.0,1722.0,1772.0,1461.0,939.0,291.0,677.0,1549.0,4443.0,1530.0,1275.0,86.0,157.0,0.0,51.0,1164.0,390.0,5211.0,810.0,13477.0,14894.0,30104.0,5251.0,52358.0,14125.0,6110.0,21486.0,73844.0,73844.0,74109.0,74109.0,177.0,306667.0,110.0,144.0,38.0,198.0,1334.0,1916.0,316801.0,5050.0,318286.0,1810.0,679.0,1183.0,322805.0
2010-06-30,24060.0,18035.0,8380.0,7564.0,7037.0,22690.0,748.0,1275.0,2679.0,5657.0,4906.0,10691.0,617.0,13405.0,29681.0,45809.0,50126.0,2737.0,55283.0,7715.0,8000.28,9043.0,318.0,135519.0,6327.0,151906.0,166250.0,8361.0,4990.0,181139.0,4887.0,188263.0,1111.0,8866.0,209859.0,210438.0,300.0,330.0,333.0,1581.0,2069.0,253.0,3055.0,657.0,1943.0,832.0,2893.0,2278.0,3984.0,459.0,1010.0,1903.0,2128.0,2363.0,3020.0,9153.0,11625.0,15316.0,16233.0,111.0,11876.0,10740.0,7005.0,7189.0,119.0,9544.0,235.0,816.0,5884.0,1676.0,1741.0,1353.0,883.0,296.0,671.0,1418.0,4432.0,1539.0,1353.0,84.0,156.0,0.0,46.0,1137.0,370.0,4957.0,768.0,13410.0,14851.0,28765.0,4948.0,50498.0,13358.0,5730.0,20503.0,71002.0,71002.0,71230.0,71230.0,172.0,294520.0,107.0,140.0,41.0,189.0,1271.0,1824.0,305070.0,4974.0,306600.0,1704.0,629.0,1153.0,311238.0
2010-07-01,21876.0,16178.0,7718.0,6853.0,6852.0,21325.0,753.0,1185.0,2553.0,5384.0,4671.0,10136.0,575.0,12664.0,28314.0,43962.0,48146.0,2520.0,52761.0,7202.0,8066.5,9015.0,305.0,131430.0,5963.0,148056.0,155515.0,7967.0,4661.0,169731.0,4316.0,176377.0,922.0,8228.0,197481.0,198276.0,266.0,275.0,343.0,1337.0,1857.0,236.0,2825.0,586.0,1746.0,727.0,2595.0,1723.0,3455.0,464.0,1101.0,2110.0,2145.0,2434.0,2996.0,9277.0,11728.0,15258.0,14742.0,108.0,11258.0,10123.0,6682.0,6865.0,120.0,9368.0,235.0,791.0,5954.0,1600.0,1678.0,1269.0,859.0,277.0,661.0,1301.0,4421.0,1536.0,1414.0,84.0,155.0,0.0,72.0,1065.0,351.0,4724.0,730.0,13229.0,14699.0,27564.0,4704.0,48949.0,12694.0,5341.0,19352.0,68301.0,68301.0,68493.0,68493.0,165.0,281176.0,105.0,135.0,45.0,181.0,1214.0,1750.0,292060.0,4909.0,293633.0,1627.0,606.0,1106.0,298423.0
2010-07-02,20442.0,14601.0,6769.0,6044.0,6188.0,19147.0,736.0,1069.0,2438.0,5120.0,4456.0,9611.0,541.0,12035.0,26081.0,42732.0,46838.0,2389.0,50973.0,6747.0,7844.22,8857.0,295.0,127704.0,5595.0,142923.0,143750.0,7468.0,4384.0,158653.0,3904.0,165592.0,777.0,7470.0,185748.0,186457.0,250.0,256.0,353.0,1257.0,1759.0,221.0,2603.0,539.0,1583.0,679.0,2356.0,1160.0,2913.0,478.0,1027.0,2049.0,2041.0,2739.0,2821.0,9034.0,11375.0,14979.0,13031.0,106.0,9693.0,8585.0,5651.0,5917.0,111.0,8782.0,235.0,752.0,6004.0,1459.0,1545.0,1212.0,844.0,252.0,643.0,1205.0,4411.0,1531.0,1464.0,85.0,153.0,0.0,99.0,1014.0,333.0,4545.0,688.0,13198.0,14589.0,26313.0,4502.0,47105.0,11620.0,4896.0,17100.0,64205.0,64205.0,64361.0,64361.0,156.0,263168.0,103.0,129.0,47.0,174.0,1162.0,1672.0,273475.0,4856.0,275072.0,1577.0,599.0,1068.0,279862.0
2010-07-03,19322.0,13426.0,6030.0,5562.0,5622.0,17740.0,706.0,984.0,2333.0,4871.0,4053.0,8926.0,514.0,11326.0,23870.0,40348.0,44279.0,2264.0,48641.0,6337.0,7904.36,8819.0,285.0,130445.0,5252.0,144527.0,111250.0,6975.0,4143.0,123522.0,3611.0,128956.0,676.0,6878.0,148516.0,149845.0,239.0,252.0,366.0,1246.0,1825.0,206.0,2586.0,508.0,1440.0,645.0,2170.0,878.0,2367.0,476.0,950.0,1867.0,1948.0,2714.0,2586.0,8371.0,10598.0,14146.0,14786.0,104.0,9200.0,7634.0,4176.0,4361.0,98.0,7472.0,235.0,718.0,6058.0,1345.0,1437.0,1163.0,822.0,236.0,631.0,1122.0,4403.0,1527.0,1452.0,80.0,150.0,0.0,85.0,970.0,317.0,4409.0,648.0,13165.0,14551.0,25103.0,4327.0,45564.0,10595.0,4511.0,16014.0,61578.0,61578.0,61706.0,61706.0,144.0,237705.0,101.0,120.0,48.0,167.0,1115.0,1595.0,250644.0,4809.0,252628.0,1540.0,590.0,1040.0,258178.0
2010-07-04,18349.0,12289.0,5874.0,5382.0,5203.0,17042.0,672.0,938.0,2236.0,4671.0,3688.0,8359.0,487.0,10617.0,22584.0,37135.0,40783.0,2140.0,44773.0,5974.0,7957.14,8868.0,276.0,127166.0,4934.0,141734.0,115000.0,6547.0,3929.0,125942.0,3396.0,129663.0,597.0,6427.0,144934.0,144872.0,226.0,249.0,452.0,1231.0,1931.0,194.0,2625.0,485.0,1312.0,614.0,2002.0,725.0,2025.0,465.0,856.0,1613.0,1857.0,2414.0,2399.0,7801.0,9934.0,13308.0,14178.0,102.0,10339.0,8927.0,4880.0,4603.0,83.0,6562.0,235.0,686.0,6111.0,1258.0,1357.0,1118.0,794.0,224.0,621.0,1050.0,4395.0,1523.0,1415.0,74.0,147.0,0.0,59.0,928.0,302.0,4288.0,610.0,13027.0,14403.0,23965.0,4170.0,44347.0,9763.0,4171.0,15108.0,59454.0,59454.0,59574.0,59574.0,133.0,208475.0,99.0,115.0,51.0,158.0,1071.0,1524.0,217370.0,4763.0,218994.0,1523.0,587.0,1019.0,223971.0
2010-07-05,17592.0,12025.0,5769.0,5471.0,4889.0,15996.0,643.0,909.0,2148.0,4498.0,3371.0,7868.0,495.0,10042.0,21128.0,36379.0,39978.0,2023.0,43932.0,5646.0,7987.76,8894.0,283.0,132659.0,4642.0,145473.0,121250.0,6165.0,3736.0,130323.0,3265.0,132728.0,554.0,6152.0,146206.0,145950.0,214.0,250.0,579.0,1254.0,2117.0,181.0,2744.0,469.0,1211.0,601.0,1865.0,662.0,1835.0,461.0,767.0,1406.0,1776.0,2072.0,2246.0,7341.0,9400.0,12637.0,13441.0,100.0,9327.0,8071.0,5035.0,5025.0,70.0,7106.0,235.0,656.0,6161.0,1182.0,1287.0,1075.0,762.0,215.0,611.0,986.0,4388.0,1520.0,1376.0,66.0,142.0,0.0,31.0,898.0,288.0,4175.0,575.0,12854.0,14201.0,22883.0,4026.0,45248.0,9086.0,3984.0,14413.0,59661.0,59661.0,59775.0,59775.0,125.0,206529.0,98.0,107.0,53.0,149.0,1031.0,1460.0,212729.0,4718.0,213534.0,1511.0,586.0,1009.0,216713.0
2010-07-06,17038.0,11081.0,5902.0,5600.0,4665.0,16493.0,613.0,872.0,2061.0,4352.0,3103.0,7455.0,450.0,9526.0,20749.0,35062.0,38581.0,1892.0,41877.0,5341.0,7620.5,8617.0,267.0,134709.0,4367.0,146850.0,142000.0,5819.0,3557.0,150966.0,3193.0,153280.0,519.0,6149.0,165334.0,164556.0,212.0,265.0,701.0,1337.0,2308.0,170.0,2872.0,463.0,1131.0,602.0,1754.0,638.0,1742.0,461.0,631.0,1095.0,1695.0,1690.0,2131.0,6993.0,8977.0,12081.0,12836.0,99.0,8262.0,7006.0,4101.0,4113.0,57.0,6645.0,235.0,627.0,6158.0,1112.0,1222.0,1034.0,723.0,206.0,601.0,929.0,4381.0,1516.0,1308.0,56.0,137.0,0.0,25.0,852.0,274.0,4068.0,538.0,12662.0,13974.0,21861.0,3890.0,43963.0,8530.0,3773.0,17235.0,61197.0,61197.0,61305.0,61305.0,111.0,214658.0,97.0,98.0,54.0,142.0,994.0,1396.0,217800.0,4673.0,218094.0,1509.0,590.0,1007.0,220323.0
2010-07-07,16503.0,10843.0,5486.0,4960.0,4405.0,15467.0,580.0,824.0,1961.0,4170.0,2847.0,7016.0,423.0,9027.0,20259.0,32377.0,35655.0,1768.0,38449.0,5052.0,7127.24,8156.0,251.0,140507.0,4103.0,152662.0,148000.0,5497.0,3390.0,157169.0,3204.0,160391.0,495.0,6373.0,173783.0,173582.0,218.0,290.0,818.0,1451.0,2496.0,160.0,3021.0,468.0,1078.0,631.0,1672.0,685.0,1712.0,462.0,559.0,907.0,1621.0,1322.0,2002.0,6789.0,8692.0,11656.0,12397.0,98.0,7286.0,6033.0,3180.0,3136.0,45.0,5648.0,235.0,599.0,6103.0,1044.0,1157.0,996.0,698.0,198.0,592.0,878.0,4375.0,1511.0,1284.0,51.0,134.0,0.0,21.0,818.0,262.0,3967.0,480.0,12470.0,13745.0,20908.0,3764.0,42519.0,8057.0,3514.0,19271.0,61790.0,61790.0,61891.0,61891.0,101.0,233247.0,96.0,92.0,57.0,133.0,960.0,1340.0,236618.0,4629.0,236743.0,1525.0,608.0,1013.0,238606.0
