, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NEAR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D'ALENE - COEUR D'ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTERNATIONAL BOUNDRY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS DAM, KACHESS - KACHESS DAM NEAR EASTON, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM NEAR GOOSE PRAIRIE, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK DAM, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRY'S FORK - ISLAND PARK DAM, FALLS - NR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - ABOVE EAGLE ROCK NEAR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - AT MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CR DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - DEADWOOD RESERVOIR, PAYETTE - NEAR EMMETT, WEISER - NR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - AT TROY, SNAKE -  NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOTROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - AT TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2010-11-16,4970.0,11195.0,1665.0,1482.0,1718.0,4160.0,280.0,660.0,200.0,520.0,1600.0,962.0,2355.0,100.0,2855.0,5132.0,11485.0,12632.0,1575.0,15822.0,1932.0,2465.0,2758.0,265.0,61802.0,885.0,66118.0,85000.0,1185.0,665.0,85222.0,1705.0,85545.0,250.0,2910.0,85235.0,83845.0,542.0,525.0,378.0,1648.0,302.0,960.0,280.0,658.0,418.0,978.0,2018.0,2462.0,400.0,490.0,1230.0,548.0,1492.0,370.0,1462.0,1812.0,3032.0,1212.0,50.0,2690.0,2628.0,2438.0,2328.0,215.0,4942.0,660.0,125.0,8255.0,110.0,190.0,200.0,160.0,70.0,390.0,330.0,178.0,260.0,852.0,80.0,60.0,20.0,140.0,822.0,80.0,1238.0,240.0,10610.0,11615.0,5238.0,1180.0,15715.0,3570.0,2528.0,5088.0,20218.0,20218.0,20312.0,20312.0,235.0,89855.0,182.0,192.0,0.0,345.0,938.0,1148.0,96958.0,5595.0,116962.0,975.0,1002.0,940.0,119600.0
2010-11-17,4962.0,13705.0,1750.0,1495.0,1645.0,4415.0,280.0,660.0,200.0,520.0,1590.0,928.0,2315.0,100.0,2805.0,5338.0,12320.0,13538.0,1500.0,17265.0,2885.0,2412.0,2745.0,435.0,62670.0,875.0,65965.0,83125.0,1172.0,825.0,85445.0,1872.0,88512.0,232.0,2952.0,91968.0,92080.0,512.0,508.0,360.0,1470.0,282.0,1262.0,215.0,712.0,352.0,1105.0,2455.0,2565.0,398.0,485.0,1220.0,530.0,1510.0,370.0,1435.0,1785.0,2992.0,1210.0,50.0,2718.0,2652.0,2455.0,2350.0,220.0,4985.0,660.0,130.0,8190.0,110.0,190.0,195.0,160.0,70.0,342.0,325.0,182.0,260.0,850.0,80.0,60.0,20.0,140.0,620.0,75.0,1305.0,282.0,10538.0,11790.0,5245.0,1140.0,16222.0,4930.0,6105.0,6675.0,22518.0,22518.0,22628.0,22628.0,290.0,113448.0,172.0,218.0,0.0,395.0,690.0,1168.0,120038.0,5650.0,116182.0,1018.0,912.0,1062.0,119215.0
2010-11-18,4940.0,19278.0,1602.0,1452.0,1588.0,4225.0,280.0,652.0,200.0,512.0,1582.0,895.0,2275.0,100.0,2765.0,5482.0,12742.0,14008.0,1482.0,16935.0,3078.0,2410.0,2758.0,170.0,63165.0,872.0,66988.0,80000.0,1195.0,775.0,81950.0,1612.0,84685.0,202.0,2568.0,87510.0,87632.0,488.0,445.0,322.0,1018.0,295.0,1330.0,228.0,655.0,362.0,1010.0,2650.0,2870.0,390.0,468.0,1155.0,522.0,1482.0,370.0,1420.0,1768.0,2908.0,1210.0,50.0,2688.0,2635.0,2450.0,2358.0,210.0,5002.0,660.0,130.0,8138.0,100.0,190.0,190.0,150.0,65.0,288.0,300.0,172.0,260.0,850.0,80.0,60.0,20.0,140.0,395.0,70.0,1272.0,212.0,10510.0,12102.0,5208.0,1038.0,15718.0,5235.0,3892.0,7442.0,22980.0,22980.0,23108.0,23108.0,248.0,116445.0,130.0,195.0,0.0,430.0,510.0,918.0,126205.0,5665.0,116168.0,1055.0,958.0,1018.0,118992.0
2010-11-19,4875.0,18690.0,1522.0,1405.0,1532.0,4060.0,280.0,650.0,200.0,510.0,1575.0,868.0,2245.0,100.0,2732.0,5245.0,12742.0,14010.0,1440.0,16020.0,3065.0,2402.0,2808.0,140.0,63360.0,855.0,67078.0,76250.0,1232.0,715.0,78862.0,1505.0,82242.0,188.0,2298.0,85390.0,85605.0,392.0,365.0,262.0,735.0,190.0,1265.0,190.0,615.0,285.0,940.0,2540.0,3075.0,390.0,450.0,1102.0,520.0,1430.0,370.0,1410.0,1758.0,2880.0,1210.0,50.0,2612.0,2572.0,2408.0,2328.0,210.0,4990.0,660.0,130.0,8095.0,100.0,190.0,195.0,150.0,70.0,298.0,340.0,220.0,260.0,850.0,82.0,60.0,20.0,140.0,510.0,70.0,1275.0,250.0,10452.0,11975.0,5145.0,1132.0,15600.0,4498.0,3060.0,6822.0,22410.0,22410.0,22510.0,22510.0,302.0,113262.0,178.0,175.0,0.0,418.0,538.0,842.0,122750.0,5732.0,116208.0,1048.0,1155.0,1085.0,119518.0
2010-11-20,4818.0,13750.0,1475.0,1365.0,1482.0,3955.0,278.0,650.0,200.0,510.0,1565.0,845.0,2220.0,100.0,2700.0,5058.0,12678.0,13932.0,1395.0,15122.0,2548.0,2392.0,2818.0,112.0,64240.0,815.0,67865.0,66250.0,1240.0,685.0,68860.0,1380.0,72332.0,165.0,2102.0,75715.0,76140.0,345.0,315.0,225.0,602.0,140.0,1125.0,175.0,575.0,255.0,868.0,2368.0,3040.0,390.0,448.0,1080.0,512.0,1380.0,370.0,1405.0,1748.0,2860.0,1235.0,50.0,2525.0,2485.0,2330.0,2260.0,210.0,4938.0,650.0,128.0,8058.0,100.0,185.0,195.0,150.0,70.0,385.0,310.0,205.0,260.0,850.0,98.0,62.0,25.0,140.0,385.0,70.0,1322.0,255.0,10565.0,11958.0,5122.0,1078.0,15625.0,4250.0,2125.0,6385.0,22012.0,22012.0,22095.0,22095.0,318.0,108255.0,128.0,198.0,0.0,395.0,510.0,885.0,116928.0,5645.0,116778.0,1008.0,788.0,898.0,119698.0
2010-11-21,4755.0,10162.0,1428.0,1320.0,1435.0,3855.0,270.0,642.0,200.0,510.0,1558.0,840.0,2208.0,100.0,2680.0,4928.0,12632.0,13875.0,1355.0,14875.0,2155.0,2382.0,2800.0,102.0,64475.0,782.0,68180.0,61875.0,1228.0,665.0,63415.0,1335.0,65800.0,152.0,1982.0,67850.0,67978.0,308.0,278.0,208.0,525.0,125.0,992.0,162.0,545.0,235.0,812.0,2152.0,2882.0,390.0,440.0,1055.0,510.0,1350.0,370.0,1395.0,1735.0,2835.0,1300.0,50.0,2490.0,2435.0,2248.0,2175.0,202.0,4860.0,588.0,120.0,8015.0,100.0,180.0,190.0,140.0,68.0,425.0,298.0,190.0,260.0,858.0,100.0,62.0,30.0,140.0,345.0,70.0,1278.0,258.0,10592.0,11872.0,5078.0,1025.0,15332.0,3775.0,1722.0,5848.0,21180.0,21180.0,21258.0,21258.0,255.0,97720.0,100.0,180.0,0.0,410.0,480.0,830.0,103512.0,5575.0,117492.0,980.0,635.0,818.0,120085.0
2010-11-22,4695.0,10140.0,1385.0,1285.0,1392.0,3762.0,270.0,640.0,200.0,510.0,1550.0,840.0,2210.0,100.0,2670.0,4812.0,12578.0,13810.0,1322.0,14740.0,1932.0,2380.0,2810.0,100.0,64075.0,752.0,67942.0,67250.0,1208.0,645.0,68478.0,1310.0,70500.0,145.0,1900.0,71715.0,71512.0,278.0,250.0,200.0,465.0,118.0,918.0,150.0,520.0,220.0,765.0,2015.0,2688.0,390.0,440.0,1035.0,500.0,1330.0,370.0,1385.0,1722.0,2810.0,1365.0,50.0,2495.0,2438.0,2212.0,2138.0,200.0,4788.0,525.0,120.0,7968.0,100.0,180.0,190.0,140.0,60.0,335.0,290.0,190.0,260.0,860.0,90.0,60.0,30.0,140.0,332.0,70.0,1238.0,232.0,10588.0,11732.0,5000.0,1020.0,15205.0,3340.0,1585.0,5338.0,20542.0,20542.0,20618.0,20618.0,220.0,92872.0,85.0,150.0,0.0,402.0,458.0,802.0,97068.0,5550.0,117435.0,952.0,575.0,780.0,119840.0
2010-11-23,4638.0,13385.0,1340.0,1245.0,1345.0,3672.0,270.0,640.0,200.0,508.0,1542.0,840.0,2200.0,95.0,2665.0,4712.0,12502.0,13722.0,1285.0,14590.0,1795.0,2372.0,2820.0,100.0,63632.0,720.0,67425.0,83000.0,1190.0,630.0,84190.0,1282.0,85845.0,140.0,1825.0,85915.0,85270.0,250.0,228.0,200.0,415.0,110.0,875.0,140.0,495.0,208.0,725.0,1920.0,2528.0,385.0,430.0,1022.0,498.0,1312.0,370.0,1378.0,1712.0,2790.0,1428.0,50.0,2500.0,2445.0,2210.0,2138.0,200.0,4762.0,458.0,120.0,7890.0,100.0,180.0,190.0,138.0,60.0,300.0,290.0,180.0,260.0,860.0,85.0,60.0,30.0,138.0,322.0,65.0,1218.0,198.0,10535.0,11575.0,4925.0,998.0,15098.0,3088.0,1508.0,5032.0,20132.0,20132.0,20210.0,20210.0,195.0,98675.0,72.0,138.0,0.0,370.0,440.0,775.0,101400.0,5532.0,117390.0,930.0,522.0,755.0,119675.0
2010-11-24,4582.0,13490.0,1295.0,1212.0,1305.0,3648.0,270.0,640.0,190.0,500.0,1532.0,840.0,2192.0,90.0,2652.0,4612.0,12432.0,13645.0,1248.0,14445.0,1700.0,2398.0,2835.0,100.0,63328.0,692.0,67085.0,83000.0,1172.0,615.0,84798.0,1252.0,87408.0,140.0,1755.0,89178.0,89178.0,230.0,205.0,195.0,370.0,110.0,850.0,132.0,475.0,198.0,688.0,1855.0,2405.0,380.0,425.0,1015.0,490.0,1300.0,362.0,1370.0,1700.0,2765.0,1492.0,50.0,2520.0,2462.0,2218.0,2142.0,200.0,4760.0,392.0,120.0,7792.0,100.0,180.0,190.0,130.0,60.0,305.0,290.0,180.0,260.0,852.0,80.0,60.0,30.0,130.0,315.0,60.0,1202.0,180.0,10480.0,11448.0,4850.0,975.0,14990.0,2932.0,1460.0,4855.0,19845.0,19845.0,19928.0,19928.0,180.0,110382.0,70.0,125.0,0.0,352.0,425.0,758.0,113438.0,5520.0,117348.0,908.0,518.0,742.0,119538.0
2010-11-25,4530.0,13465.0,1258.0,1180.0,1272.0,3910.0,270.0,630.0,190.0,500.0,1528.0,832.0,2185.0,98.0,2650.0,4668.0,12365.0,13570.0,1215.0,14318.0,1628.0,2985.0,3318.0,100.0,63050.0,668.0,67250.0,83000.0,1160.0,600.0,84768.0,1230.0,87375.0,138.0,1700.0,89090.0,89090.0,228.0,200.0,202.0,340.0,118.0,838.0,128.0,460.0,210.0,658.0,1805.0,2350.0,380.0,415.0,1000.0,488.0,1292.0,360.0,1360.0,1690.0,2748.0,1558.0,50.0,2540.0,2488.0,2232.0,2160.0,200.0,4762.0,325.0,120.0,7690.0,100.0,180.0,190.0,130.0,60.0,310.0,290.0,180.0,260.0,850.0,80.0,60.0,30.0,125.0,308.0,60.0,1192.0,182.0,10418.0,11352.0,4778.0,985.0,14908.0,2838.0,1455.0,4735.0,19642.0,19642.0,19742.0,19742.0,188.0,111530.0,70.0,120.0,0.0,335.0,438.0,745.0,115745.0,5510.0,118080.0,962.0,818.0,822.0,120212.0
