, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-05-12,11472.0,8385.0,3790.0,3359.0,4585.0,8412.0,268.0,978.0,892.0,2902.0,5232.0,3273.0,8917.0,898.0,11547.0,13221.0,28843.0,30697.0,3315.0,33916.0,7112.0,9474.0,361.0,92983.0,6683.0,112243.0,122694.0,3272.0,2070.0,127323.0,3622.0,126606.0,497.0,4588.0,131212.0,129986.0,541.0,405.0,232.0,1578.0,708.0,486.0,1893.0,342.0,1303.0,534.0,1792.0,1084.0,2274.0,616.0,1309.0,2321.0,754.0,2058.0,1659.0,1990.0,2778.0,4833.0,6773.0,159.0,3968.0,3827.0,1639.0,1307.0,156.0,3036.0,238.0,849.0,7681.0,126.0,116.0,568.0,450.0,228.0,5159.0,1034.0,1048.0,180.0,233.0,24.0,16.0,2557.0,470.0,5697.0,2083.0,16670.0,17747.0,13133.0,4717.0,36560.0,16336.0,10378.0,31797.0,66777.0,66777.0,67198.0,67198.0,694.0,180548.0,490.0,623.0,71.0,435.0,3067.0,3636.0,189533.0,4645.0,179823.0,1939.0,804.0,1309.0,183506.0
2003-05-13,11795.0,9138.0,3982.0,3559.0,5235.0,8261.0,253.0,999.0,998.0,3260.0,5659.0,3621.0,9685.0,1019.0,12085.0,10746.0,23622.0,25496.0,3410.0,29205.0,7299.0,9263.0,396.0,84581.0,6900.0,105596.0,125156.0,3366.0,2142.0,132166.0,3568.0,135282.0,614.0,4989.0,145534.0,145563.0,513.0,394.0,150.0,1652.0,667.0,511.0,1927.0,378.0,1445.0,735.0,2113.0,1121.0,2274.0,663.0,1511.0,2490.0,945.0,2193.0,1894.0,2099.0,2841.0,5036.0,6877.0,145.0,3969.0,3721.0,1594.0,1377.0,154.0,3185.0,258.0,963.0,6938.0,170.0,159.0,631.0,467.0,233.0,4638.0,984.0,957.0,193.0,306.0,24.0,0.0,2535.0,462.0,5908.0,2383.0,17642.0,18896.0,13992.0,5030.0,38976.0,18519.0,11005.0,34045.0,72953.0,72953.0,73365.0,73365.0,707.0,213110.0,587.0,816.0,63.0,436.0,3531.0,4296.0,218892.0,4572.0,208580.0,2148.0,929.0,1380.0,209874.0
2003-05-14,12303.0,9915.0,4617.0,3959.0,5270.0,9151.0,240.0,1151.0,1156.0,3508.0,6074.0,4222.0,10693.0,1068.0,12837.0,10777.0,22391.0,24284.0,3531.0,27520.0,7485.0,9247.0,330.0,75901.0,7314.0,94714.0,125000.0,3472.0,2203.0,131020.0,3463.0,133955.0,696.0,5163.0,143909.0,143943.0,503.0,394.0,224.0,1648.0,701.0,506.0,1958.0,399.0,1672.0,804.0,2548.0,1827.0,2360.0,659.0,1788.0,2766.0,1119.0,2464.0,2134.0,2227.0,2989.0,5291.0,6880.0,133.0,3782.0,3481.0,1478.0,1327.0,139.0,3089.0,250.0,1051.0,6819.0,255.0,243.0,708.0,500.0,240.0,4025.0,956.0,831.0,177.0,213.0,22.0,0.0,2263.0,488.0,5863.0,2301.0,17304.0,19101.0,14719.0,5151.0,40110.0,19426.0,11768.0,35258.0,75368.0,75368.0,75770.0,75770.0,660.0,222510.0,572.0,779.0,60.0,605.0,3715.0,4531.0,233657.0,4553.0,224317.0,2284.0,1006.0,1469.0,228519.0
2003-05-15,12614.0,10286.0,5147.0,4501.0,5076.0,10306.0,236.0,1331.0,1324.0,3788.0,6651.0,5024.0,12065.0,1089.0,13957.0,11930.0,23183.0,25083.0,3595.0,28420.0,7471.0,9232.0,292.0,73832.0,7446.0,91240.0,125000.0,3473.0,2139.0,130807.0,3234.0,133710.0,682.0,5139.0,143390.0,143408.0,440.0,355.0,247.0,1476.0,783.0,451.0,1985.0,351.0,1585.0,648.0,2321.0,2241.0,2819.0,660.0,2131.0,3000.0,1212.0,2812.0,2363.0,2324.0,3087.0,5422.0,6907.0,124.0,3671.0,3263.0,1289.0,1158.0,125.0,2910.0,249.0,1074.0,6901.0,269.0,257.0,828.0,589.0,258.0,3493.0,929.0,804.0,164.0,166.0,20.0,0.0,2136.0,540.0,6089.0,2207.0,16719.0,18396.0,15344.0,5202.0,40865.0,19909.0,12463.0,35717.0,76582.0,76582.0,76974.0,76974.0,613.0,223297.0,508.0,737.0,58.0,629.0,3736.0,4559.0,234782.0,4541.0,225354.0,2193.0,918.0,1463.0,230011.0
2003-05-16,12236.0,10198.0,4811.0,4694.0,4552.0,10392.0,258.0,1424.0,1396.0,3966.0,7080.0,5709.0,13172.0,999.0,15219.0,12898.0,24424.0,26248.0,3588.0,29881.0,7200.0,9226.0,280.0,73841.0,7160.0,90579.0,118246.0,3421.0,1917.0,125013.0,2900.0,128988.0,545.0,4667.0,139448.0,139850.0,366.0,283.0,216.0,1099.0,735.0,359.0,1903.0,311.0,1446.0,572.0,1966.0,1978.0,3197.0,683.0,2615.0,3531.0,1388.0,3272.0,2860.0,2478.0,3285.0,5705.0,6960.0,124.0,4118.0,3567.0,1521.0,1093.0,124.0,2846.0,248.0,1029.0,7027.0,205.0,192.0,921.0,723.0,253.0,3051.0,902.0,886.0,159.0,148.0,17.0,0.0,1947.0,558.0,6032.0,2073.0,16809.0,18352.0,16146.0,5065.0,41498.0,20300.0,12367.0,36155.0,77653.0,77653.0,78035.0,78035.0,577.0,224084.0,423.0,638.0,58.0,592.0,3520.0,4445.0,235743.0,4551.0,226172.0,1973.0,805.0,1391.0,230619.0
2003-05-17,11594.0,10146.0,4100.0,4329.0,3871.0,9416.0,262.0,1350.0,1276.0,3938.0,6963.0,5622.0,12961.0,856.0,15774.0,12526.0,25436.0,27140.0,3681.0,31092.0,6752.0,9295.0,271.0,75104.0,7109.0,91582.0,97458.0,3375.0,1719.0,103985.0,2632.0,108172.0,467.0,3957.0,118786.0,119691.0,323.0,244.0,206.0,884.0,689.0,297.0,1742.0,282.0,1332.0,520.0,1740.0,1494.0,3095.0,650.0,2509.0,3555.0,1399.0,3867.0,3016.0,2659.0,3491.0,5975.0,6934.0,116.0,5097.0,4546.0,2355.0,1537.0,126.0,3177.0,247.0,940.0,7030.0,148.0,135.0,857.0,694.0,224.0,2670.0,896.0,912.0,161.0,141.0,15.0,0.0,1604.0,501.0,5729.0,1846.0,16603.0,18160.0,16433.0,4736.0,42430.0,19900.0,11442.0,35951.0,78381.0,78381.0,78754.0,78754.0,547.0,214904.0,356.0,562.0,58.0,477.0,3163.0,4175.0,228859.0,4558.0,219775.0,1815.0,726.0,1325.0,224899.0
2003-05-18,11069.0,9960.0,3600.0,3768.0,3444.0,8311.0,246.0,1217.0,1155.0,3729.0,6492.0,5086.0,11946.0,783.0,15076.0,11260.0,25340.0,27009.0,3735.0,31408.0,6351.0,9206.0,261.0,75994.0,7157.0,92588.0,93212.0,3343.0,1607.0,97642.0,2471.0,99699.0,412.0,3365.0,106791.0,106902.0,293.0,234.0,179.0,788.0,660.0,260.0,1599.0,262.0,1235.0,477.0,1567.0,896.0,2686.0,598.0,1953.0,3011.0,1210.0,3938.0,2631.0,2749.0,3568.0,5908.0,6854.0,104.0,5499.0,5061.0,3187.0,2415.0,114.0,3948.0,245.0,836.0,6937.0,121.0,108.0,786.0,609.0,206.0,2333.0,893.0,894.0,162.0,137.0,14.0,0.0,1348.0,445.0,5013.0,1623.0,16013.0,17602.0,15784.0,4374.0,41417.0,18507.0,10290.0,34720.0,76137.0,76137.0,76503.0,76503.0,521.0,194316.0,303.0,490.0,54.0,373.0,2795.0,3804.0,208167.0,4549.0,199346.0,1724.0,663.0,1275.0,204830.0
2003-05-19,11113.0,9964.0,3437.0,3395.0,3400.0,7662.0,230.0,1200.0,1156.0,3474.0,6074.0,4803.0,11238.0,912.0,14228.0,10330.0,24433.0,26145.0,3833.0,30937.0,6209.0,9000.0,251.0,76595.0,7462.0,93381.0,117266.0,3466.0,1573.0,121116.0,2596.0,122035.0,380.0,2981.0,125871.0,124877.0,302.0,248.0,137.0,841.0,621.0,237.0,1483.0,252.0,1155.0,437.0,1428.0,322.0,2144.0,578.0,1575.0,2563.0,1080.0,3418.0,2230.0,2578.0,3422.0,5617.0,6818.0,96.0,5148.0,4793.0,3294.0,2951.0,96.0,4693.0,244.0,740.0,6789.0,112.0,100.0,757.0,546.0,202.0,2050.0,891.0,831.0,150.0,135.0,12.0,0.0,1198.0,435.0,4248.0,1398.0,14889.0,16517.0,15049.0,4043.0,39310.0,16977.0,9992.0,33130.0,72440.0,72440.0,72799.0,72799.0,499.0,189467.0,274.0,437.0,50.0,270.0,2483.0,3411.0,198584.0,4540.0,188951.0,1653.0,631.0,1237.0,192580.0
2003-05-20,12154.0,10379.0,4106.0,3532.0,3864.0,8254.0,226.0,1304.0,1292.0,3477.0,6194.0,5212.0,11760.0,969.0,13987.0,9836.0,23796.0,25558.0,3900.0,30384.0,6466.0,8750.0,239.0,76319.0,7775.0,93364.0,119982.0,3730.0,1802.0,125342.0,3067.0,127964.0,500.0,3012.0,134288.0,134221.0,341.0,286.0,138.0,1140.0,645.0,272.0,1414.0,264.0,1178.0,468.0,1395.0,239.0,1650.0,572.0,1454.0,2376.0,1074.0,2874.0,2066.0,2323.0,3152.0,5269.0,6823.0,91.0,4449.0,4077.0,2714.0,2728.0,83.0,4793.0,243.0,657.0,6642.0,110.0,98.0,779.0,526.0,207.0,1827.0,888.0,767.0,139.0,133.0,10.0,0.0,1233.0,473.0,3863.0,1231.0,13821.0,15345.0,14744.0,3756.0,37194.0,16273.0,10400.0,32217.0,69411.0,69411.0,69762.0,69762.0,480.0,203878.0,280.0,418.0,46.0,200.0,2237.0,3067.0,211948.0,4542.0,201895.0,1626.0,686.0,1244.0,204376.0
2003-05-21,12879.0,10583.0,4437.0,3906.0,3801.0,9103.0,229.0,1346.0,1287.0,3539.0,6349.0,5717.0,12413.0,990.0,14608.0,10457.0,23970.0,25744.0,3909.0,30571.0,6574.0,8574.0,230.0,76028.0,8082.0,93106.0,119043.0,4160.0,2335.0,125267.0,3594.0,128156.0,689.0,3719.0,135030.0,135007.0,358.0,315.0,132.0,1396.0,675.0,350.0,1450.0,301.0,1377.0,693.0,1735.0,241.0,1391.0,565.0,1464.0,2364.0,1133.0,2585.0,2075.0,2158.0,2950.0,5011.0,6836.0,87.0,3875.0,3445.0,2022.0,2085.0,75.0,4320.0,244.0,586.0,6531.0,110.0,98.0,857.0,587.0,211.0,1657.0,885.0,743.0,131.0,131.0,8.0,0.0,1328.0,520.0,3897.0,1149.0,13231.0,14599.0,14581.0,3512.0,35648.0,16391.0,11027.0,32111.0,67759.0,67759.0,68100.0,68100.0,463.0,205331.0,296.0,422.0,44.0,163.0,2034.0,2789.0,214788.0,4538.0,205232.0,1821.0,750.0,1332.0,208929.0
