, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-01-17,2490.0,5140.0,630.0,450.0,540.0,3710.0,210.0,550.0,160.0,560.0,1490.0,740.0,2080.0,110.0,2850.0,4700.0,12740.0,15470.0,470.0,23130.0,1490.0,2400.0,3390.0,90.0,270.0,116380.0,115870.0,880.0,390.0,116150.0,580.0,115190.0,80.0,1120.0,120080.0,118460.0,170.0,170.0,300.0,330.0,110.0,1040.0,130.0,380.0,240.0,670.0,1840.0,2480.0,560.0,580.0,1730.0,440.0,2200.0,510.0,1540.0,1800.0,3000.0,3480.0,50.0,5380.0,5020.0,4740.0,4710.0,230.0,6710.0,3460.0,110.0,9730.0,80.0,140.0,180.0,140.0,40.0,330.0,330.0,230.0,260.0,830.0,0.0,60.0,40.0,100.0,200.0,70.0,1010.0,240.0,14190.0,15040.0,3920.0,890.0,23420.0,2020.0,1370.0,3840.0,27250.0,33300.0,27730.0,28300.0,390.0,121010.0,90.0,150.0,50.0,250.0,280.0,460.0,133950.0,5540.0,136690.0,1020.0,680.0,1230.0,145290.0
2012-01-18,2502.0,5118.0,628.0,450.0,525.0,3718.0,250.0,542.0,180.0,560.0,1418.0,860.0,2242.0,120.0,2712.0,4685.0,12618.0,13890.0,432.0,13258.0,1495.0,2428.0,3312.0,90.0,270.0,117690.0,115172.0,870.0,390.0,116508.0,515.0,116750.0,80.0,1105.0,123770.0,123640.0,158.0,162.0,300.0,312.0,110.0,1038.0,125.0,380.0,235.0,660.0,1848.0,2448.0,552.0,580.0,1732.0,438.0,2200.0,510.0,1532.0,1812.0,2972.0,3470.0,50.0,5350.0,5008.0,4722.0,4685.0,228.0,6612.0,3460.0,110.0,9705.0,80.0,140.0,180.0,140.0,40.0,330.0,330.0,230.0,260.0,822.0,0.0,60.0,40.0,102.0,205.0,70.0,1015.0,238.0,13438.0,15188.0,3905.0,875.0,22095.0,2002.0,1345.0,3785.0,25875.0,25875.0,26090.0,26090.0,460.0,138260.0,80.0,142.0,50.0,250.0,285.0,512.0,140710.0,5632.0,142385.0,1005.0,760.0,1212.0,147268.0
2012-01-19,2520.0,5090.0,620.0,430.0,505.0,3740.0,260.0,565.0,180.0,560.0,1412.0,908.0,2320.0,120.0,2835.0,4688.0,12532.0,13792.0,428.0,14065.0,1520.0,2505.0,3422.0,90.0,270.0,118455.0,115000.0,870.0,390.0,116268.0,465.0,116355.0,80.0,1082.0,122102.0,122172.0,148.0,152.0,295.0,288.0,100.0,1025.0,120.0,372.0,228.0,640.0,1842.0,2410.0,550.0,572.0,1730.0,430.0,2195.0,510.0,1528.0,1802.0,2970.0,3462.0,50.0,5305.0,4982.0,4695.0,4665.0,220.0,6572.0,3460.0,110.0,9990.0,80.0,140.0,180.0,140.0,40.0,368.0,330.0,222.0,260.0,820.0,10.0,60.0,40.0,115.0,210.0,70.0,1020.0,240.0,12760.0,13815.0,3878.0,862.0,21870.0,1975.0,1310.0,3750.0,25618.0,25618.0,25908.0,25908.0,508.0,152032.0,80.0,140.0,50.0,242.0,295.0,520.0,157370.0,5750.0,159730.0,988.0,1540.0,1298.0,162435.0
2012-01-20,2535.0,5075.0,620.0,420.0,485.0,3675.0,258.0,570.0,180.0,560.0,1425.0,905.0,2330.0,120.0,2885.0,4698.0,12645.0,13922.0,420.0,14132.0,1485.0,2490.0,3400.0,90.0,270.0,116365.0,109375.0,868.0,390.0,111695.0,445.0,112858.0,80.0,1060.0,118295.0,118660.0,140.0,140.0,290.0,265.0,100.0,1012.0,115.0,370.0,220.0,622.0,1820.0,2380.0,545.0,570.0,1722.0,438.0,2222.0,510.0,1520.0,1798.0,2982.0,3470.0,50.0,5285.0,4970.0,4672.0,4645.0,220.0,6585.0,3460.0,120.0,9975.0,80.0,140.0,180.0,140.0,40.0,498.0,332.0,300.0,260.0,840.0,50.0,62.0,40.0,138.0,460.0,70.0,1030.0,648.0,13172.0,14055.0,3862.0,1200.0,22145.0,2275.0,1612.0,3842.0,25995.0,25995.0,26225.0,26225.0,675.0,150445.0,95.0,368.0,72.0,262.0,615.0,622.0,156288.0,5820.0,158900.0,1158.0,3688.0,1615.0,163782.0
2012-01-21,2552.0,5062.0,620.0,412.0,465.0,3578.0,250.0,570.0,180.0,560.0,1430.0,900.0,2330.0,112.0,2900.0,4600.0,12690.0,13978.0,415.0,14155.0,1445.0,2368.0,3358.0,90.0,270.0,108570.0,94375.0,860.0,390.0,96695.0,425.0,98030.0,80.0,1040.0,102630.0,103315.0,130.0,130.0,290.0,248.0,90.0,1002.0,110.0,365.0,212.0,605.0,1800.0,2358.0,540.0,570.0,1712.0,430.0,2202.0,510.0,1515.0,1790.0,2975.0,3470.0,50.0,5282.0,4982.0,4675.0,4645.0,228.0,6622.0,3475.0,120.0,9965.0,80.0,140.0,180.0,140.0,40.0,555.0,358.0,352.0,260.0,860.0,110.0,80.0,40.0,668.0,335.0,70.0,1090.0,1180.0,14008.0,15458.0,3875.0,1640.0,22638.0,3352.0,2045.0,4825.0,27460.0,27460.0,27788.0,27788.0,922.0,144162.0,110.0,270.0,100.0,438.0,872.0,1152.0,151938.0,5895.0,154868.0,1462.0,3772.0,1685.0,162318.0
2012-01-22,2572.0,5050.0,618.0,405.0,450.0,3608.0,250.0,580.0,180.0,560.0,1430.0,895.0,2320.0,110.0,2900.0,4540.0,12705.0,13998.0,410.0,14142.0,1405.0,2075.0,3028.0,90.0,270.0,98280.0,85000.0,860.0,390.0,86252.0,415.0,86518.0,80.0,1020.0,88495.0,88868.0,122.0,122.0,290.0,232.0,90.0,990.0,110.0,360.0,210.0,595.0,1782.0,2348.0,538.0,570.0,1705.0,430.0,2190.0,510.0,1510.0,1785.0,2950.0,3475.0,50.0,5245.0,4960.0,4670.0,4648.0,240.0,6685.0,3488.0,120.0,9962.0,80.0,140.0,180.0,158.0,40.0,522.0,362.0,335.0,260.0,890.0,388.0,140.0,40.0,2190.0,255.0,70.0,1162.0,1365.0,15432.0,17018.0,3882.0,1712.0,22860.0,3498.0,1870.0,5275.0,28138.0,28138.0,29320.0,29320.0,1038.0,129390.0,110.0,248.0,85.0,432.0,890.0,1362.0,138180.0,5958.0,141398.0,1608.0,3278.0,1680.0,149232.0
2012-01-23,2590.0,5040.0,610.0,398.0,435.0,3625.0,250.0,580.0,180.0,560.0,1430.0,890.0,2315.0,110.0,2900.0,4555.0,12715.0,14015.0,405.0,14128.0,1372.0,2055.0,3060.0,85.0,270.0,96275.0,86875.0,860.0,382.0,87770.0,408.0,87500.0,80.0,1000.0,88105.0,88005.0,120.0,115.0,290.0,218.0,80.0,995.0,100.0,360.0,202.0,615.0,1788.0,2315.0,530.0,568.0,1698.0,430.0,2175.0,500.0,1505.0,1780.0,2938.0,3480.0,50.0,5208.0,4940.0,4645.0,4635.0,238.0,6722.0,3502.0,120.0,9960.0,80.0,140.0,178.0,182.0,40.0,450.0,340.0,288.0,260.0,902.0,358.0,135.0,40.0,1692.0,240.0,70.0,1155.0,1170.0,16142.0,18235.0,3870.0,1398.0,22845.0,3372.0,1895.0,5180.0,28022.0,28022.0,29232.0,29232.0,968.0,120605.0,102.0,248.0,65.0,385.0,722.0,1175.0,127822.0,5988.0,130720.0,1598.0,2662.0,1628.0,137562.0
2012-01-24,2610.0,5035.0,610.0,390.0,418.0,3615.0,250.0,580.0,180.0,560.0,1430.0,885.0,2310.0,110.0,2900.0,4568.0,12722.0,14028.0,400.0,14112.0,1370.0,2035.0,3102.0,80.0,270.0,95378.0,90000.0,860.0,380.0,91250.0,400.0,91272.0,70.0,985.0,92038.0,91930.0,110.0,108.0,288.0,208.0,80.0,988.0,100.0,355.0,200.0,595.0,1805.0,2285.0,530.0,560.0,1690.0,430.0,2162.0,500.0,1500.0,1770.0,2930.0,3480.0,50.0,5175.0,4920.0,4622.0,4615.0,230.0,6738.0,3518.0,120.0,9968.0,80.0,140.0,170.0,180.0,45.0,418.0,330.0,308.0,278.0,920.0,342.0,112.0,40.0,1575.0,240.0,70.0,1125.0,895.0,15542.0,17415.0,3842.0,1178.0,23125.0,3292.0,1578.0,5220.0,28340.0,28340.0,29240.0,29240.0,835.0,121938.0,88.0,238.0,55.0,378.0,732.0,1058.0,127820.0,6012.0,130365.0,1492.0,2162.0,1440.0,135712.0
2012-01-25,2630.0,5030.0,610.0,382.0,405.0,3605.0,250.0,580.0,170.0,560.0,1430.0,880.0,2310.0,110.0,2902.0,4552.0,12732.0,14040.0,400.0,14098.0,1355.0,2015.0,2965.0,80.0,270.0,94568.0,90000.0,860.0,380.0,91250.0,390.0,91330.0,70.0,965.0,92300.0,92300.0,108.0,100.0,280.0,198.0,72.0,970.0,100.0,350.0,200.0,565.0,1775.0,2262.0,520.0,560.0,1680.0,430.0,2152.0,500.0,1495.0,1768.0,2920.0,3490.0,50.0,5140.0,4900.0,4600.0,4598.0,220.0,6748.0,3532.0,120.0,9968.0,80.0,140.0,170.0,175.0,50.0,402.0,330.0,362.0,330.0,958.0,380.0,100.0,40.0,1672.0,240.0,70.0,1120.0,645.0,15225.0,16618.0,3812.0,995.0,22808.0,3118.0,1325.0,5020.0,27825.0,27825.0,28388.0,28388.0,788.0,124035.0,80.0,220.0,50.0,362.0,885.0,1115.0,130415.0,6042.0,133038.0,1410.0,2140.0,1410.0,137910.0
2012-01-26,2652.0,5022.0,608.0,378.0,395.0,3592.0,250.0,582.0,170.0,560.0,1430.0,875.0,2300.0,110.0,2910.0,4535.0,12740.0,14058.0,392.0,14088.0,1322.0,1992.0,2902.0,80.0,270.0,93425.0,90000.0,860.0,380.0,91240.0,382.0,91330.0,70.0,948.0,92280.0,92280.0,100.0,92.0,280.0,190.0,70.0,958.0,98.0,350.0,198.0,545.0,1740.0,2230.0,520.0,560.0,1675.0,430.0,2138.0,500.0,1490.0,1760.0,2910.0,3490.0,50.0,5105.0,4880.0,4580.0,4585.0,220.0,6758.0,3545.0,118.0,9978.0,80.0,140.0,170.0,170.0,50.0,388.0,330.0,418.0,385.0,1018.0,520.0,90.0,40.0,1435.0,240.0,70.0,1138.0,520.0,15020.0,16205.0,3790.0,972.0,22705.0,2918.0,1255.0,4760.0,27462.0,27462.0,27940.0,27940.0,845.0,123510.0,80.0,215.0,50.0,340.0,1025.0,1408.0,130200.0,6070.0,132880.0,1390.0,2045.0,1475.0,137990.0
