, LIBBY DAM, HUNGRY HORSE DAM, CLARK FORK NR DRUMMOND, KERR DAM, NOXON RAPIDS DAM, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, SPOKANE RIV AT LONGLAKE, SPOKANE RIV AT LONGLAKE, GRAND COULEE DAM, FEEDER CANAL AT GRANDCOULEE, GRAND COULEE DAM, CHIEF JOSEPH DAM, WELLS DAM, no designation found, ROCKY REACH DAM, no designation found, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, KEECHELUS LAKE, KACHESS DAM, CLE ELUM LAKE, BUMPING LAKE, RIMROCK LAKE, NACHES RIVER NR CLIFFDEL, ISLAND PARK 1SWIS.PARKDM&RES, SNAKE R ON JACKSON LAKE AT DAM, PALISADES DAM, RIRIE DAM, AMERICAN FALLS RESERVOIR, OWYHEE DAM, LUCKY PEAK RESERVOIR, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, CASCADE DAM, DEADWOOD DAM, BROWNLEE DAM, SNAKE R @HELLS CANYON DAM, SNAKE R @HELLS CANYON DAM, DWORSHAK DAM, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, PRIEST RAPIDS DAM, MCNARY DAM, MCKAY CR NR PILOTROCK, JOHN DAY DAM, THE DALLES, THE DALLES, BONNEVILLE DAM
2002-12-19,24000.0,2500.0,227.0,10434.0,13158.0,14558.0,2000.0,3026.0,3026.0,3026.0,110292.0,0.0,95000.0,95000.0,96059.0,2200.0,98314.0,103259.0,103273.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,185.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8691.0,8691.0,1400.0,15821.0,15821.0,15925.0,15925.0,103273.0,121191.0,15.0,125393.0,124545.0,124545.0,126378.0
2002-12-20,24000.0,2500.0,227.0,10435.0,13153.0,14593.0,2000.0,3032.0,3032.0,3032.0,107346.0,0.0,95000.0,95000.0,96056.0,2200.0,98311.0,102944.0,102957.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,185.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8689.0,8689.0,1400.0,15808.0,15808.0,15911.0,15911.0,102957.0,120842.0,14.0,125060.0,124150.0,124150.0,126023.0
2002-12-21,21812.0,2500.0,226.0,10433.0,13148.0,14630.0,2000.0,3038.0,3038.0,3038.0,99815.0,0.0,95000.0,95000.0,96052.0,2200.0,98307.0,102633.0,102646.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,185.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8687.0,8687.0,1400.0,15784.0,15784.0,15887.0,15887.0,102646.0,120501.0,14.0,124745.0,123782.0,123782.0,125788.0
2002-12-22,13969.0,2500.0,226.0,10387.0,13137.0,14663.0,1733.0,3023.0,3023.0,3023.0,98747.0,0.0,95000.0,95000.0,96046.0,2200.0,98301.0,102326.0,102339.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,184.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8685.0,8685.0,1400.0,15761.0,15761.0,15864.0,15864.0,102339.0,120177.0,14.0,124450.0,123434.0,123434.0,125573.0
2002-12-23,7300.0,2500.0,225.0,10382.0,13100.0,14671.0,1291.0,2479.0,2479.0,2479.0,98115.0,0.0,95000.0,95000.0,96040.0,2200.0,98295.0,102015.0,102029.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,184.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8683.0,8683.0,1400.0,15743.0,15743.0,15846.0,15846.0,102029.0,119865.0,14.0,124168.0,123099.0,123099.0,125272.0
2002-12-24,7300.0,2500.0,225.0,10382.0,13084.0,14692.0,1299.0,2352.0,2352.0,2352.0,97287.0,0.0,95000.0,95000.0,96034.0,2200.0,98288.0,101692.0,101706.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,184.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8681.0,8681.0,1400.0,15722.0,15722.0,15824.0,15824.0,101706.0,119536.0,13.0,123879.0,122759.0,122759.0,124879.0
2002-12-25,7300.0,2500.0,224.0,10382.0,13077.0,14727.0,1293.0,2359.0,2359.0,2359.0,96226.0,0.0,95000.0,95000.0,96027.0,2200.0,98282.0,101365.0,101379.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,183.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8679.0,8679.0,1400.0,15696.0,15696.0,15797.0,15797.0,101379.0,119180.0,13.0,123557.0,122385.0,122385.0,124449.0
2002-12-26,7300.0,2500.0,224.0,10382.0,13071.0,14764.0,1281.0,2355.0,2355.0,2355.0,95185.0,0.0,95000.0,95000.0,96021.0,2200.0,98276.0,101045.0,101059.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,183.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8677.0,8677.0,1400.0,15670.0,15670.0,15772.0,15772.0,101059.0,118816.0,13.0,123226.0,122002.0,122002.0,124015.0
2002-12-27,7300.0,2500.0,224.0,10382.0,13066.0,14802.0,1272.0,2351.0,2351.0,2351.0,94231.0,0.0,95000.0,95000.0,96015.0,2200.0,98269.0,100727.0,100740.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,183.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8675.0,8675.0,1400.0,15644.0,15644.0,15745.0,15745.0,100740.0,118453.0,13.0,122894.0,121617.0,121617.0,123606.0
2002-12-28,7300.0,2500.0,223.0,10383.0,13061.0,14840.0,1272.0,2352.0,2352.0,2352.0,93419.0,0.0,95000.0,95000.0,96009.0,2200.0,98263.0,100406.0,100420.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,182.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8673.0,8673.0,1400.0,15619.0,15619.0,15719.0,15719.0,100420.0,118098.0,13.0,122574.0,121244.0,121244.0,123220.0
2002-12-29,9738.0,2500.0,223.0,10383.0,13057.0,14878.0,1281.0,2362.0,2362.0,2362.0,92730.0,0.0,95000.0,95000.0,96003.0,2200.0,98257.0,100083.0,100097.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,182.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8671.0,8671.0,1400.0,15592.0,15592.0,15692.0,15692.0,100097.0,117732.0,13.0,122245.0,120863.0,120863.0,122731.0
2002-12-30,13804.0,2500.0,222.0,10383.0,13052.0,14428.0,1284.0,2374.0,2374.0,2374.0,92097.0,0.0,95000.0,95000.0,95998.0,2200.0,98252.0,99764.0,99777.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,182.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8669.0,8669.0,1400.0,15566.0,15566.0,15666.0,15666.0,99777.0,117368.0,12.0,121914.0,120479.0,120479.0,122347.0
2002-12-31,11867.0,2500.0,222.0,9485.0,13038.0,13004.0,1175.0,2375.0,2375.0,2375.0,91222.0,0.0,95000.0,95000.0,95992.0,2200.0,98246.0,99448.0,99461.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,181.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8667.0,8667.0,1400.0,15540.0,15540.0,15640.0,15640.0,99461.0,117016.0,12.0,121594.0,120106.0,120106.0,122064.0
2003-01-01,6066.0,2500.0,221.0,6803.0,12338.0,12578.0,842.0,2165.0,2165.0,2165.0,89752.0,0.0,95000.0,95000.0,95987.0,2200.0,98241.0,99133.0,99150.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,181.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8666.0,8666.0,1400.0,15517.0,15517.0,15616.0,15616.0,99150.0,116717.0,12.0,121336.0,119797.0,119797.0,121711.0
2003-01-02,6060.0,2500.0,221.0,6804.0,10232.0,10578.0,843.0,1956.0,1956.0,1956.0,88331.0,0.0,95000.0,95000.0,95982.0,2200.0,98236.0,98818.0,98831.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,181.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8664.0,8664.0,1400.0,15492.0,15492.0,15590.0,15590.0,98831.0,116333.0,12.0,120983.0,119393.0,119393.0,121213.0
2003-01-03,6053.0,2500.0,220.0,6804.0,9499.0,9619.0,843.0,1960.0,1960.0,1960.0,85680.0,0.0,95000.0,95000.0,95977.0,2200.0,98230.0,98654.0,98656.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,180.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8662.0,8662.0,1400.0,15468.0,15468.0,15566.0,15566.0,98656.0,116001.0,12.0,120666.0,119019.0,119019.0,120781.0
2003-01-04,6048.0,2500.0,220.0,6805.0,9449.0,9514.0,842.0,1966.0,1966.0,1966.0,82460.0,0.0,95000.0,95000.0,95972.0,2200.0,98225.0,98644.0,98645.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,180.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8660.0,8660.0,1400.0,15446.0,15446.0,15543.0,15543.0,98645.0,115876.0,12.0,120542.0,118832.0,118832.0,120531.0
2003-01-05,6016.0,2500.0,220.0,6806.0,9442.0,9517.0,842.0,1971.0,1971.0,1971.0,80439.0,0.0,95000.0,95000.0,95967.0,2200.0,98220.0,98635.0,98635.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,180.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8658.0,8658.0,1400.0,15425.0,15425.0,15522.0,15522.0,98635.0,115840.0,11.0,120535.0,118772.0,118772.0,120454.0
2003-01-06,5763.0,2500.0,219.0,6807.0,9440.0,9989.0,840.0,1976.0,2388.0,2388.0,79500.0,0.0,95000.0,95000.0,95962.0,2200.0,98216.0,98626.0,98626.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,179.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8656.0,8656.0,1400.0,15406.0,15406.0,15502.0,15502.0,98626.0,115805.0,11.0,120534.0,118718.0,118718.0,120400.0
2003-01-07,5752.0,2500.0,219.0,6807.0,9445.0,11457.0,839.0,1981.0,3080.0,3080.0,79488.0,0.0,95000.0,95000.0,95958.0,2200.0,98211.0,98617.0,98617.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,179.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8655.0,8655.0,1400.0,15386.0,15386.0,15482.0,15482.0,98617.0,115773.0,11.0,120534.0,118666.0,118666.0,120349.0
2003-01-08,5744.0,2500.0,218.0,6808.0,9449.0,11462.0,837.0,1986.0,3073.0,3073.0,79799.0,0.0,95000.0,95000.0,95953.0,2200.0,98206.0,98608.0,98608.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,179.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8653.0,8653.0,1400.0,15368.0,15368.0,15463.0,15463.0,98608.0,115741.0,11.0,120535.0,118614.0,118614.0,120308.0
2003-01-09,5744.0,2500.0,218.0,6809.0,9454.0,11466.0,835.0,1990.0,3077.0,3077.0,79564.0,0.0,95000.0,95000.0,95949.0,2200.0,98202.0,98599.0,98600.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,179.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8651.0,8651.0,1400.0,15350.0,15350.0,15445.0,15445.0,98600.0,115715.0,11.0,120542.0,118568.0,118568.0,120325.0
2003-01-10,5740.0,2500.0,217.0,6811.0,9458.0,11470.0,833.0,1995.0,3070.0,3070.0,79063.0,0.0,95000.0,95000.0,95945.0,2200.0,98198.0,98591.0,98592.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,178.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8649.0,8649.0,1400.0,15333.0,15333.0,15428.0,15428.0,98592.0,115689.0,11.0,120550.0,118524.0,118524.0,120317.0
2003-01-11,5737.0,2500.0,217.0,6812.0,9463.0,11475.0,831.0,2000.0,3069.0,3069.0,78633.0,0.0,95000.0,95000.0,95940.0,2200.0,98193.0,98583.0,98584.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,178.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8648.0,8648.0,1400.0,15317.0,15317.0,15412.0,15412.0,98584.0,115658.0,11.0,120554.0,118476.0,118476.0,120286.0
2003-01-12,5730.0,2500.0,217.0,6813.0,9467.0,11479.0,829.0,2005.0,3069.0,3069.0,78275.0,0.0,95000.0,95000.0,95936.0,2200.0,98189.0,98575.0,98576.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,178.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8646.0,8646.0,1400.0,15303.0,15303.0,15396.0,15396.0,98576.0,115630.0,11.0,120559.0,118429.0,118429.0,120254.0
2003-01-13,5727.0,2500.0,216.0,6815.0,9470.0,11481.0,827.0,2009.0,3065.0,3065.0,77978.0,0.0,95000.0,95000.0,95932.0,2200.0,98185.0,98568.0,98568.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,177.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8644.0,8644.0,1400.0,15289.0,15289.0,15382.0,15382.0,98568.0,115605.0,11.0,120566.0,118383.0,118383.0,120251.0
2003-01-14,5725.0,2500.0,216.0,6817.0,9478.0,11489.0,825.0,2015.0,3070.0,3070.0,77742.0,0.0,95000.0,95000.0,95928.0,2200.0,98181.0,98560.0,98560.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,177.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8642.0,8642.0,1400.0,15278.0,15278.0,15371.0,15371.0,98560.0,115587.0,11.0,120578.0,118343.0,118343.0,120316.0
2003-01-15,5722.0,2500.0,215.0,6819.0,9484.0,11495.0,826.0,2021.0,3072.0,3072.0,77550.0,0.0,95000.0,95000.0,95925.0,2200.0,98177.0,98553.0,98553.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,177.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8641.0,8641.0,1400.0,15272.0,15272.0,15365.0,15365.0,98553.0,115588.0,11.0,120609.0,118321.0,118321.0,120559.0
2003-01-16,5717.0,2500.0,215.0,6821.0,9489.0,11501.0,846.0,2034.0,3084.0,3084.0,77407.0,0.0,95000.0,95000.0,95922.0,2200.0,98174.0,98547.0,98547.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,176.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8639.0,8639.0,1400.0,15278.0,15278.0,15371.0,15371.0,98547.0,115607.0,12.0,120664.0,118322.0,118322.0,120747.0
2003-01-17,5713.0,2500.0,214.0,6818.0,9495.0,11513.0,925.0,2081.0,3126.0,3126.0,77316.0,0.0,95000.0,95000.0,95919.0,2200.0,98172.0,98543.0,98543.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,176.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8637.0,8637.0,1400.0,15289.0,15289.0,15381.0,15381.0,98543.0,115632.0,12.0,120716.0,118363.0,118363.0,120760.0
2003-01-18,5712.0,2500.0,214.0,6814.0,9497.0,11524.0,994.0,2163.0,3206.0,3206.0,77290.0,0.0,95000.0,95000.0,95918.0,2200.0,98170.0,98539.0,98540.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,176.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8636.0,8636.0,1400.0,15299.0,15299.0,15390.0,15390.0,98540.0,115635.0,12.0,120754.0,118395.0,118395.0,120746.0
2003-01-19,5709.0,2500.0,214.0,6811.0,9497.0,11532.0,992.0,2200.0,3243.0,3243.0,77240.0,0.0,95000.0,95000.0,95919.0,2200.0,98170.0,98539.0,98539.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,175.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8634.0,8634.0,1400.0,15300.0,15300.0,15392.0,15392.0,98539.0,115617.0,11.0,120765.0,118400.0,118400.0,120641.0
2003-01-20,5706.0,2500.0,213.0,6800.0,9497.0,11539.0,962.0,2175.0,3218.0,3218.0,77142.0,0.0,95000.0,95000.0,95920.0,2200.0,98172.0,98539.0,98539.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,175.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8632.0,8632.0,1400.0,15290.0,15290.0,15381.0,15381.0,98539.0,115609.0,11.0,120778.0,118406.0,118406.0,120654.0
2003-01-21,5701.0,2500.0,213.0,6803.0,9494.0,11544.0,923.0,2141.0,3184.0,3184.0,76949.0,0.0,95000.0,95000.0,95921.0,2200.0,98173.0,98536.0,98536.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,175.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8631.0,8631.0,1400.0,15276.0,15276.0,15367.0,15367.0,98536.0,115592.0,11.0,120785.0,118407.0,118407.0,120653.0
2003-01-22,5698.0,2500.0,212.0,6799.0,9496.0,11554.0,906.0,2108.0,3151.0,3151.0,76589.0,0.0,95000.0,95000.0,95923.0,2200.0,98175.0,98532.0,98532.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,175.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8629.0,8629.0,1400.0,15260.0,15260.0,15350.0,15350.0,98532.0,115573.0,11.0,120784.0,118400.0,118400.0,120505.0
2003-01-23,5697.0,2500.0,212.0,6789.0,9496.0,11561.0,901.0,2096.0,3138.0,3138.0,76283.0,0.0,95000.0,95000.0,95924.0,2200.0,98176.0,98538.0,98538.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,174.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8100.0,8628.0,8628.0,1400.0,15247.0,15247.0,15336.0,15336.0,98538.0,115574.0,11.0,120801.0,118408.0,118408.0,120542.0
2003-01-24,5694.0,2500.0,211.0,6785.0,9492.0,11565.0,938.0,2110.0,3115.0,3115.0,76021.0,0.0,95000.0,95000.0,95926.0,2200.0,98177.0,98553.0,98552.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,174.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,8319.0,8845.0,8845.0,1400.0,15244.0,15244.0,15333.0,15333.0,98552.0,115601.0,11.0,120845.0,118445.0,118445.0,120757.0
2003-01-25,5689.0,2500.0,211.0,6783.0,9490.0,11570.0,954.0,2139.0,3139.0,3139.0,75848.0,0.0,95000.0,95000.0,95927.0,2200.0,98179.0,98561.0,98561.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,174.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,10965.0,11489.0,11489.0,1400.0,16583.0,16583.0,16672.0,16672.0,98561.0,115913.0,11.0,121059.0,118632.0,118632.0,120986.0
2003-01-26,5687.0,2500.0,211.0,6779.0,9491.0,11578.0,978.0,2157.0,3157.0,3157.0,75707.0,0.0,95000.0,95000.0,95928.0,2200.0,98180.0,98556.0,98556.0,100.0,110.0,100.0,110.0,200.0,90.0,30.0,173.0,150.0,280.0,1060.0,0.0,390.0,10.0,240.0,1.0,1.0,0.0,200.0,45.0,11125.0,11648.0,11648.0,1400.0,18255.0,18255.0,18343.0,18343.0,98556.0,118147.0,11.0,123130.0,120620.0,120620.0,122830.0
