, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2014-06-17, 39560, 22095, 11587, 11394, 16622, 25215, 433, 1188, 1393, 4556, , 8343, , 1117, 20686, 31039, 54440, 57376, 2760, , 6691, 7335, 7626, 221, 157399, 9723, 173965, 133218, 11605, 4018, 148692, 4035, 144986, , 6534, 148917, 159591, 392, 385, 231, 1593, 316, 3396, 578, 1360, 905, 1530, 1066, 2359, 582, 1911, , 2033, 3108, 4681, 9170, , 16185, 13550, 49, 9973, 8473, 5005, , 62, , 3600, 240, 8569, 410, 417, 645, 375, 136, 141, , 4147, 1494, 1241, 12, , 0, 24, 2009, 542, 4906, 590, 14793, 15142, 29667, 3595, , 24881, 11986, 26678, 76136, 75149, 75228, 76807, 105, 218864, 110, 196, 46, 186, 1011, 1205, 209582, 4868, 209812, 1398, 633, 1233, 211248
2014-06-18, 49093, 22574, 16403, 17528, 23296, 35150, 656, 1729, 1655, 4962, , 9659, , 1304, 22522, 35716, 61232, 64852, 2880, , 7319, 7390, 7702, 271, 162701, 10901, 180360, 143748, 10985, 3807, 158137, 3757, 156260, , 6362, 162060, 172890, 375, 349, 232, 1615, 301, 3653, 540, 1356, 895, 1650, 1437, 2288, 641, 2027, , 2554, 3424, 5351, 9422, , 17002, 13596, 40, 10078, 8545, 4700, , 88, , 3600, 248, 8631, 423, 395, 644, 416, 129, 202, , 4134, 1480, 1274, 12, , 0, 58, 1824, 509, 4995, 550, 15626, 16260, 30452, 3420, , 26540, 12266, 28364, 77700, 76723, 76818, 77796, 94, 244636, 101, 177, 41, 155, 967, 1164, 236381, 4830, 236729, 1348, 598, 1249, 238256
2014-06-19, 58072, 23891, 21472, 21100, 24957, 46234, 684, 2158, 1876, 5524, , 9713, , 1359, 25285, 52149, 70318, 74846, 2547, , 9220, 7413, 7762, 243, 168556, 10198, 185441, 159373, 10243, 3650, 171873, 4051, 169589, , 6604, 174545, 184697, 348, 327, 239, 1785, 264, 3513, 554, 1401, 924, 1652, 1286, 2451, 610, 1828, , 2364, 3756, 5266, 9374, , 17350, 13602, 35, 10482, 8923, 4964, , 96, , 3600, 229, 8586, 442, 410, 656, 420, 125, 197, , 4126, 1467, 1210, 8, , 0, 30, 1687, 479, 4809, 514, 15721, 16894, 29870, 3272, , 28630, 14078, 30244, 80295, 80132, 80224, 80600, 73, 259050, 95, 161, 38, 102, 920, 1118, 252504, 4808, 253063, 1294, 596, 1204, 255101
2014-06-20, 52136, 24226, 19670, 19032, 20804, 43402, 660, 2422, 2048, 5936, , 10659, , 1235, 26876, 55661, 76895, 82168, 2359, , 10523, 7256, 7766, 200, 177921, 9287, 193088, 174998, 9740, 3618, 188537, 4520, 188482, , 6988, 195081, 204954, 352, 328, 254, 2052, 276, 3400, 651, 1556, 1049, 1820, 1145, 2438, 540, 1569, , 2162, 3371, 5006, 8805, , 16286, 13642, 29, 10602, 9131, 5369, , 70, , 3600, 204, 8536, 484, 454, 634, 361, 112, 131, , 4120, 1453, 1092, 8, , 0, 10, 1410, 442, 4525, 465, 15319, 16788, 28534, 3146, , 29008, 12916, 31341, 81383, 81383, 81468, 81468, 65, 278902, 92, 148, 34, 68, 876, 1073, 271988, 4779, 272228, 1286, 607, 1151, 273554
2014-06-21, 46480, 23777, 17093, 17128, 17817, 38695, 505, 2094, 1945, 5847, , 10494, , 1152, 27419, 49817, 82091, 87992, 2287, , 9142, 6824, 7278, 192, 180925, 8562, 196789, 174998, 9416, 3675, 188157, 5103, 189033, , 7304, 197019, 206992, 351, 330, 277, 2231, 288, 3362, 672, 1635, 1050, 1952, 1212, 2349, 495, 1400, , 1952, 2668, 4440, 8346, , 15053, 13680, 27, 10121, 8716, 5262, , 35, , 3600, 190, 8498, 461, 436, 622, 310, 106, 98, , 4116, 1440, 998, 8, , 0, 8, 1314, 408, 4351, 434, 14846, 16278, 26908, 3032, , 26713, 11671, 29170, 77366, 77366, 77448, 77448, 60, 288330, 89, 141, 32, 59, 841, 1037, 286485, 4756, 287313, 1264, 578, 1110, 289900
2014-06-22, 43986, 23200, 15471, 15659, 16615, 36162, 467, 1742, 1794, 5564, , 9663, , 1072, 25607, 45182, 78964, 84838, 2258, , 7462, 6784, 7294, 188, 181527, 7961, 197074, 174998, 9194, 3675, 187896, 5383, 189428, , 7256, 197374, 206923, 334, 316, 298, 2212, 265, 3327, 640, 1576, 1023, 1896, 1182, 2348, 472, 1366, , 1879, 2093, 4232, 8442, , 14807, 13726, 26, 9431, 8040, 4720, , 25, , 3600, 181, 8465, 434, 416, 624, 308, 102, 95, , 4111, 1426, 992, 7, , 0, 8, 1222, 384, 4304, 414, 14619, 15970, 25482, 2924, , 24998, 10928, 27323, 72523, 72523, 72598, 72598, 58, 284099, 87, 135, 29, 50, 811, 1007, 284413, 4738, 285489, 1211, 542, 1074, 288664
2014-06-23, 41987, 22688, 14360, 14346, 15703, 34664, 451, 1529, 1698, 5309, , 9100, , 994, 23768, 43230, 75082, 80781, 2230, , 6372, 5819, 6539, 184, 180871, 7432, 195236, 180623, 9021, 3590, 192192, 5546, 193300, , 7039, 199798, 208616, 330, 310, 320, 2249, 257, 3299, 644, 1599, 1072, 1895, 1092, 2336, 461, 1368, , 1836, 1790, 4242, 8772, , 15154, 13777, 24, 8949, 7530, 4156, , 27, , 3600, 173, 8434, 422, 408, 626, 295, 99, 95, , 4108, 1412, 974, 8, , 0, 6, 1138, 364, 4280, 396, 14514, 15832, 24226, 2827, , 23288, 10264, 25612, 69359, 69359, 69430, 69430, 54, 280150, 86, 130, 27, 35, 783, 982, 281446, 4718, 282446, 1186, 548, 1052, 285441
2014-06-24,39213.0,22222.0,13700.0,13217.0,14812.0,32696.0,432.0,1348.0,1652.0,5118.0,6996.0,8687.0,16072.0,922.0,22446.0,40819.0,70114.0,75572.0,2188.0,67639.0,5682.0,6244.0,6470.0,179.0,180146.0,6951.0,194034.0,189998.0,8838.0,3539.0,202400.0,5970.0,205063.0,912.0,6925.0,211922.0,220266.0,346.0,325.0,345.0,2444.0,280.0,3280.0,695.0,1704.0,1235.0,2018.0,1100.0,2285.0,458.0,1302.0,1456.0,1754.0,1570.0,4146.0,8869.0,9374.0,15324.0,13832.0,22.0,8696.0,7267.0,3831.0,4810.0,31.0,7070.0,3600.0,167.0,8404.0,411.0,402.0,626.0,268.0,100.0,95.0,1034.0,4104.0,1405.0,898.0,8.0,86.0,0.0,6.0,1038.0,346.0,4208.0,377.0,14326.0,15656.0,23124.0,2756.0,45889.0,21660.0,9758.0,23929.0,67326.0,67326.0,67390.0,67390.0,48.0,284594.0,84.0,125.0,24.0,25.0,757.0,961.0,285063.0,4700.0,285674.0,1186.0,553.0,1080.0,287844.0
2014-06-25,37234.0,21881.0,13980.0,12417.0,14551.0,32018.0,435.0,1221.0,1605.0,4952.0,6702.0,8285.0,15894.0,857.0,21266.0,39092.0,67023.0,72358.0,2131.0,63082.0,5198.0,7042.0,7636.0,176.0,176670.0,6510.0,192048.0,189998.0,8703.0,3615.0,202280.0,6390.0,205779.0,998.0,6737.0,213111.0,221349.0,351.0,340.0,375.0,2535.0,289.0,3387.0,682.0,1736.0,1191.0,2123.0,1375.0,2306.0,461.0,1307.0,1305.0,1710.0,1475.0,3880.0,8568.0,9178.0,14886.0,13890.0,20.0,8519.0,7087.0,3650.0,5014.0,32.0,7173.0,3600.0,159.0,8374.0,388.0,384.0,616.0,262.0,93.0,98.0,1021.0,4096.0,1408.0,904.0,8.0,86.0,0.0,4.0,931.0,329.0,4142.0,361.0,14124.0,15412.0,22162.0,2776.0,43575.0,20496.0,9582.0,22633.0,64814.0,64814.0,64874.0,64874.0,43.0,289428.0,82.0,119.0,22.0,29.0,729.0,939.0,292846.0,4690.0,293624.0,1173.0,532.0,1098.0,296201.0
2014-06-26,37664.0,21599.0,14513.0,11631.0,14031.0,31712.0,472.0,1202.0,1579.0,4778.0,6719.0,7966.0,16036.0,806.0,20278.0,38297.0,62656.0,67788.0,2077.0,63069.0,4833.0,6662.0,7359.0,173.0,172916.0,6106.0,187412.0,188123.0,8706.0,3635.0,200735.0,5475.0,205164.0,960.0,5845.0,212068.0,220001.0,325.0,316.0,395.0,2171.0,224.0,3428.0,570.0,1593.0,997.0,1962.0,1445.0,2476.0,458.0,1202.0,1202.0,1642.0,1463.0,3564.0,8025.0,9234.0,13955.0,13948.0,19.0,8496.0,7050.0,3578.0,4948.0,32.0,7234.0,3600.0,152.0,8344.0,372.0,371.0,588.0,252.0,91.0,102.0,963.0,4092.0,1410.0,961.0,8.0,86.0,0.0,2.0,854.0,314.0,4063.0,349.0,14063.0,15302.0,21190.0,2696.0,42696.0,19538.0,9511.0,21716.0,62702.0,62702.0,62756.0,62756.0,40.0,287248.0,82.0,114.0,20.0,40.0,703.0,918.0,292407.0,4684.0,293302.0,1073.0,501.0,1002.0,296116.0
