, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIVER AT SPOKANE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-03-29,2848.0,5719.0,1092.0,1117.0,2502.0,3899.0,237.0,288.0,629.0,1514.0,757.0,2308.0,453.0,3255.0,4442.0,7406.0,8263.0,1496.0,17419.0,7444.0,3790.79,4961.0,1082.0,60769.0,1798.0,66452.0,60346.0,1131.0,786.0,61615.0,2259.0,61764.0,176.0,2184.0,67970.0,67546.0,843.0,978.0,450.0,1910.0,816.0,742.0,1902.0,518.0,1168.0,944.0,1905.0,1979.0,3316.0,401.0,488.0,1407.0,404.0,998.0,407.0,1210.0,1438.0,2266.0,1220.0,63.0,1835.0,1757.0,1273.0,1412.0,296.0,4168.0,451.0,165.0,6909.0,73.0,116.0,222.0,415.0,137.0,1301.0,661.0,2008.0,258.0,645.0,555.0,269.0,97.0,210.0,1300.0,92.0,1807.0,2322.0,11875.0,12566.0,4573.0,2681.0,19791.0,3707.0,4283.0,5809.0,25600.0,25600.0,26038.0,26038.0,403.0,92305.0,480.0,656.0,716.0,366.0,1573.0,1703.0,97908.0,6040.0,100528.0,3108.0,3702.0,2153.0,107443.0
2010-03-30,3192.0,7340.0,2079.0,1616.0,3509.0,5550.0,299.0,430.0,928.0,2197.0,1130.0,3361.0,576.0,4761.0,6110.0,9087.0,10199.0,1611.0,19326.0,15655.0,4015.2,6074.0,2430.0,55680.0,2361.0,65599.0,60000.0,1232.0,1007.0,62088.0,1932.0,63606.0,174.0,2735.0,71708.0,71684.0,671.0,743.0,468.0,1776.0,1024.0,935.0,2690.0,500.0,1385.0,691.0,2453.0,3965.0,4484.0,490.0,647.0,2199.0,508.0,1425.0,459.0,1416.0,1663.0,2621.0,1231.0,125.0,1937.0,1784.0,1265.0,1391.0,404.0,4323.0,450.0,253.0,6787.0,72.0,114.0,361.0,602.0,157.0,2852.0,1086.0,2638.0,254.0,700.0,810.0,370.0,97.0,212.0,2325.0,167.0,3477.0,4076.0,15250.0,16645.0,6030.0,5476.0,27601.0,9160.0,10295.0,11961.0,39562.0,39562.0,40574.0,40574.0,1060.0,106925.0,737.0,1811.0,964.0,837.0,4218.0,2837.0,110297.0,8185.0,113819.0,4983.0,4256.0,3279.0,122609.0
2010-03-31,3190.0,8882.0,1622.0,1460.0,2672.0,4991.0,298.0,342.0,1121.0,2722.0,1398.0,4152.0,342.0,5411.0,7232.0,10251.0,11526.0,1671.0,16626.0,16080.0,4997.23,6447.0,841.0,49990.0,2550.0,61148.0,58750.0,1426.0,973.0,61197.0,1539.0,62935.0,135.0,2492.0,70965.0,71053.0,474.0,465.0,360.0,1024.0,856.0,739.0,2441.0,385.0,1152.0,564.0,1779.0,3553.0,5636.0,508.0,617.0,2195.0,550.0,2183.0,521.0,1612.0,1912.0,3077.0,1279.0,88.0,2528.0,2222.0,1419.0,1475.0,467.0,4406.0,451.0,311.0,6678.0,68.0,106.0,274.0,562.0,125.0,4686.0,692.0,2170.0,249.0,704.0,655.0,273.0,100.0,212.0,864.0,93.0,3448.0,3064.0,15801.0,18989.0,6567.0,4264.0,29128.0,12517.0,8802.0,15628.0,44756.0,46647.0,48003.0,48583.0,876.0,122884.0,432.0,1223.0,574.0,1765.0,4706.0,4770.0,130811.0,7565.0,133948.0,3600.0,2727.0,2358.0,143739.0
2010-04-01,3168.0,8358.0,1215.0,1419.0,2556.0,4457.0,293.0,243.0,1173.0,2554.0,1107.0,3691.0,210.0,5103.0,6358.0,10213.0,11493.0,1720.0,16093.0,11988.0,5119.61,6376.0,357.0,45596.0,2458.0,56535.0,55172.0,1680.0,919.0,57772.0,1474.0,59671.0,127.0,1980.0,67380.0,67632.0,392.0,340.0,321.0,670.0,736.0,561.0,2027.0,337.0,1036.0,507.0,1473.0,2653.0,5318.0,459.0,562.0,1678.0,498.0,2226.0,493.0,1544.0,1852.0,2954.0,1322.0,73.0,3197.0,2903.0,1924.0,1881.0,456.0,4580.0,470.0,276.0,6630.0,67.0,103.0,231.0,465.0,116.0,4346.0,467.0,1892.0,244.0,670.0,424.0,192.0,102.0,205.0,542.0,83.0,2403.0,2405.0,14183.0,18129.0,6145.0,2991.0,27131.0,10075.0,5661.0,12748.0,39879.0,44921.0,47188.0,48656.0,608.0,127587.0,280.0,667.0,385.0,1211.0,3465.0,4843.0,137624.0,6956.0,140611.0,2761.0,1858.0,1720.0,148193.0
2010-04-02,3126.0,7392.0,1121.0,1354.0,2438.0,4200.0,292.0,214.0,1133.0,2264.0,933.0,3225.0,161.0,4324.0,5551.0,9413.0,10602.0,1738.0,16208.0,8621.0,5114.05,6241.0,301.0,43816.0,2367.0,53369.0,55000.0,1744.0,878.0,57477.0,1401.0,58934.0,122.0,1681.0,65376.0,65397.0,367.0,288.0,305.0,595.0,678.0,448.0,1763.0,305.0,943.0,476.0,1291.0,1990.0,4320.0,449.0,520.0,1438.0,472.0,1776.0,460.0,1431.0,1742.0,2815.0,1409.0,71.0,3112.0,2997.0,2439.0,2476.0,409.0,5056.0,499.0,242.0,6570.0,67.0,101.0,219.0,396.0,111.0,2575.0,419.0,1828.0,240.0,646.0,310.0,161.0,246.0,186.0,451.0,81.0,1980.0,2083.0,12693.0,16047.0,5782.0,2588.0,25419.0,7861.0,3966.0,9759.0,35177.0,40219.0,42403.0,43538.0,560.0,120675.0,227.0,495.0,391.0,729.0,2405.0,3831.0,131019.0,6749.0,134347.0,2604.0,1573.0,1551.0,141240.0
2010-04-03,3084.0,6678.0,1086.0,1303.0,2326.0,4092.0,290.0,208.0,1067.0,2094.0,884.0,3003.0,142.0,3859.0,5116.0,8645.0,9737.0,1756.0,16167.0,7298.0,6383.51,7063.0,401.0,43001.0,2419.0,53262.0,55000.0,1631.0,868.0,57579.0,1386.0,59045.0,117.0,1585.0,65148.0,65158.0,372.0,268.0,313.0,654.0,686.0,377.0,1601.0,277.0,870.0,462.0,1218.0,1618.0,3442.0,445.0,472.0,1267.0,461.0,1424.0,460.0,1370.0,1674.0,2679.0,1504.0,70.0,2759.0,2630.0,2296.0,2447.0,375.0,5310.0,528.0,238.0,6549.0,66.0,99.0,215.0,349.0,107.0,1951.0,404.0,1811.0,235.0,618.0,384.0,210.0,248.0,176.0,422.0,79.0,1877.0,1971.0,12252.0,14970.0,5527.0,2664.0,24983.0,6778.0,3681.0,8315.0,33298.0,36449.0,37926.0,38635.0,603.0,118573.0,260.0,513.0,395.0,485.0,2190.0,3039.0,126863.0,7091.0,130239.0,2589.0,1426.0,1725.0,136290.0
2010-04-04,3043.0,6253.0,1057.0,1270.0,2222.0,4016.0,288.0,209.0,1011.0,1996.0,860.0,2879.0,136.0,3642.0,4897.0,8269.0,9314.0,1741.0,14188.0,6816.0,6630.06,7861.0,445.0,42435.0,2373.0,53356.0,55000.0,1525.0,864.0,57507.0,1359.0,58980.0,112.0,1572.0,64848.0,64862.0,340.0,260.0,311.0,645.0,688.0,329.0,1504.0,252.0,815.0,434.0,1107.0,1344.0,2898.0,446.0,446.0,1171.0,457.0,1234.0,462.0,1390.0,1687.0,2635.0,1603.0,85.0,2545.0,2361.0,1964.0,2112.0,363.0,5052.0,558.0,290.0,6579.0,66.0,97.0,211.0,324.0,104.0,2193.0,452.0,1845.0,230.0,549.0,531.0,263.0,271.0,158.0,454.0,77.0,1882.0,1733.0,11814.0,14183.0,5332.0,2534.0,22917.0,6193.0,3340.0,7650.0,30567.0,30567.0,30850.0,30850.0,507.0,104016.0,280.0,555.0,344.0,472.0,2253.0,2801.0,113759.0,6760.0,117418.0,2338.0,1112.0,1528.0,124373.0
2010-04-05,3004.0,5899.0,1029.0,1244.0,2163.0,3948.0,287.0,220.0,959.0,1927.0,876.0,2823.0,159.0,3531.0,4729.0,8065.0,9086.0,1737.0,13742.0,6409.0,6235.0,7425.0,530.0,41893.0,2313.0,52439.0,55000.0,1467.0,846.0,57388.0,1309.0,58856.0,108.0,1572.0,64492.0,64507.0,333.0,256.0,311.0,629.0,680.0,298.0,1445.0,230.0,779.0,444.0,1032.0,1110.0,2561.0,459.0,462.0,1298.0,479.0,1165.0,471.0,1452.0,1765.0,2753.0,1697.0,113.0,2487.0,2252.0,1752.0,1864.0,373.0,4800.0,587.0,516.0,6782.0,66.0,96.0,212.0,347.0,100.0,3010.0,655.0,1847.0,226.0,531.0,581.0,237.0,195.0,141.0,882.0,76.0,1922.0,1545.0,11495.0,13611.0,5205.0,2328.0,21996.0,5875.0,2942.0,7268.0,29265.0,29265.0,29534.0,29534.0,424.0,97953.0,280.0,512.0,278.0,484.0,2197.0,2794.0,105571.0,6555.0,108436.0,2171.0,980.0,1438.0,113565.0
2010-04-06,2967.0,5727.0,1071.0,1258.0,2197.0,3965.0,291.0,260.0,920.0,1948.0,905.0,2871.0,227.0,3597.0,4687.0,8106.0,9131.0,1758.0,14262.0,6504.0,6151.95,7149.0,794.0,40127.0,2357.0,50555.0,55000.0,1448.0,852.0,57320.0,1299.0,58779.0,104.0,1624.0,64220.0,64230.0,340.0,262.0,324.0,679.0,694.0,270.0,1402.0,211.0,766.0,422.0,1015.0,963.0,2336.0,459.0,490.0,1606.0,515.0,1382.0,484.0,1475.0,1817.0,2930.0,1790.0,112.0,2564.0,2270.0,1677.0,1757.0,395.0,4753.0,616.0,567.0,6928.0,66.0,94.0,216.0,373.0,97.0,4414.0,680.0,1881.0,221.0,529.0,661.0,238.0,163.0,127.0,865.0,74.0,2111.0,1519.0,11620.0,13491.0,5173.0,2213.0,22455.0,6478.0,3838.0,7662.0,30117.0,30117.0,30381.0,30381.0,393.0,96979.0,305.0,554.0,252.0,443.0,2154.0,2728.0,104198.0,6636.0,107029.0,2044.0,1027.0,1654.0,111789.0
2010-04-07,2937.0,5769.0,1237.0,1319.0,2235.0,4167.0,291.0,246.0,921.0,2058.0,968.0,3042.0,192.0,3730.0,4779.0,8235.0,9280.0,1763.0,13737.0,6674.0,6396.7,7404.0,599.0,40316.0,2385.0,50578.0,55000.0,1447.0,870.0,57310.0,1260.0,58762.0,101.0,1609.0,63966.0,63978.0,300.0,235.0,314.0,624.0,667.0,257.0,1352.0,194.0,734.0,374.0,939.0,808.0,2126.0,459.0,456.0,1454.0,497.0,1642.0,490.0,1425.0,1776.0,2858.0,1879.0,103.0,2936.0,2568.0,1788.0,1811.0,393.0,4637.0,646.0,450.0,6848.0,66.0,92.0,209.0,356.0,94.0,4918.0,520.0,1804.0,216.0,511.0,632.0,223.0,142.0,113.0,481.0,72.0,2059.0,1337.0,11808.0,13719.0,5105.0,2134.0,22500.0,6785.0,3848.0,8287.0,30787.0,30787.0,31047.0,31047.0,347.0,97600.0,237.0,488.0,194.0,456.0,2115.0,2683.0,104661.0,6499.0,107305.0,1913.0,911.0,1546.0,111951.0
