, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-08-17, 11448, 12538, 2725, 2615, 1462, 9580, 220, 640, 430, 1170, 2328, 815, 3142, 232, 4650, 11465, 17565, 19502, 498, 17932, 1295, 2038, 2768, 105, , 1212, 134330, 143000, 4290, 1145, 148482, 4170, 153378, 240, 2830, 157030, 157060, 85, 152, 640, 732, 60, 3822, 120, 458, 432, 765, 755, 2272, 640, 598, 1568, 1512, 2470, 1178, 6205, 7350, 9945, 13305, 60, 11795, 11010, 8982, 8998, 200, 11905, 1500, 212, 7782, 382, 460, 330, 188, 80, 560, 390, 3210, 578, 405, 10, 150, 0, 50, 468, 80, 2305, 292, 11618, 12330, 7790, 1370, 24592, 3520, 2115, 17928, 42322, 42322, 42382, 42382, 55, 202410, 40, 60, 20, 40, 282, 352, 204038, 5640, 205645, 1350, 415, 915, 208410
2011-08-18, 11115, 12512, 2642, 2572, 1435, 9482, 220, 635, 420, 1142, 2295, 805, 3095, 225, 4570, 11390, 17332, 19242, 488, 17560, 1275, 1988, 2715, 100, , 1158, 132938, 143000, 4225, 1100, 148388, 3865, 153050, 232, 2708, 156232, 156268, 80, 150, 648, 682, 55, 3810, 110, 445, 428, 740, 735, 2258, 640, 582, 1555, 1468, 2445, 1150, 6100, 7170, 9732, 12795, 60, 11282, 10512, 8495, 8510, 202, 11450, 1500, 208, 7805, 370, 450, 320, 178, 70, 550, 380, 3195, 598, 448, 10, 150, 0, 60, 400, 72, 2272, 290, 11698, 12408, 7602, 1342, 24370, 3432, 2050, 17840, 42008, 42008, 42068, 42068, 48, 201285, 40, 60, 20, 40, 272, 338, 202875, 5640, 205148, 1338, 410, 900, 207858
2011-08-19, 10762, 12490, 2525, 2398, 1292, 9202, 210, 622, 410, 1118, 2245, 795, 3040, 220, 4500, 11158, 17155, 19045, 485, 17418, 1255, 1942, 2665, 100, , 1105, 131835, 143000, 4148, 1055, 148278, 3595, 152585, 230, 2652, 155362, 155392, 80, 148, 650, 680, 50, 3792, 108, 435, 425, 718, 710, 2240, 630, 565, 1540, 1425, 2402, 1118, 6005, 7002, 9525, 12278, 58, 10755, 10000, 8008, 8020, 210, 10970, 1500, 200, 7838, 360, 440, 318, 172, 70, 548, 378, 3178, 618, 480, 10, 150, 0, 65, 412, 70, 2252, 290, 11770, 12472, 7422, 1320, 24150, 3350, 1960, 17752, 41702, 41702, 41762, 41762, 45, 200110, 40, 60, 20, 40, 268, 328, 201685, 5640, 204588, 1330, 412, 898, 207295
2011-08-20, 10498, 12475, 2422, 2332, 1182, 9000, 210, 618, 410, 1095, 2208, 788, 2995, 220, 4422, 10805, 16875, 18735, 478, 17218, 1232, 1890, 2620, 100, , 1055, 129662, 143000, 4000, 1015, 148152, 3555, 152388, 220, 2578, 155000, 155010, 78, 138, 650, 650, 50, 3772, 102, 425, 422, 698, 700, 2222, 630, 562, 1550, 1390, 2358, 1090, 5922, 6890, 9358, 11765, 60, 10208, 9468, 7492, 7515, 212, 10482, 1500, 195, 7868, 355, 435, 310, 170, 70, 538, 378, 3110, 638, 528, 10, 150, 0, 78, 450, 70, 2242, 290, 11880, 12565, 7252, 1295, 23935, 3270, 1952, 17670, 41405, 41405, 41465, 41465, 50, 199085, 40, 60, 20, 35, 260, 320, 200568, 5640, 203628, 1328, 415, 895, 206338
2011-08-21, 10278, 12455, 2345, 2302, 1168, 8885, 210, 620, 408, 1075, 2188, 788, 2978, 212, 4365, 10600, 16500, 18315, 470, 16875, 1210, 1840, 2570, 100, , 1015, 119622, 143000, 3758, 975, 147948, 3360, 152048, 218, 2478, 154585, 154610, 72, 130, 650, 620, 50, 3742, 100, 420, 408, 682, 685, 2215, 630, 550, 1562, 1358, 2340, 1070, 5852, 6810, 9240, 11252, 60, 9678, 8942, 6982, 6998, 225, 9985, 1500, 190, 7898, 345, 428, 305, 170, 72, 545, 372, 3030, 648, 570, 10, 150, 0, 90, 432, 70, 2238, 290, 12018, 12702, 7102, 1275, 23750, 3202, 1930, 17598, 41145, 41145, 41202, 41202, 50, 198470, 40, 60, 20, 32, 260, 320, 199902, 5640, 203008, 1320, 402, 885, 205680
2011-08-22, 10075, 12440, 2295, 2278, 1108, 8802, 210, 620, 398, 1055, 2160, 785, 2942, 210, 4328, 10462, 16238, 18025, 462, 16598, 1190, 1795, 2520, 100, , 975, 117825, 143000, 3500, 942, 147670, 3140, 151545, 210, 2418, 154032, 154058, 70, 128, 660, 605, 50, 3705, 100, 412, 400, 670, 660, 2205, 630, 550, 1580, 1332, 2340, 1045, 5788, 6728, 9132, 10738, 50, 9170, 8445, 6482, 6500, 230, 9500, 1500, 190, 7930, 340, 420, 300, 170, 72, 545, 370, 2942, 662, 602, 10, 145, 0, 90, 395, 70, 2220, 288, 12142, 12830, 6960, 1252, 23572, 3140, 1872, 17532, 40902, 40902, 40962, 40962, 52, 197738, 40, 58, 20, 40, 250, 315, 199178, 5640, 202345, 1310, 400, 868, 204998
2011-08-23, 9792, 12418, 2275, 2228, 1062, 8720, 210, 620, 390, 1035, 2130, 772, 2902, 210, 4270, 10332, 16050, 17818, 460, 16480, 1170, 1740, 2470, 100, , 935, 117185, 143000, 3288, 908, 147388, 2948, 151042, 208, 2315, 153430, 153452, 70, 120, 660, 578, 50, 3672, 100, 410, 405, 655, 635, 2185, 625, 542, 1578, 1305, 2325, 1025, 5718, 6650, 9020, 10225, 50, 8670, 7955, 6008, 6018, 232, 9022, 1500, 180, 7962, 328, 410, 290, 162, 70, 520, 360, 2870, 678, 630, 10, 140, 0, 98, 392, 68, 2202, 280, 12232, 12918, 6825, 1235, 23410, 3080, 1850, 17470, 40675, 40675, 40735, 40735, 60, 196912, 40, 52, 20, 45, 250, 310, 198342, 5632, 201568, 1302, 405, 865, 204205
2011-08-24, 9548, 12410, 2255, 2242, 1128, 8702, 210, 615, 390, 1018, 2105, 770, 2875, 208, 4220, 10228, 15898, 17650, 460, 16492, 1152, 1692, 2420, 100, , 900, 116692, 143000, 3125, 880, 147155, 2952, 150748, 200, 2295, 153068, 153080, 70, 120, 660, 580, 40, 3638, 95, 402, 395, 645, 625, 2165, 620, 540, 1585, 1275, 2305, 1005, 5658, 6578, 8918, 9715, 50, 8158, 7458, 5530, 5540, 242, 8558, 1500, 172, 7990, 320, 405, 288, 160, 70, 510, 360, 2788, 690, 675, 10, 140, 0, 108, 428, 62, 2205, 280, 12350, 13032, 6698, 1215, 23250, 3022, 1822, 17412, 40465, 40465, 40525, 40525, 60, 196135, 40, 60, 20, 60, 248, 310, 197530, 5630, 200808, 1292, 400, 858, 203435
2011-08-25, 9368, 12400, 2278, 2240, 1202, 8728, 210, 620, 382, 1002, 2085, 770, 2858, 202, 4180, 10262, 15775, 17512, 452, 16312, 1135, 1652, 2382, 98, , 870, 116388, 143000, 3000, 848, 146970, 2792, 150460, 198, 2232, 152750, 152770, 70, 118, 660, 555, 40, 3600, 90, 400, 385, 632, 610, 2145, 620, 530, 1588, 1245, 2295, 985, 5575, 6482, 8805, 9200, 50, 7642, 6955, 5042, 5060, 250, 8092, 1500, 170, 8028, 308, 392, 275, 152, 70, 505, 355, 2700, 708, 708, 10, 140, 0, 112, 400, 60, 2200, 280, 12485, 13165, 6585, 1200, 23108, 2975, 1785, 17362, 40270, 40270, 40330, 40330, 60, 195612, 40, 60, 20, 70, 240, 302, 196965, 5630, 200290, 1280, 400, 845, 202872
2011-08-26, 9172, 12378, 2215, 2140, 1105, 8600, 208, 618, 370, 988, 2060, 762, 2822, 192, 4135, 10258, 15735, 17465, 442, 16152, 1115, 1612, 2345, 90, , 842, 116002, 143000, 2910, 820, 146818, 2628, 150130, 190, 2128, 152308, 152328, 70, 110, 660, 505, 40, 3568, 90, 390, 382, 622, 590, 2132, 615, 520, 1568, 1212, 2262, 962, 5490, 6388, 8675, 8688, 50, 7138, 6462, 4562, 4575, 250, 7615, 1488, 170, 8058, 300, 382, 268, 138, 70, 492, 350, 2620, 718, 740, 10, 140, 0, 110, 370, 60, 2180, 280, 12588, 13268, 6465, 1185, 22970, 2922, 1695, 17310, 40082, 40082, 40145, 40145, 60, 195025, 40, 50, 20, 78, 238, 300, 196392, 5630, 199778, 1278, 402, 830, 202345
2011-08-27, 8975, 12358, 2102, 2092, 980, 8415, 200, 608, 368, 975, 2032, 758, 2785, 190, 4085, 10042, 15672, 17395, 440, 16105, 1100, 1572, 2305, 90, , 815, 115535, 143000, 2825, 798, 146700, 2548, 149882, 190, 2082, 151995, 152002, 70, 112, 648, 498, 40, 3525, 90, 390, 375, 612, 598, 2120, 610, 510, 1560, 1182, 2222, 945, 5420, 6300, 8555, 8370, 50, 6620, 5955, 4075, 4090, 240, 7140, 1340, 160, 8090, 292, 378, 260, 130, 62, 490, 345, 2515, 722, 770, 10, 140, 0, 110, 380, 60, 2165, 272, 12670, 13348, 6350, 1170, 22830, 2870, 1665, 17258, 39890, 39890, 39950, 39950, 50, 194405, 40, 50, 20, 80, 230, 292, 195748, 5630, 199182, 1275, 400, 842, 201742
2011-08-28, 9000, 12348, 2025, 2092, 950, 8330, 200, 600, 360, 962, 2005, 750, 2755, 190, 4038, 9820, 15445, 17148, 440, 15898, 1085, 1532, 2268, 90, , 788, 115128, 143000, 2755, 770, 146595, 2480, 149720, 180, 2040, 151795, 151805, 65, 110, 625, 482, 40, 3448, 90, 380, 370, 605, 585, 2110, 610, 510, 1565, 1158, 2190, 925, 5355, 6222, 8440, 8295, 50, 6352, 5648, 3658, 3650, 240, 6672, 1160, 160, 8108, 285, 370, 252, 125, 60, 478, 340, 2405, 720, 788, 10, 140, 0, 110, 348, 60, 2128, 270, 12740, 13418, 6245, 1155, 22700, 2825, 1638, 17208, 39708, 39708, 39770, 39770, 50, 193955, 40, 50, 20, 82, 230, 290, 195248, 5630, 198732, 1268, 392, 838, 201285
2011-08-29, 9005, 12332, 1972, 2045, 960, 8242, 200, 598, 355, 948, 1980, 748, 2728, 190, 3995, 9692, 15200, 16872, 440, 15698, 1068, 1502, 2232, 90, , 765, 114658, 143000, 2698, 750, 146505, 2430, 149555, 180, 2025, 151595, 151600, 68, 110, 605, 508, 40, 3372, 90, 375, 375, 600, 562, 2108, 610, 510, 1582, 1138, 2180, 912, 5300, 6155, 8345, 8228, 50, 6270, 5570, 3498, 3442, 250, 6342, 980, 150, 8042, 278, 360, 250, 120, 60, 465, 340, 2295, 720, 802, 10, 140, 0, 108, 318, 60, 2082, 265, 12788, 13472, 6148, 1138, 22575, 2775, 1632, 17160, 39540, 39540, 39600, 39600, 58, 193560, 40, 50, 12, 90, 222, 280, 194835, 5630, 198380, 1260, 392, 822, 200900
2011-08-30, 8728, 12320, 1925, 1958, 938, 8102, 200, 590, 360, 935, 1962, 740, 2705, 180, 3948, 9560, 15030, 16685, 440, 15515, 1055, 1462, 2200, 90, , 740, 114185, 143000, 2645, 725, 146420, 2362, 149418, 175, 2015, 151455, 151462, 60, 100, 580, 492, 40, 3292, 88, 370, 368, 592, 538, 2090, 610, 515, 1600, 1120, 2190, 900, 5248, 6098, 8270, 8162, 50, 6218, 5525, 3448, 3385, 250, 6220, 795, 150, 7928, 270, 358, 250, 120, 60, 460, 340, 2185, 720, 815, 10, 140, 0, 98, 330, 60, 2042, 258, 12760, 13460, 6055, 1125, 22465, 2735, 1588, 17115, 39382, 39382, 39442, 39442, 58, 193225, 40, 50, 10, 95, 220, 280, 194472, 5622, 198068, 1250, 390, 810, 200552
2011-08-31, 8458, 12310, 1885, 1950, 965, 8030, 200, 590, 352, 925, 1948, 748, 2695, 180, 3915, 9428, 14868, 16502, 448, 15382, 1038, 1432, 2168, 90, , 720, 113735, 143000, 2595, 705, 146350, 2308, 149278, 170, 1930, 151245, 151255, 60, 100, 560, 448, 40, 3218, 82, 362, 365, 585, 518, 2070, 608, 510, 1600, 1098, 2190, 888, 5190, 6030, 8188, 8095, 50, 6175, 5498, 3425, 3355, 255, 6178, 615, 150, 7802, 265, 350, 240, 110, 60, 460, 340, 2078, 720, 835, 10, 140, 0, 88, 295, 50, 2012, 250, 12645, 13365, 5965, 1112, 22355, 2695, 1548, 17075, 39232, 38800, 38860, 38860, 60, 192845, 40, 50, 10, 100, 220, 280, 194115, 5620, 197768, 1245, 390, 808, 200250
2011-09-01, 8275, 12298, 1845, 1938, 978, 7990, 200, 590, 350, 915, 1932, 742, 2675, 180, 3892, 9380, 14745, 16370, 445, 15268, 1025, 1400, 2132, 90, , 700, 111318, 140750, 2550, 688, 144510, 2278, 147842, 170, 1852, 150195, 150318, 60, 98, 540, 435, 40, 3138, 90, 360, 378, 580, 488, 2045, 600, 510, 1610, 1078, 2182, 872, 5125, 5952, 8085, 8028, 50, 6125, 5465, 3408, 3338, 260, 6160, 435, 150, 7682, 260, 345, 240, 110, 60, 460, 340, 1968, 718, 858, 10, 140, 0, 75, 340, 50, 1982, 250, 12525, 13238, 5888, 1098, 22250, 2658, 1532, 15148, 39090, 37790, 37855, 37855, 60, 191412, 40, 50, 10, 110, 220, 278, 192840, 5620, 196595, 1240, 388, 800, 199158
2011-09-02, 8055, 12285, 1805, 1890, 942, 7895, 200, 590, 350, 908, 1920, 740, 2660, 178, 3862, 9325, 14985, 16628, 450, 15345, 1012, 1368, 2102, 85, , 680, 95618, 119605, 2505, 672, 125080, 2332, 130485, 160, 1858, 135700, 136695, 60, 100, 512, 460, 40, 3065, 80, 352, 382, 590, 468, 2020, 600, 510, 1620, 1065, 2180, 860, 5082, 5905, 8012, 7962, 50, 6065, 5422, 3382, 3312, 260, 6142, 265, 142, 7562, 252, 340, 232, 110, 60, 468, 340, 1858, 728, 888, 10, 140, 0, 60, 350, 50, 1952, 250, 12410, 13118, 5818, 1088, 22160, 2625, 1512, 11548, 38965, 37665, 37725, 37725, 60, 186752, 40, 50, 10, 115, 220, 278, 189290, 5620, 193288, 1248, 390, 810, 196202
2011-09-03, 7845, 12272, 1770, 1885, 995, 7852, 200, 590, 342, 898, 1908, 745, 2655, 170, 3842, 9248, 15330, 17015, 450, 15732, 998, 1338, 2072, 80, , 660, 95125, 101538, 2472, 652, 105028, 2355, 108580, 160, 1860, 111902, 112535, 60, 100, 485, 452, 40, 3008, 80, 352, 375, 605, 450, 1998, 600, 510, 1630, 1050, 2182, 852, 5015, 5838, 7950, 7890, 50, 6018, 5390, 3355, 3280, 268, 6128, 230, 140, 7445, 250, 338, 230, 102, 60, 460, 338, 1752, 728, 912, 10, 132, 0, 50, 338, 50, 1918, 250, 12295, 13005, 5748, 1075, 22078, 2595, 1465, 11465, 38845, 37652, 37722, 37722, 60, 165970, 40, 50, 10, 120, 212, 270, 171098, 5620, 175850, 1250, 380, 808, 180210
2011-09-04, 7675, 12258, 1735, 1860, 995, 7798, 200, 590, 332, 890, 1890, 742, 2635, 170, 3815, 9185, 15288, 16970, 450, 15755, 988, 1310, 2045, 80, , 640, 95418, 96920, 2448, 630, 100358, 2312, 103662, 160, 1808, 106065, 106262, 60, 90, 445, 430, 35, 2972, 80, 360, 375, 632, 468, 1980, 598, 505, 1605, 1025, 2172, 838, 4905, 5715, 7818, 7802, 50, 5960, 5350, 3332, 3260, 270, 6110, 230, 140, 7338, 242, 330, 228, 100, 60, 460, 330, 1648, 720, 920, 10, 130, 0, 42, 328, 50, 1882, 242, 12158, 12870, 5670, 1065, 21990, 2555, 1445, 11412, 36630, 36630, 36690, 36690, 60, 149888, 40, 50, 10, 125, 210, 270, 152350, 5620, 156645, 1240, 370, 800, 160035
2011-09-05, 7552, 12242, 1702, 1788, 892, 7690, 200, 582, 330, 880, 1870, 742, 2615, 170, 3788, 9072, 15178, 16850, 450, 15600, 975, 1280, 2015, 80, , 625, 95205, 92308, 2415, 615, 95698, 2302, 98968, 150, 1765, 101318, 101515, 60, 90, 410, 425, 32, 2938, 80, 360, 375, 662, 490, 1982, 590, 500, 1558, 1005, 2125, 822, 4790, 5590, 7660, 7720, 50, 5872, 5285, 3292, 3222, 270, 6085, 230, 140, 7280, 240, 322, 220, 100, 60, 450, 332, 1542, 715, 922, 10, 130, 0, 40, 305, 50, 1852, 240, 12020, 12720, 5600, 1055, 21900, 2525, 1388, 11322, 32595, 32595, 32665, 32665, 55, 140428, 40, 50, 10, 130, 210, 265, 143042, 5620, 147362, 1238, 372, 798, 150592
2011-09-06, 7428, 12230, 1670, 1815, 892, 7670, 200, 572, 330, 872, 1850, 740, 2595, 170, 3760, 8940, 15062, 16720, 450, 15510, 965, 1608, 2065, 80, , 608, 94895, 93470, 2382, 602, 96250, 2262, 98940, 150, 1732, 100342, 100258, 60, 90, 375, 408, 30, 2900, 80, 370, 368, 688, 520, 2000, 590, 498, 1540, 992, 2070, 810, 4688, 5478, 7525, 7638, 50, 5750, 5175, 3218, 3152, 265, 6028, 230, 140, 7295, 240, 320, 220, 100, 60, 450, 340, 1440, 710, 932, 10, 130, 0, 30, 315, 50, 1822, 232, 11912, 12602, 5515, 1045, 21812, 2488, 1405, 11292, 32472, 32472, 32535, 32535, 60, 135062, 40, 50, 10, 130, 202, 260, 136628, 5620, 140758, 1230, 382, 792, 143505
2011-09-07, 7265, 12215, 1640, 1772, 915, 7612, 200, 565, 330, 868, 1838, 748, 2582, 160, 3728, 8898, 14928, 16570, 450, 15340, 952, 2535, 3152, 80, , 592, 95620, 94618, 2358, 588, 97540, 2288, 100880, 150, 1720, 102470, 102418, 60, 90, 335, 415, 30, 2870, 80, 370, 365, 718, 555, 2030, 595, 505, 1542, 988, 2052, 805, 4600, 5390, 7422, 7550, 50, 5640, 5078, 3122, 3060, 270, 5950, 230, 140, 7335, 232, 320, 220, 100, 60, 450, 342, 1340, 702, 942, 10, 130, 0, 35, 365, 50, 1802, 230, 11908, 12568, 5400, 1035, 21705, 2460, 1382, 11242, 32335, 32335, 32398, 32398, 60, 135772, 40, 50, 10, 135, 200, 260, 136528, 5620, 140482, 1230, 380, 788, 142745
2011-09-08, 7152, 12205, 1610, 1772, 898, 7552, 200, 570, 330, 860, 1822, 758, 2580, 160, 3712, 8840, 14868, 16505, 450, 15260, 940, 2505, 3242, 80, , 578, 95325, 94460, 2325, 575, 97425, 2200, 100822, 142, 1680, 102575, 102592, 60, 90, 305, 398, 30, 2832, 80, 380, 355, 748, 595, 2065, 600, 510, 1555, 975, 2048, 802, 4520, 5308, 7328, 7470, 50, 5558, 5002, 3050, 2982, 282, 5878, 230, 140, 7380, 228, 315, 220, 105, 60, 460, 350, 1232, 700, 960, 10, 130, 0, 50, 422, 50, 1800, 230, 11985, 12645, 5268, 1028, 21568, 2432, 1375, 11208, 32170, 32170, 32235, 32235, 68, 137048, 40, 50, 10, 145, 200, 262, 138042, 5610, 142092, 1220, 370, 775, 144402
2011-09-09, 7020, 12195, 1582, 1785, 938, 7562, 200, 582, 330, 855, 1830, 760, 2588, 160, 3700, 8845, 14815, 16442, 455, 15252, 930, 2458, 3200, 80, , 565, 94985, 94102, 2300, 565, 97018, 2072, 100308, 140, 1628, 102010, 102032, 60, 80, 268, 370, 30, 2800, 80, 380, 340, 778, 628, 2095, 600, 518, 1578, 962, 2075, 792, 4432, 5210, 7238, 7382, 50, 5498, 4955, 3002, 2925, 290, 5828, 230, 140, 7418, 220, 310, 220, 110, 60, 460, 350, 1135, 692, 978, 10, 130, 0, 50, 402, 50, 1772, 240, 12112, 12775, 5145, 1020, 21428, 2410, 1325, 11138, 32005, 32005, 32070, 32070, 68, 136685, 38, 50, 10, 150, 200, 270, 137852, 5610, 142015, 1210, 365, 765, 144415
2011-09-10, 6880, 12188, 1555, 1760, 918, 7500, 200, 585, 322, 850, 1828, 768, 2595, 160, 3700, 8828, 14808, 16438, 460, 15265, 920, 2418, 3165, 80, , 548, 94735, 93842, 2272, 552, 96712, 2068, 99915, 140, 1618, 101562, 101575, 60, 80, 250, 420, 30, 2758, 80, 380, 350, 782, 635, 2128, 590, 520, 1565, 952, 2085, 785, 4330, 5105, 7130, 7300, 50, 5452, 4928, 2975, 2892, 290, 5792, 230, 140, 7460, 222, 312, 220, 120, 60, 465, 350, 1105, 680, 988, 10, 130, 0, 45, 350, 50, 1752, 232, 12195, 12868, 5025, 1012, 21298, 2385, 1315, 11075, 31850, 31850, 31920, 31920, 60, 136010, 40, 50, 10, 155, 200, 270, 137165, 5610, 141390, 1205, 370, 765, 143780
2011-09-11, 6760, 12180, 1530, 1725, 840, 7432, 205, 582, 320, 842, 1818, 760, 2578, 160, 3695, 8735, 14822, 16452, 460, 15298, 910, 2388, 3128, 80, , 538, 94528, 93640, 2245, 545, 96470, 2202, 99752, 138, 1655, 101420, 101420, 60, 80, 238, 428, 30, 2715, 80, 380, 352, 778, 615, 2145, 590, 520, 1555, 945, 2072, 780, 4240, 5002, 7005, 7220, 50, 5390, 4882, 2952, 2872, 300, 5775, 230, 140, 7500, 215, 302, 210, 115, 60, 460, 340, 1088, 668, 988, 10, 130, 0, 40, 348, 50, 1702, 222, 12240, 12925, 4935, 1002, 21175, 2360, 1325, 10772, 31700, 31700, 31768, 31768, 68, 135552, 40, 50, 10, 160, 200, 270, 136650, 5610, 140918, 1208, 370, 758, 143290
2011-09-12, 6658, 12175, 1505, 1730, 930, 7420, 210, 590, 322, 840, 1818, 762, 2578, 155, 3675, 8670, 14932, 16570, 460, 15332, 905, 2352, 3100, 80, , 528, 94362, 93340, 2222, 538, 96158, 2288, 99620, 130, 1618, 101288, 101298, 58, 78, 225, 388, 30, 2668, 80, 380, 342, 770, 592, 2138, 595, 535, 1592, 940, 2080, 770, 4160, 4920, 6918, 7130, 50, 5315, 4830, 2915, 2835, 302, 5760, 230, 140, 7538, 210, 300, 210, 115, 60, 448, 348, 1078, 652, 990, 10, 130, 0, 40, 390, 50, 1662, 228, 12272, 12962, 4902, 998, 21095, 2340, 1320, 10755, 31600, 31600, 31665, 31665, 70, 135315, 35, 50, 10, 170, 200, 270, 136385, 5610, 140705, 1200, 385, 745, 143052
2011-09-13, 6512, 12160, 1480, 1665, 1002, 7340, 210, 600, 325, 830, 1820, 770, 2592, 150, 3670, 8645, 14925, 16575, 460, 15300, 895, 2310, 3058, 80, , 518, 94182, 92875, 2205, 525, 95642, 2040, 98928, 130, 1542, 100568, 100600, 50, 70, 212, 348, 30, 2625, 75, 372, 328, 760, 572, 2118, 600, 540, 1615, 932, 2122, 765, 4062, 4815, 6812, 7050, 50, 5270, 4795, 2878, 2798, 310, 5732, 230, 142, 7582, 210, 300, 210, 120, 60, 455, 340, 1060, 638, 992, 15, 130, 0, 40, 338, 50, 1628, 220, 12318, 13012, 4892, 990, 21060, 2320, 1240, 10650, 31545, 31545, 31615, 31615, 70, 134910, 35, 50, 10, 170, 200, 270, 136028, 5610, 140412, 1192, 362, 735, 142768
2011-09-14, 6388, 12148, 1460, 1585, 882, 7235, 210, 600, 320, 830, 1820, 772, 2598, 150, 3680, 8550, 14878, 16518, 460, 15298, 885, 2275, 3025, 80, , 510, 93980, 92675, 2185, 515, 95410, 1912, 98485, 130, 1482, 100015, 100038, 60, 70, 198, 332, 30, 2578, 80, 370, 332, 752, 548, 2092, 598, 540, 1600, 915, 2135, 758, 3965, 4705, 6678, 6968, 50, 5240, 4792, 2878, 2785, 310, 5712, 230, 145, 7630, 202, 290, 200, 120, 60, 448, 338, 1045, 615, 992, 20, 130, 0, 35, 410, 50, 1582, 218, 12350, 13050, 4875, 980, 21040, 2300, 1252, 10632, 31502, 31502, 31568, 31568, 70, 134130, 40, 50, 10, 175, 202, 270, 135248, 5610, 139702, 1190, 360, 728, 142042
