, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALLS RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2008-07-07,26953.0,19958.0,6310.0,8257.0,9466.0,21862.0,485.0,1498.0,945.0,2945.0,5804.0,6473.0,13041.0,728.0,17030.0,30921.0,55690.0,57417.0,1693.0,63095.0,6327.0,8001.0,247.0,193205.0,2757.0,202402.0,166157.0,4671.0,2463.0,172874.0,4984.0,175994.0,687.0,6131.0,179661.0,179539.0,356.0,501.0,363.0,1463.0,2546.0,111.0,2953.0,530.0,1410.0,967.0,1684.0,1109.0,3194.0,705.0,1482.0,3343.0,2989.0,4302.0,4660.0,13999.0,17046.0,20922.0,13520.0,34.0,8786.0,7956.0,3930.0,4247.0,54.0,6214.0,418.0,244.0,4771.0,670.0,670.0,685.0,328.0,149.0,284.0,973.0,4299.0,1340.0,926.0,8.0,95.0,30.0,111.0,813.0,283.0,3424.0,363.0,9691.0,12410.0,20524.0,4863.0,40294.0,17434.0,10399.0,27689.0,67983.0,75741.0,75851.0,75851.0,61.0,248320.0,105.0,117.0,23.0,172.0,713.0,1047.0,255095.0,5895.0,256520.0,1565.0,1216.0,1377.0,258085.0
2008-07-08,23903.0,19820.0,5758.0,7455.0,9117.0,18907.0,443.0,1346.0,901.0,2757.0,5337.0,5980.0,11851.0,708.0,15383.0,25242.0,48991.0,50723.0,1593.0,56629.0,5879.0,6387.0,238.0,191461.0,2547.0,201601.0,155000.0,4346.0,2344.0,162327.0,4759.0,167586.0,640.0,5564.0,174621.0,175148.0,341.0,475.0,372.0,1431.0,2471.0,104.0,2787.0,514.0,1380.0,1022.0,1757.0,752.0,2479.0,698.0,1284.0,2968.0,2792.0,4503.0,4148.0,13309.0,16115.0,19786.0,13487.0,33.0,9096.0,8201.0,4165.0,4330.0,53.0,6205.0,411.0,235.0,4773.0,620.0,620.0,666.0,316.0,144.0,280.0,909.0,4297.0,1316.0,896.0,8.0,90.0,28.0,153.0,758.0,272.0,3255.0,349.0,9480.0,12093.0,19549.0,4574.0,40415.0,15874.0,9350.0,25921.0,66337.0,73480.0,73583.0,73583.0,50.0,257216.0,101.0,104.0,20.0,168.0,680.0,975.0,260622.0,5772.0,262295.0,1561.0,1304.0,1332.0,266108.0
2008-07-09,21602.0,19692.0,5476.0,6910.0,8376.0,17969.0,393.0,1215.0,860.0,2582.0,4962.0,5605.0,10864.0,691.0,14090.0,23003.0,44827.0,46517.0,1507.0,51723.0,5565.0,5995.0,229.0,184467.0,2352.0,195001.0,155000.0,4046.0,2237.0,161520.0,4763.0,166042.0,633.0,5519.0,171598.0,171614.0,350.0,483.0,365.0,1489.0,2439.0,97.0,2725.0,509.0,1372.0,1110.0,1744.0,626.0,1979.0,689.0,1138.0,2632.0,2590.0,4194.0,3814.0,12987.0,15559.0,18955.0,13430.0,32.0,8949.0,8062.0,4252.0,4476.0,53.0,6272.0,405.0,227.0,4772.0,579.0,579.0,642.0,283.0,139.0,277.0,852.0,4295.0,1295.0,846.0,8.0,83.0,27.0,113.0,706.0,262.0,3052.0,334.0,9368.0,11760.0,18632.0,4311.0,42006.0,14513.0,8523.0,24978.0,66984.0,73493.0,73588.0,73588.0,37.0,248377.0,98.0,90.0,15.0,165.0,650.0,911.0,252368.0,5691.0,254379.0,1587.0,1442.0,1313.0,259318.0
2008-07-10,20447.0,18936.0,5407.0,6609.0,7760.0,18662.0,366.0,1124.0,821.0,2433.0,4646.0,5389.0,10102.0,677.0,13094.0,22397.0,41286.0,42955.0,1439.0,47880.0,5296.0,6370.0,220.0,175697.0,2173.0,186347.0,155000.0,3792.0,2140.0,161137.0,4738.0,165674.0,619.0,5740.0,171438.0,171444.0,345.0,477.0,361.0,1477.0,2485.0,92.0,2798.0,483.0,1373.0,1092.0,1748.0,692.0,1766.0,688.0,1080.0,2391.0,2468.0,3799.0,3586.0,12920.0,15358.0,18553.0,14709.0,31.0,8816.0,7788.0,4025.0,4326.0,54.0,6190.0,398.0,219.0,4757.0,547.0,547.0,620.0,267.0,134.0,273.0,802.0,4293.0,1274.0,818.0,8.0,80.0,25.0,92.0,660.0,252.0,2904.0,323.0,9083.0,11367.0,17770.0,4135.0,40727.0,13387.0,7920.0,25864.0,66590.0,72464.0,72553.0,72553.0,34.0,246751.0,94.0,86.0,16.0,158.0,622.0,872.0,249661.0,5604.0,251319.0,1570.0,1521.0,1300.0,255800.0
2008-07-11,19039.0,15063.0,5030.0,6356.0,7129.0,18366.0,352.0,1072.0,786.0,2305.0,4398.0,5126.0,9524.0,664.0,12313.0,22613.0,39110.0,40743.0,1377.0,45099.0,5045.0,6749.0,212.0,168662.0,2008.0,178939.0,153750.0,3581.0,2048.0,159818.0,4365.0,164379.0,557.0,5733.0,170461.0,170553.0,314.0,433.0,353.0,1321.0,2531.0,87.0,2834.0,440.0,1325.0,960.0,1711.0,710.0,1737.0,696.0,1051.0,2250.0,2372.0,3530.0,3327.0,12730.0,15100.0,18240.0,17139.0,30.0,10957.0,9621.0,4890.0,4400.0,54.0,6055.0,391.0,213.0,4870.0,520.0,520.0,598.0,260.0,130.0,270.0,756.0,4292.0,1252.0,838.0,8.0,79.0,24.0,124.0,618.0,242.0,2800.0,313.0,8902.0,11039.0,16958.0,3938.0,39147.0,12427.0,7328.0,24917.0,64064.0,69303.0,69385.0,69385.0,32.0,243906.0,91.0,83.0,16.0,151.0,595.0,836.0,246975.0,5517.0,248615.0,1488.0,1485.0,1268.0,253258.0
2008-07-12,17577.0,14862.0,4582.0,5941.0,6448.0,17489.0,326.0,1005.0,752.0,2194.0,4187.0,4744.0,8931.0,652.0,11673.0,21551.0,38348.0,39960.0,1314.0,44003.0,4793.0,6502.0,204.0,163138.0,1857.0,172826.0,153980.0,3396.0,1962.0,158741.0,4006.0,163142.0,503.0,5456.0,168073.0,168002.0,294.0,397.0,347.0,1214.0,2574.0,82.0,2869.0,401.0,1252.0,899.0,1637.0,663.0,1753.0,697.0,942.0,2035.0,2257.0,3313.0,3001.0,12388.0,14691.0,17799.0,17259.0,28.0,12376.0,11316.0,7212.0,6145.0,54.0,7132.0,385.0,207.0,4932.0,496.0,496.0,577.0,248.0,126.0,266.0,711.0,4290.0,1231.0,839.0,8.0,78.0,22.0,123.0,581.0,233.0,2712.0,303.0,8838.0,10850.0,16194.0,3655.0,37684.0,11523.0,6613.0,23998.0,61683.0,66286.0,66361.0,66361.0,23.0,238578.0,88.0,76.0,15.0,146.0,570.0,803.0,241867.0,5430.0,243501.0,1428.0,1433.0,1226.0,248189.0
2008-07-13,16774.0,14764.0,4374.0,5520.0,5831.0,16801.0,295.0,918.0,717.0,2092.0,3964.0,4339.0,8303.0,637.0,11005.0,20329.0,36605.0,38203.0,1257.0,42074.0,4557.0,6261.0,196.0,159301.0,1715.0,168122.0,164854.0,3228.0,1874.0,169781.0,3801.0,174256.0,472.0,5205.0,178516.0,178136.0,283.0,376.0,342.0,1159.0,2623.0,78.0,2913.0,365.0,1180.0,841.0,1565.0,610.0,1737.0,687.0,804.0,1717.0,2091.0,2974.0,2696.0,11921.0,14142.0,17193.0,17201.0,27.0,12017.0,10993.0,7670.0,7573.0,54.0,8912.0,378.0,202.0,4928.0,475.0,475.0,557.0,226.0,121.0,263.0,670.0,4288.0,1210.0,816.0,8.0,74.0,21.0,112.0,546.0,224.0,2636.0,292.0,8811.0,10713.0,15473.0,3382.0,36353.0,10612.0,5991.0,23079.0,59432.0,63400.0,63468.0,63468.0,13.0,238470.0,86.0,68.0,13.0,142.0,546.0,770.0,239545.0,5344.0,240760.0,1385.0,1362.0,1185.0,244631.0
2008-07-14,16134.0,14671.0,4234.0,5229.0,5333.0,16328.0,259.0,827.0,685.0,1966.0,3707.0,3970.0,7677.0,613.0,10302.0,19416.0,34620.0,36199.0,1212.0,39791.0,4334.0,6035.0,189.0,156043.0,1583.0,164548.0,168135.0,3071.0,1775.0,173084.0,3611.0,177727.0,441.0,5029.0,182511.0,182402.0,273.0,354.0,338.0,1098.0,2673.0,74.0,2969.0,331.0,1104.0,775.0,1489.0,579.0,1702.0,673.0,730.0,1439.0,1963.0,2525.0,2465.0,11464.0,13567.0,16501.0,17139.0,26.0,11460.0,10366.0,7145.0,7360.0,54.0,9108.0,371.0,198.0,4933.0,457.0,457.0,538.0,198.0,117.0,260.0,635.0,4286.0,1189.0,784.0,8.0,69.0,19.0,105.0,515.0,216.0,2569.0,282.0,8710.0,10518.0,14793.0,3144.0,35073.0,9761.0,5470.0,22195.0,57269.0,60602.0,60663.0,60663.0,12.0,243949.0,83.0,64.0,13.0,136.0,523.0,735.0,245306.0,5258.0,246401.0,1338.0,1277.0,1145.0,249992.0
2008-07-15,15814.0,14582.0,4112.0,5032.0,4923.0,15977.0,223.0,735.0,654.0,1847.0,3453.0,3646.0,7099.0,589.0,9616.0,18744.0,32894.0,34453.0,1179.0,37756.0,4117.0,5820.0,182.0,152561.0,1475.0,160785.0,164657.0,2923.0,1671.0,169662.0,3448.0,174529.0,405.0,4800.0,179886.0,180068.0,262.0,333.0,338.0,1034.0,2725.0,71.0,3085.0,298.0,1030.0,719.0,1408.0,657.0,1680.0,667.0,720.0,1332.0,1877.0,2140.0,2269.0,11104.0,13077.0,15877.0,16890.0,26.0,11050.0,9872.0,6584.0,6729.0,54.0,8444.0,365.0,194.0,4961.0,439.0,439.0,520.0,178.0,114.0,256.0,605.0,4285.0,1168.0,760.0,8.0,66.0,18.0,83.0,487.0,209.0,2502.0,273.0,8563.0,10299.0,14151.0,2935.0,33823.0,9017.0,5029.0,21418.0,55241.0,57939.0,57993.0,57993.0,11.0,242934.0,81.0,63.0,13.0,130.0,499.0,704.0,245084.0,5189.0,246314.0,1290.0,1181.0,1106.0,250206.0
2008-07-16,15212.0,14497.0,3923.0,4869.0,4569.0,15641.0,238.0,719.0,626.0,1739.0,3240.0,3403.0,6643.0,566.0,8994.0,18215.0,31438.0,32978.0,1156.0,36011.0,3912.0,5612.0,176.0,148716.0,1385.0,156713.0,160626.0,2783.0,1570.0,165414.0,3174.0,170063.0,368.0,4432.0,175136.0,175346.0,237.0,294.0,341.0,891.0,2779.0,68.0,3109.0,267.0,952.0,630.0,1319.0,578.0,1697.0,679.0,782.0,1452.0,1816.0,1959.0,2062.0,10798.0,12663.0,15388.0,16308.0,25.0,10711.0,9548.0,6442.0,6337.0,54.0,8019.0,358.0,191.0,5087.0,423.0,423.0,503.0,186.0,110.0,253.0,578.0,4283.0,1147.0,787.0,8.0,69.0,16.0,123.0,461.0,201.0,2419.0,269.0,8483.0,10176.0,13545.0,2750.0,32703.0,8363.0,4676.0,20732.0,53435.0,55499.0,55546.0,55546.0,11.0,236566.0,78.0,60.0,12.0,125.0,474.0,675.0,239032.0,5173.0,240389.0,1227.0,1073.0,1069.0,244447.0
