, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2016-03-01,3576.0,6890.0,1026.0,1217.0,1928.0,3755.0,278.0,619.0,221.0,713.0,1750.0,1213.0,2957.0,512.0,4411.0,4898.0,14380.0,16028.0,1752.0,19327.0,9746.0,9924.0,12084.0,694.0,62038.0,1614.0,74812.0,109348.0,1990.0,905.0,111828.0,1738.0,113472.0,279.0,3356.0,114773.0,115028.0,586.0,620.0,552.0,1246.0,261.0,3084.0,335.0,1550.0,722.0,2406.0,6358.0,7146.0,334.0,406.0,1073.0,393.0,1497.0,449.0,1328.0,1512.0,2338.0,1429.0,46.0,2322.0,2346.0,2068.0,1973.0,282.0,4643.0,967.0,441.0,7178.0,72.0,133.0,171.0,969.0,62.0,3854.0,497.0,1873.0,264.0,804.0,572.0,238.0,67.0,262.0,591.0,87.0,2215.0,2134.0,13790.0,16072.0,5669.0,4659.0,28617.0,10320.0,9120.0,13667.0,42284.0,42284.0,43172.0,43172.0,1036.0,169539.0,422.0,1100.0,144.0,788.0,2311.0,3595.0,180080.0,6558.0,182545.0,3125.0,1692.0,1852.0,189039.0
2016-03-02,3614.0,6800.0,996.0,1169.0,1814.0,3656.0,278.0,606.0,202.0,720.0,1739.0,1186.0,2921.0,507.0,4350.0,4837.0,14194.0,15826.0,1740.0,19896.0,9008.0,9043.0,10821.0,804.0,60206.0,1686.0,72424.0,109999.0,2071.0,955.0,113034.0,2448.0,115260.0,294.0,3612.0,118728.0,118686.0,702.0,680.0,656.0,1427.0,502.0,3504.0,467.0,1641.0,984.0,2725.0,6688.0,7540.0,328.0,401.0,1046.0,391.0,1436.0,444.0,1320.0,1504.0,2320.0,1689.0,46.0,2522.0,2494.0,2153.0,2046.0,281.0,4733.0,932.0,456.0,7007.0,72.0,134.0,169.0,880.0,60.0,3028.0,475.0,1844.0,281.0,825.0,652.0,228.0,142.0,264.0,697.0,88.0,2268.0,2345.0,13897.0,16048.0,5565.0,4486.0,28132.0,10035.0,8604.0,14209.0,42340.0,42340.0,43835.0,43835.0,993.0,169206.0,462.0,1157.0,214.0,690.0,3199.0,4069.0,179035.0,7174.0,182425.0,3250.0,2390.0,2066.0,189226.0
2016-03-03,3633.0,6982.0,974.0,1141.0,1777.0,3604.0,276.0,620.0,203.0,698.0,1688.0,1169.0,2856.0,576.0,4362.0,4776.0,14238.0,15878.0,1718.0,19744.0,10102.0,9964.0,11982.0,1166.0,58218.0,1897.0,71414.0,109999.0,2124.0,961.0,113119.0,3794.0,115486.0,337.0,4404.0,119828.0,119800.0,712.0,676.0,684.0,1490.0,584.0,3951.0,432.0,1781.0,870.0,3196.0,8004.0,8325.0,325.0,404.0,1090.0,390.0,1395.0,441.0,1336.0,1516.0,2317.0,1942.0,49.0,2702.0,2652.0,2316.0,2202.0,293.0,4855.0,896.0,496.0,6893.0,72.0,134.0,172.0,767.0,60.0,2922.0,544.0,1911.0,300.0,828.0,770.0,281.0,80.0,270.0,703.0,96.0,2609.0,2525.0,14120.0,16040.0,5624.0,5270.0,28821.0,10811.0,9799.0,15878.0,44699.0,44699.0,46995.0,46995.0,1136.0,173708.0,486.0,1296.0,240.0,926.0,4554.0,5925.0,184523.0,7396.0,187852.0,3346.0,2642.0,2427.0,195566.0
2016-03-04,3682.0,7164.0,954.0,1168.0,1780.0,3602.0,273.0,614.0,207.0,675.0,1657.0,1120.0,2777.0,622.0,4294.0,4748.0,14281.0,15932.0,1683.0,19627.0,10874.0,10700.0,12530.0,1326.0,57562.0,1850.0,71960.0,109999.0,2297.0,962.0,113177.0,3392.0,115626.0,336.0,4396.0,119979.0,119969.0,613.0,585.0,612.0,1285.0,530.0,3508.0,368.0,1612.0,759.0,2955.0,7672.0,9312.0,326.0,406.0,1140.0,394.0,1412.0,442.0,1349.0,1535.0,2336.0,2196.0,55.0,2924.0,2829.0,2480.0,2368.0,310.0,5032.0,861.0,541.0,6951.0,72.0,132.0,175.0,763.0,62.0,2998.0,563.0,1930.0,340.0,839.0,681.0,255.0,44.0,290.0,686.0,96.0,2883.0,2485.0,14183.0,16107.0,5778.0,5786.0,28452.0,11705.0,9948.0,16451.0,44903.0,44903.0,46915.0,46915.0,1162.0,176877.0,448.0,1167.0,214.0,928.0,4438.0,6069.0,189426.0,7214.0,192779.0,3122.0,2400.0,2318.0,200816.0
2016-03-05,3704.0,7107.0,939.0,1251.0,1928.0,3655.0,272.0,621.0,220.0,697.0,1675.0,1096.0,2770.0,660.0,4283.0,4822.0,14392.0,16060.0,1654.0,19614.0,11636.0,11772.0,13531.0,1311.0,54868.0,1847.0,71776.0,103698.0,2423.0,969.0,108297.0,2989.0,112079.0,357.0,4630.0,117982.0,118287.0,565.0,545.0,593.0,1202.0,524.0,3272.0,353.0,1526.0,752.0,2742.0,7121.0,9084.0,328.0,409.0,1193.0,401.0,1450.0,446.0,1358.0,1556.0,2372.0,2347.0,58.0,3185.0,3060.0,2690.0,2568.0,329.0,5232.0,826.0,569.0,6980.0,71.0,131.0,178.0,778.0,64.0,2923.0,573.0,1962.0,353.0,861.0,587.0,228.0,24.0,314.0,660.0,98.0,3057.0,2467.0,14422.0,16254.0,5956.0,5562.0,28778.0,13028.0,10076.0,17588.0,46366.0,46366.0,48072.0,48072.0,1070.0,178009.0,396.0,1025.0,190.0,841.0,3845.0,5548.0,190194.0,7057.0,193445.0,3012.0,2166.0,2252.0,201017.0
2016-03-06,3720.0,7170.0,932.0,1240.0,1924.0,3653.0,271.0,613.0,222.0,759.0,1730.0,1063.0,2793.0,700.0,4316.0,4840.0,14450.0,16130.0,1679.0,20066.0,12274.0,12198.0,14141.0,1186.0,53124.0,2068.0,70176.0,89064.0,2440.0,996.0,92777.0,2957.0,95970.0,402.0,5270.0,102372.0,102874.0,607.0,591.0,671.0,1323.0,777.0,3705.0,413.0,1634.0,952.0,2968.0,7296.0,9186.0,332.0,415.0,1244.0,410.0,1492.0,449.0,1366.0,1575.0,2404.0,2364.0,65.0,3325.0,3207.0,2902.0,2792.0,353.0,5474.0,790.0,579.0,6991.0,71.0,131.0,182.0,804.0,68.0,2670.0,605.0,2027.0,340.0,852.0,616.0,242.0,132.0,323.0,809.0,99.0,3117.0,2834.0,14814.0,16512.0,6044.0,5854.0,29161.0,13195.0,10128.0,17735.0,46896.0,46896.0,49074.0,49074.0,1108.0,170893.0,404.0,1036.0,190.0,781.0,3796.0,5084.0,184521.0,7999.0,189180.0,4098.0,2702.0,2600.0,197646.0
2016-03-07,3732.0,7628.0,943.0,1262.0,1990.0,3701.0,274.0,630.0,230.0,846.0,1804.0,1044.0,2848.0,875.0,4495.0,4855.0,14810.0,16533.0,1859.0,22067.0,14999.0,12454.0,15436.0,1677.0,54060.0,3117.0,73186.0,91317.0,2497.0,1068.0,94579.0,4121.0,97151.0,542.0,6982.0,103480.0,103278.0,721.0,698.0,812.0,1686.0,1244.0,5172.0,484.0,1909.0,1014.0,4088.0,9964.0,10974.0,354.0,438.0,1472.0,432.0,1589.0,456.0,1396.0,1624.0,2526.0,2381.0,92.0,3381.0,3236.0,2993.0,2908.0,408.0,5772.0,756.0,657.0,7034.0,71.0,131.0,254.0,997.0,92.0,2875.0,1023.0,2739.0,327.0,1003.0,1228.0,490.0,615.0,325.0,1779.0,158.0,4050.0,5026.0,17036.0,18268.0,6533.0,8530.0,33382.0,13988.0,11934.0,18759.0,52141.0,52141.0,56184.0,56184.0,1586.0,165128.0,533.0,1528.0,304.0,1069.0,5942.0,7140.0,176973.0,9500.0,182632.0,6342.0,3322.0,3458.0,193191.0
2016-03-08,3911.0,8884.0,980.0,1365.0,2110.0,3872.0,281.0,770.0,224.0,958.0,1974.0,1107.0,3081.0,965.0,4851.0,5080.0,15591.0,17412.0,1856.0,21968.0,18348.0,13117.0,16025.0,1776.0,59300.0,3638.0,78203.0,96180.0,2817.0,1279.0,99614.0,3970.0,102135.0,521.0,6867.0,108463.0,108279.0,615.0,612.0,723.0,1426.0,935.0,4787.0,396.0,1733.0,866.0,3532.0,10476.0,12682.0,380.0,440.0,1594.0,440.0,1813.0,462.0,1391.0,1640.0,2606.0,2395.0,79.0,3522.0,3324.0,3047.0,2960.0,434.0,5876.0,720.0,820.0,7208.0,71.0,131.0,274.0,1199.0,88.0,4235.0,972.0,2866.0,314.0,879.0,1204.0,489.0,300.0,613.0,1023.0,162.0,5508.0,4784.0,19434.0,21888.0,7347.0,9296.0,39947.0,16606.0,13573.0,21972.0,61919.0,61919.0,65633.0,65633.0,1797.0,180976.0,529.0,1564.0,314.0,1544.0,6689.0,9338.0,194303.0,8833.0,198614.0,5473.0,2978.0,3457.0,209912.0
2016-03-09,4227.0,8982.0,936.0,1343.0,2004.0,3890.0,279.0,710.0,193.0,1006.0,2060.0,1136.0,3196.0,846.0,4914.0,5155.0,15474.0,17293.0,1805.0,21246.0,17283.0,14005.0,16099.0,1157.0,63383.0,3384.0,83348.0,101640.0,3278.0,1293.0,105565.0,2829.0,108035.0,417.0,5490.0,113030.0,112852.0,522.0,513.0,618.0,1143.0,717.0,3832.0,355.0,1646.0,765.0,3150.0,8892.0,12893.0,357.0,430.0,1512.0,424.0,1911.0,454.0,1362.0,1598.0,2528.0,2397.0,72.0,3742.0,3517.0,3195.0,3090.0,420.0,5960.0,685.0,744.0,7206.0,71.0,132.0,226.0,978.0,79.0,4334.0,595.0,2461.0,301.0,846.0,765.0,310.0,515.0,574.0,720.0,125.0,4408.0,3776.0,18757.0,22425.0,7360.0,7608.0,40372.0,15718.0,11919.0,21188.0,61559.0,61559.0,63789.0,63789.0,1420.0,189822.0,471.0,1375.0,358.0,1386.0,6165.0,8336.0,205108.0,8298.0,209497.0,4485.0,2583.0,3140.0,220536.0
2016-03-10,4119.0,8386.0,899.0,1316.0,1943.0,3849.0,274.0,678.0,178.0,998.0,1957.0,1096.0,3053.0,757.0,4736.0,5053.0,15328.0,17135.0,1760.0,20938.0,14164.0,14427.0,16309.0,892.0,62356.0,3167.0,83088.0,101947.0,3425.0,1234.0,106625.0,2278.0,109479.0,343.0,4378.0,114018.0,114055.0,454.0,437.0,527.0,950.0,562.0,3223.0,300.0,1537.0,675.0,2867.0,7792.0,11607.0,344.0,424.0,1480.0,410.0,1838.0,446.0,1345.0,1569.0,2458.0,2395.0,71.0,3772.0,3563.0,3341.0,3254.0,395.0,6096.0,650.0,620.0,7058.0,71.0,132.0,212.0,760.0,76.0,3693.0,500.0,2346.0,288.0,805.0,640.0,234.0,255.0,1065.0,616.0,118.0,3510.0,3060.0,16952.0,20566.0,7096.0,6425.0,37588.0,13792.0,10254.0,18723.0,56311.0,56311.0,57744.0,57744.0,1261.0,188377.0,410.0,1309.0,400.0,1340.0,5674.0,7864.0,204184.0,7963.0,208531.0,4114.0,2264.0,2828.0,218752.0
