, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-07-26,10492.0,13127.0,1985.0,1967.0,1767.0,8889.0,40.0,180.0,327.0,800.0,1394.0,859.0,2267.0,158.0,3110.0,8622.0,13387.0,14314.0,420.0,15269.0,899.0,1900.0,74.0,86284.0,902.0,89435.0,95476.0,1201.0,625.0,93189.0,1386.0,89883.0,149.0,1178.0,84926.0,83227.0,59.0,35.0,233.0,374.0,3955.0,20.0,3946.0,98.0,340.0,367.0,461.0,406.0,1938.0,624.0,196.0,1583.0,646.0,1310.0,951.0,4448.0,5005.0,6423.0,9784.0,10.0,6647.0,5744.0,2831.0,2246.0,29.0,4123.0,20.0,88.0,4677.0,235.0,242.0,222.0,38.0,40.0,168.0,307.0,4306.0,1178.0,884.0,8.0,53.0,0.0,105.0,509.0,103.0,1962.0,236.0,8675.0,8573.0,5555.0,934.0,16975.0,2620.0,1499.0,14224.0,31199.0,31199.0,31235.0,31235.0,15.0,103205.0,32.0,52.0,2.0,27.0,190.0,260.0,107342.0,4976.0,107815.0,777.0,411.0,687.0,122779.0
2004-07-27,9749.0,13092.0,1986.0,1919.0,1700.0,8809.0,40.0,192.0,321.0,792.0,1368.0,836.0,2214.0,155.0,3082.0,8338.0,12688.0,13629.0,420.0,13813.0,863.0,1384.0,72.0,83125.0,859.0,86178.0,105000.0,1145.0,606.0,106872.0,1327.0,107871.0,145.0,1152.0,108786.0,108559.0,56.0,34.0,223.0,323.0,3929.0,19.0,3938.0,96.0,340.0,360.0,409.0,473.0,1950.0,630.0,187.0,1532.0,657.0,1350.0,946.0,4387.0,4934.0,6344.0,9756.0,10.0,6794.0,5936.0,3114.0,2492.0,29.0,4316.0,20.0,87.0,5343.0,223.0,230.0,218.0,37.0,39.0,164.0,307.0,4229.0,1197.0,898.0,8.0,53.0,0.0,118.0,516.0,101.0,1978.0,232.0,8539.0,8416.0,5392.0,923.0,14787.0,2494.0,1386.0,13660.0,28447.0,28447.0,28480.0,28480.0,13.0,127165.0,32.0,53.0,1.0,26.0,183.0,247.0,124071.0,4861.0,121112.0,785.0,375.0,688.0,120546.0
2004-07-28,9029.0,13058.0,1862.0,1837.0,1636.0,8646.0,40.0,198.0,318.0,785.0,1359.0,816.0,2182.0,152.0,3036.0,8215.0,12174.0,13107.0,420.0,13171.0,830.0,983.0,71.0,80864.0,818.0,83309.0,105000.0,1099.0,587.0,106770.0,1277.0,107707.0,142.0,1128.0,108857.0,108864.0,53.0,34.0,216.0,314.0,3906.0,19.0,3908.0,94.0,340.0,369.0,362.0,482.0,1978.0,625.0,191.0,1512.0,654.0,1363.0,916.0,4324.0,4857.0,6254.0,9731.0,10.0,6956.0,6141.0,3376.0,2789.0,29.0,4644.0,20.0,85.0,6147.0,216.0,223.0,213.0,37.0,38.0,160.0,290.0,4146.0,1193.0,895.0,8.0,51.0,0.0,111.0,528.0,98.0,1992.0,226.0,8761.0,8518.0,5258.0,910.0,14505.0,2368.0,1352.0,13561.0,28066.0,28066.0,28097.0,28097.0,11.0,138989.0,32.0,50.0,0.0,26.0,177.0,236.0,140029.0,4839.0,138167.0,785.0,372.0,691.0,139528.0
2004-07-29,8791.0,13029.0,1708.0,1745.0,1576.0,8403.0,40.0,198.0,314.0,779.0,1354.0,803.0,2162.0,149.0,3008.0,8009.0,11971.0,12899.0,420.0,12946.0,796.0,955.0,69.0,79381.0,779.0,81461.0,105000.0,1060.0,569.0,106696.0,1238.0,107588.0,139.0,1104.0,108710.0,108716.0,51.0,33.0,212.0,311.0,3882.0,19.0,3879.0,92.0,338.0,375.0,313.0,489.0,1989.0,623.0,187.0,1499.0,648.0,1361.0,900.0,4281.0,4805.0,6174.0,9706.0,10.0,7011.0,6219.0,3573.0,3061.0,30.0,4970.0,20.0,84.0,6213.0,210.0,217.0,208.0,37.0,37.0,157.0,283.0,4065.0,1171.0,869.0,8.0,51.0,0.0,110.0,541.0,96.0,2007.0,221.0,9503.0,9143.0,5151.0,897.0,14641.0,2258.0,1327.0,13477.0,28118.0,28118.0,28145.0,28145.0,11.0,138866.0,32.0,49.0,0.0,25.0,172.0,227.0,140240.0,4822.0,138652.0,790.0,369.0,688.0,140513.0
2004-07-30,8689.0,13001.0,1623.0,1663.0,1521.0,8228.0,40.0,188.0,309.0,775.0,1344.0,781.0,2127.0,147.0,2989.0,7783.0,11754.0,12679.0,420.0,12744.0,762.0,926.0,68.0,79399.0,744.0,80880.0,101250.0,1027.0,552.0,103680.0,1205.0,105296.0,136.0,1082.0,107194.0,107389.0,49.0,33.0,268.0,296.0,3780.0,19.0,3809.0,91.0,336.0,372.0,287.0,489.0,1989.0,625.0,183.0,1458.0,647.0,1356.0,894.0,4220.0,4752.0,6109.0,9681.0,10.0,7051.0,6286.0,3710.0,3250.0,30.0,5213.0,20.0,81.0,6200.0,205.0,212.0,203.0,37.0,36.0,155.0,278.0,3984.0,1147.0,830.0,8.0,50.0,0.0,109.0,555.0,94.0,2024.0,217.0,9982.0,9761.0,5055.0,885.0,15255.0,2162.0,1303.0,13408.0,28662.0,28662.0,28687.0,28687.0,11.0,139015.0,32.0,49.0,0.0,24.0,167.0,219.0,140324.0,4805.0,138792.0,791.0,365.0,685.0,140610.0
2004-07-31,8540.0,12973.0,1638.0,1592.0,1469.0,8156.0,39.0,176.0,305.0,772.0,1327.0,752.0,2080.0,144.0,2949.0,7636.0,11494.0,12415.0,420.0,12493.0,730.0,1165.0,66.0,82893.0,710.0,83745.0,86250.0,999.0,536.0,88891.0,1175.0,90981.0,133.0,1060.0,93922.0,94549.0,47.0,33.0,312.0,268.0,3650.0,18.0,3688.0,89.0,334.0,359.0,339.0,451.0,1978.0,617.0,150.0,1334.0,641.0,1294.0,877.0,4145.0,4680.0,6023.0,9647.0,9.0,6821.0,6067.0,3699.0,3368.0,31.0,5351.0,20.0,79.0,6173.0,200.0,207.0,199.0,35.0,36.0,153.0,274.0,3904.0,1124.0,783.0,8.0,48.0,0.0,92.0,569.0,92.0,2041.0,213.0,9970.0,9816.0,4963.0,875.0,15514.0,2083.0,1280.0,13354.0,28868.0,28868.0,28890.0,28890.0,11.0,134119.0,32.0,48.0,0.0,22.0,163.0,209.0,136934.0,4789.0,135794.0,787.0,358.0,681.0,138209.0
2004-08-01,8357.0,12946.0,1678.0,1528.0,1421.0,8146.0,39.0,168.0,301.0,770.0,1310.0,733.0,2043.0,142.0,2894.0,7596.0,11269.0,12186.0,420.0,12278.0,700.0,1509.0,65.0,84992.0,681.0,86707.0,79265.0,976.0,521.0,80952.0,1146.0,82628.0,131.0,1039.0,84856.0,85308.0,45.0,32.0,305.0,250.0,3548.0,18.0,3597.0,88.0,330.0,344.0,382.0,448.0,1946.0,614.0,125.0,1222.0,631.0,1176.0,862.0,4080.0,4611.0,5923.0,9587.0,9.0,6513.0,5765.0,3500.0,3297.0,31.0,5356.0,20.0,77.0,6145.0,195.0,202.0,195.0,35.0,35.0,151.0,270.0,3824.0,1112.0,735.0,8.0,47.0,0.0,82.0,584.0,90.0,2057.0,210.0,9874.0,9719.0,4876.0,865.0,16605.0,2023.0,1258.0,13325.0,29930.0,29930.0,29949.0,29949.0,10.0,123914.0,32.0,47.0,0.0,22.0,157.0,200.0,127249.0,4772.0,126400.0,775.0,354.0,675.0,129346.0
2004-08-02,8020.0,12919.0,1653.0,1470.0,1377.0,8083.0,40.0,170.0,298.0,769.0,1300.0,721.0,2021.0,140.0,2847.0,7606.0,11106.0,12024.0,420.0,12116.0,684.0,1510.0,64.0,85255.0,656.0,87499.0,90000.0,955.0,507.0,91229.0,1118.0,92000.0,128.0,1020.0,91977.0,91573.0,44.0,32.0,297.0,236.0,3487.0,18.0,3542.0,87.0,325.0,334.0,385.0,459.0,1925.0,613.0,112.0,1154.0,622.0,1063.0,853.0,4023.0,4545.0,5829.0,9467.0,9.0,6259.0,5492.0,3222.0,3074.0,32.0,5209.0,20.0,75.0,6147.0,191.0,198.0,191.0,36.0,34.0,150.0,266.0,3744.0,1108.0,725.0,8.0,46.0,0.0,71.0,600.0,88.0,2062.0,207.0,9760.0,9599.0,4792.0,855.0,16986.0,1964.0,1243.0,13292.0,30278.0,30278.0,30295.0,30295.0,11.0,118814.0,32.0,47.0,0.0,20.0,157.0,194.0,120088.0,4756.0,118905.0,767.0,347.0,670.0,120988.0
2004-08-03,7703.0,12897.0,1568.0,1415.0,1335.0,7962.0,39.0,169.0,297.0,770.0,1298.0,709.0,2007.0,137.0,2809.0,7529.0,11040.0,11953.0,420.0,12043.0,664.0,1503.0,63.0,84827.0,633.0,87136.0,90000.0,933.0,493.0,91457.0,1091.0,92689.0,126.0,1000.0,93701.0,93703.0,42.0,33.0,292.0,225.0,3437.0,18.0,3501.0,86.0,319.0,320.0,383.0,450.0,1915.0,615.0,114.0,1133.0,619.0,988.0,848.0,3967.0,4487.0,5751.0,9349.0,9.0,6060.0,5284.0,3023.0,2858.0,33.0,4997.0,20.0,73.0,6172.0,187.0,194.0,187.0,36.0,34.0,148.0,263.0,3664.0,1104.0,735.0,8.0,46.0,0.0,68.0,618.0,87.0,2064.0,206.0,9696.0,9532.0,4712.0,846.0,16780.0,1917.0,1221.0,13273.0,30053.0,30053.0,30069.0,30069.0,11.0,125044.0,32.0,47.0,0.0,19.0,159.0,201.0,125716.0,4740.0,124256.0,753.0,342.0,666.0,125527.0
2004-08-04,7364.0,12871.0,1524.0,1364.0,1296.0,7865.0,39.0,171.0,293.0,762.0,1288.0,698.0,1986.0,136.0,2784.0,7407.0,10944.0,11860.0,420.0,11987.0,636.0,1479.0,61.0,84325.0,611.0,86589.0,90000.0,912.0,480.0,91423.0,1066.0,92626.0,124.0,982.0,93619.0,93622.0,41.0,34.0,288.0,215.0,3387.0,18.0,3466.0,87.0,314.0,318.0,382.0,452.0,1908.0,619.0,119.0,1135.0,619.0,963.0,843.0,3918.0,4436.0,5682.0,9234.0,9.0,5975.0,5201.0,2915.0,2720.0,33.0,4858.0,20.0,71.0,6196.0,182.0,189.0,183.0,36.0,33.0,147.0,259.0,3585.0,1099.0,754.0,8.0,46.0,0.0,67.0,629.0,85.0,2066.0,204.0,9685.0,9521.0,4636.0,838.0,16600.0,1869.0,1199.0,13256.0,29855.0,29855.0,29870.0,29870.0,11.0,125573.0,32.0,46.0,0.0,18.0,170.0,220.0,126933.0,4728.0,125793.0,751.0,343.0,667.0,127554.0
