, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIVER AT SPOKANE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-07-26,11141.0,8342.0,2462.0,2376.0,2201.0,9536.0,228.0,502.0,852.0,1867.0,701.0,2714.0,174.0,3592.0,11237.0,16198.0,17875.0,615.0,16527.0,1516.0,1848.84,2387.0,74.0,88664.0,1080.0,91039.0,95460.0,2076.0,1434.0,101142.0,1677.0,98006.0,464.0,2811.0,101491.0,98091.0,210.0,105.0,345.0,840.0,3859.0,53.0,4081.0,144.0,706.0,572.0,740.0,480.0,1911.0,592.0,57.0,1043.0,976.0,764.0,906.0,3905.0,4746.0,6212.0,13391.0,24.0,6687.0,6282.0,3119.0,2604.0,46.0,4403.0,233.0,135.0,5577.0,341.0,409.0,382.0,135.0,84.0,325.0,461.0,3937.0,907.0,657.0,65.0,60.0,0.0,113.0,430.0,118.0,2048.0,322.0,8444.0,9141.0,8205.0,916.0,21168.0,3057.0,1675.0,16556.0,34927.0,36491.0,36924.0,36427.0,21.0,143998.0,57.0,35.0,5.0,104.0,227.0,301.0,134620.0,4507.0,130080.0,1133.0,437.0,763.0,143969.0
2010-07-27,10885.0,8293.0,2441.0,2338.0,2125.0,9433.0,227.0,504.0,836.0,1808.0,675.0,2615.0,171.0,3476.0,10960.0,16015.0,17779.0,626.0,16673.0,1463.0,1988.09,2667.0,72.0,87479.0,1024.0,90582.0,100060.0,2024.0,1389.0,105301.0,1629.0,105316.0,436.0,2766.0,109762.0,108202.0,200.0,104.0,465.0,803.0,3964.0,51.0,4207.0,136.0,663.0,466.0,683.0,468.0,1886.0,586.0,55.0,1069.0,957.0,830.0,889.0,3830.0,4637.0,6086.0,13350.0,24.0,6859.0,6445.0,3263.0,2772.0,47.0,4615.0,233.0,141.0,5692.0,335.0,402.0,370.0,126.0,83.0,384.0,502.0,3961.0,918.0,638.0,61.0,59.0,0.0,113.0,677.0,122.0,2127.0,329.0,8632.0,9432.0,8030.0,874.0,21918.0,2940.0,1637.0,16104.0,36322.0,37273.0,37547.0,37245.0,18.0,152233.0,56.0,33.0,6.0,101.0,243.0,296.0,145612.0,4516.0,142790.0,1133.0,453.0,767.0,149141.0
2010-07-28,10634.0,8244.0,2423.0,2302.0,2051.0,9343.0,221.0,500.0,822.0,1802.0,659.0,2578.0,170.0,3390.0,10800.0,15597.0,17316.0,625.0,16320.0,1418.0,2095.47,2719.0,72.0,86753.0,969.0,90339.0,100020.0,1976.0,1347.0,103731.0,1582.0,105177.0,410.0,2741.0,108641.0,108228.0,191.0,102.0,623.0,761.0,4144.0,50.0,4430.0,128.0,631.0,448.0,642.0,584.0,1879.0,579.0,73.0,1101.0,947.0,914.0,870.0,3751.0,4531.0,5958.0,13355.0,24.0,7022.0,6600.0,3446.0,2967.0,46.0,4848.0,232.0,137.0,5805.0,331.0,397.0,369.0,137.0,87.0,425.0,507.0,3964.0,922.0,629.0,58.0,58.0,0.0,120.0,523.0,116.0,2165.0,329.0,8639.0,9452.0,7850.0,831.0,21876.0,2837.0,1601.0,14902.0,36212.0,36529.0,36640.0,36540.0,21.0,150720.0,56.0,37.0,11.0,97.0,231.0,309.0,150700.0,4526.0,150612.0,1105.0,463.0,766.0,154580.0
2010-07-29,10394.0,8209.0,2385.0,2251.0,1981.0,9243.0,207.0,486.0,810.0,1793.0,639.0,2534.0,169.0,3354.0,10666.0,15285.0,16968.0,623.0,16049.0,1375.0,2119.14,2803.0,72.0,86299.0,915.0,90225.0,100000.0,1924.0,1301.0,102863.0,1536.0,104818.0,385.0,2681.0,107548.0,107572.0,182.0,97.0,757.0,712.0,4268.0,48.0,4613.0,121.0,603.0,428.0,610.0,773.0,1951.0,573.0,48.0,1044.0,931.0,913.0,858.0,3699.0,4453.0,5843.0,13361.0,21.0,7204.0,6788.0,3654.0,3179.0,45.0,5061.0,232.0,131.0,5832.0,319.0,383.0,353.0,153.0,80.0,381.0,459.0,3958.0,927.0,630.0,54.0,57.0,0.0,120.0,440.0,110.0,2108.0,327.0,8690.0,9471.0,7616.0,799.0,21630.0,2746.0,1575.0,14804.0,36434.0,36434.0,36464.0,36464.0,46.0,146463.0,56.0,44.0,16.0,95.0,250.0,327.0,147846.0,4506.0,148887.0,1084.0,439.0,762.0,151370.0
2010-07-30,10164.0,8178.0,2327.0,2184.0,1915.0,9110.0,198.0,471.0,798.0,1758.0,621.0,2466.0,172.0,3288.0,10503.0,15048.0,16707.0,614.0,15809.0,1335.0,2080.0,2761.0,72.0,84281.0,865.0,89110.0,92500.0,1861.0,1252.0,96873.0,1493.0,100307.0,360.0,2539.0,104484.0,104876.0,173.0,90.0,865.0,654.0,4316.0,46.0,4689.0,115.0,577.0,412.0,582.0,901.0,2089.0,560.0,74.0,1034.0,908.0,912.0,834.0,3689.0,4420.0,5775.0,13263.0,21.0,7311.0,6900.0,3828.0,3375.0,44.0,5320.0,232.0,122.0,5850.0,298.0,358.0,327.0,131.0,74.0,329.0,432.0,3954.0,934.0,654.0,50.0,58.0,0.0,131.0,383.0,106.0,2041.0,324.0,8736.0,9516.0,7316.0,772.0,21208.0,2660.0,1641.0,14715.0,35924.0,35924.0,35950.0,35950.0,38.0,145640.0,55.0,45.0,17.0,93.0,236.0,325.0,146974.0,4479.0,147979.0,1063.0,439.0,754.0,150330.0
2010-07-31,9942.0,8150.0,2272.0,2121.0,1853.0,8922.0,209.0,497.0,787.0,1762.0,601.0,2434.0,186.0,3246.0,10318.0,14463.0,16057.0,625.0,16759.0,1298.0,2042.59,2729.0,97.0,75632.0,820.0,81084.0,70000.0,1798.0,1206.0,73222.0,1452.0,76091.0,338.0,2376.0,80656.0,81534.0,165.0,84.0,892.0,600.0,4302.0,44.0,4700.0,110.0,555.0,391.0,558.0,951.0,2223.0,550.0,82.0,1008.0,900.0,905.0,818.0,3699.0,4426.0,5772.0,12924.0,19.0,7257.0,6880.0,3919.0,3496.0,43.0,5510.0,231.0,116.0,5866.0,288.0,346.0,318.0,120.0,71.0,306.0,423.0,3952.0,940.0,669.0,46.0,58.0,0.0,125.0,410.0,103.0,2004.0,325.0,8782.0,9551.0,7003.0,746.0,20804.0,2592.0,1673.0,14340.0,35143.0,35143.0,35172.0,35172.0,51.0,134680.0,55.0,50.0,20.0,89.0,245.0,321.0,138898.0,4449.0,140528.0,1053.0,430.0,746.0,144023.0
2010-08-01,9726.0,8144.0,2219.0,2060.0,1793.0,8670.0,215.0,457.0,780.0,1764.0,618.0,2438.0,156.0,3198.0,10082.0,14191.0,15755.0,594.0,15234.0,1263.0,2010.29,2708.0,71.0,74459.0,780.0,78293.0,75000.0,1743.0,1163.0,76547.0,1414.0,77406.0,317.0,2226.0,78610.0,78376.0,157.0,79.0,873.0,555.0,4218.0,42.0,4626.0,105.0,535.0,389.0,538.0,915.0,2289.0,539.0,77.0,945.0,878.0,880.0,800.0,3666.0,4379.0,5715.0,12558.0,17.0,7009.0,6659.0,3832.0,3457.0,42.0,5572.0,231.0,111.0,5884.0,277.0,333.0,307.0,108.0,68.0,298.0,412.0,3950.0,947.0,672.0,41.0,57.0,0.0,114.0,352.0,99.0,1970.0,322.0,8818.0,9578.0,6710.0,728.0,20528.0,2546.0,1476.0,13322.0,33849.0,33849.0,33882.0,33882.0,38.0,117275.0,55.0,45.0,12.0,87.0,208.0,307.0,121438.0,4422.0,123297.0,1040.0,429.0,740.0,127430.0
2010-08-02,9518.0,8099.0,2169.0,2003.0,1737.0,8548.0,199.0,429.0,773.0,1741.0,574.0,2357.0,153.0,3158.0,9822.0,13884.0,15413.0,583.0,14610.0,1225.0,1971.09,2656.0,63.0,73423.0,744.0,77170.0,92500.0,1683.0,1127.0,94143.0,1380.0,94833.0,298.0,2104.0,94999.0,94303.0,149.0,77.0,852.0,521.0,4122.0,40.0,4529.0,101.0,518.0,394.0,519.0,840.0,2280.0,532.0,93.0,911.0,857.0,840.0,783.0,3646.0,4343.0,5639.0,12192.0,16.0,6726.0,6358.0,3569.0,3222.0,43.0,5474.0,231.0,108.0,5904.0,268.0,322.0,299.0,100.0,66.0,292.0,405.0,3948.0,953.0,678.0,38.0,55.0,0.0,99.0,334.0,96.0,1935.0,320.0,8827.0,9575.0,6406.0,708.0,20184.0,2499.0,1440.0,13192.0,33376.0,33376.0,33406.0,33406.0,24.0,119571.0,54.0,40.0,8.0,84.0,188.0,275.0,119193.0,4394.0,119923.0,1039.0,435.0,737.0,121654.0
2010-08-03,9316.0,8065.0,2121.0,1948.0,1684.0,8440.0,189.0,422.0,766.0,1714.0,554.0,2295.0,181.0,3098.0,9646.0,13650.0,15153.0,597.0,16067.0,1188.0,1933.48,2613.0,77.0,72971.0,711.0,76478.0,100000.0,1630.0,1092.0,102274.0,1346.0,103780.0,281.0,2044.0,105125.0,104841.0,143.0,77.0,832.0,495.0,4032.0,40.0,4452.0,98.0,504.0,381.0,504.0,794.0,2228.0,522.0,92.0,846.0,841.0,791.0,768.0,3638.0,4324.0,5587.0,11826.0,15.0,6426.0,6056.0,3299.0,2961.0,42.0,5258.0,230.0,104.0,5931.0,260.0,312.0,292.0,93.0,63.0,289.0,399.0,3946.0,959.0,692.0,34.0,54.0,0.0,84.0,324.0,93.0,1906.0,318.0,8855.0,9586.0,6119.0,689.0,19845.0,2454.0,1445.0,13143.0,32989.0,32989.0,33016.0,33016.0,18.0,134285.0,54.0,40.0,6.0,81.0,177.0,249.0,133564.0,4366.0,134024.0,1038.0,436.0,737.0,135074.0
2010-08-04,9120.0,8049.0,2075.0,1897.0,1634.0,8338.0,185.0,415.0,759.0,1690.0,544.0,2245.0,159.0,3024.0,9503.0,13525.0,15014.0,572.0,15319.0,1154.0,1898.38,2579.0,69.0,72660.0,679.0,76090.0,100000.0,1585.0,1045.0,102370.0,1315.0,104186.0,266.0,2049.0,106243.0,106245.0,138.0,80.0,813.0,521.0,3944.0,40.0,4383.0,97.0,493.0,374.0,493.0,756.0,2175.0,513.0,105.0,803.0,823.0,744.0,755.0,3637.0,4314.0,5554.0,11461.0,13.0,6123.0,5747.0,3020.0,2694.0,41.0,5022.0,230.0,101.0,5958.0,252.0,302.0,286.0,89.0,61.0,285.0,393.0,3944.0,965.0,704.0,30.0,55.0,0.0,72.0,314.0,90.0,1880.0,317.0,8900.0,9619.0,5852.0,671.0,19563.0,2414.0,1408.0,13100.0,32664.0,32664.0,32689.0,32689.0,14.0,140824.0,53.0,38.0,4.0,78.0,172.0,234.0,141564.0,4339.0,142425.0,1039.0,433.0,739.0,144255.0
