, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - NEAR POTLATCH, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - NEAR POTLATCH, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-03-16, 2932, 5078, 762, 498, 695, 4840, 260, 742, 208, 550, 1575, 815, 2392, 175, 2942, 6495, 12595, 14105, 1462, 16492, 7640, 6990, 8942, 805, 72902, 540, 82792, 82762, 1125, 540, 84380, 1430, 86595, 108, 1718, 89222, 89672, 70, 265, 418, 492, 440, 1758, 252, 290, 308, 805, 2365, 3465, 400, 340, 965, 360, 1088, 440, 2022, 2160, 2955, 2520, 60, 2915, 2682, 2518, 2510, 290, 5432, 4660, 505, 12410, 70, 130, 140, 230, 58, 4202, 428, 2065, 1200, 1912, 810, 240, 235, 2298, 388, 50, 2415, 3215, 24960, 26615, 4025, 2675, 35740, 6520, 6085, 18528, 54268, 54268, 55622, 55622, 1630, 160202, 415, 1598, 532, 2225, 2535, 3735, 174062, 6732, 177578, 2575, 1670, 1588, 184358
2011-03-17, 2940, 5132, 752, 490, 685, 4825, 260, 740, 205, 545, 1552, 862, 2410, 188, 2968, 6535, 12510, 14015, 1540, 16720, 7778, 7055, 9100, 885, 73182, 568, 83232, 83162, 1140, 582, 84818, 1538, 86928, 112, 1760, 88605, 88578, 75, 282, 420, 518, 445, 1810, 242, 290, 310, 812, 2328, 3375, 400, 340, 970, 368, 1088, 440, 2052, 2190, 2990, 2522, 65, 2910, 2670, 2492, 2485, 298, 5425, 4660, 542, 12430, 70, 130, 140, 238, 60, 4322, 450, 2122, 1185, 1905, 875, 255, 232, 2325, 400, 50, 2495, 3250, 25155, 26855, 4138, 2850, 36412, 6832, 6555, 18920, 55332, 55332, 56822, 56822, 1718, 150198, 438, 1582, 518, 2272, 2648, 4005, 162552, 6692, 165740, 2505, 1585, 1578, 172040
2011-03-18, 2972, 5212, 745, 480, 675, 4805, 260, 740, 210, 540, 1550, 898, 2445, 200, 3018, 6565, 12435, 13938, 1595, 16652, 7965, 7132, 9230, 930, 73572, 590, 83812, 83752, 1150, 640, 85475, 1482, 87565, 120, 1742, 89240, 89218, 80, 282, 410, 520, 458, 1820, 240, 290, 315, 808, 2258, 3322, 400, 340, 968, 375, 1095, 440, 2080, 2218, 3022, 2530, 68, 2920, 2680, 2472, 2458, 305, 5400, 4660, 570, 12438, 70, 122, 140, 240, 60, 4648, 472, 2170, 1172, 1875, 835, 262, 232, 2308, 395, 50, 2550, 3142, 25158, 26945, 4252, 2785, 36715, 7132, 6835, 19298, 56008, 56008, 57432, 57432, 1728, 151248, 428, 1535, 570, 2238, 2618, 3992, 162978, 6630, 165840, 2462, 1565, 1558, 171360
2011-03-19, 3000, 5232, 735, 472, 665, 4788, 260, 740, 210, 540, 1545, 918, 2468, 202, 3050, 6590, 12378, 13875, 1640, 16748, 7902, 7218, 9275, 920, 73725, 610, 84108, 84075, 1158, 690, 85878, 1472, 87955, 118, 1752, 89665, 89650, 85, 305, 472, 550, 518, 1848, 270, 310, 435, 828, 2182, 3282, 400, 332, 952, 378, 1090, 440, 2098, 2235, 3048, 2535, 70, 2932, 2695, 2468, 2448, 308, 5382, 4660, 582, 12418, 70, 120, 140, 248, 60, 5100, 488, 2182, 1162, 1842, 772, 255, 250, 2262, 408, 50, 2568, 3095, 25040, 26860, 4345, 2750, 36718, 7188, 6845, 19420, 56132, 56132, 57418, 57418, 1630, 151915, 412, 1395, 525, 2148, 2525, 3885, 163638, 6612, 166520, 2452, 1598, 1578, 172108
2011-03-20, 3038, 5265, 728, 465, 655, 4750, 260, 745, 210, 535, 1542, 960, 2505, 212, 3092, 6645, 12330, 13828, 1690, 16828, 7835, 7285, 9360, 945, 73940, 630, 84450, 84408, 1155, 742, 86265, 1510, 88370, 122, 1800, 90108, 90088, 90, 328, 488, 598, 558, 1978, 265, 398, 385, 922, 2250, 3262, 400, 330, 955, 382, 1088, 440, 2098, 2235, 3068, 2540, 72, 2940, 2700, 2462, 2442, 310, 5372, 4660, 598, 12395, 70, 120, 140, 250, 60, 5305, 518, 2212, 1155, 1820, 780, 280, 252, 2198, 450, 58, 2638, 3090, 24955, 26742, 4455, 2938, 36985, 7300, 7132, 19562, 56550, 56550, 57788, 57788, 1565, 152268, 410, 1328, 495, 1990, 2638, 3958, 163742, 6648, 166648, 2370, 1580, 1615, 172272
2011-03-21, 3090, 5368, 718, 460, 648, 4632, 260, 742, 210, 530, 1548, 1005, 2548, 225, 3160, 6642, 12312, 13805, 1730, 16908, 7845, 7345, 9345, 1000, 73648, 658, 84588, 83765, 1150, 792, 85872, 1520, 88202, 130, 1812, 90170, 90202, 98, 320, 450, 600, 560, 2028, 260, 455, 365, 978, 2342, 3322, 400, 325, 938, 388, 1080, 440, 2095, 2230, 3078, 2542, 72, 2950, 2708, 2458, 2428, 310, 5358, 4660, 622, 12388, 70, 120, 140, 250, 68, 5102, 532, 2215, 1150, 1785, 730, 305, 225, 1985, 465, 60, 2722, 3022, 24802, 26635, 4582, 3205, 37530, 7598, 7492, 19912, 57448, 57448, 58650, 58650, 1532, 153358, 412, 1272, 458, 1860, 2672, 4048, 164652, 6675, 167545, 2268, 1505, 1570, 172975
2011-03-22, 3135, 5440, 710, 450, 645, 4622, 260, 730, 210, 530, 1535, 1042, 2575, 238, 3218, 6610, 12308, 13805, 1770, 17052, 8020, 7420, 9350, 1022, 72175, 685, 83068, 80932, 1148, 845, 83028, 1512, 85350, 130, 1825, 87480, 87590, 100, 322, 468, 608, 580, 2012, 268, 488, 362, 990, 2278, 3405, 400, 320, 920, 398, 1058, 440, 2090, 2230, 3082, 2550, 78, 2948, 2710, 2452, 2418, 318, 5338, 4660, 650, 12380, 70, 120, 140, 240, 70, 4608, 545, 2230, 1142, 1742, 680, 318, 308, 1885, 485, 60, 2752, 2970, 24530, 26388, 4718, 3320, 37695, 7832, 7682, 20300, 57995, 57995, 59132, 59132, 1522, 153280, 425, 1262, 435, 1768, 2615, 3965, 164788, 6718, 167808, 2242, 1482, 1585, 173182
2011-03-23, 3188, 5485, 700, 445, 695, 4662, 260, 722, 220, 530, 1530, 1092, 2620, 262, 3278, 6648, 12292, 13795, 1835, 17225, 8138, 7225, 9312, 1048, 72600, 712, 83218, 80885, 1140, 900, 82890, 1602, 85070, 135, 1860, 86870, 86858, 108, 358, 530, 642, 605, 2088, 288, 518, 368, 1008, 2245, 3412, 400, 315, 908, 402, 1045, 432, 2098, 2232, 3098, 2578, 80, 2940, 2700, 2432, 2398, 328, 5325, 4660, 690, 12382, 70, 112, 140, 235, 70, 4318, 588, 2285, 1132, 1732, 675, 335, 568, 1782, 622, 62, 2860, 3092, 24492, 26302, 4848, 3605, 37968, 8060, 8230, 20662, 58630, 58630, 59682, 59682, 1548, 151482, 455, 1372, 532, 1808, 2762, 4058, 162815, 6795, 165918, 2278, 1622, 1682, 171452
2011-03-24, 3235, 5588, 695, 440, 742, 4712, 250, 722, 220, 530, 1532, 1135, 2670, 292, 3368, 6722, 12310, 13818, 1912, 17460, 8458, 7030, 8965, 1110, 73035, 740, 83388, 81028, 1140, 952, 83092, 1705, 85395, 142, 1908, 87255, 87242, 110, 362, 528, 662, 645, 2178, 295, 560, 368, 1035, 2275, 3432, 400, 315, 920, 418, 1048, 430, 2105, 2245, 3132, 2635, 85, 2972, 2722, 2418, 2380, 338, 5315, 4660, 728, 12392, 70, 110, 140, 228, 78, 4375, 608, 2352, 1128, 1698, 682, 355, 425, 1658, 672, 65, 3012, 3275, 24705, 26532, 5020, 3858, 38705, 8302, 8935, 21045, 59748, 59748, 60845, 60845, 1572, 152325, 500, 1475, 522, 1985, 2955, 4325, 163578, 6872, 166628, 2390, 1758, 1725, 172140
2011-03-25, 3275, 5732, 690, 430, 765, 4730, 250, 728, 220, 542, 1545, 1172, 2720, 312, 3448, 6802, 12352, 13870, 1968, 17598, 8758, 7412, 9375, 1092, 73568, 768, 84345, 81930, 1140, 1012, 84002, 1750, 86328, 142, 1928, 88118, 88070, 110, 355, 482, 658, 658, 2205, 292, 605, 362, 1075, 2280, 3478, 402, 315, 935, 428, 1072, 430, 2105, 2255, 3162, 2692, 88, 3048, 2790, 2445, 2392, 345, 5320, 4660, 758, 12390, 70, 110, 140, 220, 80, 4642, 632, 2408, 1122, 1675, 685, 360, 735, 1562, 640, 70, 3050, 3280, 24715, 26688, 5188, 3902, 39355, 8465, 9002, 19440, 58792, 58792, 60032, 60032, 1608, 153840, 525, 1562, 582, 2095, 3030, 4492, 165475, 6958, 168610, 2360, 1742, 1765, 174392
2011-03-26, 3315, 5815, 680, 425, 785, 4745, 250, 720, 220, 558, 1565, 1188, 2755, 315, 3505, 6852, 12372, 13895, 2000, 17622, 8630, 7325, 9298, 1070, 74040, 795, 84850, 82515, 1128, 1062, 84680, 1678, 87020, 135, 1890, 88862, 88842, 112, 342, 452, 640, 632, 2158, 290, 632, 355, 1078, 2230, 3492, 402, 308, 920, 432, 1085, 430, 2105, 2255, 3185, 2750, 90, 3132, 2878, 2510, 2448, 348, 5345, 4660, 770, 12378, 70, 110, 142, 228, 88, 4590, 675, 2548, 1062, 1632, 695, 365, 652, 1525, 635, 70, 3022, 3282, 24598, 26632, 5320, 3915, 39645, 8482, 8822, 16325, 55972, 55972, 57230, 57230, 1598, 151560, 518, 1558, 545, 2195, 2995, 4508, 163930, 6990, 167272, 2278, 1688, 1720, 173292
2011-03-27, 3355, 5848, 675, 420, 808, 4765, 250, 712, 220, 570, 1570, 1192, 2762, 320, 3540, 6900, 12390, 13920, 2030, 17820, 8582, 7250, 9178, 1080, 74342, 818, 85105, 82770, 1110, 1092, 84965, 1638, 87240, 138, 1908, 89108, 89100, 118, 365, 500, 660, 665, 2122, 295, 650, 352, 1072, 2132, 3448, 410, 312, 925, 438, 1085, 430, 2105, 2258, 3195, 2810, 92, 3202, 2952, 2575, 2510, 355, 5395, 4660, 770, 12342, 70, 110, 150, 250, 90, 4355, 698, 2702, 972, 1515, 688, 365, 398, 1460, 665, 70, 2992, 3248, 24398, 26525, 5440, 4095, 39918, 8570, 8920, 16418, 56335, 56335, 57708, 57708, 1572, 151535, 510, 1578, 608, 2205, 3038, 4480, 163340, 7030, 166578, 2312, 1745, 1730, 172280
2011-03-28, 3390, 5895, 670, 410, 838, 4792, 250, 700, 220, 582, 1570, 1212, 2782, 328, 3575, 6952, 12405, 13940, 2068, 17978, 8635, 7300, 9240, 1130, 72755, 838, 84880, 81340, 1088, 1122, 83908, 1650, 86535, 140, 1952, 88822, 88895, 118, 360, 502, 650, 685, 2202, 305, 670, 358, 1090, 2155, 3372, 410, 315, 942, 438, 1100, 435, 2105, 2265, 3208, 2868, 95, 3268, 3018, 2632, 2565, 360, 5445, 4660, 772, 12308, 68, 110, 150, 250, 95, 4282, 695, 2840, 882, 1410, 678, 365, 295, 1298, 665, 70, 2962, 3190, 24035, 26218, 5552, 4160, 39848, 8742, 9045, 16548, 56395, 56395, 57828, 57828, 1595, 152115, 522, 1532, 652, 2238, 3085, 4532, 163998, 7065, 167265, 2288, 1708, 1678, 172960
2011-03-29, 3420, 5928, 660, 410, 838, 4790, 250, 698, 220, 592, 1580, 1218, 2798, 328, 3600, 6972, 12412, 13952, 2090, 17988, 8482, 7215, 9185, 1118, 66445, 858, 78370, 72942, 1065, 1152, 75672, 1655, 78632, 142, 1952, 81642, 82005, 120, 348, 475, 638, 658, 2190, 300, 695, 348, 1092, 2155, 3368, 410, 310, 938, 438, 1115, 432, 2100, 2260, 3215, 2920, 98, 3350, 3092, 2685, 2618, 368, 5485, 4660, 768, 12275, 60, 102, 150, 242, 98, 4000, 698, 2958, 798, 1302, 650, 352, 230, 1088, 618, 70, 2895, 3040, 23510, 25758, 5620, 4075, 39440, 8950, 9045, 16698, 56138, 56138, 57462, 57462, 1550, 149648, 500, 1448, 565, 2140, 2965, 4382, 162252, 7095, 165732, 2168, 1605, 1652, 171680
2011-03-30, 3442, 5925, 660, 412, 840, 4788, 250, 690, 220, 600, 1580, 1205, 2780, 328, 3598, 6952, 12395, 13938, 2110, 18135, 8242, 6930, 8825, 1072, 66542, 882, 77108, 70922, 1045, 1182, 73180, 1665, 75538, 142, 1940, 77578, 77630, 120, 350, 470, 650, 678, 2145, 305, 718, 355, 1112, 2068, 3372, 410, 298, 905, 435, 1098, 430, 2095, 2252, 3210, 2972, 98, 3415, 3168, 2750, 2675, 370, 5520, 4660, 752, 12232, 60, 100, 150, 232, 100, 3520, 720, 3085, 710, 1195, 625, 335, 185, 1102, 655, 70, 2810, 2860, 23325, 25272, 5645, 3965, 38642, 9002, 8865, 16738, 55380, 55380, 56565, 56565, 1548, 141802, 505, 1408, 588, 1992, 2865, 4172, 154258, 7128, 157920, 2172, 1658, 1645, 163982
2011-03-31, 3475 , 5990 , 690 , 450 , 918 , 4920 , 242 , 690 , 225 , 605 , 1580 , 1230 , 2808 , 360 , 3658 , 7015 , 12402 , 13950 , 2172 , 18430 , 8543 , 7073 , 8830 , 1110 , 66895 , 925 , 77570 , 71258 , 1025 , 1205 , 73452 , 1678 , 75722 , 145 , 1982 , 77628 , 77608 , 122 , 388 , 538 , 745 , 780 , 2205 , 325 , 765 , 362 , 1152 , 2080 , 3370 , 410 , 285 , 868 , 442 , 1050 , 435 , 2098 , 2262 , 3218 , 3030 , 102 , 3448 , 3208 , 2798 , 2720 , 382 , 5545 , 4660 , 750 , 12198 , 60 , 100 , 152 , 230 , 108 , 3250 , 778 , 3265 , 622 , 1082 , 638 , 348 , 155 , 1182 , 730 , 70 , 2848 , 2802 , 25308 , 27052 , 5710 , 4130 , 39565 , 9082 , 9298 , 16982 , 56548 , 56548 , 57825 , 57825 , 1648 , 139405 , 555 , 1462 , 562 , 2000 , 2850 , 4172 , 150545 , 7265 , 154052 , 2232 , 1850 , 1698 , 159720 
