, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-04-14,2704.0,6265.0,1709.0,1387.0,2078.0,4657.0,210.0,267.0,1139.0,2041.0,716.0,2757.0,239.0,3611.0,4786.0,7681.0,8673.0,1433.0,11374.0,6700.0,5672.0,693.0,41449.0,3009.0,50254.0,54000.0,1655.0,940.0,56578.0,1620.0,58179.0,223.0,3045.0,61483.0,61486.0,463.0,456.0,507.0,1182.0,897.0,364.0,1584.0,290.0,798.0,457.0,977.0,493.0,1740.0,459.0,363.0,1049.0,411.0,935.0,513.0,1264.0,1625.0,2627.0,3255.0,139.0,3597.0,3298.0,2648.0,2509.0,328.0,5009.0,1330.0,218.0,7568.0,66.0,82.0,258.0,262.0,153.0,1591.0,556.0,2860.0,868.0,903.0,382.0,221.0,32.0,202.0,1199.0,125.0,1706.0,1061.0,12033.0,13796.0,4820.0,3163.0,22836.0,7825.0,6592.0,9059.0,31895.0,31895.0,32220.0,32220.0,427.0,95524.0,603.0,1041.0,198.0,777.0,2476.0,3374.0,103204.0,6001.0,105292.0,1600.0,1273.0,1257.0,109383.0
2010-04-15,2690.0,6364.0,1747.0,1449.0,2121.0,4750.0,208.0,272.0,1154.0,2060.0,711.0,2771.0,244.0,3676.0,4975.0,7791.0,8800.0,1427.0,11441.0,7038.0,6138.0,586.0,41694.0,2999.0,51074.0,54000.0,1666.0,953.0,56599.0,1689.0,58205.0,232.0,3086.0,61372.0,61377.0,453.0,441.0,469.0,1160.0,869.0,364.0,1596.0,298.0,799.0,462.0,1009.0,482.0,1686.0,459.0,407.0,1098.0,418.0,949.0,531.0,1270.0,1640.0,2657.0,3392.0,147.0,3715.0,3415.0,2739.0,2590.0,325.0,5045.0,1330.0,217.0,7554.0,66.0,81.0,261.0,255.0,155.0,1645.0,590.0,2961.0,939.0,967.0,369.0,223.0,32.0,227.0,1111.0,130.0,1748.0,1060.0,12128.0,13906.0,4884.0,3271.0,23033.0,8297.0,6763.0,9598.0,32631.0,32631.0,32975.0,32975.0,435.0,96213.0,619.0,1045.0,162.0,747.0,2555.0,3463.0,104359.0,5949.0,106381.0,1601.0,1147.0,1221.0,110347.0
2010-04-16,2664.0,6371.0,1732.0,1496.0,2163.0,4646.0,206.0,275.0,1170.0,2076.0,709.0,2785.0,257.0,3695.0,4989.0,7855.0,8876.0,1440.0,11588.0,7061.0,6836.0,528.0,42148.0,3014.0,52153.0,54000.0,1685.0,987.0,56645.0,1746.0,58268.0,250.0,3147.0,61395.0,61390.0,467.0,454.0,468.0,1191.0,879.0,373.0,1587.0,308.0,800.0,468.0,1036.0,463.0,1721.0,459.0,440.0,1102.0,423.0,951.0,562.0,1281.0,1668.0,2712.0,3623.0,148.0,3893.0,3578.0,2856.0,2697.0,324.0,5077.0,1330.0,210.0,7535.0,67.0,81.0,266.0,246.0,158.0,1614.0,618.0,3021.0,979.0,987.0,354.0,229.0,32.0,249.0,1109.0,141.0,1747.0,1042.0,12188.0,14020.0,4950.0,3265.0,23213.0,8438.0,6798.0,9797.0,33010.0,33010.0,33280.0,33280.0,451.0,96659.0,594.0,1089.0,136.0,749.0,2628.0,3556.0,105116.0,5900.0,107113.0,1614.0,1071.0,1193.0,110991.0
2010-04-17,2634.0,6468.0,1828.0,1579.0,2243.0,4802.0,203.0,283.0,1182.0,2089.0,692.0,2781.0,306.0,3742.0,5006.0,7978.0,9009.0,1523.0,11791.0,7232.0,7136.0,522.0,42502.0,3048.0,52869.0,54000.0,1718.0,991.0,56673.0,1800.0,58315.0,268.0,3255.0,61548.0,61541.0,461.0,452.0,455.0,1212.0,897.0,378.0,1605.0,313.0,799.0,475.0,1052.0,470.0,1816.0,459.0,484.0,1124.0,434.0,954.0,588.0,1298.0,1704.0,2764.0,3866.0,148.0,3980.0,3670.0,2957.0,2808.0,318.0,5176.0,1330.0,210.0,7522.0,69.0,82.0,271.0,237.0,161.0,1519.0,674.0,3091.0,1021.0,1032.0,330.0,227.0,32.0,269.0,1204.0,181.0,1825.0,1049.0,12223.0,14074.0,5095.0,3363.0,23417.0,8617.0,7089.0,9928.0,33345.0,33345.0,33574.0,33574.0,469.0,97057.0,579.0,1144.0,119.0,795.0,2704.0,3637.0,105655.0,5872.0,107570.0,1636.0,1091.0,1186.0,111407.0
2010-04-18,2610.0,6628.0,1943.0,1710.0,2320.0,5051.0,200.0,286.0,1203.0,2110.0,681.0,2792.0,341.0,3813.0,5241.0,8184.0,9235.0,1547.0,12047.0,7640.0,7437.0,526.0,43331.0,3072.0,53883.0,54000.0,1763.0,978.0,56694.0,1870.0,58351.0,282.0,3374.0,61705.0,61698.0,437.0,434.0,429.0,1164.0,897.0,370.0,1615.0,316.0,795.0,484.0,1053.0,463.0,1903.0,464.0,550.0,1209.0,449.0,987.0,624.0,1325.0,1783.0,2875.0,4110.0,147.0,4058.0,3721.0,2966.0,2827.0,318.0,5258.0,1330.0,214.0,7515.0,70.0,82.0,275.0,235.0,168.0,1461.0,724.0,3158.0,1063.0,1088.0,311.0,221.0,31.0,288.0,1195.0,202.0,1932.0,1075.0,12409.0,14272.0,5437.0,3462.0,23933.0,8909.0,7365.0,10224.0,34157.0,34157.0,34373.0,34373.0,480.0,97858.0,575.0,1172.0,106.0,856.0,2773.0,3736.0,106607.0,5821.0,108396.0,1655.0,1087.0,1214.0,112230.0
2010-04-19,2591.0,6717.0,2030.0,1804.0,2373.0,5250.0,197.0,291.0,1227.0,2130.0,701.0,2831.0,308.0,3838.0,5504.0,8382.0,9454.0,1525.0,12226.0,7797.0,7766.0,480.0,44149.0,3083.0,55098.0,54000.0,1805.0,968.0,56722.0,1928.0,58386.0,288.0,3439.0,61818.0,61815.0,447.0,441.0,415.0,1149.0,904.0,370.0,1611.0,324.0,797.0,491.0,1066.0,427.0,1912.0,471.0,602.0,1279.0,460.0,1058.0,656.0,1348.0,1781.0,2935.0,4354.0,143.0,4174.0,3805.0,2978.0,2832.0,318.0,5277.0,1330.0,208.0,7498.0,68.0,78.0,275.0,232.0,168.0,1484.0,734.0,3216.0,1106.0,1136.0,291.0,208.0,31.0,303.0,1136.0,202.0,1952.0,1070.0,12559.0,14487.0,5849.0,3339.0,24518.0,9047.0,7383.0,10383.0,34902.0,34902.0,35114.0,35114.0,473.0,98884.0,584.0,1082.0,110.0,858.0,2731.0,3741.0,107833.0,5769.0,109519.0,1650.0,1109.0,1190.0,113386.0
2010-04-20,2565.0,6727.0,2106.0,1889.0,2453.0,5416.0,193.0,303.0,1240.0,2147.0,757.0,2903.0,294.0,3866.0,5710.0,8542.0,9629.0,1529.0,12410.0,7676.0,7751.0,481.0,44782.0,3134.0,55796.0,54000.0,1846.0,1011.0,56797.0,1958.0,58446.0,274.0,3402.0,61846.0,61845.0,470.0,475.0,417.0,1223.0,940.0,381.0,1631.0,341.0,814.0,493.0,1086.0,410.0,1864.0,460.0,653.0,1325.0,470.0,1125.0,653.0,1350.0,1774.0,2885.0,4597.0,138.0,4320.0,3925.0,3027.0,2871.0,314.0,5287.0,1330.0,201.0,7472.0,66.0,74.0,275.0,271.0,165.0,1466.0,737.0,3282.0,1148.0,1173.0,281.0,202.0,31.0,316.0,1110.0,221.0,1970.0,1070.0,12609.0,14548.0,6182.0,3263.0,24959.0,9356.0,7919.0,10632.0,35591.0,35591.0,35801.0,35801.0,476.0,99623.0,620.0,1099.0,119.0,781.0,2637.0,3656.0,108576.0,5695.0,110157.0,1664.0,1129.0,1207.0,114073.0
2010-04-21,2584.0,6713.0,2178.0,1991.0,2542.0,5602.0,190.0,322.0,1247.0,2161.0,799.0,2961.0,286.0,3926.0,5902.0,8720.0,9823.0,1601.0,12658.0,7545.0,7589.0,443.0,45427.0,3148.0,56285.0,54000.0,1872.0,1053.0,56883.0,2024.0,58545.0,297.0,3329.0,61874.0,61873.0,456.0,465.0,397.0,1192.0,950.0,382.0,1653.0,348.0,835.0,492.0,1112.0,416.0,1840.0,459.0,703.0,1355.0,481.0,1149.0,678.0,1352.0,1776.0,2847.0,4837.0,135.0,4446.0,4034.0,3091.0,2933.0,308.0,5306.0,1330.0,199.0,7450.0,66.0,73.0,277.0,377.0,163.0,1467.0,754.0,3361.0,1190.0,1205.0,275.0,198.0,30.0,326.0,1104.0,231.0,2013.0,1072.0,12662.0,14590.0,6489.0,3299.0,25321.0,9664.0,8227.0,10974.0,36295.0,36295.0,36502.0,36502.0,484.0,100336.0,627.0,1136.0,111.0,791.0,2565.0,3545.0,109207.0,5650.0,110686.0,1689.0,1202.0,1208.0,114673.0
2010-04-22,2856.0,6761.0,2307.0,2167.0,2666.0,5876.0,186.0,332.0,1251.0,2172.0,857.0,3030.0,314.0,4012.0,6165.0,8932.0,10056.0,1662.0,12940.0,7488.0,7508.0,424.0,46199.0,3176.0,56970.0,54000.0,1891.0,1086.0,56946.0,2127.0,58640.0,325.0,3256.0,61893.0,61891.0,440.0,448.0,402.0,1182.0,960.0,390.0,1654.0,360.0,842.0,506.0,1141.0,416.0,1902.0,478.0,743.0,1367.0,490.0,1155.0,713.0,1363.0,1798.0,2889.0,5064.0,136.0,4531.0,4099.0,3127.0,2973.0,302.0,5323.0,1330.0,201.0,7431.0,68.0,74.0,281.0,460.0,163.0,1480.0,825.0,3435.0,1197.0,1220.0,263.0,198.0,30.0,334.0,1123.0,253.0,2064.0,1064.0,12702.0,14634.0,6831.0,3410.0,25743.0,9735.0,8137.0,11108.0,36851.0,36851.0,37056.0,37056.0,523.0,101042.0,582.0,1155.0,108.0,819.0,2617.0,3518.0,109943.0,5641.0,111357.0,1715.0,1239.0,1218.0,115423.0
2010-04-23,3180.0,6832.0,2563.0,2328.0,2856.0,6276.0,183.0,360.0,1254.0,2186.0,921.0,3107.0,381.0,4177.0,6520.0,9189.0,10338.0,1643.0,13261.0,7703.0,7550.0,527.0,46744.0,3362.0,57813.0,54000.0,1963.0,1125.0,57004.0,2212.0,58725.0,354.0,3309.0,62006.0,61999.0,458.0,448.0,426.0,1288.0,1006.0,405.0,1693.0,377.0,866.0,536.0,1178.0,446.0,2024.0,516.0,807.0,1433.0,516.0,1178.0,746.0,1380.0,1834.0,3006.0,5264.0,134.0,4586.0,4136.0,3128.0,2977.0,296.0,5341.0,1330.0,204.0,7414.0,73.0,78.0,286.0,413.0,165.0,1442.0,940.0,3511.0,1162.0,1202.0,245.0,195.0,30.0,344.0,1204.0,287.0,2155.0,1071.0,12753.0,14691.0,7259.0,3809.0,26522.0,9690.0,8729.0,11028.0,37550.0,37550.0,37752.0,37752.0,559.0,101765.0,572.0,1101.0,138.0,825.0,2762.0,3648.0,110821.0,5628.0,112159.0,1738.0,1200.0,1220.0,116236.0
2010-04-24,3298.0,6922.0,2737.0,2551.0,3169.0,6693.0,180.0,429.0,1262.0,2269.0,996.0,3265.0,426.0,4376.0,7067.0,9525.0,10710.0,1628.0,13671.0,8250.0,7963.0,777.0,47290.0,3652.0,59074.0,54000.0,2096.0,1212.0,57141.0,2300.0,58877.0,376.0,3489.0,62314.0,62299.0,474.0,460.0,437.0,1326.0,1054.0,407.0,1753.0,377.0,940.0,530.0,1247.0,531.0,2155.0,548.0,876.0,1513.0,522.0,1235.0,784.0,1406.0,1865.0,3048.0,5460.0,130.0,4644.0,4168.0,3105.0,2954.0,290.0,5326.0,1330.0,205.0,7397.0,74.0,78.0,287.0,389.0,164.0,1460.0,1014.0,3616.0,1125.0,1176.0,234.0,191.0,29.0,342.0,1207.0,305.0,2216.0,1095.0,12827.0,14796.0,7714.0,3953.0,27441.0,10276.0,9864.0,11459.0,38901.0,38901.0,39101.0,39101.0,563.0,103100.0,604.0,1177.0,151.0,793.0,2847.0,3791.0,112245.0,5614.0,113486.0,1760.0,1194.0,1223.0,117507.0
2010-04-25,3299.0,7048.0,2899.0,2714.0,3207.0,7034.0,178.0,455.0,1286.0,2361.0,1077.0,3438.0,438.0,4574.0,7529.0,9872.0,11094.0,1608.0,14049.0,8865.0,8593.0,767.0,47757.0,3884.0,60425.0,59916.0,2246.0,1315.0,62027.0,2346.0,62562.0,377.0,3613.0,64874.0,64560.0,474.0,474.0,432.0,1278.0,1081.0,388.0,1780.0,385.0,962.0,559.0,1278.0,605.0,2271.0,572.0,933.0,1583.0,547.0,1320.0,820.0,1436.0,1904.0,3133.0,5661.0,127.0,4734.0,4231.0,3099.0,2940.0,284.0,5290.0,1330.0,226.0,7400.0,72.0,74.0,283.0,469.0,161.0,1481.0,1030.0,3648.0,1089.0,1142.0,226.0,180.0,29.0,336.0,1171.0,316.0,2239.0,1100.0,12823.0,14851.0,8193.0,3847.0,27943.0,10795.0,10450.0,12080.0,40023.0,40023.0,40222.0,40222.0,548.0,104971.0,593.0,1213.0,139.0,861.0,2835.0,3828.0,114240.0,5589.0,115389.0,1795.0,1169.0,1213.0,119400.0
2010-04-26,3294.0,7127.0,2846.0,2737.0,3333.0,7068.0,175.0,437.0,1317.0,2387.0,1101.0,3488.0,415.0,4698.0,7756.0,10175.0,11428.0,1559.0,14262.0,9111.0,9036.0,542.0,48046.0,3991.0,61318.0,80231.0,2435.0,1369.0,83105.0,2314.0,83746.0,379.0,3583.0,85185.0,84369.0,472.0,473.0,430.0,1209.0,1093.0,373.0,1773.0,385.0,956.0,531.0,1273.0,582.0,2355.0,598.0,985.0,1666.0,553.0,1404.0,836.0,1458.0,1929.0,3166.0,5868.0,123.0,4850.0,4325.0,3124.0,2956.0,280.0,5287.0,1330.0,271.0,7444.0,70.0,71.0,284.0,416.0,159.0,1428.0,1060.0,3688.0,1053.0,1109.0,221.0,179.0,29.0,328.0,1166.0,334.0,2280.0,1101.0,12793.0,14840.0,8569.0,3723.0,28266.0,10816.0,10031.0,12188.0,40454.0,40454.0,40651.0,40651.0,556.0,114180.0,570.0,1161.0,134.0,881.0,2771.0,3770.0,121387.0,5590.0,122023.0,1770.0,1166.0,1166.0,125126.0
2010-04-27,3374.0,7147.0,2808.0,2855.0,3428.0,7112.0,172.0,440.0,1346.0,2396.0,1098.0,3494.0,381.0,4675.0,7744.0,10376.0,11649.0,1501.0,14429.0,8760.0,8948.0,451.0,48319.0,4075.0,61565.0,84793.0,2585.0,1394.0,88269.0,2355.0,89640.0,394.0,3525.0,92571.0,92373.0,475.0,468.0,435.0,1193.0,1129.0,367.0,1778.0,411.0,1021.0,551.0,1336.0,553.0,2404.0,615.0,1028.0,1772.0,576.0,1502.0,839.0,1460.0,1935.0,3164.0,6078.0,118.0,4971.0,4424.0,3167.0,2995.0,278.0,5299.0,1330.0,317.0,7510.0,68.0,68.0,296.0,358.0,157.0,1386.0,1103.0,3732.0,1017.0,1063.0,217.0,171.0,28.0,318.0,1181.0,346.0,2318.0,1099.0,12805.0,14854.0,8836.0,3713.0,28578.0,10888.0,9734.0,12197.0,40774.0,40774.0,40969.0,40969.0,566.0,131811.0,608.0,1172.0,143.0,827.0,2696.0,3662.0,139600.0,5604.0,140144.0,1775.0,1257.0,1168.0,142990.0
2010-04-28,3497.0,7210.0,2995.0,2988.0,3609.0,7416.0,169.0,438.0,1375.0,2433.0,1117.0,3550.0,382.0,4771.0,7924.0,10521.0,11804.0,1489.0,14756.0,8559.0,8596.0,454.0,48702.0,4259.0,61732.0,89355.0,2680.0,1456.0,93042.0,2545.0,94461.0,450.0,3538.0,97392.0,97190.0,477.0,470.0,442.0,1317.0,1165.0,392.0,1808.0,431.0,1129.0,632.0,1471.0,648.0,2462.0,621.0,1054.0,1790.0,574.0,1580.0,825.0,1459.0,1939.0,3212.0,6288.0,117.0,5111.0,4541.0,3220.0,3043.0,276.0,5318.0,1330.0,358.0,7579.0,69.0,67.0,313.0,396.0,157.0,1376.0,1213.0,3801.0,981.0,1015.0,212.0,165.0,28.0,307.0,1179.0,366.0,2380.0,1096.0,12832.0,14875.0,9168.0,4204.0,29281.0,11349.0,10063.0,12578.0,41859.0,41859.0,42051.0,42051.0,611.0,138570.0,648.0,1392.0,166.0,864.0,2694.0,3589.0,147246.0,5626.0,148126.0,1830.0,1342.0,1212.0,151923.0
2010-04-29,3581.0,7425.0,3141.0,3075.0,3641.0,7661.0,165.0,424.0,1393.0,2430.0,1151.0,3581.0,402.0,4860.0,8304.0,10805.0,12114.0,1475.0,14968.0,8761.0,8639.0,448.0,49285.0,4602.0,62655.0,93917.0,2761.0,1494.0,97752.0,2676.0,99226.0,496.0,3597.0,102218.0,102018.0,460.0,467.0,441.0,1320.0,1185.0,398.0,1838.0,453.0,1149.0,677.0,1535.0,739.0,2479.0,638.0,1082.0,1750.0,601.0,1574.0,854.0,1480.0,1962.0,3309.0,6499.0,114.0,5203.0,4626.0,3277.0,3100.0,270.0,5367.0,1330.0,403.0,7650.0,73.0,69.0,335.0,433.0,158.0,1421.0,1278.0,3815.0,959.0,983.0,207.0,158.0,27.0,300.0,1131.0,376.0,2447.0,1094.0,12915.0,14953.0,9661.0,4359.0,30026.0,11661.0,10314.0,12978.0,43005.0,43005.0,43195.0,43195.0,613.0,144758.0,552.0,1376.0,129.0,1054.0,2760.0,3640.0,153613.0,5637.0,154430.0,1834.0,1298.0,1195.0,158275.0
2010-04-30,3714.0,7547.0,3195.0,3209.0,3751.0,7851.0,162.0,426.0,1398.0,2422.0,1152.0,3574.0,401.0,4830.0,8577.0,10964.0,12287.0,1431.0,15090.0,8595.0,8705.0,408.0,50822.0,4963.0,63914.0,98355.0,2882.0,1541.0,102347.0,2770.0,103890.0,536.0,3761.0,107058.0,106858.0,455.0,465.0,444.0,1413.0,1219.0,428.0,1881.0,469.0,1189.0,695.0,1595.0,781.0,2487.0,644.0,1114.0,1745.0,611.0,1534.0,920.0,1538.0,2018.0,3378.0,6700.0,109.0,5221.0,4634.0,3271.0,3105.0,260.0,5371.0,1330.0,447.0,7726.0,75.0,70.0,352.0,404.0,163.0,1431.0,1296.0,3820.0,955.0,959.0,203.0,148.0,27.0,284.0,1095.0,390.0,2447.0,1082.0,12969.0,15017.0,10065.0,4304.0,30542.0,11699.0,10475.0,13044.0,43586.0,43586.0,43774.0,43774.0,600.0,150422.0,425.0,1089.0,113.0,978.0,2776.0,3680.0,159626.0,5571.0,160358.0,1841.0,1190.0,1188.0,164188.0
2010-05-01,3990.0,7679.0,3340.0,3324.0,4307.0,8096.0,157.0,438.0,1403.0,2439.0,1177.0,3616.0,426.0,5006.0,8878.0,11151.0,12487.0,1376.0,15205.0,8798.0,8871.0,411.0,54193.0,5299.0,68043.0,99833.0,3017.0,1653.0,104266.0,2862.0,106090.0,572.0,3985.0,109784.0,109672.0,433.0,434.0,422.0,1440.0,1228.0,418.0,1907.0,474.0,1177.0,678.0,1604.0,824.0,2553.0,654.0,1147.0,1770.0,614.0,1503.0,990.0,1593.0,2072.0,3444.0,6898.0,105.0,5213.0,4596.0,3195.0,3038.0,252.0,5314.0,1323.0,472.0,7783.0,77.0,71.0,361.0,375.0,169.0,1340.0,1353.0,3845.0,950.0,950.0,199.0,141.0,26.0,277.0,1143.0,410.0,2464.0,1082.0,12994.0,15037.0,10316.0,4299.0,29859.0,11872.0,10860.0,13146.0,43005.0,43005.0,43192.0,43192.0,597.0,154294.0,350.0,914.0,97.0,733.0,2780.0,3688.0,163535.0,5517.0,164213.0,1852.0,1155.0,1194.0,168037.0
2010-05-02,4276.0,7965.0,3665.0,3566.0,4721.0,8584.0,154.0,475.0,1440.0,2510.0,1230.0,3740.0,452.0,5162.0,9333.0,11765.0,13164.0,1344.0,15937.0,8777.0,9206.0,422.0,48698.0,5813.0,65256.0,99642.0,3194.0,1715.0,104365.0,2944.0,106348.0,610.0,4170.0,110490.0,110479.0,427.0,432.0,408.0,1391.0,1242.0,395.0,1902.0,479.0,1177.0,672.0,1594.0,777.0,2572.0,645.0,1156.0,1768.0,617.0,1500.0,1037.0,1653.0,2139.0,3574.0,7092.0,101.0,5212.0,4579.0,3122.0,2957.0,244.0,5195.0,1312.0,489.0,7824.0,75.0,67.0,372.0,362.0,169.0,1508.0,1514.0,3937.0,947.0,931.0,195.0,141.0,26.0,262.0,1183.0,429.0,2541.0,1104.0,13085.0,15164.0,10648.0,4427.0,29605.0,12507.0,11221.0,13670.0,43276.0,43276.0,43460.0,43460.0,604.0,156284.0,320.0,884.0,86.0,572.0,2950.0,3747.0,165844.0,5494.0,166539.0,1891.0,1184.0,1192.0,170617.0
2010-05-03,4513.0,8222.0,4063.0,3819.0,4876.0,9261.0,151.0,493.0,1517.0,2641.0,1281.0,3922.0,462.0,5290.0,10055.0,12450.0,13923.0,1331.0,16708.0,8641.0,9096.0,398.0,50070.0,6250.0,65217.0,99427.0,3448.0,1710.0,104352.0,2887.0,106345.0,611.0,4267.0,110608.0,110605.0,415.0,421.0,398.0,1322.0,1250.0,364.0,1879.0,474.0,1157.0,658.0,1569.0,700.0,2487.0,652.0,1191.0,1763.0,628.0,1460.0,1105.0,1722.0,2213.0,3696.0,7287.0,98.0,5226.0,4573.0,3056.0,2887.0,235.0,5083.0,1302.0,508.0,7867.0,72.0,64.0,379.0,353.0,163.0,1685.0,1567.0,3979.0,943.0,920.0,191.0,137.0,25.0,252.0,1153.0,437.0,2564.0,1125.0,13197.0,15333.0,11084.0,4311.0,30232.0,13451.0,11475.0,14617.0,44849.0,44849.0,45032.0,45032.0,600.0,157948.0,294.0,820.0,77.0,513.0,3129.0,3889.0,167582.0,5446.0,168179.0,1881.0,1152.0,1171.0,172278.0
2010-05-04,4879.0,8425.0,4316.0,4067.0,5228.0,9794.0,149.0,491.0,1600.0,2743.0,1330.0,4073.0,470.0,5418.0,10703.0,13110.0,14653.0,1318.0,17436.0,8180.0,8789.0,387.0,51602.0,6575.0,67044.0,99212.0,3721.0,1689.0,104367.0,2856.0,106355.0,612.0,4287.0,110636.0,110635.0,404.0,427.0,385.0,1268.0,1260.0,340.0,1854.0,468.0,1153.0,648.0,1555.0,597.0,2354.0,659.0,1262.0,1825.0,643.0,1452.0,1223.0,1831.0,2358.0,3875.0,7491.0,95.0,5210.0,4535.0,2981.0,2814.0,225.0,4993.0,1291.0,531.0,7898.0,73.0,63.0,383.0,340.0,166.0,1379.0,1611.0,4030.0,940.0,915.0,188.0,133.0,24.0,242.0,1208.0,456.0,2531.0,1195.0,13254.0,15456.0,11570.0,4193.0,30693.0,13781.0,11191.0,15085.0,45777.0,45777.0,45958.0,45958.0,588.0,159182.0,271.0,722.0,72.0,443.0,3271.0,4036.0,169124.0,5383.0,169630.0,1881.0,1170.0,1150.0,173740.0
2010-05-05,5307.0,8725.0,4481.0,4273.0,5687.0,10204.0,147.0,516.0,1678.0,2852.0,1339.0,4191.0,499.0,5567.0,11247.0,13861.0,15482.0,1293.0,18209.0,7985.0,8403.0,386.0,52589.0,6784.0,67815.0,98997.0,3868.0,1705.0,104422.0,2922.0,106418.0,627.0,4317.0,110719.0,110714.0,394.0,429.0,385.0,1281.0,1285.0,339.0,1831.0,477.0,1183.0,674.0,1625.0,533.0,2225.0,665.0,1278.0,1826.0,651.0,1482.0,1315.0,1942.0,2477.0,4070.0,7694.0,91.0,5251.0,4544.0,2908.0,2733.0,217.0,4886.0,1280.0,566.0,7941.0,76.0,64.0,391.0,329.0,172.0,1065.0,1671.0,4065.0,936.0,901.0,184.0,131.0,24.0,230.0,1180.0,471.0,2536.0,1185.0,13272.0,15614.0,12119.0,4204.0,31362.0,14293.0,11490.0,15467.0,46829.0,46829.0,47008.0,47008.0,570.0,159919.0,254.0,659.0,68.0,343.0,3396.0,4310.0,170053.0,5350.0,170479.0,1904.0,1165.0,1138.0,174620.0
