, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-05-06,6038.0,9171.0,4744.0,4430.0,6047.0,10605.0,145.0,518.0,1766.0,3010.0,1447.0,4458.0,518.0,5769.0,11747.0,14578.0,16274.0,1250.0,19009.0,8146.0,8406.0,373.0,55060.0,6984.0,69942.0,98782.0,3998.0,1852.0,104472.0,3091.0,106523.0,698.0,4525.0,110991.0,110974.0,396.0,405.0,373.0,1443.0,1304.0,367.0,1853.0,515.0,1241.0,752.0,1723.0,583.0,2175.0,651.0,1299.0,1822.0,668.0,1456.0,1367.0,2031.0,2569.0,4280.0,7914.0,89.0,5298.0,4575.0,2881.0,2697.0,211.0,4790.0,1270.0,604.0,7991.0,77.0,63.0,400.0,322.0,174.0,933.0,1752.0,4098.0,929.0,884.0,180.0,128.0,23.0,218.0,1150.0,497.0,2529.0,1236.0,13293.0,15782.0,12701.0,4155.0,32038.0,15339.0,11631.0,16452.0,48490.0,48490.0,48667.0,48667.0,559.0,161353.0,240.0,616.0,65.0,273.0,3574.0,4637.0,171675.0,5387.0,172051.0,1954.0,1024.0,1140.0,176049.0
2010-05-07,6949.0,10118.0,5049.0,4652.0,6256.0,11119.0,144.0,534.0,1847.0,3124.0,1624.0,4748.0,530.0,6057.0,12157.0,15364.0,17140.0,1216.0,19843.0,8338.0,8674.0,345.0,58402.0,7379.0,73923.0,98567.0,4331.0,2086.0,104633.0,3269.0,106754.0,783.0,4944.0,111601.0,111570.0,398.0,418.0,368.0,1575.0,1322.0,444.0,1923.0,544.0,1306.0,773.0,1816.0,717.0,2218.0,663.0,1326.0,1865.0,693.0,1467.0,1464.0,2129.0,2696.0,4539.0,8188.0,86.0,5337.0,4583.0,2841.0,2659.0,205.0,4736.0,1259.0,640.0,8038.0,80.0,64.0,411.0,320.0,176.0,904.0,1839.0,4095.0,918.0,870.0,176.0,126.0,22.0,205.0,1142.0,519.0,2563.0,1250.0,13341.0,15984.0,13255.0,4282.0,32859.0,16109.0,11540.0,17313.0,50172.0,50172.0,50347.0,50347.0,552.0,163437.0,227.0,573.0,61.0,221.0,3698.0,4870.0,173972.0,5428.0,174317.0,2099.0,911.0,1148.0,178216.0
2010-05-08,7082.0,10597.0,5285.0,4851.0,6320.0,11596.0,143.0,546.0,1915.0,3217.0,1868.0,5085.0,542.0,6404.0,12657.0,16224.0,18089.0,1178.0,20727.0,7727.0,8428.0,362.0,61375.0,7684.0,77016.0,98352.0,4676.0,2356.0,105028.0,3413.0,107211.0,852.0,5416.0,112509.0,112469.0,387.0,408.0,342.0,1590.0,1326.0,496.0,1985.0,575.0,1381.0,783.0,1926.0,873.0,2365.0,655.0,1312.0,1849.0,705.0,1511.0,1609.0,2211.0,2770.0,4730.0,8464.0,84.0,5465.0,4674.0,2835.0,2638.0,200.0,4672.0,1248.0,674.0,8081.0,86.0,67.0,427.0,319.0,177.0,903.0,1937.0,4010.0,907.0,852.0,172.0,125.0,22.0,190.0,1249.0,536.0,2592.0,1280.0,13410.0,16198.0,13766.0,4344.0,33720.0,16815.0,11581.0,17991.0,51711.0,51711.0,51884.0,51884.0,547.0,165854.0,216.0,514.0,59.0,166.0,3832.0,5053.0,176568.0,5366.0,176789.0,2154.0,824.0,1163.0,180696.0
2010-05-09,7518.0,10777.0,5491.0,4913.0,6355.0,11863.0,143.0,545.0,1955.0,3229.0,2249.0,5478.0,559.0,6793.0,13017.0,17145.0,19105.0,1136.0,21685.0,7165.0,7765.0,338.0,64066.0,7993.0,79452.0,98137.0,4856.0,2521.0,105331.0,3506.0,107592.0,913.0,5836.0,113339.0,113308.0,390.0,409.0,323.0,1749.0,1328.0,535.0,2029.0,613.0,1459.0,822.0,2054.0,1026.0,2515.0,646.0,1318.0,1842.0,755.0,1514.0,1752.0,2306.0,2864.0,4986.0,8746.0,83.0,5603.0,4792.0,2892.0,2684.0,197.0,4668.0,1238.0,709.0,8116.0,96.0,73.0,469.0,345.0,176.0,867.0,2048.0,3980.0,897.0,831.0,168.0,123.0,21.0,179.0,1330.0,559.0,2626.0,1337.0,13488.0,16440.0,14311.0,4654.0,34720.0,17849.0,11661.0,18937.0,53657.0,53657.0,53828.0,53828.0,557.0,168571.0,206.0,495.0,60.0,109.0,4105.0,5024.0,179317.0,5377.0,179494.0,2184.0,782.0,1181.0,183398.0
2010-05-10,8142.0,11394.0,5664.0,5049.0,6609.0,12178.0,142.0,574.0,1967.0,3228.0,2686.0,5915.0,581.0,7254.0,13257.0,18116.0,20174.0,1089.0,22782.0,6882.0,7359.0,310.0,66598.0,8180.0,81751.0,97922.0,4976.0,2625.0,105408.0,3569.0,107730.0,951.0,6196.0,113877.0,113860.0,379.0,400.0,296.0,1811.0,1325.0,549.0,2056.0,630.0,1513.0,843.0,2133.0,1148.0,2643.0,646.0,1348.0,1858.0,827.0,1529.0,1851.0,2404.0,2962.0,5200.0,9036.0,81.0,5717.0,4881.0,2940.0,2734.0,197.0,4722.0,1227.0,738.0,8138.0,105.0,78.0,474.0,353.0,170.0,820.0,2098.0,3949.0,886.0,823.0,165.0,121.0,21.0,169.0,1326.0,574.0,2677.0,1437.0,13625.0,16680.0,14949.0,5184.0,36272.0,18850.0,11722.0,20011.0,56283.0,56283.0,56452.0,56452.0,554.0,171865.0,197.0,474.0,59.0,85.0,4378.0,5097.0,182543.0,5460.0,182721.0,2215.0,754.0,1197.0,186591.0
2010-05-11,8742.0,12102.0,5734.0,5303.0,6894.0,12484.0,144.0,669.0,1982.0,3315.0,3070.0,6384.0,598.0,7829.0,13556.0,19204.0,21373.0,1049.0,24028.0,6645.0,7128.0,297.0,69468.0,8606.0,84727.0,97707.0,5204.0,2731.0,105432.0,3666.0,107782.0,985.0,6453.0,114196.0,114183.0,382.0,399.0,269.0,1839.0,1311.0,559.0,2065.0,647.0,1552.0,850.0,2165.0,1183.0,2728.0,647.0,1377.0,1913.0,900.0,1612.0,2013.0,2503.0,3112.0,5465.0,9324.0,77.0,5866.0,4995.0,2985.0,2774.0,194.0,4760.0,1216.0,743.0,8132.0,114.0,83.0,492.0,361.0,172.0,784.0,2150.0,3919.0,875.0,809.0,161.0,120.0,20.0,157.0,1340.0,582.0,2715.0,1451.0,13733.0,16850.0,15508.0,4895.0,37101.0,19650.0,11623.0,20821.0,57922.0,57922.0,58089.0,58089.0,532.0,174596.0,188.0,430.0,56.0,63.0,4371.0,5385.0,185751.0,5426.0,185872.0,2182.0,741.0,1196.0,189803.0
2010-05-12,9386.0,12808.0,5808.0,5355.0,6872.0,12658.0,144.0,775.0,2010.0,3484.0,3417.0,6902.0,616.0,8393.0,13918.0,20393.0,22683.0,1022.0,25343.0,6561.0,6925.0,288.0,71924.0,9298.0,87903.0,97493.0,5406.0,2925.0,105615.0,3674.0,107969.0,994.0,6664.0,114579.0,114561.0,380.0,414.0,247.0,1852.0,1299.0,566.0,2077.0,660.0,1594.0,853.0,2202.0,1221.0,2758.0,645.0,1357.0,1904.0,960.0,1699.0,2165.0,2606.0,3187.0,5576.0,9594.0,73.0,6073.0,5172.0,3077.0,2852.0,188.0,4801.0,1206.0,751.0,8115.0,124.0,88.0,505.0,371.0,183.0,761.0,2215.0,3933.0,864.0,794.0,158.0,118.0,19.0,143.0,1418.0,602.0,2721.0,1476.0,13730.0,16903.0,16190.0,4831.0,37645.0,20562.0,11531.0,21702.0,59348.0,59348.0,59513.0,59513.0,508.0,176331.0,180.0,388.0,52.0,21.0,4323.0,5331.0,187730.0,5441.0,187855.0,2163.0,712.0,1187.0,191840.0
2010-05-13,10149.0,13709.0,5955.0,5259.0,7128.0,12724.0,142.0,834.0,2073.0,3639.0,3674.0,7313.0,619.0,8905.0,14119.0,21468.0,23866.0,990.0,26575.0,6680.0,6926.0,280.0,74517.0,9792.0,90661.0,97278.0,5612.0,3131.0,105810.0,3829.0,108181.0,1012.0,6870.0,115000.0,114983.0,367.0,394.0,236.0,1869.0,1308.0,580.0,2061.0,682.0,1634.0,867.0,2246.0,1213.0,2742.0,635.0,1315.0,1819.0,1002.0,1702.0,2204.0,2731.0,3325.0,5732.0,9859.0,72.0,6238.0,5323.0,3197.0,2970.0,176.0,4855.0,1195.0,763.0,8107.0,135.0,93.0,513.0,371.0,189.0,738.0,2249.0,4053.0,864.0,767.0,154.0,117.0,18.0,126.0,1330.0,611.0,2717.0,1488.0,13709.0,16956.0,16730.0,4736.0,38359.0,21230.0,11337.0,22458.0,60818.0,60818.0,60982.0,60982.0,479.0,178293.0,172.0,354.0,48.0,9.0,4199.0,5077.0,189470.0,5400.0,189496.0,2162.0,669.0,1182.0,193404.0
2010-05-14,10835.0,13747.0,6202.0,5499.0,7209.0,13073.0,144.0,915.0,2160.0,3776.0,3916.0,7692.0,636.0,9340.0,14284.0,22444.0,24937.0,955.0,27689.0,6405.0,6842.0,270.0,77329.0,10250.0,94208.0,96802.0,5911.0,3386.0,105855.0,3958.0,108311.0,1059.0,7069.0,115368.0,115359.0,358.0,379.0,234.0,1892.0,1339.0,594.0,2090.0,704.0,1682.0,880.0,2307.0,1233.0,2710.0,627.0,1281.0,1708.0,1041.0,1601.0,2294.0,2897.0,3464.0,5914.0,10116.0,69.0,6306.0,5382.0,3253.0,3039.0,164.0,4918.0,1185.0,753.0,8082.0,150.0,101.0,524.0,366.0,183.0,704.0,2249.0,4055.0,878.0,756.0,150.0,115.0,17.0,115.0,1303.0,622.0,2673.0,1449.0,13575.0,16897.0,16947.0,4642.0,38534.0,21602.0,11203.0,22861.0,61395.0,61395.0,61557.0,61557.0,448.0,179648.0,165.0,326.0,47.0,6.0,4064.0,4881.0,190819.0,5350.0,190770.0,2189.0,644.0,1181.0,194701.0
2010-05-15,11623.0,13809.0,7186.0,5945.0,7398.0,14398.0,154.0,1029.0,2278.0,4013.0,4230.0,8242.0,657.0,9870.0,15026.0,23418.0,26004.0,940.0,28889.0,6077.0,6501.0,263.0,78359.0,10727.0,95575.0,95524.0,6233.0,3650.0,105141.0,4021.0,107631.0,1073.0,7270.0,114952.0,114972.0,353.0,368.0,226.0,1859.0,1369.0,594.0,2115.0,705.0,1704.0,887.0,2328.0,1260.0,2682.0,615.0,1258.0,1635.0,1098.0,1516.0,2439.0,3153.0,3741.0,6294.0,10382.0,68.0,6290.0,5344.0,3206.0,3008.0,156.0,4915.0,1174.0,727.0,8038.0,187.0,122.0,547.0,380.0,184.0,686.0,2291.0,4099.0,891.0,773.0,146.0,114.0,17.0,108.0,1457.0,645.0,2671.0,1471.0,13502.0,16763.0,17591.0,4791.0,38884.0,21842.0,11183.0,23135.0,62019.0,62019.0,62179.0,62179.0,436.0,180202.0,159.0,305.0,47.0,5.0,3632.0,4636.0,191360.0,5247.0,191184.0,2202.0,655.0,1183.0,195194.0
2010-05-16,13073.0,13896.0,7996.0,6288.0,7635.0,15643.0,169.0,1152.0,2437.0,4356.0,4597.0,8953.0,677.0,10610.0,16426.0,24506.0,27195.0,964.0,30125.0,5920.0,6265.0,255.0,80701.0,10825.0,97274.0,94810.0,6548.0,3883.0,104976.0,4192.0,107463.0,1098.0,7445.0,114905.0,114903.0,344.0,357.0,220.0,1668.0,1400.0,608.0,2133.0,729.0,1719.0,892.0,2321.0,1212.0,2651.0,612.0,1257.0,1627.0,1183.0,1475.0,2587.0,3424.0,4030.0,6795.0,10648.0,67.0,6309.0,5330.0,3124.0,2922.0,151.0,4847.0,1163.0,700.0,7992.0,209.0,132.0,560.0,389.0,193.0,682.0,2356.0,4173.0,905.0,787.0,142.0,112.0,16.0,100.0,1474.0,669.0,2718.0,1497.0,13531.0,16617.0,18495.0,4816.0,39766.0,22016.0,11213.0,23303.0,63069.0,63069.0,63227.0,63227.0,422.0,180715.0,152.0,284.0,45.0,4.0,3148.0,4213.0,191504.0,5171.0,191196.0,2162.0,633.0,1179.0,195206.0
2010-05-17,14109.0,13928.0,8289.0,6463.0,7567.0,16214.0,182.0,1243.0,2612.0,4738.0,4983.0,9721.0,688.0,11468.0,17482.0,25459.0,28231.0,982.0,31110.0,5766.0,6123.0,248.0,84112.0,10530.0,100210.0,94095.0,6845.0,4129.0,104810.0,4371.0,107315.0,1120.0,7630.0,114935.0,114932.0,336.0,357.0,222.0,1581.0,1439.0,603.0,2180.0,748.0,1767.0,944.0,2378.0,1222.0,2580.0,610.0,1251.0,1634.0,1247.0,1529.0,2696.0,3678.0,4299.0,7210.0,10909.0,66.0,6502.0,5475.0,3157.0,2921.0,150.0,4805.0,1153.0,670.0,7950.0,227.0,145.0,576.0,400.0,208.0,676.0,2376.0,4244.0,933.0,800.0,138.0,110.0,15.0,93.0,1470.0,683.0,2774.0,1468.0,13504.0,16381.0,19278.0,4681.0,40381.0,22016.0,11096.0,23359.0,63740.0,63740.0,63897.0,63897.0,398.0,181560.0,147.0,266.0,45.0,4.0,2725.0,3751.0,191913.0,5109.0,191587.0,2147.0,609.0,1177.0,195526.0
2010-05-18,14979.0,13903.0,8203.0,6501.0,7442.0,16199.0,189.0,1299.0,2748.0,4994.0,5134.0,10128.0,701.0,12167.0,17864.0,26290.0,29128.0,974.0,32085.0,5673.0,6005.0,242.0,85998.0,10382.0,102344.0,93381.0,7075.0,4453.0,104695.0,4533.0,107239.0,1166.0,7897.0,115109.0,115100.0,334.0,361.0,224.0,1570.0,1481.0,536.0,2194.0,757.0,1815.0,1014.0,2425.0,1265.0,2560.0,607.0,1258.0,1658.0,1258.0,1612.0,2834.0,3925.0,4568.0,7602.0,11182.0,63.0,6796.0,5744.0,3360.0,3097.0,150.0,4911.0,1142.0,641.0,7908.0,250.0,161.0,621.0,436.0,213.0,665.0,2377.0,4305.0,963.0,830.0,134.0,108.0,14.0,90.0,1512.0,690.0,2781.0,1503.0,13530.0,16179.0,19895.0,4715.0,40810.0,22227.0,10814.0,23462.0,64272.0,64272.0,64427.0,64427.0,384.0,182034.0,141.0,252.0,44.0,4.0,2397.0,3358.0,191973.0,5049.0,191653.0,2164.0,620.0,1182.0,195584.0
2010-05-19,16244.0,13871.0,8204.0,6747.0,7495.0,16399.0,194.0,1418.0,2848.0,5205.0,5144.0,10349.0,702.0,12437.0,17933.0,26767.0,29634.0,954.0,32516.0,5495.0,5880.0,234.0,86874.0,10369.0,103066.0,92667.0,7393.0,4738.0,104530.0,4631.0,107107.0,1180.0,8131.0,115236.0,115234.0,330.0,362.0,226.0,1569.0,1524.0,499.0,2188.0,780.0,1887.0,1062.0,2497.0,1260.0,2601.0,594.0,1242.0,1625.0,1277.0,1627.0,2893.0,4138.0,4816.0,7926.0,11439.0,60.0,7100.0,6040.0,3639.0,3366.0,150.0,5155.0,1131.0,615.0,7869.0,269.0,177.0,683.0,493.0,210.0,651.0,2409.0,4374.0,993.0,858.0,130.0,106.0,14.0,92.0,1532.0,704.0,2815.0,1510.0,13519.0,16011.0,20413.0,4698.0,41098.0,22321.0,10408.0,23684.0,64783.0,64783.0,64935.0,64935.0,375.0,182902.0,136.0,239.0,44.0,3.0,2140.0,3052.0,192448.0,4991.0,192107.0,2165.0,643.0,1185.0,196045.0
2010-05-20,17327.0,13811.0,7884.0,6872.0,7685.0,16317.0,200.0,1502.0,2924.0,5396.0,5220.0,10616.0,713.0,12713.0,18104.0,26993.0,29859.0,925.0,32722.0,5362.0,5713.0,231.0,88764.0,10302.0,104500.0,91952.0,7842.0,4886.0,104326.0,4621.0,106905.0,1186.0,8303.0,115210.0,115211.0,321.0,354.0,227.0,1633.0,1560.0,473.0,2186.0,790.0,1908.0,1087.0,2566.0,1282.0,2582.0,587.0,1211.0,1589.0,1298.0,1592.0,2879.0,4276.0,5010.0,8250.0,11689.0,59.0,7315.0,6253.0,3885.0,3623.0,147.0,5453.0,1121.0,589.0,7832.0,292.0,194.0,745.0,551.0,207.0,637.0,2421.0,5344.0,1010.0,879.0,126.0,104.0,13.0,84.0,1532.0,723.0,2872.0,1511.0,13568.0,15938.0,20908.0,4688.0,41456.0,22063.0,10066.0,23409.0,64865.0,64865.0,65015.0,65015.0,368.0,183135.0,132.0,229.0,44.0,3.0,1948.0,2824.0,192541.0,4947.0,192241.0,2127.0,617.0,1183.0,196229.0
2010-05-21,18613.0,13800.0,6806.0,7227.0,8099.0,15593.0,209.0,1572.0,3028.0,5601.0,5444.0,11045.0,725.0,13119.0,17730.0,27336.0,30211.0,891.0,32975.0,5266.0,5617.0,227.0,90932.0,10199.0,106455.0,91251.0,8274.0,5082.0,104249.0,4740.0,106826.0,1203.0,8495.0,115296.0,115289.0,322.0,355.0,235.0,1619.0,1597.0,457.0,2203.0,814.0,1987.0,1127.0,2632.0,1334.0,2554.0,572.0,1175.0,1521.0,1338.0,1555.0,2849.0,4483.0,5261.0,8579.0,11919.0,60.0,7488.0,6415.0,4058.0,3804.0,148.0,5706.0,1110.0,561.0,7793.0,322.0,216.0,827.0,620.0,201.0,612.0,2383.0,5871.0,1014.0,886.0,122.0,103.0,12.0,70.0,1556.0,732.0,2871.0,1447.0,13517.0,15823.0,21326.0,4667.0,41838.0,22080.0,9794.0,23382.0,65220.0,65220.0,65369.0,65369.0,352.0,183343.0,127.0,219.0,44.0,2.0,1763.0,2627.0,192480.0,4948.0,192228.0,2117.0,613.0,1184.0,196143.0
2010-05-22,19389.0,13833.0,6189.0,7520.0,8395.0,15224.0,218.0,1728.0,3154.0,5919.0,5552.0,11472.0,726.0,13654.0,17174.0,27828.0,30727.0,855.0,33402.0,5169.0,5529.0,218.0,91734.0,10034.0,107534.0,90867.0,8651.0,5242.0,104441.0,4659.0,107008.0,1206.0,8669.0,115628.0,115611.0,317.0,352.0,242.0,1526.0,1634.0,433.0,2227.0,811.0,2006.0,1108.0,2601.0,1349.0,2552.0,572.0,1178.0,1552.0,1415.0,1549.0,2907.0,4711.0,5691.0,9136.0,12150.0,56.0,7643.0,6556.0,4197.0,3946.0,149.0,5904.0,1099.0,539.0,7757.0,359.0,244.0,885.0,684.0,199.0,594.0,2350.0,5914.0,1018.0,888.0,117.0,101.0,11.0,58.0,1540.0,765.0,2853.0,1417.0,13401.0,15590.0,21903.0,4685.0,42111.0,22303.0,9586.0,23584.0,65695.0,65695.0,65842.0,65842.0,338.0,183863.0,123.0,209.0,41.0,2.0,1611.0,2442.0,192744.0,4956.0,192546.0,2104.0,607.0,1183.0,196425.0
2010-05-23,20499.0,13801.0,5924.0,7434.0,8388.0,14875.0,222.0,1756.0,3289.0,6194.0,5508.0,11702.0,718.0,13960.0,16871.0,28231.0,31147.0,827.0,33799.0,4963.0,5383.0,209.0,91115.0,9842.0,106720.0,90667.0,8892.0,5238.0,104616.0,4726.0,107177.0,1186.0,8702.0,115868.0,115863.0,307.0,340.0,245.0,1428.0,1665.0,400.0,2232.0,792.0,1928.0,1119.0,2461.0,1202.0,2531.0,556.0,1224.0,1542.0,1476.0,1580.0,2903.0,4865.0,5757.0,9230.0,12374.0,53.0,7848.0,6737.0,4341.0,4083.0,140.0,6054.0,1089.0,519.0,7720.0,380.0,262.0,925.0,713.0,196.0,584.0,2321.0,5965.0,1021.0,885.0,113.0,99.0,10.0,46.0,1522.0,786.0,2820.0,1332.0,13249.0,15321.0,21999.0,4459.0,42123.0,21776.0,9087.0,23264.0,65388.0,65388.0,65533.0,65533.0,325.0,184492.0,119.0,199.0,39.0,4.0,1492.0,2284.0,193266.0,4963.0,193136.0,2025.0,579.0,1161.0,196971.0
2010-05-24,22372.0,13734.0,5849.0,7405.0,8518.0,14713.0,229.0,1766.0,3408.0,6341.0,5425.0,11766.0,725.0,14125.0,16571.0,28422.0,31331.0,803.0,33980.0,4783.0,5168.0,208.0,91486.0,9748.0,106353.0,90467.0,9100.0,5244.0,104641.0,4787.0,107205.0,1187.0,8684.0,115888.0,115888.0,302.0,336.0,251.0,1378.0,1699.0,376.0,2235.0,794.0,1951.0,1153.0,2584.0,1187.0,2427.0,540.0,1243.0,1589.0,1590.0,1664.0,2870.0,4984.0,5832.0,9336.0,12594.0,52.0,8064.0,6940.0,4528.0,4262.0,135.0,6242.0,1078.0,496.0,7678.0,421.0,294.0,1006.0,779.0,199.0,570.0,2341.0,6095.0,1025.0,892.0,109.0,97.0,9.0,35.0,1633.0,828.0,2821.0,1265.0,13081.0,15012.0,22192.0,4257.0,41483.0,21087.0,8650.0,22480.0,63963.0,63963.0,64106.0,64106.0,314.0,183414.0,116.0,191.0,38.0,2.0,1384.0,2157.0,192317.0,4972.0,192324.0,1979.0,572.0,1141.0,196198.0
2010-05-25,23535.0,13720.0,6050.0,7870.0,9025.0,15262.0,245.0,1904.0,3482.0,6560.0,5837.0,12397.0,730.0,14543.0,16724.0,28685.0,31592.0,782.0,34157.0,4770.0,5093.0,203.0,92871.0,9718.0,107664.0,90267.0,9208.0,5368.0,104736.0,4709.0,107304.0,1207.0,8689.0,115972.0,115965.0,297.0,333.0,260.0,1357.0,1739.0,356.0,2250.0,793.0,1974.0,1160.0,2627.0,1265.0,2369.0,529.0,1279.0,1598.0,1678.0,1757.0,2886.0,5170.0,6025.0,9410.0,12817.0,50.0,8352.0,7202.0,4741.0,4465.0,126.0,6447.0,1067.0,475.0,7631.0,468.0,331.0,1083.0,865.0,199.0,559.0,2313.0,6148.0,1029.0,897.0,104.0,95.0,8.0,27.0,1622.0,773.0,2828.0,1244.0,13018.0,14816.0,22636.0,4354.0,41636.0,21158.0,8543.0,22438.0,64074.0,64074.0,64216.0,64216.0,304.0,182620.0,112.0,184.0,37.0,2.0,1290.0,2042.0,191159.0,4983.0,191192.0,1968.0,564.0,1128.0,194924.0
2010-05-26,23726.0,13708.0,6005.0,8319.0,9217.0,15778.0,256.0,1944.0,3536.0,6835.0,6315.0,13150.0,712.0,15383.0,17478.0,29322.0,32261.0,760.0,34626.0,4579.0,5014.0,196.0,92913.0,9699.0,107875.0,90067.0,9281.0,5731.0,104956.0,4672.0,107547.0,1236.0,8732.0,116238.0,116225.0,290.0,325.0,263.0,1333.0,1777.0,335.0,2273.0,789.0,1983.0,1116.0,2480.0,1176.0,2379.0,511.0,1388.0,1704.0,1703.0,1853.0,2873.0,5359.0,6182.0,9338.0,13033.0,49.0,8613.0,7457.0,5001.0,4721.0,119.0,6697.0,1057.0,456.0,7585.0,493.0,353.0,1088.0,881.0,191.0,549.0,2254.0,6164.0,1032.0,902.0,100.0,93.0,7.0,18.0,1651.0,743.0,2789.0,1194.0,12893.0,14626.0,22737.0,4864.0,42170.0,20809.0,8125.0,22248.0,64418.0,64418.0,64557.0,64557.0,295.0,183209.0,109.0,177.0,34.0,2.0,1207.0,1940.0,191510.0,5001.0,191578.0,1937.0,565.0,1111.0,195172.0
2010-05-27,23774.0,13659.0,5877.0,8494.0,9274.0,15820.0,263.0,1954.0,3569.0,6900.0,6539.0,13439.0,705.0,15802.0,17768.0,29988.0,32968.0,749.0,35438.0,4391.0,4792.0,193.0,93803.0,9610.0,108000.0,89867.0,9516.0,5936.0,105117.0,4642.0,107730.0,1247.0,8802.0,116507.0,116498.0,289.0,322.0,263.0,1278.0,1811.0,317.0,2285.0,791.0,1993.0,1123.0,2423.0,1068.0,2325.0,499.0,1331.0,1686.0,1756.0,1971.0,2863.0,5535.0,6390.0,9401.0,13188.0,48.0,8902.0,7724.0,5241.0,4959.0,115.0,6971.0,1046.0,445.0,7543.0,509.0,369.0,1095.0,877.0,187.0,545.0,2189.0,6201.0,1035.0,913.0,96.0,91.0,6.0,11.0,1681.0,744.0,2832.0,1161.0,12784.0,14429.0,22955.0,4529.0,41955.0,20087.0,7867.0,21536.0,63491.0,63491.0,63628.0,63628.0,286.0,183139.0,106.0,172.0,33.0,2.0,1138.0,1849.0,191535.0,5011.0,191710.0,1914.0,615.0,1089.0,195368.0
