, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-07-21, 30798, 16385, 10832, 6090, 7975, 21395, 915, 1512, 1380, 3470, 6660, 3142, 9805, 685, 13265, 27688, 45310, 50302, 1355, 55750, 3098, 3168, 3972, 198, 141122, 5012, 214442, 235000, 6590, 3335, 246225, 5378, 252138, 1075, 6375, 258848, 258918, 308, 280, 70, 1152, 128, 1980, 382, 1022, 812, 1630, 508, 1702, 950, 1282, 2380, 3078, 3732, 3682, 12060, 14205, 19278, 21115, 130, 18160, 16930, 13335, 13028, 258, 15098, 1500, 672, 12590, 820, 602, 978, 712, 212, 905, 930, 4718, 1300, 1100, 115, 180, 20, 95, 915, 290, 4198, 542, 19788, 21038, 22268, 3485, 53128, 11358, 6262, 26285, 79412, 80398, 83140, 87855, 65, 351258, 60, 80, 10, 145, 765, 1212, 354315, 5300, 355925, 1485, 578, 1160, 359628
2011-07-22, 30662, 17952, 10532, 5908, 7640, 20898, 890, 1485, 1305, 3312, 6388, 2788, 9175, 655, 12472, 27075, 44100, 48958, 1070, 53522, 2948, 3045, 3802, 190, 139748, 4700, 210212, 221875, 6450, 3135, 235160, 5415, 243605, 1130, 6288, 252735, 253442, 280, 292, 45, 1228, 120, 1918, 378, 970, 848, 1575, 350, 1602, 938, 1228, 2335, 2992, 4418, 3495, 11622, 13582, 18505, 20965, 128, 18492, 17220, 14182, 13958, 265, 15692, 1500, 650, 12158, 802, 965, 952, 692, 208, 885, 885, 4408, 1220, 1025, 112, 180, 12, 0, 908, 278, 4025, 515, 19352, 20620, 21228, 3365, 51890, 10508, 5948, 25375, 77260, 78142, 80628, 84425, 60, 345632, 60, 80, 10, 130, 735, 1172, 348580, 5290, 350195, 1475, 600, 1182, 353818
2011-07-23, 30650, 17905, 10055, 5728, 7150, 20290, 862, 1445, 1238, 3170, 6132, 2495, 8630, 625, 11788, 26368, 42775, 47492, 880, 51465, 2828, 2988, 3718, 185, 137505, 4412, 206515, 196250, 6328, 2998, 207328, 5938, 214462, 1185, 6445, 223312, 224282, 235, 308, 42, 1340, 112, 1898, 362, 940, 848, 1525, 138, 1478, 925, 1148, 2222, 2938, 4258, 3390, 11202, 12988, 17795, 20818, 120, 18822, 17668, 14822, 14582, 275, 16435, 1500, 630, 11658, 785, 940, 928, 670, 200, 875, 838, 4332, 1190, 962, 108, 170, 10, 0, 875, 265, 3888, 492, 18658, 19955, 20245, 3255, 50740, 9885, 5772, 24720, 75460, 76230, 78458, 81332, 52, 324358, 60, 78, 10, 120, 702, 1145, 331752, 5282, 334072, 1452, 592, 1160, 339238
2011-07-24, 29850, 17865, 9390, 5485, 6612, 19390, 835, 1402, 1172, 3045, 5890, 2242, 8135, 598, 11170, 25382, 41222, 45768, 835, 49298, 2715, 2930, 3650, 180, 133528, 4142, 202938, 190000, 6275, 2850, 199985, 6280, 206140, 1215, 6448, 213082, 213318, 210, 310, 50, 1350, 110, 1890, 340, 918, 828, 1480, 0, 1320, 905, 1065, 2098, 2855, 4080, 3230, 10790, 12420, 17072, 20675, 120, 18600, 17462, 14800, 14655, 280, 16830, 1500, 610, 11160, 765, 915, 902, 650, 190, 855, 802, 4315, 1180, 945, 100, 170, 10, 0, 835, 252, 3840, 470, 17960, 19208, 19328, 3150, 49648, 9220, 5398, 24062, 73708, 72912, 74882, 76840, 50, 298610, 60, 70, 10, 110, 672, 1112, 303622, 5278, 305820, 1425, 582, 1142, 310632
2011-07-25, 29528, 17828, 8810, 5265, 6192, 18558, 810, 1360, 1118, 2925, 5660, 2018, 7678, 572, 10598, 24070, 39482, 43838, 795, 47008, 2608, 2885, 3595, 172, 130972, 3890, 199265, 194618, 6230, 2690, 203395, 6410, 208570, 1222, 6290, 213940, 213718, 190, 310, 52, 1350, 100, 1980, 320, 900, 818, 1442, 0, 1195, 888, 1022, 2038, 2775, 3910, 3078, 10480, 12058, 16528, 20530, 115, 18360, 17238, 14598, 14460, 285, 16750, 1500, 588, 10668, 745, 895, 870, 625, 185, 832, 760, 4300, 1175, 942, 100, 170, 10, 0, 810, 242, 3812, 450, 17398, 18605, 18480, 3052, 48612, 8618, 5035, 23432, 72045, 73245, 74962, 75998, 50, 290282, 60, 70, 10, 110, 648, 1085, 292628, 5270, 294335, 1390, 572, 1122, 297862
2011-07-26, 29565, 17802, 8328, 5162, 5900, 17925, 788, 1332, 1065, 2812, 5455, 1835, 7290, 548, 10082, 22880, 37510, 41650, 748, 44362, 2505, 2840, 3552, 170, 125622, 3662, 195485, 199785, 6295, 2545, 209385, 6358, 215575, 1208, 6105, 221595, 221468, 175, 305, 60, 1348, 100, 2042, 298, 878, 795, 1400, 0, 1152, 875, 990, 2002, 2670, 3798, 2930, 10218, 11760, 16128, 20390, 110, 18148, 17032, 14405, 14270, 280, 16588, 1500, 562, 10180, 725, 872, 838, 598, 178, 802, 720, 4280, 1170, 935, 92, 168, 10, 0, 772, 230, 3732, 435, 16832, 18032, 17688, 2960, 47645, 8152, 4852, 22930, 70575, 71670, 73132, 73305, 48, 293325, 52, 70, 10, 102, 618, 1058, 294210, 5260, 295648, 1362, 562, 1115, 298392
2011-07-27, 28865, 17778, 7830, 5012, 5560, 17312, 762, 1300, 1025, 2705, 5262, 1675, 6938, 525, 9632, 22172, 35768, 39712, 705, 41875, 2412, 2805, 3502, 162, 124150, 3445, 191502, 195828, 6252, 2405, 205220, 6362, 211570, 1192, 5955, 218070, 218252, 158, 308, 62, 1358, 92, 2048, 275, 852, 785, 1352, 0, 1155, 862, 960, 1968, 2570, 3692, 2762, 9825, 11335, 15652, 20250, 105, 17982, 16878, 14255, 14115, 278, 16428, 1500, 540, 9708, 708, 850, 805, 570, 170, 780, 692, 4265, 1160, 910, 88, 160, 10, 0, 730, 220, 3632, 418, 16195, 17378, 16945, 2870, 46740, 7685, 4580, 22478, 69218, 70202, 71405, 71405, 40, 293848, 50, 70, 10, 92, 590, 1030, 296330, 5258, 298025, 1338, 565, 1115, 301188
2011-07-28, 27715, 17740, 7295, 4735, 5292, 16492, 740, 1265, 975, 2605, 5078, 1538, 6615, 505, 9220, 21340, 34465, 38265, 660, 39868, 2320, 2778, 3468, 160, 121810, 3245, 187638, 191928, 6065, 2275, 200952, 6398, 207282, 1175, 5748, 213592, 213782, 148, 302, 70, 1338, 90, 2052, 255, 832, 772, 1312, 0, 1175, 848, 910, 1878, 2472, 3562, 2605, 9392, 10868, 15092, 20110, 100, 17818, 16730, 14125, 13995, 270, 16310, 1500, 520, 9248, 685, 820, 778, 540, 165, 760, 660, 4248, 1155, 898, 78, 160, 10, 0, 678, 210, 3548, 405, 15578, 16728, 16248, 2782, 43505, 7182, 4250, 21962, 65470, 66350, 67295, 67295, 32, 287318, 50, 70, 10, 90, 568, 1005, 290495, 5250, 292380, 1328, 558, 1115, 295915
2011-07-29, 26762, 17672, 6848, 4565, 5105, 15840, 720, 1230, 935, 2515, 4902, 1418, 6320, 485, 8832, 20488, 33108, 36758, 615, 37858, 2238, 2748, 3432, 152, 121048, 3052, 184075, 188332, 5848, 2155, 196885, 6235, 203150, 1118, 5520, 209205, 209385, 138, 300, 75, 1312, 82, 2038, 238, 812, 748, 1275, 0, 1200, 840, 888, 1822, 2405, 3402, 2468, 9035, 10470, 14540, 19970, 100, 17620, 16552, 13988, 13858, 270, 16200, 1500, 502, 8792, 665, 798, 752, 520, 160, 745, 635, 4230, 1148, 898, 70, 160, 10, 0, 665, 202, 3460, 392, 14995, 16120, 15600, 2700, 40245, 6770, 3962, 21530, 61775, 62548, 63240, 63240, 30, 277618, 50, 60, 10, 82, 542, 985, 280892, 5240, 282888, 1310, 548, 1098, 286588
2011-07-30, 26188, 17610, 6462, 4415, 4870, 15290, 702, 1208, 900, 2430, 4748, 1312, 6065, 465, 8488, 19815, 31775, 35280, 580, 35898, 2150, 2728, 3405, 150, 120308, 2875, 180588, 184845, 5618, 2048, 192968, 5995, 199160, 1058, 5275, 204962, 205140, 125, 290, 135, 1282, 80, 2042, 225, 788, 722, 1235, 0, 1222, 832, 885, 1822, 2345, 3302, 2380, 8788, 10188, 14120, 19580, 100, 17418, 16360, 13810, 13695, 270, 16088, 1500, 485, 8345, 645, 772, 730, 505, 155, 740, 618, 4202, 1140, 902, 70, 150, 10, 0, 682, 195, 3380, 385, 14455, 15560, 14990, 2622, 38730, 6390, 3795, 21135, 59868, 60530, 60965, 60965, 30, 270780, 50, 60, 10, 80, 520, 968, 273672, 5238, 275610, 1292, 542, 1085, 279055
2011-07-31, 24998, 17552, 6112, 4265, 4650, 14782, 685, 1185, 865, 2350, 4605, 1230, 5838, 445, 8172, 19202, 30638, 34015, 565, 34110, 2072, 2705, 3385, 142, 119612, 2710, 177238, 181458, 5365, 1940, 189230, 5802, 195368, 1020, 5030, 200892, 201058, 118, 280, 202, 1222, 80, 2245, 205, 762, 690, 1195, 0, 1248, 828, 852, 1792, 2268, 3245, 2280, 8502, 9878, 13732, 18862, 92, 17008, 16002, 13585, 13490, 270, 15945, 1500, 470, 7940, 620, 748, 702, 490, 150, 728, 595, 4165, 1130, 900, 70, 150, 10, 0, 645, 188, 3288, 375, 13922, 15008, 14428, 2550, 37478, 6115, 3638, 20838, 58312, 58868, 59050, 59050, 30, 264572, 50, 60, 10, 80, 502, 952, 267372, 5230, 269330, 1275, 532, 1072, 272698
2011-08-01, 23702, 17498, 5802, 4085, 4470, 14282, 668, 1160, 832, 2282, 4475, 1155, 5628, 432, 7895, 18628, 29608, 32870, 550, 32380, 1998, 2692, 3358, 140, , 2552, 174048, 176610, 5122, 1840, 184322, 5558, 190695, 948, 4788, 196318, 196565, 110, 270, 268, 1192, 70, 2540, 190, 738, 662, 1155, 0, 1272, 815, 815, 1740, 2165, 3160, 2155, 8160, 9505, 13260, 18138, 90, 16258, 15282, 13015, 12978, 270, 15612, 1500, 455, 7768, 600, 720, 678, 465, 142, 710, 570, 4132, 1120, 885, 60, 150, 10, 0, 635, 180, 3195, 368, 13372, 14435, 13888, 2480, 36248, 5790, 3488, 20520, 56770, 57212, 57298, 57298, 28, 258742, 50, 60, 10, 80, 485, 942, 261505, 5225, 263490, 1260, 525, 1062, 266790
