, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-07-11, 35290, 19070, 10030, 10450, 13600, 29670, 1160, 1980, 2000, 5190, 10050, 8060, 17850, 1190, 23370, 40800, 68980, 71840, 2970, 83790, 7530, 8240, 9270, 270, 166888, 5560, 261480, 228230, 7380, 5280, 268700, 4670, 261460, 1200, 7100, 271700, 268900, 380, 280, 320, 1360, 320, 2850, 630, 2020, 1020, 2730, 1780, 3710, 1090, 2380, 4040, 4260, 6340, 6070, 14020, 18990, 26670, 23920, 130, 23880, 21980, 17620, 17940, 240, 23280, 1500, 1020, 10340, 1110, 770, 1240, 990, 330, 1190, 1830, 6830, 3630, 3700, 180, 130, 170, 150, 2470, 250, 6910, 960, 21070, 23480, 35030, 4870, 64830, 19450, 12820, 31380, 96210, 104670, 104530, 114970, 140, 351440, 70, 120, 30, 270, 1240, 1760, 369740, 5120, 359760, 1970, 690, 1210, 373580
2011-07-12, 34492, 18535, 9918, 9902, 13265, 27550, 1110, 1888, 1920, 4978, 9582, 7632, 16990, 1132, 22235, 38608, 64682, 67820, 2975, 80160, 7198, 7530, 8688, 265, 163698, 5325, 253315, 245045, 6970, 5098, 273338, 4820, 273328, 1148, 7065, 290805, 289978, 390, 400, 400, 1465, 305, 2648, 612, 1860, 1025, 2605, 1328, 3195, 1092, 2382, 4018, 4245, 6300, 6045, 14840, 19450, 26342, 22825, 188, 23885, 22002, 17778, 18080, 220, 20075, 1500, 982, 13712, 1085, 745, 1215, 928, 318, 1175, 1730, 6698, 3428, 3618, 180, 210, 30, 160, 1615, 460, 6825, 900, 21410, 23935, 33742, 4678, 65172, 19115, 12215, 31338, 96508, 98482, 102755, 115525, 135, 373180, 70, 120, 30, 262, 1175, 1678, 376005, 5202, 365530, 1880, 640, 1175, 380565
2011-07-13, 36850, 16740, 10690, 9452, 12682, 26618, 1115, 1822, 1808, 4702, 9008, 6845, 15672, 1068, 20625, 35818, 58798, 62168, 2980, 74372, 6712, 6840, 7828, 262, 160958, 5182, 248678, 245008, 6575, 4958, 267805, 5632, 269882, 1142, 7210, 288322, 288548, 382, 392, 368, 1422, 292, 2590, 568, 1738, 1112, 2420, 1188, 2475, 1148, 2270, 3870, 4322, 6030, 6118, 15790, 20250, 27025, 22390, 180, 22578, 20865, 17280, 17468, 230, 19898, 1500, 935, 14038, 1045, 705, 1178, 900, 310, 1135, 1590, 6688, 3415, 3402, 182, 210, 30, 215, 1452, 438, 6742, 822, 24438, 26008, 31925, 4542, 64212, 18192, 11375, 32212, 96425, 98920, 103728, 115802, 135, 396395, 70, 112, 20, 255, 1105, 1592, 404048, 5420, 395818, 1810, 630, 1148, 398552
2011-07-14, 40560, 16578, 12090, 9498, 12388, 26825, 1125, 1810, 1758, 4522, 8655, 6165, 14695, 1020, 19295, 34828, 56308, 60258, 2985, 71672, 6272, 6408, 7380, 270, 158482, 5680, 242472, 245000, 6690, 4932, 262730, 5778, 265678, 1115, 7212, 282760, 282982, 370, 372, 302, 1348, 268, 2518, 530, 1655, 1000, 2315, 1402, 2208, 1138, 2160, 3702, 4268, 5770, 5868, 15525, 19690, 26468, 22230, 172, 21540, 19768, 15955, 15950, 245, 18640, 1500, 895, 13730, 1010, 668, 1162, 900, 295, 1105, 1470, 6680, 3402, 3432, 190, 210, 30, 260, 1388, 415, 6652, 770, 26128, 28228, 30372, 4945, 62865, 17398, 10935, 31658, 94522, 96910, 101460, 112615, 138, 391000, 70, 108, 20, 255, 1062, 1550, 399462, 5412, 393358, 1732, 585, 1138, 397355
2011-07-15, 42600, 16468, 13050, 9038, 11735, 27012, 1195, 1868, 1798, 4450, 8580, 5792, 14300, 960, 18420, 35160, 55085, 59768, 2972, 69992, 6020, 6158, 7045, 255, 156072, 6510, 236968, 243125, 7102, 4738, 257382, 5175, 261982, 1025, 6785, 277480, 277732, 348, 328, 235, 1168, 218, 2375, 490, 1558, 922, 2215, 1495, 2280, 1095, 1998, 3425, 4020, 5555, 5450, 14988, 18692, 25222, 22070, 168, 21025, 19308, 15355, 15202, 250, 17530, 1500, 865, 13490, 982, 640, 1150, 892, 282, 1088, 1388, 6652, 2705, 3215, 182, 202, 28, 242, 1275, 392, 6330, 725, 25852, 27832, 28980, 4900, 61595, 16892, 10518, 31302, 92902, 95180, 99472, 109708, 120, 385058, 70, 100, 20, 238, 1010, 1488, 392085, 5390, 387588, 1650, 560, 1122, 391390
2011-07-16, 39245, 16378, 12565, 8072, 10528, 25420, 1165, 1860, 1785, 4350, 8470, 5428, 13878, 890, 17930, 34180, 54228, 59678, 2820, 68508, 5392, 5628, 6665, 232, 153675, 6648, 232545, 232500, 7320, 4370, 247432, 4478, 254432, 998, 6430, 269332, 269855, 325, 310, 198, 1180, 195, 2220, 468, 1430, 908, 2062, 1240, 2360, 1060, 1835, 3155, 3760, 5198, 5015, 14432, 17722, 23900, 21900, 160, 20502, 18875, 14960, 14805, 248, 17015, 1500, 842, 13305, 960, 618, 1210, 950, 268, 1112, 1308, 6380, 1710, 1785, 168, 200, 20, 125, 1230, 375, 4712, 688, 23685, 25975, 27760, 4495, 59858, 16168, 9430, 30960, 90818, 92988, 97020, 106338, 100, 378360, 70, 92, 18, 210, 965, 1422, 384478, 5370, 381648, 1602, 570, 1138, 385445
2011-07-17, 35312, 16270, 11690, 7292, 9588, 23660, 1140, 1822, 1762, 4200, 8220, 5040, 13258, 848, 17192, 32082, 53635, 59538, 2520, 67300, 4620, 4798, 5840, 225, 151478, 6318, 237728, 220000, 7260, 4085, 233205, 4382, 239282, 1018, 6440, 252088, 252590, 320, 310, 170, 1218, 208, 2152, 458, 1345, 935, 1955, 1010, 2235, 1030, 1680, 2900, 3572, 4762, 4665, 13980, 16965, 22815, 21740, 150, 19952, 18402, 14515, 14368, 240, 16575, 1500, 805, 13165, 925, 585, 1185, 950, 255, 1092, 1218, 6048, 1630, 1472, 152, 192, 20, 125, 1162, 355, 4370, 658, 20975, 22605, 26855, 4178, 58430, 15528, 8525, 30328, 88758, 90822, 94595, 102990, 88, 363755, 65, 90, 10, 185, 918, 1375, 370818, 5348, 369942, 1595, 580, 1168, 374425
2011-07-18, 33512, 16180, 11205, 6788, 8935, 22500, 1045, 1730, 1668, 4015, 7848, 4602, 12450, 798, 16382, 30185, 52450, 58235, 2225, 65368, 4052, 4122, 5078, 215, 149260, 6052, 232658, 225625, 7090, 3872, 237315, 4560, 242108, 1028, 6508, 251588, 251358, 312, 298, 148, 1182, 178, 2125, 432, 1262, 898, 1875, 895, 2052, 1005, 1532, 2670, 3442, 4322, 4368, 13495, 16248, 21885, 21580, 148, 19438, 17975, 14105, 13960, 235, 16112, 1500, 765, 13040, 892, 550, 1102, 855, 242, 1002, 1130, 5715, 1550, 1350, 140, 188, 20, 130, 1065, 335, 4378, 630, 20462, 21795, 25722, 3945, 57202, 14945, 7918, 29862, 87065, 89025, 92538, 100015, 78, 352292, 60, 88, 10, 170, 875, 1325, 355805, 5325, 356345, 1565, 580, 1170, 360220
2011-07-19, 32888, 16112, 10925, 6425, 8518, 21822, 975, 1608, 1558, 3820, 7362, 4045, 11412, 758, 15278, 28932, 49705, 55192, 1932, 61908, 3668, 3722, 4605, 210, 146860, 5722, 224555, 235000, 6868, 3640, 247202, 4778, 252908, 1045, 6525, 261622, 261372, 302, 290, 120, 1145, 150, 2070, 412, 1160, 855, 1770, 740, 1925, 985, 1432, 2515, 3322, 3920, 4120, 12970, 15500, 20908, 21420, 140, 18930, 17555, 13700, 13562, 235, 15708, 1500, 728, 12922, 868, 522, 1045, 762, 232, 958, 1055, 5385, 1468, 1218, 128, 180, 20, 130, 1008, 320, 4565, 602, 20380, 21570, 24598, 3762, 55835, 13610, 7262, 28630, 84468, 86318, 89572, 96130, 70, 356062, 60, 80, 10, 155, 835, 1288, 356750, 5312, 357938, 1532, 585, 1162, 360820
2011-07-20, 32175, 16050, 10912, 6258, 8300, 21588, 945, 1552, 1460, 3635, 6972, 3562, 10535, 725, 14178, 28105, 47212, 52425, 1650, 58652, 3342, 3398, 4250, 208, 144075, 5350, 218965, 235000, 6668, 3510, 246685, 5380, 252600, 1080, 6552, 260695, 260765, 305, 282, 95, 1155, 135, 2028, 398, 1085, 845, 1690, 618, 1815, 965, 1368, 2458, 3220, 3635, 3910, 12530, 14858, 20072, 21268, 135, 18480, 17180, 13328, 13188, 248, 15362, 1500, 700, 12800, 842, 500, 1005, 732, 222, 930, 990, 5052, 1382, 1168, 118, 180, 20, 130, 958, 305, 4385, 572, 20152, 21412, 23398, 3615, 54458, 12382, 6722, 27338, 81798, 83378, 86378, 92015, 78, 357285, 60, 80, 10, 155, 805, 1255, 359920, 5308, 361365, 1518, 580, 1175, 364752
