, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2017-04-18, 10154, 31132, 4671, 4306, 6311, 18456, 252, 754, 685, 3113, , 3060, , 1850, 12426, 22705, 40361, 45558, 4703, , 14862, 20512, 23214, 1520, 135602, 8360, 177352, 195265, 2909, 2353, 206713, 3026, 208004, , 4117, 228880, 228983, 415, 371, 624, 1146, 922, 4323, 361, 1715, 730, 4070, 8393, 10175, 966, 1657, , 1208, 4002, 2100, 6163, , 15788, 19469, 1281, 21945, 22596, 23545, , 1142, , 21240, 1227, 32118, 333, 334, 1320, 2913, 1172, 3333, , 9764, 8500, 9122, 1532, , 164, 3236, 4481, 679, 12908, 3495, 63373, 67274, 19527, 9530, , 17930, 15629, 25963, 127291, 126601, 128907, 131323, 1078, 356449, 552, 1219, 184, 1132, 4645, 7109, 362762, 8476, 367132, 4147, 1843, 2460, 373373
2017-04-19, 10379, 32470, 4368, 4701, 7594, 18760, 248, 865, 777, 3133, , 3128, , 2002, 12646, 23694, 40995, 46244, 4806, , 18187, 20055, 23165, 1941, 137403, 9199, 179337, 194998, 2881, 2421, 206151, 3097, 208244, , 4827, 229962, 230023, 542, 489, 748, 1305, 1069, 4437, 443, 1874, 902, 3913, 8329, 10237, 1014, 1767, , 1363, 4467, 2283, 6350, , 16366, 19563, 1556, 21947, 22517, 22780, , 1211, , 21240, 1279, 31880, 303, 303, 1318, 3163, 1171, 4678, , 9838, 8500, 9090, 1711, , 161, 3397, 3873, 646, 13253, 3560, 65134, 69321, 21451, 11054, , 23058, 19463, 31055, 137247, 137247, 140322, 140725, 1289, 378550, 714, 1631, 239, 1566, 5867, 8593, 388854, 8608, 393342, 4441, 2178, 2685, 400806
2017-04-20, 10382, 33505, 4336, 4901, 8271, 18939, 250, 994, 922, 3246, , 3095, , 2005, 13069, 24422, 41698, 47012, 4573, , 21846, 20063, 23158, 1470, 138711, 9934, 180699, 194998, 2827, 2514, 205281, 2910, 207341, , 4888, 227935, 228027, 560, 519, 731, 1296, 1075, 4470, 432, 1996, 925, 3818, 7965, 10147, 1060, 1765, , 1557, 4844, 2390, 6377, , 16072, 19584, 1539, 22276, 22807, 22782, , 1199, , 21240, 1339, 31862, 273, 273, 1263, 3117, 1087, 6173, , 9756, 8500, 9068, 1704, , 157, 3328, 3399, 602, 12820, 3305, 64795, 69596, 21163, 10361, , 26445, 20171, 35024, 141751, 141751, 145798, 145798, 1395, 385437, 687, 1669, 269, 1850, 5661, 8920, 399000, 8313, 403467, 4172, 1970, 2736, 412295
2017-04-21, 9998, 33877, 4417, 4880, 7886, 18924, 263, 1193, 1069, 3322, , 3343, , 2019, 13528, 24521, 41772, 47068, 4626, , 22775, 20378, 23110, 1532, 139663, 10043, 181037, 197894, 2775, 2768, 206820, 3267, 208317, , 5899, 227889, 227771, 711, 651, 856, 1611, 1317, 4824, 518, 2324, 978, 4267, 7890, 9784, 1074, 1928, , 1534, 4982, 2373, 6482, , 15462, 19622, 1347, 22431, 22961, 22838, , 1205, , 21240, 1339, 32119, 256, 256, 1245, 3091, 1098, 6087, , 9733, 8500, 9071, 1719, , 155, 2683, 3989, 600, 12766, 3164, 63799, 69002, 20955, 11195, , 27714, 20207, 36330, 143160, 143160, 146541, 146541, 1359, 384449, 734, 1659, 268, 1706, 5955, 8597, 398544, 8163, 403016, 4124, 1927, 2807, 412037
2017-04-22, 10045, 34047, 4747, 4999, 8640, 19302, 339, 1907, 1444, 3494, , 4611, , 2008, 15135, 24868, 42771, 48157, 4517, , 24027, 20793, 23437, 1390, 140772, 10290, 181825, 202929, 2736, 2932, 211710, 2932, 213639, , 5562, 232165, 232114, 623, 585, 719, 1431, 1103, 4771, 416, 2075, 853, 3874, 7576, 9620, 1158, 1950, , 1838, 5178, 2816, 6630, , 16140, 19668, 1367, 22371, 22877, 22638, , 1170, , 21240, 1294, 32282, 240, 240, 1244, 3005, 1082, 4752, , 9624, 8500, 9034, 1606, , 153, 2366, 3315, 568, 12809, 3025, 63844, 69011, 22170, 10113, , 31384, 20707, 40189, 147046, 147046, 149996, 149996, 1311, 389957, 660, 1550, 248, 1675, 5119, 8007, 403248, 7831, 407083, 3862, 1628, 2760, 415308
2017-04-23, 10709, 33841, 4805, 5056, 8207, 19460, 283, 1632, 1388, 3649, , 5144, , 1963, 17431, 25306, 44814, 50423, 4440, , 22681, 21200, 23619, 1003, 141469, 10192, 181553, 201933, 2709, 2786, 209640, 2576, 211633, , 4854, 228631, 228798, 623, 593, 646, 1640, 1100, 4469, 439, 2030, 869, 3740, 6550, 8929, 1081, 1905, , 1710, 5299, 2717, 6653, , 15831, 19620, 1219, 22446, 22922, 22455, , 1120, , 21240, 1233, 32236, 227, 227, 1226, 2816, 1050, 3733, , 9521, 8500, 8986, 1515, , 150, 2231, 3237, 562, 12146, 2718, 63003, 68288, 21983, 9862, , 30677, 19136, 40198, 146303, 146303, 148728, 148728, 1146, 391092, 596, 1303, 211, 1384, 4592, 6680, 405285, 7470, 409004, 3779, 1429, 2581, 417326
2017-04-24, 11611, 34114, 4978, 5256, 8788, 19762, 286, 1409, 1382, 3720, , 4898, , 2060, 17501, 25406, 46142, 51898, 4488, , 22016, 21400, 23735, 1087, 142735, 10503, 182115, 201230, 2659, 2724, 207816, 2593, 209671, , 4667, 225091, 225219, 633, 609, 600, 1701, 1074, 4484, 443, 2091, 842, 3800, 6397, 8166, 1086, 2094, , 1704, 5095, 2966, 6801, , 16210, 19599, 1152, 22199, 22687, 22182, , 1078, , 21240, 1179, 32098, 225, 225, 1267, 2742, 1104, 3263, , 9548, 8500, 8976, 1496, , 147, 2266, 3511, 665, 12286, 2712, 62533, 67413, 22368, 9675, , 30326, 19710, 39086, 144601, 144601, 146690, 146690, 1060, 383660, 565, 1238, 186, 1244, 4638, 6630, 397656, 7205, 400938, 3674, 1240, 2447, 409151
2017-04-25,12149.0,34168.0,5082.0,5423.0,8642.0,20141.0,298.0,1333.0,1421.0,3778.0,5734.0,5112.0,9723.0,2009.0,17438.0,25862.0,46104.0,51830.0,4444.0,55709.0,21642.0,21522.0,23802.0,1043.0,143792.0,10758.0,182586.0,201773.0,2637.0,2663.0,207649.0,2523.0,209364.0,600.0,5059.0,223622.0,223649.0,648.0,634.0,616.0,1578.0,947.0,4393.0,482.0,2184.0,1017.0,3677.0,5986.0,7802.0,1150.0,2096.0,4401.0,1834.0,5175.0,3472.0,6846.0,9683.0,16865.0,19580.0,1104.0,21813.0,22263.0,21598.0,17498.0,1041.0,21303.0,21240.0,1135.0,31904.0,228.0,228.0,1347.0,2720.0,1119.0,2998.0,5330.0,9504.0,8500.0,8940.0,1415.0,712.0,145.0,2264.0,3240.0,669.0,12166.0,2612.0,62561.0,67325.0,23521.0,9705.0,103011.0,30722.0,19193.0,39676.0,145640.0,145640.0,147580.0,147580.0,977.0,380306.0,531.0,1111.0,171.0,1137.0,4291.0,6079.0,392986.0,6999.0,395713.0,3557.0,1172.0,2333.0,403147.0
2017-04-26,12050.0,34748.0,4807.0,5751.0,10569.0,20188.0,305.0,1330.0,1462.0,3810.0,5803.0,5219.0,9893.0,2364.0,17934.0,26151.0,46861.0,52639.0,4685.0,56641.0,23624.0,21635.0,24134.0,1667.0,145767.0,11430.0,184310.0,203181.0,2670.0,2544.0,208746.0,2686.0,210253.0,562.0,5758.0,223816.0,223794.0,704.0,659.0,661.0,1521.0,877.0,4425.0,565.0,2369.0,1060.0,3988.0,6086.0,7512.0,1187.0,2231.0,4546.0,1807.0,5290.0,3477.0,6994.0,9393.0,16916.0,19615.0,1063.0,21727.0,22128.0,21167.0,17384.0,1014.0,21088.0,21240.0,1100.0,31687.0,215.0,215.0,1364.0,2700.0,1087.0,2825.0,5276.0,9564.0,8500.0,8942.0,1400.0,803.0,142.0,2262.0,3882.0,761.0,12602.0,2718.0,62428.0,67028.0,25210.0,10802.0,106998.0,32147.0,21567.0,40795.0,149571.0,149571.0,152213.0,152213.0,1066.0,382001.0,583.0,1249.0,159.0,1134.0,5017.0,6718.0,393698.0,6920.0,396120.0,3617.0,1259.0,2422.0,403052.0
2017-04-27,13012.0,35146.0,4713.0,6257.0,11339.0,20756.0,322.0,1410.0,1525.0,4043.0,6031.0,5595.0,10366.0,2213.0,18523.0,27056.0,48047.0,53946.0,4497.0,59982.0,25971.0,22014.0,24648.0,1403.0,147311.0,11761.0,186117.0,205261.0,2745.0,2375.0,210780.0,2125.0,212284.0,556.0,5013.0,224016.0,224038.0,654.0,608.0,564.0,1338.0,734.0,4026.0,505.0,2151.0,1012.0,3599.0,5470.0,7310.0,1220.0,2191.0,4389.0,2052.0,5539.0,3840.0,7163.0,8753.0,17396.0,19611.0,1071.0,21653.0,22026.0,20892.0,17594.0,982.0,21398.0,21240.0,1075.0,31529.0,206.0,206.0,1296.0,2530.0,990.0,2714.0,5243.0,9499.0,8451.0,8925.0,1260.0,793.0,141.0,2243.0,3384.0,720.0,12753.0,2748.0,63100.0,67757.0,27263.0,9938.0,108444.0,34050.0,21543.0,43745.0,154600.0,154600.0,156947.0,156947.0,1068.0,388117.0,550.0,1211.0,151.0,1220.0,4542.0,6612.0,400209.0,6814.0,402408.0,3446.0,1227.0,2465.0,409270.0
