, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-06-14, 67195, 36902, 23492, 23495, 30882, 52015, 1802, 5528, 5215, 13108, 21360, 15520, 36880, 2595, 55252, 64625, 119590, 129412, 5708, 134768, 21905, 28450, 29905, 615, 221618, 24002, 332940, 245000, 21930, 10070, 275275, 8965, 279500, 1858, 10732, 290248, 290242, 462, 658, 580, 2882, 905, 4870, 1010, 3315, 1432, 5232, 6365, 8660, 1802, 3998, 6090, 5008, 9868, 11692, 18210, 22148, 33502, 23195, 560, 26558, 25098, 21772, 21522, 715, 25278, 13925, 3242, 24712, 2268, 1998, 2605, 2412, 480, 1795, 4202, 6410, 4028, 4088, 495, 455, 10, 215, 4550, 1718, 12298, 2992, 47425, 50640, 72620, 15062, 138950, 51382, 23382, 58250, 197205, 197205, 197888, 197888, 665, 497975, 552, 748, 202, 1325, 4192, 5732, 511405, 7200, 514775, 3338, 1555, 1165, 520995
2011-06-15, 66310, 36620, 22830, 22778, 29285, 51760, 1778, 5360, 5192, 12680, 21018, 15318, 36338, 2540, 54618, 64325, 119768, 129492, 5520, 134475, 21305, 27910, 29345, 590, 220062, 23175, 331982, 245000, 21788, 9985, 275180, 8735, 279388, 1832, 10685, 290098, 290105, 412, 640, 568, 2872, 908, 4718, 958, 3278, 1455, 5125, 6052, 8315, 1742, 3795, 5718, 4985, 9648, 11338, 18515, 22418, 33545, 23108, 532, 26322, 24838, 21545, 21288, 700, 25008, 13578, 2708, 23740, 2208, 1965, 2508, 2308, 472, 1730, 4028, 6235, 3738, 3790, 482, 448, 10, 205, 4378, 1685, 12040, 2892, 46295, 49572, 72100, 14835, 136060, 50608, 22935, 57518, 193580, 193580, 194240, 194240, 632, 494950, 522, 715, 200, 1295, 3760, 5295, 508745, 7105, 512162, 3240, 1488, 1140, 518445
2011-06-16, 65572, 36192, 22008, 22598, 27388, 51258, 1730, 5115, 5125, 12200, 20462, 14940, 35402, 2498, 53560, 63612, 119208, 128778, 5332, 133532, 20505, 27358, 28775, 572, 214598, 22110, 330340, 245000, 21490, 9858, 274928, 8630, 279138, 1825, 10708, 289880, 289892, 390, 620, 552, 2872, 902, 4600, 912, 3278, 1485, 5100, 5880, 7972, 1688, 3680, 5395, 4905, 9275, 10925, 18698, 22532, 33335, 22998, 510, 25992, 24498, 21295, 21048, 680, 24780, 13228, 2408, 22995, 2152, 1932, 2440, 2220, 460, 1665, 3820, 6062, 3445, 3498, 472, 438, 10, 200, 4240, 1635, 11785, 2755, 44538, 47645, 70805, 14795, 133112, 49330, 22272, 56308, 189420, 189420, 190062, 190062, 610, 490518, 510, 688, 190, 1252, 3408, 4858, 503892, 7015, 507292, 3135, 1428, 1122, 513435
2011-06-17, 65582, 35892, 21660, 22845, 26422, 51042, 1732, 4932, 5062, 11740, 19880, 14510, 34392, 2452, 52242, 62805, 118340, 127902, 5142, 132210, 19640, 26872, 28252, 555, 200050, 20800, 328178, 245000, 21038, 9732, 274495, 8690, 278720, 1828, 10795, 289558, 289568, 362, 600, 545, 2872, 888, 4480, 878, 3245, 1510, 4992, 5672, 7710, 1692, 3612, 5228, 4900, 8962, 10708, 18930, 22740, 33250, 22905, 485, 25492, 23992, 20890, 20660, 665, 24435, 12878, 2238, 22340, 2072, 1880, 2372, 2152, 448, 1615, 3662, 5890, 3155, 3205, 462, 430, 10, 200, 4210, 1610, 11560, 2665, 43070, 45958, 69745, 14890, 130012, 48298, 21748, 55172, 185185, 185185, 185805, 185805, 585, 485388, 498, 670, 188, 1205, 3118, 4540, 498260, 6898, 501555, 3038, 1358, 1095, 507562
2011-06-18, 65338, 35622, 21502, 22938, 25608, 50895, 1768, 4870, 5058, 11295, 19528, 14368, 33895, 2415, 51230, 62378, 117402, 127005, 4942, 130638, 18868, 26388, 27758, 538, 195545, 19735, 325930, 245000, 20585, 9670, 274025, 8975, 278260, 1840, 11052, 289328, 289332, 452, 590, 538, 2908, 908, 4415, 842, 3228, 1538, 4910, 5475, 7462, 1650, 3440, 4922, 4842, 8702, 10448, 19112, 22878, 33202, 22780, 465, 25060, 23552, 20455, 20225, 642, 23930, 12528, 2115, 21725, 1960, 1800, 2278, 2058, 432, 1568, 3505, 5722, 2888, 2910, 452, 420, 10, 190, 4052, 1582, 11418, 2562, 41828, 44538, 68582, 14952, 127535, 47442, 21152, 54302, 181838, 181838, 182442, 182442, 562, 481308, 492, 652, 180, 1165, 2798, 4168, 493390, 6810, 496568, 2962, 1290, 1078, 502308
2011-06-19, 65622, 35360, 21390, 23055, 24718, 50890, 1710, 4650, 5020, 10868, 19130, 14320, 33448, 2358, 50540, 62142, 116742, 126408, 4732, 129288, 17978, 25878, 27232, 515, 192552, 18582, 323212, 245000, 20208, 9585, 273592, 9155, 277830, 1845, 11378, 289222, 289228, 385, 580, 520, 2902, 902, 4402, 805, 3192, 1562, 4780, 5330, 7232, 1590, 3360, 4710, 4888, 8375, 10140, 19348, 23080, 33130, 22660, 445, 24652, 23145, 20095, 19862, 620, 23462, 12180, 2005, 21150, 1890, 1748, 2192, 1962, 420, 1510, 3322, 5560, 2635, 2645, 440, 412, 0, 178, 3862, 1520, 11145, 2390, 40585, 43188, 66968, 14932, 124550, 46568, 20532, 53420, 177970, 177970, 178555, 178555, 542, 477275, 480, 642, 175, 1135, 2532, 3848, 488850, 6758, 491968, 2892, 1270, 1050, 497565
2011-06-20, 64828, 35038, 21095, 23038, 23775, 50535, 1645, 4380, 4932, 10445, 18430, 13812, 32238, 2295, 49200, 61588, 115618, 125310, 4522, 127600, 16905, 25290, 26658, 495, 189930, 17420, 320185, 258125, 19830, 9415, 283778, 9365, 285935, 1845, 11658, 294650, 293922, 340, 565, 500, 2880, 878, 4358, 770, 3150, 1602, 5110, 5355, 7045, 1555, 3305, 4612, 4925, 8145, 10018, 19768, 23495, 33272, 22522, 425, 24185, 22685, 19695, 19472, 595, 23018, 11830, 1912, 20605, 1835, 1720, 2128, 1890, 412, 1458, 3160, 5392, 2378, 2380, 428, 402, 0, 168, 3792, 1472, 10818, 2220, 39218, 41728, 64942, 14832, 120802, 45585, 19592, 52432, 173235, 173235, 173805, 173805, 520, 472892, 462, 625, 170, 1102, 2340, 3588, 483840, 6715, 486912, 2815, 1230, 1032, 492420
2011-06-21, 63618, 33950, 20592, 22942, 22810, 49948, 1615, 4178, 4870, 10030, 17795, 13352, 31148, 2232, 47572, 60762, 113890, 123552, 4315, 125305, 15905, 24602, 25972, 480, 187585, 16390, 316965, 280000, 19342, 9235, 307588, 9532, 314040, 1840, 11878, 324238, 323418, 318, 550, 480, 2858, 848, 4310, 740, 3092, 1592, 5135, 5585, 7052, 1522, 3265, 4942, 4940, 8108, 9845, 20185, 23942, 33502, 22378, 405, 23822, 22302, 19315, 19085, 575, 22552, 11480, 1828, 20072, 1780, 1688, 2070, 1825, 408, 1410, 3025, 5230, 2125, 2115, 418, 395, 0, 160, 3722, 1425, 10560, 2112, 37962, 40352, 63652, 14715, 117525, 44798, 18730, 51598, 169125, 169125, 169670, 169670, 500, 488562, 432, 600, 165, 1068, 2198, 3398, 493235, 6668, 495665, 2745, 1188, 1008, 499352
2011-06-22, 62520, 28390, 19570, 22740, 22035, 48878, 1605, 4025, 4835, 9652, 17300, 13038, 30338, 2168, 46205, 59592, 112268, 121902, 4115, 123100, 15055, 23885, 25250, 465, 186900, 15535, 313728, 280000, 18938, 9005, 306952, 9405, 313818, 1808, 11892, 325795, 325825, 295, 540, 462, 2775, 815, 4255, 710, 2970, 1572, 4882, 5308, 7125, 1482, 3205, 4960, 4970, 8370, 9682, 20460, 24225, 33605, 22375, 388, 23655, 22118, 19090, 18838, 555, 22180, 11130, 1740, 19542, 1732, 1660, 2018, 1770, 398, 1365, 2902, 5070, 1868, 1860, 405, 390, 0, 158, 3575, 1378, 10362, 2010, 36835, 39128, 62320, 14555, 114892, 43768, 17930, 50622, 165518, 165518, 166048, 166048, 488, 500905, 418, 568, 160, 1030, 2090, 3245, 510282, 6608, 513008, 2670, 1125, 985, 517550
2011-06-23, 61320, 28170, 18605, 22480, 21652, 49948, 1562, 3850, 4780, 9270, 16772, 12638, 29408, 2110, 44822, 59200, 110670, 120280, 3915, 120930, 14332, 23158, 24510, 452, 184892, 14815, 309855, 280000, 18605, 8735, 306380, 9335, 313208, 1772, 11932, 325208, 325228, 275, 530, 450, 2725, 780, 4200, 688, 2882, 1568, 4692, 5035, 6935, 1445, 3055, 4725, 4922, 8420, 9355, 20430, 24120, 33308, 22545, 370, 23855, 22290, 19165, 18868, 530, 22008, 10945, 1670, 19028, 1675, 1618, 1945, 1708, 380, 1318, 2700, 4910, 1612, 1600, 395, 380, 0, 150, 3340, 1305, 10098, 1842, 35678, 37920, 60200, 14355, 111625, 42610, 17225, 49462, 161085, 161085, 161598, 161598, 472, 496358, 392, 542, 158, 985, 1992, 3108, 506440, 6540, 509305, 2580, 1090, 970, 514400
2011-06-24, 60088, 27582, 17660, 21960, 21020, 50912, 1495, 3630, 4645, 8862, 16110, 12138, 28248, 2050, 43148, 60220, 108838, 118398, 3725, 118568, 13712, 21680, 23542, 440, 182098, 14020, 305830, 280000, 18212, 8442, 305798, 9290, 312588, 1728, 11982, 324650, 324672, 258, 512, 438, 2655, 735, 4152, 660, 2760, 1532, 4428, 4758, 6658, 1400, 2910, 4455, 4850, 8208, 8900, 20205, 23772, 32625, 22710, 352, 24025, 22478, 19440, 19145, 510, 22148, 10858, 1598, 18590, 1592, 1558, 1855, 1610, 370, 1265, 2498, 4768, 1360, 1340, 385, 372, 0, 155, 3282, 1240, 9738, 1680, 34388, 36590, 57155, 14175, 107338, 41080, 16418, 48012, 155350, 155350, 155848, 155848, 460, 490350, 368, 515, 150, 948, 1900, 2985, 500322, 6478, 503140, 2478, 1042, 955, 508165
2011-06-25, 58992, 24902, 16765, 21642, 21238, 50340, 1482, 3470, 4518, 8468, 15425, 11742, 27168, 1995, 41332, 60435, 107078, 116588, 3545, 116170, 13685, 18792, 20370, 428, 182235, 13448, 302452, 280000, 17820, 8120, 305145, 9052, 311880, 1662, 11920, 323902, 323938, 238, 500, 428, 2592, 700, 4095, 638, 2648, 1522, 4192, 4432, 6360, 1372, 2880, 4365, 4830, 7962, 8595, 20082, 23598, 32125, 22882, 340, 23962, 22435, 19520, 19255, 495, 22298, 10770, 1528, 18305, 1545, 1522, 1808, 1552, 360, 1240, 2388, 5732, 1270, 1162, 380, 365, 0, 155, 3195, 1208, 9498, 1602, 33255, 35342, 54588, 14075, 102620, 39765, 15935, 46548, 149172, 149172, 149655, 149655, 448, 483110, 335, 490, 150, 908, 1820, 2870, 492878, 6450, 495682, 2360, 1040, 940, 500628
2011-06-26, 57118, 24728, 16068, 21015, 20930, 48910, 1470, 3392, 4388, 8128, 14922, 11435, 26358, 1912, 39835, 59040, 105452, 114928, 3382, 113770, 13395, 17508, 18962, 410, 180025, 12775, 297855, 280000, 17430, 7745, 304458, 8775, 311140, 1615, 11858, 323095, 323125, 225, 490, 412, 2570, 670, 4045, 608, 2552, 1510, 4005, 4180, 6038, 1358, 2818, 4270, 4810, 7815, 8372, 20002, 23512, 31865, 23060, 325, 23880, 22355, 19482, 19228, 482, 22250, 10680, 1458, 18060, 1488, 1485, 1745, 1492, 350, 1218, 2280, 6022, 1260, 1138, 370, 360, 0, 138, 3158, 1155, 9265, 1525, 32568, 34530, 52530, 13830, 99042, 38750, 15272, 45580, 144620, 144620, 145090, 145090, 435, 476888, 295, 455, 140, 865, 1745, 2760, 485990, 6398, 488698, 2285, 1010, 938, 493438
2011-06-27, 54530, 24385, 15328, 20918, 20080, 47995, 1420, 3258, 4232, 7785, 14378, 11030, 25410, 1825, 38290, 57710, 103575, 112988, 3230, 111312, 12530, 16210, 17655, 395, 176602, 12032, 292862, 280000, 16920, 7415, 303750, 8675, 310408, 1588, 11890, 322385, 322412, 208, 482, 405, 2550, 645, 4020, 590, 2450, 1482, 3825, 3965, 5762, 1322, 2738, 4122, 4802, 7685, 8145, 19890, 23360, 31508, 23250, 312, 23902, 22380, 19512, 19242, 468, 22180, 10592, 1400, 17808, 1455, 1462, 1718, 1455, 355, 1198, 2245, 5908, 1260, 1132, 360, 350, 0, 130, 2878, 1100, 8948, 1448, 31958, 33890, 50830, 13608, 96248, 37095, 14398, 44002, 140250, 140250, 140700, 140700, 418, 471418, 255, 415, 140, 822, 1675, 2660, 480130, 6320, 482740, 2192, 980, 920, 487325
2011-06-28, 52258, 24065, 14785, 20785, 19788, 47270, 1370, 3110, 4052, 7460, 13798, 10582, 24382, 1738, 36628, 56570, 101605, 110938, 3070, 108750, 11582, 14895, 16335, 385, 173132, 11420, 287865, 280000, 16382, 7148, 303000, 8695, 309640, 1568, 11820, 321578, 321615, 195, 470, 390, 2452, 595, 3982, 572, 2335, 1432, 3600, 3738, 5520, 1285, 2610, 3915, 4718, 7520, 7835, 19672, 23072, 31028, 23410, 298, 23940, 22432, 19605, 19340, 455, 22198, 10505, 1340, 17558, 1425, 1450, 1670, 1428, 340, 1165, 2152, 5688, 1252, 1128, 352, 345, 0, 120, 2722, 1038, 8662, 1305, 31288, 33180, 48608, 13490, 93400, 35535, 13602, 42365, 135770, 135770, 136205, 136205, 408, 466030, 225, 375, 132, 775, 1605, 2562, 474428, 6240, 476948, 2085, 922, 905, 481385
2011-06-29, 49990, 23730, 14325, 20318, 19442, 46335, 1340, 2985, 3868, 7152, 13248, 10212, 23460, 1660, 35062, 55565, 99652, 108902, 2910, 106262, 10758, 13365, 14932, 372, 169562, 10818, 282800, 280000, 15915, 6868, 302270, 8532, 308870, 1530, 11628, 320615, 320652, 182, 460, 382, 2400, 560, 3935, 555, 2250, 1388, 3408, 3482, 5275, 1232, 2480, 3685, 4590, 7280, 7478, 19355, 22685, 30392, 23575, 285, 23910, 22430, 19680, 19420, 435, 22235, 10418, 1275, 17312, 1332, 1368, 1590, 1350, 325, 1115, 1990, 5368, 1250, 1120, 342, 340, 0, 108, 2555, 970, 8278, 1200, 30595, 32465, 46390, 13132, 90040, 34235, 12840, 41062, 131100, 131100, 131525, 131525, 395, 460260, 200, 338, 130, 725, 1545, 2470, 468392, 6162, 470835, 1988, 865, 892, 475120
2011-06-30, 48260, 23418, 14030, 19760, 19188, 45460, 1305, 2890, 3682, 6875, 12765, 9808, 22570, 1568, 33638, 54442, 97758, 106930, 2760, 103788, 10150, 11992, 13275, 360, 165880, 10325, 277582, 280615, 15475, 6582, 302105, 8350, 308558, 1495, 11475, 320008, 320010, 168, 452, 378, 2358, 518, 3895, 530, 2158, 1302, 3175, 3238, 5020, 1185, 2365, 3460, 4450, 6978, 7120, 18898, 22110, 29550, 23730, 272, 23805, 22348, 19650, 19405, 415, 22210, 10330, 1222, 17090, 1255, 1302, 1522, 1275, 305, 1075, 1855, 5108, 1245, 1115, 332, 332, 0, 95, 2285, 898, 7852, 1100, 29822, 31662, 43980, 12740, 86455, 32695, 12112, 39552, 126005, 126005, 126415, 126415, 385, 454228, 180, 308, 130, 680, 1480, 2382, 462078, 6095, 464452, 1898, 832, 878, 468600
2011-07-01, 46552, 22962, 13755, 19052, 18238, 44432, 1250, 2768, 3460, 6592, 12260, 9230, 21492, 1472, 32068, 53292, 95658, 104732, 2608, 101140, 9442, 11292, 12558, 350, 166778, 9880, 273162, 278242, 15128, 6270, 299580, 8092, 306702, 1455, 11302, 318542, 318698, 158, 440, 370, 2272, 470, 3850, 510, 2035, 1262, 2942, 2948, 4760, 1145, 2250, 3258, 4295, 6652, 6795, 18458, 21540, 28655, 23788, 258, 23628, 22192, 19508, 19280, 395, 22062, 10240, 1168, 16870, 1192, 1248, 1455, 1208, 292, 1042, 1710, 4795, 1240, 1110, 322, 325, 0, 82, 2038, 812, 7435, 1005, 29070, 30878, 41390, 12522, 83372, 30940, 11368, 39555, 122925, 122925, 123322, 123322, 372, 448415, 162, 282, 120, 635, 1422, 2292, 455780, 6035, 458075, 1822, 815, 868, 462070
2011-07-02, 44128, 21848, 13478, 18735, 17630, 43752, 1175, 2600, 3218, 6285, 11605, 8562, 20170, 1382, 30248, 52100, 93340, 102290, 2482, 98375, 8782, 10582, 11815, 338, 177115, 9438, 269695, 261688, 14770, 5942, 284432, 7915, 294422, 1428, 11078, 308575, 309400, 145, 430, 380, 2210, 432, 3808, 492, 1955, 1212, 2770, 2700, 4475, 1112, 2148, 3070, 4148, 6320, 6492, 18015, 21038, 27842, 23725, 248, 23378, 21968, 19310, 19095, 375, 21840, 10152, 1115, 16635, 1150, 1218, 1402, 1138, 290, 1028, 1618, 4652, 1230, 1102, 320, 320, 0, 80, 1895, 755, 7025, 928, 28338, 30108, 38685, 12668, 88605, 29015, 10825, 41970, 130575, 130575, 130960, 130960, 362, 449790, 152, 260, 120, 595, 1370, 2210, 455465, 5980, 457480, 1768, 808, 860, 460792
2011-07-03, 41835, 21552, 13315, 18332, 16918, 43170, 1125, 2458, 2992, 5988, 10958, 7905, 18862, 1292, 28350, 51228, 90785, 99582, 2370, 95332, 8152, 9905, 11132, 328, 175158, 8952, 269025, 241678, 14355, 5690, 261610, 8062, 269625, 1442, 11005, 282222, 282950, 138, 420, 395, 2172, 405, 3790, 475, 1880, 1170, 2602, 2470, 4212, 1075, 2060, 2890, 4015, 5982, 6235, 17560, 20570, 27155, 23652, 238, 22975, 21588, 18978, 18785, 358, 21525, 10065, 1065, 16400, 1125, 1202, 1358, 1092, 280, 1000, 1518, 4622, 1218, 1082, 308, 312, 0, 75, 1738, 702, 6702, 855, 27655, 29388, 36362, 12808, 85560, 27128, 10250, 40050, 125605, 123498, 123872, 123872, 352, 427378, 140, 242, 115, 560, 1312, 2130, 439568, 5928, 442340, 1715, 770, 865, 447755
2011-07-04, 40212, 21228, 13055, 17728, 16448, 42310, 1092, 2342, 2792, 5690, 10365, 7338, 17702, 1210, 26628, 50242, 88320, 96968, 2268, 92452, 7625, 9330, 10515, 318, 173315, 8420, 257918, 231488, 14060, 5535, 251580, 8422, 260088, 1480, 11098, 272675, 273152, 130, 410, 410, 2152, 378, 3790, 458, 1830, 1148, 2498, 2310, 3978, 1050, 2022, 2820, 3970, 5700, 6042, 17185, 20202, 26572, 23595, 230, 22570, 21200, 18570, 18380, 345, 21098, 9978, 1025, 16168, 1082, 1162, 1295, 1028, 270, 958, 1408, 4598, 1208, 1055, 295, 308, 0, 58, 1602, 645, 6365, 792, 26998, 28700, 34310, 12538, 82370, 25675, 9748, 38510, 120882, 118775, 119135, 119135, 335, 402428, 130, 225, 110, 522, 1260, 2050, 410688, 5875, 413162, 1670, 735, 880, 417905
2011-07-05, 38665, 20908, 12772, 17118, 16108, 41368, 1048, 2238, 2628, 5415, 9832, 6925, 16758, 1138, 25130, 49068, 86035, 94545, 2160, 89750, 7228, 8890, 10030, 310, 178632, 7915, 248838, 231808, 13882, 5352, 249370, 8522, 255660, 1492, 11120, 265772, 265638, 122, 405, 425, 2120, 350, 3795, 442, 1772, 1112, 2368, 2195, 3792, 1022, 1920, 2682, 3892, 5485, 5838, 16732, 19718, 25980, 23535, 218, 22238, 20870, 18200, 18008, 330, 20640, 9890, 985, 15945, 1045, 1132, 1250, 982, 258, 928, 1305, 4572, 1198, 1035, 282, 300, 0, 40, 1475, 592, 6078, 740, 26340, 28000, 32452, 12162, 79230, 24422, 9218, 37220, 116450, 116450, 116798, 116798, 325, 390520, 122, 212, 110, 490, 1210, 1975, 397928, 5825, 400152, 1630, 712, 905, 404298
2011-07-06, 37795, 20635, 12625, 16575, 15550, 40632, 1030, 2152, 2498, 5170, 9382, 6535, 15918, 1058, 23828, 47988, 83765, 92135, 2055, 87072, 6795, 8458, 9608, 298, 180782, 7512, 242350, 241778, 13550, 5120, 260720, 8512, 268462, 1495, 11135, 279252, 278962, 115, 400, 445, 2075, 338, 3812, 428, 1692, 1088, 2235, 2072, 3652, 992, 1800, 2520, 3715, 5250, 5540, 16148, 19032, 25118, 23465, 208, 21950, 20605, 17912, 17712, 308, 20235, 9802, 945, 15732, 1005, 1100, 1195, 925, 245, 900, 1210, 4548, 1188, 1020, 272, 292, 0, 32, 1335, 545, 5832, 690, 25768, 27390, 30748, 11842, 76440, 23205, 8780, 36012, 112452, 112452, 112790, 112790, 318, 390822, 120, 202, 105, 470, 1162, 1902, 393948, 5775, 395635, 1590, 690, 910, 398540
2011-07-07, 36920, 20378, 12505, 15790, 14740, 39780, 995, 2080, 2368, 4945, 8970, 6142, 15110, 980, 22578, 47050, 79605, 87652, 1942, 82790, 6355, 7982, 9120, 290, 177348, 7195, 235038, 234658, 13218, 4858, 253158, 8312, 261320, 1468, 10958, 273320, 273662, 108, 388, 462, 1995, 295, 3828, 408, 1605, 1040, 2060, 1910, 3522, 972, 1740, 2455, 3570, 5008, 5272, 15632, 18442, 24295, 23400, 200, 21632, 20300, 17610, 17420, 298, 19905, 9715, 905, 15530, 965, 1062, 1145, 875, 235, 870, 1138, 4522, 1178, 1008, 262, 288, 0, 30, 1275, 505, 5568, 645, 25245, 26835, 29172, 11390, 73735, 21838, 8312, 34672, 108405, 108405, 108732, 108732, 305, 391688, 112, 192, 100, 448, 1115, 1835, 397628, 5728, 399518, 1542, 662, 898, 402940
2011-07-08, 35298, 20118, 12115, 14800, 13605, 38402, 955, 1998, 2255, 4728, 8588, 5785, 14370, 910, 21468, 45680, 75732, 83452, 1838, 78372, 5910, 7510, 8645, 282, 174790, 6838, 227685, 227215, 12872, 4555, 245128, 7972, 253202, 1422, 10608, 264832, 265180, 102, 380, 478, 1942, 268, 3810, 392, 1548, 1030, 1958, 1728, 3362, 955, 1690, 2410, 3445, 4812, 5048, 15145, 17912, 23590, 23340, 190, 21320, 20002, 17292, 17102, 285, 19558, 9628, 865, 15338, 928, 1038, 1100, 828, 225, 840, 1070, 4498, 1165, 990, 252, 280, 0, 25, 1150, 478, 5308, 605, 24715, 26280, 27705, 11025, 71220, 20435, 7845, 33258, 104482, 104482, 104800, 104800, 292, 379788, 110, 182, 100, 420, 1075, 1772, 386320, 5685, 388382, 1508, 660, 910, 392350
2011-07-09, 33598, 19878, 11650, 13820, 12595, 36900, 915, 1910, 2125, 4502, 8178, 5375, 13552, 850, 20318, 43938, 70910, 78230, 1760, 73638, 5470, 7020, 8142, 272, 172825, 6480, 220780, 220275, 12385, 4308, 237560, 7870, 245590, 1405, 10420, 256968, 257288, 100, 372, 480, 1942, 238, 3810, 380, 1522, 1025, 1920, 1650, 3198, 935, 1595, 2295, 3285, 4595, 4825, 14552, 17245, 22788, 23280, 182, 21052, 19760, 17018, 16822, 265, 19198, 9540, 825, 15165, 895, 1012, 1055, 775, 215, 822, 1010, 4485, 1155, 958, 240, 272, 0, 12, 1060, 452, 5050, 572, 24180, 25712, 26312, 10600, 68765, 18892, 7312, 31748, 100518, 100518, 100820, 100820, 280, 367532, 108, 172, 95, 395, 1035, 1702, 373680, 5635, 375685, 1492, 662, 938, 379640
