, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-07-09, , , , , , , , , , , , , , , , , , , , , 4473, 4850, 5737, 193, , , 245028, 9583, 5124, 255011, 8253, 264107, 1752, 10738, 284014, 272760, 754, 649, 446, 2921, 387, 4167, 801, 2147, 1372, 3570, 2910, 2567, 601, 543, 1268, 948, 915, 1560, 5687, 6524, 8061, 14625, 29, 7410, 6802, 3785, 3203, 37, 4656, 1500, 80, 6247, 516, 583, 558, 230, 193, 175, 690, 4553, 1473, 1093, 8, 187, 0, 107, 662, 199, 2849, 294, 11723, 13065, 13564, 3120, 29731, 8055, 5400, 17577, 47308, 55808, 48768, 50200, 97, 320765, 73, 96, 17, 109, 297, 560, 318957, 5374, 311688, 1991, 850, 1173, 388533
2012-07-10, , , , , , , , , , , , , , , , , , , , , 4346, 5234, 6032, 192, , , 243087, 9627, 5225, 257650, 10805, 267138, 1942, 11388, 291245, 292150, 738, 642, 466, 2911, 410, 4214, 738, 2331, 1794, 4354, 3715, 3037, 596, 501, 1304, 940, 906, 1483, 5664, 6491, 7995, 14606, 30, 7330, 6652, 3684, 3171, 38, 4735, 1500, 77, 6676, 498, 568, 547, 223, 185, 160, 677, 4500, 1449, 1090, 8, 113, 0, 108, 694, 193, 2798, 292, 11789, 13288, 13272, 3037, 30715, 7685, 5330, 18125, 48840, 47757, 47418, 47418, 110, 321709, 74, 95, 16, 131, 291, 543, 320840, 5450, 321684, 2193, 858, 1170, 330556
2012-07-11, , , , , , , , , , , , , , , , , , , , , 4157, 5056, 5996, 188, , , 241122, 9950, 5654, 256178, 10978, 267097, 2017, 11675, 290502, 291728, 619, 592, 424, 2568, 325, 4298, 613, 2314, 1702, 4386, 4558, 4106, 594, 436, 1251, 924, 986, 1386, 5554, 6376, 7885, 14578, 28, 7404, 6650, 3575, 3047, 37, 4650, 1500, 67, 6535, 474, 544, 532, 212, 176, 151, 666, 4466, 1428, 1078, 8, 112, 0, 100, 657, 185, 2726, 291, 10944, 12428, 12952, 2840, 29026, 7010, 5131, 17155, 46182, 45606, 45769, 45769, 114, 334412, 71, 89, 13, 146, 281, 517, 335923, 5421, 337170, 2235, 731, 1162, 340855
2012-07-12, , , , , , , , , , , , , , , , , , , , , 3988, 4878, 5808, 182, , , 242997, 10327, 5641, 258742, 10161, 269874, 1988, 11050, 291376, 291945, 540, 551, 386, 2430, 238, 4204, 528, 2258, 1625, 3950, 4032, 4857, 583, 378, 1168, 910, 955, 1321, 5445, 6246, 7719, 14548, 27, 7524, 6734, 3650, 3113, 34, 4572, 1500, 60, 6469, 451, 522, 519, 196, 164, 151, 640, 4444, 1402, 1061, 8, 108, 0, 84, 596, 177, 2638, 290, 10620, 11760, 12576, 2681, 28714, 6430, 4704, 16442, 45156, 45156, 45317, 45317, 74, 338264, 71, 84, 11, 128, 268, 487, 339514, 5333, 340721, 2000, 703, 1170, 344516
2012-07-13, , , , , , , , , , , , , , , , , , , , , 3830, 4711, 5632, 179, , , 242997, 10180, 5382, 258766, 8562, 269949, 1949, 10322, 289504, 289640, 462, 531, 374, 2401, 199, 4088, 461, 2158, 1573, 3720, 3670, 4755, 582, 324, 1090, 899, 872, 1271, 5352, 6137, 7570, 14518, 25, 7537, 6714, 3696, 3187, 32, 4598, 1500, 58, 6442, 420, 491, 500, 186, 151, 151, 611, 4422, 1376, 1042, 7, 105, 0, 62, 566, 170, 2548, 290, 10380, 11322, 12142, 2563, 28784, 5959, 4322, 15938, 44722, 44722, 44879, 44879, 56, 340669, 72, 80, 10, 132, 258, 465, 342404, 5247, 343580, 1886, 686, 1182, 347362
2012-07-14, , , , , , , , , , , , , , , , , , , , , 3689, 4562, 5475, 176, , , 242997, 9674, 5032, 258142, 7094, 269286, 1852, 9354, 286561, 286697, 405, 492, 378, 2191, 178, 4034, 389, 1936, 1384, 3258, 3266, 4436, 590, 280, 1041, 905, 802, 1231, 5295, 6072, 7474, 14488, 26, 7516, 6650, 3666, 3178, 31, 4675, 1500, 61, 6412, 406, 479, 502, 208, 148, 170, 632, 4404, 1350, 1024, 8, 106, 0, 43, 553, 164, 2462, 290, 10244, 11025, 11754, 2469, 28564, 5605, 4011, 16011, 44576, 44576, 44728, 44728, 64, 337732, 72, 79, 10, 152, 255, 451, 339864, 5162, 341096, 1794, 645, 1138, 345072
2012-07-15, , , , , , , , , , , , , , , , , , , , , 3554, 4419, 5331, 176, , , 245622, 9255, 4643, 259391, 5792, 269944, 1758, 8354, 284232, 284234, 360, 446, 378, 1974, 166, 4006, 334, 1721, 1276, 2843, 2786, 4056, 601, 270, 1033, 934, 776, 1224, 5303, 6088, 7526, 14460, 29, 7522, 6604, 3623, 3146, 33, 4666, 1485, 77, 6383, 406, 483, 502, 244, 146, 257, 653, 4390, 1324, 1003, 8, 106, 0, 27, 864, 165, 2425, 294, 10143, 10898, 11415, 2387, 27862, 5339, 3761, 16563, 44426, 44426, 44576, 44576, 68, 334319, 70, 74, 9, 176, 293, 452, 336259, 5080, 337398, 1740, 642, 1142, 341241
2012-07-16, 43677, 46448, 6495, 5679, 5000, 18270, 192, 551, 510, 1417, 2563, 2823, 4998, 379, 6758, 25905, 29877, 32970, 2494, 30878, 3426, 4274, 5180, 177, 5763, 256841, 251872, 8946, 4248, 265012, 4710, 275506, 1647, 7492, 287314, 287192, 326, 416, 386, 1816, 156, 3971, 293, 1559, 1199, 2540, 2411, 3625, 615, 239, 1014, 959, 793, 1214, 5291, 6065, 7520, 14432, 28, 7571, 6603, 3616, 3143, 32, 4647, 1415, 96, 6368, 404, 483, 502, 266, 142, 332, 644, 4371, 1265, 970, 7, 104, 0, 14, 999, 160, 2425, 298, 10086, 10795, 11113, 2314, 27414, 5126, 3565, 16332, 43747, 43747, 43894, 43894, 55, 333526, 70, 70, 9, 187, 289, 494, 334473, 5004, 335407, 1693, 621, 1132, 338920
2012-07-17, 41850, 46232, 6109, 5524, 4496, 17960, 176, 528, 503, 1386, 2527, 2668, 5002, 350, 6688, 24777, 30238, 33558, 2420, 33208, 3296, 4147, 5048, 168, 5545, 251516, 254997, 8546, 3885, 267803, 3838, 278567, 1542, 6774, 288693, 288705, 299, 388, 399, 1696, 148, 3958, 262, 1442, 1130, 2306, 2150, 3247, 606, 157, 931, 956, 808, 1178, 5195, 5956, 7392, 14405, 24, 7656, 6641, 3652, 3184, 32, 4660, 1400, 73, 6328, 378, 453, 472, 234, 129, 235, 574, 4350, 1187, 903, 10, 100, 0, 8, 706, 149, 2394, 296, 9975, 10667, 10825, 2244, 26960, 4962, 3390, 16153, 43112, 43112, 43258, 43258, 39, 335146, 69, 66, 8, 180, 266, 477, 336139, 4938, 337005, 1646, 623, 1121, 340344
2012-07-18, 37904, 43091, 5781, 5328, 3843, 17445, 175, 522, 506, 1345, 2474, 2443, 4903, 347, 6539, 23247, 31270, 34704, 2304, 34103, 3168, 4021, 4914, 166, 5194, 245808, 249372, 7942, 3580, 262482, 3194, 274278, 1423, 6145, 283787, 284209, 276, 358, 414, 1567, 140, 3962, 238, 1330, 1012, 2056, 1964, 2974, 580, 119, 855, 910, 752, 1114, 5067, 5794, 7172, 14377, 23, 7723, 6670, 3705, 3249, 32, 4664, 1400, 54, 6264, 352, 422, 440, 154, 120, 156, 533, 4334, 1110, 829, 6, 97, 0, 5, 509, 142, 2343, 283, 9809, 10486, 10519, 2174, 26468, 4816, 3241, 16000, 42468, 42468, 42610, 42610, 30, 333575, 68, 63, 8, 182, 251, 438, 335365, 4878, 336329, 1568, 560, 1054, 339884
