, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-11-03,6636.0,5149.0,1137.0,853.0,1086.0,3444.0,141.0,514.0,226.0,479.0,1173.0,911.0,2156.0,86.0,2770.0,3756.0,10033.0,10074.0,18160.0,28903.0,1054.0,2997.0,44.0,93402.0,545.0,96101.0,89973.0,2244.0,1039.0,88196.0,1859.0,86084.0,188.0,1859.0,89767.0,90068.0,132.0,191.0,232.0,470.0,548.0,80.0,842.0,86.0,289.0,179.0,434.0,1335.0,1945.0,395.0,469.0,952.0,375.0,1267.0,394.0,1081.0,1438.0,2270.0,1931.0,19.0,2722.0,2710.0,2341.0,2026.0,136.0,4613.0,415.0,49.0,7203.0,61.0,43.0,174.0,99.0,46.0,237.0,259.0,885.0,44.0,47.0,26.0,50.0,191.0,42.0,881.0,96.0,10648.0,10633.0,3332.0,528.0,12368.0,1283.0,902.0,2873.0,15241.0,15241.0,15309.0,15309.0,98.0,121903.0,49.0,60.0,2.0,247.0,115.0,231.0,129376.0,4500.0,129323.0,725.0,327.0,542.0,133024.0
2003-11-04,6361.0,5133.0,1097.0,808.0,805.0,3411.0,142.0,500.0,225.0,480.0,1174.0,888.0,2132.0,83.0,2788.0,3727.0,10771.0,10805.0,282.0,11996.0,867.0,2988.0,44.0,96313.0,530.0,99747.0,94063.0,2217.0,1001.0,97638.0,1785.0,100414.0,179.0,1744.0,109583.0,109565.0,119.0,179.0,228.0,438.0,538.0,74.0,823.0,82.0,286.0,170.0,435.0,1304.0,1913.0,395.0,473.0,953.0,375.0,1260.0,393.0,1094.0,1439.0,2253.0,1892.0,19.0,2818.0,2760.0,2348.0,2034.0,144.0,4631.0,415.0,49.0,7221.0,61.0,43.0,174.0,103.0,46.0,240.0,261.0,887.0,45.0,48.0,25.0,56.0,190.0,42.0,918.0,96.0,10886.0,10761.0,3343.0,528.0,12416.0,1384.0,826.0,3005.0,15421.0,15421.0,15495.0,15495.0,105.0,122242.0,49.0,64.0,6.0,255.0,118.0,232.0,122887.0,4490.0,123003.0,721.0,321.0,538.0,123913.0
2003-11-05,6088.0,5119.0,1056.0,764.0,721.0,3386.0,142.0,496.0,223.0,480.0,1166.0,869.0,2103.0,80.0,2757.0,3712.0,10917.0,10944.0,274.0,12201.0,780.0,2990.0,44.0,94626.0,513.0,98631.0,90078.0,2164.0,960.0,93356.0,1712.0,95915.0,170.0,1686.0,104778.0,104953.0,108.0,168.0,223.0,409.0,526.0,69.0,802.0,79.0,284.0,163.0,431.0,1287.0,1871.0,395.0,474.0,956.0,376.0,1252.0,393.0,1095.0,1434.0,2248.0,1851.0,19.0,2830.0,2787.0,2424.0,2087.0,149.0,4667.0,415.0,50.0,7196.0,61.0,44.0,173.0,105.0,45.0,233.0,261.0,887.0,46.0,48.0,23.0,58.0,188.0,42.0,927.0,97.0,10890.0,10827.0,3347.0,527.0,12439.0,1381.0,783.0,3033.0,15472.0,15472.0,15549.0,15549.0,106.0,128541.0,49.0,64.0,8.0,262.0,119.0,233.0,131980.0,4487.0,132481.0,719.0,316.0,535.0,133974.0
2003-11-06,5831.0,5107.0,1016.0,722.0,696.0,3380.0,142.0,495.0,222.0,477.0,1161.0,852.0,2080.0,78.0,2715.0,3641.0,10902.0,10921.0,267.0,12181.0,695.0,2992.0,44.0,94294.0,495.0,97939.0,88984.0,2105.0,922.0,92263.0,1642.0,94817.0,162.0,1635.0,103138.0,103209.0,98.0,158.0,219.0,382.0,517.0,65.0,782.0,76.0,282.0,157.0,428.0,1268.0,1838.0,394.0,461.0,946.0,375.0,1248.0,392.0,1096.0,1426.0,2236.0,1810.0,19.0,2774.0,2737.0,2423.0,2136.0,149.0,4732.0,415.0,49.0,7172.0,61.0,44.0,173.0,103.0,45.0,229.0,261.0,887.0,48.0,48.0,22.0,53.0,187.0,42.0,923.0,96.0,10883.0,10840.0,3344.0,524.0,12451.0,1341.0,743.0,2999.0,15451.0,15451.0,15527.0,15527.0,105.0,124586.0,49.0,64.0,7.0,250.0,118.0,232.0,128044.0,4483.0,128655.0,713.0,311.0,531.0,130511.0
2003-11-07,5593.0,5096.0,978.0,680.0,674.0,3384.0,143.0,494.0,221.0,474.0,1158.0,837.0,2060.0,77.0,2679.0,3581.0,11246.0,11251.0,260.0,12400.0,609.0,2995.0,44.0,94126.0,474.0,97749.0,81016.0,2049.0,885.0,84998.0,1576.0,88379.0,155.0,1587.0,97410.0,97789.0,89.0,148.0,215.0,358.0,511.0,61.0,766.0,73.0,280.0,153.0,425.0,1253.0,1809.0,393.0,446.0,932.0,374.0,1234.0,391.0,1097.0,1419.0,2224.0,1769.0,19.0,2678.0,2646.0,2347.0,2109.0,147.0,4740.0,415.0,49.0,7152.0,60.0,44.0,172.0,101.0,44.0,227.0,260.0,888.0,50.0,47.0,21.0,49.0,186.0,41.0,918.0,96.0,10832.0,10810.0,3337.0,521.0,12456.0,1296.0,709.0,2953.0,15410.0,15410.0,15484.0,15484.0,98.0,121886.0,49.0,61.0,6.0,245.0,117.0,231.0,125541.0,4480.0,126123.0,709.0,307.0,528.0,127934.0
2003-11-08,5371.0,5087.0,940.0,638.0,654.0,3391.0,143.0,493.0,220.0,471.0,1155.0,825.0,2044.0,76.0,2647.0,3580.0,12011.0,12012.0,254.0,13190.0,560.0,2998.0,44.0,93619.0,456.0,97456.0,66967.0,1957.0,851.0,69870.0,1513.0,72623.0,148.0,1542.0,81315.0,81889.0,82.0,140.0,211.0,337.0,505.0,58.0,753.0,71.0,279.0,149.0,422.0,1243.0,1793.0,392.0,431.0,917.0,373.0,1217.0,391.0,1098.0,1411.0,2212.0,1728.0,19.0,2580.0,2541.0,2241.0,2025.0,145.0,4676.0,415.0,49.0,7165.0,60.0,45.0,172.0,100.0,45.0,239.0,260.0,888.0,57.0,47.0,21.0,46.0,185.0,42.0,916.0,95.0,10778.0,10770.0,3334.0,519.0,12459.0,1258.0,690.0,2910.0,15370.0,15370.0,15444.0,15444.0,92.0,112143.0,49.0,59.0,7.0,247.0,118.0,239.0,117357.0,4480.0,118292.0,716.0,303.0,525.0,120818.0
2003-11-09,5164.0,5080.0,903.0,598.0,635.0,3399.0,143.0,492.0,218.0,469.0,1152.0,818.0,2033.0,76.0,2619.0,3584.0,12125.0,12128.0,248.0,13417.0,585.0,3005.0,45.0,91049.0,439.0,95181.0,93737.0,1868.0,818.0,94799.0,1453.0,94983.0,142.0,1498.0,98599.0,97446.0,76.0,132.0,207.0,317.0,500.0,55.0,741.0,69.0,278.0,146.0,420.0,1234.0,1787.0,392.0,433.0,915.0,373.0,1204.0,391.0,1100.0,1403.0,2200.0,1687.0,19.0,2541.0,2488.0,2176.0,1939.0,146.0,4583.0,415.0,49.0,7215.0,60.0,45.0,171.0,101.0,45.0,245.0,260.0,888.0,61.0,48.0,19.0,47.0,184.0,42.0,911.0,96.0,10742.0,10741.0,3357.0,517.0,12474.0,1235.0,702.0,2883.0,15357.0,15357.0,15438.0,15438.0,89.0,103721.0,49.0,59.0,10.0,241.0,122.0,249.0,106276.0,4480.0,106782.0,725.0,302.0,522.0,108649.0
2003-11-10,4976.0,5074.0,866.0,559.0,618.0,3410.0,144.0,491.0,217.0,466.0,1150.0,813.0,2025.0,75.0,2595.0,3593.0,12122.0,12130.0,243.0,13474.0,587.0,3006.0,46.0,87762.0,423.0,92642.0,98436.0,1787.0,787.0,101053.0,1397.0,103269.0,136.0,1456.0,109690.0,109564.0,71.0,125.0,203.0,300.0,495.0,53.0,731.0,67.0,277.0,146.0,418.0,1224.0,1761.0,391.0,439.0,921.0,374.0,1200.0,390.0,1101.0,1396.0,2188.0,1645.0,19.0,2515.0,2457.0,2156.0,1899.0,148.0,4521.0,415.0,49.0,7189.0,60.0,45.0,171.0,104.0,45.0,237.0,260.0,888.0,60.0,48.0,18.0,48.0,184.0,42.0,903.0,98.0,10748.0,10752.0,3383.0,514.0,12511.0,1210.0,695.0,2860.0,15371.0,15371.0,15451.0,15451.0,88.0,123044.0,48.0,60.0,10.0,239.0,132.0,249.0,123518.0,4477.0,123062.0,708.0,329.0,520.0,122903.0
2003-11-11,4813.0,5070.0,830.0,521.0,602.0,3422.0,144.0,490.0,216.0,464.0,1148.0,809.0,2017.0,75.0,2574.0,3624.0,12109.0,12127.0,238.0,13501.0,577.0,3005.0,46.0,82372.0,410.0,86888.0,94094.0,1714.0,758.0,96779.0,1343.0,99348.0,130.0,1416.0,106222.0,106424.0,67.0,118.0,200.0,284.0,490.0,50.0,722.0,65.0,276.0,146.0,416.0,1216.0,1735.0,390.0,443.0,927.0,374.0,1203.0,389.0,1102.0,1388.0,2176.0,1604.0,19.0,2496.0,2435.0,2154.0,1892.0,149.0,4500.0,415.0,48.0,7129.0,60.0,46.0,171.0,105.0,45.0,231.0,260.0,888.0,56.0,49.0,17.0,49.0,183.0,42.0,890.0,97.0,10742.0,10771.0,3375.0,511.0,12537.0,1176.0,673.0,2827.0,15365.0,15365.0,15442.0,15442.0,88.0,127920.0,48.0,61.0,8.0,240.0,130.0,246.0,131257.0,4473.0,131574.0,700.0,345.0,517.0,133021.0
2003-11-12,4643.0,5066.0,795.0,483.0,586.0,3436.0,144.0,489.0,215.0,463.0,1147.0,808.0,2013.0,73.0,2554.0,3654.0,12090.0,12098.0,233.0,13447.0,563.0,3007.0,45.0,81297.0,396.0,84945.0,94000.0,1647.0,730.0,96425.0,1291.0,98740.0,125.0,1378.0,104786.0,104806.0,63.0,112.0,197.0,270.0,486.0,47.0,711.0,64.0,275.0,143.0,414.0,1209.0,1715.0,389.0,446.0,931.0,375.0,1208.0,389.0,1103.0,1381.0,2164.0,1563.0,19.0,2469.0,2406.0,2142.0,1890.0,150.0,4498.0,415.0,48.0,7096.0,60.0,46.0,170.0,105.0,45.0,228.0,259.0,888.0,46.0,49.0,15.0,49.0,182.0,42.0,881.0,96.0,10669.0,10726.0,3353.0,507.0,12533.0,1142.0,657.0,2792.0,15325.0,15325.0,15403.0,15403.0,89.0,124201.0,48.0,62.0,8.0,240.0,127.0,243.0,127846.0,4469.0,128315.0,697.0,345.0,514.0,130181.0
