, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-06-25, 65797, 45741, 15904, 15404, 19434, 48884, 263, 825, 1147, 4070, 6341, 7910, 14303, 1112, 18765, 51728, 76336, 80048, 6428, 81797, 9336, 12249, 13383, 348, 18030, 302660, 264248, 13933, 7166, 280379, 8337, 282399, 1621, 9228, 301949, 301265, 634, 618, 871, 2185, 518, 5231, 767, 2349, 1082, 4341, 6075, 7734, 502, 1477, 2127, 1609, 2584, 3080, 9067, 10826, 12842, 12529, 54, 6944, 5447, 2367, 1671, 35, 3604, 3475, 104, 8376, 768, 677, 1144, 802, 220, 191, 1465, 5101, 1666, 1456, 45, 151, 0, 118, 1735, 382, 4506, 445, 14842, 15661, 27618, 4112, 53213, 20629, 11765, 31106, 84319, 95928, 85669, 86100, 265, 404890, 105, 162, 39, 249, 658, 1077, 377487, 6399, 365488, 2202, 854, 1295, 457514
2012-06-26, 62148, 47197, 15505, 15463, 19253, 48717, 280, 794, 1145, 4017, 6268, 7680, 14235, 1097, 18649, 54120, 76874, 83770, 6387, 88450, 9048, 10592, 12456, 346, 16203, 300837, 285239, 13865, 6970, 304399, 7768, 307092, 1557, 8848, 331314, 329761, 591, 561, 666, 2102, 480, 4442, 732, 2244, 1282, 4220, 5206, 7278, 524, 1436, 2043, 1505, 2496, 2834, 9146, 10927, 12953, 12791, 52, 6977, 5543, 2697, 2042, 56, 3894, 3472, 101, 8389, 774, 700, 1104, 832, 200, 190, 1388, 5032, 1687, 1457, 43, 149, 0, 120, 1619, 370, 4441, 448, 14887, 16056, 26653, 3396, 52082, 20684, 11112, 31346, 83428, 81798, 83338, 83338, 231, 407598, 105, 156, 38, 247, 649, 1038, 410866, 6326, 393050, 2196, 842, 1228, 401189
2012-06-27, 61744, 46845, 16385, 16328, 18914, 49068, 254, 760, 1052, 3976, 6111, 6900, 13113, 1120, 18156, 55375, 77546, 84579, 6322, 90566, 8946, 8567, 9736, 367, 16066, 310056, 287997, 13724, 6983, 308761, 8228, 313930, 1538, 8949, 340299, 340272, 585, 520, 598, 2011, 491, 3980, 676, 2196, 1438, 4242, 4486, 6167, 554, 1318, 1955, 1474, 2354, 2603, 8551, 10316, 12622, 13883, 50, 7424, 5878, 2931, 2334, 71, 4428, 3468, 98, 8421, 734, 688, 1032, 794, 183, 190, 1275, 4924, 1662, 1449, 42, 146, 0, 113, 1462, 352, 4099, 433, 15123, 16327, 25481, 3054, 48777, 19508, 10899, 29834, 78610, 78610, 78869, 78869, 226, 424809, 101, 150, 35, 228, 643, 1031, 428433, 6208, 412334, 2374, 851, 1194, 415608
2012-06-28, 62909, 45475, 16968, 14628, 15240, 48807, 238, 719, 988, 3937, 5955, 6094, 12049, 1018, 16690, 56166, 76644, 83686, 6191, 87463, 8549, 8342, 9583, 327, 16739, 310741, 287997, 13646, 6808, 308572, 7213, 313930, 1360, 8403, 338361, 338460, 500, 442, 407, 1698, 359, 3403, 620, 1925, 1247, 3662, 3639, 5320, 543, 1140, 1841, 1428, 2213, 2402, 7850, 9548, 11828, 14271, 48, 8349, 6838, 3661, 2961, 51, 4720, 3465, 92, 8398, 676, 656, 961, 681, 172, 190, 1184, 4818, 1370, 1251, 38, 144, 0, 103, 1231, 335, 3860, 411, 14766, 16024, 24106, 2897, 47218, 17706, 9892, 27366, 74585, 74585, 74837, 74837, 186, 422280, 97, 144, 32, 173, 625, 993, 428557, 6076, 414156, 2264, 765, 1122, 418702
2012-06-29, 53170, 44906, 14643, 12083, 11770, 42464, 226, 685, 943, 3770, 5688, 5395, 11083, 938, 15356, 52620, 74958, 81920, 6098, 84612, 7800, 7618, 8908, 310, 15225, 303405, 287997, 13184, 6485, 308054, 6771, 313679, 1384, 8767, 336651, 336699, 486, 438, 388, 2002, 363, 3097, 608, 2039, 1422, 3660, 2774, 4462, 518, 962, 1659, 1358, 2029, 2226, 7196, 8826, 11026, 14240, 46, 8540, 7135, 4306, 3718, 40, 5377, 3462, 88, 8403, 651, 657, 918, 609, 164, 190, 1110, 4711, 1352, 1134, 36, 142, 0, 94, 1099, 319, 3680, 397, 14233, 15488, 22707, 2770, 45522, 15133, 8478, 23485, 69007, 69007, 69254, 69254, 161, 413686, 94, 136, 29, 142, 614, 958, 420168, 5932, 407099, 2246, 758, 1049, 411767
2012-06-30, 45240, 44268, 12856, 10425, 9729, 37568, 216, 656, 906, 3580, 5415, 4803, 10218, 867, 14150, 46413, 71373, 78094, 5994, 80748, 6970, 6708, 7986, 300, 13840, 294759, 287997, 12630, 6487, 307461, 7658, 313506, 1520, 9861, 335884, 335916, 488, 456, 435, 2277, 424, 3496, 603, 2170, 1520, 3904, 3265, 3793, 518, 846, 1542, 1305, 1806, 2105, 6632, 8193, 10322, 14198, 45, 8396, 7016, 4342, 3853, 40, 5806, 3458, 84, 8412, 632, 656, 882, 568, 158, 190, 1044, 4604, 1185, 1053, 32, 140, 0, 80, 1028, 304, 3535, 384, 14014, 15182, 21461, 2666, 43952, 13256, 7475, 21393, 65346, 65346, 65586, 65586, 148, 407440, 92, 130, 26, 127, 601, 932, 413043, 5790, 401120, 2358, 715, 1010, 405482
2012-07-01, 40598, 42962, 11784, 9219, 8423, 34122, 210, 638, 886, 3404, 5176, 4284, 9460, 806, 13085, 42124, 65068, 71268, 5844, 74081, 6384, 6032, 7256, 292, 12865, 287020, 285622, 12420, 6596, 305239, 8260, 312100, 1566, 10360, 333912, 334090, 488, 440, 418, 2194, 381, 3694, 573, 2165, 1490, 3919, 3707, 3928, 513, 748, 1438, 1268, 1580, 2002, 6134, 7629, 9727, 14157, 43, 8214, 6843, 4180, 3722, 39, 5771, 3454, 80, 8414, 610, 638, 847, 535, 150, 190, 983, 4497, 1034, 860, 30, 138, 0, 64, 1048, 290, 3405, 372, 13746, 14926, 20333, 2573, 42582, 12012, 6814, 19750, 62332, 62332, 62565, 62565, 134, 402997, 90, 125, 23, 114, 591, 910, 408188, 5656, 397468, 2386, 682, 979, 401732
2012-07-02, 38370, 37241, 10922, 8314, 7466, 31255, 201, 622, 865, 3248, 4980, 3865, 8846, 749, 12183, 38518, 58538, 64183, 5641, 67045, 5942, 5892, 6826, 280, 12157, 286096, 268997, 12484, 6558, 289351, 7972, 299140, 1521, 9962, 320531, 321274, 440, 394, 286, 1930, 284, 3387, 514, 2010, 1406, 3637, 3353, 4246, 508, 639, 1283, 1227, 1348, 1894, 5670, 7100, 9151, 14116, 41, 8029, 6666, 3996, 3554, 38, 5570, 3450, 78, 8412, 588, 621, 812, 490, 144, 190, 928, 4390, 1022, 816, 28, 136, 0, 50, 992, 276, 3287, 362, 13487, 14615, 19311, 2488, 41510, 11578, 6190, 18936, 60446, 60446, 60673, 60673, 126, 394948, 88, 120, 20, 91, 582, 892, 401362, 5529, 392035, 2306, 654, 942, 396636
2012-07-03, 35641, 36816, 10117, 7640, 6728, 28707, 196, 611, 802, 3100, 4755, 3500, 8256, 697, 11405, 35387, 53396, 58588, 5448, 61106, 5582, 6426, 7461, 271, 11295, 280531, 251747, 12453, 6272, 271554, 7340, 281180, 1454, 9348, 300375, 301206, 406, 360, 161, 1753, 231, 2943, 458, 1890, 1344, 3382, 2604, 4063, 506, 564, 1218, 1191, 1147, 1796, 5227, 6594, 8593, 14076, 40, 7849, 6490, 3806, 3380, 37, 5379, 3446, 76, 8408, 560, 598, 777, 456, 138, 190, 878, 4284, 1011, 794, 22, 134, 0, 43, 887, 264, 3170, 351, 13349, 14436, 18366, 2404, 40358, 10931, 5480, 17702, 58060, 58060, 58280, 58280, 112, 375634, 88, 116, 17, 82, 571, 868, 383545, 5405, 375773, 2192, 627, 911, 381009
2012-07-04, 32860, 36454, 9359, 7108, 6133, 26356, 175, 580, 753, 2962, 4534, 3151, 7685, 651, 10646, 32536, 49466, 54325, 5260, 56678, 5273, 6098, 7180, 262, 10491, 270664, 244997, 12046, 5899, 263671, 6928, 271997, 1400, 8898, 287739, 288110, 382, 342, 76, 1728, 208, 2676, 407, 1812, 1273, 3214, 2079, 3497, 500, 489, 1114, 1166, 975, 1714, 4880, 6162, 8103, 14035, 38, 7701, 6344, 3635, 3220, 35, 5192, 3442, 70, 8398, 538, 579, 748, 418, 132, 190, 834, 4178, 1000, 774, 17, 130, 0, 36, 835, 252, 3062, 339, 13206, 14268, 17408, 2326, 39073, 9892, 4959, 15931, 55004, 55004, 55216, 55216, 99, 354503, 86, 112, 14, 92, 562, 846, 361485, 5282, 354952, 2098, 616, 886, 360013
