, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER 10 ENE, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-10-06,3494.0,4637.0,563.0,416.0,449.0,3469.0,135.0,387.0,218.0,460.0,1092.0,495.0,1763.0,64.0,2128.0,3374.0,5881.0,5521.0,179.0,6102.0,443.0,1827.0,42.0,80485.0,142.0,84609.0,76364.0,527.0,270.0,73953.0,562.0,72765.0,63.0,439.0,70014.0,68532.0,48.0,47.0,216.0,107.0,498.0,12.0,1124.0,63.0,261.0,167.0,1210.0,424.0,1175.0,397.0,371.0,996.0,472.0,812.0,444.0,2625.0,2857.0,4406.0,5571.0,13.0,3040.0,3565.0,2256.0,1934.0,53.0,3827.0,0.0,40.0,6860.0,68.0,89.0,153.0,6.0,12.0,103.0,647.0,1008.0,19.0,39.0,0.0,0.0,243.0,49.0,622.0,130.0,10111.0,9591.0,3017.0,511.0,13614.0,948.0,748.0,2662.0,16277.0,16277.0,16317.0,16317.0,45.0,66703.0,44.0,36.0,0.0,212.0,82.0,192.0,67611.0,4161.0,67695.0,716.0,357.0,512.0,68837.0
2003-10-07,3521.0,4327.0,560.0,415.0,447.0,3466.0,141.0,395.0,217.0,459.0,1095.0,512.0,1779.0,64.0,2197.0,3371.0,5965.0,5624.0,179.0,6300.0,445.0,1840.0,42.0,77429.0,143.0,79753.0,75294.0,533.0,271.0,76424.0,559.0,79160.0,63.0,437.0,82145.0,82287.0,56.0,54.0,220.0,111.0,505.0,15.0,1128.0,68.0,271.0,211.0,1168.0,448.0,1199.0,396.0,369.0,1006.0,471.0,860.0,443.0,2446.0,2712.0,4245.0,5213.0,13.0,2936.0,3485.0,2351.0,2079.0,53.0,3989.0,0.0,39.0,6861.0,68.0,88.0,153.0,13.0,13.0,103.0,604.0,979.0,18.0,46.0,0.0,0.0,226.0,49.0,643.0,130.0,9663.0,9232.0,3016.0,508.0,14283.0,942.0,742.0,2656.0,16939.0,16939.0,16981.0,16981.0,59.0,91119.0,43.0,38.0,0.0,224.0,83.0,204.0,89235.0,4179.0,88877.0,706.0,335.0,511.0,87956.0
2003-10-08,3555.0,4669.0,557.0,414.0,450.0,3464.0,145.0,402.0,219.0,458.0,1099.0,524.0,1792.0,64.0,2232.0,3373.0,6058.0,5733.0,179.0,6395.0,452.0,1843.0,43.0,77405.0,147.0,79484.0,75000.0,532.0,274.0,75812.0,557.0,78074.0,63.0,435.0,80316.0,80323.0,44.0,45.0,220.0,104.0,502.0,13.0,1107.0,60.0,266.0,165.0,1119.0,456.0,1233.0,394.0,388.0,1040.0,469.0,921.0,442.0,2279.0,2526.0,3982.0,4843.0,13.0,2878.0,3346.0,2280.0,2115.0,53.0,4112.0,0.0,39.0,6855.0,67.0,88.0,152.0,14.0,13.0,104.0,556.0,953.0,16.0,45.0,0.0,0.0,207.0,49.0,671.0,130.0,9608.0,9180.0,3016.0,505.0,14302.0,937.0,736.0,2649.0,16951.0,16951.0,16994.0,16994.0,62.0,96835.0,43.0,34.0,0.0,223.0,84.0,211.0,99207.0,4163.0,99996.0,699.0,305.0,510.0,101500.0
2003-10-09,3537.0,4937.0,552.0,413.0,469.0,3460.0,152.0,410.0,222.0,459.0,1106.0,553.0,1824.0,65.0,2246.0,3456.0,6098.0,5805.0,179.0,6529.0,475.0,1848.0,44.0,77396.0,149.0,79495.0,74037.0,533.0,277.0,75060.0,554.0,77518.0,63.0,434.0,79883.0,79935.0,48.0,49.0,224.0,105.0,507.0,15.0,1100.0,65.0,273.0,165.0,1079.0,447.0,1259.0,393.0,411.0,1088.0,468.0,985.0,441.0,2141.0,2382.0,3748.0,4474.0,13.0,2879.0,3296.0,2298.0,2103.0,53.0,4124.0,0.0,39.0,6856.0,67.0,88.0,152.0,24.0,13.0,105.0,474.0,900.0,17.0,49.0,0.0,0.0,192.0,49.0,675.0,133.0,9567.0,9229.0,3020.0,502.0,14314.0,938.0,739.0,2646.0,16960.0,16960.0,17004.0,17004.0,66.0,96241.0,43.0,36.0,0.0,223.0,85.0,221.0,98403.0,4180.0,99178.0,707.0,302.0,508.0,100701.0
2003-10-10,3529.0,4958.0,548.0,412.0,492.0,3456.0,155.0,417.0,221.0,463.0,1118.0,573.0,1852.0,65.0,2277.0,3560.0,6128.0,5854.0,179.0,6610.0,506.0,1855.0,46.0,77055.0,153.0,79276.0,70981.0,537.0,280.0,71894.0,553.0,74307.0,63.0,432.0,76691.0,76814.0,39.0,41.0,225.0,99.0,507.0,13.0,1080.0,57.0,270.0,152.0,1033.0,546.0,1278.0,392.0,415.0,1110.0,465.0,1047.0,440.0,2005.0,2244.0,3534.0,4105.0,13.0,2803.0,3186.0,2283.0,2133.0,53.0,4164.0,0.0,40.0,6855.0,66.0,88.0,152.0,24.0,13.0,107.0,391.0,831.0,19.0,50.0,0.0,0.0,170.0,49.0,670.0,135.0,9478.0,9231.0,3034.0,499.0,14337.0,943.0,734.0,2652.0,16989.0,16989.0,17035.0,17035.0,66.0,95138.0,43.0,35.0,0.0,219.0,85.0,228.0,97691.0,4162.0,98502.0,697.0,301.0,507.0,100152.0
2003-10-11,3413.0,4957.0,542.0,411.0,466.0,3452.0,157.0,421.0,216.0,460.0,1110.0,568.0,1836.0,64.0,2301.0,3475.0,6166.0,5904.0,179.0,6637.0,511.0,1857.0,45.0,76837.0,154.0,78960.0,68567.0,543.0,281.0,69849.0,550.0,72553.0,63.0,430.0,75028.0,75150.0,50.0,49.0,229.0,104.0,511.0,16.0,1075.0,67.0,271.0,162.0,984.0,690.0,1357.0,392.0,406.0,1113.0,460.0,1076.0,440.0,1876.0,2110.0,3322.0,3735.0,14.0,2569.0,2915.0,2120.0,2080.0,53.0,4176.0,0.0,40.0,6851.0,66.0,88.0,152.0,16.0,13.0,108.0,309.0,757.0,20.0,48.0,0.0,0.0,151.0,49.0,664.0,133.0,9359.0,9188.0,3032.0,496.0,14353.0,934.0,725.0,2644.0,16997.0,16997.0,17045.0,17045.0,67.0,92776.0,43.0,34.0,0.0,215.0,87.0,236.0,95260.0,4165.0,96063.0,696.0,300.0,506.0,97739.0
2003-10-12,3508.0,4976.0,535.0,411.0,621.0,3446.0,160.0,424.0,244.0,470.0,1162.0,629.0,1946.0,71.0,2301.0,3708.0,6209.0,6109.0,179.0,7267.0,725.0,2209.0,59.0,76843.0,159.0,79302.0,65290.0,548.0,283.0,65638.0,591.0,67572.0,63.0,428.0,69448.0,69541.0,87.0,87.0,235.0,112.0,521.0,24.0,1100.0,76.0,283.0,179.0,951.0,874.0,1545.0,392.0,403.0,1119.0,456.0,1106.0,443.0,1756.0,1986.0,3116.0,3367.0,14.0,2404.0,2674.0,1875.0,1895.0,53.0,4065.0,0.0,40.0,6850.0,67.0,89.0,151.0,17.0,16.0,109.0,265.0,693.0,23.0,49.0,0.0,0.0,165.0,49.0,664.0,137.0,9234.0,9137.0,3053.0,494.0,14355.0,1038.0,885.0,2687.0,17043.0,17043.0,17098.0,17098.0,74.0,89912.0,43.0,32.0,0.0,210.0,126.0,283.0,92957.0,4209.0,93871.0,720.0,300.0,506.0,95690.0
2003-10-13,3596.0,5026.0,529.0,410.0,755.0,3441.0,163.0,427.0,275.0,499.0,1244.0,766.0,2161.0,72.0,2414.0,3858.0,6249.0,6186.0,179.0,7312.0,855.0,3171.0,59.0,76941.0,165.0,80328.0,75896.0,556.0,292.0,76380.0,692.0,78079.0,63.0,427.0,78806.0,78387.0,59.0,59.0,235.0,98.0,519.0,16.0,1065.0,60.0,278.0,155.0,906.0,1053.0,1724.0,396.0,415.0,1142.0,455.0,1131.0,451.0,1638.0,1872.0,2926.0,2999.0,14.0,2287.0,2501.0,1740.0,1720.0,53.0,3892.0,0.0,40.0,6863.0,69.0,91.0,153.0,27.0,18.0,114.0,278.0,693.0,25.0,50.0,0.0,0.0,143.0,49.0,672.0,151.0,9152.0,9115.0,3160.0,494.0,13908.0,1253.0,911.0,2894.0,16802.0,16802.0,16876.0,16876.0,80.0,89113.0,43.0,33.0,0.0,206.0,153.0,340.0,90736.0,4187.0,91342.0,708.0,301.0,517.0,92716.0
2003-10-14,3434.0,5025.0,522.0,409.0,572.0,3435.0,165.0,430.0,238.0,488.0,1195.0,721.0,2064.0,65.0,2593.0,3609.0,6386.0,6224.0,179.0,7021.0,708.0,3299.0,48.0,77191.0,170.0,80697.0,76467.0,590.0,298.0,77308.0,608.0,79547.0,63.0,425.0,81254.0,81239.0,59.0,56.0,221.0,99.0,520.0,17.0,1043.0,64.0,275.0,158.0,855.0,1185.0,1886.0,392.0,416.0,1157.0,450.0,1150.0,445.0,1511.0,1745.0,2732.0,2633.0,15.0,2016.0,2210.0,1549.0,1589.0,53.0,3771.0,0.0,41.0,6857.0,67.0,90.0,152.0,21.0,15.0,115.0,295.0,719.0,28.0,51.0,0.0,0.0,96.0,50.0,658.0,149.0,9136.0,9163.0,3176.0,493.0,13085.0,1228.0,751.0,2968.0,16053.0,16053.0,16138.0,16138.0,76.0,96933.0,43.0,34.0,0.0,203.0,120.0,336.0,98638.0,4164.0,99023.0,698.0,300.0,514.0,99946.0
2003-10-15,3359.0,5022.0,516.0,409.0,475.0,3430.0,168.0,434.0,223.0,475.0,1155.0,648.0,1947.0,64.0,2522.0,3503.0,6496.0,6323.0,178.0,7077.0,602.0,3297.0,47.0,77444.0,175.0,80952.0,76718.0,695.0,309.0,77590.0,618.0,79826.0,63.0,423.0,81456.0,81447.0,54.0,50.0,100.0,95.0,341.0,15.0,983.0,58.0,223.0,150.0,749.0,1308.0,2038.0,388.0,411.0,1162.0,444.0,1166.0,438.0,1394.0,1617.0,2524.0,2339.0,15.0,1651.0,1787.0,1195.0,1359.0,53.0,3616.0,0.0,41.0,6850.0,65.0,87.0,152.0,19.0,15.0,114.0,311.0,745.0,30.0,51.0,0.0,0.0,73.0,50.0,646.0,142.0,9107.0,9213.0,3125.0,491.0,13024.0,1109.0,728.0,2856.0,15879.0,15879.0,15969.0,15969.0,72.0,98235.0,43.0,34.0,0.0,201.0,108.0,324.0,100667.0,4159.0,101288.0,696.0,299.0,513.0,102745.0
