, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIVER AT SPOKANE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-06-01,24421.0,23160.0,9983.0,9200.0,13376.0,23209.0,500.0,1440.0,3127.0,5838.0,4382.0,10220.0,1107.0,13020.0,25986.0,27893.0,30436.0,4206.0,45013.0,12307.0,10897.51,10243.0,273.0,110905.0,12553.0,132729.0,86251.0,11973.0,7361.0,104307.0,6022.0,105862.0,1100.0,7687.0,115285.0,114685.0,660.0,527.0,212.0,2056.0,965.0,771.0,2776.0,627.0,2098.0,848.0,3166.0,2784.0,4030.0,578.0,1613.0,2502.0,1391.0,2459.0,3301.0,3246.0,4721.0,8584.0,9938.0,248.0,6659.0,6184.0,4246.0,4170.0,256.0,6831.0,235.0,1117.0,8906.0,443.0,341.0,732.0,550.0,198.0,1801.0,1731.0,5750.0,697.0,1215.0,111.0,192.0,0.0,175.0,2377.0,713.0,3706.0,1601.0,18001.0,20279.0,27158.0,7015.0,55288.0,24567.0,11963.0,25085.0,80373.0,80373.0,80604.0,80604.0,1010.0,194268.0,415.0,1094.0,862.0,1173.0,4000.0,5177.0,197065.0,5415.0,197831.0,2356.0,1033.0,1453.0,201704.0
2010-06-02,26519.0,24570.0,10935.0,9984.0,13938.0,25771.0,743.0,1865.0,3161.0,6625.0,5891.0,12515.0,1052.0,14734.0,29686.0,29933.0,32717.0,4410.0,46880.0,12759.0,12852.17,13094.0,237.0,117051.0,13405.0,142624.0,100880.0,12026.0,7066.0,120233.0,6009.0,123725.0,1202.0,8066.0,134122.0,133601.0,746.0,668.0,333.0,2598.0,1377.0,894.0,3243.0,894.0,2381.0,1343.0,3515.0,3270.0,4151.0,606.0,1908.0,2875.0,1721.0,2589.0,3633.0,3865.0,5456.0,9872.0,9497.0,235.0,6310.0,5689.0,3555.0,3410.0,275.0,6375.0,235.0,1215.0,8685.0,417.0,324.0,768.0,585.0,225.0,1924.0,2218.0,4284.0,653.0,1075.0,108.0,189.0,0.0,172.0,3182.0,800.0,3825.0,2016.0,17883.0,20717.0,28746.0,10778.0,61057.0,26047.0,11719.0,27349.0,88406.0,88406.0,88630.0,88630.0,957.0,212924.0,643.0,1087.0,1084.0,1162.0,4276.0,5476.0,212470.0,5412.0,212472.0,2924.0,1655.0,1549.0,215544.0
2010-06-03,26095.0,25086.0,10205.0,10518.0,14883.0,25518.0,743.0,2176.0,3226.0,7349.0,7313.0,14662.0,1278.0,17489.0,30824.0,35437.0,38680.0,4651.0,54027.0,15688.0,15290.69,15920.0,348.0,121045.0,15141.0,151960.0,93951.0,12212.0,7219.0,113943.0,5738.0,118372.0,1219.0,9187.0,131589.0,131826.0,690.0,711.0,396.0,2887.0,1863.0,929.0,4061.0,901.0,2609.0,1375.0,4118.0,4839.0,4736.0,604.0,2193.0,3262.0,1962.0,3072.0,4400.0,4196.0,5772.0,10205.0,9140.0,226.0,6034.0,5342.0,3118.0,2933.0,299.0,5811.0,235.0,1226.0,8405.0,398.0,313.0,804.0,616.0,225.0,2097.0,2913.0,3666.0,643.0,999.0,133.0,216.0,0.0,164.0,4460.0,1025.0,4817.0,2897.0,17993.0,20942.0,33138.0,18127.0,72504.0,31133.0,15158.0,31027.0,103530.0,103530.0,103754.0,103754.0,1541.0,235042.0,1124.0,2225.0,1377.0,1318.0,5390.0,6155.0,236948.0,5365.0,237168.0,3796.0,2372.0,2027.0,242551.0
2010-06-04,25315.0,25626.0,9568.0,10617.0,15125.0,25170.0,706.0,2370.0,3285.0,7803.0,8614.0,16417.0,1308.0,19703.0,31335.0,38980.0,42541.0,4750.0,54660.0,16360.0,16491.26,17853.0,424.0,123580.0,15529.0,157062.0,87274.0,13091.0,6657.0,107064.0,5082.0,111379.0,1198.0,9730.0,125052.0,125324.0,696.0,719.0,498.0,3060.0,2336.0,988.0,4592.0,1016.0,2531.0,1510.0,4035.0,5420.0,5984.0,656.0,2815.0,4178.0,2497.0,3789.0,5691.0,5254.0,7107.0,11903.0,9185.0,224.0,6262.0,5468.0,2961.0,2701.0,320.0,5471.0,235.0,1216.0,8249.0,406.0,323.0,896.0,687.0,243.0,2047.0,3787.0,4033.0,642.0,950.0,272.0,274.0,0.0,155.0,5742.0,1249.0,6267.0,4421.0,20135.0,23510.0,38803.0,20358.0,83169.0,37857.0,16820.0,38218.0,121388.0,121388.0,121608.0,121608.0,1815.0,250587.0,1068.0,2313.0,1353.0,2334.0,5980.0,7084.0,254932.0,5316.0,255259.0,3912.0,2677.0,2376.0,262134.0
2010-06-05,23319.0,25611.0,8920.0,10317.0,15522.0,24212.0,716.0,2511.0,3353.0,8201.0,9671.0,17872.0,1348.0,21551.0,31078.0,41289.0,45022.0,4821.0,55223.0,16863.0,17250.11,18469.0,537.0,126481.0,15813.0,160973.0,85000.0,13661.0,6142.0,104676.0,4956.0,108523.0,1200.0,9908.0,121555.0,121614.0,628.0,649.0,511.0,2950.0,2582.0,887.0,4890.0,894.0,2576.0,1278.0,4090.0,6152.0,6965.0,701.0,2922.0,4580.0,2806.0,4948.0,6729.0,6051.0,8183.0,13723.0,9208.0,202.0,7110.0,6231.0,3390.0,3012.0,316.0,5497.0,235.0,1224.0,8202.0,468.0,376.0,973.0,836.0,233.0,2024.0,4042.0,4122.0,797.0,968.0,392.0,294.0,0.0,147.0,4076.0,1272.0,7648.0,3478.0,20940.0,25434.0,43688.0,19379.0,90749.0,42030.0,18067.0,43054.0,133803.0,133803.0,134020.0,134020.0,1918.0,260912.0,843.0,2050.0,1084.0,2308.0,6307.0,7685.0,267649.0,5220.0,268170.0,3846.0,2225.0,2480.0,276527.0
2010-06-06,21420.0,25634.0,8144.0,9428.0,12920.0,22572.0,580.0,2347.0,3363.0,8099.0,9334.0,17433.0,1162.0,21790.0,29872.0,41800.0,45556.0,4875.0,53531.0,14531.0,15266.62,16980.0,268.0,126482.0,15060.0,159298.0,85000.0,13616.0,5712.0,104617.0,4289.0,108336.0,1035.0,9214.0,120595.0,120652.0,504.0,496.0,473.0,2376.0,2534.0,682.0,4424.0,770.0,2246.0,1042.0,3339.0,5187.0,7358.0,615.0,2486.0,3751.0,2459.0,5468.0,5793.0,5586.0,7498.0,12699.0,9174.0,191.0,8198.0,7313.0,4352.0,3904.0,282.0,6075.0,235.0,1204.0,8178.0,459.0,372.0,885.0,741.0,212.0,1588.0,3354.0,3744.0,1143.0,1162.0,259.0,241.0,0.0,140.0,2700.0,1005.0,6425.0,2795.0,20105.0,25120.0,40228.0,15181.0,85427.0,38519.0,14266.0,40853.0,126280.0,126280.0,126490.0,126490.0,1569.0,262141.0,592.0,1432.0,887.0,1888.0,5625.0,7527.0,271940.0,5156.0,272914.0,3144.0,1593.0,2023.0,280997.0
2010-06-07,19314.0,31180.0,7567.0,9025.0,11599.0,21300.0,531.0,2214.0,3274.0,7499.0,8189.0,15688.0,1028.0,19891.0,27831.0,40457.0,44062.0,4936.0,52216.0,11573.0,12315.04,14131.0,194.0,126979.0,13783.0,155182.0,85000.0,13110.0,5154.0,104009.0,3814.0,107628.0,939.0,8223.0,118788.0,118866.0,462.0,438.0,509.0,2183.0,2597.0,560.0,4189.0,772.0,2163.0,1119.0,2986.0,4240.0,6702.0,547.0,2406.0,3294.0,2349.0,4761.0,4911.0,5163.0,6942.0,11539.0,9148.0,183.0,8265.0,7531.0,5081.0,4753.0,245.0,6976.0,235.0,1166.0,8129.0,467.0,383.0,841.0,656.0,215.0,1060.0,3016.0,3605.0,1309.0,1377.0,177.0,209.0,0.0,133.0,2797.0,939.0,5272.0,2420.0,18255.0,22941.0,36515.0,12121.0,75036.0,33394.0,11377.0,35506.0,110542.0,110542.0,110743.0,110743.0,1271.0,246152.0,453.0,1078.0,731.0,1320.0,4830.0,6688.0,257009.0,5127.0,258549.0,2637.0,1259.0,1788.0,266416.0
2010-06-08,18938.0,30912.0,7549.0,9060.0,11384.0,20941.0,527.0,2215.0,3150.0,7146.0,7655.0,14801.0,916.0,18185.0,26585.0,39054.0,42494.0,5003.0,50497.0,9338.0,9776.88,11386.0,181.0,129736.0,13115.0,154321.0,85319.0,11722.0,4608.0,102924.0,3493.0,106555.0,956.0,7620.0,116933.0,117005.0,446.0,425.0,568.0,2267.0,2706.0,503.0,4140.0,759.0,2152.0,1172.0,2907.0,3936.0,5819.0,529.0,2572.0,3486.0,2476.0,4342.0,4786.0,5660.0,7360.0,11602.0,9128.0,175.0,7472.0,6733.0,4675.0,4528.0,212.0,7408.0,235.0,1124.0,8055.0,492.0,408.0,817.0,616.0,216.0,847.0,2900.0,3539.0,1261.0,1316.0,145.0,192.0,0.0,126.0,2257.0,882.0,4966.0,2111.0,17201.0,21207.0,34771.0,10583.0,69334.0,30942.0,9993.0,33437.0,102771.0,102771.0,102964.0,102964.0,1059.0,230919.0,376.0,896.0,603.0,1005.0,4147.0,5769.0,239628.0,5096.0,241046.0,2465.0,1093.0,1692.0,247749.0
2010-06-09,18326.0,30337.0,7661.0,9130.0,11382.0,21110.0,494.0,2205.0,3039.0,6920.0,7126.0,14046.0,829.0,17226.0,26358.0,37913.0,41214.0,5081.0,48678.0,8028.0,8288.63,9675.0,172.0,130001.0,12672.0,152985.0,93170.0,10882.0,4184.0,108314.0,3335.0,111102.0,974.0,7441.0,119934.0,119639.0,411.0,394.0,615.0,2195.0,2803.0,437.0,4093.0,721.0,2043.0,1082.0,2702.0,3670.0,5315.0,505.0,2359.0,3249.0,2381.0,4388.0,4579.0,6265.0,7967.0,12141.0,9100.0,166.0,7170.0,6292.0,3995.0,3816.0,192.0,6917.0,235.0,1077.0,7968.0,497.0,416.0,788.0,574.0,206.0,765.0,2757.0,3489.0,1208.0,1224.0,116.0,181.0,0.0,119.0,1900.0,796.0,4809.0,1842.0,16420.0,19885.0,32935.0,9270.0,65630.0,28964.0,8767.0,31930.0,97560.0,97560.0,97744.0,97744.0,900.0,224307.0,330.0,770.0,492.0,792.0,3598.0,4969.0,231187.0,5053.0,232338.0,2329.0,951.0,1627.0,237977.0
2010-06-10,17771.0,29817.0,7777.0,8825.0,11098.0,20650.0,473.0,2197.0,2944.0,6685.0,6448.0,13133.0,759.0,16134.0,26139.0,36850.0,40024.0,5102.0,47353.0,7151.0,7321.89,8587.0,167.0,129617.0,11858.0,150730.0,104979.0,10414.0,3870.0,119080.0,3390.0,121867.0,1050.0,7589.0,130375.0,129920.0,392.0,379.0,634.0,2129.0,2864.0,393.0,4036.0,746.0,1980.0,1157.0,2552.0,3341.0,4970.0,474.0,2174.0,2965.0,2220.0,4118.0,4288.0,6242.0,7947.0,12127.0,9062.0,159.0,7079.0,6178.0,3769.0,3522.0,179.0,6385.0,235.0,1031.0,7885.0,504.0,427.0,759.0,522.0,202.0,719.0,2638.0,3448.0,1154.0,1137.0,95.0,173.0,0.0,112.0,1752.0,764.0,4670.0,1644.0,15718.0,18766.0,31119.0,8285.0,61196.0,26661.0,7875.0,29613.0,90809.0,90809.0,90985.0,90985.0,779.0,223575.0,299.0,676.0,399.0,632.0,3167.0,4324.0,228825.0,5016.0,229765.0,2200.0,858.0,1590.0,234591.0
