, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-11-01,5653.0,7805.0,1346.0,1531.0,1647.0,4319.0,164.0,433.0,244.0,634.0,1352.0,934.0,2286.0,147.0,3240.0,5129.0,12059.0,13144.0,1297.0,14859.0,2363.0,3880.0,151.0,85239.0,1027.0,91025.0,77365.0,1074.0,436.0,76236.0,776.0,75913.0,88.0,1097.0,77538.0,77218.0,224.0,198.0,255.0,439.0,552.0,103.0,930.0,113.0,301.0,201.0,410.0,1449.0,2199.0,458.0,562.0,1487.0,484.0,1950.0,536.0,1141.0,1709.0,2939.0,1752.0,30.0,3338.0,3480.0,3453.0,3204.0,147.0,6058.0,370.0,87.0,6911.0,93.0,119.0,189.0,105.0,64.0,229.0,258.0,223.0,271.0,915.0,82.0,72.0,1.0,134.0,343.0,65.0,1054.0,153.0,10539.0,11178.0,4711.0,799.0,14762.0,3155.0,2940.0,4860.0,19621.0,19621.0,19718.0,19718.0,72.0,100674.0,54.0,72.0,3.0,269.0,233.0,446.0,106601.0,4811.0,107675.0,691.0,602.0,668.0,111265.0
2004-11-02,5756.0,17860.0,1443.0,1495.0,1592.0,4311.0,165.0,430.0,244.0,632.0,1345.0,931.0,2276.0,146.0,3110.0,5168.0,12011.0,13243.0,1283.0,16469.0,2436.0,3919.0,270.0,87009.0,993.0,91614.0,88750.0,1081.0,432.0,90403.0,804.0,92621.0,88.0,1100.0,94148.0,93840.0,429.0,414.0,322.0,755.0,633.0,270.0,1019.0,190.0,354.0,289.0,451.0,1491.0,2196.0,455.0,545.0,1458.0,465.0,1894.0,535.0,1127.0,1678.0,2858.0,1688.0,30.0,2966.0,3061.0,3155.0,3000.0,145.0,5880.0,370.0,86.0,6900.0,93.0,119.0,187.0,101.0,64.0,227.0,253.0,239.0,269.0,911.0,79.0,71.0,0.0,124.0,340.0,65.0,948.0,150.0,10337.0,10972.0,4588.0,785.0,14592.0,3026.0,2830.0,4789.0,19382.0,19382.0,19480.0,19480.0,79.0,106364.0,132.0,81.0,9.0,269.0,237.0,432.0,107212.0,4939.0,107717.0,716.0,1449.0,838.0,108991.0
2004-11-03,5939.0,20588.0,1961.0,1891.0,1796.0,5172.0,164.0,429.0,243.0,635.0,1349.0,1008.0,2357.0,157.0,3117.0,5476.0,11877.0,13124.0,1269.0,16218.0,3067.0,3921.0,470.0,87048.0,1018.0,92282.0,83750.0,1114.0,437.0,85656.0,768.0,88362.0,90.0,1153.0,90274.0,90508.0,320.0,338.0,308.0,574.0,631.0,222.0,1123.0,121.0,326.0,191.0,445.0,1655.0,2232.0,453.0,553.0,1451.0,460.0,1860.0,534.0,1113.0,1655.0,2811.0,1669.0,30.0,2870.0,2875.0,2827.0,2665.0,151.0,5577.0,370.0,85.0,6986.0,93.0,118.0,184.0,107.0,63.0,228.0,257.0,249.0,268.0,911.0,81.0,74.0,3.0,129.0,343.0,65.0,948.0,164.0,10194.0,10786.0,4564.0,893.0,14534.0,3120.0,4400.0,4836.0,19370.0,19370.0,19470.0,19470.0,135.0,115030.0,150.0,218.0,13.0,282.0,283.0,455.0,118152.0,4893.0,118955.0,696.0,1224.0,799.0,121755.0
2004-11-04,5329.0,20477.0,1663.0,2193.0,1911.0,5447.0,164.0,428.0,243.0,630.0,1337.0,1003.0,2340.0,143.0,3166.0,6076.0,11276.0,12423.0,1255.0,15117.0,3314.0,3894.0,223.0,85079.0,1014.0,90587.0,80000.0,1123.0,446.0,81661.0,744.0,84112.0,89.0,1019.0,85512.0,85662.0,229.0,210.0,294.0,390.0,597.0,133.0,1063.0,109.0,288.0,172.0,396.0,1652.0,2324.0,452.0,561.0,1448.0,460.0,1842.0,533.0,1105.0,1637.0,2776.0,1655.0,29.0,2879.0,2863.0,2733.0,2453.0,157.0,5292.0,370.0,84.0,7016.0,92.0,118.0,182.0,109.0,63.0,229.0,265.0,257.0,267.0,911.0,83.0,75.0,0.0,132.0,338.0,65.0,922.0,172.0,10219.0,10776.0,4542.0,894.0,14581.0,3335.0,3901.0,5095.0,19676.0,19676.0,19776.0,19776.0,107.0,110652.0,71.0,124.0,11.0,378.0,250.0,465.0,114650.0,4842.0,115727.0,673.0,763.0,649.0,118519.0
2004-11-05,5159.0,19867.0,1457.0,1902.0,1771.0,4952.0,164.0,426.0,242.0,625.0,1329.0,986.0,2314.0,137.0,3142.0,6060.0,10355.0,11441.0,1241.0,14095.0,2990.0,3893.0,151.0,83807.0,963.0,89218.0,76250.0,1167.0,447.0,78624.0,732.0,81671.0,87.0,912.0,83397.0,83592.0,208.0,175.0,287.0,348.0,585.0,106.0,979.0,104.0,272.0,169.0,371.0,1539.0,2337.0,451.0,560.0,1437.0,457.0,1827.0,533.0,1101.0,1625.0,2750.0,1641.0,29.0,2843.0,2827.0,2714.0,2404.0,157.0,5180.0,370.0,83.0,6974.0,92.0,118.0,180.0,106.0,62.0,224.0,248.0,248.0,266.0,911.0,80.0,74.0,0.0,125.0,337.0,64.0,896.0,159.0,10229.0,10801.0,4481.0,793.0,14445.0,3232.0,3119.0,5082.0,19527.0,19527.0,19627.0,19627.0,91.0,107297.0,59.0,90.0,9.0,337.0,224.0,447.0,110978.0,4835.0,111934.0,666.0,599.0,632.0,114162.0
2004-11-06,5097.0,15616.0,1384.0,1641.0,1644.0,4560.0,163.0,425.0,242.0,619.0,1322.0,981.0,2303.0,134.0,3109.0,5559.0,9444.0,10479.0,1227.0,13064.0,2383.0,3897.0,143.0,80843.0,923.0,86565.0,63750.0,1228.0,446.0,65884.0,723.0,68910.0,86.0,874.0,71125.0,71622.0,197.0,164.0,280.0,326.0,575.0,97.0,933.0,101.0,267.0,167.0,360.0,1463.0,2258.0,450.0,556.0,1422.0,453.0,1813.0,532.0,1096.0,1614.0,2728.0,1627.0,29.0,2807.0,2789.0,2680.0,2381.0,154.0,5145.0,370.0,83.0,6961.0,92.0,118.0,178.0,107.0,61.0,221.0,241.0,247.0,265.0,911.0,78.0,74.0,0.0,119.0,337.0,64.0,890.0,149.0,10164.0,10750.0,4441.0,726.0,14294.0,3025.0,2654.0,4879.0,19173.0,19173.0,19272.0,19272.0,88.0,101648.0,57.0,86.0,9.0,255.0,213.0,426.0,106422.0,4836.0,107592.0,663.0,526.0,626.0,110097.0
2004-11-07,4931.0,15348.0,1333.0,1517.0,1556.0,4343.0,163.0,423.0,242.0,616.0,1316.0,972.0,2288.0,131.0,3088.0,5186.0,9035.0,10022.0,1213.0,12487.0,2010.0,3901.0,139.0,79172.0,887.0,84405.0,68750.0,1264.0,445.0,68637.0,714.0,69306.0,84.0,853.0,68646.0,68345.0,189.0,158.0,275.0,307.0,568.0,91.0,907.0,97.0,262.0,164.0,352.0,1426.0,2174.0,448.0,557.0,1412.0,453.0,1792.0,531.0,1092.0,1603.0,2707.0,1614.0,29.0,2767.0,2746.0,2644.0,2353.0,155.0,5111.0,370.0,82.0,6984.0,92.0,118.0,176.0,107.0,61.0,218.0,238.0,247.0,264.0,911.0,78.0,73.0,0.0,115.0,336.0,64.0,887.0,143.0,10088.0,10669.0,4403.0,695.0,14197.0,2845.0,2345.0,4683.0,18879.0,18879.0,18977.0,18977.0,87.0,90659.0,56.0,86.0,9.0,211.0,214.0,414.0,95144.0,4837.0,96361.0,660.0,486.0,625.0,99015.0
2004-11-08,4815.0,18970.0,1286.0,1446.0,1490.0,4202.0,163.0,422.0,241.0,614.0,1311.0,967.0,2278.0,129.0,3066.0,4964.0,8970.0,9916.0,1199.0,12330.0,1814.0,3905.0,135.0,78514.0,852.0,83523.0,94500.0,1268.0,443.0,95684.0,705.0,96924.0,83.0,834.0,95356.0,94370.0,182.0,154.0,271.0,290.0,562.0,86.0,890.0,92.0,258.0,162.0,343.0,1404.0,2119.0,447.0,562.0,1408.0,458.0,1781.0,530.0,1087.0,1592.0,2688.0,1602.0,29.0,2755.0,2727.0,2613.0,2324.0,156.0,5076.0,370.0,81.0,7008.0,92.0,118.0,174.0,105.0,60.0,216.0,237.0,246.0,263.0,911.0,80.0,74.0,0.0,111.0,336.0,64.0,885.0,139.0,10052.0,10620.0,4374.0,678.0,14124.0,2709.0,2119.0,4530.0,18654.0,18654.0,18750.0,18750.0,86.0,97723.0,55.0,85.0,8.0,177.0,217.0,412.0,97949.0,4837.0,98120.0,659.0,460.0,637.0,98780.0
2004-11-09,4731.0,19933.0,1242.0,1387.0,1436.0,4081.0,162.0,420.0,241.0,611.0,1307.0,956.0,2263.0,127.0,3047.0,4808.0,8947.0,9857.0,1185.0,12277.0,1707.0,3910.0,131.0,78284.0,826.0,83189.0,93000.0,1253.0,440.0,94743.0,697.0,97090.0,82.0,816.0,98052.0,98108.0,177.0,151.0,268.0,274.0,557.0,83.0,880.0,91.0,255.0,163.0,335.0,1389.0,2087.0,447.0,565.0,1402.0,461.0,1777.0,530.0,1083.0,1582.0,2669.0,1591.0,29.0,2755.0,2725.0,2608.0,2310.0,157.0,5049.0,370.0,81.0,7029.0,92.0,118.0,172.0,103.0,60.0,215.0,237.0,246.0,262.0,911.0,82.0,74.0,0.0,109.0,336.0,64.0,882.0,136.0,10040.0,10603.0,4350.0,667.0,14068.0,2601.0,1950.0,4412.0,18480.0,18480.0,18576.0,18576.0,85.0,117957.0,55.0,86.0,10.0,156.0,218.0,413.0,119632.0,4842.0,119770.0,661.0,442.0,644.0,120155.0
2004-11-10,4651.0,19896.0,1200.0,1335.0,1390.0,3972.0,162.0,419.0,241.0,610.0,1305.0,947.0,2252.0,125.0,3025.0,4673.0,8929.0,9813.0,1171.0,12247.0,1668.0,3911.0,129.0,78216.0,804.0,83068.0,93000.0,1230.0,439.0,94696.0,689.0,96978.0,80.0,799.0,97781.0,97783.0,172.0,148.0,266.0,259.0,554.0,80.0,871.0,86.0,253.0,161.0,330.0,1382.0,2071.0,445.0,568.0,1395.0,456.0,1774.0,529.0,1079.0,1572.0,2650.0,1579.0,29.0,2762.0,2732.0,2615.0,2316.0,158.0,5043.0,370.0,81.0,7033.0,92.0,118.0,170.0,102.0,59.0,214.0,239.0,247.0,261.0,911.0,83.0,75.0,2.0,108.0,336.0,64.0,884.0,133.0,10033.0,10593.0,4331.0,659.0,14021.0,2515.0,1841.0,4316.0,18337.0,18337.0,18433.0,18433.0,86.0,118574.0,54.0,87.0,13.0,153.0,224.0,423.0,121916.0,4846.0,122692.0,666.0,451.0,633.0,124487.0
