, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-06-10, 71448, 37450, 26880, 26532, 40738, 55842, 2002, 6608, 5422, 15668, 28242, 20062, 48308, 2772, 58528, 69990, 116258, 124848, 6485, 130642, 30962, 30078, 30395, 965, 220400, 30220, 302510, 240000, 19582, 10930, 271108, 7575, 275570, 1880, 9132, 285950, 286668, 762, 572, 198, 2368, 732, 2798, 942, 3158, 1272, 4650, 3230, 5028, 2122, 4562, 8310, 4052, 10070, 10845, 14828, 18472, 29050, 24570, 735, 30025, 27798, 26622, 26348, 1060, 30328, 20125, 2572, 29815, 1320, 1118, 2085, 1888, 500, 3850, 4882, 8840, 6075, 6148, 762, 565, 110, 888, 4945, 1385, 12490, 3812, 60508, 66715, 75355, 13338, 147752, 63315, 24552, 69532, 217285, 217285, 218065, 218065, 1045, 520138, 615, 1062, 658, 2522, 8635, 11782, 544430, 7258, 547400, 3702, 1740, 1248, 554762
2011-06-11, 70065, 35292, 25862, 25858, 36152, 54115, 1782, 6140, 5330, 16028, 28190, 19100, 47290, 2712, 58105, 68828, 118865, 128032, 6305, 134008, 27900, 30222, 30662, 850, 221332, 29290, 306600, 240000, 19620, 10800, 271175, 7698, 275440, 1930, 9428, 284788, 284760, 732, 622, 185, 2670, 892, 2740, 1022, 3310, 1350, 4900, 3272, 4470, 2148, 4600, 8358, 4350, 10690, 12085, 16420, 20238, 31718, 24585, 698, 30465, 28248, 26770, 26465, 1032, 30390, 19882, 2468, 29490, 1565, 1338, 2210, 1962, 510, 3408, 4790, 8482, 5770, 5925, 692, 535, 100, 858, 4948, 1438, 11782, 3535, 59100, 65458, 70632, 12810, 142505, 59180, 23688, 65245, 207750, 207750, 208505, 208505, 938, 502655, 608, 942, 540, 2225, 7610, 10218, 524615, 7202, 528182, 3662, 1750, 1185, 535945
2011-06-12, 68670, 34850, 24618, 24875, 33285, 52035, 1735, 5790, 5248, 16098, 27932, 18625, 46555, 2665, 56692, 66148, 119000, 128510, 6095, 134362, 26210, 30072, 30628, 795, 222210, 28498, 312568, 240000, 19595, 10835, 271085, 8760, 275450, 2008, 10118, 285500, 285478, 685, 652, 172, 2880, 980, 4498, 1048, 3305, 1385, 5020, 4768, 4470, 2098, 4392, 7938, 4430, 10938, 11960, 16842, 20715, 32750, 24610, 665, 30962, 28800, 27140, 26820, 1002, 30648, 19148, 2458, 29232, 1855, 1598, 2325, 2100, 510, 3190, 4905, 8158, 5370, 5530, 648, 510, 100, 778, 4880, 1572, 11930, 3508, 57895, 63750, 70578, 13270, 140508, 57592, 23652, 63332, 203848, 203848, 204575, 204575, 850, 495640, 600, 888, 450, 2052, 7055, 9320, 514222, 7195, 517595, 3612, 1750, 1155, 524575
2011-06-13, 67985, 34628, 23792, 24358, 31868, 52012, 1765, 5600, 5212, 15935, 27702, 18355, 46058, 2632, 55745, 64728, 119255, 129088, 5895, 134685, 25355, 29768, 30395, 760, 222535, 27835, 315235, 240000, 19928, 10820, 271102, 9215, 275475, 2022, 10355, 285805, 285792, 678, 645, 140, 2850, 952, 5030, 1032, 3198, 1395, 4848, 5845, 5490, 2028, 4315, 7578, 4538, 10798, 11902, 16895, 20728, 32748, 24638, 635, 31122, 29030, 27310, 27030, 972, 30940, 18365, 2410, 28665, 1930, 1680, 2352, 2135, 498, 3032, 4962, 7845, 4970, 5132, 618, 495, 100, 682, 4770, 1650, 12232, 3488, 57400, 62698, 72265, 14065, 142292, 57105, 23695, 62645, 204940, 204940, 205648, 205648, 788, 496445, 605, 858, 388, 1942, 6738, 8720, 513090, 7182, 516362, 3510, 1718, 1132, 522792
2011-06-14, 67825, 30972, 23492, 23495, 30882, 52015, 1802, 5528, 5215, 15782, 27588, 18348, 45932, 2595, 55252, 64625, 119590, 129412, 5708, 134768, 24798, 29410, 30100, 732, 221618, 27208, 317352, 240000, 20322, 10700, 271315, 8982, 275665, 2008, 10365, 286005, 285998, 580, 635, 95, 2818, 920, 4890, 1012, 3108, 1402, 4655, 5602, 6360, 1995, 4180, 7210, 4580, 10582, 11738, 17212, 21008, 32850, 24615, 610, 30890, 28862, 27092, 26855, 935, 30912, 17578, 2320, 27772, 1922, 1690, 2328, 2118, 485, 2892, 4870, 7510, 4570, 4730, 590, 478, 100, 575, 4652, 1675, 12232, 3405, 56465, 61458, 73398, 14538, 144302, 56838, 23712, 62450, 206750, 206750, 207438, 207438, 735, 499752, 588, 835, 345, 1868, 6450, 8342, 515778, 7105, 518988, 3405, 1645, 1115, 525120
2011-06-15, 66550, 27362, 22830, 22778, 29285, 51760, 1778, 5360, 5192, 15565, 27242, 18142, 45385, 2540, 54618, 64325, 119768, 129492, 5520, 134475, 24188, 29035, 29780, 702, 220062, 26395, 319210, 240000, 20538, 10545, 271420, 8710, 275765, 1982, 10355, 286115, 286112, 518, 628, 55, 2832, 922, 4785, 982, 3048, 1422, 4798, 5402, 6362, 1940, 3998, 6755, 4642, 10285, 11600, 17612, 21388, 33120, 24592, 580, 30485, 28502, 26592, 26372, 905, 30510, 16792, 2555, 27032, 1890, 1682, 2320, 2098, 475, 2765, 4758, 7178, 4170, 4318, 572, 468, 92, 460, 4485, 1698, 12100, 3330, 54850, 59522, 73692, 14535, 144668, 56005, 23388, 61662, 206328, 206328, 206992, 206992, 690, 500460, 565, 795, 308, 1798, 5982, 7792, 516560, 7040, 519832, 3278, 1595, 1102, 525995
2011-06-16, 65678, 26990, 22008, 22598, 27388, 51258, 1730, 5115, 5125, 15342, 26730, 17765, 44495, 2498, 53560, 63612, 119208, 128778, 5332, 133532, 23352, 28625, 29430, 678, 214598, 25298, 319760, 240000, 20500, 10360, 271282, 8572, 275642, 1982, 10418, 286072, 286080, 478, 612, 40, 2848, 930, 4738, 945, 3045, 1458, 5525, 6125, 6255, 1880, 3892, 6372, 4645, 9888, 11485, 17902, 21632, 33180, 24548, 552, 30010, 28080, 26002, 25788, 875, 29938, 16008, 2838, 26508, 1905, 1710, 2325, 2092, 472, 2648, 4605, 6848, 3770, 3910, 558, 458, 90, 355, 4345, 1695, 11955, 3220, 53230, 57488, 73290, 14682, 144068, 54600, 22822, 60320, 204390, 204390, 205035, 205035, 660, 499088, 555, 768, 280, 1732, 5685, 7332, 514872, 6980, 518175, 3172, 1538, 1092, 524255
2011-06-17, 65775, 26710, 21660, 22845, 26422, 51042, 1732, 4932, 5062, 15125, 26195, 17272, 43468, 2452, 52242, 62805, 118340, 127902, 5142, 132210, 22408, 28272, 29112, 655, 200050, 23955, 319332, 237000, 20252, 10188, 268460, 8592, 273418, 1990, 10540, 284632, 284800, 440, 605, 52, 2860, 918, 4688, 918, 2998, 1485, 5478, 6242, 6612, 1885, 3845, 6158, 4722, 9592, 11575, 18255, 21982, 33350, 24515, 528, 29392, 27525, 25298, 25102, 855, 29258, 15222, 2502, 25425, 1882, 1708, 2322, 2095, 460, 2550, 4490, 6530, 3372, 3502, 545, 448, 90, 250, 4318, 1712, 11850, 3165, 52000, 55872, 73142, 14935, 141720, 53512, 22365, 59112, 200832, 200832, 201458, 201458, 632, 495465, 540, 748, 260, 1662, 5355, 6980, 511092, 6885, 514360, 3070, 1460, 1072, 520412
2011-06-18, 65762, 26452, 21502, 22938, 25608, 50895, 1768, 4870, 5058, 14860, 25805, 17068, 42872, 2415, 51230, 62378, 117402, 127005, 4942, 130638, 21548, 27895, 28805, 635, 195545, 22770, 319052, 232000, 19980, 10088, 262438, 8838, 266940, 2012, 10832, 278138, 278318, 522, 610, 75, 2912, 942, 4760, 882, 2990, 1515, 5500, 6280, 6818, 1855, 3682, 5825, 4722, 9360, 11598, 18552, 22260, 33545, 24472, 505, 28858, 27038, 24615, 24402, 828, 28460, 14435, 2115, 24148, 1822, 1672, 2305, 2070, 442, 2462, 4360, 6332, 3055, 3122, 530, 438, 90, 142, 4162, 1718, 11800, 3090, 50398, 54058, 72992, 15142, 141728, 52705, 21828, 58272, 199998, 199998, 200602, 200602, 602, 489585, 535, 728, 245, 1600, 5018, 6588, 505230, 6818, 508478, 2975, 1392, 1060, 514500
2011-06-19, 66495, 26195, 21390, 23055, 24718, 50890, 1710, 4650, 5020, 14580, 25348, 16975, 42325, 2358, 50540, 62142, 116742, 126408, 4732, 129288, 20560, 27475, 28448, 610, 192552, 21410, 321530, 232000, 19762, 9975, 261998, 8978, 266415, 2028, 11192, 277618, 277622, 442, 595, 88, 2918, 942, 4800, 845, 2968, 1542, 5492, 6342, 6882, 1798, 3610, 5595, 4810, 9075, 11532, 18870, 22565, 33682, 24438, 482, 28392, 26640, 24172, 23942, 798, 27820, 13652, 1902, 23032, 1778, 1648, 2282, 2038, 432, 2370, 4202, 6158, 2775, 2830, 518, 428, 90, 78, 3975, 1690, 11588, 2942, 48470, 51900, 72292, 15255, 141235, 51972, 21285, 57520, 198752, 198752, 199335, 199335, 582, 485042, 525, 715, 232, 1542, 4655, 6192, 499040, 6778, 502162, 2890, 1372, 1035, 507808
2011-06-20, 66360, 25885, 21095, 23038, 23775, 50535, 1645, 4380, 4932, 14250, 24635, 16390, 41028, 2295, 49200, 61588, 115618, 125310, 4522, 127600, 19345, 26990, 28032, 585, 189930, 20065, 319725, 232000, 19498, 9768, 261505, 9142, 266355, 2040, 11508, 277725, 277700, 392, 578, 95, 2900, 920, 4740, 810, 2908, 1582, 5412, 6220, 6910, 1758, 3570, 5465, 4885, 8888, 11592, 19380, 23100, 34048, 24385, 460, 27892, 26208, 23745, 23520, 768, 27320, 12865, 1792, 22030, 1735, 1630, 2272, 2018, 430, 2272, 4055, 5982, 2495, 2532, 505, 420, 80, 58, 3900, 1665, 11342, 2790, 46565, 49750, 70915, 15278, 139100, 51185, 20415, 56718, 195820, 195820, 196385, 196385, 558, 483040, 502, 698, 220, 1490, 4255, 5752, 496418, 6748, 499472, 2805, 1330, 1020, 504928
