, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-06-21, 65802, 25560, 20592, 22942, 22810, 49948, 1615, 4178, 4870, 13850, 23908, 15842, 39748, 2232, 47572, 60762, 113890, 123552, 4315, 125305, 18148, 26422, 27542, 565, 187585, 18870, 317350, 232000, 19085, 9548, 260925, 9268, 267992, 2042, 11760, 279640, 279582, 362, 562, 105, 2882, 890, 4695, 780, 2855, 1575, 5290, 6070, 6835, 1732, 3550, 5348, 4925, 8808, 11558, 19908, 23670, 34498, 24335, 440, 27465, 25838, 23328, 23100, 740, 26818, 12080, 1710, 21068, 1682, 1595, 2250, 2000, 428, 2190, 3935, 5810, 2215, 2245, 492, 410, 80, 55, 3832, 1642, 11132, 2685, 44880, 47840, 70308, 15268, 133192, 50605, 19608, 56092, 189285, 189285, 189840, 189840, 532, 477885, 472, 668, 210, 1430, 3880, 5340, 493102, 6708, 496102, 2738, 1282, 998, 501402
2011-06-22, 65228, 25248, 19570, 22740, 22035, 48878, 1605, 4025, 4835, 13422, 23252, 15472, 38715, 2168, 46205, 59592, 112268, 121902, 4115, 123100, 17120, 25785, 26978, 550, 186900, 17875, 314630, 232000, 18755, 9292, 260270, 9112, 267340, 2008, 11802, 279228, 279255, 332, 550, 120, 2810, 860, 4598, 745, 2765, 1555, 5045, 5772, 6688, 1698, 3490, 5208, 4972, 8758, 11452, 20340, 24125, 34805, 24290, 420, 27152, 25585, 23025, 22788, 712, 26380, 11295, 1630, 20112, 1618, 1552, 2208, 1962, 420, 2110, 3808, 5648, 1935, 1965, 480, 402, 80, 60, 3682, 1602, 10968, 2575, 43310, 46102, 69870, 15222, 132738, 49782, 18838, 55320, 188055, 188055, 188590, 188590, 518, 475918, 450, 635, 202, 1370, 3522, 4918, 492160, 6658, 495055, 2660, 1215, 975, 500078
2011-06-23, 64552, 25045, 18605, 22480, 21652, 49948, 1562, 3850, 4780, 12948, 22538, 15015, 37552, 2110, 44822, 59200, 110670, 120280, 3915, 120930, 16248, 25102, 26360, 530, 184892, 17032, 311548, 232000, 18488, 9012, 259710, 9012, 266738, 1975, 11865, 278668, 278690, 310, 540, 140, 2755, 832, 4498, 718, 2688, 1550, 4838, 5442, 6428, 1660, 3355, 4972, 4935, 8660, 11122, 20500, 24218, 34755, 24268, 400, 26880, 25375, 22798, 22552, 682, 26040, 10945, 1562, 19188, 1560, 1505, 2122, 1892, 405, 2030, 3612, 5480, 1655, 1678, 468, 392, 80, 60, 3452, 1540, 10715, 2382, 41690, 44365, 68460, 15128, 130998, 48785, 18145, 54330, 185325, 185325, 185842, 185842, 500, 473355, 428, 610, 195, 1305, 3208, 4560, 491535, 6592, 494352, 2570, 1172, 960, 499218
2011-06-24, 63758, 24892, 17660, 21960, 21020, 50912, 1495, 3630, 4645, 12412, 21658, 14385, 36042, 2050, 43148, 60220, 108838, 118398, 3725, 118568, 15488, 24398, 25710, 515, 182098, 16115, 309020, 232000, 18145, 8705, 259118, 8952, 266100, 1910, 11945, 278125, 278148, 288, 525, 155, 2688, 795, 4412, 690, 2592, 1520, 4585, 5122, 6122, 1610, 3230, 4718, 4895, 8450, 10658, 20515, 24128, 34338, 24228, 382, 26572, 25148, 22572, 22335, 660, 25750, 10858, 1495, 18430, 1485, 1450, 2012, 1772, 392, 1952, 3398, 5322, 1378, 1395, 460, 388, 78, 70, 3392, 1475, 10370, 2220, 39938, 42512, 65870, 15045, 124262, 47312, 17335, 52948, 177210, 177210, 177708, 177708, 485, 465865, 408, 580, 190, 1245, 2880, 4188, 490915, 6538, 493665, 2470, 1112, 945, 498380
2011-06-25, 62922, 24788, 16765, 21642, 21238, 50340, 1482, 3470, 4518, 11878, 20745, 13822, 34565, 1995, 41332, 60435, 107078, 116588, 3545, 116170, 15335, 23700, 25012, 505, 182235, 15442, 311220, 232415, 17830, 8355, 258835, 8708, 265702, 1835, 11908, 277625, 277630, 265, 510, 175, 2625, 752, 4302, 662, 2498, 1505, 4345, 4758, 5810, 1590, 3192, 4620, 4915, 8235, 10370, 20668, 24238, 34120, 24192, 365, 26108, 24765, 22230, 22015, 640, 25428, 10770, 1432, 18062, 1435, 1420, 1960, 1710, 390, 1895, 3268, 5220, 1268, 1188, 450, 380, 70, 78, 3315, 1445, 10155, 2152, 38462, 40852, 63795, 15058, 121722, 46075, 16838, 51562, 173285, 173285, 173772, 173772, 470, 459342, 375, 552, 180, 1185, 2622, 3868, 490325, 6515, 493042, 2350, 1108, 935, 497592
2011-06-26, 61165, 24628, 16068, 21015, 20930, 48910, 1470, 3392, 4388, 11365, 19985, 13440, 33422, 1912, 39835, 59040, 105452, 114928, 3382, 113770, 14965, 23078, 24358, 480, 180025, 14662, 307835, 227328, 17505, 7952, 253515, 8425, 260890, 1762, 11865, 273625, 273895, 248, 505, 198, 2602, 720, 4220, 638, 2402, 1495, 4118, 4422, 5475, 1572, 3138, 4510, 4940, 8112, 10160, 20845, 24418, 34150, 24165, 352, 25752, 24415, 21850, 21635, 620, 24988, 10680, 1370, 17840, 1388, 1382, 1902, 1648, 380, 1845, 3132, 5135, 1260, 1155, 440, 370, 70, 70, 3292, 1390, 9972, 2068, 37640, 39820, 62050, 14940, 119798, 45032, 16160, 50585, 170385, 170385, 170855, 170855, 455, 454582, 335, 515, 175, 1122, 2432, 3618, 489800, 6462, 492450, 2278, 1070, 935, 496875
2011-06-27, 58735, 24302, 15328, 20918, 20080, 47995, 1420, 3258, 4232, 10852, 19185, 12938, 32122, 1825, 38290, 57710, 103575, 112988, 3230, 111312, 14018, 22478, 23742, 465, 176602, 13802, 303640, 223158, 17018, 7605, 248450, 8320, 255598, 1722, 11918, 268132, 268340, 230, 498, 228, 2585, 695, 4202, 618, 2310, 1470, 3920, 4190, 5170, 1540, 3058, 4352, 4980, 8010, 9918, 20912, 24468, 34028, 24130, 335, 25472, 24135, 21542, 21320, 602, 24578, 10592, 1312, 17628, 1355, 1365, 1870, 1610, 385, 1802, 3075, 5048, 1260, 1150, 430, 362, 70, 70, 3018, 1340, 9738, 1952, 37100, 39195, 60275, 14842, 117380, 43350, 15258, 48968, 166342, 166342, 166800, 166800, 440, 445372, 295, 475, 170, 1058, 2295, 3430, 481875, 6385, 484980, 2182, 1038, 915, 490705
2011-06-28, 56578, 23995, 14785, 20785, 19788, 47270, 1370, 3110, 4052, 10372, 18348, 12422, 30772, 1738, 36628, 56570, 101605, 110938, 3070, 108750, 12922, 21682, 23055, 450, 173132, 13110, 299322, 218822, 16492, 7320, 243338, 8335, 250478, 1688, 11860, 263010, 263235, 215, 480, 250, 2490, 645, 4118, 598, 2202, 1410, 3675, 3918, 4928, 1498, 2900, 4120, 4932, 7870, 9558, 20830, 24335, 33710, 24075, 320, 25195, 23845, 21228, 21008, 585, 24218, 10505, 1258, 17405, 1325, 1348, 1828, 1588, 372, 1740, 2930, 4960, 1252, 1148, 420, 358, 70, 68, 2855, 1278, 9572, 1795, 36535, 38562, 57640, 14858, 110982, 41890, 14400, 47408, 158390, 158390, 158832, 158832, 428, 433112, 255, 435, 162, 990, 2178, 3275, 444108, 6310, 447198, 2075, 978, 898, 453110
2011-06-29, 54298, 23672, 14325, 20318, 19442, 46335, 1340, 2985, 3868, 9935, 17565, 11990, 29555, 1660, 35062, 55565, 99652, 108902, 2910, 106262, 11965, 19448, 21198, 435, 169562, 12422, 294140, 209270, 16028, 7025, 233402, 8172, 240978, 1632, 11678, 254072, 254538, 198, 478, 280, 2442, 610, 4018, 580, 2122, 1368, 3470, 3568, 4652, 1442, 2772, 3898, 4848, 7655, 9112, 20615, 24060, 33148, 24018, 305, 24972, 23640, 21000, 20775, 560, 23880, 10418, 1192, 17160, 1240, 1268, 1750, 1510, 358, 1662, 2695, 4880, 1250, 1135, 410, 350, 65, 60, 2680, 1210, 9320, 1650, 36028, 37995, 55048, 14608, 107948, 40710, 13578, 46230, 154170, 154170, 154598, 154598, 418, 421152, 222, 395, 160, 920, 2080, 3138, 431332, 6232, 433992, 1978, 922, 885, 438710
2011-06-30, 52475, 23360, 14030, 19760, 19188, 45460, 1305, 2890, 3682, 9528, 16835, 11512, 28348, 1568, 33638, 54442, 97758, 106930, 2760, 103788, 11228, 16785, 18535, 420, 165880, 11955, 288678, 203200, 15582, 6725, 226232, 7988, 233338, 1580, 11542, 245680, 245950, 185, 465, 310, 2400, 572, 3970, 558, 2012, 1292, 3228, 3308, 4355, 1385, 2650, 3690, 4730, 7398, 8662, 20238, 23552, 32340, 23958, 292, 24682, 23360, 20735, 20522, 540, 23588, 10330, 1138, 16912, 1170, 1212, 1678, 1432, 340, 1600, 2510, 4798, 1248, 1130, 398, 342, 60, 55, 2410, 1135, 8932, 1502, 35298, 37260, 52445, 14295, 105002, 39230, 12795, 44785, 149785, 149785, 150198, 150198, 405, 406802, 198, 355, 152, 852, 1982, 3010, 416862, 6168, 419542, 1888, 885, 872, 424315
2011-07-01, 50602, 22630, 13755, 19052, 18238, 44432, 1250, 2768, 3460, 9090, 16058, 10900, 26960, 1472, 32068, 53292, 95658, 104732, 2608, 101140, 10400, 14092, 15840, 405, 166778, 11575, 282918, 197102, 15235, 6398, 219522, 7730, 226980, 1525, 11380, 239190, 239468, 170, 452, 342, 2310, 530, 3918, 538, 1925, 1252, 3018, 3018, 4085, 1342, 2545, 3508, 4598, 7122, 8268, 19838, 23015, 31398, 23898, 278, 24340, 23025, 20410, 20202, 512, 23225, 10240, 1085, 16718, 1115, 1168, 1612, 1360, 330, 1548, 2322, 4715, 1240, 1130, 390, 338, 60, 50, 2158, 1042, 8525, 1360, 34520, 36430, 49638, 14152, 101978, 37438, 12008, 44208, 146190, 146190, 146588, 146588, 392, 395148, 180, 325, 150, 785, 1900, 2890, 404225, 6098, 406742, 1815, 865, 862, 411165
2011-07-02, 47955, 20298, 13478, 18735, 17630, 43752, 1175, 2600, 3218, 8620, 15160, 10178, 25340, 1382, 30248, 52100, 93340, 102290, 2482, 98375, 9622, 11578, 13152, 395, 177115, 11050, 275202, 205858, 14882, 6062, 224348, 7555, 229740, 1490, 11165, 238305, 237755, 158, 440, 365, 2258, 485, 3905, 518, 1842, 1205, 2835, 2805, 3820, 1298, 2442, 3340, 4500, 6838, 7908, 19420, 22545, 30562, 23838, 268, 23982, 22675, 20052, 19855, 490, 22822, 10152, 1035, 16575, 1075, 1138, 1560, 1298, 328, 1505, 2210, 4680, 1235, 1118, 382, 330, 60, 52, 2000, 972, 8158, 1238, 33775, 35630, 46630, 14400, 99062, 35390, 11428, 44028, 143088, 143088, 143472, 143472, 382, 386058, 165, 300, 142, 722, 1820, 2785, 394400, 6035, 396782, 1765, 855, 852, 400970
2011-07-03, 45338, 20002, 13315, 18332, 16918, 43170, 1125, 2458, 2992, 8182, 14302, 9442, 23748, 1292, 28350, 51228, 90785, 99582, 2370, 95332, 8912, 10645, 11885, 382, 175158, 10448, 275572, 234575, 14472, 5802, 255152, 7698, 262600, 1500, 11100, 271585, 270572, 148, 432, 380, 2220, 448, 3882, 498, 1772, 1160, 2675, 2592, 3605, 1255, 2342, 3202, 4405, 6560, 7598, 18948, 22070, 29855, 23770, 255, 23620, 22318, 19688, 19495, 470, 22398, 10065, 995, 16422, 1042, 1112, 1518, 1255, 315, 1460, 2060, 4650, 1225, 1102, 372, 322, 60, 50, 1842, 910, 7852, 1135, 33198, 34982, 44045, 14695, 96560, 33382, 10820, 41975, 138535, 136428, 136802, 136802, 372, 397668, 150, 280, 140, 672, 1750, 2680, 399368, 5978, 400910, 1712, 812, 850, 403078
2011-07-04, 43218, 19665, 13055, 17728, 16448, 42310, 1092, 2342, 2792, 7755, 13518, 8802, 22318, 1210, 26628, 50242, 88320, 96968, 2268, 92452, 8308, 9980, 11185, 370, 173315, 9815, 266608, 226502, 14185, 5638, 247198, 8035, 256068, 1532, 11198, 268505, 268898, 138, 425, 400, 2200, 422, 3880, 485, 1735, 1142, 2598, 2458, 3415, 1225, 2300, 3178, 4392, 6355, 7382, 18580, 21715, 29232, 23720, 248, 23280, 21982, 19332, 19138, 455, 21978, 9978, 955, 16238, 1005, 1082, 1462, 1190, 308, 1400, 1895, 4620, 1215, 1072, 358, 318, 55, 42, 1690, 835, 7498, 1040, 32610, 34370, 41645, 14590, 93990, 31735, 10288, 40262, 134250, 132142, 132508, 132508, 355, 408875, 140, 260, 135, 625, 1675, 2570, 415422, 5920, 417360, 1670, 778, 860, 420482
2011-07-05, 41252, 19338, 12772, 17118, 16108, 41368, 1048, 2238, 2628, 7370, 12822, 8338, 21160, 1138, 25130, 49068, 86035, 94545, 2160, 89750, 7835, 9458, 10610, 358, 178632, 9200, 260165, 231720, 14008, 5442, 249442, 8122, 255695, 1538, 11238, 265170, 264812, 128, 418, 418, 2155, 390, 3882, 470, 1655, 1108, 2480, 2365, 3278, 1195, 2200, 3070, 4320, 6220, 7168, 18120, 21220, 28592, 23662, 235, 23035, 21730, 19028, 18828, 432, 21575, 9890, 915, 16032, 965, 1052, 1415, 1150, 292, 1348, 1780, 4595, 1205, 1052, 348, 310, 50, 30, 1550, 768, 7162, 960, 31965, 33692, 39368, 14418, 91598, 30305, 9725, 39872, 131470, 131470, 131820, 131820, 342, 400800, 130, 242, 130, 588, 1605, 2472, 408112, 5862, 410290, 1630, 742, 885, 414218
2011-07-06, 40132, 19058, 12625, 16575, 15550, 40632, 1030, 2152, 2498, 7030, 12222, 7818, 20040, 1058, 23828, 47988, 83765, 92135, 2055, 87072, 7362, 8975, 10132, 348, 180782, 8725, 254595, 250000, 13692, 5208, 269168, 8105, 276892, 1540, 11275, 286870, 286240, 120, 410, 440, 2112, 378, 3900, 455, 1605, 1080, 2352, 2242, 3185, 1152, 2065, 2885, 4158, 6028, 6832, 17525, 20530, 27642, 23595, 222, 22828, 21532, 18815, 18605, 410, 21242, 9802, 875, 15830, 928, 1022, 1358, 1088, 280, 1305, 1650, 4568, 1195, 1040, 335, 302, 50, 30, 1400, 700, 6868, 888, 31355, 33042, 37340, 14322, 91175, 28935, 9262, 40980, 132155, 132155, 132492, 132492, 332, 411430, 125, 230, 128, 558, 1538, 2378, 412742, 5810, 414158, 1590, 715, 898, 416272
2011-07-07, 39062, 18792, 12505, 15790, 14740, 39780, 995, 2080, 2368, 6710, 11680, 7378, 19060, 980, 22578, 47050, 79605, 87652, 1942, 82790, 6875, 8452, 9608, 338, 177348, 8325, 244105, 250000, 13372, 4940, 268570, 7895, 276640, 1508, 11120, 287875, 287912, 115, 400, 460, 2035, 335, 3908, 435, 1580, 1032, 2272, 2160, 3090, 1112, 2000, 2810, 4050, 5798, 6540, 16995, 19930, 26770, 23530, 215, 22538, 21255, 18555, 18360, 395, 20965, 9715, 845, 15622, 895, 992, 1302, 1032, 272, 1255, 1520, 4540, 1188, 1028, 325, 298, 50, 30, 1322, 642, 6555, 822, 30778, 32438, 35155, 14095, 88790, 27405, 8788, 40520, 129312, 129312, 129640, 129640, 322, 422518, 120, 218, 120, 525, 1480, 2290, 427512, 5760, 429205, 1535, 682, 885, 432025
2011-07-08, 37160, 18532, 12115, 14800, 13605, 38402, 955, 1998, 2255, 6402, 11155, 6942, 18095, 910, 21468, 45680, 75732, 83452, 1838, 78372, 6362, 7902, 9055, 328, 174790, 7895, 234068, 235438, 13035, 4628, 254745, 7552, 264295, 1462, 10790, 277390, 278112, 110, 390, 478, 1982, 300, 3895, 418, 1520, 1025, 2190, 2035, 3010, 1085, 1932, 2748, 3965, 5618, 6290, 16482, 19378, 26020, 23462, 205, 22245, 20968, 18250, 18062, 380, 20638, 9628, 805, 15422, 865, 962, 1240, 972, 255, 1215, 1410, 4515, 1178, 1012, 312, 290, 45, 25, 1208, 590, 6232, 762, 30192, 31822, 33110, 13880, 86378, 25802, 8288, 38920, 125298, 125298, 125615, 125615, 308, 415628, 115, 208, 120, 490, 1420, 2208, 422492, 5712, 424462, 1508, 675, 900, 428152
2011-07-09, 35275, 18292, 11650, 13820, 12595, 36900, 915, 1910, 2125, 6090, 10610, 6452, 17062, 850, 20318, 43938, 70910, 78230, 1760, 73638, 5858, 7262, 8452, 315, 172825, 7475, 227195, 226910, 12552, 4378, 244678, 7438, 253238, 1442, 10612, 264798, 265138, 102, 385, 480, 1980, 275, 3890, 408, 1488, 1018, 2128, 1948, 2930, 1058, 1820, 2602, 3828, 5422, 5990, 15852, 18675, 25175, 23395, 195, 21992, 20715, 17978, 17785, 360, 20282, 9540, 772, 15230, 825, 932, 1188, 910, 245, 1180, 1310, 4502, 1168, 980, 300, 282, 40, 10, 1105, 545, 5908, 715, 29575, 31175, 31295, 13538, 84075, 23982, 7735, 37142, 121218, 121218, 121522, 121522, 295, 397178, 110, 200, 112, 455, 1362, 2120, 405045, 5665, 407248, 1492, 675, 928, 411692
2011-07-10, 34228, 18092, 11292, 13050, 11872, 35690, 882, 1838, 2000, 5770, 10060, 5970, 16032, 802, 19138, 42290, 66670, 73605, 1715, 69122, 5432, 6570, 7690, 310, 170160, 7042, 219825, 219665, 12192, 4212, 236865, 7565, 245492, 1450, 10625, 257122, 257450, 100, 385, 480, 1992, 250, 3890, 398, 1468, 1015, 2062, 1875, 2855, 1038, 1778, 2552, 3712, 5192, 5690, 15220, 17942, 24195, 23105, 188, 21700, 20430, 17705, 17518, 345, 19948, 9450, 740, 15032, 798, 905, 1145, 858, 235, 1148, 1235, 4490, 1160, 965, 292, 280, 40, 8, 1058, 508, 5652, 672, 28995, 30555, 29660, 13200, 81748, 22270, 7255, 35360, 117110, 117110, 117405, 117405, 290, 383872, 110, 190, 110, 430, 1312, 2042, 390180, 5618, 392138, 1480, 672, 948, 396102
2011-07-11, 33890, 17940, 11040, 12458, 11298, 34802, 860, 1785, 1902, 5485, 9598, 5665, 15260, 748, 18105, 41062, 63670, 70355, 1662, 65828, 5100, 6182, 7260, 300, 166888, 6695, 213325, 212950, 12025, 4070, 229608, 7700, 238130, 1452, 10612, 249582, 249870, 92, 382, 470, 1958, 220, 3888, 375, 1422, 972, 1975, 1798, 2800, 1022, 1768, 2602, 3652, 5062, 5530, 14765, 17450, 23452, 22520, 180, 21245, 20008, 17345, 17180, 338, 19615, 9362, 712, 14855, 772, 885, 1112, 832, 230, 1115, 1158, 4482, 1150, 965, 285, 270, 40, 8, 1012, 480, 5448, 632, 28540, 30055, 28210, 12912, 78355, 21068, 6980, 34072, 112430, 112430, 112718, 112718, 280, 371495, 102, 180, 110, 405, 1258, 1970, 377645, 5575, 379570, 1450, 652, 942, 383555
2011-07-12, 33018, 17770, 10625, 11700, 10475, 33668, 832, 1738, 1808, 5230, 9188, 5328, 14512, 705, 17282, 39938, 61490, 68002, 1615, 63240, 4832, 5882, 6938, 285, 163698, 6335, 208050, 207570, 11850, 3880, 223835, 7545, 232900, 1418, 10365, 243930, 244155, 90, 375, 470, 1875, 195, 3870, 352, 1350, 932, 1838, 1642, 2732, 1000, 1688, 2542, 3512, 4990, 5358, 14278, 16910, 22775, 21935, 170, 20582, 19355, 16755, 16622, 328, 19115, 9275, 682, 14685, 742, 862, 1072, 800, 222, 1078, 1078, 4468, 1142, 945, 275, 268, 38, 0, 925, 452, 5230, 595, 28105, 29592, 26832, 12258, 75828, 19692, 6572, 32770, 108598, 108598, 108875, 108875, 262, 360710, 100, 172, 100, 372, 1205, 1890, 366060, 5528, 367870, 1415, 638, 930, 371630
2011-07-13, 31405, 17595, 10005, 10838, 9720, 31882, 800, 1678, 1718, 4975, 8762, 4880, 13645, 665, 16350, 38395, 59335, 65682, 1565, 60855, 4592, 5618, 6658, 280, 160958, 5942, 203378, 202838, 11520, 3640, 218612, 7248, 227400, 1385, 9998, 238128, 238372, 85, 370, 468, 1818, 182, 3868, 332, 1290, 908, 1728, 1492, 2620, 978, 1598, 2430, 3352, 4822, 5068, 13708, 16262, 21925, 21350, 165, 19890, 18680, 16082, 15955, 310, 18410, 9188, 652, 14535, 720, 838, 1025, 748, 212, 1050, 1015, 4458, 1135, 925, 262, 260, 30, 0, 928, 428, 4962, 560, 27630, 29102, 25470, 11570, 73218, 18120, 6102, 31192, 104410, 104338, 104602, 104602, 250, 350945, 100, 168, 100, 342, 1158, 1815, 356018, 5485, 357768, 1398, 635, 938, 361468
2011-07-14, 29970, 17435, 9438, 10342, 9115, 29182, 775, 1635, 1628, 4730, 8360, 4568, 12928, 625, 15458, 35780, 56635, 62755, 1520, 58172, 4382, 5380, 6408, 272, 158482, 5575, 198880, 198338, 11042, 3408, 213492, 7150, 222078, 1385, 9735, 232490, 232722, 80, 370, 465, 1815, 172, 3878, 315, 1258, 892, 1648, 1398, 2502, 965, 1565, 2398, 3255, 4610, 4828, 13170, 15675, 21125, 20772, 160, 19102, 17912, 15345, 15232, 300, 17675, 9100, 630, 14382, 692, 815, 985, 705, 202, 1032, 960, 4445, 1128, 915, 258, 255, 30, 0, 862, 405, 4738, 532, 27182, 28618, 24198, 10905, 70660, 16855, 5828, 29848, 100508, 98762, 99022, 99022, 242, 339915, 100, 160, 98, 320, 1112, 1748, 344940, 5445, 346685, 1385, 635, 958, 350490
2011-07-15, 28895, 17300, 8952, 9930, 8470, 28148, 750, 1590, 1538, 4485, 7965, 4248, 12212, 592, 14685, 33738, 53185, 58988, 1470, 54588, 4192, 5170, 6188, 262, 156072, 5232, 194170, 193685, 10580, 3212, 208175, 7218, 216855, 1388, 9490, 227048, 227280, 80, 362, 462, 1782, 162, 3892, 292, 1220, 852, 1570, 1335, 2520, 945, 1475, 2305, 3135, 4438, 4608, 12628, 15032, 20295, 20195, 150, 18302, 17115, 14542, 14440, 285, 16865, 8988, 608, 14238, 670, 795, 945, 670, 195, 995, 905, 4432, 1118, 910, 248, 250, 30, 0, 840, 385, 4525, 505, 26788, 28190, 23022, 10222, 68240, 15710, 5530, 28718, 96955, 96665, 96910, 96910, 232, 330692, 90, 152, 90, 300, 1065, 1682, 334750, 5405, 336352, 1365, 622, 942, 339940
2011-07-16, 27515, 17165, 8310, 9165, 7775, 26758, 722, 1538, 1455, 4252, 7588, 3850, 11442, 560, 13850, 32375, 50478, 56032, 1425, 51618, 4020, 4985, 5988, 258, 153675, 4925, 188922, 188485, 10208, 3030, 202398, 7060, 210998, 1338, 9125, 220935, 221205, 80, 350, 470, 1665, 155, 3905, 272, 1182, 812, 1512, 1278, 2748, 932, 1395, 2208, 3000, 4235, 4338, 12100, 14418, 19448, 19622, 145, 17498, 16318, 13742, 13640, 265, 16005, 8605, 580, 14090, 650, 775, 910, 635, 185, 962, 862, 4415, 1110, 902, 240, 242, 30, 0, 782, 365, 4328, 482, 26415, 27798, 21922, 9520, 65928, 14412, 5140, 27445, 93372, 93372, 93610, 93610, 222, 322768, 90, 148, 90, 280, 1025, 1620, 326785, 5365, 328348, 1342, 602, 932, 331882
2011-07-17, 26170, 17050, 7678, 8435, 7135, 25070, 700, 1495, 1385, 4032, 7232, 3458, 10690, 528, 13015, 30692, 48118, 53430, 1385, 49242, 3852, 4815, 5808, 250, 151478, 4635, 184145, 183605, 9828, 2860, 196925, 6782, 205145, 1280, 8630, 214532, 214790, 75, 338, 470, 1582, 148, 3918, 255, 1138, 772, 1455, 1230, 2688, 915, 1345, 2140, 2875, 4025, 4088, 11650, 13888, 18698, 19052, 140, 16732, 15560, 12972, 12870, 252, 15192, 8155, 558, 13905, 625, 750, 875, 600, 180, 932, 815, 4398, 1100, 900, 230, 240, 20, 0, 748, 348, 4160, 465, 26045, 27408, 20910, 8832, 63675, 13078, 4792, 26100, 89770, 89770, 90002, 90002, 220, 312838, 90, 140, 90, 258, 985, 1560, 316935, 5325, 318538, 1312, 598, 925, 322140
