, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-03-17, 16091, 23240, 8367, 15219, 13547, 27808, 279, 784, 733, , , , , 2954, 13670, 33084, 26837, 30057, 3084, , 33842, 9128, 9463, 690, 96232, 5500, 112243, 117351, 3928, 2560, 122484, 4088, 118374, , 4820, 129782, 120626, 670, 697, 1300, 1922, 510, 3051, , 2407, 1115, 5478, 8647, 7214, 629, 684, , 516, 1640, 582, 1708, , 3323, 2938, 117, 3818, 3706, 3338, , 184, , 160, 171, 6033, 208, 289, 404, 1062, 146, 444, , 2982, , 1313, 269, , 93, 59, 1054, 293, 2302, 1054, 11444, , 13595, 3275, , 20335, 19551, 23431, 53735, 45698, 46044, 46044, 551, 168229, 210, 550, 170, 416, 1994, 2866, 166123, 5716, 168762, 2632, 1241, 1539, 
2015-03-18, 11329, 19328, 5046, 11199, 9219, 20193, 301, 776, 735, , , , , 2818, 14735, 31100, 29310, 32831, 3046, , 34224, 9712, 10640, 528, 96778, 5125, 112824, 115675, 3830, 2273, 122289, 3480, 118893, , 3850, 127422, 114006, 570, 575, 812, 1642, 371, 2559, , 1933, 954, 4112, 6596, 8442, 647, 774, , 582, 1853, 644, 1723, , 3443, 2976, 127, 3948, 3777, 3343, , 194, , 160, 220, 6123, 175, 293, 453, 1130, 162, 445, , 3377, , 1297, 289, , 84, 52, 1728, 351, 2590, 1335, 11486, , 15476, 3652, , 20323, 16650, 24170, 57706, 50759, 51302, 51302, 600, 168064, 240, 573, 222, 453, 2261, 2964, 169704, 5465, 171583, 2246, 1074, 1432, 
2015-03-19, 10569, 17465, 3790, 9920, 9541, 17026, 322, 851, 723, , , , , 2719, 15789, 25192, 31432, 35217, 2948, , 28133, 9665, 10867, 476, 98823, 4912, 114837, 114614, 3692, 2198, 120506, 3826, 117863, , 3730, 125591, 112124, 549, 543, 690, 1672, 342, 2051, , 1686, 910, 3588, 5130, 6945, 661, 872, , 627, 2078, 678, 1730, , 3526, 3023, 133, 4220, 4010, 3493, , 197, , 160, 258, 6100, 159, 283, 486, 1118, 156, 440, , 3312, , 1283, 269, , 75, 46, 1234, 328, 3116, 1376, 12404, , 17444, 4093, , 22212, 15435, 25726, 61835, 55978, 56666, 56666, 593, 169288, 218, 560, 220, 468, 2212, 3129, 171135, 5397, 172698, 2153, 916, 1394, 
2015-03-20, 10592, 16088, 3637, 8941, 8492, 15870, 284, 791, 590, , , , , 2468, 15830, 22987, 32544, 36486, 2806, , 22640, 9742, 10538, 322, 100802, 4771, 116393, 116184, 3709, 2266, 122016, 3762, 120474, , 3493, 127419, 113856, 490, 496, 663, 1644, 304, 1889, , 1554, 906, 3348, 4334, 5592, 656, 908, , 652, 2211, 736, 1718, , 3518, 3041, 141, 4467, 4253, 3740, , 198, , 160, 273, 6126, 155, 280, 508, 1090, 153, 405, , 3232, , 1264, 226, , 68, 38, 1109, 313, 2900, 1167, 12380, , 17302, 3786, , 21288, 12604, 26860, 63278, 58510, 58980, 58980, 496, 171678, 182, 499, 191, 440, 1890, 2650, 173912, 5349, 175437, 2050, 773, 1297, 
2015-03-21, 10677, 14830, 3608, 8196, 8073, 14975, 290, 790, 586, , , , , 2319, 14470, 21494, 31969, 35860, 2710, , 18138, 9819, 10561, 300, 102944, 4845, 118486, 118173, 3817, 2440, 124114, 4493, 123754, , 3792, 130460, 121888, 516, 519, 661, 1984, 408, 1841, , 1542, 966, 3445, 4031, 4678, 659, 960, , 726, 2282, 718, 1727, , 3598, 3036, 164, 4601, 4380, 3926, , 199, , 160, 279, 6202, 161, 287, 551, 1130, 174, 375, , 3238, , 1248, 231, , 58, 30, 1229, 354, 2842, 1129, 12059, , 17036, 4154, , 18906, 11008, 30052, 66022, 62344, 62712, 62712, 428, 177450, 174, 436, 174, 378, 1877, 2442, 178996, 5324, 180296, 1970, 716, 1242, 
2015-03-22, 11342, 14097, 3737, 7886, 8738, 14763, 309, 858, 718, , , , , 2274, 13900, 20846, 31516, 35357, 2662, , 16117, 9771, 10522, 412, 105878, 5656, 122221, 121723, 4188, 2748, 127984, 5003, 128838, , 3990, 135219, 135000, 513, 517, 663, 1984, 414, 2168, , 1536, 886, 3328, 4095, 4260, 681, 1024, , 805, 2406, 772, 1751, , 3809, 3036, 144, 4669, 4429, 4012, , 201, , 160, 298, 6297, 172, 304, 602, 1229, 180, 368, , 3268, , 1255, 247, , 51, 22, 1224, 388, 3069, 1208, 12268, , 17484, 4741, , 18671, 11573, 29131, 65727, 63139, 63470, 63470, 504, 191874, 229, 444, 161, 332, 2180, 2693, 192767, 5310, 193702, 1922, 740, 1232, 
2015-03-23, 11744, 13550, 3547, 7376, 8644, 14215, 314, 867, 717, , , , , 2128, 14101, 20629, 31876, 35768, 2572, , 15586, 9723, 10485, 372, 107593, 6234, 124772, 124564, 4847, 2680, 131446, 4101, 133601, , 3590, 139520, 139379, 438, 438, 557, 1560, 289, 2549, , 1332, 793, 2836, 3991, 4173, 690, 1043, , 843, 2602, 814, 1759, , 3885, 3030, 136, 4826, 4544, 4080, , 200, , 160, 320, 6392, 171, 297, 603, 1196, 174, 360, , 3165, , 1301, 217, , 44, 10, 1059, 340, 3096, 1181, 12626, , 17660, 4172, , 19019, 11442, 29644, 66392, 64893, 65214, 65214, 522, 202670, 198, 466, 152, 322, 2039, 2774, 205910, 5298, 207123, 1853, 683, 1192, 
2015-03-24,10913.0,12701.0,3196.0,6623.0,7365.0,13105.0,306.0,813.0,621.0,3559.0,5434.0,3365.0,8801.0,1961.0,13662.0,19529.0,31871.0,35777.0,2486.0,38466.0,14196.0,9675.0,10437.0,292.0,108604.0,6044.0,125649.0,125572.0,4979.0,2436.0,132908.0,3651.0,135868.0,455.0,3334.0,141475.0,141430.0,421.0,426.0,487.0,1488.0,276.0,2750.0,330.0,1251.0,908.0,2762.0,3888.0,4084.0,684.0,1050.0,2050.0,862.0,2678.0,760.0,1742.0,2680.0,3858.0,3012.0,134.0,4996.0,4704.0,4228.0,3571.0,199.0,6213.0,160.0,332.0,6428.0,167.0,286.0,604.0,1135.0,167.0,354.0,1620.0,3142.0,284.0,1364.0,207.0,269.0,36.0,4.0,1091.0,331.0,3020.0,1161.0,12687.0,13871.0,17300.0,3934.0,31917.0,16945.0,10081.0,27882.0,63987.0,63578.0,63888.0,63888.0,455.0,206761.0,194.0,450.0,146.0,342.0,1944.0,2492.0,211345.0,5322.0,212801.0,1796.0,797.0,1172.0,212650.0
2015-03-25,10372.0,11906.0,2968.0,6030.0,6578.0,12224.0,301.0,776.0,559.0,3528.0,5520.0,3603.0,9124.0,1873.0,12604.0,18212.0,31282.0,35130.0,2438.0,38629.0,12818.0,9627.0,10391.0,753.0,109373.0,5764.0,126116.0,126065.0,4590.0,2227.0,133228.0,3297.0,136178.0,443.0,3137.0,141424.0,141444.0,416.0,418.0,502.0,1365.0,272.0,2798.0,292.0,1266.0,836.0,2775.0,4086.0,4038.0,684.0,1083.0,2237.0,895.0,2758.0,752.0,1720.0,2739.0,3821.0,2995.0,124.0,5042.0,4744.0,4327.0,3590.0,200.0,6209.0,160.0,341.0,6433.0,161.0,272.0,597.0,1138.0,156.0,357.0,1826.0,3139.0,282.0,1430.0,222.0,236.0,28.0,2.0,1220.0,312.0,3064.0,1222.0,12886.0,15461.0,16705.0,4046.0,34244.0,14790.0,10129.0,25587.0,61682.0,61682.0,61982.0,61982.0,514.0,206619.0,276.0,515.0,186.0,336.0,2236.0,2798.0,212416.0,5395.0,214042.0,1776.0,976.0,1253.0,216825.0
2015-03-26,10213.0,11232.0,2831.0,5490.0,5858.0,11504.0,297.0,737.0,513.0,3376.0,5342.0,3478.0,8820.0,1724.0,11594.0,17200.0,30486.0,34246.0,2348.0,38623.0,12374.0,9579.0,10349.0,670.0,109998.0,5446.0,126423.0,126397.0,4201.0,1979.0,132938.0,2937.0,135829.0,438.0,2956.0,140608.0,140647.0,380.0,375.0,513.0,1160.0,222.0,2773.0,390.0,1127.0,743.0,2410.0,3773.0,4088.0,672.0,1062.0,2027.0,875.0,2933.0,716.0,1687.0,2628.0,3719.0,2978.0,116.0,5144.0,4826.0,4374.0,3808.0,196.0,6307.0,156.0,334.0,6426.0,156.0,262.0,580.0,1141.0,146.0,328.0,1552.0,3025.0,281.0,1492.0,194.0,237.0,28.0,6.0,964.0,288.0,3030.0,1215.0,13048.0,16206.0,15986.0,3793.0,34472.0,13556.0,9714.0,24398.0,60022.0,60022.0,60316.0,60316.0,593.0,205423.0,262.0,576.0,180.0,392.0,2154.0,2906.0,212266.0,5376.0,213894.0,1723.0,896.0,1218.0,228744.0
