, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2016-07-12,11347.0,8111.0,2738.0,3245.0,3335.0,9332.0,181.0,825.0,531.0,1042.0,2365.0,1744.0,3866.0,183.0,4233.0,9625.0,13819.0,15204.0,871.0,13402.0,1440.0,1746.0,2369.0,89.0,110557.0,2100.0,116297.0,112185.0,3667.0,1577.0,116367.0,1492.0,112584.0,372.0,2404.0,115618.0,115135.0,116.0,35.0,369.0,403.0,37.0,4101.0,121.0,619.0,415.0,647.0,1179.0,2235.0,500.0,99.0,1247.0,811.0,811.0,888.0,4796.0,5361.0,7179.0,13826.0,6.0,8038.0,7551.0,4271.0,3972.0,38.0,5382.0,0.0,197.0,5843.0,354.0,410.0,432.0,226.0,75.0,405.0,513.0,3942.0,997.0,1103.0,8.0,45.0,0.0,189.0,544.0,170.0,2493.0,347.0,10800.0,11450.0,9949.0,1691.0,22080.0,6565.0,4003.0,13973.0,36053.0,36053.0,36525.0,36493.0,65.0,134490.0,49.0,66.0,2.0,85.0,193.0,248.0,123528.0,4644.0,123196.0,1103.0,426.0,931.0,135332.0
2016-07-13,11387.0,8085.0,2709.0,2743.0,2690.0,9040.0,164.0,855.0,342.0,1029.0,2377.0,1501.0,3644.0,177.0,4814.0,10670.0,14322.0,15847.0,859.0,16224.0,1380.0,1826.0,2519.0,78.0,108525.0,1922.0,112982.0,114999.0,3419.0,1412.0,120086.0,1348.0,118763.0,342.0,2254.0,122788.0,122714.0,111.0,35.0,363.0,362.0,36.0,4078.0,113.0,593.0,453.0,625.0,1112.0,2027.0,460.0,80.0,1177.0,759.0,751.0,791.0,4642.0,5187.0,6917.0,13874.0,4.0,7962.0,7458.0,4302.0,4101.0,31.0,5738.0,0.0,182.0,5865.0,341.0,398.0,419.0,189.0,70.0,324.0,484.0,3898.0,994.0,969.0,8.0,43.0,0.0,136.0,372.0,159.0,2356.0,251.0,9971.0,11081.0,9260.0,1391.0,23368.0,6108.0,3005.0,13956.0,37324.0,37324.0,37789.0,37757.0,51.0,170546.0,49.0,56.0,2.0,83.0,177.0,219.0,165447.0,4565.0,164985.0,1154.0,443.0,919.0,167141.0
2016-07-14,11519.0,8059.0,2462.0,2447.0,2234.0,8422.0,155.0,737.0,282.0,1002.0,2197.0,1247.0,3220.0,171.0,4374.0,9972.0,14354.0,15903.0,847.0,16267.0,1326.0,1794.0,2519.0,76.0,112649.0,1789.0,116012.0,114999.0,3165.0,1292.0,119713.0,1284.0,119397.0,322.0,2127.0,122250.0,122282.0,102.0,31.0,356.0,323.0,34.0,4031.0,105.0,568.0,448.0,607.0,1004.0,1922.0,457.0,76.0,1164.0,752.0,647.0,747.0,4561.0,5095.0,6732.0,13903.0,3.0,7775.0,7264.0,4164.0,3976.0,24.0,5663.0,0.0,172.0,5818.0,330.0,388.0,408.0,160.0,67.0,287.0,462.0,3856.0,994.0,937.0,8.0,39.0,0.0,132.0,317.0,153.0,2268.0,240.0,9396.0,10264.0,8144.0,1217.0,23374.0,4906.0,2359.0,12833.0,36207.0,36207.0,36671.0,36639.0,41.0,171223.0,48.0,47.0,2.0,76.0,160.0,184.0,171716.0,4530.0,172178.0,1189.0,452.0,906.0,174583.0
2016-07-15,11310.0,8039.0,2320.0,2290.0,2008.0,7617.0,147.0,662.0,267.0,951.0,2015.0,1141.0,2942.0,167.0,3986.0,9137.0,13929.0,15447.0,836.0,15780.0,1286.0,1693.0,2409.0,74.0,113122.0,1693.0,117425.0,114999.0,2886.0,1205.0,119364.0,1245.0,120016.0,308.0,2042.0,121993.0,121983.0,96.0,29.0,349.0,292.0,33.0,4000.0,99.0,547.0,458.0,590.0,913.0,1840.0,458.0,74.0,1178.0,759.0,594.0,729.0,4519.0,5052.0,6635.0,13932.0,2.0,7568.0,7027.0,3984.0,3805.0,20.0,5466.0,0.0,166.0,5778.0,319.0,379.0,398.0,134.0,64.0,286.0,440.0,3815.0,995.0,876.0,7.0,37.0,0.0,137.0,301.0,146.0,2217.0,237.0,9302.0,10090.0,7597.0,1147.0,22481.0,4072.0,1985.0,11905.0,34386.0,34386.0,34846.0,34814.0,35.0,166957.0,47.0,43.0,2.0,79.0,146.0,151.0,168635.0,4504.0,169274.0,1187.0,441.0,905.0,172193.0
2016-07-16,10813.0,8022.0,2239.0,2178.0,1874.0,7158.0,138.0,612.0,262.0,913.0,1898.0,1087.0,2781.0,162.0,3705.0,8345.0,13613.0,15109.0,825.0,15369.0,1256.0,1661.0,2365.0,72.0,111868.0,1600.0,116163.0,111249.0,2625.0,1135.0,115976.0,1213.0,118249.0,297.0,1975.0,120985.0,121166.0,91.0,28.0,342.0,265.0,32.0,3983.0,93.0,527.0,419.0,575.0,874.0,1771.0,458.0,73.0,1202.0,775.0,583.0,714.0,4487.0,5019.0,6568.0,13962.0,0.0,7421.0,6842.0,3820.0,3636.0,18.0,5265.0,0.0,160.0,5734.0,310.0,371.0,388.0,134.0,61.0,286.0,422.0,3772.0,995.0,891.0,8.0,38.0,0.0,142.0,291.0,141.0,2170.0,239.0,9280.0,10026.0,7385.0,1112.0,22028.0,3575.0,1759.0,12229.0,34257.0,34257.0,32309.0,32277.0,24.0,162376.0,47.0,39.0,2.0,110.0,132.0,129.0,163892.0,4480.0,164508.0,1065.0,382.0,897.0,167416.0
2016-07-17,10524.0,8012.0,2179.0,2095.0,1782.0,6898.0,129.0,573.0,259.0,882.0,1815.0,1047.0,2669.0,158.0,3547.0,7809.0,13406.0,14882.0,813.0,15123.0,1221.0,1631.0,2335.0,71.0,110924.0,1513.0,114992.0,104999.0,2408.0,1076.0,108702.0,1187.0,110528.0,287.0,1917.0,112945.0,113179.0,87.0,27.0,336.0,242.0,30.0,3948.0,89.0,509.0,423.0,561.0,797.0,1731.0,458.0,74.0,1232.0,784.0,601.0,700.0,4452.0,4987.0,6504.0,13848.0,0.0,7475.0,6846.0,3765.0,3556.0,16.0,5145.0,144.0,154.0,5706.0,301.0,361.0,379.0,133.0,58.0,286.0,405.0,3731.0,996.0,894.0,8.0,38.0,0.0,141.0,283.0,135.0,2119.0,238.0,9314.0,10047.0,7234.0,1084.0,21805.0,3263.0,1619.0,13398.0,35203.0,35203.0,34740.0,34707.0,18.0,156671.0,47.0,37.0,2.0,141.0,128.0,107.0,158488.0,4457.0,159156.0,996.0,369.0,875.0,161985.0
2016-07-18,10237.0,7995.0,2125.0,2023.0,1714.0,6761.0,123.0,543.0,253.0,854.0,1742.0,1015.0,2574.0,153.0,3423.0,7535.0,13291.0,14754.0,797.0,14921.0,1187.0,1596.0,2292.0,70.0,110303.0,1436.0,114199.0,106212.0,2273.0,1023.0,109311.0,1184.0,110689.0,278.0,1861.0,112336.0,112296.0,84.0,27.0,330.0,223.0,31.0,3916.0,85.0,495.0,439.0,551.0,714.0,1687.0,458.0,74.0,1242.0,784.0,622.0,687.0,4417.0,4955.0,6442.0,13551.0,0.0,7413.0,6798.0,3825.0,3622.0,17.0,5094.0,1864.0,147.0,5692.0,293.0,351.0,371.0,112.0,56.0,286.0,389.0,3690.0,996.0,854.0,8.0,35.0,0.0,133.0,275.0,130.0,2005.0,234.0,9250.0,9986.0,7086.0,1070.0,21624.0,3050.0,1526.0,13157.0,34781.0,34781.0,34812.0,34780.0,17.0,150458.0,47.0,36.0,2.0,131.0,122.0,93.0,151894.0,4433.0,152536.0,983.0,372.0,863.0,155222.0
2016-07-19,9814.0,7977.0,2077.0,1954.0,1652.0,6635.0,117.0,516.0,248.0,831.0,1683.0,992.0,2502.0,149.0,3321.0,7345.0,13206.0,14659.0,784.0,14773.0,1155.0,1564.0,2253.0,69.0,109618.0,1370.0,113434.0,114323.0,2153.0,971.0,117284.0,1176.0,118447.0,270.0,1807.0,119400.0,119081.0,81.0,26.0,338.0,205.0,29.0,3902.0,81.0,481.0,438.0,544.0,654.0,1637.0,459.0,76.0,1230.0,778.0,614.0,675.0,4382.0,4923.0,6382.0,13246.0,0.0,7217.0,6590.0,3728.0,3559.0,19.0,5007.0,2239.0,142.0,5753.0,285.0,342.0,362.0,82.0,54.0,283.0,377.0,3648.0,996.0,799.0,8.0,33.0,0.0,125.0,267.0,125.0,1883.0,234.0,9085.0,9803.0,6941.0,1056.0,21456.0,2896.0,1464.0,12984.0,34440.0,34440.0,34468.0,34436.0,16.0,150663.0,46.0,36.0,2.0,119.0,120.0,81.0,150793.0,4409.0,151157.0,977.0,372.0,854.0,153212.0
2016-07-20,9457.0,7964.0,2030.0,1892.0,1596.0,6517.0,112.0,490.0,245.0,810.0,1629.0,970.0,2436.0,146.0,3242.0,7176.0,13146.0,14593.0,769.0,14656.0,1120.0,1529.0,2216.0,67.0,108877.0,1309.0,112638.0,113523.0,2045.0,916.0,116659.0,1166.0,118320.0,263.0,1755.0,120207.0,120250.0,78.0,25.0,354.0,190.0,27.0,3874.0,78.0,468.0,437.0,536.0,584.0,1596.0,458.0,78.0,1257.0,774.0,592.0,664.0,4405.0,4937.0,6341.0,12944.0,0.0,6986.0,6343.0,3549.0,3394.0,22.0,4890.0,2170.0,136.0,6700.0,277.0,333.0,354.0,66.0,52.0,264.0,364.0,3607.0,997.0,771.0,8.0,30.0,0.0,117.0,261.0,121.0,1760.0,236.0,8978.0,9637.0,6820.0,1040.0,21292.0,2776.0,1417.0,12853.0,34145.0,34145.0,34165.0,34133.0,11.0,156037.0,45.0,35.0,1.0,114.0,114.0,70.0,156357.0,4379.0,156657.0,973.0,389.0,854.0,158490.0
2016-07-21,9173.0,7951.0,1986.0,1833.0,1544.0,6406.0,102.0,469.0,241.0,787.0,1576.0,946.0,2369.0,142.0,3164.0,7023.0,13095.0,14536.0,756.0,14568.0,1088.0,1495.0,2175.0,66.0,108193.0,1246.0,111877.0,112764.0,1945.0,859.0,115739.0,1178.0,117368.0,255.0,1706.0,119202.0,119244.0,78.0,26.0,371.0,180.0,28.0,3845.0,76.0,460.0,473.0,564.0,520.0,1555.0,458.0,69.0,1331.0,782.0,642.0,652.0,4520.0,5050.0,6396.0,12642.0,0.0,6755.0,6089.0,3355.0,3200.0,26.0,4787.0,2100.0,131.0,7546.0,270.0,324.0,348.0,63.0,50.0,243.0,352.0,3565.0,998.0,759.0,7.0,29.0,0.0,83.0,257.0,116.0,1637.0,237.0,9293.0,9755.0,6709.0,1020.0,21142.0,2668.0,1386.0,12738.0,33880.0,33906.0,33924.0,33893.0,8.0,155463.0,45.0,33.0,1.0,113.0,108.0,61.0,156417.0,4352.0,156942.0,985.0,400.0,896.0,159270.0
