, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2015-11-10,3659.0,4952.0,793.0,634.0,226.0,3982.0,233.0,406.0,200.0,540.0,1414.0,1032.0,2459.0,123.0,3090.0,4341.0,10433.0,11454.0,1014.0,13288.0,1460.0,2350.0,3040.0,93.0,81143.0,344.0,84462.0,88512.0,1619.0,414.0,89454.0,0.0,92183.0,147.0,2054.0,95688.0,94504.0,439.0,472.0,278.0,738.0,215.0,960.0,270.0,384.0,395.0,589.0,1670.0,1930.0,368.0,466.0,1136.0,443.0,1395.0,462.0,1450.0,1674.0,2870.0,1306.0,45.0,2372.0,2638.0,2349.0,2175.0,223.0,4965.0,480.0,88.0,6681.0,120.0,195.0,170.0,102.0,45.0,344.0,246.0,317.0,222.0,724.0,56.0,54.0,0.0,36.0,644.0,54.0,845.0,161.0,10228.0,10854.0,4356.0,1079.0,14491.0,1689.0,2524.0,3998.0,18490.0,18490.0,18563.0,18563.0,160.0,113726.0,157.0,90.0,28.0,274.0,140.0,316.0,113502.0,4654.0,115502.0,774.0,496.0,582.0,119150.0
2015-11-11,3659.0,4873.0,784.0,616.0,269.0,3933.0,232.0,408.0,193.0,546.0,1400.0,1031.0,2432.0,78.0,3031.0,4422.0,10509.0,11542.0,993.0,12456.0,1712.0,2351.0,3037.0,58.0,82366.0,347.0,85519.0,87999.0,1534.0,422.0,90007.0,0.0,92570.0,121.0,1891.0,94536.0,94566.0,420.0,426.0,280.0,608.0,181.0,952.0,237.0,382.0,357.0,598.0,1688.0,1906.0,368.0,465.0,1196.0,431.0,1474.0,454.0,1438.0,1671.0,2879.0,1321.0,38.0,2418.0,2628.0,2317.0,2150.0,242.0,4958.0,480.0,88.0,6763.0,116.0,191.0,166.0,100.0,45.0,362.0,235.0,298.0,224.0,722.0,58.0,56.0,0.0,41.0,368.0,54.0,849.0,133.0,10124.0,10842.0,4278.0,993.0,14505.0,2080.0,2450.0,4111.0,18616.0,18616.0,18689.0,18689.0,126.0,115218.0,131.0,135.0,21.0,275.0,133.0,334.0,118058.0,4691.0,119202.0,751.0,466.0,550.0,120725.0
2015-11-12,3639.0,4798.0,768.0,592.0,294.0,3891.0,229.0,403.0,190.0,538.0,1379.0,984.0,2364.0,82.0,2967.0,4350.0,10404.0,11430.0,1001.0,12836.0,1570.0,2353.0,3037.0,87.0,83728.0,353.0,86802.0,87999.0,1315.0,419.0,89956.0,139.0,92522.0,123.0,2156.0,94652.0,94644.0,469.0,476.0,347.0,742.0,196.0,950.0,208.0,373.0,336.0,606.0,1725.0,1912.0,364.0,464.0,1160.0,416.0,1515.0,446.0,1426.0,1651.0,2819.0,1320.0,37.0,2549.0,2728.0,2381.0,2205.0,244.0,4975.0,480.0,86.0,6790.0,113.0,188.0,165.0,101.0,45.0,308.0,233.0,296.0,224.0,721.0,56.0,56.0,0.0,47.0,299.0,56.0,830.0,116.0,10048.0,10722.0,4230.0,865.0,14173.0,2106.0,1978.0,4000.0,18174.0,18174.0,18244.0,18244.0,106.0,115051.0,100.0,170.0,20.0,294.0,136.0,323.0,118466.0,4710.0,119804.0,733.0,774.0,643.0,121748.0
2015-11-13,3616.0,4726.0,750.0,571.0,326.0,3851.0,228.0,397.0,188.0,520.0,1344.0,946.0,2291.0,77.0,2878.0,4291.0,10352.0,11377.0,988.0,12168.0,1336.0,2355.0,3039.0,48.0,84894.0,348.0,88206.0,87999.0,1184.0,413.0,89746.0,101.0,92308.0,111.0,1992.0,94365.0,94385.0,387.0,396.0,307.0,561.0,164.0,982.0,184.0,364.0,296.0,605.0,1783.0,1936.0,359.0,460.0,1112.0,406.0,1479.0,439.0,1423.0,1644.0,2793.0,1316.0,37.0,2598.0,2774.0,2486.0,2326.0,227.0,5061.0,480.0,86.0,6809.0,110.0,185.0,165.0,102.0,45.0,286.0,230.0,292.0,226.0,723.0,55.0,54.0,2.0,51.0,286.0,56.0,828.0,108.0,10041.0,10706.0,4172.0,852.0,14028.0,2007.0,1504.0,3813.0,17841.0,17841.0,17914.0,17914.0,90.0,114677.0,82.0,137.0,20.0,334.0,134.0,322.0,118134.0,4728.0,119470.0,718.0,547.0,582.0,121591.0
2015-11-14,3584.0,4672.0,732.0,548.0,358.0,3810.0,228.0,397.0,185.0,504.0,1312.0,908.0,2220.0,78.0,2790.0,4243.0,10282.0,11304.0,1027.0,13041.0,1220.0,2357.0,3038.0,48.0,86187.0,338.0,88944.0,84999.0,1133.0,406.0,87168.0,898.0,90315.0,155.0,2632.0,93446.0,93568.0,519.0,504.0,393.0,998.0,275.0,971.0,197.0,369.0,452.0,594.0,1792.0,1977.0,356.0,450.0,1028.0,397.0,1416.0,431.0,1424.0,1642.0,2778.0,1310.0,37.0,2585.0,2744.0,2519.0,2386.0,206.0,5142.0,480.0,85.0,6828.0,107.0,182.0,164.0,102.0,45.0,286.0,227.0,291.0,226.0,726.0,56.0,53.0,2.0,54.0,277.0,57.0,830.0,101.0,9998.0,10656.0,4108.0,826.0,13866.0,1941.0,1379.0,3731.0,17597.0,17597.0,17671.0,17671.0,91.0,114140.0,91.0,119.0,24.0,314.0,134.0,318.0,117636.0,4746.0,118986.0,704.0,504.0,605.0,120813.0
2015-11-15,3597.0,4678.0,720.0,530.0,392.0,3778.0,228.0,397.0,184.0,489.0,1284.0,874.0,2159.0,86.0,2711.0,4211.0,10245.0,11266.0,1013.0,13038.0,1208.0,2359.0,3041.0,55.0,89570.0,333.0,92577.0,79999.0,1400.0,416.0,81552.0,791.0,84238.0,148.0,2624.0,87300.0,87493.0,492.0,509.0,376.0,1042.0,278.0,1081.0,177.0,396.0,404.0,615.0,1834.0,2002.0,354.0,438.0,934.0,387.0,1324.0,424.0,1422.0,1637.0,2763.0,1306.0,38.0,2546.0,2686.0,2500.0,2388.0,199.0,5156.0,480.0,86.0,6848.0,104.0,178.0,161.0,100.0,44.0,290.0,232.0,294.0,228.0,729.0,58.0,53.0,2.0,56.0,272.0,58.0,840.0,98.0,9969.0,10613.0,4069.0,860.0,13742.0,1908.0,1429.0,3687.0,17429.0,17429.0,17503.0,17503.0,146.0,111104.0,118.0,111.0,32.0,287.0,135.0,321.0,115340.0,4765.0,119176.0,701.0,524.0,635.0,121104.0
2015-11-16,3642.0,4964.0,706.0,514.0,431.0,3749.0,225.0,396.0,182.0,478.0,1262.0,857.0,2120.0,81.0,2635.0,4185.0,10260.0,11285.0,1011.0,12569.0,1225.0,2372.0,3044.0,53.0,89778.0,335.0,93204.0,82624.0,2287.0,430.0,83960.0,489.0,85965.0,116.0,2135.0,87548.0,87412.0,442.0,439.0,339.0,757.0,196.0,1133.0,156.0,415.0,370.0,619.0,1974.0,2061.0,352.0,434.0,891.0,384.0,1232.0,419.0,1436.0,1646.0,2762.0,1305.0,42.0,2482.0,2600.0,2454.0,2359.0,200.0,5135.0,480.0,88.0,6869.0,101.0,175.0,160.0,101.0,44.0,298.0,246.0,300.0,228.0,731.0,58.0,52.0,2.0,60.0,288.0,60.0,851.0,98.0,9948.0,10580.0,4035.0,885.0,13720.0,1897.0,1299.0,3671.0,17392.0,17392.0,17466.0,17466.0,162.0,106637.0,156.0,139.0,40.0,273.0,138.0,324.0,110365.0,4804.0,116063.0,697.0,620.0,643.0,118144.0
2015-11-17,3654.0,8973.0,695.0,497.0,459.0,3718.0,223.0,394.0,180.0,470.0,1241.0,838.0,2079.0,78.0,2579.0,4145.0,10516.0,11562.0,1008.0,12369.0,1212.0,2574.0,3200.0,45.0,88942.0,336.0,92926.0,86999.0,2385.0,430.0,89684.0,508.0,92073.0,105.0,1922.0,93598.0,93416.0,384.0,376.0,305.0,634.0,164.0,1035.0,140.0,416.0,333.0,608.0,1936.0,2153.0,350.0,433.0,890.0,379.0,1187.0,413.0,1428.0,1640.0,2753.0,1408.0,38.0,2392.0,2486.0,2361.0,2292.0,202.0,5094.0,555.0,86.0,6891.0,98.0,172.0,160.0,102.0,44.0,292.0,229.0,294.0,229.0,730.0,58.0,52.0,5.0,62.0,274.0,60.0,852.0,100.0,9930.0,10553.0,3998.0,855.0,13678.0,1896.0,1251.0,3669.0,17346.0,17346.0,17421.0,17421.0,169.0,109340.0,134.0,162.0,32.0,288.0,135.0,327.0,111976.0,4842.0,117273.0,687.0,544.0,602.0,119138.0
2015-11-18,3648.0,8904.0,684.0,484.0,495.0,3693.0,220.0,388.0,179.0,462.0,1220.0,812.0,2032.0,77.0,2529.0,4110.0,10566.0,11617.0,1025.0,12955.0,1164.0,2577.0,3260.0,81.0,86932.0,333.0,91195.0,86999.0,1957.0,423.0,89776.0,805.0,92330.0,103.0,1926.0,94266.0,94268.0,444.0,434.0,367.0,782.0,156.0,974.0,137.0,422.0,335.0,596.0,1847.0,2162.0,348.0,426.0,860.0,374.0,1172.0,408.0,1400.0,1613.0,2720.0,1801.0,37.0,2507.0,2499.0,2271.0,2208.0,202.0,5013.0,600.0,82.0,6921.0,95.0,168.0,160.0,102.0,44.0,286.0,228.0,296.0,230.0,733.0,58.0,53.0,5.0,62.0,263.0,60.0,854.0,106.0,9903.0,10516.0,3950.0,841.0,13602.0,1878.0,1488.0,3656.0,17258.0,17258.0,17332.0,17332.0,214.0,113688.0,167.0,188.0,58.0,309.0,143.0,332.0,116878.0,4914.0,118170.0,676.0,845.0,730.0,119932.0
2015-11-19,3622.0,8866.0,674.0,469.0,526.0,3667.0,219.0,384.0,178.0,450.0,1193.0,780.0,1973.0,82.0,2484.0,4085.0,10528.0,11572.0,1026.0,13080.0,1267.0,2575.0,3258.0,65.0,85739.0,327.0,89598.0,86999.0,1685.0,414.0,89376.0,814.0,91946.0,106.0,1952.0,93952.0,93969.0,418.0,427.0,363.0,768.0,176.0,979.0,122.0,435.0,311.0,603.0,1818.0,2117.0,344.0,418.0,791.0,368.0,1126.0,402.0,1371.0,1581.0,2681.0,2225.0,37.0,2866.0,2806.0,2414.0,2312.0,200.0,4997.0,600.0,81.0,6994.0,92.0,165.0,158.0,101.0,44.0,286.0,230.0,298.0,231.0,736.0,58.0,54.0,5.0,62.0,292.0,60.0,859.0,112.0,9896.0,10494.0,3920.0,826.0,13547.0,1874.0,1568.0,3646.0,17192.0,17192.0,17266.0,17266.0,273.0,113898.0,204.0,253.0,52.0,336.0,146.0,344.0,117499.0,4998.0,118977.0,674.0,933.0,765.0,121336.0
