, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-03-25,2522.0,6096.0,531.0,569.0,1080.0,3520.0,244.0,205.0,622.0,1553.0,907.0,2460.0,125.0,3012.0,3971.0,8914.0,10010.0,1020.0,12234.0,3855.0,3633.0,377.0,61384.0,1132.0,66009.0,55000.0,1424.0,656.0,56925.0,915.0,58380.0,102.0,1586.0,62102.0,62110.0,233.0,164.0,320.0,593.0,753.0,385.0,1766.0,178.0,498.0,273.0,889.0,2459.0,3615.0,445.0,461.0,1551.0,396.0,1546.0,444.0,1248.0,1422.0,2292.0,1115.0,81.0,2266.0,2059.0,1660.0,1658.0,233.0,3882.0,1504.0,191.0,8245.0,68.0,114.0,193.0,311.0,92.0,870.0,334.0,1579.0,112.0,527.0,272.0,117.0,37.0,206.0,512.0,62.0,1332.0,1015.0,12413.0,13802.0,4564.0,1520.0,21657.0,5012.0,3862.0,6332.0,27989.0,27989.0,28253.0,28253.0,377.0,94666.0,185.0,275.0,130.0,196.0,823.0,1246.0,102053.0,5699.0,104014.0,1217.0,622.0,1231.0,107282.0
2010-03-26,2503.0,5750.0,521.0,552.0,1041.0,3497.0,250.0,204.0,600.0,1621.0,861.0,2482.0,134.0,3070.0,3875.0,8843.0,9933.0,1055.0,11902.0,3740.0,3318.0,424.0,60730.0,1124.0,65488.0,54500.0,1471.0,658.0,56662.0,934.0,58213.0,100.0,1535.0,61823.0,61850.0,248.0,185.0,326.0,618.0,741.0,359.0,1617.0,171.0,497.0,266.0,838.0,2071.0,3449.0,440.0,454.0,1488.0,400.0,1562.0,441.0,1257.0,1428.0,2292.0,1268.0,89.0,2338.0,2083.0,1630.0,1613.0,242.0,3855.0,1494.0,209.0,8216.0,67.0,113.0,194.0,298.0,96.0,900.0,373.0,1604.0,94.0,497.0,312.0,118.0,36.0,183.0,634.0,62.0,1361.0,1018.0,12230.0,13512.0,4503.0,1616.0,21185.0,5005.0,3617.0,6428.0,27613.0,27613.0,27913.0,27913.0,380.0,94068.0,226.0,285.0,152.0,138.0,795.0,1178.0,101275.0,5734.0,103281.0,1208.0,711.0,1335.0,106467.0
2010-03-27,2491.0,5527.0,515.0,535.0,1004.0,3488.0,256.0,213.0,580.0,1575.0,864.0,2439.0,143.0,3068.0,3843.0,8854.0,9947.0,1114.0,11967.0,4174.0,3517.0,443.0,60144.0,1133.0,64863.0,53000.0,1459.0,669.0,55169.0,948.0,56695.0,106.0,1579.0,60235.0,60293.0,282.0,236.0,354.0,810.0,754.0,373.0,1536.0,178.0,514.0,268.0,859.0,1807.0,3129.0,438.0,455.0,1476.0,409.0,1541.0,440.0,1261.0,1436.0,2296.0,1434.0,90.0,2495.0,2228.0,1701.0,1648.0,253.0,3875.0,1484.0,230.0,8200.0,67.0,111.0,195.0,292.0,99.0,1177.0,376.0,1608.0,75.0,469.0,384.0,145.0,36.0,162.0,662.0,64.0,1410.0,1033.0,12190.0,13426.0,4496.0,1918.0,21200.0,4848.0,3591.0,6349.0,27549.0,27549.0,27974.0,27974.0,396.0,92971.0,305.0,388.0,182.0,130.0,1130.0,1218.0,100151.0,5763.0,102204.0,1235.0,890.0,1446.0,105696.0
2010-03-28,2516.0,5434.0,510.0,520.0,975.0,3483.0,256.0,219.0,562.0,1519.0,873.0,2393.0,141.0,3021.0,3840.0,8843.0,9938.0,1160.0,11954.0,4604.0,3980.0,530.0,59013.0,1146.0,64373.0,53500.0,1434.0,682.0,55540.0,948.0,56911.0,114.0,1616.0,60103.0,60082.0,283.0,237.0,352.0,759.0,750.0,390.0,1521.0,188.0,530.0,280.0,866.0,1655.0,2865.0,438.0,454.0,1476.0,409.0,1551.0,438.0,1257.0,1434.0,2298.0,1598.0,89.0,2644.0,2363.0,1825.0,1758.0,264.0,3986.0,1474.0,235.0,8170.0,67.0,109.0,195.0,284.0,99.0,1319.0,367.0,1601.0,64.0,445.0,408.0,164.0,36.0,143.0,649.0,65.0,1435.0,1018.0,12141.0,13431.0,4475.0,2166.0,21463.0,4869.0,3948.0,6363.0,27826.0,27826.0,28359.0,28359.0,451.0,91701.0,318.0,462.0,174.0,217.0,1413.0,1517.0,98869.0,5796.0,100917.0,1260.0,1051.0,1503.0,104647.0
2010-03-29,2562.0,5368.0,510.0,513.0,958.0,3482.0,257.0,215.0,545.0,1478.0,868.0,2346.0,136.0,2969.0,3814.0,8791.0,9883.0,1204.0,11968.0,4700.0,4263.0,480.0,52350.0,1164.0,59062.0,55000.0,1415.0,694.0,57100.0,960.0,58515.0,120.0,1612.0,61528.0,61477.0,281.0,234.0,353.0,714.0,745.0,399.0,1519.0,201.0,541.0,280.0,872.0,1526.0,2683.0,436.0,446.0,1449.0,406.0,1556.0,435.0,1250.0,1425.0,2284.0,1767.0,90.0,2821.0,2525.0,1960.0,1880.0,269.0,4138.0,1464.0,234.0,8131.0,67.0,107.0,195.0,273.0,100.0,1139.0,367.0,1588.0,61.0,426.0,393.0,161.0,36.0,123.0,625.0,64.0,1441.0,981.0,12046.0,13418.0,4430.0,2234.0,21580.0,4894.0,3667.0,6396.0,27976.0,27976.0,28383.0,28383.0,442.0,92161.0,305.0,437.0,157.0,291.0,1355.0,1684.0,99376.0,5836.0,101388.0,1273.0,1102.0,1460.0,105130.0
2010-03-30,2609.0,5300.0,522.0,530.0,944.0,3517.0,255.0,216.0,529.0,1444.0,850.0,2293.0,147.0,2928.0,3782.0,8741.0,9829.0,1260.0,11988.0,4811.0,4287.0,482.0,46278.0,1242.0,52542.0,55000.0,1408.0,703.0,57124.0,977.0,58606.0,120.0,1609.0,61607.0,61613.0,297.0,254.0,372.0,810.0,765.0,410.0,1520.0,211.0,543.0,293.0,874.0,1399.0,2578.0,435.0,433.0,1404.0,410.0,1532.0,432.0,1248.0,1421.0,2262.0,1936.0,92.0,2986.0,2684.0,2112.0,2020.0,272.0,4304.0,1453.0,232.0,8089.0,67.0,106.0,195.0,263.0,104.0,999.0,370.0,1596.0,60.0,410.0,402.0,165.0,36.0,102.0,684.0,66.0,1472.0,983.0,11950.0,13356.0,4385.0,2349.0,21557.0,4711.0,3493.0,6294.0,27851.0,27851.0,28198.0,28198.0,495.0,92979.0,349.0,467.0,171.0,264.0,1459.0,1719.0,100317.0,5880.0,102391.0,1306.0,1210.0,1396.0,106178.0
2010-03-31,2666.0,5349.0,561.0,575.0,970.0,3490.0,252.0,224.0,515.0,1416.0,836.0,2253.0,165.0,2894.0,3811.0,8734.0,9824.0,1323.0,12056.0,5583.0,4451.0,527.0,45697.0,1373.0,50883.0,54750.0,1403.0,720.0,56931.0,1027.0,58465.0,127.0,1741.0,61475.0,61486.0,350.0,324.0,415.0,1063.0,855.0,454.0,1580.0,229.0,567.0,310.0,906.0,1315.0,2496.0,436.0,428.0,1368.0,419.0,1485.0,433.0,1253.0,1431.0,2258.0,2101.0,99.0,3120.0,2814.0,2248.0,2153.0,281.0,4503.0,1444.0,232.0,8049.0,67.0,104.0,198.0,255.0,112.0,990.0,393.0,1609.0,58.0,396.0,422.0,178.0,35.0,81.0,695.0,68.0,1557.0,998.0,11929.0,13340.0,4375.0,2425.0,21566.0,4656.0,3872.0,6295.0,27861.0,29917.0,32473.0,33425.0,568.0,93597.0,390.0,536.0,206.0,281.0,1488.0,1799.0,100588.0,5952.0,102702.0,1370.0,1309.0,1390.0,106581.0
2010-04-01,2726.0,5518.0,600.0,650.0,1035.0,3341.0,250.0,231.0,518.0,1412.0,830.0,2241.0,160.0,2861.0,3749.0,8504.0,9573.0,1381.0,11854.0,5958.0,4692.0,537.0,42402.0,1500.0,49193.0,54034.0,1399.0,745.0,56242.0,1075.0,57826.0,143.0,1956.0,60974.0,61012.0,358.0,337.0,411.0,1056.0,870.0,476.0,1658.0,242.0,596.0,330.0,946.0,1354.0,2431.0,440.0,424.0,1340.0,420.0,1454.0,437.0,1258.0,1445.0,2276.0,2237.0,105.0,3239.0,2915.0,2341.0,2244.0,288.0,4627.0,1439.0,236.0,8013.0,67.0,102.0,202.0,256.0,118.0,1267.0,421.0,1613.0,57.0,386.0,440.0,187.0,35.0,64.0,667.0,70.0,1594.0,986.0,11912.0,13356.0,4406.0,2633.0,20624.0,4823.0,4151.0,6370.0,26994.0,32474.0,38515.0,41054.0,568.0,103270.0,409.0,575.0,224.0,337.0,1769.0,1893.0,108463.0,5997.0,110125.0,1372.0,1297.0,1332.0,113103.0
2010-04-02,2772.0,5671.0,598.0,709.0,1103.0,3425.0,248.0,234.0,545.0,1429.0,837.0,2266.0,152.0,2849.0,3660.0,7490.0,8440.0,1417.0,11004.0,5692.0,4721.0,541.0,39588.0,1640.0,45559.0,54000.0,1404.0,763.0,56160.0,1074.0,57663.0,142.0,2128.0,60723.0,60724.0,356.0,331.0,414.0,1020.0,879.0,441.0,1678.0,242.0,612.0,340.0,947.0,1388.0,2431.0,446.0,418.0,1305.0,419.0,1418.0,440.0,1262.0,1455.0,2299.0,2306.0,104.0,3323.0,3013.0,2445.0,2347.0,293.0,4769.0,1438.0,237.0,7980.0,66.0,101.0,203.0,254.0,121.0,1869.0,420.0,1623.0,55.0,368.0,476.0,202.0,35.0,67.0,718.0,72.0,1616.0,976.0,11843.0,13326.0,4421.0,2672.0,20068.0,5019.0,4252.0,6557.0,26624.0,32105.0,38112.0,40372.0,530.0,107398.0,442.0,618.0,253.0,371.0,2128.0,2216.0,114480.0,6016.0,116549.0,1369.0,1247.0,1309.0,120221.0
2010-04-03,2806.0,5763.0,598.0,745.0,1157.0,3469.0,245.0,237.0,583.0,1461.0,829.0,2290.0,152.0,2889.0,3707.0,6976.0,7855.0,1446.0,10374.0,5558.0,4483.0,541.0,38699.0,1779.0,44304.0,54000.0,1416.0,771.0,56172.0,1059.0,57668.0,135.0,2175.0,60651.0,60656.0,349.0,314.0,409.0,920.0,870.0,373.0,1633.0,239.0,619.0,346.0,911.0,1299.0,2420.0,449.0,415.0,1282.0,416.0,1396.0,441.0,1264.0,1462.0,2317.0,2368.0,104.0,3355.0,3048.0,2502.0,2413.0,296.0,4911.0,1436.0,234.0,7942.0,66.0,99.0,202.0,246.0,121.0,2244.0,402.0,1628.0,58.0,350.0,499.0,207.0,35.0,73.0,744.0,74.0,1637.0,976.0,11791.0,13304.0,4427.0,2465.0,19951.0,5268.0,5019.0,6801.0,26751.0,30177.0,34056.0,35221.0,494.0,109598.0,442.0,633.0,219.0,411.0,2000.0,2477.0,117649.0,6026.0,119813.0,1359.0,1190.0,1271.0,123564.0
2010-04-04,2830.0,5857.0,612.0,772.0,1199.0,3522.0,243.0,237.0,620.0,1498.0,824.0,2322.0,151.0,2940.0,3766.0,6957.0,7834.0,1474.0,10297.0,5543.0,4392.0,535.0,38242.0,1884.0,43723.0,54000.0,1430.0,781.0,56191.0,1082.0,57687.0,140.0,2141.0,60488.0,60494.0,359.0,322.0,418.0,921.0,850.0,345.0,1564.0,239.0,627.0,356.0,865.0,1128.0,2332.0,451.0,402.0,1234.0,411.0,1365.0,441.0,1260.0,1459.0,2314.0,2427.0,103.0,3392.0,3085.0,2526.0,2436.0,298.0,4980.0,1435.0,226.0,7905.0,66.0,97.0,202.0,236.0,122.0,1953.0,405.0,1625.0,80.0,335.0,557.0,205.0,34.0,73.0,739.0,76.0,1634.0,955.0,11716.0,13272.0,4410.0,2333.0,19686.0,5419.0,4830.0,6966.0,26652.0,26652.0,26957.0,26957.0,449.0,94284.0,460.0,620.0,173.0,413.0,1778.0,2437.0,104658.0,6046.0,107638.0,1354.0,1073.0,1242.0,112892.0
2010-04-05,2837.0,5917.0,645.0,800.0,1235.0,3583.0,241.0,239.0,646.0,1526.0,822.0,2348.0,155.0,2989.0,3791.0,7002.0,7887.0,1509.0,10415.0,5641.0,4452.0,546.0,38307.0,1989.0,43807.0,54000.0,1440.0,798.0,56220.0,1123.0,57724.0,150.0,2202.0,60419.0,60419.0,401.0,370.0,448.0,1147.0,849.0,349.0,1524.0,262.0,649.0,373.0,863.0,989.0,2201.0,457.0,387.0,1162.0,407.0,1282.0,441.0,1257.0,1460.0,2309.0,2486.0,108.0,3407.0,3110.0,2549.0,2455.0,300.0,5009.0,1434.0,218.0,7872.0,66.0,96.0,205.0,228.0,129.0,1356.0,425.0,1633.0,107.0,332.0,626.0,218.0,34.0,72.0,807.0,81.0,1656.0,962.0,11645.0,13183.0,4415.0,2360.0,19490.0,5384.0,4838.0,6904.0,26393.0,26393.0,26720.0,26720.0,430.0,90015.0,516.0,681.0,155.0,394.0,1727.0,2374.0,97808.0,6060.0,100104.0,1374.0,1004.0,1225.0,103867.0
2010-04-06,2846.0,6079.0,721.0,849.0,1308.0,3544.0,239.0,257.0,676.0,1566.0,815.0,2381.0,165.0,3050.0,3857.0,7075.0,7971.0,1562.0,10602.0,5845.0,4554.0,590.0,38815.0,2146.0,44461.0,54000.0,1451.0,826.0,56257.0,1196.0,57773.0,161.0,2382.0,60484.0,60480.0,429.0,412.0,477.0,1394.0,878.0,365.0,1536.0,264.0,659.0,396.0,853.0,936.0,2113.0,459.0,385.0,1132.0,406.0,1215.0,449.0,1261.0,1475.0,2316.0,2546.0,119.0,3380.0,3088.0,2539.0,2450.0,306.0,5054.0,1432.0,219.0,7849.0,66.0,94.0,209.0,225.0,136.0,1101.0,466.0,1687.0,134.0,346.0,629.0,248.0,34.0,75.0,919.0,87.0,1704.0,950.0,11627.0,13143.0,4470.0,2549.0,19577.0,5634.0,5736.0,6986.0,26563.0,26563.0,26854.0,26854.0,438.0,89730.0,549.0,759.0,213.0,446.0,1807.0,2449.0,97367.0,6084.0,99630.0,1401.0,1094.0,1231.0,103277.0
2010-04-07,2865.0,6352.0,821.0,920.0,1405.0,3286.0,237.0,267.0,726.0,1625.0,825.0,2450.0,163.0,3130.0,3746.0,7172.0,8083.0,1596.0,10737.0,6088.0,4795.0,609.0,39506.0,2298.0,45527.0,54000.0,1467.0,854.0,56297.0,1269.0,57823.0,172.0,2585.0,60594.0,60590.0,437.0,424.0,488.0,1451.0,893.0,373.0,1569.0,279.0,683.0,412.0,851.0,908.0,2080.0,459.0,400.0,1190.0,414.0,1203.0,464.0,1272.0,1504.0,2373.0,2611.0,120.0,3383.0,3085.0,2512.0,2418.0,313.0,5070.0,1431.0,223.0,7835.0,66.0,92.0,214.0,228.0,141.0,1272.0,494.0,1748.0,161.0,358.0,616.0,257.0,34.0,80.0,996.0,92.0,1806.0,1012.0,11715.0,13226.0,4557.0,2723.0,19914.0,6272.0,6511.0,7604.0,27517.0,27517.0,27782.0,27782.0,444.0,90293.0,565.0,799.0,217.0,516.0,1924.0,2597.0,97898.0,6085.0,100112.0,1417.0,1124.0,1231.0,103781.0
2010-04-08,2872.0,6537.0,888.0,979.0,1483.0,3437.0,235.0,258.0,793.0,1681.0,831.0,2512.0,170.0,3212.0,3637.0,7266.0,8190.0,1632.0,10868.0,6276.0,5031.0,583.0,40131.0,2404.0,46533.0,54000.0,1498.0,869.0,56330.0,1289.0,57863.0,176.0,2663.0,60592.0,60595.0,410.0,395.0,469.0,1240.0,869.0,356.0,1572.0,275.0,699.0,422.0,852.0,866.0,2047.0,459.0,399.0,1206.0,418.0,1235.0,475.0,1269.0,1509.0,2399.0,2688.0,118.0,3451.0,3143.0,2521.0,2414.0,320.0,5049.0,1430.0,219.0,7816.0,66.0,91.0,219.0,230.0,145.0,1545.0,481.0,1814.0,217.0,377.0,575.0,247.0,34.0,79.0,917.0,95.0,1843.0,1002.0,11817.0,13417.0,4601.0,2710.0,20339.0,6621.0,6861.0,8069.0,28408.0,28408.0,28664.0,28664.0,438.0,91367.0,569.0,810.0,175.0,552.0,1995.0,2719.0,99076.0,6072.0,101262.0,1424.0,1086.0,1226.0,104916.0
2010-04-09,2865.0,6596.0,923.0,1015.0,1534.0,3523.0,233.0,255.0,855.0,1728.0,810.0,2538.0,186.0,3267.0,3732.0,7333.0,8269.0,1686.0,11042.0,6298.0,5133.0,548.0,40626.0,2492.0,47254.0,54000.0,1537.0,884.0,56372.0,1345.0,57909.0,183.0,2647.0,60550.0,60550.0,430.0,417.0,472.0,1245.0,869.0,350.0,1555.0,279.0,709.0,436.0,855.0,776.0,2010.0,459.0,384.0,1141.0,412.0,1237.0,474.0,1263.0,1505.0,2388.0,2782.0,122.0,3562.0,3252.0,2591.0,2469.0,325.0,5089.0,1428.0,208.0,7787.0,65.0,89.0,219.0,224.0,147.0,1342.0,464.0,1968.0,314.0,438.0,537.0,237.0,33.0,76.0,926.0,97.0,1792.0,958.0,11780.0,13446.0,4583.0,2633.0,20352.0,6534.0,6276.0,8016.0,28368.0,28368.0,28621.0,28621.0,427.0,91743.0,565.0,812.0,159.0,558.0,2042.0,2778.0,99652.0,6057.0,101859.0,1436.0,1155.0,1249.0,105611.0
2010-04-10,2858.0,6574.0,967.0,1047.0,1580.0,3598.0,230.0,258.0,904.0,1774.0,788.0,2562.0,198.0,3299.0,3789.0,7392.0,8338.0,1731.0,11151.0,6238.0,5093.0,524.0,41022.0,2563.0,47951.0,54000.0,1559.0,907.0,56430.0,1414.0,57971.0,187.0,2673.0,60631.0,60627.0,422.0,419.0,469.0,1217.0,869.0,352.0,1558.0,276.0,718.0,445.0,856.0,699.0,1934.0,459.0,375.0,1096.0,411.0,1174.0,474.0,1258.0,1508.0,2379.0,2877.0,126.0,3636.0,3341.0,2685.0,2559.0,321.0,5113.0,1427.0,205.0,7764.0,65.0,87.0,221.0,219.0,154.0,1010.0,481.0,2145.0,412.0,519.0,521.0,239.0,33.0,93.0,997.0,102.0,1764.0,975.0,11760.0,13413.0,4585.0,2707.0,20336.0,6474.0,6203.0,7875.0,28211.0,28211.0,28505.0,28505.0,421.0,91494.0,581.0,849.0,201.0,559.0,2078.0,2819.0,99417.0,6046.0,101624.0,1437.0,1197.0,1216.0,105499.0
2010-04-11,2854.0,6548.0,1019.0,1075.0,1623.0,3684.0,228.0,260.0,949.0,1817.0,776.0,2594.0,205.0,3340.0,3847.0,7445.0,8400.0,1777.0,11257.0,6304.0,5086.0,522.0,41288.0,2614.0,49110.0,54000.0,1564.0,917.0,56469.0,1432.0,58020.0,196.0,2707.0,60716.0,60713.0,423.0,401.0,465.0,1153.0,858.0,354.0,1553.0,276.0,715.0,447.0,845.0,606.0,1844.0,459.0,364.0,1043.0,410.0,1099.0,480.0,1255.0,1518.0,2388.0,2971.0,125.0,3662.0,3374.0,2735.0,2615.0,319.0,5168.0,1426.0,203.0,7743.0,65.0,86.0,227.0,219.0,157.0,862.0,492.0,2328.0,511.0,598.0,498.0,235.0,33.0,118.0,1007.0,105.0,1763.0,975.0,11823.0,13474.0,4601.0,2964.0,20580.0,6704.0,5964.0,8024.0,28604.0,28604.0,29097.0,29097.0,426.0,91668.0,606.0,923.0,193.0,590.0,2121.0,2879.0,99508.0,6029.0,101666.0,1438.0,1158.0,1234.0,105476.0
2010-04-12,2843.0,6580.0,1081.0,1107.0,1671.0,3776.0,226.0,262.0,993.0,1859.0,770.0,2629.0,214.0,3384.0,3918.0,7520.0,8487.0,1827.0,11415.0,6416.0,5185.0,526.0,41731.0,2671.0,49660.0,54000.0,1576.0,925.0,56486.0,1486.0,58052.0,210.0,2764.0,60803.0,60799.0,443.0,419.0,468.0,1149.0,858.0,357.0,1552.0,286.0,722.0,454.0,859.0,522.0,1777.0,459.0,359.0,1024.0,411.0,1026.0,491.0,1255.0,1530.0,2400.0,3065.0,128.0,3678.0,3393.0,2749.0,2630.0,318.0,5179.0,1424.0,201.0,7721.0,65.0,84.0,232.0,218.0,156.0,800.0,496.0,2506.0,609.0,677.0,477.0,241.0,33.0,143.0,977.0,109.0,1730.0,971.0,11877.0,13550.0,4605.0,3102.0,20968.0,7069.0,5982.0,8357.0,29325.0,29325.0,29904.0,29904.0,431.0,92520.0,607.0,1058.0,184.0,667.0,2169.0,2948.0,100353.0,6060.0,102509.0,1447.0,1182.0,1206.0,106253.0
2010-04-13,2831.0,6653.0,1141.0,1159.0,1735.0,3892.0,223.0,270.0,1040.0,1908.0,757.0,2665.0,221.0,3431.0,4014.0,7597.0,8576.0,1884.0,11660.0,6551.0,5255.0,567.0,42178.0,2751.0,50274.0,54000.0,1593.0,939.0,56509.0,1527.0,58079.0,214.0,2848.0,60908.0,60903.0,453.0,442.0,491.0,1150.0,869.0,357.0,1558.0,292.0,745.0,460.0,877.0,462.0,1728.0,459.0,365.0,1038.0,415.0,991.0,506.0,1264.0,1562.0,2442.0,3160.0,133.0,3705.0,3417.0,2756.0,2633.0,319.0,5184.0,1423.0,198.0,7698.0,65.0,82.0,239.0,217.0,156.0,761.0,520.0,2685.0,707.0,757.0,465.0,246.0,32.0,171.0,1054.0,115.0,1718.0,968.0,11921.0,13604.0,4645.0,3055.0,21049.0,7484.0,6323.0,8763.0,29811.0,29811.0,30226.0,30226.0,436.0,93072.0,613.0,1059.0,236.0,778.0,2204.0,3028.0,101119.0,6037.0,103264.0,1472.0,1255.0,1231.0,107081.0
2010-04-14,2823.0,6773.0,1241.0,1233.0,1804.0,4059.0,221.0,272.0,1082.0,1951.0,743.0,2694.0,245.0,3510.0,4143.0,7681.0,8673.0,1940.0,11845.0,6958.0,5471.0,701.0,42794.0,2829.0,51152.0,54000.0,1611.0,946.0,56535.0,1564.0,58115.0,224.0,2948.0,61047.0,61042.0,462.0,462.0,510.0,1196.0,916.0,360.0,1592.0,295.0,769.0,465.0,899.0,419.0,1668.0,459.0,356.0,1021.0,419.0,982.0,523.0,1268.0,1586.0,2502.0,3256.0,135.0,3773.0,3479.0,2785.0,2651.0,320.0,5148.0,1422.0,198.0,7675.0,65.0,81.0,246.0,217.0,158.0,751.0,557.0,2870.0,805.0,837.0,445.0,241.0,32.0,198.0,1194.0,133.0,1722.0,983.0,12003.0,13695.0,4710.0,3121.0,21263.0,8055.0,6897.0,9293.0,30556.0,30556.0,30947.0,30947.0,440.0,93601.0,616.0,1034.0,233.0,773.0,2249.0,3112.0,101698.0,5991.0,103789.0,1485.0,1208.0,1239.0,107708.0
2010-04-15,2812.0,6914.0,1319.0,1330.0,1879.0,4148.0,219.0,280.0,1125.0,1996.0,733.0,2729.0,251.0,3580.0,4343.0,7797.0,8807.0,1987.0,11973.0,7329.0,5944.0,595.0,43168.0,2892.0,52146.0,54000.0,1624.0,966.0,56567.0,1639.0,58154.0,233.0,2991.0,61133.0,61130.0,454.0,448.0,468.0,1171.0,886.0,360.0,1605.0,302.0,785.0,473.0,935.0,409.0,1610.0,459.0,360.0,1045.0,425.0,956.0,539.0,1274.0,1634.0,2569.0,3394.0,137.0,3856.0,3564.0,2848.0,2705.0,322.0,5162.0,1420.0,198.0,7653.0,65.0,79.0,252.0,216.0,159.0,748.0,583.0,2971.0,878.0,903.0,431.0,247.0,32.0,223.0,1111.0,135.0,1776.0,996.0,12117.0,13824.0,4782.0,3226.0,21483.0,8574.0,7048.0,9890.0,31374.0,31374.0,31775.0,31775.0,453.0,94543.0,634.0,1046.0,186.0,741.0,2326.0,3191.0,102612.0,5940.0,104634.0,1488.0,1059.0,1204.0,108413.0
