, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-03-01,2785.0,4967.0,523.0,411.0,843.0,3644.0,187.0,387.0,185.0,440.0,1150.0,694.0,1925.0,140.0,2534.0,4580.0,11227.0,12303.0,772.0,15252.0,6588.0,6957.0,422.0,54988.0,385.0,62891.0,85291.0,725.0,407.0,83198.0,614.0,82650.0,85.0,1078.0,82151.0,81408.0,171.0,153.0,224.0,273.0,616.0,244.0,1343.0,83.0,347.0,222.0,581.0,2234.0,3246.0,354.0,372.0,1196.0,370.0,1415.0,442.0,1021.0,1270.0,1947.0,1298.0,22.0,2253.0,1954.0,1575.0,1708.0,160.0,4335.0,591.0,121.0,8305.0,49.0,79.0,124.0,174.0,115.0,697.0,349.0,165.0,542.0,1529.0,109.0,114.0,230.0,230.0,255.0,56.0,2022.0,2623.0,14509.0,17959.0,3966.0,3338.0,23983.0,4554.0,3537.0,11121.0,35104.0,35104.0,36541.0,36541.0,852.0,111295.0,246.0,693.0,136.0,672.0,1557.0,2388.0,117888.0,6198.0,115689.0,1332.0,971.0,1032.0,126949.0
2004-03-02,2681.0,4962.0,516.0,405.0,680.0,3669.0,186.0,385.0,181.0,433.0,1134.0,678.0,1886.0,136.0,2503.0,4568.0,11185.0,12196.0,741.0,15161.0,6026.0,6879.0,354.0,55142.0,382.0,61807.0,83750.0,719.0,404.0,85407.0,597.0,88272.0,84.0,1034.0,92541.0,92710.0,158.0,138.0,220.0,249.0,603.0,225.0,1278.0,82.0,346.0,218.0,564.0,2150.0,3141.0,354.0,369.0,1192.0,367.0,1418.0,441.0,1015.0,1263.0,1917.0,1292.0,22.0,2228.0,1969.0,1663.0,1705.0,159.0,4235.0,562.0,116.0,8185.0,49.0,79.0,124.0,162.0,109.0,619.0,336.0,179.0,256.0,959.0,106.0,101.0,158.0,180.0,252.0,55.0,1902.0,2021.0,14593.0,18387.0,3914.0,3068.0,27488.0,4349.0,3281.0,9890.0,37378.0,37378.0,38742.0,38742.0,828.0,130974.0,220.0,614.0,135.0,610.0,1368.0,2296.0,136109.0,5999.0,133197.0,1283.0,843.0,980.0,134540.0
2004-03-03,2611.0,4926.0,512.0,399.0,595.0,3648.0,183.0,383.0,177.0,427.0,1119.0,669.0,1855.0,134.0,2457.0,4536.0,11144.0,12079.0,712.0,14917.0,5255.0,6864.0,323.0,55366.0,376.0,62357.0,80000.0,697.0,400.0,81289.0,588.0,83736.0,83.0,989.0,87449.0,87600.0,145.0,126.0,216.0,230.0,585.0,198.0,1214.0,81.0,347.0,211.0,554.0,2058.0,2997.0,353.0,367.0,1187.0,360.0,1418.0,440.0,1011.0,1256.0,1903.0,1290.0,22.0,2210.0,1944.0,1659.0,1739.0,159.0,4259.0,502.0,113.0,8093.0,49.0,79.0,123.0,150.0,103.0,572.0,332.0,193.0,277.0,974.0,101.0,84.0,108.0,103.0,246.0,55.0,1798.0,1549.0,13959.0,17674.0,3858.0,2764.0,27169.0,4121.0,2993.0,7043.0,34212.0,34212.0,35357.0,35357.0,794.0,131267.0,199.0,551.0,120.0,536.0,1230.0,2195.0,140903.0,5877.0,139058.0,1233.0,744.0,924.0,142588.0
2004-03-04,2572.0,4883.0,509.0,396.0,584.0,3627.0,180.0,379.0,174.0,421.0,1103.0,662.0,1826.0,132.0,2421.0,4492.0,11092.0,11965.0,685.0,14723.0,4539.0,6832.0,309.0,54961.0,369.0,61996.0,79219.0,679.0,396.0,80574.0,579.0,83023.0,82.0,946.0,86396.0,86442.0,134.0,119.0,211.0,217.0,568.0,173.0,1154.0,80.0,340.0,204.0,540.0,1970.0,2857.0,352.0,365.0,1174.0,356.0,1410.0,440.0,1013.0,1255.0,1897.0,1288.0,22.0,2194.0,1923.0,1635.0,1728.0,158.0,4264.0,427.0,107.0,7983.0,49.0,79.0,123.0,140.0,97.0,536.0,331.0,210.0,298.0,982.0,97.0,70.0,81.0,79.0,240.0,54.0,1722.0,1214.0,13453.0,16730.0,3785.0,2503.0,26473.0,3895.0,2759.0,6730.0,33203.0,33203.0,34415.0,34415.0,753.0,125578.0,185.0,503.0,115.0,479.0,1125.0,1940.0,134188.0,5793.0,132114.0,1204.0,835.0,922.0,135405.0
2004-03-05,2548.0,4856.0,506.0,397.0,577.0,3611.0,178.0,375.0,171.0,416.0,1088.0,655.0,1797.0,129.0,2386.0,4461.0,11098.0,11943.0,681.0,14725.0,4073.0,6864.0,297.0,54608.0,363.0,61644.0,72812.0,699.0,392.0,74673.0,571.0,77702.0,82.0,914.0,81727.0,82017.0,129.0,123.0,208.0,207.0,571.0,160.0,1122.0,79.0,330.0,198.0,523.0,1888.0,2793.0,352.0,363.0,1160.0,354.0,1397.0,439.0,1016.0,1257.0,1895.0,1286.0,22.0,2172.0,1896.0,1610.0,1705.0,158.0,4242.0,351.0,108.0,7895.0,49.0,79.0,122.0,134.0,91.0,508.0,348.0,234.0,319.0,984.0,94.0,68.0,68.0,87.0,234.0,53.0,1680.0,1087.0,13048.0,15705.0,3711.0,2355.0,25629.0,3727.0,2671.0,6704.0,32333.0,32333.0,36197.0,36197.0,856.0,123836.0,178.0,479.0,175.0,436.0,1055.0,1794.0,131943.0,5742.0,129666.0,1289.0,1025.0,958.0,132918.0
2004-03-06,2543.0,4888.0,503.0,396.0,570.0,3596.0,175.0,372.0,168.0,411.0,1073.0,650.0,1771.0,128.0,2352.0,4455.0,11189.0,12068.0,802.0,15271.0,3891.0,7078.0,293.0,54889.0,357.0,61989.0,57344.0,739.0,388.0,59734.0,563.0,63428.0,81.0,907.0,68414.0,69078.0,155.0,161.0,217.0,270.0,616.0,189.0,1159.0,78.0,321.0,195.0,507.0,1870.0,2759.0,351.0,361.0,1147.0,352.0,1381.0,439.0,1019.0,1259.0,1895.0,1284.0,22.0,2144.0,1864.0,1580.0,1677.0,157.0,4215.0,277.0,117.0,7820.0,49.0,79.0,122.0,132.0,85.0,549.0,351.0,260.0,341.0,992.0,96.0,87.0,81.0,95.0,229.0,53.0,1699.0,1261.0,13028.0,15259.0,3651.0,2374.0,22352.0,3819.0,2934.0,7038.0,29390.0,29390.0,35925.0,35925.0,1120.0,118711.0,207.0,570.0,257.0,432.0,1157.0,2064.0,128061.0,5825.0,126037.0,1349.0,911.0,1024.0,129820.0
2004-03-07,2614.0,5005.0,500.0,391.0,564.0,3583.0,173.0,369.0,166.0,407.0,1060.0,652.0,1752.0,132.0,2326.0,4501.0,11278.0,12219.0,1042.0,15799.0,4120.0,7610.0,336.0,54935.0,357.0,62769.0,46875.0,755.0,386.0,47345.0,556.0,49321.0,80.0,938.0,52687.0,53056.0,184.0,204.0,234.0,460.0,673.0,254.0,1246.0,78.0,320.0,195.0,499.0,1922.0,2772.0,351.0,359.0,1134.0,350.0,1367.0,438.0,1023.0,1262.0,1896.0,1283.0,22.0,2115.0,1830.0,1546.0,1645.0,157.0,4184.0,246.0,118.0,7751.0,49.0,79.0,121.0,131.0,82.0,615.0,337.0,279.0,362.0,1018.0,127.0,121.0,138.0,115.0,223.0,52.0,1710.0,1508.0,13217.0,15456.0,3605.0,2463.0,21284.0,4144.0,3305.0,7603.0,28887.0,28887.0,37231.0,37231.0,1278.0,103257.0,280.0,654.0,483.0,520.0,1554.0,2773.0,114092.0,6037.0,112569.0,1435.0,1097.0,1081.0,117174.0
2004-03-08,2567.0,4987.0,498.0,387.0,558.0,3576.0,173.0,366.0,163.0,403.0,1047.0,651.0,1732.0,137.0,2309.0,4483.0,11307.0,12251.0,1101.0,15685.0,4643.0,7436.0,360.0,54566.0,362.0,62336.0,76406.0,732.0,384.0,76718.0,549.0,77467.0,79.0,952.0,77092.0,75879.0,159.0,162.0,231.0,361.0,642.0,254.0,1287.0,77.0,329.0,195.0,500.0,2002.0,2800.0,350.0,358.0,1123.0,349.0,1354.0,437.0,1026.0,1265.0,1897.0,1281.0,22.0,2087.0,1797.0,1510.0,1610.0,157.0,4149.0,240.0,136.0,7723.0,49.0,79.0,121.0,133.0,80.0,731.0,331.0,297.0,383.0,1047.0,173.0,171.0,229.0,289.0,218.0,51.0,1773.0,1827.0,13548.0,16128.0,3590.0,2637.0,25328.0,4585.0,3604.0,8038.0,33365.0,33365.0,40193.0,40193.0,1423.0,100904.0,412.0,1058.0,568.0,637.0,2249.0,3772.0,108365.0,6180.0,106010.0,1500.0,1118.0,1079.0,109241.0
2004-03-09,2570.0,4973.0,495.0,383.0,552.0,3571.0,174.0,366.0,163.0,399.0,1038.0,642.0,1707.0,140.0,2290.0,4492.0,11332.0,12311.0,1110.0,15831.0,5174.0,7126.0,345.0,54134.0,366.0,61530.0,65469.0,737.0,382.0,67186.0,544.0,70223.0,78.0,949.0,74268.0,74759.0,179.0,172.0,233.0,417.0,641.0,266.0,1286.0,77.0,343.0,201.0,509.0,2023.0,2854.0,350.0,356.0,1113.0,347.0,1341.0,437.0,1029.0,1267.0,1898.0,1279.0,22.0,2061.0,1764.0,1477.0,1575.0,158.0,4116.0,233.0,156.0,7721.0,49.0,79.0,120.0,137.0,78.0,927.0,328.0,315.0,404.0,1080.0,262.0,220.0,331.0,491.0,213.0,50.0,1832.0,2067.0,14001.0,17223.0,3619.0,2710.0,28679.0,5035.0,3487.0,8294.0,36974.0,36974.0,42879.0,42879.0,1443.0,124169.0,384.0,1025.0,488.0,983.0,2577.0,4694.0,133051.0,6215.0,130132.0,1526.0,1057.0,1015.0,131918.0
2004-03-10,2621.0,5017.0,493.0,380.0,547.0,3569.0,178.0,368.0,167.0,396.0,1034.0,670.0,1724.0,145.0,2272.0,4497.0,11356.0,12356.0,1315.0,16276.0,5497.0,7259.0,366.0,54511.0,379.0,61831.0,65000.0,760.0,381.0,66175.0,546.0,68451.0,77.0,958.0,71034.0,71044.0,176.0,179.0,238.0,475.0,639.0,258.0,1280.0,77.0,363.0,205.0,529.0,2045.0,2857.0,349.0,354.0,1103.0,347.0,1330.0,436.0,1033.0,1270.0,1899.0,1277.0,22.0,2036.0,1734.0,1446.0,1541.0,158.0,4087.0,227.0,157.0,7733.0,49.0,79.0,120.0,142.0,76.0,1001.0,341.0,335.0,425.0,1089.0,349.0,238.0,372.0,637.0,208.0,50.0,1937.0,2306.0,14574.0,18630.0,3680.0,2739.0,30878.0,5366.0,3827.0,8761.0,39640.0,39640.0,45920.0,45920.0,1431.0,121582.0,407.0,1170.0,438.0,986.0,2472.0,4993.0,133651.0,6168.0,131625.0,1527.0,999.0,998.0,135539.0
2004-03-11,2512.0,4996.0,490.0,376.0,543.0,3565.0,180.0,372.0,173.0,392.0,1033.0,663.0,1710.0,144.0,2278.0,4419.0,11356.0,12297.0,1338.0,15927.0,5500.0,6904.0,321.0,54876.0,398.0,61975.0,65000.0,714.0,382.0,66190.0,535.0,68465.0,76.0,947.0,70931.0,70936.0,154.0,144.0,237.0,340.0,628.0,225.0,1238.0,76.0,373.0,204.0,539.0,2025.0,2830.0,348.0,353.0,1093.0,346.0,1320.0,436.0,1036.0,1273.0,1900.0,1276.0,22.0,2012.0,1704.0,1416.0,1511.0,158.0,4058.0,221.0,150.0,7698.0,48.0,79.0,119.0,140.0,74.0,899.0,340.0,354.0,446.0,1085.0,330.0,199.0,346.0,509.0,203.0,49.0,1913.0,2178.0,14752.0,19668.0,3726.0,2616.0,32737.0,5552.0,3572.0,8617.0,41354.0,41354.0,45715.0,45715.0,1277.0,121061.0,307.0,999.0,345.0,1084.0,2053.0,4509.0,132594.0,6019.0,130247.0,1424.0,843.0,913.0,133724.0
2004-03-12,2551.0,4970.0,488.0,373.0,538.0,3558.0,177.0,371.0,172.0,389.0,1030.0,645.0,1682.0,151.0,2272.0,4416.0,11349.0,12267.0,1283.0,15908.0,5675.0,6809.0,306.0,54614.0,402.0,61723.0,65000.0,681.0,385.0,66168.0,542.0,68446.0,75.0,969.0,70825.0,70829.0,177.0,161.0,239.0,320.0,633.0,228.0,1269.0,80.0,379.0,218.0,552.0,2017.0,2796.0,348.0,351.0,1085.0,346.0,1311.0,435.0,1040.0,1276.0,1902.0,1274.0,21.0,1990.0,1676.0,1388.0,1480.0,158.0,4031.0,215.0,133.0,7657.0,48.0,79.0,119.0,147.0,72.0,736.0,342.0,377.0,468.0,1099.0,350.0,209.0,451.0,415.0,199.0,48.0,1940.0,2151.0,14484.0,19762.0,3743.0,2528.0,33499.0,5453.0,3411.0,8576.0,42074.0,42074.0,45080.0,45080.0,1204.0,120333.0,262.0,800.0,330.0,906.0,1719.0,3701.0,131180.0,5998.0,128801.0,1421.0,898.0,953.0,132122.0
2004-03-13,2544.0,4975.0,485.0,369.0,534.0,3557.0,176.0,368.0,171.0,386.0,1022.0,633.0,1655.0,156.0,2248.0,4418.0,11322.0,12238.0,1246.0,15913.0,6040.0,6921.0,317.0,54385.0,401.0,61610.0,65000.0,677.0,393.0,66136.0,563.0,68412.0,74.0,1030.0,70744.0,70747.0,197.0,202.0,251.0,447.0,651.0,252.0,1306.0,80.0,402.0,230.0,582.0,2062.0,2779.0,347.0,350.0,1078.0,351.0,1305.0,434.0,1043.0,1278.0,1905.0,1272.0,21.0,1971.0,1652.0,1362.0,1453.0,158.0,4009.0,208.0,124.0,7628.0,48.0,79.0,118.0,153.0,71.0,597.0,354.0,412.0,489.0,1109.0,452.0,244.0,496.0,431.0,194.0,48.0,2066.0,2308.0,14607.0,20127.0,3780.0,2536.0,33936.0,5349.0,3444.0,8535.0,42470.0,42470.0,45062.0,45062.0,1231.0,119761.0,261.0,755.0,318.0,723.0,1619.0,3297.0,129748.0,6016.0,127311.0,1457.0,1081.0,1026.0,130795.0
2004-03-14,2535.0,4986.0,483.0,366.0,530.0,3559.0,176.0,367.0,171.0,383.0,1013.0,626.0,1639.0,162.0,2226.0,4440.0,11238.0,12157.0,1223.0,15817.0,6383.0,7024.0,331.0,53653.0,403.0,61065.0,65000.0,677.0,396.0,66123.0,562.0,68398.0,74.0,1069.0,70667.0,70671.0,204.0,188.0,254.0,396.0,661.0,274.0,1353.0,80.0,431.0,243.0,617.0,2127.0,2805.0,347.0,348.0,1071.0,353.0,1303.0,434.0,1046.0,1281.0,1908.0,1270.0,21.0,1957.0,1631.0,1339.0,1427.0,158.0,3994.0,202.0,119.0,7586.0,48.0,79.0,118.0,158.0,69.0,507.0,356.0,437.0,510.0,1114.0,489.0,262.0,488.0,419.0,190.0,47.0,2150.0,2359.0,14800.0,20736.0,3835.0,2583.0,34955.0,5326.0,3513.0,8552.0,43507.0,43507.0,45909.0,45909.0,1275.0,120233.0,270.0,763.0,313.0,670.0,1552.0,3117.0,129709.0,6012.0,127157.0,1466.0,1183.0,1054.0,130737.0
2004-03-15,2537.0,4990.0,481.0,363.0,527.0,3552.0,177.0,366.0,173.0,381.0,1007.0,620.0,1627.0,165.0,2210.0,4449.0,11120.0,12050.0,1198.0,15705.0,6709.0,7068.0,340.0,53525.0,407.0,60929.0,65000.0,670.0,401.0,66122.0,588.0,68395.0,73.0,1100.0,70588.0,70591.0,202.0,187.0,257.0,377.0,667.0,290.0,1399.0,84.0,458.0,257.0,648.0,2200.0,2855.0,346.0,347.0,1066.0,355.0,1302.0,433.0,1049.0,1284.0,1911.0,1268.0,21.0,1946.0,1614.0,1320.0,1405.0,158.0,3985.0,196.0,119.0,7553.0,48.0,79.0,117.0,163.0,68.0,455.0,357.0,460.0,531.0,1129.0,563.0,279.0,489.0,423.0,186.0,46.0,2172.0,2380.0,14856.0,21099.0,3898.0,2634.0,35873.0,5387.0,3538.0,8556.0,44429.0,44429.0,46766.0,46766.0,1329.0,121136.0,284.0,777.0,342.0,665.0,1583.0,3026.0,130462.0,6039.0,127872.0,1511.0,1221.0,1135.0,131573.0
2004-03-16,2607.0,5018.0,479.0,360.0,524.0,3535.0,181.0,368.0,175.0,384.0,1010.0,628.0,1638.0,173.0,2204.0,4497.0,11036.0,12002.0,1178.0,15710.0,7146.0,7178.0,369.0,53481.0,416.0,61139.0,65000.0,666.0,416.0,66127.0,632.0,68399.0,72.0,1164.0,70545.0,70546.0,220.0,215.0,261.0,455.0,683.0,317.0,1460.0,96.0,487.0,275.0,689.0,2270.0,2919.0,345.0,345.0,1058.0,363.0,1294.0,433.0,1050.0,1285.0,1913.0,1267.0,21.0,1937.0,1600.0,1300.0,1385.0,158.0,3967.0,190.0,124.0,7553.0,48.0,79.0,117.0,167.0,67.0,428.0,372.0,491.0,552.0,1129.0,676.0,287.0,467.0,414.0,183.0,46.0,2244.0,2420.0,14884.0,21191.0,3967.0,2721.0,36437.0,5495.0,3759.0,8734.0,45171.0,45171.0,47514.0,47514.0,1402.0,122016.0,341.0,823.0,384.0,677.0,1777.0,3188.0,131392.0,6082.0,128786.0,1550.0,1234.0,1146.0,132580.0
2004-03-17,2613.0,5061.0,477.0,358.0,520.0,3523.0,191.0,377.0,187.0,384.0,1021.0,645.0,1665.0,178.0,2215.0,4481.0,10988.0,11975.0,1182.0,15729.0,7682.0,7366.0,395.0,53643.0,433.0,61452.0,65000.0,663.0,428.0,66132.0,641.0,68403.0,72.0,1216.0,70503.0,70505.0,246.0,229.0,269.0,480.0,696.0,337.0,1544.0,112.0,524.0,289.0,732.0,2385.0,2989.0,345.0,342.0,1057.0,374.0,1289.0,432.0,1048.0,1283.0,1913.0,1265.0,21.0,1927.0,1589.0,1283.0,1359.0,159.0,3960.0,183.0,140.0,7599.0,48.0,79.0,117.0,174.0,67.0,414.0,398.0,531.0,568.0,1140.0,787.0,288.0,430.0,365.0,172.0,45.0,2355.0,2526.0,15034.0,21186.0,4064.0,2858.0,36588.0,5655.0,4076.0,8911.0,45499.0,45499.0,48019.0,48019.0,1503.0,122774.0,373.0,897.0,405.0,720.0,1938.0,3509.0,132468.0,6085.0,129849.0,1551.0,1255.0,1089.0,133675.0
2004-03-18,2583.0,5074.0,474.0,355.0,518.0,3511.0,200.0,389.0,203.0,382.0,1039.0,656.0,1695.0,182.0,2243.0,4468.0,10962.0,11957.0,1193.0,15693.0,7968.0,7577.0,399.0,53809.0,457.0,60848.0,65000.0,662.0,437.0,66136.0,646.0,68407.0,71.0,1229.0,70419.0,70423.0,235.0,221.0,274.0,416.0,707.0,345.0,1555.0,119.0,558.0,313.0,776.0,2450.0,3074.0,344.0,341.0,1061.0,382.0,1290.0,431.0,1045.0,1280.0,1915.0,1263.0,21.0,1920.0,1581.0,1268.0,1337.0,158.0,3951.0,177.0,141.0,7620.0,48.0,78.0,116.0,183.0,68.0,405.0,414.0,568.0,582.0,1136.0,814.0,278.0,394.0,299.0,159.0,44.0,2438.0,2593.0,15203.0,21117.0,4171.0,2993.0,36518.0,5823.0,4307.0,9012.0,45530.0,45530.0,47876.0,47876.0,1573.0,123088.0,356.0,896.0,407.0,782.0,2012.0,3676.0,133147.0,6095.0,130555.0,1576.0,1267.0,1132.0,134434.0
