, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-05-21, 35721, 22241, , , , , 305, 845, 1804, , , , , , , , , , , , 19166, 20331, 20825, 556, 11142, 214293, 196802, 13277, 7282, 224463, 6469, 227016, 1461, 9036, 249996, 251384, 1102, 883, 1292, 2832, 1043, 5913, 940, 2539, 1362, 5908, 8042, 8807, 941, 1838, 3022, 1527, 3104, 5713, 9866, 12714, 14837, 12390, 115, 7194, 5817, 2699, 2898, 73, 3455, 0, 384, 5412, 953, 642, 1547, 1117, 259, 287, 3822, 9438, 4156, 3953, 242, 282, -34, 112, 3767, 1370, 9072, 1968, 22098, 24598, 45960, 6223, 69928, 28225, 16990, 34455, 104382, 112500, 105624, 122500, 593, 360997, 236, 338, 34, 273, 1962, 2464, 360014, 6339, 333790, 3443, 1277, 1366, 350494
2012-05-22, 34651, 24419, , , , , 329, 835, 1792, , , , , , , , , , , , 16691, 20414, 20751, 888, 13205, 218124, 190393, 13005, 7622, 218586, 8206, 222942, 1790, 11736, 250637, 251824, 1504, 1040, 1583, 3382, 1432, 6441, 1064, 3003, 2104, 6404, 8763, 8847, 984, 1864, 3012, 1555, 2898, 5827, 9980, 12737, 15256, 12320, 113, 6878, 5778, 2502, 2803, 78, 3543, 0, 376, 5404, 870, 592, 1622, 1142, 255, 286, 3942, 9058, 3875, 3806, 242, 279, -34, 179, 4339, 1456, 9129, 1870, 21308, 23986, 48031, 8072, 72756, 30525, 18533, 36484, 109240, 114202, 114858, 115426, 756, 371402, 429, 342, 36, 322, 2294, 2664, 372852, 6404, 354970, 3704, 1530, 1544, 359760
2012-05-23, 36116, 28157, , , , , 510, 971, 2111, , , , , , , , , , , , 22494, 20362, 20708, 1400, 16639, 223765, 189998, 12785, 8181, 217559, 9548, 221600, 1810, 13331, 250133, 250355, 1146, 988, 1759, 3053, 1219, 7256, 1011, 3258, 2145, 6734, 10606, 9486, 1266, 2216, 3511, 1743, 2881, 6559, 10711, 13227, 15910, 12300, 112, 6484, 5366, 2143, 2276, 84, 3338, 0, 360, 5442, 863, 594, 1659, 1212, 238, 286, 4061, 8810, 3880, 3842, 240, 274, -35, 267, 4780, 1549, 9926, 2090, 21348, 23657, 55602, 9852, 79842, 42406, 22256, 47136, 126978, 126978, 127472, 128692, 1188, 380307, 555, 542, 34, 388, 3223, 3673, 381944, 6808, 365914, 4056, 1941, 2062, 372648
2012-05-24, 34004, 25163, , , , , 436, 1064, 2146, , , , , , , , , , , , 24674, 20772, 21049, 1154, 16892, 225302, 189998, 12382, 7693, 216736, 7158, 220582, 1456, 11090, 246697, 246893, 917, 781, 1669, 2073, 776, 6695, 889, 2971, 1755, 5818, 9753, 10481, 1323, 2084, 3475, 1785, 3417, 6715, 11070, 13339, 16218, 12304, 109, 6620, 5393, 1916, 1699, 92, 2767, 0, 344, 5460, 832, 580, 1525, 1106, 216, 293, 3674, 8612, 3886, 3892, 237, 270, -35, 292, 4001, 1361, 10055, 1949, 22266, 24512, 55652, 8636, 83430, 43310, 21338, 50567, 133997, 133997, 134476, 135422, 1290, 396014, 540, 669, 32, 591, 3820, 4445, 401135, 6989, 385937, 3848, 2021, 2245, 393007
2012-05-25, 28555, 23893, , , , , 380, 961, 1931, , , , , , , , , , , , 22659, 21230, 21572, 830, 15990, 224363, 186248, 11503, 6769, 211944, 4870, 216320, 1186, 8746, 240205, 240601, 843, 677, 1636, 1750, 588, 6201, 812, 2788, 1710, 5175, 8271, 10398, 1208, 2124, 3356, 1813, 3599, 6042, 10507, 12552, 15685, 12308, 106, 7130, 5889, 2219, 1895, 96, 2558, 0, 330, 5494, 782, 552, 1414, 985, 201, 301, 3277, 8403, 3892, 3908, 232, 266, -36, 303, 3504, 1190, 8984, 1701, 21522, 24080, 49744, 7664, 77693, 37216, 19038, 44712, 122406, 118190, 118656, 119328, 1201, 381643, 462, 635, 30, 718, 3485, 4336, 393902, 6841, 380286, 3650, 1928, 2259, 389661
2012-05-26, 24932, 23078, , , , , 366, 918, 1780, , , , , , , , , , , , 19242, 21344, 21835, 634, 15779, 222853, 178123, 10518, 6171, 201582, 4392, 205555, 1016, 7980, 227847, 228290, 845, 657, 1591, 1797, 564, 5948, 775, 2763, 1739, 5000, 7315, 9159, 1184, 2054, 3288, 1857, 3683, 5620, 9926, 11690, 14694, 12284, 106, 7219, 6021, 2559, 2282, 90, 2876, 0, 317, 5530, 749, 535, 1350, 919, 189, 300, 2946, 8209, 3898, 3906, 228, 262, -36, 312, 3068, 1064, 8141, 1501, 20252, 22750, 45440, 6846, 72071, 31895, 16824, 37697, 109768, 109768, 110220, 110618, 1066, 360978, 395, 582, 29, 671, 2972, 3864, 372918, 6531, 359782, 3639, 1743, 2220, 368825
2012-05-27, 24277, 22272, , , , , 363, 916, 1782, , , , , , , , , , , , 16232, 19590, 20737, 563, 15236, 220243, 174998, 9920, 6128, 196824, 4679, 200266, 950, 8106, 221217, 221390, 927, 690, 1596, 2017, 676, 5882, 769, 2905, 1709, 5117, 6896, 8002, 1285, 2504, 3860, 2440, 3931, 5226, 10055, 11958, 15049, 12441, 106, 7365, 6106, 2619, 2367, 93, 3153, 0, 313, 5596, 723, 523, 1333, 906, 188, 305, 2720, 8014, 3904, 3879, 224, 258, -36, 306, 2785, 965, 7624, 1342, 19370, 21736, 42480, 6094, 68000, 28246, 15340, 33107, 101108, 101108, 101545, 101664, 955, 339018, 331, 530, 28, 606, 2453, 3308, 351146, 6255, 338606, 3835, 1626, 2197, 347573
2012-05-28, 25650, 22556, 7536, 6750, 9776, 21575, 354, 916, 1901, 4278, 7359, 5858, 13234, 1387, 18093, 28043, 56794, 58371, 5928, 66451, 14812, 17726, 18570, 548, 14870, 215267, 176873, 9857, 6417, 197816, 5327, 200877, 1015, 8776, 221072, 220983, 959, 738, 1570, 2374, 804, 5909, 773, 3084, 1688, 5369, 7102, 7666, 1295, 2430, 3708, 2486, 4600, 5709, 10382, 12278, 15607, 12632, 96, 7858, 6527, 2870, 2560, 92, 3300, 0, 299, 5682, 699, 512, 1275, 866, 176, 305, 2544, 7822, 3911, 3843, 221, 254, -36, 284, 2721, 921, 7270, 1214, 18744, 21014, 40660, 5851, 65363, 26614, 14851, 32099, 97462, 97462, 97885, 97885, 866, 328222, 278, 484, 26, 560, 2118, 2908, 338688, 6058, 326419, 4068, 1548, 2174, 334607
2012-05-29, 28042, 25607, 7622, 6706, 9014, 21179, 352, 954, 1880, 4205, 7259, 5520, 12794, 1369, 17683, 27038, 56043, 57731, 5870, 66777, 14588, 17382, 18024, 510, 14968, 213545, 179998, 10152, 6792, 201355, 5912, 204810, 1117, 9170, 224899, 224793, 946, 757, 1524, 2612, 854, 5804, 775, 3249, 1684, 5567, 7227, 7782, 1148, 2177, 3204, 2190, 4638, 5458, 10565, 12100, 15338, 13135, 92, 8740, 7365, 3514, 3126, 86, 3666, 0, 273, 5767, 686, 509, 1209, 795, 168, 271, 2437, 7634, 3917, 3824, 208, 248, -37, 236, 2607, 928, 7043, 1104, 18308, 20492, 39130, 5674, 63492, 25480, 14334, 31918, 95409, 95409, 95821, 95821, 790, 328299, 238, 445, 25, 506, 1914, 2668, 337633, 5942, 325793, 4152, 1473, 2142, 333374
2012-05-30, 31890, 27824, 9073, 7890, 9169, 23287, 357, 960, 1796, 4134, 7171, 5874, 13056, 1353, 17425, 26996, 55149, 56872, 5854, 65760, 14400, 17178, 17855, 490, 14814, 213366, 179998, 10474, 7162, 201656, 6405, 205338, 1257, 9466, 225246, 225236, 1117, 765, 1485, 2668, 864, 5624, 778, 3410, 1726, 5762, 7223, 7910, 1066, 2050, 2847, 2036, 4062, 4902, 10622, 12032, 15323, 13646, 88, 9064, 7777, 4213, 3878, 66, 4382, 0, 255, 5857, 670, 502, 1169, 742, 160, 242, 2453, 7448, 3884, 3815, 198, 244, -37, 219, 2646, 1006, 6892, 1012, 18016, 20126, 37949, 5752, 61971, 24628, 14218, 30874, 92845, 92845, 93244, 93244, 737, 327918, 207, 414, 24, 464, 1787, 2528, 337680, 5848, 326653, 4199, 1404, 2108, 334429
