, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-08-18, 14472, 19340, 3090, 2662, 2730, 10118, 462, 922, 505, 1925, 3500, 670, 4168, 318, 5600, 13292, 20968, 23278, 530, 20918, 1298, 1990, 2790, 130, , 985, 141172, 110350, 2912, 945, 114418, 2205, 116992, 220, 2235, 119388, 119450, 60, 120, 650, 538, 40, 3762, 90, 412, 418, 615, 525, 2005, 742, 555, 1262, 1395, 2192, 1118, 6172, 7100, 9450, 10048, 50, 7975, 7160, 4975, 4935, 250, 7755, 2015, 260, 8338, 360, 438, 390, 245, 80, 530, 398, 3282, 972, 832, 30, 140, 0, 60, 415, 100, 2398, 298, 12995, 13698, 7450, 2700, 25732, 3340, 1878, 17350, 43082, 43082, 43135, 43135, 165, 166705, 60, 80, 0, 110, 415, 788, 169390, 5140, 172008, 1058, 400, 822, 174728
2011-08-19, 13875, 19320, 2920, 2480, 2498, 9788, 452, 900, 495, 1880, 3420, 665, 4090, 295, 5500, 13015, 20685, 22960, 528, 20685, 1272, 1938, 2732, 130, , 945, 139828, 109582, 2775, 910, 113462, 2085, 115860, 212, 2190, 118195, 118245, 60, 118, 650, 532, 40, 3758, 90, 402, 425, 588, 500, 1985, 740, 538, 1218, 1360, 2128, 1088, 6108, 7028, 9342, 9930, 50, 7835, 7032, 4870, 4830, 250, 7640, 2002, 260, 8355, 350, 430, 388, 240, 80, 528, 388, 3192, 975, 848, 30, 140, 0, 68, 425, 100, 2370, 290, 13015, 13710, 7102, 2620, 25302, 3260, 1798, 17260, 42565, 42565, 42622, 42622, 160, 164030, 60, 80, 0, 110, 410, 772, 166218, 5130, 168758, 1050, 402, 822, 171208
2011-08-20, 13440, 19308, 2782, 2425, 2408, 9545, 450, 890, 490, 1830, 3345, 665, 4012, 272, 5385, 12610, 20255, 22488, 518, 20355, 1250, 1885, 2680, 130, , 910, 138650, 108858, 2665, 882, 112560, 2112, 114955, 210, 2122, 117195, 117232, 60, 110, 635, 500, 40, 3735, 90, 395, 415, 572, 500, 1970, 740, 532, 1210, 1338, 2068, 1065, 6040, 6948, 9240, 9822, 50, 7670, 6882, 4738, 4700, 255, 7535, 2000, 250, 8375, 342, 420, 380, 240, 80, 520, 388, 3110, 960, 870, 30, 140, 0, 78, 460, 100, 2358, 290, 13080, 13760, 6790, 2548, 24902, 3180, 1798, 17180, 42088, 42088, 42138, 42138, 168, 162352, 60, 80, 0, 120, 400, 770, 164468, 5115, 167038, 1050, 402, 820, 169440
2011-08-21, 13100, 19292, 2718, 2398, 2400, 9442, 450, 890, 488, 1785, 3295, 675, 3972, 250, 5285, 12380, 19702, 21870, 510, 19845, 1225, 1835, 2630, 130, , 880, 137505, 108235, 2568, 852, 111798, 1995, 114108, 202, 2035, 116265, 116305, 60, 100, 615, 478, 40, 3688, 90, 390, 408, 568, 490, 1970, 740, 520, 1212, 1315, 2042, 1040, 5960, 6858, 9125, 9712, 50, 7528, 6748, 4605, 4565, 260, 7410, 2000, 250, 8395, 335, 415, 370, 240, 80, 535, 380, 3030, 935, 875, 30, 140, 0, 92, 442, 98, 2348, 290, 13158, 13840, 6520, 2478, 24595, 3112, 1778, 17112, 41708, 41708, 41758, 41758, 170, 160960, 60, 80, 0, 128, 398, 760, 163025, 5100, 165622, 1042, 390, 808, 167995
2011-08-22, 12818, 18775, 2688, 2370, 2298, 9382, 445, 882, 475, 1745, 3240, 675, 3918, 225, 5210, 12250, 19310, 21435, 502, 19440, 1205, 1785, 2582, 130, , 850, 136085, 107630, 2480, 825, 111068, 1838, 113222, 200, 1995, 115335, 115372, 58, 100, 595, 468, 40, 3632, 90, 385, 400, 560, 462, 1962, 740, 512, 1220, 1295, 2032, 1020, 5880, 6768, 9015, 9595, 50, 7410, 6635, 4495, 4450, 270, 7298, 2000, 245, 8428, 330, 410, 368, 240, 80, 532, 378, 2948, 912, 870, 30, 135, 0, 100, 400, 90, 2330, 288, 13218, 13900, 6322, 2412, 24342, 3050, 1732, 17045, 41388, 41388, 41440, 41440, 170, 159685, 60, 80, 0, 132, 390, 752, 161725, 5085, 164360, 1032, 390, 790, 166695
2011-08-23, 12462, 16260, 2660, 2325, 2228, 9308, 440, 880, 470, 1705, 3180, 670, 3850, 205, 5120, 12125, 19020, 21118, 500, 19232, 1185, 1738, 2540, 130, , 820, 132600, 107082, 2400, 800, 110400, 1755, 112412, 192, 1922, 114440, 114472, 60, 100, 575, 438, 40, 3578, 90, 380, 405, 560, 440, 1945, 730, 502, 1205, 1272, 2020, 1000, 5808, 6685, 8898, 9475, 50, 7300, 6535, 4402, 4352, 265, 7198, 2000, 238, 8458, 320, 400, 360, 232, 80, 508, 370, 2870, 888, 858, 30, 130, 0, 100, 402, 90, 2308, 280, 13242, 13928, 6225, 2350, 24150, 2990, 1715, 16985, 41135, 41135, 41190, 41190, 172, 158462, 60, 80, 0, 145, 385, 740, 160470, 5068, 163148, 1030, 395, 792, 165455
2011-08-24, 12165, 16250, 2618, 2342, 2272, 9272, 440, 870, 470, 1665, 3125, 670, 3795, 185, 5030, 12008, 18762, 20825, 500, 19140, 1165, 1692, 2495, 130, , 795, 129855, 106655, 2330, 780, 109862, 1872, 111925, 190, 1910, 113885, 113900, 60, 98, 555, 440, 40, 3520, 85, 378, 395, 552, 428, 1925, 730, 500, 1200, 1250, 1995, 982, 5745, 6610, 8800, 9365, 50, 7180, 6428, 4312, 4262, 268, 7112, 2000, 230, 8490, 310, 390, 355, 230, 80, 500, 370, 2790, 865, 868, 38, 130, 0, 110, 438, 90, 2305, 280, 13310, 13982, 6178, 2290, 24038, 2938, 1695, 16930, 40970, 40970, 41020, 41020, 180, 157432, 60, 80, 0, 155, 380, 740, 159382, 5052, 162085, 1022, 390, 785, 164378
2011-08-25, 12280, 16248, 2628, 2345, 2328, 9285, 440, 878, 455, 1625, 3072, 678, 3752, 175, 4965, 12022, 18548, 20590, 488, 18875, 1145, 1650, 2455, 125, , 775, 129112, 106398, 2272, 758, 109508, 1758, 111525, 185, 1872, 113465, 113485, 55, 90, 535, 420, 40, 3465, 80, 370, 385, 550, 410, 1910, 730, 485, 1195, 1228, 1982, 962, 5658, 6515, 8692, 9262, 50, 7070, 6325, 4218, 4168, 270, 7030, 2000, 230, 8522, 300, 380, 342, 222, 70, 492, 360, 2705, 842, 862, 40, 130, 2, 118, 408, 90, 2298, 280, 13395, 14068, 6145, 2235, 24015, 2890, 1665, 16880, 40895, 40895, 40952, 40952, 180, 156835, 60, 80, 0, 165, 380, 730, 158715, 5038, 161442, 1010, 390, 768, 163678
2011-08-26, 12388, 16225, 2530, 2242, 2190, 9125, 438, 872, 442, 1585, 3020, 678, 3700, 170, 4902, 11992, 18455, 20485, 480, 18662, 1125, 1610, 2415, 120, , 755, 128675, 106085, 2222, 735, 109125, 1672, 111052, 180, 1792, 112920, 112945, 50, 88, 512, 378, 30, 3408, 80, 370, 385, 550, 388, 1895, 720, 478, 1162, 1202, 1950, 942, 5572, 6420, 8565, 9135, 50, 6965, 6235, 4138, 4082, 270, 6940, 1985, 220, 8558, 290, 370, 335, 208, 70, 475, 360, 2620, 818, 858, 40, 130, 2, 115, 380, 90, 2275, 280, 13445, 14115, 6105, 2180, 23985, 2840, 1578, 16832, 40812, 40812, 40872, 40872, 172, 156280, 60, 80, 0, 172, 370, 728, 158165, 5020, 160942, 1010, 388, 760, 163155
2011-08-27, 11925, 16208, 2415, 2195, 2055, 8932, 430, 860, 440, 1545, 2965, 672, 3640, 170, 4832, 11720, 18315, 20330, 472, 18552, 1108, 1570, 2375, 118, , 735, 128198, 105620, 2172, 720, 108598, 1660, 110475, 180, 1770, 112315, 112340, 60, 90, 495, 378, 35, 3350, 80, 362, 380, 550, 385, 1878, 720, 465, 1148, 1178, 1900, 925, 5500, 6330, 8445, 9015, 50, 6812, 6098, 4038, 3988, 270, 6852, 1778, 220, 8590, 285, 368, 330, 200, 70, 470, 352, 2515, 810, 855, 30, 130, 5, 112, 390, 80, 2260, 270, 13475, 14148, 6065, 2128, 23918, 2790, 1548, 16780, 40695, 40695, 40750, 40750, 170, 155580, 60, 80, 0, 180, 368, 715, 157468, 5005, 160288, 1010, 390, 770, 162508
2011-08-28, 11935, 16198, 2402, 2200, 2015, 8905, 430, 850, 430, 1510, 2910, 678, 3588, 168, 4765, 11495, 17988, 19972, 470, 18248, 1090, 1532, 2335, 112, , 715, 127772, 105188, 2125, 700, 108092, 1635, 109958, 170, 1738, 111768, 111792, 58, 82, 475, 362, 30, 3278, 80, 358, 375, 550, 365, 1865, 720, 460, 1142, 1160, 1865, 905, 5430, 6252, 8338, 8895, 50, 6665, 5960, 3905, 3858, 270, 6742, 1525, 210, 8595, 278, 360, 320, 192, 70, 465, 350, 2405, 810, 872, 35, 130, 10, 115, 352, 80, 2218, 270, 13518, 14185, 6025, 2078, 23842, 2742, 1528, 16730, 40572, 40572, 40628, 40628, 170, 154860, 60, 78, 0, 182, 360, 708, 156712, 4990, 159572, 1002, 382, 768, 161802
2011-08-29, 12208, 16185, 2360, 2155, 2015, 8842, 430, 848, 422, 1478, 2865, 680, 3540, 170, 4710, 11415, 17708, 19658, 470, 18005, 1075, 1492, 2298, 118, , 700, 127252, 104760, 2085, 680, 107595, 1612, 109425, 170, 1725, 111215, 111235, 60, 88, 460, 395, 30, 3205, 80, 350, 375, 550, 352, 1855, 720, 460, 1150, 1145, 1850, 895, 5372, 6188, 8248, 8792, 50, 6532, 5840, 3785, 3738, 270, 6620, 1272, 210, 8485, 270, 350, 318, 190, 70, 455, 345, 2295, 810, 892, 40, 125, 10, 110, 325, 80, 2175, 262, 13558, 14225, 5988, 2030, 23782, 2695, 1530, 16685, 40468, 40468, 40518, 40518, 168, 154180, 60, 70, 0, 190, 360, 700, 156018, 4972, 158918, 1000, 380, 752, 161118
2011-08-30, 11902, 16175, 2262, 2065, 1978, 8662, 430, 840, 425, 1448, 2825, 680, 3502, 160, 4652, 11268, 17538, 19470, 470, 17822, 1058, 1460, 2265, 110, , 682, 126768, 104388, 2050, 662, 107168, 1580, 108960, 165, 1715, 110738, 110758, 50, 80, 440, 378, 30, 3132, 80, 345, 365, 550, 332, 1842, 720, 460, 1160, 1130, 1850, 882, 5322, 6128, 8170, 8710, 50, 6448, 5760, 3698, 3640, 280, 6522, 1020, 210, 8310, 262, 348, 310, 182, 70, 450, 345, 2185, 810, 905, 40, 120, 10, 102, 335, 80, 2132, 255, 13488, 14190, 5958, 1985, 23675, 2655, 1488, 16645, 40315, 40315, 40370, 40370, 168, 153520, 60, 70, 0, 195, 350, 690, 155328, 4955, 158268, 992, 380, 740, 160445
2011-08-31, 11420, 16168, 2188, 2060, 1985, 8548, 430, 840, 420, 1420, 2788, 685, 3472, 160, 4610, 11068, 17315, 19218, 470, 17648, 1045, 1422, 2228, 110, , 665, 126345, 104058, 2015, 648, 106782, 1552, 108548, 160, 1642, 110255, 110275, 50, 72, 425, 338, 30, 3058, 80, 340, 362, 555, 315, 1825, 712, 458, 1152, 1110, 1850, 872, 5260, 6060, 8092, 8630, 50, 6385, 5710, 3645, 3582, 280, 6448, 768, 208, 8128, 260, 340, 310, 180, 70, 440, 348, 2078, 810, 925, 40, 120, 10, 90, 302, 80, 2102, 250, 13305, 14020, 5925, 1940, 23480, 2625, 1455, 16605, 40082, 39650, 39708, 39708, 170, 152808, 60, 70, 0, 200, 350, 690, 154632, 4940, 157620, 990, 380, 740, 159795
2011-09-01, 11452, 15795, 2170, 2050, 1990, 8525, 422, 840, 412, 1392, 2755, 688, 3442, 160, 4575, 10982, 17105, 18988, 470, 17452, 1028, 1392, 2195, 110, , 655, 123595, 99882, 1982, 635, 103325, 1550, 105815, 160, 1568, 108262, 108478, 55, 70, 408, 325, 30, 2985, 80, 335, 375, 560, 295, 1808, 710, 460, 1150, 1098, 1835, 855, 5195, 5982, 7995, 8540, 45, 6315, 5660, 3612, 3545, 280, 6402, 515, 200, 7942, 252, 338, 310, 180, 70, 450, 348, 1968, 810, 950, 40, 120, 10, 75, 342, 80, 2072, 250, 13105, 13822, 5900, 1895, 23212, 2585, 1442, 12238, 35445, 34150, 34205, 34205, 170, 149818, 60, 70, 0, 210, 350, 688, 152345, 4925, 155505, 982, 378, 735, 157915
2011-09-02, 10995, 14295, 2138, 2000, 1940, 8440, 420, 838, 410, 1370, 2728, 688, 3415, 160, 4535, 10920, 16948, 18810, 470, 17240, 1015, 1358, 2165, 110, , 640, 102745, 83238, 1958, 622, 86798, 1595, 89748, 155, 1578, 93345, 94050, 58, 68, 390, 352, 30, 2920, 80, 330, 378, 560, 285, 1792, 710, 460, 1152, 1088, 1830, 848, 5152, 5935, 7928, 8452, 50, 6222, 5585, 3565, 3498, 290, 6365, 278, 200, 7762, 250, 330, 300, 178, 70, 458, 342, 1858, 810, 975, 40, 120, 10, 62, 360, 80, 2052, 250, 12912, 13622, 5878, 1855, 22938, 2550, 1428, 9332, 32270, 30972, 31028, 31028, 170, 137590, 60, 70, 0, 218, 345, 680, 141572, 4910, 145182, 995, 380, 748, 148422
2011-09-03, 10618, 14282, 2118, 1995, 1980, 8415, 420, 830, 408, 1348, 2695, 690, 3385, 150, 4500, 10840, 16830, 18680, 468, 17150, 1002, 1325, 2135, 110, , 625, 91322, 73428, 1935, 608, 76550, 1610, 79005, 150, 1570, 81692, 82080, 55, 62, 362, 352, 30, 2865, 80, 330, 370, 578, 272, 1775, 710, 458, 1158, 1075, 1830, 838, 5082, 5868, 7868, 8392, 50, 6158, 5525, 3505, 3438, 295, 6325, 230, 200, 7588, 242, 330, 300, 170, 70, 450, 342, 1752, 798, 988, 40, 120, 10, 55, 345, 78, 2010, 250, 12718, 13428, 5858, 1818, 22680, 2518, 1382, 9260, 31940, 30750, 30802, 30802, 165, 122040, 60, 70, 0, 220, 340, 678, 125775, 4895, 129460, 990, 370, 745, 132812
2011-09-04, 10308, 14272, 2035, 1972, 1962, 8325, 420, 830, 400, 1325, 2662, 690, 3352, 150, 4465, 10770, 16710, 18550, 470, 17078, 988, 1295, 2102, 105, , 612, 89635, 71228, 1910, 595, 73788, 1588, 75582, 150, 1515, 77222, 77288, 50, 60, 335, 328, 30, 2838, 80, 338, 370, 608, 300, 1770, 705, 448, 1128, 1055, 1812, 825, 4968, 5742, 7738, 8298, 40, 6110, 5498, 3475, 3400, 300, 6282, 230, 195, 7430, 240, 320, 290, 170, 70, 442, 335, 1648, 788, 990, 40, 120, 10, 45, 330, 72, 1972, 240, 12498, 13210, 5825, 1785, 22405, 2485, 1372, 9210, 31612, 31612, 31672, 31672, 170, 112978, 60, 70, 0, 220, 340, 670, 115502, 4878, 118920, 990, 360, 735, 121638
2011-09-05, 10340, 14262, 1962, 1898, 1845, 8170, 420, 820, 390, 1305, 2625, 690, 3320, 150, 4425, 10590, 16560, 18382, 465, 16880, 975, 1268, 2075, 100, , 598, 89258, 70938, 1890, 585, 73458, 1590, 75215, 145, 1470, 76732, 76745, 52, 58, 308, 325, 30, 2810, 75, 340, 375, 638, 325, 1775, 700, 440, 1082, 1040, 1765, 808, 4858, 5618, 7582, 8140, 48, 5990, 5408, 3435, 3362, 292, 6255, 230, 190, 7338, 230, 320, 290, 168, 70, 440, 335, 1542, 775, 988, 40, 120, 10, 40, 312, 70, 1942, 240, 12275, 12980, 5795, 1748, 22102, 2452, 1318, 9120, 31228, 31228, 31282, 31282, 162, 110485, 58, 70, 0, 220, 332, 665, 112285, 4865, 115520, 988, 365, 730, 117748
2011-09-06, 10342, 14260, 1902, 1925, 1845, 8120, 415, 810, 390, 1285, 2595, 690, 3282, 150, 4382, 10398, 16335, 18135, 462, 16705, 965, 1632, 2128, 100, , 585, 88872, 70638, 1872, 572, 73118, 1562, 74860, 140, 1435, 76345, 76362, 50, 50, 280, 312, 30, 2788, 70, 345, 365, 668, 365, 1805, 700, 438, 1062, 1030, 1712, 800, 4752, 5508, 7450, 7998, 45, 5795, 5238, 3312, 3258, 290, 6182, 230, 190, 7348, 230, 312, 290, 168, 70, 440, 340, 1440, 762, 985, 40, 120, 10, 40, 315, 70, 1918, 232, 12110, 12792, 5762, 1715, 21818, 2418, 1330, 9075, 30892, 30892, 30948, 30948, 160, 109690, 60, 70, 0, 220, 330, 660, 111375, 4848, 114612, 980, 375, 728, 116755
2011-09-07, 10122, 14245, 1855, 1885, 1852, 8050, 412, 802, 390, 1268, 2565, 698, 3262, 150, 4342, 10318, 16125, 17898, 460, 16445, 950, 2645, 3325, 100, , 575, 90020, 71632, 1850, 565, 73965, 1600, 75575, 140, 1420, 76835, 76785, 50, 50, 252, 322, 30, 2762, 75, 350, 360, 698, 412, 1845, 700, 442, 1062, 1022, 1692, 790, 4670, 5420, 7348, 7878, 50, 5635, 5080, 3155, 3100, 298, 6052, 230, 198, 7382, 230, 312, 290, 170, 70, 445, 350, 1340, 748, 990, 40, 120, 10, 40, 370, 70, 1902, 230, 12065, 12718, 5745, 1682, 21612, 2388, 1312, 8832, 30448, 30448, 30500, 30500, 162, 109070, 58, 70, 0, 225, 330, 655, 110695, 4832, 113968, 980, 370, 720, 116092
2011-09-08, 10010, 14232, 1815, 1882, 1820, 7978, 415, 805, 390, 1252, 2542, 700, 3245, 140, 4318, 10230, 16030, 17798, 460, 16342, 940, 2608, 3420, 100, , 565, 91798, 72905, 1830, 555, 75208, 1548, 76792, 140, 1385, 78028, 77982, 50, 50, 228, 310, 30, 2740, 70, 358, 355, 725, 465, 1885, 705, 445, 1075, 1012, 1695, 790, 4582, 5335, 7255, 7785, 50, 5522, 4972, 3035, 2970, 308, 5925, 230, 200, 7428, 220, 308, 285, 175, 70, 450, 350, 1235, 735, 1000, 45, 120, 10, 50, 430, 70, 1898, 230, 12130, 12778, 5732, 1652, 21555, 2362, 1305, 8795, 30348, 30348, 30402, 30402, 170, 109700, 52, 70, 0, 232, 330, 660, 111090, 4818, 114338, 970, 360, 712, 116320
2011-09-09, 9872, 14228, 1775, 1900, 1850, 7980, 420, 818, 392, 1235, 2538, 708, 3240, 140, 4298, 10205, 15935, 17685, 460, 16292, 930, 2565, 3382, 100, , 552, 91762, 75250, 1810, 545, 77450, 1508, 78908, 132, 1335, 79952, 79855, 55, 50, 200, 288, 30, 2712, 72, 360, 340, 752, 502, 1925, 700, 450, 1092, 1005, 1718, 782, 4492, 5240, 7168, 7690, 50, 5455, 4915, 2965, 2890, 320, 5832, 230, 190, 7468, 220, 302, 282, 180, 70, 450, 358, 1135, 725, 1010, 50, 120, 10, 58, 408, 70, 1872, 238, 12238, 12890, 5735, 1628, 21610, 2340, 1262, 8728, 30338, 30338, 30395, 30395, 170, 110995, 52, 70, 0, 240, 330, 660, 112318, 4802, 115590, 962, 355, 702, 117510
2011-09-10, 9495, 14220, 1745, 1870, 1822, 7908, 420, 818, 382, 1222, 2522, 712, 3235, 140, 4290, 10162, 15860, 17605, 460, 16242, 920, 2530, 3340, 100, , 542, 91518, 77455, 1790, 538, 79568, 1510, 80948, 130, 1322, 81950, 81858, 58, 50, 190, 340, 30, 2682, 75, 360, 350, 760, 522, 1965, 700, 450, 1085, 998, 1730, 772, 4392, 5132, 7062, 7595, 50, 5408, 4880, 2932, 2850, 320, 5785, 230, 198, 7510, 220, 308, 288, 188, 70, 450, 352, 1105, 702, 1012, 50, 115, 10, 48, 352, 70, 1850, 232, 12302, 12970, 5725, 1598, 21675, 2318, 1258, 8695, 30372, 30372, 30428, 30428, 170, 113105, 50, 70, 0, 240, 330, 660, 114320, 4785, 117602, 962, 360, 700, 119440
2011-09-11, 9270, 14212, 1712, 1835, 1722, 7830, 420, 818, 380, 1208, 2500, 710, 3212, 140, 4272, 10045, 15798, 17535, 460, 16210, 908, 2485, 3302, 100, , 532, 91285, 79228, 1772, 530, 81568, 1618, 83230, 130, 1355, 84460, 84400, 55, 50, 190, 355, 30, 2645, 72, 360, 355, 752, 510, 1998, 700, 458, 1075, 990, 1718, 770, 4300, 5030, 6938, 7475, 50, 5325, 4825, 2900, 2822, 320, 5760, 230, 195, 7550, 210, 295, 275, 180, 70, 448, 342, 1090, 682, 1005, 50, 110, 10, 42, 350, 70, 1805, 222, 12328, 13002, 5705, 1570, 21688, 2292, 1268, 8672, 30362, 30362, 30420, 30420, 170, 115440, 52, 70, 0, 240, 330, 660, 116555, 4772, 119860, 960, 360, 695, 121680
2011-09-12, 9122, 14208, 1710, 1840, 1802, 7832, 420, 820, 380, 1195, 2490, 710, 3200, 140, 4248, 9960, 15670, 17398, 460, 16042, 900, 2452, 3270, 100, , 530, 91058, 79022, 1762, 525, 81332, 1660, 83168, 130, 1318, 84518, 84522, 50, 48, 182, 310, 30, 2610, 70, 360, 345, 745, 500, 2000, 700, 468, 1108, 985, 1725, 760, 4220, 4948, 6850, 7370, 50, 5208, 4730, 2835, 2762, 330, 5725, 230, 190, 7588, 210, 290, 272, 182, 70, 435, 350, 1078, 662, 1002, 55, 110, 10, 42, 398, 70, 1762, 220, 12352, 13028, 5700, 1548, 21675, 2275, 1270, 8668, 30342, 30342, 30400, 30400, 175, 117110, 50, 70, 0, 242, 328, 660, 118525, 4755, 121938, 952, 378, 682, 123860
2011-09-13, 8832, 14198, 1670, 1772, 1870, 7748, 425, 830, 385, 1185, 2490, 720, 3208, 140, 4240, 9925, 15560, 17268, 460, 15882, 890, 2412, 3232, 92, , 520, 90750, 78760, 1748, 515, 81060, 1520, 82778, 122, 1260, 84105, 84125, 50, 40, 180, 275, 30, 2575, 70, 350, 332, 738, 485, 1988, 708, 475, 1130, 978, 1768, 755, 4122, 4845, 6752, 7280, 50, 5150, 4680, 2768, 2688, 340, 5672, 230, 200, 7632, 208, 295, 275, 190, 70, 448, 345, 1060, 638, 995, 60, 110, 10, 40, 342, 70, 1728, 218, 12382, 13065, 5698, 1525, 21672, 2255, 1188, 8565, 30242, 30242, 30300, 30300, 170, 116920, 50, 70, 0, 250, 325, 652, 118468, 4742, 121980, 950, 352, 672, 124008
2011-09-14, 8585, 14185, 1625, 1685, 1732, 7610, 430, 832, 380, 1172, 2482, 720, 3205, 140, 4240, 9792, 15478, 17180, 460, 15848, 880, 2375, 3195, 98, , 512, 90420, 78462, 1738, 508, 80740, 1455, 82348, 120, 1205, 83610, 83625, 50, 40, 180, 265, 30, 2540, 70, 350, 332, 730, 472, 1975, 700, 470, 1110, 962, 1780, 748, 4022, 4730, 6618, 7155, 50, 5108, 4665, 2755, 2670, 338, 5628, 230, 200, 7680, 200, 290, 270, 185, 70, 448, 340, 1045, 615, 992, 60, 110, 12, 38, 415, 70, 1682, 218, 12400, 13092, 5685, 1500, 21675, 2235, 1205, 8552, 30230, 30230, 30288, 30288, 170, 116378, 52, 70, 0, 250, 325, 658, 117928, 4725, 121492, 950, 350, 668, 123502
2011-09-15, 8410, 14180, 1592, 1648, 1658, 7528, 430, 830, 370, 1162, 2465, 722, 3188, 140, 4230, 9632, 15350, 17035, 460, 15812, 870, 2338, 3158, 100, , 510, 90212, 78252, 1730, 500, 80508, 1475, 82118, 120, 1232, 83368, 83370, 50, 40, 170, 295, 30, 2508, 70, 350, 335, 720, 460, 1962, 700, 478, 1102, 952, 1765, 740, 3932, 4635, 6500, 7025, 50, 4998, 4588, 2725, 2642, 340, 5610, 230, 195, 7718, 200, 290, 270, 185, 70, 445, 340, 1032, 592, 980, 62, 110, 15, 32, 465, 70, 1652, 222, 12442, 13128, 5672, 1480, 21660, 2215, 1205, 8538, 30198, 30198, 30260, 30260, 178, 115932, 50, 70, 0, 250, 330, 658, 117445, 4710, 121042, 950, 348, 668, 123030
