, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-07-02, 58583, 52676, 11408, , 10298, , 202, 659, 812, 2594, 4135, 4786, 9072, 781, 12564, , , , , , 7440, 8244, 9216, 291, 19909, 294885, 256169, 12125, 6121, 268153, 8763, 278564, 1726, 9982, 301412, 300350, 635, 565, 721, 2537, 450, 4729, 789, 2353, 1314, 4220, 4831, 5258, 632, 1167, 1598, 1182, 1734, 1943, 6954, 8052, 9735, 14893, 37, 7855, 6907, 3866, 3477, 35, 5059, 3510, 81, 7755, 599, 499, 758, 336, 240, 190, 976, 4595, 1407, 1160, 20, 135, 0, 118, 946, 272, 3648, 380, 12784, 14059, 19206, 4187, 40149, 12779, 9416, 23881, 64030, 64267, 61753, 64500, 240, 382099, 99, 145, 32, 150, 445, 870, 394101, 5757, 397362, 2094, 864, 1211, 364422
2012-07-03, 55006, 53609, 11724, , 9345, , 206, 658, 789, 2522, 4059, 4567, 8702, 752, 12067, , , , , , 7053, 7963, 9030, 290, 17343, 300637, 252462, 12052, 6119, 270518, 8864, 278101, 1739, 9683, 296405, 303144, 620, 541, 714, 2320, 479, 4689, 801, 2312, 1318, 4030, 4870, 5406, 632, 926, 1527, 1148, 1682, 1882, 6858, 7965, 9681, 14845, 37, 7752, 6934, 3823, 3390, 33, 5211, 3509, 81, 7801, 598, 515, 729, 308, 231, 190, 940, 4595, 1392, 1216, 28, 136, 0, 118, 929, 264, 3582, 378, 13065, 14341, 18611, 3876, 40135, 12628, 8710, 23674, 63808, 65508, 64772, 64772, 218, 366112, 97, 140, 30, 164, 436, 852, 372361, 5828, 374982, 2093, 759, 1206, 379142
2012-07-04, 52880, 54219, 12030, , 8468, , 191, 638, 760, 2410, 3938, 4132, 8071, 746, 11224, , , , , , 6352, 7323, 8459, 296, 15608, 298559, 258240, 11483, 5872, 274535, 7882, 280450, 1653, 9500, 295621, 299827, 619, 532, 745, 2144, 454, 4714, 766, 2322, 1466, 3932, 4826, 5458, 625, 778, 1356, 1079, 1448, 1778, 6419, 7548, 9354, 14801, 35, 7510, 6726, 3739, 3328, 32, 5264, 3508, 74, 7820, 588, 527, 694, 286, 220, 190, 890, 4594, 1350, 1213, 31, 136, 0, 108, 844, 252, 3443, 360, 12980, 14057, 17836, 3684, 39014, 11823, 8886, 22704, 61717, 61717, 61966, 61966, 202, 365066, 92, 132, 27, 159, 424, 832, 369720, 5613, 371447, 2124, 674, 1179, 375530
2012-07-05, 51720, 53866, 11280, , 7247, , 176, 610, 728, 2306, 3808, 3719, 7527, 673, 10450, , , , , , 5818, 6693, 7803, 264, 14444, 288001, 268032, 11048, 5578, 285144, 6898, 292522, 1484, 8956, 307874, 309815, 532, 471, 734, 1856, 316, 4649, 650, 2083, 1232, 3507, 4559, 5431, 617, 682, 1247, 1037, 1248, 1690, 5670, 6782, 8625, 14765, 33, 7225, 6447, 3510, 3120, 32, 5070, 3508, 68, 7835, 559, 520, 666, 256, 201, 188, 844, 4591, 1324, 1111, 20, 132, 0, 102, 790, 241, 3302, 350, 12818, 13896, 16999, 3299, 37806, 11041, 7830, 19187, 56993, 56993, 57236, 57236, 178, 368671, 88, 123, 24, 134, 411, 796, 370780, 5474, 372131, 1985, 615, 1102, 375571
2012-07-06, 44878, 50194, 9793, , 6330, , 162, 583, 699, 2204, 3656, 3334, 6990, 626, 9756, , , , , , 5478, 6324, 7388, 252, 13233, 279335, 272510, 10718, 5161, 288622, 5950, 295586, 1388, 8588, 309675, 309700, 472, 447, 693, 1844, 245, 4466, 627, 1935, 1212, 3184, 3928, 5175, 610, 592, 1158, 1020, 1091, 1614, 5181, 6227, 7946, 14729, 32, 6985, 6198, 3254, 2864, 32, 4782, 3507, 67, 7864, 530, 511, 644, 239, 188, 169, 804, 4590, 1303, 1056, 13, 128, 0, 91, 754, 230, 3190, 339, 12606, 13639, 16198, 3026, 36600, 10177, 6744, 17869, 54468, 54468, 54703, 54703, 152, 369944, 87, 116, 21, 102, 396, 760, 373591, 5335, 375026, 1867, 622, 1083, 378813
2012-07-07, 39770, 47906, 8756, , 5728, , 150, 560, 676, 2110, 3505, 3011, 6516, 585, 9113, , , , , , 5040, 5861, 6959, 244, 12208, 273576, 264517, 10198, 4883, 281062, 5951, 289352, 1398, 8791, 304761, 305178, 450, 453, 664, 1945, 218, 4325, 598, 1856, 1257, 3013, 3515, 4682, 603, 521, 1067, 1012, 974, 1551, 5020, 6018, 7619, 14672, 32, 6794, 5995, 3036, 2641, 32, 4531, 3506, 63, 7890, 504, 506, 625, 222, 182, 148, 774, 4590, 1281, 1003, 9, 124, 0, 80, 740, 221, 3090, 330, 12472, 13461, 15502, 2852, 35596, 9624, 6005, 17234, 52830, 52830, 53056, 53056, 134, 367460, 86, 111, 18, 92, 384, 726, 371393, 5192, 372731, 1831, 636, 1114, 376576
2012-07-08, 36596, 45643, 8110, , 5351, , 143, 544, 666, 2028, 3385, 2736, 6121, 547, 8552, , , , , , 4731, 5483, 6525, 236, 11308, 268309, 252628, 9796, 4746, 267797, 6272, 275554, 1430, 9128, 290396, 290892, 432, 454, 637, 1956, 198, 4222, 540, 1783, 1261, 2880, 3238, 4253, 605, 474, 1019, 1012, 886, 1547, 4952, 5940, 7526, 14068, 35, 6540, 5770, 2848, 2456, 32, 4266, 3505, 62, 7913, 484, 507, 614, 221, 185, 147, 757, 4588, 1260, 956, 9, 120, 0, 68, 756, 214, 3013, 321, 12356, 13303, 14947, 2729, 34784, 9300, 5522, 16862, 51646, 51646, 51866, 51866, 114, 355331, 84, 106, 15, 87, 373, 698, 360992, 5056, 362500, 1806, 642, 1133, 367124
2012-07-09, 34560, 43928, 7688, 7060, 5004, 22356, 139, 532, 650, 1954, 3277, 2508, 5786, 514, 8088, 25479, 37524, 41328, 3531, 41179, 4490, 5218, 6228, 229, 10512, 264920, 252993, 9646, 4673, 266948, 6648, 273731, 1460, 9312, 286538, 286515, 418, 451, 621, 1954, 186, 4123, 468, 1714, 1220, 2762, 2994, 3943, 607, 437, 999, 1022, 844, 1574, 4905, 5889, 7508, 13382, 34, 5760, 5061, 2408, 2098, 32, 4002, 3504, 64, 7939, 466, 509, 589, 212, 175, 170, 726, 4563, 1238, 928, 9, 118, 0, 56, 735, 204, 2928, 313, 12272, 13178, 14501, 2624, 34148, 9055, 5172, 17967, 52114, 52114, 52327, 52327, 100, 343608, 84, 102, 12, 90, 362, 672, 347438, 4940, 348678, 1758, 636, 1116, 352955
2012-07-10, 33546, 41633, 7334, 6924, 4694, 22109, 133, 526, 628, 1884, 3171, 2298, 5470, 484, 7664, 25582, 37291, 41162, 3482, 41715, 4284, 4995, 5988, 223, 9805, 261682, 256204, 9619, 4606, 270709, 6782, 278084, 1468, 9136, 290379, 290331, 401, 439, 605, 1889, 175, 4038, 397, 1649, 1172, 2650, 2793, 3698, 604, 391, 972, 1016, 824, 1528, 4782, 5726, 7412, 12976, 33, 5114, 4354, 1651, 1374, 32, 3490, 3504, 62, 7963, 454, 514, 569, 199, 168, 174, 696, 4530, 1217, 920, 9, 116, 0, 55, 660, 194, 2808, 306, 12216, 13090, 14004, 2534, 33550, 8684, 4888, 19972, 53523, 53523, 53728, 53728, 92, 346046, 83, 98, 10, 105, 353, 650, 347483, 4882, 348240, 1702, 623, 1089, 351421
2012-07-11, 34429, 39626, 6983, 6681, 4430, 21004, 126, 517, 606, 1819, 3078, 2124, 5202, 458, 7280, 24960, 36935, 40806, 3174, 40976, 4102, 4801, 5778, 220, 9157, 255332, 250150, 9606, 4455, 264723, 6555, 272476, 1447, 8640, 284494, 284816, 382, 426, 588, 1830, 166, 3954, 338, 1571, 1153, 2532, 2590, 3490, 608, 362, 959, 1031, 816, 1450, 4673, 5580, 7207, 12579, 33, 4683, 3908, 1102, 783, 32, 2793, 3503, 57, 7982, 445, 511, 559, 205, 164, 151, 672, 4501, 1195, 900, 9, 116, 0, 61, 649, 187, 2698, 300, 12142, 12992, 13464, 2452, 32808, 8224, 4694, 19518, 52325, 52325, 52525, 52525, 74, 345161, 82, 94, 7, 109, 344, 619, 348370, 4831, 349313, 1656, 612, 1078, 352966
