, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - NEAR POTLATCH, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-03-01,3328.0,14040.0,850.0,632.0,1152.0,9555.0,160.0,532.0,190.0,565.0,1482.0,870.0,2352.0,212.0,2865.0,11188.0,16198.0,18065.0,910.0,18030.0,3718.0,6195.0,6555.0,205.0,101938.0,440.0,109038.0,143407.0,940.0,507.0,143820.0,1053.0,146340.0,130.0,1737.0,154980.0,154997.0,553.0,380.0,477.0,867.0,270.0,1770.0,317.0,537.0,230.0,1870.0,3563.0,3820.0,380.0,370.0,1108.0,360.0,1372.0,460.0,1302.0,1548.0,2395.0,2440.0,50.0,3315.0,3588.0,3342.0,3045.0,190.0,5742.0,4540.0,150.0,10940.0,80.0,150.0,140.0,110.0,60.0,792.0,310.0,1195.0,250.0,912.0,250.0,90.0,88.0,182.0,310.0,60.0,1235.0,958.0,15580.0,16705.0,3822.0,2165.0,33758.0,4805.0,2605.0,16635.0,50395.0,50395.0,52260.0,52260.0,1687.0,208727.0,317.0,1000.0,407.0,793.0,2200.0,2203.0,211510.0,6937.0,214590.0,1913.0,1357.0,1460.0,218613.0
2011-03-02,3305.0,13960.0,840.0,618.0,1115.0,9088.0,168.0,755.0,188.0,552.0,1532.0,850.0,2380.0,210.0,2870.0,11122.0,15452.0,17232.0,900.0,17285.0,3510.0,6295.0,6825.0,200.0,99900.0,430.0,108040.0,142262.0,912.0,490.0,143500.0,1070.0,145962.0,130.0,1672.0,154328.0,154362.0,412.0,262.0,420.0,560.0,272.0,1792.0,285.0,525.0,230.0,1708.0,3775.0,4290.0,380.0,362.0,1080.0,355.0,1320.0,460.0,1292.0,1535.0,2360.0,2440.0,50.0,3255.0,3502.0,3298.0,3045.0,190.0,5788.0,4540.0,150.0,11145.0,80.0,150.0,140.0,110.0,60.0,928.0,310.0,1198.0,250.0,912.0,260.0,95.0,240.0,348.0,300.0,60.0,1192.0,1095.0,15362.0,16600.0,3752.0,2648.0,33378.0,5245.0,2725.0,19985.0,53360.0,53360.0,55948.0,55948.0,2060.0,215502.0,395.0,1375.0,650.0,1910.0,3080.0,3440.0,223120.0,8005.0,226988.0,1890.0,1565.0,1412.0,230808.0
2011-03-03,3285.0,13940.0,832.0,602.0,1082.0,8070.0,180.0,800.0,180.0,542.0,1632.0,840.0,2472.0,200.0,2978.0,10390.0,15315.0,17082.0,925.0,17775.0,3748.0,6262.0,7320.0,192.0,97080.0,430.0,105675.0,142000.0,895.0,472.0,143312.0,1040.0,145695.0,130.0,1555.0,153655.0,153678.0,402.0,300.0,450.0,668.0,305.0,1852.0,398.0,512.0,222.0,2000.0,3910.0,4725.0,380.0,360.0,1058.0,350.0,1278.0,460.0,1282.0,1522.0,2365.0,2440.0,50.0,3195.0,3420.0,3222.0,2990.0,190.0,5800.0,4540.0,150.0,11180.0,80.0,148.0,140.0,110.0,60.0,1580.0,302.0,1335.0,252.0,1062.0,488.0,135.0,672.0,1405.0,370.0,60.0,1305.0,1555.0,16222.0,17365.0,3698.0,3140.0,33815.0,6410.0,4425.0,20958.0,54770.0,54770.0,57905.0,57905.0,2175.0,217198.0,595.0,1862.0,920.0,2462.0,3928.0,4505.0,228822.0,8342.0,233255.0,2118.0,1758.0,1518.0,237958.0
2011-03-04,3265.0,13920.0,822.0,588.0,1052.0,7058.0,192.0,875.0,180.0,532.0,1622.0,932.0,2560.0,198.0,3090.0,9458.0,15370.0,17150.0,940.0,17808.0,4830.0,6225.0,8122.0,190.0,95925.0,422.0,104832.0,142000.0,882.0,455.0,143280.0,1015.0,145612.0,125.0,1505.0,153250.0,153265.0,332.0,270.0,450.0,608.0,305.0,1880.0,320.0,500.0,220.0,1812.0,4142.0,4948.0,380.0,360.0,1058.0,350.0,1260.0,460.0,1275.0,1510.0,2360.0,2448.0,50.0,3158.0,3358.0,3155.0,2938.0,190.0,5788.0,4545.0,150.0,11178.0,80.0,140.0,140.0,110.0,60.0,2285.0,310.0,1435.0,260.0,1078.0,692.0,165.0,662.0,1822.0,355.0,60.0,1570.0,1752.0,18230.0,19992.0,3690.0,3548.0,33885.0,8928.0,7360.0,24685.0,58570.0,58570.0,61102.0,61102.0,2388.0,220682.0,638.0,2105.0,942.0,3110.0,4932.0,6125.0,234200.0,8102.0,238300.0,2185.0,1650.0,1460.0,243255.0
2011-03-05,3248.0,12875.0,815.0,575.0,1020.0,6465.0,200.0,858.0,180.0,522.0,1640.0,890.0,2532.0,190.0,3138.0,8500.0,15285.0,17055.0,932.0,17292.0,4665.0,6185.0,7660.0,182.0,95200.0,420.0,103670.0,133750.0,872.0,440.0,136562.0,995.0,140420.0,120.0,1465.0,149522.0,149975.0,282.0,208.0,388.0,450.0,262.0,1815.0,278.0,490.0,220.0,1558.0,3835.0,4990.0,380.0,358.0,1052.0,350.0,1255.0,450.0,1265.0,1498.0,2320.0,2450.0,50.0,3148.0,3318.0,3105.0,2902.0,190.0,5730.0,4550.0,140.0,11170.0,80.0,140.0,140.0,110.0,60.0,2225.0,300.0,1312.0,292.0,998.0,538.0,135.0,505.0,1210.0,298.0,60.0,1545.0,1470.0,18285.0,20980.0,3740.0,3082.0,33215.0,8905.0,6022.0,25062.0,58278.0,58278.0,59762.0,59762.0,1840.0,220790.0,465.0,1480.0,730.0,2628.0,4748.0,6055.0,236148.0,7682.0,240100.0,2092.0,1525.0,1372.0,245330.0
2011-03-06,3230.0,9020.0,808.0,562.0,992.0,6450.0,202.0,790.0,180.0,512.0,1590.0,838.0,2425.0,190.0,3075.0,8102.0,15062.0,16822.0,920.0,17045.0,4320.0,6135.0,7318.0,180.0,94308.0,420.0,102525.0,120000.0,862.0,425.0,121230.0,975.0,123725.0,120.0,1425.0,131752.0,132248.0,255.0,185.0,375.0,385.0,260.0,1755.0,250.0,482.0,220.0,1445.0,3650.0,4852.0,380.0,350.0,1035.0,350.0,1230.0,450.0,1260.0,1490.0,2298.0,2450.0,50.0,3132.0,3285.0,3072.0,2890.0,190.0,5688.0,4550.0,140.0,11162.0,80.0,140.0,140.0,110.0,60.0,1690.0,295.0,1308.0,362.0,1138.0,502.0,132.0,568.0,980.0,292.0,60.0,1422.0,1365.0,17372.0,20045.0,3760.0,3332.0,32775.0,8375.0,5342.0,24058.0,56838.0,56838.0,58658.0,58658.0,1675.0,207770.0,450.0,1338.0,802.0,2130.0,4190.0,4868.0,223985.0,7698.0,228585.0,2335.0,1948.0,1545.0,235182.0
2011-03-07,3215.0,5535.0,798.0,548.0,968.0,6435.0,230.0,930.0,180.0,505.0,1560.0,912.0,2472.0,180.0,2978.0,8105.0,14745.0,16468.0,908.0,16688.0,4235.0,5992.0,7408.0,172.0,92742.0,412.0,101148.0,114375.0,852.0,410.0,116648.0,955.0,119902.0,120.0,1395.0,127858.0,128175.0,230.0,168.0,370.0,345.0,270.0,1732.0,230.0,475.0,220.0,1360.0,3558.0,4772.0,380.0,350.0,1028.0,340.0,1212.0,450.0,1260.0,1482.0,2285.0,2450.0,50.0,3105.0,3238.0,3045.0,2880.0,190.0,5672.0,4550.0,142.0,11160.0,80.0,140.0,140.0,110.0,60.0,2148.0,355.0,1570.0,428.0,1518.0,800.0,152.0,782.0,2425.0,565.0,60.0,1552.0,2055.0,18490.0,20590.0,3782.0,3960.0,34208.0,9315.0,6198.0,24700.0,58910.0,58910.0,61588.0,61588.0,1845.0,197410.0,455.0,1535.0,890.0,2478.0,5290.0,6272.0,211188.0,8718.0,216262.0,2450.0,2195.0,1670.0,222590.0
2011-03-08,3198.0,5310.0,790.0,535.0,940.0,6420.0,242.0,1150.0,180.0,498.0,1775.0,1042.0,2820.0,180.0,3170.0,8190.0,14518.0,16220.0,900.0,16328.0,4022.0,5840.0,7502.0,170.0,91240.0,410.0,99718.0,105000.0,842.0,400.0,106190.0,935.0,108500.0,118.0,1365.0,115642.0,115980.0,210.0,155.0,365.0,310.0,258.0,1720.0,210.0,470.0,212.0,1292.0,3500.0,4662.0,380.0,350.0,1030.0,340.0,1202.0,450.0,1260.0,1480.0,2275.0,2460.0,50.0,3085.0,3192.0,3000.0,2858.0,190.0,5652.0,4555.0,158.0,11165.0,80.0,140.0,140.0,108.0,60.0,3822.0,380.0,1698.0,495.0,1328.0,728.0,152.0,620.0,2170.0,395.0,60.0,1895.0,2160.0,20548.0,23240.0,3880.0,3558.0,34288.0,10812.0,6560.0,26305.0,60592.0,60592.0,63830.0,63830.0,1905.0,192815.0,378.0,1238.0,785.0,2390.0,5390.0,7048.0,209582.0,8842.0,214905.0,2438.0,1972.0,1622.0,221610.0
2011-03-09,3182.0,5295.0,780.0,525.0,915.0,6405.0,230.0,1050.0,180.0,490.0,1855.0,892.0,2742.0,175.0,3380.0,8102.0,14555.0,16262.0,890.0,16250.0,3825.0,5672.0,7112.0,165.0,89810.0,410.0,97855.0,105000.0,838.0,390.0,106178.0,918.0,108260.0,110.0,1345.0,114450.0,114465.0,195.0,145.0,360.0,280.0,255.0,1658.0,192.0,462.0,210.0,1230.0,3405.0,4570.0,378.0,350.0,1025.0,340.0,1200.0,450.0,1260.0,1472.0,2265.0,2460.0,50.0,3078.0,3165.0,2970.0,2842.0,190.0,5612.0,4560.0,160.0,11168.0,80.0,140.0,140.0,100.0,60.0,4458.0,315.0,1532.0,562.0,1298.0,780.0,162.0,538.0,1340.0,298.0,60.0,1822.0,1668.0,19430.0,22830.0,3948.0,2940.0,33110.0,10918.0,5670.0,26588.0,59702.0,59702.0,62270.0,62270.0,1562.0,184570.0,292.0,905.0,635.0,1858.0,4592.0,6000.0,199628.0,8450.0,204612.0,2418.0,2015.0,1620.0,211205.0
2011-03-10,3165.0,5278.0,772.0,512.0,892.0,6368.0,230.0,928.0,180.0,480.0,1730.0,830.0,2562.0,170.0,3238.0,7980.0,14475.0,16178.0,882.0,16205.0,3935.0,5502.0,6825.0,160.0,88665.0,402.0,96345.0,105000.0,830.0,390.0,106170.0,895.0,108200.0,110.0,1305.0,114102.0,114120.0,190.0,135.0,360.0,255.0,268.0,1740.0,175.0,460.0,235.0,1200.0,3378.0,4612.0,370.0,348.0,1005.0,340.0,1172.0,450.0,1260.0,1470.0,2255.0,2460.0,50.0,3068.0,3140.0,2945.0,2840.0,182.0,5582.0,4560.0,150.0,11155.0,70.0,140.0,140.0,100.0,60.0,3415.0,295.0,1452.0,628.0,1348.0,985.0,180.0,530.0,1122.0,280.0,60.0,1630.0,1555.0,18425.0,21535.0,3920.0,2860.0,32338.0,9828.0,4728.0,25412.0,57748.0,57748.0,59840.0,59840.0,1348.0,181115.0,260.0,720.0,548.0,1632.0,3982.0,5018.0,194315.0,8742.0,199475.0,2945.0,2520.0,1970.0,206220.0
