, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2011-07-27, 30548, 22020, 7785, 5360, 6432, 17898, 762, 1405, 1035, 3465, 6180, 1480, 7662, 932, 10300, 23108, 37850, 42022, 898, 38612, 2758, 3718, 4518, 192, 124150, 3038, 190920, 189842, 5972, 2760, 198928, 4690, 204580, 1100, 5210, 210262, 210418, 118, 318, 630, 1410, 90, 4085, 260, 910, 780, 1428, 1252, 2615, 830, 972, 1708, 2655, 2615, 2872, 10428, 11862, 16050, 20298, 100, 16760, 15450, 13120, 12895, 238, 15075, 1500, 552, 7420, 712, 858, 860, 625, 208, 780, 775, 4258, 1110, 860, 105, 192, 10, 0, 730, 228, 3592, 405, 12982, 14038, 19765, 4438, 43038, 8362, 4625, 22190, 66158, 64925, 65032, 65032, 45, 281002, 60, 78, 0, 60, 808, 1385, 284090, 5185, 285895, 1268, 540, 1070, 289195
2011-07-28, 29118, 21968, 7260, 5078, 6052, 17078, 740, 1365, 995, 3345, 5970, 1368, 7342, 895, 9905, 22260, 36685, 40728, 848, 37210, 2648, 3612, 4415, 190, 121810, 2862, 187635, 186545, 5775, 2605, 195350, 4645, 200968, 1052, 5002, 206452, 206612, 110, 310, 638, 1370, 88, 4065, 240, 872, 758, 1365, 1185, 2568, 818, 912, 1608, 2542, 2590, 2702, 9978, 11378, 15448, 20275, 98, 16805, 15525, 13188, 12985, 230, 15175, 1500, 530, 7520, 690, 830, 828, 592, 200, 760, 735, 4245, 1110, 850, 95, 190, 10, 0, 680, 218, 3490, 392, 12948, 13965, 18898, 4148, 41700, 7742, 4282, 21530, 64178, 63340, 63440, 63440, 40, 275552, 60, 70, 0, 60, 778, 1355, 278600, 5180, 280430, 1268, 530, 1072, 283710
2011-07-29, 27890, 21918, 6828, 4878, 5780, 16410, 722, 1332, 950, 3238, 5778, 1272, 7048, 865, 9535, 21382, 35392, 39295, 800, 35722, 2545, 3500, 4295, 182, 121048, 2700, 184465, 183360, 5565, 2468, 191815, 4450, 197355, 980, 4780, 202610, 202768, 105, 300, 638, 1325, 80, 4042, 222, 835, 728, 1308, 1120, 2535, 810, 885, 1530, 2462, 2538, 2558, 9600, 10965, 14890, 20255, 90, 16842, 15588, 13252, 13078, 230, 15285, 1500, 508, 7622, 670, 805, 798, 565, 195, 745, 702, 4228, 1108, 855, 90, 190, 10, 0, 668, 208, 3390, 380, 12952, 13942, 18092, 3920, 40518, 7248, 3988, 20992, 62470, 62022, 62125, 62125, 40, 270218, 60, 70, 0, 60, 748, 1328, 273208, 5180, 275068, 1255, 522, 1055, 278325
2011-07-30, 27108, 21872, 6460, 4705, 5502, 15860, 705, 1308, 915, 3135, 5600, 1190, 6792, 835, 9198, 20692, 34112, 37870, 758, 34280, 2445, 3388, 4178, 180, 120308, 2552, 181285, 180182, 5360, 2338, 188295, 4218, 193760, 902, 4548, 198790, 198950, 100, 288, 630, 1280, 80, 4025, 205, 795, 708, 1238, 1058, 2502, 805, 875, 1528, 2390, 2532, 2460, 9350, 10682, 14470, 19908, 90, 16855, 15628, 13295, 13148, 232, 15405, 1500, 485, 7722, 650, 780, 770, 545, 188, 740, 682, 4195, 1100, 865, 90, 180, 10, 0, 682, 200, 3292, 375, 13000, 13968, 17332, 3742, 39508, 6805, 3812, 20510, 60990, 60918, 61015, 61015, 40, 265185, 60, 70, 0, 55, 722, 1302, 268118, 5175, 270008, 1240, 512, 1048, 273208
2011-07-31, 25880, 21830, 6112, 4538, 5225, 15338, 685, 1280, 880, 3040, 5440, 1122, 6558, 798, 8892, 20052, 33018, 36658, 738, 33145, 2352, 3278, 4062, 172, 119612, 2408, 178330, 177175, 5162, 2218, 184948, 4052, 190330, 850, 4310, 195080, 195230, 92, 272, 620, 1205, 75, 4010, 192, 760, 672, 1175, 1000, 2450, 800, 842, 1502, 2302, 2592, 2355, 9062, 10375, 14092, 19142, 88, 16612, 15465, 13260, 13142, 240, 15480, 1500, 470, 7748, 625, 752, 740, 528, 180, 728, 652, 4165, 1095, 865, 85, 180, 10, 0, 652, 192, 3218, 368, 13048, 13998, 16628, 3595, 38602, 6470, 3648, 20135, 59722, 59722, 59818, 59818, 32, 260188, 60, 70, 0, 50, 700, 1265, 263118, 5170, 265045, 1225, 508, 1032, 268215
2011-08-01, 24528, 21790, 5812, 4342, 4998, 14745, 668, 1258, 845, 2950, 5285, 1062, 6345, 772, 8612, 19445, 32010, 35540, 715, 32078, 2260, 3178, 3958, 170, , 2275, 175690, 174375, 4972, 2105, 181842, 3868, 187198, 770, 4085, 191700, 191840, 90, 268, 610, 1165, 70, 3992, 175, 732, 642, 1120, 940, 2398, 792, 800, 1460, 2200, 2640, 2225, 8720, 10000, 13630, 18365, 80, 15940, 14838, 12798, 12750, 240, 15308, 1500, 455, 7750, 605, 728, 712, 502, 170, 710, 620, 4128, 1085, 848, 80, 180, 10, 0, 635, 185, 3150, 360, 13032, 13985, 15958, 3465, 37748, 6150, 3498, 19795, 58538, 58538, 58628, 58628, 30, 255365, 60, 70, 0, 52, 680, 1230, 258215, 5170, 260168, 1210, 500, 1028, 263282
2011-08-02, 23440, 21755, 5542, 4200, 4790, 14195, 650, 1230, 812, 2880, 5145, 1008, 6152, 740, 8355, 18738, 31035, 34455, 698, 31108, 2178, 3080, 3852, 170, , 2148, 171785, 170635, 4828, 1992, 177952, 3708, 183532, 692, 3900, 188030, 188212, 82, 258, 602, 1122, 70, 3980, 162, 702, 622, 1062, 895, 2342, 780, 750, 1398, 2118, 2658, 2102, 8402, 9660, 13172, 17590, 80, 15210, 14140, 12112, 12085, 230, 14752, 1500, 438, 7750, 585, 705, 690, 480, 170, 695, 600, 4095, 1078, 840, 70, 172, 10, 0, 592, 178, 3080, 350, 12950, 13890, 15315, 3345, 36870, 5855, 3378, 19470, 57348, 57348, 57435, 57435, 30, 250785, 60, 70, 0, 52, 658, 1198, 253600, 5170, 255582, 1205, 502, 1028, 258668
2011-08-03, 22600, 21715, 5298, 4090, 4658, 13820, 635, 1200, 782, 2802, 5008, 958, 5962, 720, 8118, 18192, 30040, 33350, 680, 30158, 2092, 2982, 3752, 170, , 2030, 166868, 165400, 4712, 1895, 172392, 3582, 177722, 628, 3750, 182140, 182378, 80, 245, 592, 1068, 68, 3972, 152, 675, 602, 1010, 855, 2295, 778, 712, 1350, 2032, 2662, 2002, 8150, 9378, 12798, 16812, 80, 14510, 13460, 11418, 11395, 230, 14088, 1500, 428, 7758, 570, 680, 670, 465, 160, 700, 580, 4062, 1068, 842, 70, 170, 5, 0, 640, 170, 3018, 348, 12885, 13805, 14725, 3242, 36025, 5600, 3310, 19188, 56235, 56235, 56318, 56318, 35, 245005, 60, 70, 0, 60, 638, 1165, 248158, 5160, 250235, 1200, 492, 1022, 253440
2011-08-04, 22108, 21685, 5100, 4018, 4522, 13542, 620, 1180, 760, 2740, 4888, 925, 5810, 685, 7890, 17782, 29188, 32405, 660, 29260, 2012, 2892, 3658, 162, , 1922, 164650, 163062, 4635, 1802, 169735, 3468, 174725, 578, 3608, 178672, 178785, 80, 240, 585, 1030, 60, 3958, 145, 655, 588, 962, 815, 2265, 770, 690, 1330, 1968, 2572, 1890, 7860, 9070, 12418, 16038, 80, 13802, 12785, 10752, 10735, 230, 13442, 1500, 415, 7760, 550, 660, 648, 448, 155, 682, 562, 4025, 1060, 838, 68, 170, 0, 0, 605, 160, 2955, 330, 12820, 13732, 14180, 3160, 35282, 5378, 3308, 18932, 55255, 55255, 55338, 55338, 30, 238742, 60, 70, 0, 60, 615, 1132, 241630, 5160, 243720, 1188, 485, 1005, 246865
2011-08-05, 21490, 21650, 4895, 3878, 4362, 13208, 608, 1162, 735, 2675, 4778, 885, 5662, 655, 7685, 17415, 28458, 31592, 640, 28550, 1940, 2805, 3562, 152, , 1822, 162572, 160968, 4620, 1720, 167488, 3385, 172325, 528, 3478, 176110, 176218, 80, 228, 580, 1008, 60, 3945, 138, 635, 572, 925, 785, 2225, 770, 665, 1318, 1902, 2505, 1802, 7615, 8802, 12075, 15262, 70, 13028, 12040, 10028, 10028, 230, 12798, 1500, 400, 7762, 535, 642, 630, 440, 150, 660, 542, 3995, 1050, 830, 60, 170, 0, 0, 572, 158, 2878, 308, 12728, 13625, 13668, 3052, 34498, 5175, 3212, 18705, 54252, 54252, 54332, 54332, 30, 234785, 60, 60, 0, 60, 600, 1100, 237402, 5160, 239458, 1172, 480, 995, 242418
2011-08-06, 20978, 21622, 4695, 3722, 4180, 12850, 595, 1145, 710, 2620, 4675, 850, 5528, 625, 7490, 17000, 27808, 30872, 622, 27822, 1868, 2718, 3478, 150, , 1728, 160742, 159108, 4638, 1640, 165520, 3238, 170175, 485, 3318, 173770, 173868, 72, 215, 580, 948, 60, 3930, 130, 602, 552, 890, 755, 2195, 770, 645, 1292, 1838, 2445, 1730, 7402, 8565, 11750, 14490, 70, 12282, 11315, 9298, 9295, 230, 12098, 1500, 385, 7765, 520, 622, 610, 425, 148, 645, 532, 3968, 1038, 825, 60, 165, 0, 0, 515, 150, 2820, 295, 12640, 13515, 13185, 2950, 33608, 4980, 3012, 18488, 53160, 53160, 53235, 53235, 30, 231200, 60, 60, 0, 60, 580, 1068, 233788, 5160, 235872, 1158, 468, 980, 238782
2011-08-07, 20508, 21592, 4480, 3610, 4010, 12508, 580, 1122, 688, 2565, 4570, 828, 5398, 600, 7318, 16578, 27142, 30132, 615, 27170, 1800, 2638, 3392, 150, , 1638, 159020, 157380, 4540, 1568, 163712, 3112, 168175, 452, 3192, 171628, 171715, 70, 208, 590, 900, 60, 3912, 125, 578, 535, 862, 728, 2170, 760, 622, 1262, 1775, 2368, 1655, 7222, 8358, 11452, 13718, 70, 11528, 10590, 8578, 8580, 230, 11400, 1500, 372, 7768, 500, 600, 588, 405, 140, 625, 510, 3942, 1025, 818, 52, 160, 0, 0, 482, 145, 2765, 290, 12562, 13422, 12728, 2852, 32820, 4802, 2868, 18285, 52178, 52178, 52255, 52255, 30, 227920, 60, 60, 0, 60, 565, 1038, 230428, 5152, 232540, 1140, 465, 965, 235380
2011-08-08, 19865, 21562, 4262, 3435, 3805, 12120, 562, 1095, 662, 2505, 4455, 798, 5255, 572, 7140, 16140, 26460, 29372, 610, 26490, 1730, 2560, 3305, 142, , 1550, 157368, 155715, 4445, 1495, 161865, 3022, 166192, 425, 3110, 169562, 169645, 70, 202, 595, 885, 50, 3900, 120, 562, 532, 845, 710, 2145, 760, 605, 1260, 1712, 2315, 1588, 7085, 8202, 11205, 12948, 70, 10772, 9862, 7848, 7860, 230, 10718, 1500, 358, 7770, 485, 580, 568, 390, 135, 612, 498, 3920, 1020, 818, 50, 160, 0, 0, 455, 140, 2715, 290, 12512, 13350, 12295, 2765, 30682, 4640, 2740, 18098, 49868, 47762, 47835, 47835, 30, 222078, 60, 60, 0, 60, 548, 1012, 225040, 5150, 227320, 1140, 468, 968, 230432
2011-08-09, 18938, 21538, 4082, 3308, 3612, 11795, 552, 1075, 630, 2440, 4335, 778, 5112, 548, 6952, 15672, 25758, 28595, 600, 25760, 1670, 2485, 3225, 140, , 1478, 155770, 154118, 4412, 1435, 160122, 3040, 164422, 400, 3010, 167662, 167735, 70, 192, 600, 830, 50, 3885, 112, 555, 515, 838, 695, 2128, 750, 588, 1240, 1662, 2265, 1520, 6952, 8048, 10998, 12175, 65, 10040, 9155, 7130, 7145, 230, 10032, 1500, 345, 7778, 468, 562, 550, 375, 130, 602, 485, 3895, 1010, 810, 48, 160, 0, 0, 448, 132, 2670, 290, 12475, 13298, 11898, 2680, 30002, 4480, 2605, 17918, 49022, 49022, 49092, 49092, 22, 220380, 60, 60, 0, 52, 532, 985, 222565, 5150, 224640, 1135, 462, 962, 227240
2011-08-10, 17915, 21238, 3928, 3182, 3378, 11508, 535, 1050, 610, 2370, 4215, 752, 4965, 518, 6758, 15258, 25040, 27800, 595, 25045, 1610, 2408, 3148, 135, , 1402, 154125, 152478, 4342, 1370, 158382, 2825, 162420, 380, 2838, 165575, 165672, 70, 180, 610, 778, 50, 3865, 110, 538, 500, 825, 678, 2115, 750, 570, 1200, 1612, 2198, 1458, 6828, 7905, 10778, 11405, 60, 9302, 8445, 6425, 6452, 230, 9350, 1500, 338, 7780, 455, 545, 538, 360, 130, 590, 478, 3870, 1005, 790, 40, 150, 0, 0, 448, 130, 2625, 290, 12415, 13220, 11510, 2602, 29432, 4332, 2500, 17745, 48292, 48292, 48362, 48362, 20, 217808, 60, 60, 0, 50, 515, 950, 220202, 5150, 222402, 1125, 455, 958, 225158
2011-08-11, 17192, 19488, 3775, 3060, 3218, 11222, 522, 1020, 592, 2290, 4085, 735, 4822, 492, 6572, 14852, 24345, 27028, 590, 24340, 1550, 2338, 3072, 132, , 1335, 152450, 150805, 4268, 1305, 156578, 2682, 159832, 365, 2718, 162858, 162962, 65, 170, 618, 752, 50, 3848, 105, 520, 492, 808, 670, 2102, 742, 550, 1165, 1565, 2128, 1405, 6730, 7785, 10600, 10635, 60, 8552, 7725, 5708, 5745, 230, 8678, 1500, 330, 7788, 442, 532, 522, 348, 120, 580, 470, 3850, 1000, 780, 40, 150, 0, 0, 432, 125, 2590, 290, 12368, 13152, 11125, 2530, 28860, 4190, 2452, 17580, 47570, 47570, 47638, 47638, 20, 214685, 60, 60, 0, 50, 505, 930, 217182, 5150, 219435, 1122, 450, 958, 222228
2011-08-12, 16902, 19462, 3700, 3010, 3130, 11075, 510, 1002, 585, 2215, 3970, 722, 4692, 468, 6392, 14515, 23692, 26302, 580, 23675, 1495, 2270, 3000, 130, , 1272, 150730, 149092, 4210, 1248, 154732, 2615, 157875, 348, 2652, 160772, 160858, 60, 162, 622, 728, 50, 3835, 100, 505, 482, 798, 658, 2092, 740, 548, 1175, 1525, 2080, 1358, 6638, 7680, 10440, 9865, 60, 7802, 6995, 5000, 5038, 232, 8010, 1500, 322, 7798, 430, 515, 505, 340, 120, 572, 455, 3820, 990, 788, 35, 150, 0, 2, 412, 120, 2558, 290, 12350, 13120, 10765, 2458, 28332, 4060, 2362, 17430, 46902, 46902, 46965, 46965, 20, 211480, 58, 60, 0, 50, 488, 905, 213890, 5145, 216172, 1118, 440, 948, 218930
2011-08-13, 16528, 19440, 3638, 2905, 3018, 10912, 502, 992, 568, 2160, 3880, 712, 4592, 442, 6240, 14320, 23128, 25675, 572, 23108, 1440, 2202, 2930, 130, , 1215, 149098, 147440, 4058, 1195, 152952, 2555, 156015, 335, 2590, 158845, 158928, 60, 152, 630, 698, 50, 3825, 100, 490, 465, 775, 648, 2088, 740, 542, 1188, 1490, 2075, 1315, 6560, 7590, 10295, 9398, 60, 7105, 6300, 4308, 4350, 240, 7352, 1500, 315, 7808, 418, 500, 495, 330, 120, 555, 455, 3742, 988, 788, 30, 150, 0, 12, 440, 120, 2530, 290, 12345, 13100, 10442, 2392, 27870, 3935, 2278, 17285, 46310, 46310, 46370, 46370, 20, 208840, 55, 60, 0, 52, 475, 885, 211192, 5140, 213492, 1112, 430, 935, 216192
2011-08-14, 16325, 19418, 3488, 2820, 2925, 10692, 495, 980, 552, 2112, 3800, 698, 4502, 420, 6105, 14080, 22705, 25202, 565, 22658, 1390, 2140, 2862, 130, , 1162, 147665, 145982, 3858, 1152, 151272, 2568, 154300, 322, 2518, 157035, 157105, 60, 150, 630, 665, 40, 3810, 100, 472, 455, 742, 615, 2078, 740, 535, 1182, 1455, 2070, 1275, 6478, 7492, 10160, 9310, 60, 6842, 5970, 3790, 3790, 240, 6745, 1500, 305, 7810, 405, 485, 482, 322, 110, 552, 442, 3648, 980, 790, 30, 150, 0, 20, 442, 112, 2495, 300, 12345, 13085, 10145, 2325, 27455, 3822, 2228, 17148, 45768, 45768, 45828, 45828, 20, 206368, 50, 60, 0, 55, 462, 860, 208698, 5140, 211028, 1092, 422, 922, 213682
2011-08-15, 15650, 19398, 3335, 2735, 2845, 10445, 485, 960, 538, 2062, 3720, 682, 4402, 392, 5970, 13780, 22260, 24710, 560, 22265, 1340, 2078, 2795, 120, , 1115, 146355, 144660, 3595, 1100, 149685, 2445, 152625, 308, 2408, 155265, 155340, 60, 140, 635, 630, 40, 3790, 100, 455, 450, 710, 580, 2062, 740, 522, 1162, 1415, 2052, 1240, 6390, 7388, 9998, 9235, 58, 6840, 5970, 3680, 3622, 240, 6388, 1500, 295, 7818, 392, 472, 468, 315, 110, 558, 422, 3558, 980, 790, 30, 140, 0, 28, 395, 110, 2450, 300, 12342, 13070, 9870, 2265, 27068, 3712, 2152, 17015, 45262, 45262, 45322, 45322, 20, 204070, 50, 60, 0, 58, 452, 842, 206368, 5140, 208725, 1088, 420, 918, 211338
2011-08-16, 15138, 19382, 3240, 2688, 2785, 10270, 475, 942, 530, 2010, 3632, 672, 4308, 372, 5842, 13492, 21780, 24178, 550, 21870, 1292, 2018, 2732, 122, , 1065, 144685, 143108, 3322, 1055, 147872, 2405, 150765, 298, 2382, 153412, 153492, 60, 140, 640, 645, 40, 3778, 90, 442, 442, 680, 562, 2035, 740, 522, 1165, 1382, 2028, 1208, 6318, 7300, 9858, 9160, 58, 6825, 5975, 3708, 3642, 245, 6350, 1500, 288, 7825, 382, 458, 458, 308, 110, 550, 418, 3468, 975, 800, 30, 140, 0, 38, 468, 110, 2418, 305, 12332, 13050, 9615, 2205, 26698, 3610, 2132, 16885, 44782, 44782, 44838, 44838, 25, 201770, 50, 60, 0, 70, 448, 830, 204082, 5140, 206478, 1072, 415, 910, 209072
2011-08-17, 15022, 19365, 3195, 2695, 2795, 10230, 470, 932, 518, 1965, 3562, 670, 4230, 342, 5708, 13375, 21318, 23665, 540, 21400, 1262, 1955, 2670, 120, , 1025, 142515, 140870, 3092, 1015, 145325, 2380, 148185, 285, 2320, 150830, 150938, 60, 130, 640, 602, 40, 3770, 90, 432, 425, 650, 552, 2012, 740, 522, 1188, 1358, 2020, 1180, 6258, 7225, 9740, 9088, 50, 6768, 5935, 3705, 3652, 250, 6395, 1500, 280, 7842, 372, 450, 445, 300, 108, 545, 405, 3375, 972, 815, 30, 140, 0, 52, 475, 102, 2400, 310, 12375, 13080, 9375, 2152, 26375, 3512, 2060, 16775, 44352, 44352, 44410, 44410, 30, 199192, 50, 60, 0, 80, 438, 818, 201590, 5140, 204048, 1065, 402, 890, 206648
2011-08-18, 14472, 19340, 3090, 2662, 2730, 10118, 462, 922, 505, 1925, 3500, 670, 4168, 318, 5600, 13292, 20968, 23278, 530, 20918, 1240, 1900, 2618, 115, , 985, 141172, 139485, 2892, 978, 143642, 2242, 146375, 275, 2225, 148830, 148908, 60, 122, 645, 555, 40, 3762, 90, 420, 420, 620, 525, 1998, 732, 505, 1170, 1328, 2005, 1152, 6190, 7140, 9625, 9010, 50, 6705, 5880, 3665, 3615, 250, 6388, 1500, 272, 7865, 362, 440, 432, 290, 100, 532, 390, 3282, 972, 832, 30, 140, 0, 60, 408, 100, 2368, 300, 12425, 13122, 9150, 2100, 26118, 3425, 1998, 16662, 44002, 44002, 44060, 44060, 20, 196330, 50, 60, 0, 80, 428, 800, 198658, 5138, 201168, 1050, 400, 878, 203728
2011-08-19, 13875, 19320, 2920, 2480, 2498, 9788, 452, 900, 495, 1880, 3420, 665, 4090, 295, 5500, 13015, 20685, 22960, 528, 20685, 1215, 1848, 2560, 115, , 945, 139828, 138138, 2735, 945, 142062, 2122, 144600, 268, 2190, 147002, 147080, 60, 120, 650, 552, 40, 3752, 90, 408, 425, 590, 498, 1980, 730, 490, 1142, 1298, 1965, 1120, 6122, 7068, 9510, 8940, 50, 6630, 5815, 3622, 3572, 260, 6355, 1500, 270, 7895, 352, 430, 428, 285, 100, 530, 385, 3190, 975, 848, 30, 140, 0, 68, 420, 100, 2342, 292, 12462, 13148, 8930, 2050, 25862, 3338, 1910, 16558, 43655, 43655, 43705, 43705, 20, 194078, 50, 55, 0, 85, 420, 785, 196310, 5125, 198845, 1050, 398, 872, 201348
2011-08-20, 13440, 19308, 2782, 2425, 2408, 9545, 450, 890, 490, 1830, 3345, 665, 4012, 272, 5385, 12610, 20255, 22488, 518, 20355, 1195, 1798, 2512, 118, , 910, 138650, 136935, 2608, 912, 140658, 2152, 143185, 260, 2118, 145482, 145540, 60, 115, 635, 520, 40, 3730, 90, 400, 422, 578, 500, 1962, 730, 488, 1148, 1275, 1928, 1095, 6052, 6988, 9405, 8865, 50, 6530, 5730, 3558, 3508, 260, 6310, 1500, 260, 7925, 345, 425, 420, 280, 100, 520, 388, 3110, 960, 870, 30, 140, 0, 78, 455, 100, 2332, 292, 12540, 13212, 8728, 2002, 25622, 3255, 1905, 16455, 43325, 43325, 43378, 43378, 25, 191970, 50, 52, 0, 95, 410, 778, 194142, 5108, 196718, 1045, 402, 870, 199195
2011-08-21, 13100, 19292, 2718, 2398, 2400, 9442, 450, 890, 488, 1785, 3295, 675, 3972, 250, 5285, 12380, 19702, 21870, 510, 19845, 1172, 1755, 2470, 112, , 880, 137505, 135798, 2500, 880, 139368, 2045, 141818, 252, 2032, 144040, 144102, 60, 110, 615, 490, 40, 3688, 82, 392, 408, 570, 488, 1960, 730, 480, 1150, 1258, 1915, 1070, 5970, 6892, 9285, 8790, 50, 6438, 5650, 3485, 3435, 268, 6258, 1500, 260, 7958, 338, 418, 410, 280, 100, 535, 380, 3030, 935, 875, 30, 140, 0, 92, 440, 92, 2328, 292, 12632, 13308, 8545, 1955, 25452, 3185, 1882, 16362, 43078, 43078, 43132, 43132, 30, 190218, 50, 50, 0, 105, 410, 770, 192330, 5095, 194935, 1040, 390, 860, 197380
2011-08-22, 12818, 18775, 2688, 2370, 2298, 9382, 445, 882, 475, 1745, 3240, 675, 3918, 225, 5210, 12250, 19310, 21435, 502, 19440, 1155, 1708, 2422, 110, , 850, 136085, 134482, 2408, 852, 137952, 1870, 140275, 248, 1995, 142492, 142568, 60, 105, 595, 480, 40, 3628, 80, 390, 400, 562, 462, 1955, 730, 472, 1160, 1240, 1910, 1048, 5888, 6798, 9162, 8720, 50, 6375, 5590, 3425, 3375, 270, 6200, 1500, 255, 7990, 330, 412, 405, 280, 100, 535, 378, 2942, 912, 870, 30, 135, 0, 100, 400, 90, 2310, 290, 12708, 13382, 8375, 1915, 25312, 3118, 1832, 16280, 42860, 42860, 42915, 42915, 30, 188530, 50, 50, 0, 110, 400, 762, 190632, 5080, 193280, 1030, 390, 842, 195692
2011-08-23, 12462, 16260, 2660, 2325, 2228, 9308, 440, 880, 470, 1705, 3180, 670, 3850, 205, 5120, 12125, 19020, 21118, 500, 19232, 1135, 1665, 2380, 118, , 820, 132600, 131205, 2322, 822, 134705, 1802, 137075, 240, 1920, 139482, 139640, 60, 100, 575, 450, 35, 3570, 80, 380, 405, 560, 440, 1940, 722, 465, 1142, 1220, 1900, 1025, 5815, 6712, 9040, 8648, 50, 6315, 5545, 3388, 3330, 272, 6155, 1500, 245, 8020, 320, 402, 392, 268, 100, 510, 370, 2870, 888, 858, 30, 130, 0, 100, 398, 90, 2292, 282, 12745, 13420, 8210, 1875, 25148, 3055, 1808, 16200, 42628, 42628, 42682, 42682, 35, 186398, 50, 50, 0, 122, 398, 750, 188630, 5065, 191342, 1025, 392, 842, 193782
