, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALLS - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - BELOW OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2012-06-04, 52999, 38281, 14100, 12300, 16826, 33951, 640, 1650, 1919, 4780, 8620, 9345, 18258, 1712, 24739, 37147, 48852, 52355, 6058, 56884, 15209, 14341, 15088, 488, 12812, 204427, 143396, 13144, 7957, 166441, 7379, 163337, 1803, 10927, 176972, 172842, 1152, 984, 2014, 2995, 861, 6425, 896, 2052, 1367, 5004, 8023, 6866, 976, 2449, 3304, 3034, 3879, 7214, 12787, 16091, 18101, 11402, 112, 8124, 7326, 4321, 3744, 81, 5644, 1, 326, 5247, 1711, 1431, 2018, 1584, 343, 281, 3539, 4894, 969, 851, 157, 224, 0, 147, 3410, 1693, 8730, 1626, 16451, 17988, 47400, 5739, 68699, 29500, 18575, 34167, 102866, 111400, 106294, 107900, 407, 277413, 140, 195, 26, 237, 1320, 1895, 273705, 6534, 261057, 3106, 1237, 1379, 314003
2012-06-05, 52377, 43690, 14134, 12353, 18801, 33824, 660, 1709, 2115, 4915, 9020, 9310, 18372, 1851, 24776, 37724, 50139, 54399, 6532, 71433, 14902, 16499, 16639, 509, 12512, 209484, 152686, 12790, 7498, 176814, 7068, 174390, 1793, 10929, 188322, 185028, 1127, 798, 1678, 2974, 948, 6263, 946, 2298, 1874, 5210, 7839, 7589, 1007, 2496, 3652, 3319, 4498, 7588, 13758, 17152, 19042, 11359, 110, 8447, 7533, 4500, 4128, 86, 6093, 1, 318, 5839, 1716, 1444, 2119, 1712, 398, 329, 3645, 4877, 944, 828, 184, 224, 0, 224, 3990, 1740, 8720, 1579, 16731, 18158, 47742, 8399, 70612, 30680, 18835, 39127, 109739, 109656, 109536, 104121, 620, 282946, 214, 223, 33, 301, 2779, 2312, 278818, 7288, 265434, 3330, 1664, 1542, 274347
2012-06-06, 58536, 46537, 18720, 16222, 24800, 39827, 1003, 2539, 2442, 5224, 9955, 10843, 20798, 2314, 27311, 41784, 53740, 58542, 7226, 74285, 17968, 17610, 18674, 1082, 18591, 228774, 169998, 12086, 7320, 195228, 8470, 195166, 1819, 11422, 211432, 210517, 1105, 814, 1650, 2632, 910, 6658, 851, 2480, 1910, 6024, 8979, 7980, 1074, 2676, 4341, 3698, 5775, 8128, 14478, 17736, 20179, 11295, 109, 9443, 8414, 5137, 4732, 113, 6853, 1, 338, 5876, 1600, 1362, 2005, 1751, 386, 548, 3589, 4849, 905, 851, 266, 222, 0, 329, 4438, 1727, 9410, 1924, 17538, 18831, 51920, 14872, 81436, 39830, 24959, 47519, 128955, 128955, 129738, 128753, 1426, 324577, 412, 423, 81, 417, 7209, 7214, 319804, 7902, 306429, 3748, 1704, 1749, 309143
2012-06-07, 71074, 45744, 26563, 22296, 26406, 49926, 1191, 3349, 2771, 6220, 12539, 11368, 23908, 2421, 31084, 54754, 58487, 63665, 7106, 75575, 21996, 17894, 19197, 1098, 22856, 240912, 169998, 12945, 7095, 194616, 7230, 194890, 1532, 9769, 210566, 210678, 804, 636, 1381, 1842, 582, 5985, 702, 2142, 1386, 5599, 8654, 8643, 1092, 2471, 4234, 3158, 6794, 7222, 14416, 17515, 20330, 11240, 102, 10639, 9545, 6211, 5759, 128, 7720, 1, 326, 5910, 1380, 1191, 1748, 1515, 328, 505, 3107, 4800, 866, 792, 239, 218, 0, 288, 3229, 1402, 9730, 1813, 18546, 19927, 52926, 12478, 85702, 41760, 25041, 52146, 137848, 137848, 139642, 138630, 1396, 359718, 363, 587, 70, 558, 6395, 8208, 366298, 7430, 354150, 3349, 1356, 1627, 359051
2012-06-08, 67218, 42412, 22427, 18371, 18648, 48152, 766, 2718, 2553, 6568, 12777, 10321, 23098, 2193, 31842, 58620, 63998, 69581, 6744, 78514, 21441, 18451, 19655, 653, 22552, 248670, 169998, 13684, 6373, 194718, 5476, 195093, 1382, 8614, 209026, 209042, 805, 625, 1296, 1820, 450, 5183, 671, 2005, 1612, 5202, 7238, 8332, 964, 2054, 3332, 2472, 6496, 5288, 13110, 15922, 18531, 11171, 98, 11312, 10279, 7253, 6852, 130, 8765, 1, 286, 5917, 1167, 1022, 1500, 1211, 282, 287, 2630, 4760, 845, 733, 200, 213, 0, 208, 2690, 1127, 8488, 1546, 17726, 19542, 46361, 9056, 78014, 35018, 20218, 46388, 124402, 124402, 125370, 124592, 1094, 352052, 306, 504, 44, 690, 4404, 5901, 363983, 6947, 353226, 3083, 1344, 1506, 360293
2012-06-09, 54802, 44615, 16254, 15688, 14944, 42540, 656, 2135, 2228, 6135, 11259, 9081, 20340, 2086, 28908, 54080, 67793, 73695, 6662, 83147, 18446, 18562, 19673, 507, 22734, 253601, 164373, 13397, 6012, 189839, 6568, 191558, 1550, 9672, 207512, 207796, 876, 661, 1255, 2012, 500, 5004, 643, 2076, 1815, 5332, 6852, 7189, 899, 1917, 2946, 2142, 5284, 4428, 12077, 14563, 16780, 11105, 94, 10583, 9657, 7309, 7109, 130, 9531, 1, 266, 5927, 1014, 902, 1382, 1064, 260, 246, 2350, 4750, 856, 748, 188, 210, 0, 191, 2977, 1099, 7410, 1370, 16134, 17938, 41567, 7988, 69079, 31049, 17693, 41589, 110667, 110667, 111225, 110530, 882, 334176, 262, 417, 33, 628, 3060, 4134, 345264, 6835, 335222, 3294, 1581, 1588, 342611
2012-06-10, 49399, 43141, 14100, 15038, 14276, 38914, 740, 1961, 2077, 5728, 10249, 8344, 18592, 1959, 26406, 47801, 65309, 70945, 6600, 80341, 16301, 18592, 19771, 456, 24410, 258154, 154998, 13234, 6151, 178895, 6504, 178927, 1468, 9416, 194062, 194472, 882, 650, 1152, 1844, 526, 4976, 655, 2076, 1906, 5329, 6855, 6832, 899, 2084, 3220, 2103, 4628, 4382, 11845, 14030, 15998, 11040, 93, 9381, 8378, 6254, 6174, 130, 9262, 1, 260, 5951, 917, 824, 1320, 1029, 246, 272, 2130, 4734, 865, 806, 175, 207, 0, 176, 2889, 1099, 6745, 1228, 15189, 16853, 40262, 7755, 64618, 31320, 16883, 41350, 105968, 105968, 106399, 105768, 729, 317267, 228, 356, 27, 556, 2415, 3247, 328816, 6745, 319418, 3434, 1540, 1632, 327124
2012-06-11, 47539, 42099, 13833, 14647, 14628, 38304, 765, 2035, 2014, 5516, 9944, 7937, 17880, 1831, 24994, 46192, 63168, 68554, 6528, 77386, 15302, 17526, 18880, 415, 24174, 255991, 165873, 13372, 6134, 187511, 4974, 185303, 1248, 8089, 195875, 195377, 830, 567, 1035, 1544, 410, 4806, 598, 2113, 1673, 5384, 6762, 6772, 901, 2098, 3287, 2058, 4506, 4646, 11808, 13744, 15766, 10979, 88, 8827, 7670, 5289, 5137, 131, 8227, 1914, 250, 5975, 887, 802, 1259, 942, 236, 273, 1910, 4711, 830, 766, 157, 202, 0, 131, 2374, 958, 6438, 1107, 14581, 16176, 39056, 7070, 62169, 30392, 16321, 39351, 101520, 101520, 101910, 101351, 598, 304919, 196, 306, 23, 480, 2080, 2835, 315156, 6526, 305989, 3393, 1356, 1620, 313174
2012-06-12, 45096, 38561, 12592, 13448, 13020, 35935, 652, 1836, 1887, 5518, 9784, 7396, 17180, 1694, 24043, 44680, 61538, 66722, 6447, 75037, 13636, 15937, 17436, 386, 22304, 250892, 183998, 13389, 5953, 207387, 4008, 206592, 1098, 7427, 217112, 216522, 754, 512, 946, 1672, 399, 4472, 594, 2292, 1606, 5556, 6479, 6661, 851, 1805, 2852, 1876, 4196, 4655, 11453, 13173, 15183, 10920, 84, 8614, 7391, 4891, 4661, 131, 7458, 3550, 236, 6029, 859, 783, 1204, 860, 224, 245, 1726, 4700, 768, 688, 143, 198, 0, 108, 2057, 862, 6040, 1006, 14084, 15677, 36386, 6148, 58248, 27268, 14174, 35796, 94045, 94045, 94415, 93886, 488, 310113, 175, 268, 20, 405, 1890, 2599, 317149, 6299, 307891, 3296, 1173, 1478, 313352
2012-06-13, 41474, 36058, 11364, 12852, 12182, 33827, 588, 1587, 1745, 5345, 9201, 6517, 15718, 1600, 22555, 41858, 60180, 65190, 6387, 73302, 11882, 14099, 15581, 375, 20048, 244610, 183998, 13013, 6211, 207212, 4905, 207123, 1181, 8223, 219265, 219223, 770, 529, 921, 2178, 604, 4406, 607, 2648, 1675, 6146, 6774, 6517, 786, 1650, 2496, 1707, 3537, 4051, 10652, 12184, 14285, 10864, 81, 8124, 6892, 4556, 4349, 132, 7049, 4000, 224, 7144, 828, 759, 1154, 778, 212, 238, 1566, 4692, 708, 578, 126, 194, 0, 50, 1957, 835, 5627, 918, 13433, 15045, 33876, 5522, 54147, 25073, 12812, 33354, 87501, 87501, 87856, 87346, 418, 315922, 158, 240, 18, 337, 1768, 2440, 325387, 6128, 316968, 3358, 1092, 1382, 322705
