, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM        TB12, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2004-06-07,30100.0,19977.0,9327.0,8883.0,14503.0,22432.0,175.0,782.0,1123.0,3976.0,6079.0,7656.0,14046.0,1031.0,19186.0,25476.0,35990.0,38050.0,3500.0,46920.0,10278.0,11279.0,470.0,127389.0,12753.0,149684.0,104090.0,6693.0,3698.0,112826.0,4364.0,113221.0,842.0,6519.0,121846.0,121441.0,583.0,472.0,242.0,1535.0,1090.0,263.0,1603.0,605.0,1761.0,985.0,3364.0,1221.0,1882.0,634.0,1590.0,2520.0,1676.0,2834.0,6606.0,11733.0,14286.0,17618.0,11688.0,66.0,6989.0,5609.0,2042.0,1663.0,73.0,4302.0,260.0,877.0,5464.0,884.0,878.0,1031.0,770.0,214.0,350.0,1615.0,3115.0,902.0,777.0,164.0,174.0,26.0,254.0,2900.0,649.0,7370.0,1379.0,15658.0,17056.0,34723.0,7774.0,61918.0,29991.0,18224.0,52312.0,114230.0,114230.0,114599.0,114599.0,599.0,238348.0,231.0,571.0,33.0,385.0,2537.0,3913.0,244725.0,5691.0,236575.0,1558.0,1073.0,1348.0,232346.0
2004-06-08,29442.0,19440.0,7889.0,7605.0,12842.0,20026.0,138.0,766.0,1027.0,3880.0,5830.0,6384.0,12402.0,1058.0,17587.0,24831.0,35331.0,37191.0,3500.0,44700.0,8897.0,10196.0,450.0,139315.0,11347.0,159389.0,119766.0,6382.0,3266.0,129860.0,3815.0,132223.0,700.0,5720.0,141757.0,141274.0,471.0,434.0,223.0,1374.0,1167.0,233.0,1573.0,549.0,1638.0,875.0,2990.0,858.0,1981.0,675.0,1322.0,2323.0,1522.0,2923.0,6064.0,12041.0,14481.0,17703.0,11831.0,64.0,7314.0,5963.0,2585.0,2058.0,69.0,4416.0,260.0,812.0,6134.0,712.0,706.0,946.0,653.0,198.0,322.0,1386.0,3096.0,873.0,732.0,154.0,173.0,25.0,196.0,2399.0,587.0,6717.0,1190.0,15311.0,16584.0,31014.0,7103.0,60343.0,25773.0,15668.0,46175.0,106518.0,106518.0,106867.0,106867.0,536.0,244775.0,224.0,520.0,24.0,243.0,2109.0,3425.0,251637.0,5861.0,243003.0,1399.0,937.0,1250.0,246117.0
2004-06-09,27011.0,18646.0,6190.0,6621.0,11669.0,17182.0,99.0,668.0,984.0,3609.0,5403.0,5579.0,11045.0,910.0,15709.0,21576.0,33388.0,35143.0,3500.0,42409.0,7539.0,8655.0,437.0,140491.0,10085.0,159771.0,120000.0,5993.0,2903.0,129721.0,3572.0,132623.0,624.0,4889.0,142420.0,142493.0,423.0,408.0,222.0,1412.0,1244.0,244.0,1650.0,552.0,1603.0,944.0,2745.0,699.0,1834.0,729.0,1214.0,2263.0,1358.0,2738.0,5880.0,11985.0,14283.0,17320.0,11692.0,62.0,7319.0,5976.0,2814.0,2451.0,64.0,4935.0,260.0,746.0,6911.0,570.0,565.0,903.0,599.0,212.0,309.0,1339.0,3092.0,876.0,746.0,145.0,172.0,24.0,111.0,2095.0,591.0,5322.0,1045.0,14115.0,15641.0,26913.0,6514.0,54702.0,23159.0,13759.0,35601.0,90303.0,90303.0,90633.0,90633.0,490.0,242670.0,218.0,483.0,23.0,131.0,1749.0,2920.0,253207.0,5711.0,245135.0,1305.0,824.0,1218.0,249367.0
2004-06-10,26021.0,18248.0,5604.0,6159.0,11432.0,15854.0,105.0,618.0,1162.0,3305.0,5137.0,5465.0,10603.0,1052.0,14436.0,19335.0,31671.0,33497.0,3500.0,40921.0,7084.0,7745.0,437.0,137796.0,9077.0,155508.0,124598.0,5629.0,2781.0,132730.0,3491.0,134634.0,582.0,4424.0,142697.0,142513.0,403.0,410.0,232.0,1491.0,1340.0,267.0,1870.0,542.0,1610.0,925.0,2576.0,890.0,1694.0,787.0,1228.0,2362.0,1364.0,2647.0,5725.0,11819.0,14027.0,16910.0,11596.0,60.0,7852.0,6604.0,3222.0,2667.0,60.0,5336.0,260.0,789.0,7115.0,541.0,536.0,999.0,725.0,258.0,324.0,1706.0,3134.0,879.0,855.0,145.0,171.0,24.0,128.0,2445.0,678.0,5253.0,1295.0,14103.0,15089.0,25731.0,6889.0,50482.0,23081.0,13814.0,34512.0,84993.0,84993.0,85307.0,85307.0,461.0,230913.0,214.0,463.0,31.0,116.0,1610.0,2596.0,240071.0,5626.0,231920.0,1253.0,733.0,1190.0,236051.0
2004-06-11,29015.0,18493.0,5947.0,5996.0,11317.0,16200.0,108.0,619.0,1208.0,3123.0,5052.0,5991.0,11044.0,1167.0,14568.0,18778.0,31000.0,32715.0,3500.0,39826.0,7952.0,8099.0,420.0,132893.0,8412.0,150846.0,132701.0,5332.0,2846.0,142066.0,3267.0,145171.0,516.0,4107.0,153444.0,153238.0,357.0,366.0,241.0,1340.0,1439.0,241.0,2001.0,479.0,1550.0,785.0,2360.0,1022.0,1748.0,770.0,1103.0,2333.0,1341.0,2630.0,5196.0,11454.0,13615.0,16454.0,11478.0,58.0,7687.0,6495.0,3579.0,3115.0,56.0,5740.0,260.0,841.0,7021.0,564.0,559.0,987.0,764.0,207.0,306.0,1839.0,3164.0,882.0,820.0,137.0,170.0,23.0,105.0,2186.0,636.0,5532.0,1434.0,15199.0,16147.0,30348.0,7155.0,53751.0,24126.0,13422.0,35719.0,89471.0,89471.0,89777.0,89777.0,440.0,236600.0,209.0,439.0,26.0,89.0,1477.0,2421.0,241752.0,5554.0,232802.0,1206.0,657.0,1122.0,235155.0
2004-06-12,28361.0,18736.0,5439.0,5723.0,10261.0,15984.0,95.0,591.0,1032.0,2965.0,4722.0,5481.0,10203.0,963.0,14430.0,18768.0,30854.0,32406.0,3500.0,39155.0,7952.0,8745.0,400.0,134315.0,8095.0,150486.0,122982.0,5159.0,2722.0,131401.0,2958.0,134373.0,458.0,3659.0,143011.0,143404.0,312.0,313.0,249.0,1107.0,1533.0,200.0,2048.0,430.0,1456.0,685.0,2167.0,923.0,1854.0,647.0,861.0,2057.0,1187.0,2492.0,4589.0,10994.0,13062.0,15786.0,11333.0,56.0,7321.0,6135.0,3398.0,3157.0,53.0,5998.0,260.0,815.0,6963.0,507.0,502.0,891.0,633.0,177.0,280.0,1567.0,3142.0,885.0,798.0,126.0,169.0,22.0,82.0,1871.0,561.0,5169.0,1248.0,15187.0,16405.0,28970.0,6646.0,56357.0,22476.0,11701.0,32781.0,89138.0,89138.0,89431.0,89431.0,415.0,242900.0,204.0,409.0,24.0,62.0,1325.0,2234.0,251204.0,5479.0,242574.0,1158.0,610.0,1057.0,245466.0
2004-06-13,26264.0,18890.0,4805.0,5421.0,9099.0,15006.0,77.0,547.0,927.0,2775.0,4361.0,4760.0,9121.0,818.0,13138.0,17830.0,28890.0,30337.0,3500.0,37097.0,6956.0,8057.0,383.0,139666.0,7565.0,154496.0,128602.0,4979.0,2521.0,135836.0,2754.0,137780.0,416.0,3199.0,144077.0,143867.0,286.0,293.0,260.0,1022.0,1637.0,174.0,2090.0,405.0,1385.0,644.0,2062.0,808.0,1837.0,589.0,781.0,1932.0,1064.0,2135.0,4245.0,10575.0,12531.0,15080.0,11194.0,54.0,6745.0,5551.0,2997.0,2855.0,53.0,5826.0,260.0,757.0,6957.0,452.0,447.0,836.0,558.0,168.0,269.0,1417.0,3133.0,888.0,782.0,115.0,168.0,20.0,59.0,1623.0,521.0,4581.0,1076.0,14352.0,15673.0,25034.0,6054.0,51668.0,20283.0,10221.0,29014.0,80683.0,80683.0,80958.0,80958.0,390.0,229977.0,199.0,382.0,22.0,59.0,1219.0,2052.0,238762.0,5433.0,230507.0,1117.0,586.0,1007.0,234304.0
2004-06-14,24713.0,18851.0,4398.0,5234.0,8150.0,14339.0,55.0,504.0,872.0,2580.0,4055.0,4288.0,8343.0,751.0,11985.0,16664.0,27087.0,28431.0,3500.0,34936.0,6227.0,7164.0,367.0,138076.0,6897.0,153119.0,137299.0,4705.0,2356.0,144642.0,2661.0,146946.0,383.0,2902.0,152836.0,152551.0,271.0,292.0,272.0,1055.0,1763.0,157.0,2170.0,386.0,1353.0,630.0,1998.0,782.0,1758.0,570.0,722.0,1842.0,1010.0,1806.0,4050.0,10282.0,12099.0,14472.0,11060.0,53.0,5982.0,4756.0,2377.0,2334.0,54.0,5419.0,260.0,698.0,6868.0,416.0,412.0,798.0,492.0,167.0,263.0,1324.0,3133.0,891.0,741.0,102.0,167.0,19.0,26.0,1430.0,499.0,3964.0,935.0,13540.0,14815.0,22495.0,5532.0,46979.0,18458.0,9183.0,25989.0,72968.0,72968.0,73225.0,73225.0,370.0,226226.0,195.0,360.0,20.0,52.0,1142.0,1899.0,232995.0,5397.0,224320.0,1081.0,571.0,968.0,227164.0
2004-06-15,23255.0,18490.0,4123.0,5204.0,7390.0,13963.0,40.0,463.0,827.0,2387.0,3768.0,3929.0,7698.0,710.0,11117.0,15897.0,26006.0,27287.0,3500.0,33617.0,5834.0,6669.0,352.0,135090.0,6299.0,148916.0,135003.0,4406.0,2233.0,141954.0,2583.0,144551.0,356.0,2765.0,151029.0,151157.0,256.0,290.0,276.0,1069.0,1851.0,145.0,2259.0,368.0,1329.0,624.0,1958.0,825.0,1715.0,583.0,746.0,1845.0,1034.0,1591.0,4042.0,10161.0,11857.0,14073.0,10927.0,51.0,5395.0,4093.0,1702.0,1656.0,54.0,4822.0,260.0,643.0,6780.0,391.0,387.0,763.0,439.0,169.0,262.0,1244.0,3136.0,894.0,716.0,89.0,166.0,17.0,16.0,1272.0,485.0,3275.0,823.0,12524.0,13882.0,20793.0,5096.0,43540.0,17065.0,8390.0,23675.0,67216.0,67216.0,67453.0,67453.0,353.0,224833.0,191.0,342.0,21.0,45.0,1079.0,1783.0,232287.0,5363.0,223645.0,1049.0,561.0,941.0,226497.0
2004-06-16,21986.0,18216.0,3905.0,5462.0,6802.0,13943.0,35.0,424.0,785.0,2215.0,3510.0,3622.0,7132.0,678.0,10384.0,15519.0,25148.0,26378.0,3500.0,32597.0,5580.0,6695.0,337.0,132900.0,5763.0,146058.0,141406.0,4150.0,2132.0,147922.0,2474.0,150237.0,333.0,2665.0,155563.0,155327.0,237.0,278.0,276.0,1027.0,1893.0,135.0,2291.0,347.0,1294.0,604.0,1915.0,821.0,1727.0,569.0,736.0,1816.0,1041.0,1505.0,4036.0,10088.0,11698.0,13820.0,10806.0,49.0,5054.0,3686.0,1217.0,1041.0,53.0,4195.0,260.0,594.0,6717.0,372.0,369.0,730.0,403.0,168.0,262.0,1167.0,3142.0,897.0,725.0,85.0,163.0,16.0,15.0,1136.0,469.0,3173.0,734.0,11852.0,13005.0,19649.0,4783.0,40980.0,15976.0,7724.0,21845.0,62825.0,62825.0,63044.0,63044.0,339.0,219172.0,187.0,326.0,23.0,38.0,1022.0,1688.0,225977.0,5329.0,217336.0,1021.0,543.0,926.0,220252.0
