, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NEAR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D'ALENE - COEUR D'ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTERNATIONAL BOUNDRY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS DAM, KACHESS - KACHESS DAM NEAR EASTON, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM NEAR GOOSE PRAIRIE, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK DAM, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRY'S FORK - ISLAND PARK DAM, FALLS - NR CHESTER, HENRY'S FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - ABOVE EAGLE ROCK NEAR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - AT MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CR DAM, MALHEUR - NEAR VALE, NF PAYETTE - CASCADE DAM, DEADWOOD - DEADWOOD RESERVOIR, PAYETTE - NEAR EMMETT, WEISER - NR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - AT TROY, SNAKE -  NEAR ANATONE, CLEARWATER - AT OROFINO, CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOTROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - AT TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2010-12-15,3848.0,33042.0,1772.0,1525.0,4272.0,4345.0,280.0,708.0,198.0,695.0,1722.0,1548.0,3348.0,770.0,4052.0,5738.0,15442.0,16810.0,1742.0,22058.0,32135.0,4920.0,7412.0,1235.0,92915.0,725.0,100588.0,59150.0,1010.0,630.0,60672.0,1738.0,63270.0,242.0,3842.0,66808.0,66558.0,955.0,942.0,665.0,2395.0,695.0,2210.0,855.0,768.0,898.0,2055.0,4318.0,4725.0,330.0,500.0,1758.0,550.0,1925.0,360.0,1480.0,1802.0,2965.0,1478.0,40.0,2892.0,3000.0,2788.0,2712.0,90.0,5228.0,400.0,478.0,8195.0,118.0,210.0,140.0,162.0,70.0,5412.0,425.0,530.0,260.0,952.0,608.0,90.0,30.0,165.0,1515.0,60.0,2115.0,1998.0,14722.0,16968.0,6505.0,3328.0,27238.0,10328.0,12192.0,14320.0,39428.0,39428.0,39930.0,39930.0,3015.0,112015.0,930.0,3045.0,960.0,2542.0,4542.0,7728.0,125952.0,10880.0,133072.0,4140.0,5662.0,4128.0,143090.0
2010-12-16,3848.0,32105.0,1492.0,1535.0,3358.0,4175.0,270.0,652.0,190.0,818.0,1780.0,1590.0,3450.0,502.0,4302.0,5975.0,15808.0,17248.0,1640.0,20230.0,28395.0,6382.0,7812.0,510.0,91765.0,735.0,101118.0,60000.0,995.0,640.0,61630.0,1310.0,64270.0,205.0,2708.0,67058.0,67072.0,638.0,640.0,412.0,1458.0,290.0,1882.0,628.0,588.0,700.0,1290.0,3580.0,5492.0,330.0,500.0,1838.0,540.0,2022.0,360.0,1445.0,1765.0,2930.0,1488.0,40.0,2952.0,3030.0,2732.0,2648.0,90.0,5205.0,400.0,445.0,8182.0,120.0,220.0,140.0,198.0,70.0,4935.0,392.0,482.0,260.0,942.0,482.0,80.0,30.0,152.0,632.0,60.0,2048.0,1195.0,14890.0,18102.0,7178.0,2308.0,29322.0,9512.0,8025.0,13455.0,42775.0,42775.0,43265.0,43265.0,2190.0,117805.0,598.0,1940.0,618.0,1225.0,2525.0,5345.0,129142.0,10280.0,136555.0,2430.0,4180.0,2902.0,148892.0
2010-12-17,3842.0,30718.0,1235.0,1482.0,2782.0,3828.0,270.0,642.0,190.0,872.0,1800.0,1490.0,3360.0,318.0,4070.0,5602.0,14682.0,16010.0,1560.0,17752.0,17565.0,9432.0,10012.0,188.0,88778.0,720.0,100590.0,60000.0,960.0,622.0,61630.0,1188.0,64255.0,168.0,2148.0,66475.0,66498.0,525.0,510.0,345.0,1090.0,198.0,1408.0,550.0,548.0,592.0,1108.0,2730.0,4802.0,330.0,490.0,1845.0,540.0,2108.0,355.0,1412.0,1730.0,2838.0,1488.0,40.0,3048.0,3100.0,2755.0,2655.0,88.0,5172.0,400.0,368.0,8088.0,120.0,210.0,140.0,185.0,70.0,3848.0,355.0,445.0,260.0,932.0,250.0,80.0,30.0,150.0,478.0,60.0,1530.0,642.0,13495.0,16318.0,7240.0,1440.0,27640.0,7568.0,4962.0,10070.0,37710.0,37710.0,38088.0,38088.0,1485.0,114375.0,375.0,1402.0,362.0,600.0,1438.0,3215.0,123908.0,9125.0,130548.0,1835.0,2870.0,2190.0,139922.0
2010-12-18,3815.0,28288.0,1168.0,1430.0,2625.0,3672.0,262.0,640.0,190.0,875.0,1792.0,1378.0,3238.0,245.0,3865.0,5232.0,14400.0,15708.0,1488.0,17265.0,11568.0,11555.0,12518.0,158.0,86015.0,700.0,99868.0,56250.0,938.0,598.0,58525.0,1150.0,61848.0,152.0,1950.0,64638.0,64848.0,462.0,440.0,332.0,935.0,175.0,1215.0,490.0,520.0,510.0,1010.0,2345.0,3868.0,330.0,490.0,1808.0,532.0,2138.0,350.0,1400.0,1715.0,2802.0,1480.0,40.0,3110.0,3148.0,2800.0,2705.0,80.0,5192.0,435.0,342.0,8030.0,120.0,210.0,140.0,165.0,70.0,2235.0,350.0,435.0,260.0,922.0,158.0,80.0,30.0,145.0,455.0,60.0,1392.0,472.0,12615.0,14672.0,7055.0,1255.0,24838.0,6278.0,3488.0,8288.0,33122.0,33122.0,33430.0,33430.0,1125.0,107720.0,260.0,1172.0,248.0,432.0,1048.0,2198.0,115490.0,8315.0,121278.0,1700.0,2125.0,1818.0,128388.0
2010-12-19,3785.0,20052.0,1145.0,1382.0,2520.0,3685.0,260.0,640.0,190.0,855.0,1765.0,1318.0,3150.0,208.0,3718.0,5048.0,14205.0,15500.0,1420.0,16928.0,9002.0,11582.0,12635.0,150.0,86052.0,682.0,99538.0,50000.0,915.0,580.0,51525.0,1122.0,54242.0,142.0,1805.0,56518.0,56742.0,415.0,395.0,330.0,820.0,162.0,1145.0,442.0,495.0,440.0,930.0,2152.0,3275.0,330.0,490.0,1750.0,530.0,2118.0,350.0,1390.0,1702.0,2780.0,1508.0,40.0,3118.0,3140.0,2800.0,2715.0,70.0,5212.0,540.0,335.0,8012.0,110.0,205.0,140.0,152.0,70.0,1655.0,350.0,425.0,260.0,912.0,128.0,80.0,30.0,140.0,438.0,55.0,1365.0,425.0,12188.0,13708.0,6845.0,1205.0,18290.0,5522.0,2862.0,7488.0,25780.0,25780.0,26068.0,26068.0,1015.0,96670.0,205.0,965.0,195.0,440.0,985.0,1688.0,105068.0,7725.0,110525.0,1608.0,1800.0,1630.0,117115.0
2010-12-20,3758.0,19685.0,1125.0,1335.0,2422.0,4125.0,260.0,630.0,190.0,830.0,1735.0,1268.0,3062.0,185.0,3610.0,5152.0,14075.0,15355.0,1360.0,16672.0,7615.0,11662.0,12658.0,150.0,86080.0,665.0,99552.0,66500.0,898.0,568.0,64870.0,1098.0,64320.0,140.0,1755.0,62558.0,61685.0,375.0,355.0,322.0,722.0,152.0,1108.0,395.0,475.0,385.0,855.0,2040.0,2962.0,330.0,490.0,1740.0,525.0,2085.0,350.0,1385.0,1692.0,2760.0,1565.0,40.0,3112.0,3115.0,2760.0,2682.0,70.0,5195.0,540.0,330.0,8008.0,110.0,200.0,140.0,138.0,70.0,1598.0,350.0,415.0,260.0,908.0,130.0,80.0,30.0,140.0,425.0,50.0,1345.0,415.0,12015.0,13240.0,6650.0,1172.0,20212.0,5035.0,2560.0,6992.0,27202.0,27202.0,27478.0,27478.0,980.0,87218.0,170.0,828.0,175.0,465.0,1020.0,1615.0,93382.0,7308.0,98035.0,1522.0,1575.0,1480.0,103448.0
2010-12-21,3730.0,21578.0,1105.0,1292.0,2330.0,4060.0,260.0,630.0,190.0,810.0,1708.0,1225.0,2990.0,172.0,3520.0,5395.0,13945.0,15222.0,1308.0,16445.0,6748.0,12435.0,13295.0,142.0,86522.0,648.0,100650.0,94000.0,890.0,558.0,95460.0,1072.0,97528.0,140.0,1705.0,97278.0,96322.0,335.0,320.0,320.0,640.0,140.0,1080.0,360.0,458.0,345.0,792.0,1952.0,2782.0,330.0,482.0,1708.0,520.0,2085.0,350.0,1378.0,1680.0,2740.0,1625.0,40.0,3142.0,3128.0,2742.0,2655.0,70.0,5152.0,540.0,320.0,8075.0,110.0,200.0,140.0,128.0,70.0,1610.0,340.0,408.0,260.0,900.0,120.0,80.0,30.0,140.0,412.0,50.0,1330.0,380.0,11892.0,13015.0,6472.0,1150.0,22085.0,4682.0,2390.0,6602.0,28690.0,28690.0,28962.0,28962.0,875.0,106615.0,152.0,815.0,162.0,588.0,995.0,1570.0,107505.0,6980.0,110418.0,1452.0,1405.0,1388.0,112662.0
2010-12-22,3702.0,21398.0,1088.0,1245.0,2240.0,3995.0,260.0,630.0,190.0,790.0,1680.0,1185.0,2918.0,160.0,3440.0,5335.0,13755.0,15020.0,1258.0,16160.0,6138.0,12482.0,13492.0,140.0,85380.0,632.0,99948.0,94000.0,880.0,548.0,95438.0,1048.0,98025.0,130.0,1665.0,99698.0,99702.0,300.0,290.0,318.0,570.0,130.0,1055.0,325.0,445.0,308.0,740.0,1885.0,2655.0,330.0,480.0,1662.0,520.0,2072.0,350.0,1370.0,1670.0,2725.0,1685.0,40.0,3188.0,3175.0,2770.0,2682.0,70.0,5142.0,540.0,318.0,8100.0,110.0,200.0,140.0,122.0,70.0,1815.0,340.0,400.0,260.0,892.0,125.0,80.0,30.0,140.0,400.0,50.0,1315.0,385.0,11842.0,12892.0,6310.0,1170.0,23032.0,4442.0,2478.0,6322.0,29355.0,29355.0,29622.0,29622.0,888.0,131265.0,140.0,798.0,160.0,738.0,1078.0,1610.0,135880.0,6712.0,139050.0,1385.0,1335.0,1312.0,141772.0
2010-12-23,3675.0,21268.0,1070.0,1205.0,2160.0,3935.0,260.0,620.0,190.0,770.0,1655.0,1145.0,2852.0,155.0,3365.0,5250.0,13640.0,14900.0,1215.0,15942.0,5678.0,12512.0,13515.0,140.0,85092.0,618.0,99430.0,94000.0,875.0,538.0,95422.0,1022.0,98005.0,130.0,1625.0,99635.0,99638.0,272.0,262.0,310.0,510.0,122.0,1035.0,298.0,432.0,280.0,695.0,1828.0,2552.0,330.0,480.0,1670.0,512.0,2050.0,350.0,1362.0,1660.0,2705.0,1742.0,40.0,3220.0,3205.0,2812.0,2725.0,70.0,5175.0,540.0,310.0,8090.0,110.0,195.0,140.0,158.0,70.0,1910.0,340.0,390.0,260.0,890.0,120.0,80.0,30.0,140.0,388.0,50.0,1298.0,385.0,11860.0,12890.0,6160.0,1200.0,23998.0,4558.0,3168.0,6378.0,30375.0,30375.0,30638.0,30638.0,925.0,133735.0,138.0,785.0,150.0,735.0,1090.0,1680.0,139898.0,6472.0,143400.0,1325.0,1225.0,1280.0,147290.0
2010-12-24,3648.0,21168.0,1055.0,1168.0,2080.0,3880.0,260.0,620.0,190.0,750.0,1630.0,1112.0,2790.0,150.0,3300.0,5162.0,13565.0,14820.0,1175.0,15788.0,5340.0,12542.0,13538.0,132.0,84658.0,602.0,99230.0,94000.0,870.0,530.0,95405.0,1000.0,97985.0,130.0,1548.0,99562.0,99565.0,250.0,240.0,310.0,455.0,115.0,1015.0,270.0,422.0,255.0,655.0,1780.0,2472.0,330.0,460.0,1690.0,510.0,2075.0,350.0,1358.0,1650.0,2690.0,1800.0,40.0,3262.0,3238.0,2845.0,2758.0,70.0,5215.0,540.0,302.0,8072.0,110.0,190.0,130.0,165.0,70.0,1845.0,340.0,382.0,260.0,890.0,125.0,80.0,30.0,140.0,378.0,50.0,1285.0,350.0,11770.0,12822.0,6020.0,1165.0,23788.0,4468.0,2572.0,6388.0,30175.0,30175.0,30430.0,30430.0,865.0,133728.0,130.0,682.0,150.0,722.0,982.0,1565.0,140102.0,6250.0,143455.0,1270.0,1090.0,1228.0,147242.0
