, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALLS RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2008-07-21,11506.0,14549.0,2743.0,3038.0,2989.0,14249.0,178.0,486.0,334.0,1336.0,2616.0,1742.0,4587.0,260.0,6502.0,15688.0,23133.0,24403.0,673.0,24713.0,2216.0,3800.0,132.0,103883.0,919.0,110986.0,111089.0,1663.0,1026.0,110593.0,2485.0,110988.0,314.0,2742.0,111113.0,111610.0,202.0,186.0,385.0,757.0,3680.0,51.0,3971.0,219.0,747.0,558.0,889.0,623.0,1691.0,620.0,363.0,1239.0,1367.0,1719.0,1620.0,6775.0,8369.0,10347.0,13874.0,13.0,7267.0,6771.0,3551.0,2871.0,39.0,4430.0,3335.0,104.0,8394.0,256.0,256.0,305.0,35.0,68.0,243.0,545.0,4408.0,1327.0,993.0,8.0,40.0,0.0,34.0,349.0,169.0,2781.0,228.0,12574.0,12989.0,9258.0,1308.0,26990.0,5874.0,3581.0,17546.0,44536.0,44910.0,44966.0,44966.0,31.0,165432.0,66.0,60.0,1.0,102.0,272.0,363.0,168512.0,5173.0,168937.0,1132.0,675.0,993.0,165673.0
2008-07-22,11029.0,14459.0,2678.0,2999.0,2803.0,14037.0,188.0,492.0,346.0,1290.0,2539.0,1738.0,4465.0,253.0,6207.0,15450.0,22048.0,23355.0,673.0,24068.0,2107.0,3800.0,132.0,99904.0,868.0,105877.0,113750.0,1587.0,992.0,116795.0,2579.0,119720.0,291.0,2758.0,122917.0,122947.0,196.0,184.0,379.0,729.0,3677.0,50.0,3983.0,184.0,758.0,534.0,905.0,678.0,1738.0,635.0,378.0,1246.0,1443.0,1669.0,1561.0,6818.0,8335.0,10198.0,13750.0,14.0,7296.0,6840.0,3781.0,3100.0,40.0,4703.0,3101.0,101.0,8821.0,264.0,264.0,289.0,38.0,94.0,254.0,602.0,4406.0,1356.0,1079.0,8.0,45.0,0.0,94.0,544.0,165.0,2812.0,227.0,13008.0,13908.0,9067.0,1267.0,29194.0,5822.0,3857.0,17452.0,46646.0,46990.0,47043.0,47043.0,30.0,166270.0,65.0,71.0,8.0,98.0,317.0,380.0,165517.0,5157.0,166550.0,1120.0,682.0,980.0,168807.0
2008-07-23,11982.0,14406.0,2412.0,3038.0,2630.0,13756.0,189.0,509.0,338.0,1257.0,2500.0,1802.0,4448.0,244.0,6063.0,15335.0,21536.0,22825.0,673.0,23493.0,1991.0,3793.0,125.0,97747.0,819.0,102788.0,110000.0,1515.0,960.0,112659.0,2460.0,115306.0,270.0,2680.0,118379.0,118534.0,184.0,173.0,371.0,669.0,3666.0,48.0,3965.0,172.0,706.0,467.0,872.0,666.0,1796.0,656.0,564.0,1488.0,1639.0,1777.0,1495.0,6810.0,8372.0,10253.0,13471.0,15.0,7426.0,6984.0,3965.0,3343.0,40.0,4998.0,2864.0,99.0,8888.0,253.0,253.0,282.0,46.0,75.0,256.0,579.0,4383.0,1367.0,1016.0,8.0,41.0,0.0,60.0,378.0,161.0,2821.0,221.0,13338.0,14227.0,8960.0,1228.0,29491.0,6006.0,4060.0,17646.0,47138.0,47451.0,47504.0,47504.0,28.0,170324.0,64.0,73.0,2.0,97.0,329.0,422.0,171848.0,5133.0,173215.0,1078.0,669.0,965.0,175975.0
2008-07-24,12787.0,14366.0,2265.0,3014.0,2476.0,13499.0,177.0,492.0,300.0,1201.0,2391.0,1622.0,4117.0,235.0,5964.0,14960.0,21316.0,22568.0,673.0,23118.0,1833.0,3526.0,119.0,97075.0,776.0,101580.0,110000.0,1447.0,930.0,112466.0,2355.0,114931.0,252.0,2534.0,117501.0,117512.0,178.0,167.0,374.0,633.0,3661.0,47.0,3931.0,160.0,693.0,457.0,852.0,566.0,1807.0,638.0,474.0,1447.0,1528.0,2000.0,1399.0,6583.0,8121.0,10085.0,13159.0,15.0,7284.0,6844.0,3948.0,3500.0,41.0,5201.0,2727.0,97.0,8676.0,229.0,229.0,272.0,40.0,64.0,245.0,486.0,4348.0,1377.0,983.0,8.0,38.0,0.0,39.0,299.0,156.0,2773.0,215.0,13374.0,14306.0,8661.0,1192.0,29413.0,5931.0,3757.0,18139.0,47552.0,47835.0,47886.0,47886.0,27.0,167365.0,63.0,64.0,1.0,94.0,271.0,399.0,168767.0,5118.0,170225.0,1074.0,675.0,947.0,173128.0
2008-07-25,10577.0,14314.0,2251.0,2818.0,2337.0,13211.0,155.0,450.0,281.0,1148.0,2273.0,1450.0,3786.0,227.0,5612.0,14506.0,21043.0,22280.0,673.0,22828.0,1695.0,3329.0,114.0,96033.0,737.0,100672.0,105000.0,1387.0,900.0,108431.0,2293.0,111893.0,237.0,2459.0,115439.0,115700.0,173.0,165.0,381.0,612.0,3668.0,45.0,3915.0,150.0,696.0,461.0,860.0,510.0,1758.0,633.0,407.0,1396.0,1360.0,2005.0,1330.0,6388.0,7873.0,9745.0,12853.0,14.0,7221.0,6754.0,3840.0,3449.0,41.0,5248.0,2647.0,94.0,8454.0,218.0,218.0,262.0,38.0,61.0,240.0,467.0,4323.0,1387.0,981.0,8.0,36.0,0.0,25.0,282.0,151.0,2736.0,210.0,13045.0,14013.0,8358.0,1156.0,28881.0,5644.0,3492.0,19476.0,48357.0,48610.0,48657.0,48657.0,26.0,167665.0,61.0,56.0,1.0,91.0,246.0,349.0,168716.0,5105.0,170089.0,1096.0,697.0,937.0,172741.0
2008-07-26,9164.0,14266.0,2240.0,2651.0,2212.0,12954.0,144.0,414.0,270.0,1100.0,2157.0,1359.0,3536.0,221.0,5270.0,14063.0,20459.0,21688.0,673.0,22285.0,1578.0,3017.0,110.0,92362.0,699.0,96900.0,87500.0,1334.0,870.0,90663.0,2222.0,94258.0,226.0,2450.0,98690.0,99399.0,166.0,159.0,388.0,582.0,3675.0,44.0,3930.0,141.0,700.0,457.0,864.0,529.0,1707.0,641.0,388.0,1442.0,1241.0,1884.0,1276.0,6227.0,7669.0,9454.0,12554.0,14.0,7118.0,6680.0,3852.0,3448.0,42.0,5256.0,2568.0,92.0,8315.0,210.0,210.0,253.0,38.0,58.0,238.0,454.0,4299.0,1398.0,999.0,8.0,36.0,0.0,24.0,273.0,147.0,2707.0,207.0,12745.0,13682.0,8090.0,1123.0,28162.0,5358.0,3274.0,19222.0,47384.0,47606.0,47651.0,47651.0,24.0,160026.0,60.0,55.0,1.0,87.0,233.0,316.0,163351.0,5093.0,165228.0,1106.0,708.0,929.0,168834.0
2008-07-27,8735.0,14221.0,2178.0,2539.0,2098.0,12706.0,131.0,387.0,264.0,1060.0,2062.0,1286.0,3348.0,215.0,4992.0,13687.0,19831.0,21048.0,674.0,21590.0,1484.0,2818.0,106.0,91548.0,663.0,95266.0,85469.0,1286.0,842.0,86601.0,2128.0,88203.0,215.0,2401.0,90176.0,90201.0,159.0,148.0,395.0,546.0,3682.0,43.0,3941.0,133.0,698.0,441.0,849.0,557.0,1702.0,646.0,368.0,1474.0,1159.0,1791.0,1228.0,6080.0,7494.0,9217.0,12254.0,13.0,6896.0,6463.0,3759.0,3459.0,43.0,5318.0,2488.0,90.0,8263.0,202.0,202.0,243.0,37.0,56.0,237.0,441.0,4275.0,1408.0,1022.0,8.0,35.0,0.0,15.0,264.0,143.0,2679.0,203.0,12532.0,13438.0,7845.0,1092.0,27563.0,5101.0,3092.0,19001.0,46564.0,46755.0,46798.0,46798.0,23.0,143735.0,59.0,54.0,1.0,83.0,225.0,297.0,146896.0,5080.0,148944.0,1100.0,702.0,919.0,152930.0
2008-07-28,8407.0,14177.0,2066.0,2444.0,1994.0,12432.0,128.0,367.0,259.0,1027.0,1983.0,1224.0,3207.0,210.0,4776.0,13337.0,19566.0,20771.0,674.0,21282.0,1406.0,2731.0,103.0,90915.0,630.0,94505.0,116406.0,1242.0,815.0,116754.0,2040.0,116893.0,205.0,2333.0,115509.0,114216.0,152.0,139.0,403.0,513.0,3689.0,42.0,3950.0,126.0,691.0,428.0,829.0,568.0,1724.0,648.0,359.0,1517.0,1104.0,1731.0,1183.0,5929.0,7314.0,8989.0,11952.0,13.0,6687.0,6254.0,3586.0,3359.0,44.0,5291.0,2408.0,88.0,8236.0,194.0,194.0,235.0,37.0,54.0,234.0,428.0,4251.0,1418.0,1024.0,8.0,33.0,0.0,9.0,255.0,139.0,2653.0,200.0,12400.0,13270.0,7619.0,1064.0,26974.0,4823.0,2938.0,18762.0,45736.0,45897.0,45937.0,45937.0,22.0,145008.0,58.0,52.0,1.0,80.0,219.0,280.0,143815.0,5068.0,144950.0,1092.0,686.0,908.0,147068.0
2008-07-29,8178.0,14135.0,1977.0,2346.0,1899.0,12158.0,122.0,349.0,254.0,996.0,1914.0,1161.0,3074.0,204.0,4601.0,12979.0,19389.0,20584.0,674.0,21088.0,1333.0,2653.0,99.0,90310.0,601.0,93785.0,125000.0,1202.0,789.0,126871.0,1963.0,128949.0,197.0,2284.0,130525.0,130227.0,146.0,135.0,425.0,491.0,3703.0,41.0,3972.0,120.0,682.0,426.0,832.0,598.0,1748.0,642.0,333.0,1507.0,1061.0,1691.0,1143.0,5788.0,7139.0,8757.0,11647.0,12.0,6356.0,5925.0,3347.0,3205.0,45.0,5168.0,2328.0,85.0,8184.0,187.0,187.0,226.0,37.0,52.0,231.0,417.0,4224.0,1426.0,1032.0,8.0,30.0,0.0,18.0,248.0,135.0,2625.0,198.0,12333.0,13161.0,7407.0,1038.0,26408.0,4572.0,2806.0,18541.0,44949.0,45079.0,45118.0,45118.0,20.0,169480.0,57.0,50.0,1.0,77.0,211.0,267.0,167355.0,5056.0,167951.0,1091.0,676.0,898.0,168683.0
2008-07-30,7957.0,13868.0,1940.0,2258.0,1813.0,11955.0,119.0,338.0,249.0,969.0,1850.0,1115.0,2966.0,200.0,4440.0,12667.0,19241.0,20426.0,674.0,20929.0,1263.0,2579.0,96.0,89723.0,575.0,93094.0,125000.0,1164.0,765.0,126982.0,1899.0,129378.0,188.0,2280.0,131667.0,131669.0,140.0,130.0,454.0,470.0,3732.0,40.0,3994.0,115.0,679.0,425.0,864.0,650.0,1778.0,647.0,341.0,1555.0,1031.0,1683.0,1107.0,5665.0,6982.0,8559.0,11348.0,12.0,6215.0,5753.0,3149.0,3004.0,46.0,5022.0,2249.0,83.0,8147.0,180.0,180.0,218.0,37.0,50.0,230.0,407.0,4195.0,1431.0,1054.0,8.0,30.0,0.0,27.0,240.0,131.0,2589.0,195.0,12272.0,13111.0,7206.0,1014.0,26074.0,4345.0,2693.0,18346.0,44420.0,44519.0,44556.0,44556.0,19.0,177801.0,56.0,49.0,0.0,74.0,202.0,257.0,178461.0,5049.0,179829.0,1097.0,670.0,890.0,182080.0
