, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIVER AT SPOKANE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2010-06-21,28815.0,27696.0,11859.0,11529.0,15949.0,29882.0,1104.0,1967.0,4370.0,9542.0,6518.0,16432.0,1493.0,20513.0,33999.0,56754.0,61483.0,5166.0,95572.0,14676.0,16234.21,14379.0,1572.0,175916.0,10086.0,198922.0,191291.0,9418.0,7729.0,203213.0,5916.0,204179.0,1316.0,8347.0,211766.0,209372.0,437.0,326.0,233.0,1981.0,1232.0,448.0,2345.0,583.0,1920.0,1073.0,4225.0,2792.0,4100.0,613.0,1562.0,2076.0,2458.0,3485.0,4066.0,7603.0,9948.0,14843.0,13367.0,173.0,9817.0,9158.0,5274.0,6321.0,261.0,10442.0,233.0,890.0,5825.0,1303.0,1238.0,1298.0,1102.0,239.0,672.0,2394.0,6423.0,3657.0,3502.0,175.0,190.0,4.0,53.0,2641.0,533.0,7118.0,1456.0,19737.0,21489.0,35441.0,8131.0,72391.0,23998.0,14964.0,36792.0,109183.0,109183.0,109494.0,109494.0,458.0,303809.0,186.0,287.0,55.0,328.0,2405.0,3354.0,305611.0,5359.0,306341.0,2049.0,856.0,1266.0,312218.0
2010-06-22,28403.0,29031.0,14637.0,11483.0,14416.0,34438.0,993.0,1858.0,4576.0,9459.0,6278.0,16033.0,1632.0,20697.0,42068.0,58154.0,63147.0,5277.0,86606.0,21350.0,18784.84,20761.0,1290.0,183007.0,10767.0,214456.0,207028.0,9962.0,7354.0,224247.0,4928.0,228585.0,1072.0,8276.0,241573.0,241201.0,361.0,293.0,191.0,1635.0,1703.0,392.0,2579.0,546.0,1801.0,1011.0,3614.0,2341.0,4155.0,595.0,1447.0,1832.0,2368.0,3206.0,4174.0,7979.0,9864.0,14643.0,13772.0,167.0,9846.0,8863.0,4551.0,5109.0,235.0,8494.0,233.0,847.0,6090.0,1234.0,1183.0,1236.0,1010.0,229.0,769.0,2003.0,6153.0,3557.0,3311.0,147.0,178.0,0.0,52.0,1994.0,487.0,6830.0,1350.0,18870.0,20676.0,33453.0,7493.0,69309.0,27499.0,17611.0,40673.0,109983.0,109983.0,110289.0,110289.0,424.0,344193.0,183.0,258.0,52.0,316.0,2034.0,3105.0,345426.0,5327.0,345672.0,1909.0,799.0,1259.0,346637.0
2010-06-23,25270.0,29085.0,12707.0,9145.0,11046.0,30357.0,904.0,1697.0,4571.0,8938.0,5663.0,14818.0,1401.0,19263.0,41334.0,56285.0,61184.0,4818.0,73981.0,20474.0,19360.88,20529.0,613.0,182534.0,10156.0,214345.0,204584.0,9857.0,6315.0,221513.0,4324.0,225413.0,954.0,8176.0,239153.0,239340.0,329.0,291.0,159.0,1684.0,2110.0,350.0,2914.0,545.0,1745.0,1169.0,3231.0,1989.0,3866.0,564.0,1305.0,1569.0,2271.0,2780.0,4106.0,8814.0,10292.0,14621.0,14064.0,162.0,9998.0,8906.0,4621.0,4998.0,209.0,7745.0,234.0,804.0,6331.0,1149.0,1113.0,1177.0,916.0,218.0,753.0,1779.0,5879.0,3395.0,3109.0,125.0,175.0,0.0,51.0,1728.0,450.0,6262.0,1238.0,17853.0,19694.0,31429.0,6524.0,61674.0,24175.0,13709.0,39413.0,101088.0,101088.0,101383.0,101383.0,392.0,351361.0,182.0,233.0,56.0,303.0,1803.0,2749.0,360777.0,5223.0,362319.0,1786.0,768.0,1272.0,366470.0
2010-06-24,22222.0,27790.0,11104.0,7662.0,9478.0,26924.0,855.0,1571.0,4415.0,8281.0,4992.0,13412.0,1232.0,17358.0,36410.0,58501.0,63630.0,4408.0,70950.0,15095.0,19586.92,20710.0,444.0,176039.0,9289.0,208076.0,199131.0,9359.0,5391.0,215247.0,4064.0,219169.0,924.0,8773.0,233674.0,233971.0,312.0,308.0,163.0,1788.0,2322.0,319.0,3168.0,543.0,1759.0,1256.0,3155.0,2139.0,3549.0,545.0,1235.0,1439.0,2217.0,2399.0,3970.0,9045.0,10467.0,14998.0,14242.0,157.0,9912.0,8692.0,4621.0,4950.0,193.0,7636.0,234.0,769.0,6453.0,1142.0,1118.0,1126.0,853.0,208.0,739.0,1626.0,5608.0,3093.0,2879.0,112.0,172.0,0.0,50.0,1613.0,422.0,5803.0,1142.0,17218.0,18937.0,29601.0,5863.0,57892.0,20765.0,11016.0,33217.0,91110.0,91110.0,91393.0,91393.0,373.0,336831.0,180.0,221.0,67.0,288.0,1658.0,2477.0,346911.0,5109.0,348670.0,1732.0,718.0,1306.0,353610.0
2010-06-25,20434.0,25111.0,10412.0,6722.0,8646.0,25104.0,859.0,1502.0,4170.0,7700.0,4441.0,12200.0,1092.0,15562.0,33181.0,54911.0,59824.0,4115.0,65183.0,11514.0,18365.55,20534.0,407.0,172983.0,8587.0,203007.0,193819.0,8899.0,4739.0,208514.0,3748.0,211847.0,844.0,9379.0,226533.0,226793.0,293.0,289.0,179.0,1707.0,2334.0,294.0,3161.0,511.0,1681.0,1060.0,2917.0,2109.0,3505.0,562.0,1245.0,1558.0,2260.0,2289.0,3806.0,8747.0,10076.0,14378.0,14953.0,152.0,9745.0,8377.0,4471.0,4735.0,181.0,7495.0,234.0,734.0,6574.0,1155.0,1142.0,1084.0,827.0,198.0,728.0,1529.0,5337.0,2788.0,2628.0,103.0,170.0,0.0,49.0,1621.0,399.0,5510.0,1061.0,16603.0,18291.0,28031.0,5405.0,54844.0,19280.0,9605.0,29670.0,84514.0,84514.0,84785.0,84785.0,358.0,321709.0,179.0,211.0,75.0,273.0,1559.0,2291.0,331173.0,5019.0,332832.0,1681.0,665.0,1311.0,337677.0
2010-06-26,19021.0,22098.0,9885.0,5999.0,7762.0,23749.0,873.0,1401.0,3928.0,7245.0,4276.0,11523.0,976.0,14230.0,31224.0,50704.0,55281.0,3832.0,59566.0,9552.0,11226.87,14164.0,388.0,172405.0,7995.0,195819.0,187414.0,8568.0,4277.0,201468.0,3381.0,204636.0,749.0,9292.0,219421.0,219784.0,265.0,258.0,191.0,1566.0,2336.0,272.0,3121.0,479.0,1584.0,961.0,2646.0,1859.0,3445.0,550.0,1140.0,1414.0,2167.0,2260.0,3659.0,8675.0,10010.0,14176.0,15089.0,147.0,10431.0,8880.0,4645.0,4698.0,170.0,7252.0,234.0,700.0,6694.0,1106.0,1105.0,1038.0,778.0,189.0,715.0,1417.0,5067.0,2482.0,2304.0,95.0,165.0,0.0,48.0,1409.0,377.0,5234.0,979.0,16040.0,17687.0,26596.0,5068.0,52208.0,18636.0,8262.0,27818.0,80026.0,80026.0,80284.0,80284.0,342.0,310170.0,177.0,200.0,83.0,261.0,1460.0,2145.0,318687.0,4969.0,320172.0,1615.0,636.0,1287.0,324620.0
2010-06-27,17928.0,20886.0,9369.0,5479.0,7047.0,21920.0,796.0,1306.0,3696.0,6812.0,4024.0,10836.0,885.0,13487.0,29224.0,48304.0,52708.0,3559.0,56074.0,8292.0,9454.35,11133.0,374.0,164915.0,7466.0,185672.0,181219.0,8201.0,3932.0,193740.0,3094.0,195813.0,675.0,8844.0,209416.0,209723.0,247.0,243.0,206.0,1491.0,2342.0,253.0,3112.0,460.0,1498.0,948.0,2429.0,1686.0,3238.0,528.0,994.0,1191.0,2048.0,2025.0,3465.0,8350.0,9613.0,13688.0,14750.0,142.0,10328.0,8910.0,5139.0,5156.0,158.0,7412.0,234.0,667.0,6820.0,1064.0,1073.0,996.0,712.0,180.0,698.0,1313.0,4801.0,2177.0,1943.0,84.0,161.0,0.0,47.0,1293.0,358.0,4917.0,904.0,15374.0,17012.0,25237.0,4802.0,49736.0,16711.0,7190.0,24938.0,74674.0,74674.0,74919.0,74919.0,328.0,296253.0,171.0,187.0,92.0,248.0,1372.0,2018.0,305259.0,4922.0,306823.0,1562.0,621.0,1266.0,311463.0
2010-06-28,17068.0,20344.0,9023.0,5160.0,6659.0,20171.0,756.0,1235.0,3479.0,6379.0,3575.0,9954.0,807.0,12506.0,26891.0,45484.0,49682.0,3295.0,52659.0,7386.0,8431.0,9985.0,361.0,158533.0,6985.0,177421.0,198190.0,7732.0,3662.0,209532.0,2889.0,210251.0,615.0,8447.0,220797.0,220138.0,237.0,236.0,225.0,1466.0,2353.0,237.0,3116.0,440.0,1430.0,911.0,2274.0,1590.0,3038.0,519.0,905.0,1064.0,1974.0,1713.0,3263.0,8114.0,9291.0,13134.0,14138.0,138.0,9624.0,8283.0,4911.0,4953.0,146.0,7494.0,235.0,635.0,6955.0,1062.0,1082.0,957.0,666.0,172.0,685.0,1223.0,4533.0,1871.0,1669.0,79.0,159.0,0.0,47.0,1221.0,341.0,4627.0,837.0,14756.0,16344.0,23980.0,4585.0,47343.0,14947.0,6406.0,22260.0,69603.0,69603.0,69837.0,69837.0,316.0,287702.0,164.0,176.0,105.0,234.0,1292.0,1908.0,293580.0,4883.0,294756.0,1530.0,607.0,1248.0,298590.0
2010-06-29,16390.0,19093.0,8654.0,4910.0,6376.0,18594.0,720.0,1173.0,3277.0,6019.0,3192.0,9211.0,743.0,11568.0,24815.0,42265.0,46211.0,3036.0,48826.0,6699.0,7665.14,9125.0,349.0,152338.0,6547.0,169913.0,192057.0,7267.0,3444.0,203908.0,2788.0,206110.0,568.0,8086.0,218944.0,219295.0,226.0,222.0,245.0,1410.0,2365.0,221.0,3069.0,415.0,1356.0,822.0,2166.0,1455.0,2883.0,509.0,853.0,1005.0,1945.0,1510.0,3077.0,8187.0,9280.0,12858.0,13687.0,134.0,8729.0,7394.0,4225.0,4235.0,134.0,6986.0,235.0,605.0,6994.0,1050.0,1080.0,920.0,623.0,163.0,673.0,1141.0,4271.0,1567.0,1341.0,74.0,156.0,0.0,46.0,1164.0,324.0,4378.0,775.0,14239.0,15797.0,22819.0,4397.0,45231.0,13544.0,5834.0,20212.0,65442.0,65442.0,65664.0,65664.0,300.0,292658.0,159.0,163.0,114.0,223.0,1220.0,1806.0,298514.0,4830.0,299396.0,1485.0,587.0,1222.0,302527.0
2010-06-30,15786.0,17706.0,8122.0,4618.0,6066.0,17479.0,680.0,1114.0,3090.0,5707.0,2863.0,8570.0,688.0,10778.0,22991.0,39314.0,43023.0,2782.0,45269.0,6155.0,7065.46,8450.0,337.0,144497.0,6140.0,162056.0,184299.0,6865.0,3261.0,195628.0,2665.0,197805.0,544.0,7896.0,210299.0,210673.0,220.0,219.0,260.0,1398.0,2376.0,206.0,3024.0,408.0,1277.0,816.0,2061.0,1306.0,2719.0,500.0,754.0,889.0,1905.0,1370.0,2904.0,8401.0,9441.0,12858.0,13563.0,130.0,8157.0,6780.0,3583.0,3472.0,122.0,6162.0,235.0,577.0,6935.0,1012.0,1051.0,885.0,578.0,155.0,661.0,1069.0,4171.0,1386.0,1046.0,67.0,152.0,0.0,45.0,1112.0,309.0,4148.0,718.0,13682.0,15217.0,21733.0,4229.0,43273.0,12307.0,5374.0,18468.0,61741.0,61741.0,61952.0,61952.0,285.0,282293.0,153.0,149.0,111.0,206.0,1153.0,1709.0,289765.0,4781.0,291067.0,1470.0,576.0,1204.0,295250.0
