, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, HUNGRY HORSE DAM, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NR TONASKET, METHOW R NR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM, YAKIMA RIVER AT EASTON, CLE ELUM LAKE, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LAKE, NACHES RIVER NR CLIFFDEL, RIMROCK LAKE, NACHES RIVER NR NACHES, YAKIMA RIVER NR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNAKE R ON JACKSON LAKE AT DAM, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DM&RES-BIG WOOD RICHFLD, LITL.WOODDM&RESNRCAREY, OWYHEE DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RESERVOIR, MALHEUR RIVER NR VALE, CASCADE DAM, DEADWOOD DAM, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NEAR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NR TOUCHET, MCNARY DAM, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R AT TUCKER BRIDGE, WHITE SALMON R NR UNDERWOOD, BONNEVILLE DAM
2003-06-09,43956.0,30622.0,10298.0,9990.0,12048.0,22561.0,352.0,924.0,1466.0,3502.0,6620.0,9435.0,17165.0,849.0,21561.0,29350.0,48602.0,51712.0,4346.0,54581.0,5588.0,6368.0,238.0,147184.0,12112.0,164503.0,134638.0,9199.0,8716.0,148628.0,10415.0,144472.0,2256.0,12675.0,159181.0,157990.0,450.0,472.0,220.0,2519.0,3427.0,520.0,4016.0,936.0,2831.0,1393.0,5029.0,5713.0,7007.0,513.0,1498.0,1251.0,1499.0,1851.0,4549.0,6462.0,7924.0,11159.0,12830.0,34.0,7318.0,5898.0,2580.0,2148.0,27.0,4652.0,230.0,577.0,5794.0,1209.0,1203.0,2163.0,1421.0,390.0,292.0,982.0,624.0,75.0,137.0,7.0,91.0,5157.0,1208.0,9957.0,1990.0,17390.0,20629.0,48286.0,7051.0,77964.0,28627.0,12697.0,34113.0,112076.0,112076.0,112275.0,112275.0,169.0,278271.0,113.0,144.0,5.0,175.0,1507.0,2059.0,286945.0,4768.0,274861.0,2113.0,680.0,1111.0,302684.0
2003-06-10,43633.0,31351.0,10219.0,8809.0,11839.0,21879.0,365.0,903.0,1371.0,3265.0,6174.0,9125.0,16321.0,792.0,20796.0,27847.0,46437.0,49408.0,4196.0,52782.0,5566.0,6389.0,230.0,146585.0,12386.0,165004.0,145000.0,8997.0,7792.0,162548.0,8285.0,164111.0,1884.0,11664.0,182080.0,181856.0,377.0,403.0,219.0,2127.0,3366.0,439.0,3903.0,809.0,2429.0,1134.0,4062.0,4710.0,6971.0,502.0,1443.0,1259.0,1616.0,1859.0,4577.0,6516.0,8029.0,11086.0,12844.0,33.0,7382.0,5977.0,2747.0,2324.0,27.0,4896.0,230.0,529.0,5808.0,1179.0,1173.0,2100.0,1397.0,383.0,283.0,987.0,671.0,71.0,136.0,1.0,113.0,4729.0,1104.0,9901.0,1860.0,17730.0,20849.0,48360.0,6676.0,80067.0,27536.0,12002.0,34189.0,114256.0,114256.0,114446.0,114446.0,164.0,299098.0,111.0,144.0,6.0,171.0,1382.0,1912.0,301268.0,4815.0,291076.0,1941.0,609.0,1106.0,292929.0
2003-06-11,43203.0,31550.0,9589.0,7679.0,10325.0,20154.0,370.0,891.0,1292.0,3075.0,5824.0,8682.0,15437.0,734.0,19672.0,25029.0,43384.0,46253.0,4043.0,50419.0,5274.0,6419.0,222.0,146633.0,12150.0,165224.0,145000.0,8755.0,6717.0,161304.0,7070.0,164629.0,1546.0,10180.0,181226.0,181286.0,324.0,349.0,227.0,1794.0,3313.0,361.0,3786.0,700.0,2116.0,979.0,3273.0,3722.0,6148.0,485.0,1352.0,1190.0,1620.0,1936.0,4263.0,6295.0,7863.0,10812.0,12822.0,32.0,7513.0,6108.0,2928.0,2485.0,28.0,5128.0,230.0,485.0,5799.0,1106.0,1100.0,2000.0,1331.0,367.0,273.0,991.0,690.0,64.0,135.0,0.0,112.0,4248.0,983.0,9292.0,1672.0,17414.0,20526.0,45015.0,6147.0,77438.0,24876.0,10932.0,33451.0,110889.0,110889.0,111070.0,111070.0,159.0,307059.0,109.0,140.0,5.0,168.0,1269.0,1778.0,314593.0,4868.0,305330.0,1804.0,569.0,1087.0,308885.0
2003-06-12,39657.0,30955.0,8365.0,6991.0,8306.0,18210.0,360.0,871.0,1220.0,2867.0,5473.0,8143.0,14456.0,688.0,18571.0,22724.0,38085.0,40857.0,3830.0,45575.0,4955.0,6064.0,216.0,146185.0,11195.0,163663.0,145000.0,8450.0,5889.0,160151.0,6251.0,163799.0,1339.0,8718.0,178809.0,178926.0,321.0,343.0,243.0,1677.0,3282.0,341.0,3736.0,629.0,1898.0,912.0,2782.0,3075.0,5248.0,454.0,1262.0,1099.0,1549.0,1863.0,3945.0,6019.0,7605.0,10429.0,12794.0,31.0,7341.0,5952.0,2949.0,2602.0,28.0,5300.0,230.0,444.0,5757.0,1007.0,1002.0,1882.0,1213.0,350.0,263.0,994.0,678.0,57.0,134.0,0.0,102.0,3792.0,875.0,8491.0,1486.0,16542.0,19601.0,40333.0,5620.0,71676.0,23157.0,9939.0,31639.0,103314.0,103314.0,103486.0,103486.0,153.0,298116.0,107.0,138.0,7.0,164.0,1175.0,1674.0,306756.0,4940.0,297892.0,1716.0,550.0,1068.0,302086.0
2003-06-13,36945.0,30459.0,7522.0,6496.0,6842.0,16757.0,343.0,841.0,1155.0,2666.0,5133.0,7593.0,13475.0,656.0,17417.0,20742.0,34824.0,37540.0,3711.0,42888.0,4810.0,5811.0,214.0,146081.0,10334.0,162495.0,136406.0,8168.0,6270.0,153295.0,6479.0,158603.0,1319.0,7883.0,174079.0,174544.0,327.0,361.0,264.0,1777.0,3283.0,404.0,3796.0,577.0,1759.0,856.0,2568.0,2834.0,4601.0,434.0,1208.0,1049.0,1470.0,1696.0,3722.0,5745.0,7331.0,10035.0,12765.0,30.0,7030.0,5609.0,2676.0,2465.0,29.0,5319.0,230.0,408.0,5750.0,920.0,915.0,1798.0,1132.0,336.0,255.0,998.0,698.0,53.0,133.0,0.0,111.0,3413.0,789.0,7766.0,1332.0,15556.0,18469.0,36137.0,5165.0,65434.0,22008.0,9533.0,28964.0,94397.0,94397.0,94563.0,94563.0,148.0,286407.0,105.0,142.0,10.0,160.0,1123.0,1633.0,295083.0,5026.0,286357.0,1662.0,581.0,1113.0,290582.0
2003-06-14,35267.0,30171.0,7060.0,6133.0,5843.0,15894.0,327.0,810.0,1095.0,2474.0,4805.0,7106.0,12569.0,627.0,16317.0,19332.0,32978.0,35543.0,3736.0,41341.0,4835.0,5796.0,204.0,141199.0,9981.0,159246.0,97188.0,9136.0,7304.0,113800.0,5899.0,118733.0,1152.0,7306.0,135293.0,136864.0,274.0,312.0,251.0,1540.0,3232.0,346.0,3754.0,502.0,1572.0,738.0,2189.0,2558.0,4235.0,412.0,1187.0,1034.0,1394.0,1531.0,3567.0,5532.0,7097.0,9691.0,12737.0,30.0,6742.0,5279.0,2362.0,2156.0,29.0,5121.0,230.0,375.0,5732.0,859.0,855.0,1731.0,1076.0,321.0,246.0,1001.0,709.0,48.0,131.0,0.0,98.0,3063.0,726.0,7238.0,1205.0,14746.0,17482.0,33284.0,4765.0,60405.0,21292.0,9064.0,24350.0,84754.0,84754.0,84917.0,84917.0,143.0,258164.0,104.0,140.0,7.0,157.0,1042.0,1577.0,271840.0,5045.0,263962.0,1599.0,556.0,1139.0,269968.0
2003-06-15,32699.0,29302.0,6479.0,5771.0,5396.0,14942.0,315.0,788.0,1052.0,2348.0,4580.0,6658.0,11806.0,607.0,15278.0,18250.0,31732.0,34200.0,3585.0,40027.0,4546.0,5723.0,196.0,133648.0,9276.0,149763.0,125550.0,10619.0,7112.0,141071.0,5125.0,142086.0,979.0,6516.0,150178.0,148948.0,241.0,276.0,248.0,1345.0,3169.0,284.0,3613.0,451.0,1439.0,654.0,1873.0,2058.0,3908.0,404.0,1209.0,1078.0,1307.0,1432.0,3444.0,5392.0,6922.0,9410.0,12716.0,29.0,6723.0,5224.0,2241.0,1891.0,30.0,4875.0,230.0,345.0,5742.0,808.0,804.0,1660.0,1035.0,306.0,237.0,1005.0,742.0,39.0,130.0,0.0,92.0,2759.0,678.0,6829.0,1100.0,14150.0,16718.0,31224.0,4398.0,56733.0,20285.0,8159.0,23698.0,80430.0,80430.0,80585.0,80585.0,136.0,226682.0,102.0,133.0,5.0,154.0,967.0,1465.0,234283.0,5084.0,225939.0,1537.0,529.0,1093.0,230933.0
2003-06-16,31215.0,24682.0,6835.0,5628.0,6689.0,14896.0,361.0,826.0,1194.0,2793.0,5144.0,6914.0,12534.0,838.0,14779.0,18288.0,30901.0,33450.0,3330.0,39278.0,4278.0,5362.0,202.0,137009.0,8387.0,150169.0,133255.0,10050.0,6158.0,150217.0,4602.0,152934.0,877.0,5762.0,162941.0,162704.0,229.0,263.0,254.0,1294.0,3124.0,246.0,3517.0,421.0,1344.0,618.0,1668.0,1691.0,3491.0,405.0,1212.0,1122.0,1205.0,1366.0,3280.0,5327.0,6821.0,9221.0,12699.0,28.0,6804.0,5318.0,2372.0,1863.0,30.0,4802.0,230.0,318.0,5758.0,779.0,776.0,1600.0,999.0,299.0,230.0,1008.0,776.0,35.0,129.0,0.0,92.0,2651.0,639.0,6542.0,1017.0,13696.0,16115.0,30115.0,4072.0,53866.0,19418.0,8054.0,27248.0,81114.0,81114.0,81261.0,81261.0,129.0,244493.0,101.0,132.0,6.0,153.0,925.0,1385.0,247749.0,5134.0,238057.0,1492.0,524.0,1052.0,239630.0
2003-06-17,35917.0,25147.0,8637.0,6363.0,9067.0,17391.0,492.0,1192.0,1728.0,4469.0,7747.0,8468.0,16601.0,1319.0,17442.0,20488.0,35166.0,37705.0,3361.0,43080.0,4943.0,5553.0,205.0,138260.0,7937.0,151608.0,134851.0,8824.0,5412.0,150504.0,4390.0,153590.0,823.0,5316.0,163613.0,163657.0,221.0,260.0,262.0,1319.0,3086.0,221.0,3446.0,387.0,1302.0,623.0,1589.0,1472.0,3130.0,415.0,1207.0,1119.0,1113.0,1294.0,3105.0,5283.0,6747.0,9076.0,12685.0,27.0,6798.0,5328.0,2475.0,1984.0,31.0,4854.0,230.0,293.0,5764.0,777.0,773.0,1558.0,983.0,292.0,227.0,1009.0,780.0,34.0,126.0,0.0,86.0,2583.0,606.0,6509.0,1017.0,13505.0,15709.0,31396.0,3783.0,53167.0,19346.0,8987.0,27313.0,80480.0,80480.0,80629.0,80629.0,123.0,250553.0,100.0,135.0,8.0,148.0,908.0,1356.0,256499.0,5127.0,247614.0,1451.0,516.0,1028.0,250451.0
2003-06-18,37919.0,25924.0,8678.0,6588.0,8491.0,18260.0,588.0,1406.0,1730.0,5593.0,9320.0,9265.0,18880.0,1146.0,21640.0,22725.0,43445.0,45823.0,3645.0,50979.0,5475.0,6581.0,190.0,143391.0,8270.0,157079.0,139660.0,7942.0,5094.0,153412.0,4192.0,155973.0,771.0,5079.0,164827.0,164683.0,209.0,252.0,271.0,1279.0,3051.0,201.0,3380.0,353.0,1261.0,596.0,1498.0,1314.0,2869.0,463.0,1303.0,1191.0,1165.0,1219.0,3176.0,5333.0,6743.0,8969.0,12669.0,27.0,6732.0,5274.0,2502.0,2055.0,32.0,4922.0,230.0,272.0,5766.0,767.0,764.0,1519.0,960.0,290.0,237.0,1011.0,766.0,26.0,123.0,0.0,62.0,2452.0,577.0,6469.0,1041.0,13529.0,15580.0,32114.0,3530.0,53836.0,19237.0,8752.0,27243.0,81079.0,81079.0,81238.0,81238.0,117.0,250150.0,99.0,132.0,6.0,144.0,864.0,1308.0,256054.0,5113.0,247465.0,1408.0,502.0,1013.0,250476.0
