, LIBBY DAM, KOOTENAI RIV AT LEONIA, NF FLATHEAD R NR COLUMBIA FALL, MF FLATHEAD NR WEST GLACIER, DAM AT HUNGRY HORSE, FLATHEAD R AT COLUMBIA FALLS, CLARK FORK AT DEER LODGE, CLARK FORK AT DRUMMOND, ROCK CREEK NR CLINTON, BLACKFOOT R NR BONNER, CLARK FORK AB MISSOULA, BITTERROOT R NR MISSOULA, CLARK FORK BELOW MISSOULA, ST. REGIS R. NR ST. REGIS, CLARK FORK AT ST REGIS    TB20, KERR DAM, NOXON RAPIDS DAM, CABINET GORGE DAM, PRIEST R NR PRIEST RIVER, ALBENI FALLS DAM, COEUR D'ALENE LAKE, SPOKANE RIV AT LONGLAKE, ST MARIES R NR SANTA, COLUMBIAR @INTERNATL BOUNDAR, KETTLE RIVER AT LAURIER, GRAND COULEE DAM, CHIEF JOSEPH DAM, OKANOGAN RIVER NEAR TONASKET, METHOW R NEAR PATEROS, WELLS DAM, LAKE CHELAN DAM, ROCKY REACH DAM, ENTIAT R NR ARDENVOIR, WENATCHEE R AT PESHASTIN  TB20, WANAPUM DAM, PRIEST RAPIDS DAM, KEECHELUS LAKE, KACHESS DAM NEAR EASTON, YAKIMA RIVER AT EASTON, CLE ELUM LAKE NEAR ROSLYN, YAKIMA RIVER AT CLE ELUM, TEANAWAY RIVER BLW FORKS, YAKIMA RIVER AT UMTANUM, BUMPING LK DM NR GOOSE PRAIRIE, NACHES RIVER NEAR CLIFFDEL, RIMROCK LAKE NEAR RIMROCK, NACHES RIVER NEAR NACHES, YAKIMA RIVER NEAR PARKER, YAKIMA RIVER AT KIONA, ISLAND PARK 1SWIS.PARKDM&RES, FALL RIVER NR CHESTER, HENRYS FORK AT ST. ANTHONY, TETON RIVER NEAR ST. ANTHONY, HENRYS FORK NEAR REXBURG, SNKE R ON JACKSN LK AT DM TB20, SNAKE RIVER NR JACKSON, SNAKE RIVER NR ALPINE, PALISADES DAM, SNAKE RIVER NR HEISE, RIRIE DAM AND LAKE ON WILLOW C, SNAKE AB EAGLE ROCK NR ID FALL, SNAKE RIVER NR SHELLEY, SNAKE RIVER AT BLACKFOOT, SNAKE RIVER NEAR BLACKFOOT, PORTNEUF RIVER AT POCATELLO, AMERICAN FALLS RESERVOIR  TB12, SNAKE RIV AT MILNER, BRUNEAU RIVER NR HOT SPRINGS, SNAKE RIVER BELOW SWAN FALLS, BIG LOST R@HOW'L RNCH NR CHILL, BIG LOST R AT MACKAY, BIG WOOD RIVER AT HAILEY, MAGIC DAM OUTFLOW, LITL.WOODDM&RESNRCAREY, OWYHEE BELOW OWYHEE DAM, ANDERSON RANCH DAM, BOISE LUCKY PEAK DAM, BOISE RIVER AT GLENWOOD BRIDGE, BOISE RIVER NR PARMA, WARM SPRINGS DAM & RESERVOIR, AGENCY VLY DAM & BEULAH RSVR, BULLY CREEK DAM & RES     TB12, MALHEUR RIVER NR VALE, CASCADE DAM               TB12, DEADWOOD RESERVOIR NR LOWMAN, PAYETTE RIVER NEAR EMMETT, WEISER RIVER NR WEISER, SNAKE RIVER AT WEISER, BROWNLEE DAM, SALMON R AT WHITEBIRD, GRANDE RONDE RIVER AT TROY, SNAKE RIVER NR ANATONE, CLEARWATER R AT OROFINO, DWORSHAK DAM, CLEARWATER R AT SPALDING, LOWER GRANITE DAM, LITTLE GOOSE DAM, LOWER MONUMENTAL DAM, ICE HARBOR DAM, WALLA WALLA RIV NEAR TOUCHET, MCNARY DAM NEAR MCNARY, UMATILLA R NR GIBBON, UMATILLA R AT PENDLETON, MCKAY CR NR PILOTROCK, UMATILLA RIVER NEAR UMATILLA, NF JOHN DAY RIV AT MONUMENT, JOHN DAY RIVER AT SERVICE CK, JOHN DAY DAM, DESCHUTES R AT MOODY NR BIGGS, THE DALLES, KLICKITAT R NR PITT, HOOD R NR TUCKER BRIDGE   TB20, WHITE SALMON R NEAR UNDERWOOD, BONNEVILLE DAM
2008-01-14,2568.0,4917.0,470.0,458.0,777.0,3768.0,195.0,412.0,161.0,467.0,1097.0,700.0,1797.0,116.0,2359.0,4432.0,11422.0,11768.0,420.0,13540.0,2304.0,4564.0,153.0,76732.0,385.0,86566.0,105876.0,961.0,393.0,104246.0,755.0,103286.0,96.0,838.0,99777.0,97963.0,95.0,166.0,229.0,266.0,596.0,88.0,865.0,111.0,366.0,247.0,597.0,1552.0,2531.0,364.0,515.0,1334.0,332.0,1631.0,388.0,1145.0,1398.0,2103.0,1061.0,24.0,2006.0,2074.0,1794.0,1859.0,245.0,4511.0,666.0,51.0,7484.0,115.0,115.0,128.0,68.0,46.0,206.0,284.0,257.0,235.0,753.0,73.0,59.0,49.0,75.0,411.0,83.0,1109.0,510.0,10348.0,11056.0,3964.0,1174.0,19158.0,2195.0,1181.0,3868.0,23027.0,23027.0,23190.0,23190.0,882.0,103782.0,183.0,553.0,225.0,557.0,504.0,908.0,124621.0,5558.0,125448.0,2073.0,1380.0,1080.0,127699.0
2008-01-15,2699.0,4910.0,467.0,455.0,769.0,3755.0,195.0,411.0,161.0,455.0,1084.0,697.0,1781.0,113.0,2346.0,4398.0,11612.0,11952.0,453.0,14201.0,2155.0,4454.0,109.0,78637.0,383.0,84383.0,105000.0,956.0,390.0,106533.0,752.0,109156.0,96.0,851.0,110538.0,110657.0,113.0,164.0,238.0,350.0,583.0,104.0,869.0,110.0,365.0,237.0,587.0,1552.0,2493.0,363.0,514.0,1327.0,331.0,1634.0,388.0,1130.0,1367.0,2065.0,1062.0,24.0,2021.0,2068.0,1779.0,1872.0,244.0,4538.0,674.0,51.0,7389.0,115.0,115.0,127.0,66.0,46.0,206.0,284.0,255.0,234.0,751.0,74.0,59.0,49.0,75.0,403.0,82.0,1053.0,490.0,10464.0,11285.0,3966.0,1096.0,20222.0,2176.0,1151.0,3856.0,24079.0,24079.0,24239.0,24239.0,741.0,132476.0,127.0,421.0,184.0,474.0,461.0,889.0,131331.0,5242.0,132942.0,1903.0,1203.0,953.0,136505.0
2008-01-16,2839.0,4903.0,464.0,453.0,760.0,3737.0,195.0,410.0,160.0,449.0,1076.0,695.0,1771.0,110.0,2327.0,4380.0,11527.0,11840.0,678.0,14296.0,2023.0,4305.0,100.0,78552.0,382.0,84585.0,105000.0,951.0,388.0,106346.0,738.0,108642.0,95.0,850.0,109495.0,109496.0,100.0,137.0,243.0,273.0,563.0,82.0,869.0,106.0,363.0,228.0,575.0,1554.0,2460.0,363.0,512.0,1322.0,330.0,1635.0,388.0,1136.0,1365.0,2047.0,1066.0,24.0,2027.0,2071.0,1781.0,1868.0,244.0,4538.0,681.0,50.0,7348.0,117.0,117.0,127.0,65.0,45.0,206.0,284.0,253.0,231.0,751.0,74.0,59.0,49.0,75.0,395.0,82.0,1025.0,471.0,10228.0,11083.0,3968.0,1032.0,19537.0,2109.0,1123.0,3793.0,23330.0,23330.0,23490.0,23490.0,672.0,136961.0,107.0,358.0,166.0,368.0,434.0,861.0,138671.0,5287.0,140827.0,1782.0,972.0,897.0,144866.0
2008-01-17,2976.0,4894.0,461.0,451.0,753.0,3719.0,194.0,409.0,160.0,445.0,1071.0,692.0,1763.0,109.0,2313.0,4360.0,11468.0,11762.0,669.0,14203.0,1923.0,4170.0,96.0,78464.0,380.0,83581.0,103750.0,943.0,385.0,105354.0,726.0,107903.0,95.0,820.0,108996.0,109061.0,93.0,118.0,241.0,226.0,557.0,63.0,853.0,101.0,362.0,219.0,566.0,1539.0,2427.0,363.0,511.0,1319.0,330.0,1628.0,388.0,1145.0,1372.0,2050.0,1070.0,24.0,2031.0,2066.0,1779.0,1869.0,243.0,4536.0,689.0,50.0,7304.0,118.0,118.0,126.0,64.0,45.0,206.0,284.0,252.0,229.0,750.0,74.0,59.0,49.0,75.0,388.0,81.0,1008.0,451.0,10067.0,10890.0,3970.0,993.0,18341.0,2033.0,1089.0,3693.0,22034.0,22034.0,22192.0,22192.0,606.0,135373.0,99.0,316.0,155.0,309.0,419.0,843.0,136926.0,5381.0,139170.0,1665.0,805.0,824.0,142828.0
2008-01-18,3012.0,4886.0,458.0,449.0,746.0,3703.0,194.0,409.0,159.0,443.0,1067.0,689.0,1756.0,108.0,2302.0,4338.0,11384.0,11663.0,660.0,14108.0,1805.0,4078.0,93.0,78402.0,379.0,83406.0,93750.0,938.0,383.0,96496.0,716.0,100222.0,95.0,800.0,102718.0,103181.0,88.0,110.0,238.0,212.0,552.0,55.0,844.0,98.0,360.0,212.0,559.0,1520.0,2393.0,363.0,510.0,1316.0,329.0,1621.0,388.0,1154.0,1380.0,2056.0,1073.0,24.0,2030.0,2056.0,1773.0,1865.0,243.0,4533.0,697.0,50.0,7251.0,118.0,118.0,126.0,64.0,45.0,206.0,284.0,250.0,227.0,750.0,73.0,58.0,48.0,75.0,382.0,81.0,1000.0,430.0,9948.0,10761.0,3970.0,963.0,17583.0,1969.0,1063.0,3611.0,21193.0,21193.0,21349.0,21349.0,556.0,132271.0,95.0,289.0,148.0,273.0,410.0,832.0,134907.0,5492.0,136228.0,1570.0,727.0,799.0,139972.0
2008-01-19,3006.0,4877.0,455.0,449.0,739.0,3688.0,194.0,408.0,159.0,441.0,1064.0,687.0,1751.0,107.0,2292.0,4317.0,11259.0,11523.0,652.0,13958.0,1707.0,3995.0,90.0,78903.0,377.0,83608.0,72500.0,936.0,381.0,74795.0,707.0,78413.0,95.0,794.0,81533.0,82384.0,85.0,104.0,236.0,203.0,548.0,51.0,839.0,94.0,359.0,206.0,552.0,1508.0,2358.0,362.0,508.0,1315.0,328.0,1616.0,387.0,1163.0,1388.0,2062.0,1077.0,24.0,2028.0,2045.0,1762.0,1857.0,242.0,4525.0,704.0,50.0,7202.0,118.0,118.0,125.0,63.0,45.0,206.0,284.0,249.0,225.0,749.0,73.0,58.0,48.0,75.0,376.0,80.0,996.0,410.0,9838.0,10645.0,3969.0,939.0,17550.0,1918.0,1040.0,3543.0,21093.0,21093.0,21246.0,21246.0,516.0,120292.0,93.0,267.0,142.0,252.0,401.0,825.0,131572.0,5610.0,127550.0,1488.0,678.0,781.0,131053.0
2008-01-20,2999.0,4869.0,453.0,448.0,733.0,3673.0,193.0,407.0,158.0,440.0,1061.0,685.0,1745.0,105.0,2283.0,4298.0,11201.0,11453.0,644.0,13874.0,1640.0,3913.0,87.0,80211.0,376.0,84634.0,76250.0,935.0,379.0,75352.0,698.0,75692.0,94.0,787.0,74796.0,74516.0,81.0,99.0,233.0,197.0,543.0,49.0,829.0,92.0,357.0,201.0,544.0,1495.0,2330.0,362.0,507.0,1313.0,327.0,1610.0,387.0,1172.0,1396.0,2068.0,1081.0,24.0,2026.0,2034.0,1751.0,1846.0,242.0,4514.0,712.0,50.0,7182.0,118.0,118.0,125.0,63.0,45.0,206.0,283.0,248.0,222.0,749.0,72.0,58.0,48.0,75.0,370.0,80.0,993.0,391.0,9723.0,10526.0,3967.0,928.0,17572.0,1874.0,1019.0,3486.0,21058.0,21058.0,21210.0,21210.0,500.0,101796.0,90.0,250.0,137.0,239.0,393.0,815.0,124734.0,5733.0,127467.0,1416.0,644.0,765.0,130393.0
2008-01-21,2993.0,4860.0,450.0,446.0,727.0,3658.0,193.0,406.0,158.0,438.0,1058.0,682.0,1740.0,104.0,2275.0,4279.0,11160.0,11400.0,637.0,13816.0,1590.0,3833.0,85.0,81326.0,375.0,86025.0,106250.0,935.0,376.0,107562.0,689.0,109148.0,94.0,775.0,107502.0,106393.0,78.0,94.0,230.0,190.0,539.0,47.0,821.0,89.0,355.0,197.0,539.0,1481.0,2302.0,362.0,506.0,1312.0,326.0,1606.0,386.0,1180.0,1403.0,2074.0,1085.0,24.0,2026.0,2024.0,1740.0,1836.0,242.0,4502.0,720.0,50.0,7174.0,118.0,118.0,125.0,63.0,45.0,205.0,283.0,246.0,221.0,748.0,72.0,58.0,48.0,75.0,365.0,79.0,989.0,375.0,9629.0,10420.0,3965.0,922.0,17604.0,1837.0,999.0,3437.0,21041.0,21041.0,21192.0,21192.0,486.0,109079.0,88.0,235.0,133.0,229.0,386.0,806.0,111288.0,5832.0,126123.0,1351.0,611.0,750.0,129139.0
2008-01-22,2986.0,4852.0,447.0,444.0,722.0,3643.0,192.0,405.0,158.0,437.0,1055.0,680.0,1734.0,103.0,2266.0,4260.0,11123.0,11352.0,629.0,13764.0,1547.0,3757.0,82.0,80128.0,373.0,84871.0,95000.0,935.0,374.0,96576.0,681.0,99359.0,94.0,764.0,101200.0,101632.0,75.0,90.0,226.0,185.0,534.0,45.0,813.0,87.0,354.0,193.0,535.0,1470.0,2274.0,361.0,505.0,1310.0,325.0,1601.0,386.0,1184.0,1409.0,2079.0,1089.0,24.0,2025.0,2014.0,1730.0,1825.0,242.0,4490.0,728.0,50.0,7168.0,118.0,118.0,124.0,63.0,44.0,205.0,282.0,245.0,220.0,749.0,72.0,58.0,48.0,75.0,361.0,79.0,986.0,358.0,9557.0,10339.0,3961.0,914.0,17639.0,1802.0,980.0,3392.0,21030.0,21030.0,21179.0,21179.0,471.0,130590.0,86.0,220.0,129.0,222.0,378.0,798.0,135756.0,5853.0,137774.0,1294.0,588.0,736.0,139366.0
2008-01-23,2979.0,4844.0,445.0,442.0,717.0,3628.0,192.0,404.0,157.0,436.0,1052.0,678.0,1729.0,102.0,2258.0,4241.0,11089.0,11309.0,622.0,13718.0,1509.0,3684.0,80.0,80733.0,372.0,85270.0,95000.0,936.0,372.0,96308.0,673.0,98602.0,93.0,754.0,99358.0,99359.0,73.0,86.0,222.0,179.0,528.0,43.0,805.0,84.0,353.0,189.0,532.0,1462.0,2250.0,361.0,503.0,1307.0,324.0,1595.0,385.0,1184.0,1408.0,2079.0,1093.0,23.0,2025.0,2004.0,1720.0,1815.0,242.0,4478.0,735.0,50.0,7159.0,117.0,117.0,124.0,63.0,44.0,205.0,282.0,244.0,220.0,751.0,71.0,58.0,48.0,74.0,356.0,78.0,983.0,339.0,9493.0,10270.0,3957.0,904.0,17671.0,1771.0,963.0,3351.0,21022.0,21022.0,21167.0,21167.0,456.0,124085.0,84.0,207.0,125.0,215.0,371.0,790.0,130741.0,5860.0,133525.0,1244.0,569.0,722.0,136687.0
